,aeropuer-aemet
19064,115.041626
19065,72.68428
19066,92.86607
19067,34.80943
19068,7.6746855
19069,96.79605
19070,475.55478
19071,690.274
19072,805.0525
19073,884.78424
19074,885.0674
19075,695.5698
19076,603.32166
19077,482.24277
19078,340.9048
19079,132.07585
19080,66.68784
19081,58.2209
19082,6.9761057
19083,-111.72814
19084,-42.51002
19085,16.080334
19086,22.793306
19087,13.559046
19088,20.889318
19089,89.955986
19090,98.1023
19091,24.44407
19092,-2.5061173
19093,231.81995
19094,560.2646
19095,714.2001
19096,873.0463
19097,900.75275
19098,868.3232
19099,856.9524
19100,566.46155
19101,439.5033
19102,345.764
19103,149.04823
19104,61.670662
19105,22.659912
19106,6.5037646
19107,39.149147
19108,51.50565
19109,-42.19824
19110,-18.078636
19111,-17.988438
19112,-3.276978
19113,-10.557623
19114,-11.896261
19115,-24.716337
19116,31.088585
19117,174.59428
19118,414.95148
19119,674.71826
19120,851.8074
19121,892.607
19122,893.8417
19123,783.97107
19124,542.1587
19125,477.84863
19126,323.51877
19127,158.79874
19128,102.23037
19129,77.25875
19130,80.7846
19131,85.682686
19132,93.64565
19133,16.315224
19134,16.03527
19135,61.28164
19136,92.04815
19137,102.32282
19138,13.266757
19139,38.64356
19140,72.86697
19141,211.42297
19142,352.91684
19143,619.67255
19144,746.1877
19145,854.25214
19146,846.3583
19147,782.4388
19148,609.19086
19149,510.2577
19150,363.73038
19151,220.89482
19152,154.1869
19153,124.855934
19154,88.469894
19155,66.59863
19156,91.976364
19157,90.14228
19158,80.06963
19159,50.56563
19160,101.0406
19161,94.24584
19162,95.84981
19163,102.19429
19164,137.55226
19165,295.9274
19166,643.6016
19167,777.99194
19168,881.36884
19169,934.269
19170,882.8568
19171,806.76215
19172,617.50775
19173,495.15515
19174,375.77005
19175,152.3622
19176,122.82833
19177,111.57256
19178,90.02123
19179,72.46577
19180,101.953926
19181,89.7584
19182,124.26703
19183,79.691154
19184,132.98201
19185,68.63374
19186,107.29342
19187,238.40836
19188,101.17688
19189,321.18222
19190,508.3899
19191,659.30585
19192,788.67883
19193,809.36487
19194,946.8377
19195,795.19135
19196,646.5213
19197,470.48563
19198,312.72998
19199,117.91318
19200,-75.58628
19201,54.391914
19202,-92.20679
19203,56.94902
19204,22.943039
19205,17.706978
19206,17.489803
19207,15.373062
19208,8.323352
19209,35.48746
19210,38.485462
19211,48.665802
19212,61.5155
19213,241.38934
19214,552.7603
19215,777.8061
19216,909.42334
19217,905.39276
19218,893.3656
19219,880.83997
19220,640.56824
19221,497.21228
19222,342.08408
19223,190.42046
19224,99.32194
19225,102.00565
19226,93.54234
19227,80.01262
19228,105.79569
19229,58.424953
19230,68.08041
19231,24.00728
19232,23.15262
19233,28.94102
19234,16.615547
19235,39.20655
19236,52.48974
19237,219.05276
19238,529.5806
19239,692.4894
19240,811.78326
19241,899.52673
19242,906.8574
19243,724.80133
19244,618.6228
19245,542.7311
19246,340.19983
19247,132.81305
19248,91.790245
19249,76.34128
19250,64.82895
19251,86.59352
19252,56.485138
19253,53.713936
19254,116.15175
19255,116.18418
19256,95.094925
19257,129.75912
19258,88.20385
19259,117.19835
19260,89.57134
19261,281.3894
19262,492.85913
19263,740.72064
19264,851.058
19265,907.9066
19266,943.395
19267,879.6332
19268,672.3891
19269,632.53394
19270,430.11765
19271,191.08932
19272,164.6308
19273,147.21585
19274,110.75923
19275,116.44498
19276,127.4475
19277,136.73257
19278,132.06223
19279,113.37347
19280,89.291306
19281,82.1305
19282,48.588554
19283,85.4234
19284,131.85625
19285,287.06738
19286,532.8848
19287,728.6534
19288,841.8404
19289,847.5636
19290,871.7111
19291,818.3562
19292,620.08777
19293,522.19867
19294,344.80292
19295,152.04025
19296,59.337772
19297,59.36017
19298,56.157795
19299,78.552216
19300,77.805244
19301,105.1288
19302,108.95236
19303,115.294174
19304,117.15465
19305,27.86854
19306,29.113976
19307,19.46162
19308,30.00765
19309,182.37788
19310,512.3458
19311,704.25323
19312,828.3782
19313,862.2861
19314,870.8034
19315,828.76117
19316,537.535
19317,442.19354
19318,353.11346
19319,170.84447
19320,80.8576
19321,62.157722
19322,59.697124
19323,-70.21544
19324,60.169537
19325,27.972998
19326,19.857307
19327,23.14343
19328,31.462708
19329,28.767942
19330,23.15464
19331,42.769096
19332,124.62075
19333,220.95203
19334,538.48395
19335,740.57184
19336,893.3783
19337,883.5699
19338,840.5375
19339,847.4082
19340,655.3626
19341,528.1611
19342,383.08325
19343,167.77571
19344,123.94017
19345,110.0158
19346,83.04415
19347,97.011795
19348,92.66719
19349,68.9481
19350,36.78888
19351,43.46834
19352,24.565321
19353,27.500856
19354,28.338522
19355,24.952457
19356,51.485565
19357,225.09087
19358,510.57123
19359,800.6105
19360,885.2238
19361,938.8132
19362,941.686
19363,880.183
19364,601.25824
19365,478.75616
19366,408.55878
19367,156.02562
19368,104.17486
19369,38.6433
19370,107.39798
19371,86.09142
19372,100.31359
19373,45.66452
19374,76.7611
19375,83.36672
19376,87.46843
19377,96.19365
19378,46.548992
19379,87.33635
19380,123.836586
19381,267.45322
19382,514.5457
19383,694.61096
19384,834.10144
19385,910.5608
19386,867.39996
19387,802.90186
19388,618.55707
19389,517.7754
19390,343.73264
19391,132.13326
19392,65.21031
19393,64.27895
19394,55.665623
19395,61.49559
19396,27.668869
19397,62.578205
19398,48.099068
19399,54.440884
19400,101.406685
19401,62.58904
19402,65.247734
19403,98.402954
19404,75.2965
19405,233.43578
19406,530.56726
19407,670.5431
19408,805.6915
19409,885.33215
19410,895.0402
19411,793.0021
19412,574.1157
19413,456.7238
19414,289.91656
19415,153.90063
19416,-1.2717189
19417,-3.9147928
19418,64.87945
19419,-48.240524
19420,-56.85323
19421,-6.805469
19422,10.142224
19423,57.487347
19424,54.613617
19425,38.99808
19426,67.00029
19427,45.521374
19428,10.85141
19429,240.87033
19430,541.00745
19431,660.80096
19432,815.62274
19433,899.98456
19434,858.77075
19435,848.3493
19436,590.1894
19437,439.51428
19438,326.48923
19439,160.5076
19440,98.921036
19441,-53.439285
19442,-48.955704
19443,78.677574
19444,-0.4307587
19445,-9.088953
19446,22.243404
19447,-19.990456
19448,34.522114
19449,50.23131
19450,32.388012
19451,36.620575
19452,33.3482
19453,197.39775
19454,527.8669
19455,693.1156
19456,811.40155
19457,827.117
19458,876.39465
19459,729.1487
19460,539.30096
19461,401.7238
19462,273.55508
19463,125.36477
19464,10.99804
19465,21.253962
19466,21.321653
19467,-10.816582
19468,16.44065
19469,2.960936
19470,-2.335787
19471,5.620957
19472,-15.398202
19473,-14.467309
19474,-29.723478
19475,-32.95688
19476,66.22323
19477,153.10168
19478,510.34732
19479,733.7463
19480,807.6675
19481,880.2155
19482,874.35114
19483,841.6015
19484,599.3126
19485,506.31363
19486,334.4894
19487,176.07709
19488,99.675026
19489,76.78004
19490,47.002472
19491,46.89069
19492,-14.3333025
19493,12.685325
19494,27.065664
19495,25.805336
19496,28.780312
19497,27.90097
19498,70.500725
19499,81.00892
19500,25.000134
19501,179.50958
19502,477.4279
19503,626.84424
19504,736.31586
19505,810.33075
19506,834.8435
19507,839.6092
19508,588.64496
19509,486.5332
19510,326.83517
19511,161.18956
19512,92.50124
19513,78.868065
19514,82.05077
19515,56.977592
19516,72.53725
19517,27.489939
19518,43.88405
19519,35.03996
19520,38.97059
19521,24.21226
19522,31.72916
19523,39.69005
19524,59.675476
19525,227.52765
19526,551.5285
19527,735.706
19528,755.8618
19529,884.14655
19530,844.90576
19531,765.63885
19532,465.38763
19533,490.7742
19534,317.8459
19535,160.04839
19536,89.88972
19537,88.33029
19538,62.77154
19539,88.57544
19540,75.09378
19541,21.517168
19542,-6.42855
19543,36.851128
19544,-6.9713182
19545,23.023552
19546,30.625969
19547,2.3241076
19548,23.404795
19549,234.44806
19550,507.4887
19551,732.3099
19552,815.67566
19553,820.25726
19554,857.77435
19555,663.04144
19556,613.57324
19557,488.27026
19558,313.1444
19559,149.41327
19560,74.486595
19561,56.13022
19562,61.403435
19563,-49.760754
19564,-0.4131034
19565,-15.602139
19566,-13.756654
19567,27.215515
19568,42.663857
19569,-21.572256
19570,1.5038562
19571,-9.740239
19572,1.4682417
19573,197.32787
19574,505.42346
19575,701.29584
19576,730.9009
19577,721.46265
19578,861.4993
19579,699.236
19580,493.20355
19581,376.93625
19582,217.75235
19583,85.905205
19584,15.793907
19585,77.06048
19586,46.30513
19587,49.70739
19588,47.899574
19589,24.247774
19590,35.192806
19591,35.966396
19592,9.977619
19593,26.020437
19594,-3.3503778
19595,-18.899866
19596,32.18518
19597,327.21786
19598,523.00006
19599,677.8346
19600,640.59546
19601,819.0179
19602,857.61005
19603,847.6379
19604,619.105
19605,470.04062
19606,283.41632
19607,38.4025
19608,69.57781
19609,57.95808
19610,11.845969
19611,62.723866
19612,31.462563
19613,19.523478
19614,12.785012
19615,7.2957616
19616,30.387928
19617,6.9208922
19618,22.718653
19619,-7.200801
19620,39.28173
19621,220.13733
19622,540.9295
19623,667.3279
19624,816.42523
19625,895.8671
19626,902.12616
19627,864.6929
19628,678.0417
19629,540.41394
19630,356.02078
19631,157.18204
19632,114.82873
19633,77.04428
19634,92.3024
19635,120.34052
19636,83.39895
19637,20.98852
19638,20.98852
19639,59.945114
19640,51.384884
19641,17.608837
19642,26.14194
19643,27.158062
19644,10.943505
19645,134.01169
19646,508.86404
19647,801.89545
19648,883.2121
19649,932.6248
19650,940.19366
19651,777.85345
19652,559.4877
19653,597.765
19654,386.8961
19655,146.81726
19656,115.722145
19657,42.60787
19658,26.235092
19659,67.2352
19660,77.39058
19661,44.92719
19662,99.923996
19663,57.461403
19664,10.986157
19665,-3.1917372
19666,54.67765
19667,58.24754
19668,91.447914
19669,344.44305
19670,542.682
19671,740.6009
19672,809.1145
19673,868.521
19674,943.8145
19675,828.8078
19676,665.83527
19677,476.69736
19678,363.06964
19679,116.04784
19680,111.41061
19681,70.67101
19682,33.548294
19683,63.54421
19684,36.601204
19685,20.441998
19686,52.253033
19687,-2.7551656
19688,68.577705
19689,-51.625313
19690,16.559845
19691,-17.128347
19692,32.42299
19693,221.08936
19694,545.3947
19695,700.97314
19696,747.985
19697,901.6319
19698,739.2604
19699,702.7279
19700,374.91064
19701,384.23956
19702,243.08224
19703,96.84764
19704,82.893196
19705,3.5327475
19706,-3.4788976
19707,12.487646
19708,-7.6672726
19709,1.2844532
19710,3.257051
19711,-12.429449
19712,20.049442
19713,12.777753
19714,3.0525985
19715,-13.74172
19716,18.055061
19717,326.80115
19718,536.77893
19719,691.1403
19720,768.4992
19721,863.69104
19722,856.2014
19723,763.5731
19724,571.5258
19725,479.12167
19726,343.7783
19727,152.91698
19728,84.37289
19729,30.49081
19730,66.599266
19731,75.69122
19732,67.33297
19733,-30.70316
19734,40.809547
19735,25.290897
19736,52.479164
19737,83.99264
19738,233.69775
19739,477.34058
19740,695.5567
19741,853.0144
19742,935.4252
19743,885.5283
19744,873.2704
19745,633.8229
19746,443.04324
19747,277.1103
19748,74.43115
19749,77.26019
19750,45.206207
19751,-0.58467484
19752,36.35025
19753,48.668694
19754,3.9453793
19755,21.241995
19756,4.8489394
19757,18.989676
19758,33.371773
19759,28.589102
19760,53.94672
19761,153.17722
19762,200.01523
19763,601.0232
19764,694.8975
19765,806.8957
19766,805.4878
19767,794.6672
19768,596.0464
19769,660.54584
19770,648.0424
19771,241.92068
19772,186.85065
19773,140.59676
19774,21.693615
19775,12.686621
19776,-6.586067
19777,26.404387
19778,9.90644
19779,34.93462
19780,35.084557
19781,38.076878
19782,10.052978
19783,11.242565
19784,33.46587
19785,102.08983
19786,445.40277
19787,516.5045
19788,742.3109
19789,736.98645
19790,784.7532
19791,812.2606
19792,840.4145
19793,769.0208
19794,600.6783
19795,386.6777
19796,245.58304
19797,102.86897
19798,71.97988
19799,17.36801
19800,-21.171087
19801,65.062614
19802,29.786146
19803,35.64633
19804,30.170177
19805,31.507975
19806,-11.955664
19807,1.7537996
19808,18.304686
19809,153.57858
19810,343.99542
19811,560.23083
19812,788.0452
19813,741.7141
19814,822.53076
19815,781.4743
19816,801.79095
19817,660.86566
19818,573.50775
19819,327.46677
19820,154.9232
19821,98.638916
19822,3.1951787
19823,-17.546926
19824,52.65524
19825,5.2283354
19826,52.49853
19827,231.76337
19828,434.84415
19829,681.8219
19830,889.35205
19831,963.7304
19832,904.59564
19833,845.1686
19834,766.0586
19835,731.1054
19836,547.46716
19837,357.6028
19838,175.5605
19839,121.78942
19840,110.89165
19841,30.648006
19842,69.67526
19843,78.352554
19844,-1.8317941
19845,16.357769
19846,7.6696653
19847,-1.1991906
19848,10.848316
19849,5.71762
19850,103.57902
19851,365.43814
19852,533.69116
19853,717.315
19854,821.5394
19855,920.3303
19856,959.79785
19857,774.1672
19858,736.3621
19859,523.85077
19860,281.85553
19861,147.45656
19862,80.384766
19863,28.205221
19864,-0.33103845
19865,-31.959255
19866,11.051792
19867,84.186935
19868,107.86005
19869,-15.1787
19870,69.45152
19871,10.289537
19872,7.199939
19873,19.581007
19874,120.04708
19875,318.09766
19876,636.2903
19877,660.5883
19878,743.9454
19879,890.025
19880,842.5556
19881,747.2682
19882,770.15497
19883,552.83093
19884,354.56216
19885,176.74739
19886,112.27149
19887,73.32425
19888,36.052517
19889,41.07525
19890,102.3935
19891,51.68993
19892,118.93625
19893,86.10117
19894,56.905052
19895,38.75169
19896,5.344205
19897,17.750132
19898,166.32458
19899,303.73044
19900,593.1602
19901,653.2835
19902,884.5551
19903,873.2944
19904,905.5068
19905,843.2139
19906,762.4545
19907,582.2194
19908,376.106
19909,190.92227
19910,96.077446
19911,10.185575
19912,151.02083
19913,107.935455
19914,141.17633
19915,76.51433
19916,140.89674
19917,109.53819
19918,105.96705
19919,87.64533
19920,112.74963
19921,48.062878
19922,117.89028
19923,245.98557
19924,551.4415
19925,757.2353
19926,892.27057
19927,905.92163
19928,904.5888
19929,791.4307
19930,740.43713
19931,533.8965
19932,336.63434
19933,126.60958
19934,32.273872
19935,-27.267
19936,11.0124655
19937,37.997932
19938,44.948795
19939,-22.552885
19940,-7.124286
19941,-1.9587907
19942,10.926908
19943,0.81862545
19944,24.45531
19945,20.93203
19946,151.72661
19947,285.36136
19948,634.4628
19949,838.5487
19950,885.6421
19951,931.2448
19952,705.0138
19953,841.0912
19954,725.734
19955,573.48444
19956,445.73233
19957,206.08072
19958,124.194115
19959,84.20995
19960,110.28525
19961,85.77126
19962,127.97721
19963,45.226765
19964,119.66438
19965,140.4182
19966,33.413017
19967,112.52698
19968,140.98476
19969,70.347824
19970,103.76211
19971,332.5637
19972,597.00146
19973,662.5629
19974,793.6354
19975,858.75
19976,859.0719
19977,859.20013
19978,570.5818
19979,495.8353
19980,292.79712
19981,137.40912
19982,105.748856
19983,49.572994
19984,54.579445
19985,52.275566
19986,-25.11854
19987,92.58145
19988,17.704111
19989,-8.895632
19990,62.395176
19991,67.9844
19992,30.496647
19993,63.43246
19994,110.35619
19995,245.71074
19996,475.33276
19997,696.2469
19998,882.5568
19999,937.0006
20000,921.63464
20001,831.0048
20002,811.11444
20003,563.74567
20004,343.3052
20005,176.08153
20006,118.11922
20007,81.22563
20008,63.546207
20009,3.52822
20010,111.866005
20011,65.92209
20012,59.61782
20013,60.45158
20014,63.015896
20015,68.90816
20016,72.74028
20017,119.94529
20018,176.95352
20019,332.94846
20020,630.8581
20021,762.3196
20022,888.69604
20023,935.00757
20024,931.0984
20025,791.62976
20026,699.0767
20027,546.2657
20028,418.53073
20029,155.66705
20030,101.31559
20031,65.19994
20032,100.48997
20033,92.65253
20034,48.956036
20035,71.874504
20036,92.38832
20037,98.56814
20038,75.01747
20039,128.5214
20040,94.31272
20041,140.01698
20042,181.62717
20043,442.62146
20044,541.4669
20045,747.66595
20046,825.22906
20047,910.5329
20048,939.65826
20049,856.6815
20050,798.9519
20051,649.60565
20052,442.4699
20053,184.60002
20054,125.034195
20055,124.70355
20056,90.082596
20057,97.15426
20058,116.61857
20059,25.225054
20060,36.234962
20061,53.267498
20062,104.3693
20063,43.951885
20064,26.588734
20065,66.24097
20066,64.13716
20067,373.28143
20068,547.61847
20069,767.2776
20070,924.3879
20071,915.7397
20072,922.7329
20073,811.09705
20074,757.4911
20075,614.29
20076,487.1302
20077,191.42728
20078,144.91725
20079,113.4972
20080,59.949017
20081,136.39276
20082,115.7728
20083,100.36988
20084,54.36576
20085,138.14575
20086,108.79026
20087,112.99072
20088,131.07732
20089,146.10507
20090,166.31834
20091,391.67136
20092,469.76715
20093,737.59375
20094,936.5024
20095,790.86743
20096,716.4656
20097,693.6649
20098,464.97504
20099,528.2476
20100,415.93866
20101,174.43193
20102,102.6356
20103,83.84078
20104,65.02611
20105,69.95282
20106,52.880596
20107,207.00122
20108,112.81966
20109,36.078724
20110,109.31823
20111,115.21683
20112,64.92159
20113,157.16136
20114,151.90761
20115,298.61777
20116,601.7008
20117,882.2817
20118,922.91406
20119,892.0862
20120,927.44086
20121,894.43805
20122,678.7098
20123,538.75696
20124,400.88412
20125,119.62902
20126,139.92322
20127,56.12161
20128,48.90623
20129,100.75821
20130,90.387856
20131,54.869408
20132,120.43709
20133,136.79037
20134,144.10062
20135,129.9853
20136,163.2296
20137,148.16052
20138,210.17809
20139,428.04874
20140,570.72534
20141,773.3644
20142,866.5631
20143,896.2438
20144,903.0173
20145,803.05
20146,721.80035
20147,561.00793
20148,472.22812
20149,98.86002
20150,28.700327
20151,78.94136
20152,135.32805
20153,75.176735
20154,165.07823
20155,104.18451
20156,120.039215
20157,90.306
20158,119.72911
20159,73.181656
20160,107.819
20161,91.778244
20162,208.12813
20163,390.87665
20164,615.0743
20165,740.3458
20166,866.43353
20167,917.128
20168,927.5164
20169,823.7214
20170,762.7688
20171,548.4286
20172,345.97537
20173,162.78792
20174,105.54211
20175,95.2521
20176,85.14078
20177,89.56427
20178,82.03405
20179,73.695526
20180,60.54578
20181,78.137115
20182,60.353634
20183,53.842197
20184,72.10733
20185,123.47421
20186,211.23553
20187,375.42337
20188,543.85394
20189,759.7506
20190,908.047
20191,979.05536
20192,961.77234
20193,872.1046
20194,741.40924
20195,572.85126
20196,419.88394
20197,161.99333
20198,114.67512
20199,103.19052
20200,102.82344
20201,63.150406
20202,58.877678
20203,55.507893
20204,62.92818
20205,127.57055
20206,81.21838
20207,91.60207
20208,106.73665
20209,169.03836
20210,240.77423
20211,405.83948
20212,662.74963
20213,791.7172
20214,864.37915
20215,1019.2385
20216,992.7361
20217,769.56775
20218,771.62616
20219,444.49496
20220,450.3523
20221,206.51924
20222,134.06435
20223,90.09456
20224,94.44269
20225,95.37707
20226,145.57397
20227,62.39533
20228,90.824486
20229,94.43242
20230,118.239006
20231,23.899292
20232,122.077034
20233,125.63887
20234,201.68614
20235,386.43246
20236,641.21924
20237,816.8892
20238,936.2979
20239,979.74695
20240,974.412
20241,886.01025
20242,830.5881
20243,686.0938
20244,461.44043
20245,186.22374
20246,118.00447
20247,109.288994
20248,98.832214
20249,78.662636
20250,88.270676
20251,101.18294
20252,57.29793
20253,151.41673
20254,100.24284
20255,138.87181
20256,54.982193
20257,45.762604
20258,187.01903
20259,391.53882
20260,546.0502
20261,796.822
20262,946.9305
20263,966.1252
20264,938.33417
20265,838.92145
20266,734.4758
20267,603.664
20268,500.6377
20269,161.42644
20270,89.80023
20271,114.10014
20272,69.81009
20273,67.33621
20274,99.73747
20275,48.44449
20276,2.4426932
20277,98.29308
20278,100.86166
20279,5.898837
20280,84.025
20281,135.44836
20282,150.93765
20283,339.01355
20284,555.10516
20285,794.4168
20286,906.3089
20287,986.12616
20288,954.29034
20289,928.13116
20290,796.10645
20291,578.8971
20292,449.98068
20293,163.41087
20294,152.8509
20295,122.2299
20296,102.90122
20297,85.367035
20298,96.53479
20299,112.121826
20300,60.764412
20301,44.637493
20302,20.21356
20303,28.767336
20304,43.718143
20305,32.953148
20306,112.52732
20307,372.51392
20308,581.6253
20309,852.1931
20310,929.0454
20311,970.80817
20312,957.6716
20313,873.5814
20314,798.4263
20315,621.778
20316,419.3392
20317,156.32634
20318,114.242485
20319,79.798546
20320,73.32569
20321,71.69846
20322,79.637955
20323,62.98396
20324,88.051674
20325,31.236488
20326,55.23581
20327,41.676285
20328,68.90895
20329,80.25552
20330,116.263245
20331,280.46384
20332,491.91235
20333,776.1129
20334,873.6872
20335,916.59
20336,911.86237
20337,806.0932
20338,721.2899
20339,532.1743
20340,434.73383
20341,154.91345
20342,-13.215436
20343,47.689495
20344,88.107124
20345,-45.22519
20346,79.34761
20347,109.08493
20348,18.040775
20349,42.86867
20350,63.599094
20351,57.959133
20352,147.2556
20353,108.82894
20354,205.17334
20355,463.01028
20356,672.78564
20357,761.165
20358,827.89087
20359,890.46265
20360,989.7118
20361,757.071
20362,718.0994
20363,594.89655
20364,452.27774
20365,166.85255
20366,108.103615
20367,88.74516
20368,42.124767
20369,70.894035
20370,70.2965
20371,46.263943
20372,46.260174
20373,39.684635
20374,82.67281
20375,50.610867
20376,72.11512
20377,48.19372
20378,181.65103
20379,340.6165
20380,541.41644
20381,766.9857
20382,911.384
20383,940.42303
20384,940.42303
20385,832.5017
20386,797.81445
20387,593.75665
20388,425.94464
20389,156.15028
20390,135.27357
20391,89.17189
20392,82.30313
20393,-40.869453
20394,75.82236
20395,121.92331
20396,61.9315
20397,11.167393
20398,67.10162
20399,86.60698
20400,106.43902
20401,84.366684
20402,181.08353
20403,259.42368
20404,616.8489
20405,801.423
20406,944.8759
20407,981.10504
20408,999.4977
20409,895.847
20410,817.0557
20411,615.4529
20412,481.77075
20413,172.83775
20414,99.64082
20415,80.028336
20416,79.20223
20417,80.41502
20418,108.01665
20419,95.05824
20420,76.63679
20421,49.846302
20422,85.24748
20423,101.11769
20424,96.68962
20425,69.4418
20426,182.03035
20427,312.57343
20428,620.24695
20429,827.24274
20430,949.94165
20431,986.4965
20432,1012.77484
20433,879.8135
20434,818.4988
20435,663.27826
20436,503.3272
20437,119.5738
20438,93.336494
20439,78.912865
20440,110.83384
20441,89.59628
20442,81.29918
20443,131.39299
20444,143.8199
20445,138.86935
20446,140.16605
20447,138.33028
20448,116.72273
20449,137.26456
20450,203.3864
20451,236.43872
20452,608.1147
20453,809.6611
20454,952.47375
20455,1008.987
20456,995.21594
20457,884.86053
20458,841.3221
20459,651.7636
20460,485.47342
20461,188.75746
20462,131.10876
20463,120.22437
20464,117.06123
20465,105.84969
20466,100.14899
20467,72.42031
20468,88.085495
20469,91.64224
20470,119.72451
20471,101.39141
20472,55.24419
20473,127.77454
20474,172.35924
20475,368.0559
20476,642.6379
20477,814.7229
20478,926.0808
20479,938.0284
20480,959.6698
20481,846.1544
20482,802.0681
20483,642.27094
20484,447.15405
20485,150.06807
20486,119.499
20487,99.5078
20488,111.77093
20489,74.42199
20490,62.159374
20491,54.862217
20492,66.64461
20493,56.752323
20494,92.775505
20495,72.08393
20496,81.455826
20497,44.98476
20498,184.82451
20499,293.0408
20500,577.5276
20501,867.98505
20502,959.0508
20503,1010.7273
20504,999.02576
20505,888.71063
20506,783.04865
20507,626.9451
20508,439.42523
20509,150.39317
20510,79.09029
20511,106.75221
20512,98.138885
20513,101.764656
20514,65.32761
20515,56.75044
20516,87.26877
20517,88.77307
20518,108.17281
20519,88.63449
20520,11.35239
20521,131.8106
20522,64.26553
20523,344.87985
20524,592.30383
20525,805.8825
20526,901.46716
20527,951.1893
20528,900.8116
20529,868.1636
20530,809.3941
20531,573.0826
20532,352.88025
20533,161.15016
20534,117.31014
20535,88.46171
20536,82.29509
20537,78.59742
20538,78.5009
20539,14.646616
20540,49.790462
20541,56.019665
20542,30.747585
20543,5.542609
20544,25.198408
20545,44.95436
20546,109.329025
20547,310.46072
20548,484.45773
20549,722.59674
20550,857.083
20551,891.3606
20552,952.17786
20553,805.5507
20554,670.8636
20555,409.03967
20556,293.5216
20557,152.51503
20558,91.85655
20559,-28.37814
20560,-27.495583
20561,12.354958
20562,12.043817
20563,36.662205
20564,34.76902
20565,6.720601
20566,10.35905
20567,8.104782
20568,3.9960785
20569,20.643244
20570,133.4781
20571,307.75003
20572,529.1885
20573,785.14844
20574,916.6007
20575,884.4029
20576,967.16864
20577,840.65076
20578,753.989
20579,594.1688
20580,316.45438
20581,81.39665
20582,96.80292
20583,-37.0336
20584,-31.321962
20585,-33.141327
20586,-15.4254675
20587,-5.9873586
20588,34.604744
20589,23.069479
20590,41.10426
20591,41.99539
20592,54.444286
20593,69.001366
20594,136.70033
20595,321.33508
20596,554.51056
20597,802.79803
20598,939.8356
20599,972.27747
20600,968.28577
20601,832.06055
20602,737.0661
20603,581.5857
20604,383.16626
20605,154.74815
20606,102.59483
20607,89.61713
20608,24.58528
20609,63.63457
20610,63.63457
20611,109.75462
20612,97.61576
20613,83.25556
20614,84.63803
20615,44.520596
20616,49.07286
20617,95.70279
20618,172.90869
20619,218.9411
20620,516.7589
20621,705.2326
20622,833.4236
20623,893.53326
20624,780.02484
20625,671.4582
20626,444.30124
20627,108.02191
20628,103.448074
20629,77.302
20630,103.04948
20631,94.407845
20632,101.55928
20633,43.82565
20634,91.635
20635,-2.3046837
20636,38.962234
20637,104.39541
20638,105.95582
20639,113.6455
20640,161.63338
20641,284.61826
20642,621.246
20643,847.2639
20644,964.5501
20645,1022.1514
20646,1003.86676
20647,902.49414
20648,829.9791
20649,716.39716
20650,539.1957
20651,174.0448
20652,108.947495
20653,100.3988
20654,113.11758
20655,108.326515
20656,148.5273
20657,137.38531
20658,83.074646
20659,98.451935
20660,81.61739
20661,98.85861
20662,99.31908
20663,118.58792
20664,164.97708
20665,345.19678
20666,629.7619
20667,843.64294
20668,952.81335
20669,1004.2919
20670,978.9268
20671,941.1441
20672,880.4615
20673,737.9218
20674,567.7008
20675,133.03908
20676,16.741808
20677,88.195274
20678,135.91113
20679,106.46674
20680,45.875698
20681,26.26557
20682,59.389736
20683,41.098984
20684,79.968704
20685,103.263336
20686,104.543106
20687,110.02683
20688,138.96648
20689,320.2018
20690,652.6128
20691,896.2655
20692,992.4825
20693,936.97186
20694,923.49927
20695,789.249
20696,811.07
20697,730.0927
20698,506.48416
20699,124.38105
20700,110.49471
20701,71.42526
20702,53.252132
20703,-23.877737
20704,52.50517
20705,37.625195
20706,71.71558
20707,29.357008
20708,40.6678
20709,77.3575
20710,72.50044
20711,111.74039
20712,219.75949
20713,417.4092
20714,570.58966
20715,753.2331
20716,942.8829
20717,960.8681
20718,929.464
20719,758.1109
20720,845.7214
20721,724.47504
20722,556.18616
20723,164.62122
20724,77.067245
20725,93.22668
20726,88.04606
20727,95.24294
20728,104.38349
20729,41.295944
20730,61.989803
20731,57.63087
20732,111.576805
20733,115.19132
20734,115.080345
20735,130.74634
20736,157.61967
20737,339.09018
20738,606.52203
20739,775.43604
20740,962.14124
20741,996.1263
20742,1036.3857
20743,924.821
20744,892.4929
20745,718.6059
20746,556.9489
20747,133.37566
20748,99.75227
20749,62.998287
20750,62.552555
20751,46.338684
20752,86.99607
20753,82.366165
20754,44.29199
20755,46.181843
20756,106.850464
20757,107.539024
20758,113.40701
20759,155.90181
20760,154.81136
20761,348.06247
20762,647.5879
20763,829.4699
20764,955.17334
20765,972.78064
20766,986.79486
20767,953.8631
20768,859.2844
20769,722.3275
20770,548.837
20771,148.99272
20772,40.41714
20773,111.050026
20774,158.29298
20775,42.424057
20776,63.99333
20777,77.2282
20778,53.14996
20779,63.8681
20780,89.37258
20781,98.364204
20782,50.854084
20783,74.754
20784,176.084
20785,320.07584
20786,621.60815
20787,821.42255
20788,966.23267
20789,992.39966
20790,998.9064
20791,946.03345
20792,897.6373
20793,743.99817
20794,552.4042
20795,171.55043
20796,55.021564
20797,89.89846
20798,110.27316
20799,78.66729
20800,107.66752
20801,24.859985
20802,73.52507
