,aeropuer-aemet
11341,117.21125
11342,108.9656
11343,225.24019
11344,314.2205
11345,595.7308
11346,758.40216
11347,822.93896
11348,848.2295
11349,864.95074
11350,810.3478
11351,724.2291
11352,602.3323
11353,511.37283
11354,132.88628
11355,134.1821
11356,129.83711
11357,168.83983
11358,135.6548
11359,127.81519
11360,137.41867
11361,205.30362
11362,126.72333
11363,114.51317
11364,62.57958
11365,16.030434
11366,87.64017
11367,180.58989
11368,335.23752
11369,469.61887
11370,655.06006
11371,839.90436
11372,843.5137
11373,795.3048
11374,705.6551
11375,725.2613
11376,552.29614
11377,308.55194
11378,88.00688
11379,51.510967
11380,66.02873
11381,67.533005
11382,95.92521
11383,75.08429
11384,69.61658
11385,91.27088
11386,111.140366
11387,127.41689
11388,104.49667
11389,102.84208
11390,82.91064
11391,181.12769
11392,319.02115
11393,629.50446
11394,775.74915
11395,895.02435
11396,928.15076
11397,965.6287
11398,736.3659
11399,528.4975
11400,332.24918
11401,179.53606
11402,81.042366
11403,78.783035
11404,1.8806152
11405,90.87252
11406,-27.470144
11407,24.01386
11408,42.102715
11409,59.514347
11410,50.286457
11411,47.26282
11412,77.37975
11413,40.982372
11414,152.13194
11415,490.2922
11416,738.2146
11417,874.0333
11418,950.9034
11419,978.0399
11420,944.682
11421,881.8395
11422,782.3058
11423,624.9681
11424,504.1107
11425,187.68114
11426,141.05861
11427,99.393974
11428,126.49275
11429,-59.8851
11430,109.513664
11431,129.95525
11432,98.628784
11433,157.98785
11434,121.22813
11435,125.84612
11436,166.87724
11437,116.13083
11438,300.3572
11439,368.01343
11440,551.8535
11441,786.4904
11442,918.56195
11443,972.16925
11444,962.28064
11445,821.90265
11446,750.801
11447,611.86743
11448,541.66235
11449,194.77118
11450,145.52672
11451,189.38469
11452,154.21349
11453,156.6637
11454,140.55989
11455,62.559475
11456,64.975914
11457,111.90591
11458,126.66921
11459,30.056156
11460,25.58378
11461,109.30734
11462,129.0488
11463,399.8098
11464,658.8453
11465,654.1791
11466,799.4079
11467,931.11255
11468,849.12915
11469,757.78503
11470,670.44806
11471,504.86716
11472,315.61438
11473,158.434
11474,110.88623
11475,65.632065
11476,74.09896
11477,86.50537
11478,80.528046
11479,55.640064
11480,52.593426
11481,52.32787
11482,48.37695
11483,35.196003
11484,69.35479
11485,54.73365
11486,150.73415
11487,334.1085
11488,619.40594
11489,755.0491
11490,896.6425
11491,931.835
11492,941.9088
11493,845.28265
11494,707.29285
11495,562.3389
11496,390.1111
11497,137.42091
11498,96.337875
11499,66.74898
11500,85.934906
11501,85.73987
11502,73.82262
11503,98.97982
11504,75.74719
11505,98.24159
11506,122.19332
11507,160.49736
11508,154.63626
11509,104.497475
11510,163.1929
11511,367.47955
11512,611.1871
11513,828.79346
11514,989.1879
11515,952.9003
11516,959.423
11517,867.46655
11518,741.48846
11519,632.7125
11520,494.6001
11521,137.81972
11522,124.9172
11523,118.37441
11524,88.4156
11525,85.95254
11526,92.48529
11527,-37.74142
11528,-16.309706
11529,-6.9804387
11530,-4.346873
11531,74.48185
11532,71.63434
11533,88.62772
11534,290.98926
11535,562.7946
11536,803.30695
11537,888.02563
11538,928.6825
11539,912.5236
11540,847.71857
11541,763.062
11542,612.9679
11543,466.53082
11544,176.04419
11545,109.18256
11546,106.84698
11547,112.04736
11548,114.96495
11549,107.86635
11550,49.257843
11551,73.02535
11552,19.376783
11553,66.35861
11554,63.223385
11555,95.441864
11556,65.716354
11557,177.67432
11558,336.67593
11559,539.9015
11560,802.37634
11561,922.848
11562,943.3557
11563,943.49677
11564,841.9202
11565,791.3684
11566,653.5861
11567,534.3973
11568,206.00697
11569,133.68993
11570,109.0624
11571,96.00841
11572,138.9287
11573,100.71165
11574,168.67305
11575,161.75175
11576,166.60744
11577,134.28444
11578,154.30725
11579,137.18816
11580,76.34822
11581,175.71103
11582,316.7074
11583,606.2703
11584,823.26935
11585,947.4361
11586,975.8469
11587,980.4513
11588,888.37195
11589,828.70917
11590,701.0204
11591,555.9057
11592,167.87404
11593,142.38753
11594,136.67418
11595,133.6578
11596,119.64566
11597,118.53203
11598,90.35057
11599,88.46664
11600,49.023327
11601,52.371754
11602,102.30688
11603,88.63265
11604,95.989
11605,116.29283
11606,274.00275
11607,636.92267
11608,836.40045
11609,974.6334
11610,935.644
11611,997.2026
11612,902.8215
11613,765.21716
11614,591.86017
11615,389.5466
11616,44.711235
11617,-51.583107
11618,58.802208
11619,69.53771
11620,75.03334
11621,77.8926
11622,88.963135
11623,66.93997
11624,67.19025
11625,60.444004
11626,43.57281
11627,102.36818
11628,21.672403
11629,82.541245
11630,285.78854
11631,538.1946
11632,664.4177
11633,779.2949
11634,878.11414
11635,763.4217
11636,677.61835
11637,558.0768
11638,420.80487
11639,215.51689
11640,32.287037
11641,59.33635
11642,-1.2990879
11643,24.95563
11644,24.535467
11645,-15.504426
11646,2.2186458
11647,-30.836884
11648,-12.193337
11649,-43.814976
11650,-11.345184
11651,9.023121
11652,24.548975
11653,49.958412
11654,303.4571
11655,508.82483
11656,699.9528
11657,891.4893
11658,890.14655
11659,931.5051
11660,806.2096
11661,725.46216
11662,574.054
11663,444.41653
11664,118.88254
11665,114.893456
11666,98.58056
11667,95.067665
11668,89.686
11669,88.30836
11670,82.53878
11671,55.05659
11672,126.174644
11673,82.3447
11674,56.70828
11675,-0.27704298
11676,45.751537
11677,161.36827
11678,279.22888
11679,598.3853
11680,736.5324
11681,890.8223
11682,949.6501
11683,941.30585
11684,786.9412
11685,680.79724
11686,613.7729
11687,433.99918
11688,160.40648
11689,92.94527
11690,75.55359
11691,120.25653
11692,51.08739
11693,55.924023
11694,127.52504
11695,141.2416
11696,139.22644
11697,101.35251
11698,128.69528
11699,99.1269
11700,145.94038
11701,168.93718
11702,405.74686
11703,643.96014
11704,781.54724
11705,855.62616
11706,910.2158
11707,916.30225
11708,799.143
11709,725.674
11710,547.7285
11711,381.07965
11712,118.39611
11713,94.35631
11714,-10.011436
11715,71.78472
11716,51.76262
11717,59.94752
11718,160.46219
11719,172.97134
11720,160.4657
11721,139.42882
11722,139.42882
11723,154.37949
11724,171.89026
11725,268.13678
11726,436.4476
11727,574.5144
11728,911.05237
11729,933.7605
11730,983.0661
11731,1070.8525
11732,896.188
11733,852.75366
11734,627.2651
11735,401.35593
11736,192.96936
11737,140.26297
11738,92.449455
11739,125.6491
11740,87.98743
11741,82.70658
11742,118.70103
11743,79.867874
11744,63.744534
11745,41.481197
11746,95.151405
11747,68.38353
11748,47.44472
11749,199.93187
11750,347.2729
11751,575.81836
11752,817.1195
11753,928.43384
11754,968.51373
11755,989.0383
11756,882.0779
11757,796.2958
11758,604.16943
11759,384.3323
11760,182.0425
11761,125.8291
11762,104.16896
11763,86.56471
11764,84.36305
11765,82.86704
11766,73.21972
11767,84.93545
11768,69.43012
11769,68.3334
11770,102.01133
11771,81.78253
11772,89.649284
11773,166.62494
11774,384.99435
11775,689.2702
11776,790.65466
11777,902.65466
11778,963.7788
11779,904.2698
11780,821.1573
11781,807.676
11782,604.38873
11783,385.31238
11784,183.61519
11785,117.85803
11786,100.53784
11787,132.34299
11788,90.54086
11789,82.07626
11790,85.24902
11791,82.19353
11792,99.636284
11793,106.951706
11794,128.79411
11795,125.02369
11796,117.54855
11797,211.00504
11798,376.3656
11799,635.99243
11800,795.43896
11801,938.89453
11802,965.2623
11803,967.33716
11804,895.4641
11805,788.9208
11806,592.33295
11807,382.11295
11808,173.18233
11809,120.47589
11810,89.30303
11811,81.882095
11812,78.420685
11813,69.75875
11814,54.774208
11815,110.738716
11816,95.51823
11817,103.89542
11818,64.27897
11819,69.01432
11820,71.89209
11821,185.88841
11822,365.88748
11823,607.25085
11824,848.8929
11825,923.8567
11826,951.5201
11827,993.9503
11828,829.8989
11829,785.7098
11830,576.23553
11831,338.02692
11832,186.8135
11833,105.22789
11834,72.6815
11835,62.8977
11836,86.48612
11837,93.36147
11838,82.8853
11839,78.55976
11840,70.55168
11841,76.10826
11842,56.46168
11843,77.93971
11844,48.078495
11845,183.86209
11846,435.81613
11847,551.5312
11848,655.6108
11849,733.6951
11850,843.4481
11851,719.55176
11852,716.1491
11853,588.0953
11854,455.65717
11855,244.45314
11856,46.173233
11857,-38.087635
11858,-3.1346195
11859,0.82620215
11860,-9.92726
11861,-4.5077667
11862,46.75996
11863,46.953064
11864,51.146427
11865,3.2096777
11866,19.303625
11867,-4.4999065
11868,27.131552
11869,125.28576
11870,297.66495
11871,520.81244
11872,743.1525
11873,882.5568
11874,845.0994
11875,897.72473
11876,663.5553
11877,609.10767
11878,444.99957
11879,199.29842
11880,132.4467
11881,105.740425
11882,14.481867
11883,25.063028
11884,54.62678
11885,51.163803
11886,107.08036
11887,49.621265
11888,77.58399
11889,84.07589
11890,72.05673
11891,18.75483
11892,92.870514
11893,115.12344
11894,297.5795
11895,518.44165
11896,796.6925
11897,918.9196
11898,979.4015
11899,989.1444
11900,847.0711
11901,772.77423
11902,590.8851
11903,420.21585
11904,177.95148
11905,114.003525
11906,91.84713
11907,98.38252
11908,69.09456
11909,52.67906
11910,24.73161
11911,123.185265
11912,81.89449
11913,57.074184
11914,60.513718
11915,73.812675
11916,79.55557
11917,154.34796
11918,350.00372
11919,575.4651
11920,749.377
11921,812.8285
11922,940.96576
11923,885.82916
11924,788.8853
11925,670.7985
11926,599.65857
11927,395.58115
11928,121.54355
11929,54.480743
11930,88.29121
11931,102.267914
11932,102.42024
11933,139.97702
11934,70.62942
11935,32.784977
11936,61.06853
11937,24.466635
11938,40.83055
11939,49.868107
11940,112.93343
11941,174.35829
11942,441.13202
11943,620.2743
11944,851.5571
11945,992.1763
11946,1008.0722
11947,993.1404
11948,906.37555
11949,806.5024
11950,685.1218
11951,460.37967
11952,178.91924
11953,114.36678
11954,96.955925
11955,107.895546
11956,110.77978
11957,65.01254
11958,117.536896
11959,148.61
11960,125.15326
11961,81.346535
11962,36.383137
11963,72.990036
11964,70.460014
11965,108.7224
11966,320.06668
11967,563.1086
11968,802.0025
11969,880.5463
11970,980.89044
11971,947.8967
11972,772.3343
11973,808.7844
11974,568.4607
11975,381.7209
11976,88.14679
11977,101.03817
11978,90.773735
11979,128.35774
11980,103.22895
11981,83.152435
11982,96.37707
11983,97.45121
11984,50.188885
11985,79.21835
11986,-16.595715
11987,21.648731
11988,23.61545
11989,71.98434
11990,306.61777
11991,516.8066
11992,750.63495
11993,715.1699
11994,767.4516
11995,792.4072
11996,622.8481
11997,662.49835
11998,471.74667
11999,199.578
12000,-10.525291
12001,-86.28694
12002,10.130156
12003,12.147427
12004,-27.48131
12005,11.78277
12006,90.52661
12007,66.80446
12008,66.58131
12009,42.07533
12010,-2.0142167
12011,30.483473
12012,97.37163
12013,153.1247
12014,361.0653
12015,562.8438
12016,784.43
12017,862.21216
12018,850.6443
12019,954.7036
12020,764.6057
12021,768.5873
12022,547.75684
12023,385.63525
12024,102.16695
12025,73.96501
12026,45.54681
12027,89.7371
12028,74.634224
12029,68.892204
12030,70.29796
12031,78.7028
12032,81.62092
12033,63.06911
12034,36.309315
12035,45.93678
12036,95.82517
12037,204.43175
12038,362.09384
12039,586.73724
12040,842.15173
12041,977.2391
12042,998.7861
12043,994.93463
12044,870.037
12045,813.82465
12046,605.63995
12047,449.53787
12048,144.05475
12049,97.8043
12050,80.39347
12051,72.51887
12052,75.232704
12053,87.22855
12054,133.24974
12055,124.07443
12056,71.170715
12057,50.320152
12058,100.10392
12059,93.28746
12060,101.21156
12061,165.14568
12062,355.45868
12063,598.247
12064,854.7491
12065,928.7701
12066,1007.0158
12067,976.44586
12068,902.1988
12069,814.8434
12070,610.5786
12071,432.2158
12072,181.71931
12073,129.72484
12074,106.09293
12075,97.76975
12076,97.76975
12077,40.94305
12078,60.393238
12079,55.69174
12080,45.45756
12081,65.492546
12082,19.31782
12083,47.79181
12084,52.674557
12085,173.30544
12086,386.03098
12087,657.9704
12088,825.51904
12089,956.60223
12090,985.0574
12091,978.9747
12092,896.20776
12093,838.4646
12094,605.8939
12095,487.2546
12096,144.76094
12097,90.8587
12098,64.48134
12099,70.343216
12100,83.67631
12101,78.269165
12102,44.03438
12103,40.45815
12104,54.47662
12105,74.56798
12106,9.069481
12107,85.71494
12108,79.95321
12109,193.73915
12110,329.21625
12111,568.96545
12112,711.3342
12113,926.15826
12114,959.28357
12115,982.49677
12116,913.77966
12117,662.5655
12118,627.63434
12119,468.60333
12120,104.6993
12121,83.55104
12122,-6.912657
12123,8.2724285
12124,42.626507
12125,22.388676
12126,68.07882
12127,59.29616
12128,31.415897
12129,51.96265
12130,68.66316
12131,34.834484
12132,64.816795
12133,163.6964
12134,379.7041
12135,566.359
12136,785.80505
12137,915.8386
12138,930.27124
12139,1003.1066
12140,885.4723
12141,812.6631
12142,594.543
12143,443.86676
12144,93.06908
12145,36.853058
12146,78.03976
12147,77.67163
12148,68.23071
12149,90.79517
12150,116.17648
12151,68.6269
12152,66.57634
12153,64.99661
12154,66.13358
12155,67.69688
12156,66.88078
12157,225.2904
12158,348.50262
12159,625.7072
12160,794.8507
12161,889.3343
12162,962.5234
12163,967.8868
12164,921.19525
12165,803.51886
12166,659.41144
12167,475.12024
12168,171.2168
12169,67.59712
12170,82.48768
12171,77.23566
12172,71.49102
12173,84.276344
12174,63.786118
12175,126.585976
12176,129.62482
12177,129.3168
12178,128.97673
12179,107.24419
12180,192.0509
12181,209.11201
12182,403.33157
12183,710.09985
12184,808.3521
12185,877.18396
12186,956.38464
12187,1026.3837
12188,814.8625
12189,798.6678
12190,642.8625
12191,395.48184
12192,161.60976
12193,136.49348
12194,124.01835
12195,91.3189
12196,61.589127
12197,82.79599
12198,71.962425
12199,46.717785
12200,45.70492
12201,50.35153
12202,65.84035
12203,56.049
12204,60.32324
12205,195.7456
12206,366.51315
12207,596.2972
12208,823.97687
12209,910.89813
12210,959.66797
12211,949.7067
12212,848.9292
12213,778.2061
12214,603.28125
12215,390.44302
12216,156.07707
12217,101.169014
12218,80.88162
12219,112.661514
12220,98.93913
12221,97.15529
12222,100.30733
12223,110.87746
12224,76.25098
12225,93.68473
12226,94.32989
12227,66.09799
12228,18.336098
12229,171.30481
12230,361.49374
12231,613.58276
12232,818.5766
12233,945.74664
12234,1005.28265
12235,1005.28265
12236,887.90643
12237,854.767
12238,665.2
12239,478.61655
12240,189.26518
12241,131.37254
12242,119.82248
12243,105.99231
12244,134.03627
12245,125.25513
12246,57.36437
12247,140.44643
12248,112.712265
12249,125.2516
12250,127.56775
12251,138.82639
12252,127.319244
12253,244.1026
12254,439.8463
12255,584.4317
12256,882.2058
12257,902.4296
12258,973.0209
12259,973.4712
12260,849.0607
12261,719.6713
12262,606.5783
12263,440.8784
12264,145.33449
12265,119.71246
12266,115.23528
12267,134.61824
12268,50.218815
12269,93.20494
12270,66.14915
12271,62.28474
12272,65.28447
12273,41.422245
12274,25.750418
12275,99.16632
12276,96.05311
12277,162.61789
12278,254.34877
12279,570.74603
12280,794.1709
12281,985.75616
12282,952.445
12283,996.1961
12284,919.2317
12285,722.0542
12286,575.67426
12287,321.01535
12288,112.21186
12289,54.18908
12290,70.57236
12291,55.98838
12292,60.468967
12293,37.109478
12294,116.82051
12295,179.04192
12296,115.471756
12297,52.727543
12298,79.109604
12299,20.736813
12300,23.376637
12301,174.20277
12302,409.61026
12303,574.56036
12304,744.6443
12305,823.2832
12306,847.5933
12307,852.3021
12308,870.1618
12309,823.3697
12310,605.38403
12311,426.77234
12312,131.76942
12313,95.164856
12314,110.2441
12315,72.59325
12316,60.866558
12317,34.699284
12318,56.870018
12319,92.2861
12320,11.193261
12321,6.8288016
12322,-1.4019687
12323,79.26912
12324,12.988539
12325,124.06143
12326,292.16907
12327,602.9046
12328,788.3147
12329,760.8318
12330,855.9166
12331,899.7364
12332,799.3587
12333,783.61774
12334,555.0713
12335,385.74155
12336,190.3965
12337,114.92118
12338,56.230038
12339,17.8097
12340,61.890705
12341,115.63722
12342,29.37489
12343,30.89727
12344,40.289284
12345,35.54988
12346,33.872246
12347,25.835289
12348,41.014297
12349,128.3951
12350,294.0317
12351,530.2974
12352,688.28406
12353,926.90735
12354,959.49133
12355,982.53217
12356,867.6486
12357,764.2899
12358,569.5375
12359,370.70926
12360,110.549324
12361,113.720215
12362,104.419624
12363,136.28786
12364,104.31738
12365,11.503124
12366,21.362663
12367,53.480904
12368,37.67106
12369,27.509941
12370,42.84954
12371,25.498175
12372,26.51594
12373,107.81692
12374,312.87778
12375,589.0403
12376,776.85254
12377,907.162
12378,953.2918
12379,978.1834
12380,870.0811
12381,845.08636
12382,662.7768
12383,477.65015
12384,92.85269
12385,119.829094
12386,116.567665
12387,133.28653
12388,118.4441
12389,56.488033
12390,9.796042
12391,60.701027
12392,110.546875
12393,50.067974
12394,85.68897
12395,103.71339
12396,87.952354
12397,215.21585
12398,391.08896
12399,639.37476
12400,762.5579
12401,845.62445
12402,912.3139
12403,1015.8132
12404,945.3297
12405,868.73755
12406,726.66846
12407,498.70767
12408,147.16045
12409,123.11704
12410,101.0047
12411,100.70484
12412,146.73798
12413,121.25576
12414,64.49286
12415,125.07706
12416,31.929953
12417,70.72612
12418,53.197968
12419,142.5674
12420,154.43567
12421,106.63324
12422,246.78708
12423,557.2513
12424,767.6888
12425,889.1182
12426,933.6285
12427,927.9954
12428,791.7927
12429,707.11
12430,544.9618
12431,441.32306
12432,91.18435
12433,43.410362
12434,3.9583273
12435,7.924014
12436,30.666574
12437,92.597946
12438,55.91002
12439,39.502678
12440,13.79899
12441,2.8161848
12442,79.54476
12443,7.621155
12444,13.301661
12445,100.68273
12446,211.88243
12447,541.29407
12448,826.8217
12449,910.5526
12450,996.5598
12451,972.8464
12452,832.6308
12453,815.96216
12454,691.7859
12455,538.5294
12456,163.16508
12457,150.0562
12458,163.42992
12459,135.0255
12460,96.20605
12461,134.64561
12462,47.9537
12463,71.960464
12464,71.4046
12465,51.576122
12466,55.566113
12467,49.843258
12468,78.60697
12469,258.3636
12470,418.62668
12471,729.1348
12472,868.90265
12473,952.478
12474,994.6004
12475,971.52155
12476,968.91473
12477,834.68146
12478,677.73486
12479,508.02133
12480,232.55403
12481,159.42415
12482,126.40077
12483,109.00155
12484,85.51882
12485,121.20261
12486,75.2953
12487,108.178444
12488,62.946957
12489,47.14851
12490,18.43056
12491,137.61342
12492,60.127796
12493,111.99326
12494,359.4357
12495,467.36783
12496,853.70905
12497,901.4139
12498,938.238
12499,949.51587
12500,899.5268
12501,812.5338
12502,653.35815
12503,450.78336
12504,188.06396
12505,152.77681
12506,135.3107
12507,76.41617
12508,78.38891
12509,90.720276
12510,80.07995
12511,69.227684
12512,70.30619
12513,73.316124
12514,68.353195
12515,73.318054
12516,58.193085
12517,182.51979
12518,360.8179
12519,587.1274
12520,830.1779
12521,980.357
12522,1000.1736
12523,935.6393
12524,914.5878
12525,804.14355
12526,637.72675
12527,429.23297
12528,185.38387
12529,132.3993
12530,97.964745
12531,111.11174
12532,105.24745
12533,76.64475
12534,77.17181
12535,78.83943
12536,67.65881
12537,86.91333
12538,62.98717
12539,90.88899
12540,204.73999
12541,378.66895
12542,653.8264
12543,820.4016
12544,940.867
12545,959.8555
12546,982.1902
12547,852.68176
12548,831.806
12549,632.6703
12550,513.30634
12551,136.49953
12552,102.416374
12553,77.14499
12554,58.50972
12555,70.0225
12556,77.64312
12557,-22.045551
12558,-14.735594
12559,61.31159
12560,93.91575
12561,93.62186
12562,96.73324
12563,107.14483
12564,160.8768
12565,337.3996
12566,638.0969
12567,776.01575
12568,926.6408
12569,944.0385
12570,934.40546
12571,766.0814
12572,775.0746
12573,615.2442
12574,496.63748
12575,172.60277
12576,142.17471
12577,55.683144
12578,117.676254
12579,77.02399
12580,80.24572
12581,52.081573
12582,52.568962
12583,129.25716
12584,72.06912
12585,59.201237
12586,104.76837
12587,56.60735
12588,197.6295
12589,444.6287
12590,592.4862
12591,846.8649
12592,920.4578
12593,952.5175
12594,904.3747
12595,802.25006
12596,653.38257
12597,639.6684
12598,392.22653
12599,112.01667
12600,37.00023
12601,82.5474
12602,47.380474
12603,51.156483
12604,45.00406
12605,80.198494
12606,85.01926
12607,64.007355
12608,98.42961
12609,92.90653
12610,138.50783
12611,108.83396
12612,230.91411
12613,262.42322
12614,595.53217
12615,791.1631
12616,910.6326
12617,902.914
12618,994.7702
12619,859.2703
12620,829.6846
12621,701.3456
12622,549.91315
12623,189.04716
12624,111.46728
12625,100.45882
12626,69.44363
12627,103.64257
12628,108.7199
12629,26.776697
12630,40.643166
12631,20.55507
12632,13.911376
12633,21.240385
12634,4.686232
12635,25.992966
12636,104.056
12637,300.78647
12638,567.79724
12639,746.3682
12640,871.2535
12641,959.3941
12642,929.44867
12643,819.44293
12644,721.2409
12645,614.2918
12646,434.62552
12647,145.09499
12648,114.853745
12649,88.733986
12650,77.95027
12651,56.67239
12652,27.497496
12653,4.7914004
12654,45.51459
12655,31.039207
12656,-1.763642
12657,31.867386
12658,15.46743
12659,-3.3598557
12660,121.225914
12661,300.2077
12662,585.6555
12663,831.3234
12664,919.10364
12665,975.7464
12666,959.255
12667,836.7374
12668,775.61176
12669,611.30334
12670,344.86697
12671,164.77298
12672,62.655865
12673,54.137966
12674,62.87743
12675,-32.019096
12676,60.72329
12677,43.215244
12678,29.698023
12679,12.540364
12680,43.73351
12681,39.51177
12682,44.086216
12683,54.697063
12684,129.27678
12685,298.7893
12686,621.09863
12687,826.03577
12688,955.2364
12689,936.8604
12690,978.54553
12691,881.506
12692,808.03467
12693,676.60693
12694,463.2758
12695,135.68626
12696,79.608925
12697,59.446617
12698,77.44916
12699,95.093414
12700,84.52268
12701,49.67849
12702,48.658604
12703,57.9512
12704,56.39516
12705,43.981297
12706,4.5022054
12707,49.599457
12708,126.20485
12709,312.95663
12710,602.1787
12711,819.2023
12712,921.4112
12713,994.8518
12714,922.33575
12715,849.15094
12716,797.1057
12717,633.3002
12718,499.92365
12719,167.16924
12720,96.6055
12721,45.793976
12722,43.580368
12723,83.3177
12724,74.603806
12725,40.359646
12726,67.209656
12727,66.61995
12728,59.180073
12729,68.46325
12730,89.56929
12731,102.76178
12732,146.5119
12733,309.33328
12734,509.02213
12735,728.2168
12736,853.1508
12737,892.80975
12738,913.5189
12739,820.90295
12740,768.4367
12741,578.02856
12742,407.37936
12743,139.0517
12744,90.834785
12745,71.96826
12746,88.50891
12747,42.430134
12748,65.17758
12749,78.06858
12750,95.85648
12751,81.35226
12752,66.65107
12753,73.92534
12754,84.2741
12755,121.01822
12756,150.48492
12757,307.78888
12758,551.01215
12759,733.72784
12760,886.8912
12761,808.61597
12762,884.6427
12763,802.5539
12764,791.04834
12765,633.03564
12766,492.50583
12767,58.4574
12768,40.286804
12769,8.970916
12770,54.848434
12771,76.533875
12772,68.568214
12773,35.44975
12774,34.06995
12775,31.74516
12776,33.13335
12777,9.001267
12778,17.83767
12779,34.63882
12780,95.994156
12781,288.2825
12782,599.6821
12783,766.3874
12784,967.39496
12785,962.86383
12786,991.3812
12787,844.5841
12788,791.0991
12789,685.7646
12790,483.85425
12791,150.88252
12792,106.86937
12793,59.909824
12794,29.74162
12795,42.021255
12796,34.550095
12797,66.99141
12798,75.66338
12799,77.662186
12800,33.76914
12801,-1.0248286
12802,42.561176
12803,65.68033
12804,128.60748
12805,267.4763
12806,538.3751
12807,825.6064
12808,940.92957
12809,954.41785
12810,967.23883
12811,885.56274
12812,825.2776
12813,621.8258
12814,463.92783
12815,116.95809
12816,16.467167
12817,49.969563
12818,49.292877
12819,62.20474
12820,52.483173
12821,22.694248
12822,61.126053
12823,84.90963
12824,-9.296034
12825,69.341034
12826,75.76643
12827,113.155594
12828,138.17693
12829,262.54504
12830,563.67065
12831,790.7132
12832,832.7872
12833,672.692
12834,933.50494
12835,830.05347
12836,737.60004
12837,588.20905
12838,435.73422
12839,106.62877
12840,57.12989
12841,38.00682
12842,95.66549
12843,32.225864
12844,59.0539
12845,12.836346
12846,44.784008
12847,-10.267003
12848,65.954834
12849,31.425232
12850,67.62656
12851,64.9012
12852,151.48651
12853,260.70673
12854,589.6655
12855,825.5999
12856,989.4254
12857,993.14246
12858,992.16626
12859,875.21387
12860,816.5299
12861,624.39526
12862,463.9631
12863,172.33408
12864,81.07234
12865,63.66152
12866,52.368984
12867,75.82465
12868,63.074368
12869,20.602816
12870,-40.249344
12871,23.124557
12872,-48.340427
12873,31.729862
12874,52.89677
12875,64.20528
12876,159.40154
12877,253.51202
12878,553.8855
12879,822.7256
12880,926.6804
12881,954.7585
12882,954.7585
12883,867.61066
12884,813.092
12885,703.93445
12886,457.62335
12887,140.06847
12888,82.30968
12889,57.12466
12890,55.56904
12891,55.623165
12892,57.160007
12893,61.698963
12894,46.796734
12895,22.653051
12896,34.74448
12897,52.518208
12898,67.365105
12899,16.77551
12900,109.10287
12901,309.0296
12902,611.1755
12903,803.1996
12904,950.8918
12905,961.4389
12906,1008.86615
12907,866.12933
12908,848.3653
12909,663.7532
12910,517.1727
12911,119.98597
12912,102.52889
12913,45.56996
12914,57.25995
12915,64.84359
12916,64.290985
12917,-36.20254
12918,30.074701
12919,30.3353
12920,35.28348
12921,64.52903
12922,38.213608
12923,147.03622
12924,126.20524
12925,288.93158
12926,587.223
12927,772.9842
12928,971.3989
12929,985.36395
12930,971.207
12931,881.3736
12932,823.7768
12933,718.87115
12934,493.14587
12935,139.41261
12936,81.29374
12937,60.430378
12938,56.995422
12939,572.8913
12940,813.1058
12941,971.6102
12942,975.8536
12943,911.2255
12944,830.6461
12945,774.1426
12946,596.2041
12947,418.28537
12948,111.567276
12949,63.04127
12950,23.591366
12951,-5.586952
12952,62.981518
12953,59.6928
12954,41.85262
12955,23.143038
12956,58.474277
12957,-24.341436
12958,-5.978862
12959,-35.4264
12960,102.04375
12961,221.01671
12962,232.40036
12963,550.3647
12964,764.40027
12965,932.51697
12966,928.88086
12967,935.3876
12968,800.80743
12969,800.1681
12970,656.12775
12971,435.70944
12972,66.854454
12973,12.956079
12974,49.71963
12975,28.794325
12976,-24.859142
12977,107.97284
12978,50.527454
12979,106.58778
12980,129.10251
12981,51.675766
12982,136.5422
12983,11.376357
12984,95.39297
12985,126.98476
12986,209.58902
12987,529.4642
12988,663.2328
12989,840.5333
12990,924.0452
12991,959.35834
12992,875.66315
12993,853.62256
12994,664.8012
12995,467.87286
12996,148.19377
12997,115.49677
12998,119.34845
12999,109.69092
13000,137.1437
13001,90.54635
13002,-11.352165
13003,-5.496403
13004,4.7676682
13005,42.710167
13006,-10.578526
13007,45.82558
13008,66.950066
13009,142.6402
13010,244.58409
13011,596.8388
13012,801.36066
13013,921.0177
13014,992.7876
13015,921.92
13016,791.3468
13017,737.31525
13018,637.52405
13019,471.81708
13020,153.93358
13021,100.61222
13022,91.83408
13023,95.87203
13024,82.75742
13025,47.86217
13026,-36.286438
13027,-44.433475
13028,-16.876709
13029,51.646008
13030,-3.4644804
13031,9.001558
13032,93.081795
13033,87.07119
13034,185.29237
13035,496.13452
13036,737.0372
13037,941.1738
13038,981.7733
13039,944.62177
13040,878.88477
13041,838.362
13042,592.6658
13043,465.5628
13044,113.276024
13045,106.40928
13046,78.50288
13047,35.183098
13048,51.916183
13049,63.32722
13050,-11.931305
13051,-31.27438
13052,33.6711
13053,9.112518
13054,16.22122
13055,22.44618
13056,61.719463
13057,82.08555
13058,341.09467
13059,587.07056
13060,794.0185
13061,804.44727
13062,853.1066
13063,871.82416
13064,660.66364
13065,626.3912
13066,502.42697
13067,349.32303
13068,146.63388
13069,1.879349
13070,90.34991
13071,7.1086216
13072,7.1086216
13073,116.55633
13074,46.975193
13075,113.54047
13076,42.66181
13077,50.88204
13078,47.231365
13079,43.084393
13080,51.1418
13081,126.442856
13082,276.4445
13083,592.4641
