,miraflores
6356,14.12543
6357,-4.450759
6358,12.2227745
6359,16.394138
6360,7.5010624
6361,8.353602
6362,-17.28025
6363,8.351118
6364,-4.1629095
6365,26.095125
6366,42.669117
6367,1.7849569
6368,47.344845
6369,2.589024
6370,-15.046172
6371,-7.912503
6372,-12.050714
6373,99.54438
6374,80.34214
6375,16.17272
6376,22.202782
6377,-12.712423
6378,-22.273691
6379,-17.534128
6380,-9.589317
6381,-7.3712745
6382,9.341946
6383,5.716833
6384,40.49208
6385,60.46495
6386,63.06944
6387,48.298645
6388,42.875225
6389,66.7884
6390,91.83023
6391,-62.594055
6392,-24.86183
6393,-153.48705
6394,-122.51239
6395,-192.58452
6396,-179.48128
6397,-155.24643
6398,-114.41201
6399,-112.43598
6400,27.740816
6401,53.865097
6402,93.51018
6403,101.15815
6404,217.88464
6405,229.09918
6406,78.29336
6407,20.58541
6408,38.017536
6409,24.977015
6410,115.07326
6411,78.010826
6412,83.23612
6413,142.17249
6414,-150.65805
6415,-16.205143
6416,36.651318
6417,-62.81454
6418,-87.75807
6419,-119.63808
6420,-83.44852
6421,-96.31648
6422,-67.96434
6423,-37.391705
6424,3.0152812
6425,0.67065364
6426,3.8661351
6427,17.211472
6428,-14.446334
6429,-2.7870023
6430,133.77132
6431,6.76462
6432,68.488686
6433,94.689926
6434,59.3587
6435,46.769928
6436,52.562706
6437,142.38144
6438,-50.13989
6439,11.526108
6440,23.021246
6441,-9.847702
6442,66.10876
6443,65.592896
6444,-95.334366
6445,-79.31429
6446,-25.12499
6447,-41.444344
6448,9.980083
6449,19.352982
6450,19.352982
6451,-6.4712405
6452,16.66697
6453,11.09952
6454,0.47987616
6455,-2.4556136
6456,0.70716923
6457,-5.304253
6458,-5.1566925
6459,2.0625074
6460,5.0449867
6461,9.411658
6462,-29.425177
6463,-37.57524
6464,2.6040525
6465,-24.45199
6466,30.778353
6467,-72.135475
6468,56.18498
6469,-49.734764
6470,-4.1841483
6471,-61.735493
6472,3.906827
6473,-17.176077
6474,-16.300934
6475,-22.05378
6476,-4.5939565
6477,-9.680346
6478,-11.997489
6479,-8.581196
6480,-12.424896
6481,-11.140463
6482,-27.267717
6483,-32.399967
6484,7.0363812
6485,13.723525
6486,-90.5059
6487,-21.482544
6488,-45.814644
6489,-26.908518
6490,-11.208231
6491,3.8653498
6492,-20.088522
6493,-8.598356
6494,-46.000656
6495,-41.445415
6496,9.445318
6497,-6.0232806
6498,-0.99835575
6499,3.825335
6500,-1.628811
6501,2.1646683
6502,-2.8307047
6503,-1.1181663
6504,1.4330403
6505,-16.420614
6506,-20.840094
6507,-16.162619
6508,-0.7015232
6509,9.571688
6510,-46.656082
6511,-135.66861
6512,-118.47843
6513,-26.69749
6514,28.26618
6515,2.1326866
6516,23.192307
6517,14.254053
6518,-17.891254
6519,3.9717503
6520,72.91213
6521,67.592545
6522,81.65654
6523,77.73726
6524,80.54827
6525,82.97955
6526,-15.428264
6527,-16.45577
6528,-10.350694
6529,-20.227245
6530,-12.023944
6531,-3.75505
6532,9.118017
6533,34.107204
6534,-59.752438
6535,-38.52309
6536,-2.436099
6537,31.982056
6538,21.577377
6539,28.17317
6540,-5.1774163
6541,-69.77804
6542,-84.02527
6543,-47.16898
6544,16.51587
6545,11.967694
6546,31.439505
6547,11.603183
6548,50.830708
6549,82.95594
6550,154.20091
6551,190.65935
6552,206.92798
6553,201.24623
6554,211.14758
6555,188.53674
6556,203.48888
6557,343.42532
6558,-38.871567
6559,-65.882225
6560,-19.321314
6561,-57.76463
6562,-11.405039
6563,-8.46994
6564,-24.733917
6565,36.38572
6566,-32.071175
6567,-16.555328
6568,6.8103905
6569,-2.3060095
6570,141.61794
6571,123.859474
6572,141.98082
6573,105.72052
6574,161.975
6575,163.065
6576,207.20558
6577,261.50574
6578,235.61404
6579,198.51779
6580,112.38711
6581,251.46404
6582,61.621346
6583,0.9092531
6584,16.360155
6585,-41.56073
6586,-8.858147
6587,42.413105
6588,38.4751
6589,-17.740767
6590,-3.0508285
6591,-13.655237
6592,0.69888
6593,8.287921
6594,55.88811
6595,88.24909
6596,115.80061
6597,86.32836
6598,88.908745
6599,108.539696
6600,155.52805
6601,260.58298
6602,218.72554
6603,115.597565
6604,117.64892
6605,116.15088
6606,405.94296
6607,50.592373
6608,3.325851
6609,-30.216791
6610,-24.620773
6611,-20.782843
6612,42.235435
6613,32.7314
6614,30.679735
6615,-10.050104
6616,9.337028
6617,-5.1843405
6618,2.320144
6619,-2.5625443
6620,1.2927564
6621,89.32053
6622,148.37358
6623,171.3751
6624,209.0423
6625,209.02184
6626,242.4104
6627,214.54959
6628,206.66397
6629,197.78542
6630,354.26245
6631,-27.61507
6632,-15.610725
6633,-54.898502
6634,-59.579514
6635,-56.11777
6636,15.494457
6637,5.1875725
6638,17.779339
6639,25.008219
6640,50.224934
6641,14.123444
6642,-9.334235
6643,99.32465
6644,94.70751
6645,5.710533
6646,149.22603
6647,159.87396
6648,194.70963
6649,203.0812
6650,220.28311
6651,177.46295
6652,201.9972
6653,185.00696
6654,29.935463
6655,-14.469963
6656,48.263107
6657,-67.27132
6658,-36.892742
6659,-40.58836
6660,-58.683487
6661,-87.6913
6662,-56.423065
6663,24.442133
6664,2.595108
6665,35.647026
6666,68.369675
6667,165.51141
6668,174.84576
6669,119.159225
6670,172.42049
6671,91.80499
6672,219.84215
6673,203.41687
6674,235.78993
6675,176.50133
6676,149.04854
6677,164.556
6678,422.65338
6679,380.32486
6680,189.30292
6681,44.924564
6682,34.01937
6683,154.76294
6684,26.486927
6685,-135.04787
6686,-190.55652
6687,-199.15608
6688,204.73334
6689,219.90471
6690,129.04868
6691,93.617966
6692,133.60765
6693,130.57613
6694,134.28293
6695,145.36433
6696,219.11096
6697,205.75887
6698,259.78513
6699,187.027
6700,148.18811
6701,147.98145
6702,144.77542
6703,71.48948
6704,86.09463
6705,-44.468414
6706,-46.99764
6707,66.777214
6708,-58.027557
6709,-13.92784
6710,-28.162947
6711,-117.77473
6712,-7.6433573
6713,1.6752338
6714,65.171455
6715,78.69637
6716,110.32229
6717,15.708105
6718,3.0927835
6719,110.23137
6720,228.0863
6721,208.39558
6722,194.42282
6723,166.84082
6724,210.4296
6725,162.41383
6726,471.79562
6727,368.6487
6728,165.7853
6729,48.114616
6730,-71.216286
6731,31.638569
6732,47.308174
6733,161.10739
6734,164.3464
6735,131.30467
6736,149.80255
6737,145.98254
6738,61.379196
6739,151.04396
6740,218.38945
6741,210.96272
6742,156.12483
6743,75.85591
6744,99.58477
6745,157.72948
6746,-26.627163
6747,77.70666
6748,-17.453077
6749,-12.099179
6750,55.76381
6751,39.613453
6752,32.31733
6753,38.67493
6754,-44.415405
6755,19.663244
6756,25.918736
6757,30.581274
6758,-4.0115895
6759,3.2947001
6760,-1.7414283
6761,40.919857
6762,50.207268
6763,2.2251532
6764,1.2281771
6765,12.830931
6766,58.035515
6767,33.47567
6768,15.712248
6769,29.687393
6770,-4.8305225
6771,-35.254147
6772,63.05418
6773,-28.89845
6774,18.828894
6775,46.84262
6776,32.80824
6777,35.25538
6778,106.92327
6779,-8.497871
6780,-12.195493
6781,1.1558299
6782,-4.6051774
6783,-21.0374
6784,4.676175
6785,-1.3579841
6786,0.94963276
6787,2.352635
6788,51.16605
6789,3.425804
6790,38.61631
6791,81.7076
6792,8.949909
6793,14.565635
6794,-23.812092
6795,-92.49894
6796,9.709824
6797,-114.61599
6798,-58.119045
6799,-18.724373
6800,28.69874
6801,10.516842
6802,21.67273
6803,10.558838
6804,-6.6522293
6805,-6.072399
6806,-15.486841
6807,24.500862
6808,71.31498
6809,14.330352
6810,-0.8475904
6811,21.084162
6812,60.367413
6813,56.021294
6814,53.045174
6815,37.47861
6816,47.66161
6817,57.004025
6818,-47.60002
6819,-96.43259
6820,64.85088
6821,3.3159738
6822,-76.05151
6823,-37.101856
6824,-52.99586
6825,-74.88306
6826,-11.695034
6827,15.408547
6828,48.243546
6829,71.51344
6830,64.12465
6831,87.32661
6832,80.674995
6833,118.50948
6834,135.18756
6835,120.27356
6836,185.12645
6837,215.64749
6838,113.48783
6839,100.25135
6840,141.02307
6841,134.8273
6842,-40.98456
6843,9.921145
6844,127.23701
6845,130.93893
6846,152.89786
6847,158.7654
6848,109.13909
6849,155.24234
6850,77.30497
6851,141.26544
6852,68.59565
6853,60.752464
6854,79.878235
6855,82.20513
6856,88.4782
6857,125.50952
6858,25.037195
6859,22.347816
6860,113.3648
6861,128.47035
6862,88.09872
6863,73.49803
6864,57.813274
6865,53.30403
6866,-38.029247
6867,54.418407
6868,17.517551
6869,-10.113848
6870,16.152117
6871,67.79188
6872,75.7339
6873,37.928017
6874,28.821152
6875,56.02563
6876,109.1263
6877,82.18683
6878,91.76881
6879,89.179634
6880,84.80988
6881,97.561516
6882,26.275845
6883,47.21406
6884,173.30939
6885,273.8197
6886,252.66977
6887,200.96422
6888,87.122215
6889,171.91597
6890,230.58838
6891,-0.2505641
6892,-61.311398
6893,-18.980192
6894,19.879047
6895,37.02837
6896,-69.089874
6897,-80.638626
6898,-97.82329
6899,-112.798485
6900,-2.7282033
6901,-4.5722084
6902,29.113699
6903,61.834694
6904,155.95847
6905,108.17728
6906,130.28125
6907,110.612274
6908,99.844315
6909,177.24405
6910,154.5786
6911,67.708046
6912,117.12402
6913,112.378914
6914,232.0047
6915,27.162668
6916,58.39605
6917,-40.28519
6918,-34.372253
6919,-25.29003
6920,22.622541
6921,-10.192484
6922,25.377697
6923,-52.933388
6924,75.75122
6925,133.22054
6926,137.32285
6927,137.05746
6928,145.08028
6929,123.38884
6930,159.79222
6931,73.85597
6932,140.61063
6933,180.99937
6934,162.65836
6935,115.318726
6936,117.88278
6937,132.32404
6938,358.62393
6939,75.85826
6940,84.701706
6941,-21.087267
6942,25.830114
6943,46.65708
6944,9.621274
6945,-26.753515
6946,-38.490623
6947,45.55186
6948,-1.212377
6949,0.24306408
6950,61.42206
6951,36.38886
6952,110.95071
6953,153.40553
6954,156.97394
6955,129.71312
6956,198.16486
6957,181.83255
6958,94.39464
6959,100.12722
6960,98.0099
6961,93.669655
6962,365.58844
6963,-10.405823
6964,78.65877
6965,62.536736
6966,8.032702
6967,13.080627
6968,42.737328
6969,66.077995
6970,27.343245
6971,87.72593
6972,66.227516
6973,85.86251
6974,153.83687
6975,238.00769
6976,162.21268
6977,170.13818
6978,116.53387
6979,112.03966
6980,150.77324
6981,166.85852
6982,159.8591
6983,117.640274
6984,121.42612
6985,85.013374
6986,291.8025
6987,12.730179
6988,-42.88811
6989,-30.076605
6990,42.82613
6991,-1.3116918
6992,1.7626939
6993,-20.55273
6994,11.242727
6995,185.18462
6996,90.713646
6997,66.97848
6998,82.950554
6999,180.30878
7000,168.26295
7001,183.15579
7002,234.7192
7003,128.5384
7004,200.2163
7005,191.82094
7006,204.61389
7007,125.38448
7008,131.80609
7009,128.74347
7010,297.76492
7011,-37.160824
7012,3.879797
7013,-26.256536
7014,0.9179621
7015,37.72032
7016,-25.603064
7017,33.75426
7018,-106.852325
7019,-10.717016
7020,-6.42292
7021,41.18651
7022,55.44266
7023,56.12954
7024,47.879673
7025,78.49159
7026,103.18105
7027,113.598625
7028,156.1778
7029,160.25594
7030,158.12802
7031,135.5081
7032,85.20232
7033,107.54782
7034,356.83575
7035,51.30926
7036,50.76291
7037,-25.108318
7038,-29.87392
7039,-17.759901
7040,66.26667
7041,45.660973
7042,25.601603
7043,76.53457
7044,6.8393416
7045,19.18184
7046,19.373579
7047,149.94325
7048,175.19467
7049,148.28842
7050,147.66628
7051,128.70464
7052,135.57341
7053,107.86854
7054,196.83435
7055,158.70154
7056,70.86234
7057,204.27121
7058,447.20938
7059,-19.60964
7060,98.54689
7061,33.752533
7062,-0.40750456
7063,38.34593
7064,19.135067
7065,-40.39481
7066,-99.29979
7067,8.556198
7068,15.671436
7069,0.029440776
7070,-11.099053
7071,-30.82891
7072,-11.950521
7073,-23.403955
7074,-19.343143
7075,-21.410873
7076,-27.49377
7077,-0.69575655
7078,-25.160751
7079,-6.0260415
7080,1.226531
7081,-5.9961424
7082,-42.403656
7083,-15.879673
7084,1.9199893
7085,-49.084526
7086,-28.47856
7087,-53.773308
7088,-4.0633655
7089,-47.484005
7090,-51.6185
7091,60.885098
7092,2.6949208
7093,6.4996724
7094,-3.6728375
7095,1.7719129
7096,-7.7901917
7097,-2.3034575
7098,7.2531447
7099,4.1264453
7100,10.000167
7101,0.4857719
7102,4.4143963
7103,-4.895869
7104,-5.448306
7105,-14.347087
7106,-90.64564
7107,-26.152664
7108,-32.89365
7109,-42.734806
7110,-23.133583
7111,-72.92103
7112,-44.261257
7113,-46.570873
7114,-54.416134
7115,-9.811831
7116,-4.074719
7117,-9.853288
7118,0.16468637
7119,-10.341497
7120,66.3513
7121,62.81644
7122,82.26856
7123,77.66027
7124,157.32533
7125,152.86241
7126,140.68985
7127,88.21101
7128,162.12296
7129,50.083473
7130,39.989826
7131,-48.75178
7132,-34.798546
7133,-53.77126
7134,-14.371939
7135,14.573908
7136,74.81938
7137,7.942276
7138,147.10648
7139,46.866768
7140,128.20833
7141,139.00255
7142,92.399994
7143,146.17824
7144,163.35492
7145,165.17984
7146,156.6707
7147,154.54515
7148,203.70218
7149,265.62265
7150,237.0246
7151,60.649952
7152,203.83334
7153,58.89185
7154,4.933855
7155,-82.71106
7156,27.616812
7157,20.596132
7158,-54.590565
7159,52.94127
7160,-51.31531
7161,-13.139172
7162,63.962887
7163,102.6424
7164,-1.4971836
7165,-1.494464
7166,-3.4409218
7167,-0.18311267
7168,6.0893965
7169,14.350574
7170,3.8363223
7171,1.0205572
7172,-13.391515
7173,-26.997252
7174,1.6815833
7175,16.978485
7176,12.3125725
7177,34.87843
7178,18.75797
7179,-59.463905
7180,-121.04112
7181,-229.30544
7182,-188.93616
7183,-199.87833
7184,-89.0018
7185,-23.261702
7186,-197.70787
7187,-22.232504
7188,-4.8311954
7189,19.450005
7190,116.253235
7191,-24.217073
7192,-12.605197
7193,-2.8080997
7194,27.170126
7195,5.8123703
7196,1.503359
7197,21.368744
7198,9.388963
7199,-4.8240576
7200,-1.1577617
7201,-16.022696
7202,-60.897488
7203,-272.76938
7204,77.93756
7205,-60.527523
7206,-5.7438083
7207,-16.87066
7208,-112.86788
7209,-100.89082
7210,42.666065
7211,-43.78033
7212,-7.7934
7213,21.272758
7214,0.3988949
7215,3.1018379
7216,-8.078928
7217,-0.83921814
7218,-3.4853113
7219,-0.49978518
7220,6.7748203
7221,-19.382418
7222,-4.66354
7223,-2.7661622
7224,12.827249
7225,-10.134324
7226,-133.13234
7227,-158.52823
7228,-124.60668
7229,-99.14749
7230,12.992292
7231,-86.877625
7232,-9.363909
7233,-11.9468155
7234,24.737703
7235,-41.245914
7236,-5.2752028
7237,0.00329642
7238,6.72543
7239,19.479126
7240,22.160732
7241,14.59251
7242,11.167904
7243,57.7052
7244,60.227737
7245,59.32185
7246,57.164047
7247,50.13191
7248,47.777714
7249,54.189022
7250,60.29739
7251,-107.75241
7252,-56.612106
7253,-136.03334
7254,-88.719086
7255,-67.97157
7256,-68.050835
7257,-76.121124
7258,-83.09361
7259,-5.411428
7260,7.5082235
7261,10.252131
7262,1.8107575
7263,-1.7590363
7264,4.5778456
7265,-2.311438
7266,142.7934
7267,141.13084
7268,185.14249
7269,52.30748
7270,43.276337
7271,108.43454
7272,188.77835
7273,173.23357
7274,65.833435
7275,4.673504
7276,-24.075453
7277,-29.008898
7278,-38.03385
7279,55.101254
7280,14.740171
7281,24.118526
7282,-9.238359
7283,30.70681
7284,62.707966
7285,-3.4094331
7286,4.9646683
7287,30.087868
7288,10.904649
7289,-0.9331479
7290,40.885616
7291,122.849236
7292,164.56781
7293,51.03545
7294,156.98795
7295,142.03157
7296,134.26468
7297,72.775475
7298,-16.56029
7299,52.538742
7300,7.5796437
7301,23.84613
7302,1.8420129
7303,13.354698
7304,84.13931
7305,120.72363
7306,109.87227
7307,124.648315
7308,123.31828
7309,71.60351
7310,90.26242
7311,146.2087
7312,82.03987
7313,139.87682
7314,120.280304
7315,130.10576
7316,246.01233
7317,82.12221
7318,103.72731
7319,73.79165
7320,95.581985
7321,107.161766
7322,-13.983547
7323,-9.406851
7324,75.09271
7325,27.351194
7326,-22.945465
7327,-20.499077
7328,16.73514
7329,36.691776
7330,52.95492
7331,111.56741
7332,53.358643
7333,55.20309
7334,52.749073
7335,61.02875
7336,148.36409
7337,141.62115
7338,152.79219
7339,159.8953
7340,271.71805
7341,197.73273
7342,166.86342
7343,111.51354
7344,130.3417
7345,129.40735
7346,37.47577
7347,-43.426388
7348,77.85945
7349,55.717094
7350,34.983128
7351,108.71992
7352,47.854366
7353,78.29511
7354,113.27821
7355,180.524
7356,339.2863
7357,276.61783
7358,283.54025
7359,283.54025
7360,257.92035
7361,246.20164
7362,50.588223
7363,13.824495
7364,97.07671
7365,92.569756
7366,76.10486
7367,120.04348
7368,92.96694
7369,87.0908
7370,56.284
7371,220.35963
7372,190.6099
7373,175.27953
7374,84.17557
7375,188.06119
7376,187.63556
7377,102.15502
7378,0.7316994
7379,39.600555
7380,9.203107
7381,102.871124
7382,301.97943
7383,329.02835
7384,59.390953
7385,-25.09133
7386,251.43544
7387,20.433773
7388,39.52058
7389,73.38907
7390,56.332237
7391,139.53514
7392,133.67323
7393,177.14204
7394,167.58391
7395,181.3203
7396,172.72728
7397,198.88661
7398,147.9483
7399,157.30031
7400,139.75377
7401,104.36844
7402,137.16182
7403,137.73096
7404,146.23514
7405,436.1756
7406,-22.72029
7407,-70.974915
7408,-68.02648
7409,-82.38651
7410,-50.942352
7411,-50.033882
7412,-18.604404
7413,-93.895775
7414,-33.216763
7415,145.16394
7416,146.11844
7417,127.92455
7418,123.385345
7419,137.86497
7420,188.9178
7421,281.07886
7422,259.8557
7423,358.65005
7424,299.94095
7425,245.23952
7426,206.62253
7427,254.46904
7428,269.55676
7429,470.70758
7430,3.964989
7431,6.9293604
7432,-37.59346
7433,-45.920135
7434,-32.229164
7435,-18.166931
7436,-44.432526
7437,-40.667664
7438,78.2289
7439,98.017426
7440,117.31499
7441,71.28288
7442,115.40622
7443,144.70355
7444,89.87716
7445,180.24135
7446,271.1113
7447,203.49422
7448,239.15527
7449,202.9349
7450,125.14889
7451,186.36253
7452,153.11801
7453,660.62573
7454,432.29376
7455,234.23097
7456,-54.220676
7457,-30.68941
7458,-17.661072
7459,-14.462496
7460,107.584755
7461,113.59148
7462,128.24095
7463,148.1598
7464,167.86647
7465,139.27031
7466,190.93066
7467,171.24576
7468,237.38342
7469,381.05475
7470,404.6577
7471,438.8137
7472,425.80295
7473,420.63962
7474,326.29742
7475,290.4239
7476,243.21771
7477,580.70056
7478,318.86905
7479,177.08888
7480,-78.74777
7481,-51.735233
7482,-33.170288
7483,-94.973495
7484,23.635174
7485,113.70446
7486,164.01305
7487,73.96241
7488,100.26089
7489,105.13362
7490,145.11647
7491,181.02596
7492,223.80783
7493,332.19717
7494,303.26938
7495,442.2797
7496,378.9791
7497,292.58997
7498,227.73883
7499,272.87296
7500,267.97812
7501,810.5333
7502,345.93353
7503,127.41257
7504,0.6760521
7505,-32.200974
7506,-35.987415
7507,-60.601322
7508,-44.827065
7509,-75.964905
7510,75.15157
7511,107.82966
7512,94.72527
7513,217.02068
7514,252.03694
7515,183.61218
7516,190.43462
7517,327.95004
7518,347.50595
7519,261.2927
7520,328.4221
7521,363.146
7522,235.47125
7523,259.56924
7524,231.88753
7525,567.128
7526,304.60373
7527,64.433945
7528,-5.5025296
7529,-29.464678
7530,11.462805
7531,11.462805
7532,-41.092133
7533,-25.970505
7534,254.57697
7535,128.0331
7536,148.89763
7537,89.08138
7538,149.71092
7539,137.05699
7540,184.48796
7541,279.83862
7542,198.25613
7543,253.54161
7544,249.79253
7545,249.67262
7546,161.12343
7547,160.32332
7548,129.10527
7549,683.8804
7550,218.98528
7551,-13.771393
7552,-33.874153
7553,-25.154999
7554,-52.00313
7555,18.113575
7556,-26.245518
7557,-60.834545
7558,-26.754786
7559,59.284695
7560,143.8326
7561,163.1248
7562,135.91563
7563,255.83157
7564,210.56096
7565,206.54442
7566,398.76837
7567,277.60654
7568,184.866
7569,259.3596
7570,295.003
7571,259.53192
7572,256.25363
7573,519.7094
7574,433.11438
7575,9.913603
7576,-82.53313
7577,-47.77185
7578,322.0707
7579,83.792076
7580,283.39417
7581,248.6772
7582,474.15695
7583,298.13004
7584,267.71512
7585,278.6403
7586,302.89957
7587,315.8042
7588,319.3961
7589,266.216
7590,240.8248
7591,259.03918
7592,239.44418
7593,133.2934
7594,11.518384
7595,95.72539
7596,197.37973
7597,618.10736
7598,480.99448
7599,476.498
7600,135.51492
7601,145.39363
7602,130.98781
7603,278.22513
7604,306.83307
7605,308.3895
7606,250.5576
7607,69.353714
7608,104.94447
7609,178.78241
7610,61.833927
7611,73.43417
7612,233.32112
7613,271.67615
7614,231.38335
7615,261.66254
7616,236.67236
7617,235.83221
7618,169.71884
7619,66.073746
7620,114.82416
7621,653.57947
7622,575.5789
7623,164.00616
7624,-58.335205
7625,-254.06615
7626,-90.426636
7627,54.228645
7628,66.96722
7629,134.19789
7630,382.44897
7631,149.63792
7632,127.38119
7633,183.78302
7634,138.09917
7635,158.57161
7636,131.55641
7637,254.23163
7638,373.11053
7639,289.82275
7640,292.55643
7641,219.98485
7642,153.62077
7643,203.47882
7644,151.95909
7645,453.05914
7646,380.445
7647,253.73709
7648,-18.144644
7649,20.63022
7650,38.9689
7651,66.2441
7652,60.119324
7653,45.626854
7654,204.68727
7655,113.0607
7656,146.67618
7657,277.18375
7658,119.99579
7659,193.38539
7660,116.282845
7661,295.65015
7662,325.89227
7663,152.73506
7664,256.43222
7665,278.63574
7666,230.99405
7667,179.90846
7668,185.77374
7669,440.78845
7670,5.2976017
7671,-19.743084
7672,-21.42394
7673,-6.447128
7674,-0.7427144
7675,-21.146845
7676,0.6328132
7677,50.795708
7678,38.15207
7679,5.527581
7680,64.29703
7681,61.2795
7682,87.34325
7683,177.95554
7684,83.80298
7685,141.71121
7686,69.243996
7687,164.326
7688,151.68813
7689,171.54066
7690,115.12023
7691,191.49654
7692,201.92427
7693,188.04938
7694,405.74506
7695,347.06854
7696,377.79053
7697,298.37625
7698,78.44433
7699,353.1909
7700,460.53873
7701,318.10703
7702,335.78223
7703,215.56728
7704,291.72937
7705,266.53
7706,320.1213
7707,248.92383
7708,293.82513
7709,188.41946
7710,252.46512
7711,280.62592
7712,236.91856
7713,220.94672
7714,197.261
7715,202.13222
7716,211.28947
7717,159.04932
7718,520.5133
7719,387.8587
7720,137.84064
7721,67.8954
7722,-38.765644
7723,-53.761936
7724,162.3556
7725,177.64734
7726,340.89987
7727,56.1534
7728,117.39333
7729,89.60627
7730,130.60136
7731,91.00781
7732,77.34263
7733,139.8536
7734,266.3209
7735,236.6459
7736,138.47452
7737,317.1331
7738,191.1651
7739,251.77074
7740,380.56528
7741,509.73758
7742,498.32916
7743,365.7645
7744,243.75664
7745,271.9079
7746,280.86996
7747,287.09485
7748,225.14056
7749,242.5373
7750,275.2281
7751,147.01154
7752,113.11078
7753,114.79814
7754,40.871296
7755,120.667046
7756,85.0735
7757,231.42041
7758,194.6418
7759,202.16429
7760,196.11656
7761,237.53397
7762,122.602806
7763,216.83582
7764,164.2363
7765,562.2154
7766,377.12076
7767,192.45287
7768,-27.843
7769,-63.7
7770,-36.279118
7771,-53.33981
7772,160.0406
7773,179.12149
7774,244.32866
7775,92.100204
7776,85.99556
7777,89.279785
7778,86.1052
7779,101.40521
7780,62.808613
7781,182.17592
7782,223.60074
7783,246.32338
7784,297.65363
7785,304.21228
7786,190.2666
7787,302.2288
7788,352.81647
7789,564.65344
7790,61.990467
7791,-41.799866
7792,-2.59519
7793,-15.050747
7794,-3.8004556
7795,-57.186325
7796,-58.379128
7797,81.85619
7798,212.66777
7799,77.06326
7800,92.049965
7801,98.31144
7802,106.19805
7803,105.98394
7804,144.48619
7805,179.0861
7806,298.8784
7807,352.69934
7808,279.19855
7809,263.4095
7810,130.44148
7811,193.62657
7812,169.30406
7813,461.2743
7814,387.81482
7815,441.59674
7816,-38.87214
7817,64.717445
7818,125.87285
7819,66.57357
7820,-63.794285
7821,74.466385
7822,75.7319
7823,113.31876
7824,77.51401
7825,137.12306
7826,196.81593
7827,109.44638
7828,120.40494
7829,149.52489
7830,126.3939
7831,310.23193
7832,327.8632
7833,322.46786
7834,234.26735
7835,226.93251
7836,204.53404
7837,731.3809
7838,388.8177
7839,403.08804
7840,259.22192
7841,208.18413
7842,97.72204
7843,96.59745
7844,249.13913
7845,226.09586
7846,217.59721
7847,208.10881
7848,212.76193
7849,216.72928
7850,194.56848
7851,188.23456
7852,102.26611
7853,262.40344
7854,309.36835
7855,310.6759
7856,329.80313
7857,338.6278
7858,248.13322
7859,349.48727
7860,258.30313
7861,677.3659
7862,409.3695
7863,152.79405
7864,-30.206701
7865,85.42
7866,51.895676
7867,249.73595
7868,206.15894
7869,77.66859
7870,256.5789
7871,320.44925
7872,311.20023
7873,240.09407
7874,332.6301
7875,229.71646
7876,228.15341
7877,396.27982
7878,425.4708
7879,430.799
7880,423.27832
7881,503.51236
7882,368.55753
7883,427.01898
7884,360.07227
7885,646.30884
7886,359.01202
7887,88.50174
7888,119.81231
7889,126.40134
7890,122.2554
7891,67.59749
7892,101.43114
7893,51.608875
7894,145.49309
7895,334.62048
7896,295.4183
7897,310.92606
7898,298.2603
7899,306.51376
7900,287.0526
7901,395.7241
7902,332.2925
7903,399.50595
7904,441.39493
7905,384.94598
7906,280.56747
7907,320.22467
7908,342.71677
7909,805.42255
7910,364.16632
7911,379.9978
7912,105.8346
7913,-40.45306
7914,107.48455
7915,-46.08218
7916,77.963554
7917,258.50165
7918,196.16496
7919,129.41139
7920,203.10231
7921,200.87514
7922,150.03583
7923,239.29262
7924,299.6679
7925,351.07526
7926,434.9142
7927,381.82196
7928,415.66937
7929,425.0237
7930,344.73303
7931,335.27872
7932,289.64502
7933,913.75287
7934,629.9983
7935,394.65833
7936,62.14765
7937,112.1004
7938,-5.860933
7939,-17.802582
7940,-28.023172
7941,-11.360121
7942,253.21948
7943,224.12923
7944,269.7949
7945,287.50858
7946,175.06712
7947,184.05605
7948,75.545296
7949,165.109
7950,369.53226
7951,398.51514
7952,396.00128
7953,225.49016
7954,146.96039
7955,236.69615
7956,103.78666
7957,326.0462
7958,475.58762
7959,203.75185
7960,105.69682
7961,134.7061
7962,-29.134588
7963,73.46345
7964,-8.716445
7965,56.503544
7966,91.42047
7967,99.66789
7968,109.53315
7969,81.50526
7970,95.33335
7971,84.994026
7972,87.71309
7973,165.83643
7974,216.10965
7975,213.02965
7976,168.79538
7977,241.63174
7978,30.088478
7979,179.50778
7980,50.134052
7981,369.46753
7982,286.89273
7983,200.58754
7984,104.90806
7985,170.38919
7986,275.93536
7987,151.20105
7988,108.31321
7989,270.18753
7990,286.6408
7991,77.23368
7992,135.98775
7993,138.88243
7994,65.046104
7995,109.734924
7996,91.004486
7997,197.28693
7998,195.57294
7999,133.00244
8000,149.44063
8001,200.2786
8002,102.237114
8003,101.26028
8004,22.960833
8005,82.624374
8006,511.54163
8007,65.9173
8008,59.320415
8009,278.68378
8010,83.0454
8011,265.45587
8012,166.78275
8013,168.84302
8014,209.26546
8015,110.056725
8016,114.50836
8017,144.32776
8018,79.60424
8019,143.59201
8020,92.275154
8021,152.05318
8022,314.48734
8023,250.8477
8024,232.63182
8025,230.85515
8026,177.14653
8027,168.72774
8028,212.82977
8029,670.37
8030,385.48117
8031,77.44432
8032,-52.89984
8033,-38.06291
8034,23.842613
8035,-50.721054
8036,60.044277
8037,-38.48985
8038,89.8322
8039,43.051712
8040,46.744038
8041,112.65812
