,miraflores
11278,-20.029072
11279,118.06097
11280,119.40151
11281,185.55814
11282,129.01393
11283,175.7108
11284,293.30765
11285,565.65
11286,843.8759
11287,650.32294
11288,326.0475
11289,-135.68231
11290,-65.48757
11291,-27.298326
11292,-114.35787
11293,28.079597
11294,-2.8468437
11295,206.45592
11296,235.03745
11297,196.61739
11298,54.039745
11299,59.966785
11300,47.086723
11301,120.183105
11302,79.01238
11303,191.06522
11304,200.42993
11305,295.42477
11306,245.36542
11307,237.77368
11308,781.98584
11309,415.62396
11310,277.6475
11311,371.59268
11312,107.32341
11313,136.41704
11314,-53.65611
11315,-14.306751
11316,-41.04223
11317,152.66292
11318,147.45256
11319,219.70401
11320,87.82996
11321,69.37876
11322,116.35709
11323,43.900352
11324,65.0603
11325,362.485
11326,229.88034
11327,257.33813
11328,282.175
11329,272.9075
11330,160.86197
11331,185.41489
11332,737.70654
11333,601.43256
11334,489.49185
11335,209.75002
11336,313.27887
11337,114.92553
11338,130.1891
11339,152.88644
11340,107.42044
11341,297.94833
11342,280.4263
11343,287.11462
11344,98.26843
11345,164.46692
11346,117.042915
11347,169.14447
11348,190.31906
11349,377.57605
11350,339.5767
11351,353.37485
11352,350.42422
11353,301.67493
11354,262.0952
11355,262.96616
11356,831.2033
11357,686.2641
11358,309.49673
11359,141.93889
11360,-44.26904
11361,-55.934376
11362,-70.6096
11363,-43.838722
11364,270.52176
11365,291.47028
11366,252.60213
11367,283.96014
11368,178.27626
11369,134.282
11370,232.25452
11371,236.00601
11372,232.79007
11373,326.93594
11374,324.12952
11375,352.24094
11376,318.9326
11377,307.4793
11378,230.77063
11379,249.33705
11380,843.1633
11381,564.58136
11382,16.062042
11383,-39.608784
11384,-11.810051
11385,8.041038
11386,-2.827509
11387,15.926804
11388,-30.267889
11389,-33.447083
11390,49.06659
11391,20.511738
11392,8.426089
11393,56.09427
11394,120.98837
11395,81.6968
11396,122.79171
11397,294.13403
11398,232.19237
11399,299.01703
11400,334.84186
11401,301.01114
11402,188.41057
11403,228.09811
11404,548.62665
11405,262.08
11406,30.246355
11407,102.32516
11408,-14.2595215
11409,-12.420181
11410,-38.46662
11411,-56.132217
11412,-43.3276
11413,-50.954426
11414,-41.485695
11415,-25.28287
11416,7.0506206
11417,77.621315
11418,38.89858
11419,74.272484
11420,66.61102
11421,131.2498
11422,226.79802
11423,265.72382
11424,161.97714
11425,133.10175
11426,84.677505
11427,382.0255
11428,622.99615
11429,381.32663
11430,25.510191
11431,-1.3410883
11432,165.92429
11433,156.48695
11434,20.226376
11435,88.43945
11436,-77.98455
11437,-88.19841
11438,-59.00037
11439,2.3650398
11440,104.556946
11441,160.39436
11442,242.52574
11443,230.83858
11444,214.80684
11445,323.9389
11446,374.38345
11447,377.78238
11448,419.13348
11449,409.61905
11450,231.80743
11451,257.24808
11452,678.7058
11453,413.06512
11454,25.225124
11455,-5.775269
11456,-24.850115
11457,-9.492857
11458,-28.205667
11459,-61.572376
11460,-20.849281
11461,-4.4278817
11462,-56.91479
11463,-37.03586
11464,18.88211
11465,103.468414
11466,81.86531
11467,107.10914
11468,73.31868
11469,93.338356
11470,274.6184
11471,280.54752
11472,238.1066
11473,235.59398
11474,162.50511
11475,209.22841
11476,640.9249
11477,411.37018
11478,288.6773
11479,20.62237
11480,-87.65707
11481,-66.18378
11482,-57.11518
11483,-79.21882
11484,-122.02556
11485,-56.10506
11486,-10.349401
11487,-33.912884
11488,168.15533
11489,106.19444
11490,102.980286
11491,92.78927
11492,80.2453
11493,162.58688
11494,148.7795
11495,164.48915
11496,162.37262
11497,153.29689
11498,207.32063
11499,440.0827
11500,789.1905
11501,372.6766
11502,-25.868717
11503,-76.163246
11504,-30.292883
11505,13.658537
11506,4.9521503
11507,-59.570328
11508,40.382988
11509,-122.423416
11510,70.19324
11511,221.35843
11512,188.72887
11513,80.4673
11514,139.84705
11515,155.06056
11516,161.21513
11517,356.97723
11518,412.32422
11519,435.8135
11520,406.66733
11521,384.65848
11522,326.49692
11523,351.62375
11524,813.2478
11525,676.15094
11526,269.6354
11527,-51.5611
11528,-49.041897
11529,-43.6948
11530,-13.376881
11531,-41.12706
11532,-92.35639
11533,-85.709435
11534,114.40491
11535,139.79855
11536,207.91695
11537,164.86613
11538,139.79462
11539,129.71776
11540,94.18595
11541,271.4408
11542,252.46767
11543,236.84296
11544,317.15274
11545,278.93124
11546,212.89546
11547,229.4166
11548,704.0905
11549,491.37543
11550,485.39764
11551,31.578674
11552,-83.86038
11553,-11.639757
11554,8.332137
11555,10.190809
11556,-2.7559185
11557,-38.054348
11558,-25.072826
11559,153.41252
11560,302.41647
11561,114.86325
11562,46.898952
11563,55.766872
11564,85.61606
11565,158.87473
11566,153.21783
11567,186.80879
11568,162.52058
11569,215.86038
11570,144.50848
11571,206.94579
11572,815.35114
11573,577.1313
11574,-67.45318
11575,-106.09993
11576,-40.53034
11577,-30.414537
11578,-57.55796
11579,-29.652285
11580,-19.554634
11581,-20.209633
11582,-19.669788
11583,27.66772
11584,184.77792
11585,77.513115
11586,113.16723
11587,172.6892
11588,173.42436
11589,231.70699
11590,151.39563
11591,201.56154
11592,119.918755
11593,257.56937
11594,56.234356
11595,103.89031
11596,485.12384
11597,365.3358
11598,360.66974
11599,121.29913
11600,3.642519
11601,-8.231316
11602,-63.586704
11603,46.36917
11604,42.227016
11605,-81.67316
11606,87.21177
11607,164.25563
11608,158.91953
11609,34.13025
11610,58.46478
11611,69.228615
11612,84.63096
11613,117.92838
11614,314.48734
11615,340.93793
11616,242.36462
11617,157.47165
11618,148.08301
11619,145.71646
11620,594.15906
11621,561.804
11622,85.46706
11623,-148.53041
11624,-73.79967
11625,-36.322323
11626,-60.213657
11627,-77.32267
11628,13.096022
11629,2.3368878
11630,33.66678
11631,175.26674
11632,88.45216
11633,116.29466
11634,108.20758
11635,77.98255
11636,140.89767
11637,243.63687
11638,275.11823
11639,267.75122
11640,324.0312
11641,361.5131
11642,178.37018
11643,164.83655
11644,803.7334
11645,574.57086
11646,65.04999
11647,8.4002695
11648,-27.871683
11649,-34.044983
11650,-89.03273
11651,-68.28922
11652,-23.565166
11653,-33.622887
11654,-23.471333
11655,-41.247536
11656,83.09013
11657,145.6916
11658,124.85828
11659,92.66279
11660,157.76462
11661,145.17845
11662,170.72131
11663,240.52946
11664,222.09189
11665,152.82701
11666,36.400837
11667,160.62535
11668,568.1327
11669,584.0949
11670,327.23495
11671,37.108997
11672,-34.880127
11673,21.504211
11674,-12.221813
11675,-60.98811
11676,-25.148579
11677,-131.45686
11678,-43.774704
11679,120.36188
11680,229.76141
11681,119.58881
11682,90.13907
11683,101.67841
11684,112.272095
11685,347.5696
11686,281.54062
11687,414.78235
11688,237.7028
11689,277.76822
11690,123.1927
11691,159.93802
11692,767.3393
11693,560.9511
11694,353.57596
11695,69.61737
11696,56.07278
11697,7.15832
11698,-7.0148644
11699,-23.070541
11700,22.45026
11701,-0.57825613
11702,19.726776
11703,7.7525434
11704,-1.9279395
11705,59.07995
11706,13.923252
11707,111.68224
11708,66.538445
11709,99.03038
11710,71.80825
11711,114.61247
11712,103.481476
11713,109.04499
11714,60.77144
11715,92.643074
11716,492.57263
11717,287.18958
11718,66.030205
11719,18.654535
11720,-63.334568
11721,-69.25992
11722,64.99901
11723,128.77907
11724,78.2787
11725,54.049305
11726,99.57312
11727,35.445465
11728,19.35771
11729,64.25833
11730,17.667908
11731,69.46959
11732,74.4831
11733,156.9828
11734,104.96799
11735,160.47794
11736,225.56184
11737,141.05896
11738,159.72939
11739,216.26915
11740,577.6743
11741,96.77962
11742,56.830746
11743,-109.176216
11744,-22.331709
11745,-12.406445
11746,34.442432
11747,47.463543
11748,24.731249
11749,22.716745
11750,60.870266
11751,86.72533
11752,-4.5987372
11753,49.33049
11754,11.044643
11755,33.92069
11756,38.45831
11757,89.13014
11758,72.637985
11759,143.20853
11760,157.99953
11761,183.90457
11762,64.47909
11763,129.1366
11764,450.47202
11765,430.95203
11766,79.75859
11767,-75.18924
11768,20.744617
11769,-31.545935
11770,-82.81013
11771,-38.71622
11772,-35.80588
11773,-2.0906181
11774,-8.887869
11775,-33.642506
11776,14.922148
11777,97.22429
11778,113.64889
11779,87.51806
11780,79.009476
11781,155.53578
11782,157.92986
11783,157.3893
11784,214.19345
11785,158.90273
11786,115.21619
11787,117.13118
11788,459.90927
11789,80.31945
11790,20.720758
11791,5.5785704
11792,-49.67847
11793,-68.74945
11794,-60.24866
11795,57.303867
11796,-67.44547
11797,-71.90652
11798,-37.11082
11799,-21.271397
11800,-0.23847388
11801,4.114489
11802,61.931953
11803,48.795258
11804,37.79558
11805,87.62473
11806,98.644165
11807,152.74931
11808,114.044174
11809,105.615395
11810,87.39906
11811,140.60092
11812,368.58548
11813,9.75049
11814,-14.024387
11815,-23.884457
11816,-57.056732
11817,-33.234703
11818,-21.966125
11819,6.403349
11820,-39.812904
11821,-44.33415
11822,-69.97214
11823,-74.93512
11824,-35.57917
11825,4.0639396
11826,2.8245733
11827,3.5866456
11828,-5.9015765
11829,48.541134
11830,73.596565
11831,113.27448
11832,80.294785
11833,97.19939
11834,88.23593
11835,-37.57752
11836,29.873098
11837,24.533037
11838,3.507989
11839,-73.84549
11840,36.09866
11841,-48.899525
11842,10.602457
11843,65.06413
11844,11.8221245
11845,12.18593
11846,96.432274
11847,66.826996
11848,128.78796
11849,179.15948
11850,183.43434
11851,170.24098
11852,225.92226
11853,247.71852
11854,181.7686
11855,80.76262
11856,700.7462
11857,397.28128
11858,67.502045
11859,-91.66041
11860,-42.08378
11861,0.63127637
11862,62.081585
11863,77.3587
11864,48.51534
11865,52.50978
11866,64.53942
11867,84.30455
11868,72.10168
11869,34.612194
11870,137.95274
11871,67.56469
11872,76.548325
11873,323.82123
11874,326.52988
11875,359.41113
11876,242.38649
11877,249.85175
11878,177.98676
11879,165.87708
11880,645.82916
11881,411.30576
11882,23.387566
11883,-7.613113
11884,-94.35523
11885,-221.74846
11886,-146.71304
11887,-54.22494
11888,-128.91331
11889,0.37698865
11890,-18.36525
11891,31.369421
11892,0.17185475
11893,116.89303
11894,92.76753
11895,76.72711
11896,95.86684
11897,119.07931
11898,181.94617
11899,201.26517
11900,132.59091
11901,123.89386
11902,11.511048
11903,383.1645
11904,595.78723
11905,127.85066
11906,52.236633
11907,56.363823
11908,-96.807335
11909,-55.84329
11910,-65.941696
11911,-73.16217
11912,-38.33157
11913,-9.114744
11914,25.248417
11915,-1.7417507
11916,11.410082
11917,39.52927
11918,65.08674
11919,135.14232
11920,117.287895
11921,191.18654
11922,134.76138
11923,236.27354
11924,214.90144
11925,110.61974
11926,148.63612
11927,121.45738
11928,353.5197
11929,386.44717
11930,-22.651691
11931,78.647484
11932,15.195509
11933,53.590508
11934,19.688217
11935,-75.65178
11936,-13.484734
11937,-72.8611
11938,-23.068222
11939,68.59869
11940,70.37265
11941,9.708518
11942,60.6737
11943,25.77479
11944,102.94199
11945,140.3042
11946,161.42702
11947,179.82263
11948,172.14325
11949,143.49583
11950,182.76852
11951,160.093
11952,422.22232
11953,305.64874
11954,5.580861
11955,24.776043
11956,7.991639
11957,-11.731508
11958,10.1317425
11959,-20.055378
11960,-29.247465
11961,-48.371548
11962,-45.167454
11963,-68.65938
11964,25.259674
11965,120.532104
11966,105.632256
11967,76.54557
11968,151.02013
11969,228.99597
11970,257.73306
11971,304.81592
11972,283.94016
11973,326.58643
11974,242.86406
11975,241.94417
11976,819.1236
11977,394.37225
11978,16.179073
11979,21.821308
11980,-28.133318
11981,-17.443645
11982,5.649644
11983,-0.15689468
11984,-8.246361
11985,-1.0731497
11986,-78.15982
11987,-10.707911
11988,11.767576
11989,114.22737
11990,103.971825
11991,1.0524036
11992,58.10597
11993,85.01878
11994,111.84558
11995,158.39815
11996,179.02
11997,181.31526
11998,96.50364
11999,351.06015
12000,130.08713
12001,5.3139267
12002,11.203609
12003,-6.4443717
12004,-69.88786
12005,49.43524
12006,-20.797243
12007,23.39679
12008,-1.1694331
12009,-14.984907
12010,-30.43181
12011,39.75783
12012,32.851574
12013,67.52679
12014,74.107124
12015,90.76815
12016,119.42708
12017,182.51514
12018,243.78735
12019,231.81932
12020,237.71573
12021,255.76202
12022,118.84956
12023,142.25574
12024,486.74402
12025,33.4104
12026,11.240156
12027,-36.43494
12028,-45.02885
12029,-105.21023
12030,-25.917583
12031,59.702847
12032,39.53734
12033,128.44183
12034,-33.51674
12035,54.175705
12036,4.4765015
12037,9.808356
12038,-12.532704
12039,37.70431
12040,40.506924
12041,162.34203
12042,160.55775
12043,178.30312
12044,172.08098
12045,214.60214
12046,228.18388
12047,213.76501
12048,447.9186
12049,56.854282
12050,57.26375
12051,-3.8163762
12052,-59.39017
12053,-39.74541
12054,-40.61544
12055,63.194313
12056,-53.555927
12057,-39.498684
12058,58.284206
12059,71.148026
12060,-5.046731
12061,5.2957964
12062,24.845259
12063,-10.8977165
12064,-7.759898
12065,5.192499
12066,146.22905
12067,165.56703
12068,210.96571
12069,234.13228
12070,134.98
12071,145.56564
12072,500.88977
12073,-3.5990725
12074,-17.945612
12075,-8.334597
12076,-71.292206
12077,-33.63973
12078,-24.418139
12079,-33.63402
12080,-10.701258
12081,-2.2444615
12082,-81.62851
12083,-40.635532
12084,-0.7746969
12085,-5.548953
12086,-10.814935
12087,-11.335362
12088,3.5391426
12089,43.352577
12090,51.686844
12091,47.38739
12092,224.4767
12093,204.6779
12094,195.29219
12095,196.17296
12096,458.948
12097,54.322483
12098,53.56721
12099,3.4180212
12100,-34.23272
12101,7.5093384
12102,-1.8215399
12103,-10.917677
12104,-14.355034
12105,-57.25
12106,-47.728607
12107,-30.20881
12108,-24.179066
12109,33.17043
12110,16.93383
12111,7.8482194
12112,6.806186
12113,68.51905
12114,128.83865
12115,149.77513
12116,168.21938
12117,154.4205
12118,117.33928
12119,59.45008
12120,113.66077
12121,55.834805
12122,22.205215
12123,-21.351608
12124,-2.3342361
12125,-28.654936
12126,-34.14896
12127,-22.946812
12128,-8.831606
12129,-10.328804
12130,34.446285
12131,44.496708
12132,20.064568
12133,4.760042
12134,7.877948
12135,117.15413
12136,45.06631
12137,145.7812
12138,75.92929
12139,143.80339
12140,133.35156
12141,91.61167
12142,121.83888
12143,95.15257
12144,389.68692
12145,72.39888
12146,44.80783
12147,14.556219
12148,-62.309155
12149,-85.57344
12150,-58.579193
12151,-45.733124
12152,-59.779675
12153,65.00914
12154,4.6492305
12155,50.043495
12156,72.63689
12157,-0.9973841
12158,42.79123
12159,144.83197
12160,166.01974
12161,162.9248
12162,122.11426
12163,191.57562
12164,133.06288
12165,220.3696
12166,97.510895
12167,151.88399
12168,490.86697
12169,57.871025
12170,-6.2009215
12171,47.99821
12172,-5.368913
12173,46.29627
12174,1.8579469
12175,49.276585
12176,19.134892
12177,5.5313587
12178,67.760056
12179,79.77557
12180,124.54213
12181,123.840225
12182,71.95138
12183,71.03179
12184,222.97723
12185,92.48747
12186,71.87547
12187,179.642
12188,168.6217
12189,192.59332
12190,127.93436
12191,244.69968
12192,382.0454
12193,45.84137
12194,53.45941
12195,-41.86609
12196,-110.324036
12197,-16.916119
12198,30.422058
12199,34.43809
12200,-82.904175
12201,-35.46638
12202,-32.259346
12203,-68.787964
12204,12.866266
12205,-1.8176051
12206,-13.366008
12207,-3.414895
12208,23.706736
12209,77.61142
12210,120.098854
12211,182.1708
12212,161.73927
12213,209.08789
12214,173.15788
12215,157.07898
12216,179.46082
12217,3.7472553
12218,26.03007
12219,37.000496
12220,-28.471212
12221,-88.14046
12222,-58.869278
12223,-33.40409
12224,9.388025
12225,-19.399813
12226,-106.76437
12227,-69.28386
12228,-68.25364
12229,0.64317065
12230,-3.4532704
12231,97.674416
12232,115.80061
12233,191.13127
12234,164.85448
12235,250.57867
12236,224.676
12237,181.3824
12238,113.00233
12239,222.53879
12240,161.5181
12241,-0.9543147
12242,64.50397
12243,-48.53306
12244,-62.486736
12245,-9.105566
12246,0.4307518
12247,-19.851458
12248,37.68366
12249,-15.45376
12250,-0.9049611
12251,15.290039
12252,11.534483
12253,-3.8214874
12254,53.583614
12255,90.47477
12256,66.46681
12257,103.281746
12258,112.27238
12259,226.88478
12260,274.68945
12261,227.72388
12262,210.11584
12263,153.32185
12264,487.4436
12265,-12.314598
12266,41.133316
12267,-33.4814
12268,-43.63285
12269,-71.1893
12270,-62.075184
12271,-42.774868
12272,-65.35672
12273,15.733953
12274,-37.27691
12275,-12.404272
12276,34.593468
12277,1.5479004
12278,-2.5400376
12279,75.94108
12280,75.515434
12281,161.35632
12282,175.22919
12283,211.1869
12284,218.5548
12285,197.21025
12286,199.58653
12287,214.93558
12288,488.49768
12289,30.224401
12290,3.059985
12291,3.882496
12292,-53.29658
12293,-35.495975
12294,-26.666397
12295,-3.9298291
12296,11.820177
12297,-73.52856
12298,-5.245279
12299,10.4895115
12300,31.350897
12301,3.4827232
12302,3.3792076
12303,8.463647
12304,11.4229965
12305,128.65475
12306,151.5443
12307,220.1809
12308,206.97191
12309,206.6614
12310,167.46541
12311,161.54813
12312,73.57969
12313,59.78929
12314,30.749487
12315,-33.23335
12316,-5.955631
12317,8.7268715
12318,45.74716
12319,36.84602
12320,162.78561
12321,164.31458
12322,154.85489
12323,165.84467
12324,38.59302
12325,78.42603
12326,75.275505
12327,76.96491
12328,108.15226
12329,110.7058
12330,140.25815
12331,226.83409
12332,254.05537
12333,189.95897
12334,201.42862
12335,219.38503
12336,492.3852
12337,23.970366
12338,-16.175982
12339,-3.859219
12340,-20.194101
12341,85.97896
12342,20.801504
12343,8.958647
12344,17.789696
12345,-19.423258
12346,-69.39275
12347,87.93753
12348,10.989958
12349,6.7289143
12350,-0.2747441
12351,60.991817
12352,128.93839
12353,142.00041
12354,170.24425
12355,250.29358
12356,245.61697
12357,219.08394
12358,196.3957
12359,224.33994
12360,449.0646
12361,9.884061
12362,-26.20985
12363,37.186817
12364,7.1100583
12365,-79.20265
12366,-45.557808
12367,-32.32045
12368,45.879818
12369,15.997213
12370,-2.8458776
12371,-15.347757
12372,20.290638
12373,0.4006256
12374,62.534794
12375,77.41778
12376,-3.976163
12377,7.9845896
12378,196.68146
12379,221.82944
12380,228.6392
12381,269.60004
12382,216.76114
12383,228.31793
12384,118.60362
12385,69.81485
12386,53.86711
12387,-25.11239
12388,31.771963
12389,-13.3422985
12390,29.569628
12391,11.264227
12392,-2.091319
12393,-4.6229415
12394,-0.6369815
12395,-46.65933
12396,23.607876
12397,11.320242
12398,-1.1162218
12399,100.66271
12400,82.74975
12401,161.40009
12402,178.57219
12403,214.6173
12404,207.06055
12405,152.27826
12406,118.212494
12407,114.19228
12408,414.7532
12409,62.803223
12410,-9.343855
12411,-87.36601
12412,-109.16837
12413,-86.523315
12414,-43.519794
12415,-9.672459
12416,-58.171616
12417,-29.121126
12418,-36.04921
12419,14.426809
12420,53.124535
12421,0.9531995
12422,8.714002
12423,10.786243
12424,4.9055986
12425,217.64241
12426,211.54181
12427,239.5149
12428,280.88043
12429,223.35123
12430,198.47253
12431,40.93993
12432,6.514192
12433,-21.911285
12434,5.217314
12435,-46.458843
12436,-80.75949
12437,-67.47777
12438,-57.13829
12439,-58.534283
12440,-80.85889
12441,-72.02443
12442,5.5115194
12443,-85.34544
12444,-19.125984
12445,9.150858
12446,85.3481
12447,103.16521
12448,119.09608
12449,201.24733
12450,23.469408
12451,47.493874
12452,56.842613
12453,35.742332
12454,173.8287
12455,48.698627
12456,162.10448
12457,51.157455
12458,65.48922
12459,-63.42265
12460,-89.71498
12461,-14.376938
12462,-24.797737
12463,-56.915745
12464,-33.509705
12465,-146.3727
12466,59.086407
12467,90.7471
12468,52.68619
12469,-8.624003
12470,-23.38111
12471,-6.44415
12472,11.5028715
12473,36.414986
12474,83.90788
12475,201.71532
12476,182.74858
12477,190.43063
12478,114.22197
12479,125.1414
12480,55.4182
12481,39.521492
12482,6.7544723
12483,-8.179937
12484,-66.80766
12485,-15.570885
12486,15.40638
12487,-55.149014
12488,-48.049973
12489,-46.47847
12490,-11.778923
12491,25.456139
12492,-124.13716
12493,0.22155406
12494,11.413035
12495,51.65637
12496,-0.044370368
12497,162.53203
12498,212.24673
12499,225.96942
12500,223.22714
12501,137.31139
12502,200.21782
12503,111.35342
12504,455.6598
12505,-8.136084
12506,11.662237
12507,-60.313427
12508,-26.464798
12509,-57.87501
12510,-57.42549
12511,-30.145067
12512,-68.23239
12513,-41.622868
12514,-71.5081
12515,-61.429783
12516,18.844437
12517,16.649366
12518,65.59737
12519,71.20956
12520,130.5586
12521,145.47078
12522,132.10512
12523,133.87938
12524,209.56447
12525,205.67813
12526,21.066263
12527,140.68814
12528,336.89694
12529,7.5871625
12530,21.868864
12531,33.527763
12532,-34.921127
12533,-15.204702
12534,-21.03097
12535,10.631758
12536,56.257362
12537,57.963184
12538,-32.28681
12539,-39.195488
12540,37.400524
12541,0.4386751
12542,-3.488888
12543,80.77802
12544,11.381653
12545,57.694294
12546,61.339264
12547,101.83664
12548,114.53042
12549,177.26826
12550,101.84652
12551,152.63174
12552,357.93243
12553,-70.90494
12554,-26.65267
12555,36.276226
12556,-7.415256
12557,-54.99717
12558,8.680065
12559,-75.20757
12560,-60.23615
12561,-65.02054
12562,-68.13493
12563,-100.06311
12564,-85.7809
12565,2.186497
12566,-3.914145
12567,-4.0447845
12568,-2.9908543
12569,26.857187
12570,9.704828
12571,50.44154
12572,28.923227
12573,51.769665
12574,-5.103536
12575,-11.300525
12576,-18.877653
12577,-72.97777
12578,-34.578453
12579,-37.41759
12580,-2.235642
12581,-0.2509718
12582,-12.510082
12583,20.312931
12584,-68.49889
12585,-116.55691
12586,-64.84221
12587,-9.515339
12588,-99.230316
12589,-3.6829522
12590,-2.8560095
12591,0.68894535
12592,-6.7936263
12593,30.053951
12594,56.026917
12595,17.835102
12596,48.3294
12597,54.25075
12598,26.882132
12599,42.719044
12600,-89.355194
12601,-5.995767
12602,-33.722855
12603,1.3822441
12604,-83.71786
12605,-0.74159193
12606,-59.503906
12607,-35.26567
12608,-71.393745
12609,-47.74802
12610,-37.305836
12611,31.57361
12612,-5.0875497
12613,31.799706
12614,3.196921
12615,-4.3004136
12616,-2.545456
12617,13.248502
12618,7.0666723
12619,59.650764
12620,65.584946
12621,-12.466944
12622,21.988466
12623,53.166832
12624,38.159267
12625,13.693516
12626,-17.49548
12627,2.2418466
12628,210.00378
12629,206.72871
12630,209.96388
12631,76.35134
12632,-10.481697
12633,-56.291172
12634,-11.450367
12635,-1.7133255
12636,9.779052
12637,3.09942
12638,-18.938354
12639,-72.1141
12640,-13.090874
12641,-19.221184
12642,9.125298
12643,10.025367
12644,13.776782
12645,112.59567
12646,108.764595
12647,97.57771
12648,138.11697
12649,171.45215
12650,194.22797
12651,209.0739
12652,230.43939
12653,170.90627
12654,249.55376
12655,87.00526
12656,26.052277
12657,4.6047306
12658,-64.59312
12659,-27.752802
12660,11.670057
12661,-39.968094
12662,-68.49888
12663,23.832567
12664,14.1726
12665,-98.473625
12666,28.11352
12667,21.583332
12668,3.2125125
12669,73.845406
12670,49.316162
12671,97.10136
12672,132.06241
12673,194.9809
12674,237.77516
12675,215.83264
12676,228.2649
12677,197.2083
12678,187.39613
12679,56.028717
12680,4.0723724
12681,-160.06712
12682,-18.514015
12683,-110.18167
12684,-38.63233
12685,-33.589386
12686,-55.648968
12687,-40.589348
12688,-32.426506
12689,-123.69141
12690,-20.973885
12691,28.398302
12692,6.0878925
12693,114.482155
12694,116.886
12695,117.39026
12696,179.46909
12697,181.0329
12698,253.14864
12699,249.79906
12700,255.77353
12701,196.35646
12702,66.537155
12703,99.90276
12704,59.065968
12705,8.35674
12706,24.27539
12707,-50.488293
12708,-69.21887
12709,-153.079
12710,-59.306065
12711,-99.188675
12712,-120.3884
12713,-80.148766
12714,-108.81805
12715,73.13845
12716,-22.074047
12717,8.978542
12718,53.093956
12719,71.20813
12720,170.61368
12721,164.64285
12722,241.5031
12723,208.14886
12724,216.50818
12725,200.9035
12726,159.0359
12727,485.6566
12728,19.393911
12729,7.544683
12730,42.130512
12731,-46.417145
12732,-17.374142
12733,-34.896744
12734,-34.090942
12735,11.350214
12736,-15.338692
12737,0.67495584
12738,8.659458
12739,-7.5615244
12740,3.1431777
12741,-17.99359
12742,6.6112657
12743,2.065811
12744,7.873975
12745,1.5954306
12746,41.529057
12747,1.4823773
12748,12.018528
12749,53.710953
12750,64.96888
12751,460.88858
12752,49.252846
12753,-21.11192
12754,-15.7189865
12755,-87.190094
12756,0.502332
12757,-80.31115
12758,-23.972115
12759,-26.609184
12760,-1.5256805
12761,22.972277
12762,21.19616
12763,82.776115
12764,-2.468625
12765,-10.909935
12766,-5.7577896
12767,2.1116521
12768,150.07835
12769,192.97661
12770,235.35815
12771,213.12596
12772,141.49333
12773,97.37203
12774,159.79976
12775,472.49826
12776,-12.827696
12777,35.25663
12778,-18.167746
12779,-89.88906
12780,-4.464186
12781,-122.766426
12782,50.476852
12783,131.45097
12784,98.58345
12785,68.59428
12786,73.91586
12787,56.8418
12788,-6.1671753
12789,-10.788568
12790,-5.324415
12791,4.400249
12792,112.91048
12793,146.35893
12794,182.4465
12795,173.9128
12796,169.60902
12797,61.620216
12798,82.1667
12799,94.4028
12800,5.3464756
12801,47.58963
12802,3.7682593
12803,-78.096924
12804,-67.774895
12805,-22.235569
12806,-1.1924114
12807,-50.864323
12808,-34.258625
12809,-34.002876
12810,-50.13698
12811,47.296677
12812,11.104112
12813,-23.160421
12814,12.931787
12815,19.535528
12816,-8.040595
12817,188.64981
12818,36.528664
12819,39.180298
12820,164.97612
12821,151.5181
12822,173.17676
12823,187.46071
12824,-25.760382
12825,39.617775
12826,13.31988
12827,-37.82124
12828,-79.78031
12829,-46.501263
12830,-23.984081
12831,2.9241698
12832,-3.6574168
12833,-11.736347
12834,11.2767105
12835,79.60506
12836,14.578232
12837,9.192414
12838,1.7733516
12839,121.54285
12840,160.7185
12841,138.14131
12842,195.06686
12843,198.84592
12844,204.73979
12845,176.04977
12846,180.54128
12847,436.13794
12848,8.12566
12849,-78.82154
12850,-46.4491
12851,-182.87971
12852,-48.35367
12853,-70.21121
12854,-60.141315
12855,-58.11699
12856,-7.0155673
12857,-42.37851
12858,5.6193066
12859,5.920066
12860,3.7089605
12861,-7.439743
12862,57.75757
12863,56.77865
12864,178.542
12865,198.25084
12866,202.01201
12867,70.11835
12868,197.97353
12869,192.74135
12870,192.50797
12871,119.24784
12872,36.822147
12873,-40.972126
12874,-162.6184
12875,-63.309956
12876,-46.785793
12877,-3.9651809
12878,32.226826
12879,26.225279
12880,63.92363
12881,-66.252144
12882,-87.30685
12883,85.508125
12884,2.060622
12885,-12.001132
12886,67.66807
12887,91.65727
12888,189.86171
12889,7.467248
12890,31.954048
12891,31.912312
12892,211.87578
12893,153.17293
12894,183.74184
12895,170.84941
12896,1.1463478
12897,30.235584
12898,-34.904938
12899,-79.71467
12900,-9.20154
12901,16.466719
12902,-35.26051
12903,-26.378689
12904,-24.254911
12905,10.112426
12906,-18.155638
12907,-118.310356
12908,-4.8896217
12909,-8.879464
12910,13.964217
12911,97.62856
12912,153.74083
12913,139.495
12914,208.98416
12915,231.09093
12916,188.86885
12917,174.90088
12918,194.32999
12919,164.17334
12920,4.7713375
12921,16.23485
12922,-28.972326
12923,-48.666016
12924,-69.59212
12925,-65.20577
12926,-24.97327
12927,-10.418686
12928,14.645327
12929,-7.433145
12930,6.0848956
12931,20.282072
12932,-7.0164866
12933,0.61580336
12934,-6.837304
12935,-14.950729
12936,-7.885236
12937,177.31288
12938,209.03592
12939,216.35371
12940,153.50691
12941,185.39601
12942,187.68713
12943,50.74953
12944,-30.373419
12945,-36.59865
12946,-52.085037
12947,-68.73295
12948,-19.112598
