,mont-samagallo
9430,291.22662
9431,293.9777
9432,185.0305
9433,68.63341
9434,20.62433
9435,20.292585
9436,22.177748
9437,21.135134
9438,2.9491043
9439,31.602633
9440,7.7270007
9441,40.419167
9442,34.971695
9443,-45.21842
9444,-29.575674
9445,-10.964643
9446,54.707306
9447,146.69366
9448,141.66887
9449,151.47469
9450,128.22646
9451,70.566154
9452,228.68098
9453,163.8939
9454,165.30992
9455,165.08633
9456,102.18227
9457,-1.0470929
9458,-29.113386
9459,-7.0822887
9460,-22.428135
9461,-1.5913947
9462,-5.0067205
9463,-9.552397
9464,-16.457048
9465,-19.141779
9466,-13.098985
9467,-9.502397
9468,-21.452173
9469,-18.738152
9470,-12.28742
9471,84.43433
9472,231.79034
9473,526.77405
9474,625.6885
9475,783.8827
9476,740.85474
9477,631.5074
9478,533.33606
9479,405.12613
9480,264.60776
9481,35.97323
9482,3.8612695
9483,10.893266
9484,38.012817
9485,14.248264
9486,-5.7106466
9487,-5.1920433
9488,-6.761409
9489,68.89813
9490,87.71355
9491,124.433014
9492,108.879326
9493,-5.162264
9494,75.981285
9495,149.82559
9496,128.8004
9497,187.66139
9498,-5.648944
9499,157.12683
9500,248.96338
9501,812.7917
9502,487.45367
9503,253.63815
9504,246.58945
9505,155.93878
9506,57.164387
9507,55.908894
9508,19.79764
9509,-2.1231325
9510,3.3353875
9511,-83.54898
9512,-6.4236784
9513,-4.910659
9514,-80.64193
9515,-27.532509
9516,16.573341
9517,39.203846
9518,-23.137354
9519,263.62347
9520,43.719715
9521,113.32575
9522,112.44868
9523,155.02663
9524,182.26271
9525,97.95479
9526,85.57245
9527,139.81969
9528,67.15784
9529,26.761087
9530,-39.591362
9531,-25.80321
9532,40.37295
9533,2.291389
9534,57.521404
9535,-38.515186
9536,13.846873
9537,3.781339
9538,24.34421
9539,14.967111
9540,15.05952
9541,50.558033
9542,35.390957
9543,333.812
9544,607.28357
9545,727.5488
9546,813.56116
9547,861.5371
9548,508.7703
9549,628.2377
9550,566.96375
9551,435.16327
9552,342.08096
9553,60.33046
9554,68.52007
9555,23.216475
9556,30.470442
9557,43.81468
9558,69.8146
9559,-12.247862
9560,20.283264
9561,31.528696
9562,66.74028
9563,70.571686
9564,61.687973
9565,56.470024
9566,54.4023
9567,310.64014
9568,763.48987
9569,732.36005
9570,818.0058
9571,583.97186
9572,366.17853
9573,513.01215
9574,218.87108
9575,304.87854
9576,236.14468
9577,194.76237
9578,97.53103
9579,73.38067
9580,93.53646
9581,32.101658
9582,33.616894
9583,55.985577
9584,72.87279
9585,-14.859625
9586,-95.36404
9587,-89.52944
9588,-39.842796
9589,-44.535076
9590,-18.08304
9591,14.279685
9592,434.71497
9593,668.7717
9594,461.48016
9595,542.7667
9596,577.0733
9597,559.61145
9598,345.82724
9599,393.55945
9600,267.79102
9601,94.73267
9602,31.718622
9603,-40.457943
9604,14.949243
9605,18.98889
9606,-6.894285
9607,12.049119
9608,34.23377
9609,31.16797
9610,-1.2726542
9611,15.023897
9612,14.23867
9613,21.085503
9614,50.65283
9615,400.84122
9616,313.11484
9617,357.6565
9618,174.07559
9619,120.319214
9620,39.4104
9621,82.91371
9622,24.162304
9623,63.905495
9624,68.77728
9625,50.2785
9626,57.7392
9627,28.748308
9628,36.709457
9629,6.4511733
9630,7.02521
9631,-10.33343
9632,76.99537
9633,230.41454
9634,92.309006
9635,-8.505357
9636,34.040897
9637,2.3825927
9638,21.488913
9639,-2.9818687
9640,23.476746
9641,21.601912
9642,66.937164
9643,27.24577
9644,19.12455
9645,13.146487
9646,8.860089
9647,91.783775
9648,257.24088
9649,353.1892
9650,398.2673
9651,395.55487
9652,365.59882
9653,190.14056
9654,148.0933
9655,145.01437
9656,78.49476
9657,-15.961386
9658,-1.0963287
9659,-0.20215988
9660,15.057876
9661,9.06522
9662,8.945039
9663,18.69584
9664,-51.665363
9665,6.094342
9666,14.016066
9667,-31.650541
9668,14.649441
9669,34.429676
9670,252.73672
9671,326.49796
9672,387.8727
9673,-2.577236
9674,8.695689
9675,9.351319
9676,-21.792463
9677,-27.990925
9678,25.464872
9679,55.042572
9680,-3.1613936
9681,1.2899315
9682,-10.470676
9683,-14.704956
9684,-46.942703
9685,29.963976
9686,20.959648
9687,144.98578
9688,58.66322
9689,-6.0317655
9690,-13.881502
9691,24.152212
9692,24.665451
9693,10.33379
9694,26.71486
9695,20.978153
9696,-8.445063
9697,-9.128889
9698,13.766399
9699,22.312885
9700,36.407524
9701,6.000108
9702,16.357515
9703,-0.95942503
9704,-1.4625744
9705,-6.665431
9706,3.8158708
9707,9.682989
9708,10.333786
9709,177.88326
9710,253.4902
9711,293.79312
9712,310.05444
9713,302.66595
9714,383.70956
9715,191.9924
9716,236.14906
9717,308.6981
9718,102.37316
9719,55.788486
9720,1.5819917
9721,11.270171
9722,2.219581
9723,-2.403572
9724,-4.0288076
9725,9.097043
9726,32.989307
9727,14.704097
9728,-6.3915005
9729,-1.4909291
9730,6.5385747
9731,11.80599
9732,15.286944
9733,126.409454
9734,333.90356
9735,515.5199
9736,416.28265
9737,405.52982
9738,409.13248
9739,521.6968
9740,467.7158
9741,293.94507
9742,192.37123
9743,57.283672
9744,23.309675
9745,16.2994
9746,7.5802464
9747,15.860727
9748,-17.480787
9749,-16.938988
9750,-28.286787
9751,-39.579372
9752,-2.1723077
9753,-24.800713
9754,0.94788927
9755,-1.8304284
9756,46.796566
9757,201.80707
9758,323.31134
9759,502.27533
9760,500.13168
9761,626.3001
9762,726.7323
9763,636.6239
9764,524.5785
9765,411.30063
9766,185.45935
9767,72.21098
9768,4.679523
9769,-32.83078
9770,-20.837315
9771,-2.276391
9772,-27.514696
9773,0.47048494
9774,5.612139
9775,-15.930019
9776,-22.262354
9777,-2.930465
9778,8.905158
9779,32.900486
9780,199.61783
9781,431.5036
9782,748.2607
9783,747.61774
9784,687.7706
9785,417.93414
9786,311.4425
9787,546.944
9788,513.6604
9789,319.74796
9790,77.04383
9791,24.362522
9792,26.95126
9793,2.9592662
9794,16.816784
9795,2.0151398
9796,-6.4546366
9797,4.1607475
9798,-19.008389
9799,15.261946
9800,23.672487
9801,120.66895
9802,45.78579
9803,72.425285
9804,289.52374
9805,195.63011
9806,359.45483
9807,338.31766
9808,220.36774
9809,277.8276
9810,292.33582
9811,334.70352
9812,339.00034
9813,166.15305
9814,42.681522
9815,11.426664
9816,-45.89786
9817,-40.519966
9818,12.920164
9819,-2.9193716
9820,-30.674997
9821,2.4821954
9822,5.3795714
9823,38.20799
9824,-11.74669
9825,4.16771
9826,47.11139
9827,98.60338
9828,121.593605
9829,154.02332
9830,317.67496
9831,429.88702
9832,371.5062
9833,363.90866
9834,438.40363
9835,485.5038
9836,354.74448
9837,170.99988
9838,47.681877
9839,11.446239
9840,9.280515
9841,-14.990946
9842,-31.77408
9843,-8.430398
9844,-1.8938729
9845,2.276019
9846,-0.69869894
9847,4.927198
9848,-6.2109094
9849,4.54724
9850,18.446775
9851,13.980431
9852,109.24795
9853,254.84328
9854,540.0793
9855,533.4706
9856,558.1099
9857,587.60895
9858,498.1028
9859,402.8913
9860,255.1703
9861,188.47137
9862,64.74981
9863,4.299101
9864,-7.1570897
9865,5.041215
9866,-2.2946768
9867,-1.310606
9868,-11.1827545
9869,57.07526
9870,0.09075491
9871,39.33381
9872,5.192189
9873,5.149103
9874,-14.841459
9875,44.05025
9876,191.81589
9877,382.49097
9878,598.49225
9879,698.05225
9880,870.96313
9881,834.4997
9882,755.25385
9883,574.54846
9884,455.74802
9885,192.36461
9886,84.038
9887,67.19772
9888,55.53111
9889,25.291412
9890,-26.655106
9891,22.682205
9892,-7.9212694
9893,87.72276
9894,-3.2357285
9895,45.446022
9896,97.96978
9897,-6.379248
9898,-9.978521
9899,126.91555
9900,240.51035
9901,311.51944
9902,527.6805
9903,582.22784
9904,629.76465
9905,706.98096
9906,654.5265
9907,599.09607
9908,300.7135
9909,200.13692
9910,76.38747
9911,3.333992
9912,-6.2036924
9913,38.71837
9914,40.796516
9915,48.315342
9916,5.7570777
9917,21.365122
9918,52.437542
9919,-3.3205674
9920,-2.0091572
9921,-9.040274
9922,100.55492
9923,95.251625
9924,174.55702
9925,186.87569
9926,296.8508
9927,345.32022
9928,139.73988
9929,564.1747
9930,549.722
9931,441.1267
9932,335.45343
9933,213.32906
9934,77.779564
9935,-1.9391237
9936,-22.438316
9937,-34.805256
9938,4.812769
9939,0.07201046
9940,12.831157
9941,3.110441
9942,-3.6760693
9943,2.8484178
9944,-13.13616
9945,-6.932469
9946,-16.699646
9947,49.798527
9948,69.87985
9949,137.21587
9950,244.29419
9951,256.86288
9952,172.40349
9953,279.3205
9954,329.52014
9955,203.63503
9956,165.47603
9957,107.77938
9958,44.022583
9959,10.117342
9960,20.473286
9961,16.385519
9962,18.579721
9963,22.854347
9964,22.331202
9965,15.626405
9966,19.360577
9967,28.420359
9968,-19.19306
9969,16.707378
9970,38.686462
9971,45.376087
9972,84.56763
9973,146.87221
9974,275.7759
9975,327.70175
9976,539.72107
9977,559.6397
9978,508.04562
9979,431.34128
9980,259.3936
9981,171.93004
9982,56.456947
9983,11.726162
9984,-1.0771676
9985,1.372674
9986,-11.242733
9987,4.385818
9988,-2.9884028
9989,16.757362
9990,10.37224
9991,2.1305356
9992,101.68656
9993,16.148298
9994,6.2187533
9995,-26.455133
9996,127.746056
9997,282.59863
9998,520.94653
9999,561.82965
10000,552.2708
10001,573.9433
10002,496.17606
10003,420.2284
10004,304.20453
10005,174.66458
10006,58.766888
10007,5.740099
10008,-1.6199229
10009,53.63316
10010,-12.7009535
10011,-8.522267
10012,-2.9478931
10013,31.665627
10014,-7.9806223
10015,0.7670643
10016,5.3504353
10017,4.0671606
10018,11.7747965
10019,27.48175
10020,183.53773
10021,293.4317
10022,515.1571
10023,600.1438
10024,666.16516
10025,729.9664
10026,705.8797
10027,403.61813
10028,266.86423
10029,143.17456
10030,153.44487
10031,1.9090577
10032,33.45434
10033,15.414209
10034,35.488564
10035,7.853648
10036,71.31853
10037,85.469696
10038,6.570698
10039,37.317944
10040,88.188644
10041,48.1055
10042,28.37877
10043,162.29118
10044,309.1615
10045,486.27365
10046,511.16873
10047,401.9976
10048,502.72046
10049,621.57776
10050,494.4026
10051,356.23773
10052,213.6921
10053,78.22521
10054,-0.2809592
10055,-2.377177
10056,18.858389
10057,19.649063
10058,24.06858
10059,-7.5773187
10060,11.273692
10061,12.068979
10062,106.2192
10063,167.22565
10064,116.44652
10065,156.62076
10066,141.40968
10067,41.499714
10068,193.17397
10069,204.95438
10070,245.18353
10071,237.2269
10072,247.43845
10073,243.66429
10074,235.9269
10075,202.88268
10076,107.69873
10077,69.612724
10078,18.92161
10079,14.745923
10080,33.079468
10081,97.72979
10082,26.369532
10083,17.07291
10084,71.53381
10085,71.88668
10086,71.57194
10087,-17.989996
10088,72.38685
10089,122.37529
10090,11.040726
10091,161.7098
10092,291.13187
10093,528.8901
10094,583.46466
10095,616.564
10096,645.8816
10097,555.3449
10098,526.4027
10099,276.38986
10100,182.57909
10101,40.697323
10102,92.26664
10103,24.806465
10104,83.93557
10105,78.29501
10106,29.290554
10107,37.959652
10108,-12.860292
10109,5.400131
10110,-4.944149
10111,-24.05658
10112,-8.671657
10113,-18.596703
10114,9.082609
10115,193.37526
10116,555.6334
10117,817.47363
10118,744.40826
10119,870.39386
10120,826.9561
10121,690.0558
10122,471.51147
10123,316.3465
10124,141.06638
10125,44.784405
10126,1.3541389
10127,56.746803
10128,-20.582754
10129,-6.289757
10130,16.758343
10131,0.9054566
10132,-5.402097
10133,-9.749948
10134,59.390617
10135,-13.490744
10136,23.616678
10137,25.40883
10138,82.55802
10139,241.35431
10140,507.81885
10141,831.69147
10142,727.99335
10143,695.12006
10144,717.92316
10145,581.0366
10146,326.20844
10147,317.6552
10148,133.79486
10149,108.5829
10150,72.17377
10151,93.5102
10152,89.319176
10153,12.559819
10154,41.264317
10155,78.26161
10156,46.46773
10157,84.21212
10158,39.91638
10159,93.21077
10160,104.414696
10161,54.23073
10162,65.36682
10163,117.78721
10164,179.71829
10165,262.5513
10166,310.35547
10167,181.39676
10168,274.92834
10169,236.28813
10170,84.16472
10171,179.60742
10172,109.68405
10173,62.266678
10174,25.981203
10175,30.556046
10176,50.117493
10177,5.4866066
10178,9.374839
10179,5.820875
10180,12.158243
10181,11.036655
10182,-26.880714
10183,3.2968998
10184,2.8875384
10185,4.1226387
10186,17.560692
10187,156.55235
10188,278.3875
10189,574.5943
10190,673.5221
10191,726.57385
10192,822.0552
10193,731.7573
10194,513.01086
10195,354.0199
10196,180.44942
10197,48.29575
10198,0.065287784
10199,2.1412597
10200,6.1328025
10201,-1.4752058
10202,12.091685
10203,-6.5960345
10204,5.9049153
10205,-11.087937
10206,-1.3300642
10207,-0.9760479
10208,-17.496904
10209,18.022171
10210,51.965355
10211,281.48608
10212,326.53796
10213,425.96072
10214,391.0139
10215,316.2035
10216,326.23425
10217,412.56635
10218,259.73874
10219,242.68541
10220,217.8369
10221,86.077675
10222,20.206644
10223,0.12488543
10224,36.09775
10225,-1.9540126
10226,-4.1194377
10227,8.144827
10228,2.3317587
10229,6.3309183
10230,0.22568038
10231,1.3846325
10232,19.652523
10233,20.704006
10234,131.74759
10235,297.22772
10236,491.84558
10237,633.539
10238,686.2727
10239,453.37036
10240,492.03522
10241,446.9975
10242,481.0869
10243,416.48685
10244,268.18372
10245,78.16561
10246,66.05593
10247,19.836197
10248,55.21533
10249,-6.0914087
10250,-9.332525
10251,5.8661075
10252,-3.6185102
10253,-5.089375
10254,15.800182
10255,6.828304
10256,74.969734
10257,-56.319878
10258,103.33549
10259,240.08356
10260,358.6964
10261,576.3966
10262,631.8816
10263,574.75275
10264,585.1241
10265,676.4189
10266,635.9494
10267,442.747
10268,215.39668
10269,67.47893
10270,-3.384698
10271,9.88849
10272,10.645117
10273,7.4859676
10274,-5.1389084
10275,-0.15829241
10276,-1.4132642
10277,11.063578
10278,14.162179
10279,10.584145
10280,103.72615
10281,143.7363
10282,235.50072
10283,234.41347
10284,272.1939
10285,371.8959
10286,604.9774
10287,675.36615
10288,604.35376
10289,570.6427
10290,374.49484
10291,307.74222
10292,164.65843
10293,62.870285
10294,9.219961
10295,-3.047045
10296,-4.3789735
10297,-11.648978
10298,8.902447
10299,5.4920774
10300,9.425236
10301,5.0416503
10302,10.754015
10303,15.159614
10304,11.956628
10305,27.75734
10306,77.60033
10307,280.33395
10308,298.7537
10309,454.7618
10310,588.95215
10311,581.7286
10312,537.55853
10313,585.20233
10314,572.43976
10315,386.7588
10316,218.9119
10317,62.712982
10318,9.242526
10319,4.6556835
10320,0.5653311
10321,14.93953
10322,2.187298
10323,-5.1176353
10324,2.5507436
10325,-28.669706
10326,-52.53935
10327,5.1549788
10328,19.518175
10329,20.600945
10330,89.00579
10331,268.74075
10332,469.14035
10333,729.34894
10334,734.4125
10335,798.48627
10336,731.6264
10337,457.6872
10338,529.05865
10339,411.20343
10340,220.57005
10341,52.71793
10342,17.229357
10343,1.3294201
10344,10.008007
10345,0.93966067
10346,-2.958029
10347,3.0239258
10348,72.971664
10349,-11.299765
10350,-15.3168125
10351,-26.654999
10352,-2.0808768
10353,11.729797
10354,90.42141
10355,284.54935
10356,240.10161
10357,477.41968
10358,527.2157
10359,548.4334
10360,526.8181
10361,473.0704
10362,449.7662
10363,355.95166
10364,176.87384
10365,53.466034
10366,-20.353092
10367,-25.058128
10368,-27.655867
10369,-1.3619949
10370,21.942442
10371,30.986813
10372,57.414555
10373,83.465256
10374,72.40872
10375,77.137344
10376,45.71005
10377,78.05037
10378,164.64238
10379,316.50546
10380,336.5631
10381,546.8851
10382,574.1267
10383,638.205
10384,675.2566
10385,723.83923
10386,551.2285
10387,407.91476
10388,190.2437
10389,85.045204
10390,68.942276
10391,-7.464285
10392,74.74421
10393,9.195804
10394,-2.6559415
10395,76.32032
10396,47.61359
10397,78.778854
10398,130.69926
10399,68.64031
10400,59.984386
10401,73.846466
10402,115.8872
10403,316.08334
10404,371.5586
10405,560.7471
10406,567.6654
10407,357.96417
10408,542.10645
10409,274.70383
10410,324.20758
10411,315.37476
10412,150.31749
10413,47.065533
10414,8.250812
10415,-6.8505955
10416,3.3991945
10417,-13.552975
10418,-14.034915
10419,-19.091545
10420,5.035906
10421,-21.869606
10422,-12.336783
10423,-14.369939
10424,-3.779028
10425,96.85509
10426,189.93492
10427,320.77094
10428,384.04816
10429,345.67178
10430,425.30038
10431,476.55475
10432,486.96225
10433,573.71326
10434,500.66583
10435,374.69278
10436,213.90825
10437,57.719456
10438,-48.799427
10439,64.024895
10440,1.2625831
10441,0.97038686
10442,67.647446
10443,105.427475
10444,267.0007
10445,370.907
10446,423.5671
10447,355.6056
10448,513.668
10449,469.7414
10450,510.42706
10451,525.9683
10452,471.64188
10453,356.0364
10454,247.11052
10455,113.49126
10456,-18.604883
10457,6.673923
10458,12.26049
10459,43.769573
10460,0.23525906
10461,201.0341
10462,194.01624
10463,191.32175
10464,128.82204
10465,270.06802
10466,-10.48352
10467,10.203371
10468,127.77919
10469,200.0794
10470,206.02348
10471,347.77325
10472,336.515
10473,401.16547
10474,876.53864
10475,846.3857
10476,640.0497
10477,463.51562
10478,347.7057
10479,101.823875
10480,-47.684994
10481,1.0365491
10482,-8.555019
10483,44.777775
10484,161.79756
10485,14.402128
10486,47.292492
10487,10.72167
10488,103.66758
10489,76.41951
10490,75.67432
10491,103.63742
10492,138.25345
10493,347.48715
10494,327.94696
10495,554.7173
10496,611.8127
10497,621.634
10498,611.45715
10499,579.73645
10500,538.26337
10501,312.59662
10502,226.59749
10503,51.388523
10504,-21.19631
10505,-48.132923
10506,-28.938034
10507,-61.230362
10508,-28.135166
10509,-24.419863
10510,-48.836666
10511,8.561192
10512,7.202076
10513,-12.726354
10514,-2.262323
10515,6.2838173
10516,159.25603
10517,218.25377
10518,303.8005
10519,606.368
10520,650.56696
10521,698.36926
10522,684.1119
10523,719.2503
10524,586.0508
10525,435.92166
10526,224.2008
10527,91.36149
10528,10.919053
10529,-11.090881
10530,14.906048
10531,-4.0182877
10532,71.11829
10533,-5.300796
10534,75.63765
10535,-2.0832262
10536,96.02105
10537,138.11514
10538,-0.069468975
10539,10.023044
10540,139.70891
10541,289.67004
10542,457.7824
10543,543.4686
10544,681.5586
10545,705.6883
10546,641.00574
10547,500.55618
10548,633.48254
10549,426.17447
10550,270.76562
10551,88.93992
10552,9.890239
10553,-10.045322
10554,-24.494175
10555,-11.353239
10556,-1.84236
10557,-11.275637
10558,2.8359306
10559,3.6179569
10560,13.989643
10561,-1.0094066
10562,3.3988073
10563,12.149886
10564,111.754944
10565,254.57172
10566,423.09872
10567,522.926
10568,526.117
10569,480.012
10570,657.6063
10571,680.714
10572,641.94
10573,349.92407
10574,198.24326
10575,69.269775
10576,25.996872
10577,47.368553
10578,31.577404
10579,19.398033
10580,19.218952
10581,10.098607
10582,9.670837
10583,7.934357
10584,-1.4458584
10585,8.997842
10586,40.664692
10587,25.317043
10588,138.00024
10589,294.15784
10590,393.89594
10591,525.90283
10592,624.37463
10593,720.083
10594,757.74066
10595,776.63135
10596,663.73566
10597,460.25037
10598,259.4013
10599,157.26894
10600,19.9545
10601,54.52631
10602,18.069519
10603,27.72013
10604,2.441112
10605,26.627562
10606,-24.318808
10607,6.2945538
10608,15.410822
10609,21.914644
10610,21.62426
10611,8.624123
10612,84.93148
10613,222.27231
10614,351.91733
10615,596.92426
10616,661.3927
10617,655.0581
10618,754.6999
10619,752.39966
10620,722.20605
10621,508.56635
10622,270.31897
10623,83.93859
10624,11.170334
10625,25.727026
10626,33.905926
10627,28.223135
10628,28.583834
10629,4.9540243
10630,-18.709412
10631,12.251694
10632,72.423416
10633,61.010517
10634,124.4135
10635,123.865585
10636,279.83783
10637,528.4251
10638,625.1841
10639,771.51056
10640,856.15643
10641,786.298
10642,524.3735
10643,352.16693
10644,436.8581
10645,351.14026
10646,149.10577
10647,-32.040005
10648,-9.673865
10649,25.610573
10650,31.92337
10651,88.86918
10652,31.027653
10653,72.709915
10654,76.412346
10655,69.09474
10656,79.1183
10657,78.80091
10658,25.076555
10659,92.57858
10660,144.9402
10661,95.04209
10662,102.68627
10663,294.1025
10664,451.2956
10665,483.5833
10666,371.83606
10667,501.7224
10668,535.12976
10669,280.1009
10670,243.01619
10671,59.897038
10672,22.141325
10673,11.811833
10674,6.933114
10675,-2.979069
10676,-6.610672
10677,-10.845908
10678,5.645137
10679,-27.24186
10680,0.5897865
10681,-18.941734
10682,-31.784262
10683,31.276577
10684,134.96008
10685,315.55777
10686,355.23172
10687,559.9081
10688,660.8593
10689,595.0995
10690,570.15405
10691,503.56125
10692,395.03815
10693,287.71472
10694,152.75963
10695,57.166065
10696,-17.846111
10697,0.22261655
10698,18.565664
10699,1.2114567
10700,5.310364
10701,5.537764
10702,1.3114557
10703,-13.392566
10704,-5.8864346
10705,-15.392308
10706,-9.02446
10707,33.053303
10708,133.54433
10709,297.4509
10710,335.87543
10711,640.8661
10712,699.61554
10713,606.1698
10714,714.0492
10715,620.4633
10716,399.28595
10717,190.92595
10718,166.88445
10719,36.936626
10720,-7.568412
10721,-19.266384
10722,17.551817
10723,19.7622
10724,0.72648644
10725,17.10962
10726,103.817635
10727,41.648952
10728,40.353214
10729,47.296154
10730,114.41535
10731,31.203384
10732,171.82552
10733,162.64542
10734,219.90912
10735,133.918
10736,343.37234
10737,285.50723
10738,601.833
10739,551.12555
10740,500.67514
10741,403.84192
10742,234.39561
10743,89.75326
10744,30.728352
10745,27.64044
10746,14.097497
10747,-2.9193273
10748,40.05759
10749,35.967857
10750,70.568474
10751,69.65558
10752,22.358276
10753,59.11046
10754,-12.303829
10755,4.2823296
10756,136.13136
10757,352.6013
10758,263.06387
10759,211.28745
10760,187.28899
10761,186.67595
10762,317.09232
10763,572.0238
10764,665.1683
10765,413.0487
10766,230.48174
10767,51.98202
10768,0.7326672
10769,0.042392492
10770,67.72152
10771,42.09579
10772,55.78843
10773,1.177527
10774,95.58548
10775,93.29067
10776,101.234985
10777,62.615818
10778,27.188162
10779,26.792328
10780,200.54329
10781,273.0957
10782,204.23221
10783,403.47452
10784,343.2902
10785,442.888
10786,586.5095
10787,716.2187
10788,494.93277
10789,298.69052
10790,192.92094
10791,61.95239
10792,17.50206
10793,83.74404
10794,22.184505
10795,9.362227
10796,-3.784289
10797,39.723343
10798,60.93015
10799,-9.994399
10800,0.92318666
10801,32.9946
10802,-12.082472
10803,70.94687
10804,201.66745
10805,321.51477
10806,400.4277
10807,292.44412
10808,389.73767
10809,590.3684
10810,406.49304
10811,389.73917
10812,268.6773
10813,311.43054
10814,137.14743
10815,63.09948
10816,2.024608
10817,8.475798
10818,7.2529063
10819,64.31689
10820,-30.478008
10821,1.0920528
10822,-0.69547224
10823,-3.2172909
10824,-19.598036
10825,-31.233648
10826,27.629438
10827,-1.0455918
10828,124.774315
10829,269.044
10830,241.28918
10831,389.2235
10832,629.3488
10833,651.235
10834,676.21423
10835,664.44495
10836,591.62054
10837,295.28735
10838,199.93968
10839,45.428627
10840,-32.962315
10841,56.830936
10842,-33.95651
10843,-21.788898
10844,-11.766874
10845,-3.2987807
10846,4.077411
10847,3.3681173
10848,2.0938587
10849,13.759554
10850,-6.2993927
10851,30.744663
10852,158.10588
10853,342.41946
10854,380.17947
10855,583.27985
10856,612.6599
10857,679.09064
10858,634.1151
10859,623.8276
10860,552.87646
10861,396.50336
10862,167.38301
10863,169.52763
10864,-6.6066
10865,109.80457
10866,67.22577
10867,16.321333
10868,-5.9315553
10869,-11.4844475
10870,26.093422
10871,30.703403
10872,30.50608
10873,-11.178263
10874,88.01429
10875,18.290909
10876,183.57388
10877,63.949368
10878,161.062
10879,75.71943
10880,233.89304
10881,217.2214
10882,223.94728
10883,18.610868
10884,68.10093
10885,180.06903
10886,93.24032
10887,48.29834
10888,35.61263
10889,-16.743618
10890,22.052927
10891,29.07704
10892,28.380756
10893,33.065304
10894,-6.9362063
10895,37.721466
10896,38.15604
10897,0.6699567
10898,102.51418
10899,30.741417
10900,115.23199
10901,229.47394
10902,268.42908
10903,451.79443
10904,454.28253
10905,558.95795
10906,544.3685
10907,493.19693
10908,450.9592
10909,297.05377
10910,200.92282
10911,53.98937
10912,15.10316
10913,-1.754738
10914,16.457354
10915,11.278929
10916,15.2611
10917,6.2118225
10918,3.9797573
10919,-6.5606337
10920,2.0691366
10921,2.8156757
10922,4.802576
10923,9.049175
10924,117.40651
10925,261.1415
10926,314.88812
10927,609.59235
10928,715.775
10929,737.09174
10930,779.6985
10931,766.1085
10932,646.5376
10933,315.15375
10934,105.93736
10935,15.695402
10936,27.707333
10937,56.31612
10938,-11.268845
10939,-2.0245686
10940,42.007065
10941,-4.1805625
10942,-0.31748688
10943,-4.666799
10944,-2.6254632
10945,0.43139094
10946,5.3755836
10947,30.282839
10948,128.04147
10949,282.05103
10950,312.64655
10951,711.2008
10952,765.6311
10953,603.4986
10954,454.14444
10955,143.5434
10956,63.714317
10957,88.33961
10958,75.37454
10959,30.169502
10960,1.8407766
10961,6.9516892
10962,-5.622753
10963,-3.0663295
10964,-9.667946
10965,22.605968
10966,8.930721
10967,58.63364
10968,10.049646
10969,54.05264
10970,60.932438
10971,68.32571
10972,183.7068
10973,180.43169
10974,216.52597
10975,295.82794
10976,728.971
10977,787.25916
10978,868.01996
10979,783.17395
10980,369.58252
10981,299.94324
10982,99.0092
10983,88.0308
10984,34.84422
10985,-10.225462
10986,-9.38005
10987,-19.6326
10988,-37.45718
10989,45.61247
10990,40.427162
10991,47.731953
10992,109.44418
10993,108.98178
10994,36.955776
10995,30.91652
10996,120.716545
10997,210.58463
10998,241.93376
10999,420.14307
11000,325.3351
11001,428.83417
11002,389.3881
11003,439.6977
11004,294.72067
11005,210.09706
11006,96.84433
11007,124.4351
11008,38.717373
11009,104.58528
11010,36.254005
11011,-3.5638885
11012,-11.195168
11013,17.340902
11014,10.032461
11015,87.859344
11016,41.658566
11017,79.23127
11018,45.67478
11019,45.50744
11020,101.170944
11021,229.33025
11022,180.6768
11023,234.80356
11024,250.74988
11025,103.93422
11026,97.53399
11027,52.12912
11028,46.585228
11029,57.752686
11030,60.87555
11031,36.83407
11032,11.08886
11033,1.3562174
11034,1.0838666
11035,13.370298
11036,-1.8669116
11037,8.354059
11038,19.830412
11039,9.92389
11040,8.793272
11041,3.4437869
11042,4.271228
11043,38.976788
11044,110.31307
11045,146.76503
11046,172.49883
11047,162.38696
11048,89.00293
11049,318.391
11050,89.34052
11051,348.99234
11052,222.37329
11053,169.75774
11054,76.24196
11055,64.46525
11056,23.397585
11057,12.77658
11058,3.5765674
11059,36.866528
11060,18.343742
11061,13.4924755
11062,0.024091601
11063,14.450602
11064,-3.9796376
11065,-4.597636
11066,-3.8561134
11067,5.653452
11068,107.20474
11069,293.83963
11070,326.1689
11071,523.1432
11072,669.03613
11073,761.2814
11074,711.6794
11075,807.1113
11076,652.48663
11077,291.99362
11078,115.13401
11079,35.728695
11080,5.109555
11081,2.7589679
11082,16.668285
11083,22.987108
11084,15.789862
11085,27.809977
11086,22.89244
11087,103.022316
11088,88.169
11089,-21.064425
11090,5.6261506
11091,50.337555
11092,127.83028
11093,211.58601
11094,339.91013
11095,599.997
11096,309.29562
11097,372.01862
11098,541.6754
11099,310.22214
11100,248.46838
11101,221.25603
11102,111.49331
11103,52.729458
11104,-15.904163
11105,18.97126
11106,8.361189
11107,10.503722
11108,43.322475
11109,60.578
11110,37.683636
11111,66.212944
11112,30.096651
11113,8.00275
11114,1.1169739
11115,30.599636
11116,140.74745
11117,245.30688
11118,280.83136
11119,422.03445
11120,509.897
11121,557.02545
11122,539.68365
11123,705.42395
11124,603.4641
11125,330.38214
