time,hum,wind,maxwind,winddir,rain,temp,Hour,Month
2017-07-07 15:00:00+00:00,31.142857142857142,3.957142857142857,33.9,328.57142857142856,0.0,21.12857142857143,15,7
2017-07-07 16:00:00+00:00,35.142857142857146,7.514285714285714,33.9,249.57142857142858,0.0,19.414285714285715,16,7
2017-07-07 17:00:00+00:00,24.0,5.233333333333333,33.9,258.3333333333333,0.0,19.85,17,7
2017-07-07 18:00:00+00:00,23.333333333333332,5.8,33.9,255.66666666666666,0.0,19.150000000000002,18,7
2017-07-07 19:00:00+00:00,22.0,6.416666666666667,33.9,248.66666666666666,0.0,17.816666666666666,19,7
2017-07-07 20:00:00+00:00,18.333333333333332,4.583333333333333,33.9,291.8333333333333,0.0,16.766666666666666,20,7
2017-07-07 21:00:00+00:00,10.666666666666666,5.6000000000000005,33.9,316.3333333333333,0.0,16.733333333333334,21,7
2017-07-07 22:00:00+00:00,10.0,10.450000000000001,33.9,335.1666666666667,0.0,16.816666666666666,22,7
2017-07-07 23:00:00+00:00,9.666666666666666,4.8500000000000005,33.9,304.8333333333333,0.0,16.849999999999998,23,7
2017-07-08 00:00:00+00:00,9.833333333333334,8.066666666666668,15.083333333333334,315.0,0.0,16.983333333333334,0,7
2017-07-08 01:00:00+00:00,7.5,9.950000000000001,13.416666666666666,312.6666666666667,0.0,16.883333333333333,1,7
2017-07-08 02:00:00+00:00,5.333333333333333,10.583333333333334,14.416666666666666,303.6666666666667,0.0,17.099999999999998,2,7
2017-07-08 03:00:00+00:00,4.833333333333333,13.016666666666666,16.55,308.6666666666667,0.0,17.183333333333334,3,7
2017-07-08 04:00:00+00:00,4.333333333333333,11.5,18.3,278.5,0.0,16.95,4,7
2017-07-08 05:00:00+00:00,4.666666666666667,10.216666666666667,18.3,313.0,0.0,16.7,5,7
2017-07-08 06:00:00+00:00,4.166666666666667,9.883333333333333,18.3,279.0,0.0,16.916666666666668,6,7
