,labombilla
3946,119.784645
3947,33.337463
3948,91.71476
3949,89.17219
3950,68.82528
3951,76.31155
3952,-0.17067635
3953,4.703696
3954,30.199072
3955,14.4198475
3956,31.401876
3957,40.298588
3958,35.954845
3959,62.728252
3960,241.00572
3961,505.9502
3962,734.8131
3963,845.0195
3964,928.7017
3965,922.7726
3966,798.7448
3967,728.11475
3968,601.07886
3969,366.76663
3970,82.69842
3971,77.35969
3972,30.374025
3973,35.870728
3974,32.643745
3975,18.920341
3976,77.9462
3977,-59.003437
3978,-0.43889165
3979,4.063518
3980,-38.748486
3981,19.920174
3982,4.801534
3983,50.16484
3984,283.20697
3985,527.68616
3986,711.211
3987,858.9371
3988,932.61896
3989,904.63513
3990,786.58203
3991,734.398
3992,600.4112
3993,456.8209
3994,133.41492
3995,10.080445
3996,46.028305
3997,45.412193
3998,52.2872
3999,-35.24054
4000,26.006193
4001,6.8924246
4002,40.444305
4003,8.505075
4004,12.865049
4005,29.046724
4006,12.858156
4007,56.946644
4008,260.53073
4009,416.92624
4010,619.3698
4011,813.3191
4012,756.5906
4013,774.46173
4014,654.99316
4015,557.8226
4016,435.66165
4017,275.31277
4018,95.323074
4019,38.708473
4020,49.646538
4021,-2.0171773
4022,23.42436
4023,6.271186
4024,11.137774
4025,26.987747
4026,27.461811
4027,24.482897
4028,9.730553
4029,4.8851476
4030,15.107919
4031,70.426674
4032,134.24396
4033,419.22174
4034,629.6327
4035,766.5425
4036,850.9442
4037,830.06354
4038,614.33057
4039,539.86206
4040,529.087
4041,336.06488
4042,113.10539
4043,-17.374664
4044,-1.4823446
4045,27.967686
4046,10.731066
4047,2.39083
4048,7.6330676
4049,8.883518
4050,9.27936
4051,16.83746
4052,10.740916
4053,10.747121
4054,27.716457
4055,54.948074
4056,197.21652
4057,423.25775
4058,602.09186
4059,762.46985
4060,817.917
4061,825.2051
4062,647.17523
4063,571.5709
4064,482.14954
4065,360.62708
4066,118.77076
4067,-13.335796
4068,3.1911087
4069,5.3798733
4070,56.1829
4071,19.847372
4072,-9.732167
4073,34.411724
4074,-19.285212
4075,48.427544
4076,101.398575
4077,52.950073
4078,37.95968
4079,57.526814
4080,315.7786
4081,451.81662
4082,631.5524
4083,747.3611
4084,849.2339
4085,785.9466
4086,643.4919
4087,607.4185
4088,507.97702
4089,363.0795
4090,142.29193
4091,-3.6269593
4092,-24.691168
4093,-35.29702
4094,-67.08759
4095,-45.94892
4096,27.815943
4097,23.106485
4098,38.437992
4099,20.11839
4100,20.11839
4101,13.356334
4102,30.24601
4103,57.935993
4104,209.1015
4105,453.45496
4106,592.94635
4107,728.442
4108,821.88696
4109,821.0184
4110,639.7683
4111,568.3672
4112,515.3976
4113,374.74484
4114,92.83226
4115,35.64456
4116,4.753621
4117,-33.064217
4118,-25.558329
4119,-25.83829
4120,15.46526
4121,-8.6537895
4122,1.6578954
4123,-24.734608
4124,-4.450603
4125,5.6118007
4126,-25.829361
4127,59.445057
4128,215.3358
4129,386.76523
4130,608.30554
4131,753.1041
4132,812.27124
4133,834.04553
4134,618.7446
4135,537.7136
4136,530.0442
4137,310.059
4138,108.22214
4139,95.98765
4140,22.955402
4141,101.69802
4142,74.941246
4143,93.19175
4144,1.6429058
4145,23.529413
4146,86.99361
4147,47.52878
4148,72.58916
4149,92.14046
4150,81.31359
4151,115.76308
4152,250.71664
4153,397.2063
4154,641.41266
4155,707.21985
4156,704.29895
4157,836.0789
4158,660.8829
4159,522.4936
4160,506.05704
4161,374.45654
4162,94.8434
4163,19.983736
4164,5.9513073
4165,36.360336
4166,6.2929773
4167,70.68632
4168,71.08585
4169,64.25033
4170,23.705336
4171,-7.6885533
4172,29.788101
4173,18.417437
4174,-9.946619
4175,22.80465
4176,394.06924
4177,519.4357
4178,638.54724
4179,766.87244
4180,807.87885
4181,800.1313
4182,674.106
4183,543.02856
4184,575.6678
4185,403.49084
4186,79.862885
4187,39.08787
4188,25.893553
4189,2.4021099
4190,30.196537
4191,29.628546
4192,15.392819
4193,5.1969295
4194,-2.3515913
4195,-19.989973
4196,-9.6513405
4197,-15.058275
4198,7.0201187
4199,60.667713
4200,286.73483
4201,534.204
4202,631.169
4203,761.36005
4204,836.85944
4205,820.5729
4206,661.65424
4207,492.09647
4208,542.156
4209,407.25974
4210,39.203346
4211,5.8659606
4212,-2.4384456
4213,-7.413745
4214,-21.39357
4215,-20.33041
4216,-10.7081175
4217,25.252268
4218,-22.612604
4219,-36.887276
4220,-88.18244
4221,-49.899494
4222,-32.74575
4223,103.44435
4224,287.80505
4225,432.16132
4226,604.98376
4227,763.5371
4228,791.44714
4229,761.3969
4230,625.47473
4231,511.97586
4232,468.32855
4233,343.68948
4234,132.88072
4235,43.86972
4236,93.48174
4237,42.78697
4238,73.70127
4239,69.297874
4240,18.137766
4241,16.971422
4242,40.29269
4243,24.359514
4244,-27.989817
4245,-62.209316
4246,-56.653275
4247,15.30184
4248,299.14047
4249,480.7545
4250,595.056
4251,778.5368
4252,780.1348
4253,700.0539
4254,648.0042
4255,584.85187
4256,522.0718
4257,351.75595
4258,105.81002
4259,48.567894
4260,8.524028
4261,-25.722153
4262,-46.639202
4263,-0.38762772
4264,31.663328
4265,31.663328
4266,38.199764
4267,38.700287
4268,-26.340689
4269,27.763802
4270,46.07927
4271,148.64989
4272,292.54437
4273,432.3164
4274,567.8559
4275,755.8819
4276,845.58795
4277,810.8299
4278,620.93066
4279,494.5513
4280,494.76724
4281,352.2007
4282,103.61076
4283,59.91508
4284,73.09281
4285,68.308266
4286,55.5003
4287,57.974133
4288,13.277963
4289,17.287107
4290,11.991965
4291,15.408786
4292,7.3374906
4293,7.0962644
4294,8.419657
4295,25.1993
4296,181.82446
4297,229.34421
4298,556.2533
4299,691.88885
4300,776.86835
4301,795.4694
4302,660.0697
4303,561.39655
4304,502.91666
4305,300.06723
4306,-17.442955
4307,9.759587
4308,-8.933421
4309,47.63895
4310,47.093994
4311,48.603443
4312,0.5364287
4313,8.551183
4314,29.592464
4315,14.726938
4316,16.441618
4317,24.891813
4318,6.36307
4319,44.56129
4320,193.00385
4321,494.09857
4322,414.33435
4323,761.87006
4324,851.50836
4325,801.6971
4326,643.4697
4327,578.9202
4328,517.005
4329,375.90182
4330,100.8677
4331,22.493593
4332,-5.3860064
4333,-13.237432
4334,-43.4926
4335,1.7818342
4336,-26.610611
4337,40.878887
4338,24.30672
4339,34.72312
4340,62.054432
4341,15.515737
4342,36.9923
4343,95.664764
4344,191.76904
4345,463.94662
4346,584.0886
4347,806.8478
4348,843.11835
4349,839.16064
4350,624.1615
4351,635.968
4352,564.83844
4353,395.4774
4354,71.34626
4355,-39.27527
4356,-45.587303
4357,-57.708267
4358,-59.61903
4359,-20.33041
4360,15.316056
4361,14.243478
4362,-37.079597
4363,-35.75341
4364,59.879417
4365,57.044323
4366,26.51649
4367,77.321594
4368,167.89795
4369,453.87857
4370,627.0584
4371,770.6196
4372,841.8935
4373,842.31525
4374,683.62054
4375,581.9208
4376,508.96368
4377,363.6152
4378,122.45291
4379,60.927532
4380,-36.23397
4381,-2.922503
4382,-27.959581
4383,-35.700283
4384,17.024576
4385,17.745598
4386,41.366146
4387,3.2624197
4388,-25.106094
4389,-18.447924
4390,-16.226559
4391,172.47801
4392,161.19537
4393,476.1788
4394,598.71405
4395,764.7673
4396,812.78613
4397,843.2942
4398,669.9911
4399,603.7954
4400,516.39307
4401,327.0376
4402,104.0451
4403,92.67597
4404,-24.741646
4405,-34.518745
4406,-26.530489
4407,-12.198234
4408,146.90805
4409,108.97291
4410,114.55904
4411,46.695858
4412,19.358248
4413,20.371305
4414,43.167095
4415,73.76163
4416,269.01483
4417,514.4703
4418,619.6532
4419,812.49524
4420,865.9198
4421,852.10376
4422,656.16583
4423,600.34644
4424,557.69495
4425,352.1704
4426,56.330032
4427,-31.573296
4428,-35.96387
4429,-5.4609995
4430,-32.78238
4431,-57.999916
4432,20.775808
4433,21.619251
4434,13.50973
4435,70.70341
4436,14.0773
4437,-5.086449
4438,48.92984
4439,55.63933
4440,268.7921
4441,470.7254
4442,490.85986
4443,798.0054
4444,873.71655
4445,855.324
4446,647.16046
4447,545.89685
4448,538.83484
4449,383.26767
4450,1.1535817
4451,-28.123821
4452,-52.72148
4453,-67.80375
4454,-52.861427
4455,-53.023525
4456,22.444597
4457,15.579452
4458,-14.293683
4459,-2.7510366
4460,-31.494555
4461,-5.086449
4462,30.165852
4463,61.469257
4464,252.52052
4465,508.27783
4466,654.0482
4467,784.397
4468,859.1645
4469,836.156
4470,626.5282
4471,598.2727
4472,556.0534
4473,316.60645
4474,91.48152
4475,4.873684
4476,17.93967
4477,57.43581
4478,-13.08711
4479,32.775482
4480,17.338642
4481,25.75599
4482,7.6756215
4483,29.562675
4484,23.938906
4485,34.065277
4486,27.549171
4487,52.223396
4488,222.09636
4489,431.0947
4490,600.08014
4491,732.6703
4492,827.80194
4493,834.4731
4494,626.24615
4495,553.1767
4496,435.61896
4497,338.81387
4498,52.4978
4499,63.811386
4500,28.059624
4501,-2.986711
4502,14.812492
4503,20.909914
4504,16.555819
4505,-5.804019
4506,24.706991
4507,96.86894
4508,14.621896
4509,37.484905
4510,7.512715
4511,55.648888
4512,283.15195
4513,425.9495
4514,614.01556
4515,818.13635
4516,883.0391
4517,884.50165
4518,671.0123
4519,570.84247
4520,503.8432
4521,340.1427
4522,75.20108
4523,23.145464
4524,47.679848
4525,38.080963
4526,54.588253
4527,43.051243
4528,27.61384
4529,29.469078
4530,-3.598176
4531,23.947655
4532,2.9063718
4533,2.9125764
4534,12.252499
4535,44.43791
4536,262.793
4537,419.97836
4538,592.6848
4539,788.96387
4540,769.30164
4541,870.3859
4542,654.4815
4543,566.3817
4544,454.99805
4545,295.72122
4546,23.512718
4547,48.86891
4548,55.125595
4549,57.19242
4550,78.7459
4551,49.65213
4552,-31.804092
4553,10.557965
4554,24.65868
4555,0.7589202
4556,8.403049
4557,18.822796
4558,-32.084503
4559,-4.259598
4560,290.4584
4561,455.33194
4562,700.4586
4563,799.82996
4564,793.06433
4565,815.8606
4566,595.0225
4567,513.962
4568,474.70145
4569,315.0948
4570,84.23056
4571,74.40542
4572,38.122684
4573,38.10631
4574,48.14623
4575,49.209385
4576,8.873114
4577,11.042372
4578,16.95112
4579,125.52054
4580,14.593668
4581,11.006539
4582,20.696337
4583,70.74983
4584,231.42635
4585,411.29895
4586,582.06116
4587,675.70325
4588,818.70874
4589,824.6449
4590,581.7561
4591,550.1795
4592,457.838
4593,319.9823
4594,76.34272
4595,15.427701
4596,2.331477
4597,8.841035
4598,15.813185
4599,-6.0894327
4600,98.548485
4601,16.690918
4602,21.08681
4603,12.405566
4604,11.6504755
4605,11.252449
4606,11.441763
4607,70.69166
4608,257.77548
4609,506.91895
4610,615.56396
4611,753.38336
4612,823.31506
4613,798.8443
4614,646.94147
4615,593.84375
4616,596.151
4617,357.4273
4618,8.535468
4619,-53.680645
4620,-49.515766
4621,-77.831245
4622,-64.28362
4623,-45.211758
4624,9.246951
4625,-11.942187
4626,8.424165
4627,-16.694386
4628,-32.96208
4629,10.905002
4630,10.9310255
4631,31.152052
4632,302.99673
4633,454.36057
4634,653.41876
4635,785.33466
4636,893.0597
4637,854.1069
4638,724.9529
4639,598.86365
4640,542.2571
4641,390.12836
4642,-7.1211605
4643,-30.28329
4644,-59.804237
4645,-105.21166
4646,-89.95347
4647,-75.55163
4648,4.6404023
4649,36.76165
4650,-20.461454
4651,-1.2621447
4652,7.096605
4653,-24.653545
4654,-32.030865
4655,89.72555
4656,251.34451
4657,400.88577
4658,632.6971
4659,835.68097
4660,808.12665
4661,832.30634
4662,612.69147
4663,504.1019
4664,571.8579
4665,408.09277
4666,121.65911
4667,10.694045
4668,16.617949
4669,-8.491812
4670,-43.781597
4671,-4.4650545
4672,31.663328
4673,49.030907
4674,-7.3449173
4675,45.35459
4676,38.85479
4677,41.698483
4678,9.13486
4679,38.066895
4680,244.1591
4681,448.39865
4682,644.908
4683,786.89966
4684,828.8269
4685,840.9824
4686,617.02826
4687,591.79004
4688,509.867
4689,333.41266
4690,46.8679
4691,7.370588
4692,-1.2901527
4693,-12.051252
4694,-14.913196
4695,-33.010986
4696,43.998726
4697,25.939049
4698,29.655148
4699,11.351578
4700,7.6067204
4701,21.796635
4702,3.0868213
4703,48.614365
4704,225.67091
4705,325.03973
4706,634.5111
4707,748.3669
4708,842.1307
4709,828.1762
4710,625.21216
4711,564.0916
4712,453.9654
4713,356.66595
4714,81.91102
4715,84.23992
4716,62.830822
4717,21.149971
4718,26.297253
4719,57.763847
4720,78.06484
4721,27.269651
4722,13.976595
4723,28.003235
4724,13.415507
4725,13.201146
4726,15.109945
4727,36.04555
4728,202.4354
4729,420.2964
4730,585.20734
4731,695.61487
4732,810.4826
4733,786.42035
4734,664.9905
4735,449.94135
4736,414.67523
4737,208.74274
4738,26.859097
4739,20.377083
4740,-17.430864
4741,-13.203828
4742,-3.2951655
4743,8.33992
4744,37.450584
4745,25.229532
4746,-7.3455157
4747,6.7145185
4748,30.75157
4749,52.924843
4750,23.936695
4751,40.524143
4752,276.62704
4753,492.4172
4754,595.9572
4755,708.86365
4756,713.72687
4757,703.80194
4758,540.96826
4759,443.8929
4760,418.90555
4761,227.57549
4762,33.397667
4763,46.29049
4764,42.495136
4765,36.359894
4766,33.638657
4767,2.8332276
4768,103.133835
4769,-11.378517
4770,-65.23245
4771,19.499863
4772,23.239685
4773,0.96171606
4774,25.433374
4775,57.526894
4776,235.99557
4777,431.08215
4778,585.0662
4779,726.08606
4780,768.34375
4781,803.94556
4782,569.74976
4783,369.5717
4784,404.4932
4785,255.4406
4786,91.45297
4787,74.69164
4788,11.520957
4789,36.619747
4790,39.761257
4791,70.27677
4792,86.29731
4793,25.292627
4794,-32.214622
4795,-48.625706
4796,53.792202
4797,-0.47983888
4798,16.002728
4799,36.01088
4800,194.23383
4801,384.70612
4802,552.2646
4803,707.44836
4804,743.5907
4805,766.07166
4806,596.15814
4807,453.52893
4808,452.32477
4809,225.00108
4810,35.758568
4811,-26.02984
4812,-40.444153
4813,-71.59539
4814,-48.211384
4815,-9.694911
4816,9.600344
4817,10.842138
4818,18.759005
4819,18.499453
4820,20.085192
4821,20.091394
4822,17.245213
4823,36.31898
4824,167.95854
4825,416.71722
4826,526.85724
4827,670.64136
4828,753.53815
4829,757.8109
4830,562.77295
4831,346.4964
4832,399.47598
4833,182.2423
4834,79.34067
4835,60.912407
4836,73.455635
4837,72.99961
4838,79.258446
4839,64.09226
4840,16.223915
4841,13.214232
4842,4.7825375
4843,13.345092
4844,3.5437376
4845,16.872341
4846,-1.1153154
4847,28.24145
4848,168.89832
4849,401.30698
4850,548.89594
4851,726.0047
4852,772.88983
4853,736.3822
4854,577.58606
4855,435.16638
4856,407.2992
4857,221.05879
4858,31.936844
4859,88.729095
4860,43.47001
4861,72.41557
4862,65.02041
4863,60.30539
4864,29.474121
4865,29.430492
4866,11.253694
4867,13.308057
4868,13.03561
4869,11.751395
4870,13.645437
4871,35.762825
4872,196.32552
4873,464.85043
4874,567.2142
4875,686.8583
4876,734.6316
4877,760.8891
4878,625.91724
4879,455.16766
4880,425.14075
4881,244.8153
4882,33.68831
4883,33.899208
4884,20.53541
4885,52.45388
4886,20.799
4887,62.500725
4888,40.84223
4889,10.881491
4890,11.709408
4891,12.581997
4892,13.158993
4893,13.49753
4894,12.849804
4895,36.341938
4896,195.35583
4897,441.8306
4898,556.99286
4899,726.2559
4900,779.48914
4901,795.99274
4902,627.28876
4903,424.0225
4904,425.25806
4905,289.18674
4906,117.35015
4907,103.95793
4908,93.86748
4909,69.28031
4910,25.96348
4911,26.466906
4912,13.393288
4913,10.988563
4914,8.202752
4915,11.269497
4916,10.937163
4917,20.255684
4918,-0.6193119
4919,23.291994
4920,152.01898
4921,389.5
4922,509.05878
4923,696.06696
4924,797.7843
4925,736.99866
4926,573.5101
4927,404.95468
4928,341.8605
4929,185.4713
4930,65.577774
4931,52.915512
4932,9.481875
4933,34.68559
4934,37.710896
4935,63.443817
4936,10.967594
4937,10.068289
4938,43.46216
4939,16.172903
4940,10.815258
4941,19.06149
4942,23.436796
4943,36.880524
4944,168.0803
4945,494.27563
4946,563.91614
4947,709.97504
4948,777.5027
4949,811.26227
4950,600.9127
4951,452.7333
4952,412.29953
4953,223.32936
4954,20.780178
4955,22.101215
4956,26.119581
4957,51.909626
4958,20.597414
4959,3.7886457
4960,6.077208
4961,7.9725246
4962,8.326133
4963,12.212865
4964,13.158993
4965,-3.1400156
4966,-6.874968
4967,30.882088
4968,155.84683
4969,457.66238
4970,560.336
4971,704.86127
4972,729.6264
4973,784.2232
4974,596.8125
4975,470.37265
4976,465.9063
4977,188.89082
4978,43.261948
4979,54.233273
4980,-0.32130826
4981,23.154432
4982,-3.4143453
4983,23.118855
4984,22.260544
4985,23.427683
4986,23.427683
4987,30.889658
4988,64.848175
4989,50.10245
4990,51.8102
4991,24.485119
4992,184.9274
4993,529.60455
4994,536.4787
4995,660.1436
4996,737.04926
4997,715.72723
4998,525.1516
4999,423.2781
5000,407.9986
5001,195.55489
5002,76.98415
5003,47.05212
5004,-2.237576
5005,-19.090906
5006,-57.04325
5007,-0.39275277
5008,-14.046845
5009,6.1931095
5010,-37.649456
5011,-54.25389
5012,-1.757869
5013,-43.12991
5014,-63.28433
5015,-19.687649
5016,160.44385
5017,268.28195
5018,429.4265
5019,679.58075
5020,681.16864
5021,699.83167
5022,617.6645
5023,490.26935
5024,356.4621
5025,230.98265
5026,21.558052
5027,-27.527517
5028,-56.46115
5029,-53.202137
5030,-45.10299
5031,-2.8384118
5032,24.245491
5033,15.437378
5034,24.627588
5035,19.56328
5036,36.317913
5037,23.539484
5038,122.63111
5039,39.746723
5040,239.73795
5041,357.85696
5042,547.43317
5043,690.0927
5044,730.5457
5045,714.8287
5046,535.8726
5047,432.8115
5048,379.5276
5049,199.9687
5050,36.814655
5051,-4.735919
5052,26.263773
5053,-14.198952
5054,-11.302251
5055,37.50667
5056,16.991718
5057,13.122908
5058,6.1092544
5059,9.697857
5060,32.198696
5061,12.743872
5062,15.755674
5063,-8.741779
5064,336.19766
5065,383.63342
5066,585.27496
5067,811.99097
5068,785.18866
5069,717.05225
5070,673.2245
5071,459.4508
5072,445.78296
5073,150.19585
5074,27.995392
5075,44.524548
5076,51.11965
5077,51.861954
5078,17.513695
5079,5.0782843
5080,6.1144166
5081,39.195736
5082,41.07321
5083,-17.119688
5084,37.666706
5085,4.8743114
5086,26.62266
5087,16.009377
5088,150.33939
5089,320.9751
5090,489.7016
5091,745.41235
5092,762.23615
5093,735.8192
5094,543.3272
5095,419.17203
5096,400.92065
5097,122.41526
5098,43.16249
5099,-45.348213
5100,-43.55409
5101,-33.064217
5102,-9.516418
5103,-29.337032
5104,2.5919971
5105,7.5001435
5106,-13.776816
5107,9.137761
5108,-30.153992
5109,-45.66092
5110,-34.218292
5111,32.78772
5112,228.7299
5113,399.20825
5114,559.93115
5115,742.44055
5116,778.3142
5117,785.7273
5118,606.4842
5119,454.12042
5120,465.74847
5121,150.05893
5122,93.1797
5123,30.150198
5124,4.601755
5125,5.928504
5126,29.018421
5127,57.16201
5128,32.770916
5129,12.187988
5130,32.20613
5131,11.995313
5132,5.3542075
5133,6.155131
5134,14.466204
5135,35.79766
5136,193.43921
5137,415.8745
5138,540.02203
5139,687.1419
5140,783.1565
5141,773.1947
5142,547.83386
5143,467.69153
5144,436.68173
5145,244.25665
5146,73.0957
5147,43.979195
5148,68.24956
5149,64.15757
5150,47.975143
5151,5.431202
5152,21.11364
5153,19.52948
5154,4.6495733
5155,16.861458
5156,19.882025
5157,7.6029925
5158,14.133452
5159,56.823673
5160,223.07205
5161,463.58408
5162,579.17596
5163,684.40985
5164,785.9535
5165,766.8484
5166,569.6425
5167,441.91055
5168,340.20328
5169,238.95525
5170,31.272984
5171,-12.469714
5172,-12.006582
5173,-6.950445
5174,33.608498
5175,37.358665
5176,30.310818
5177,1.0922384
5178,31.810284
5179,16.82138
5180,18.317394
5181,16.495249
5182,7.327288
5183,51.33192
5184,205.77083
5185,469.49182
5186,575.3734
5187,720.8475
5188,771.27795
5189,807.2872
5190,598.02435
5191,470.6751
5192,385.03735
5193,157.41898
5194,1.359932
5195,55.626038
5196,41.720562
5197,18.415619
5198,41.482735
5199,27.901016
5200,15.148524
5201,10.645627
5202,10.977959
5203,12.304145
5204,4.6686683
5205,13.607204
5206,17.800484
5207,37.004414
5208,201.81479
5209,392.49078
5210,561.6817
5211,680.7742
5212,785.60913
5213,745.3676
5214,576.72675
5215,463.64963
5216,424.63892
5217,173.83623
5218,31.142294
5219,55.889294
5220,45.47036
5221,50.313686
5222,40.744873
5223,17.166477
5224,16.336958
5225,26.437948
5226,10.24715
5227,12.898141
5228,19.510965
5229,13.039198
5230,22.550413
5231,65.33721
5232,177.69684
5233,442.6865
5234,395.42383
5235,723.5767
5236,795.556
5237,757.4485
5238,588.8128
5239,437.4751
5240,360.71558
5241,264.30402
5242,80.209785
5243,38.840336
5244,81.812485
5245,-7.893943
5246,43.877525
5247,33.62782
5248,79.85658
5249,8.63098
5250,6.4875965
5251,24.949968
5252,6.425657
5253,-5.4402804
5254,6.2880006
5255,40.816708
5256,215.6153
5257,467.79672
5258,484.28195
5259,642.44116
5260,759.8253
5261,714.14966
5262,547.6008
5263,402.24765
5264,373.89465
5265,231.67754
5266,79.79072
5267,64.07848
5268,40.83232
5269,48.788696
5270,26.878942
5271,12.445885
5272,5.2100825
5273,5.6490445
5274,31.100313
5275,49.23675
5276,-27.078201
5277,3.364894
5278,9.471279
5279,47.645683
5280,185.168
5281,562.16
5282,613.89453
5283,672.719
5284,767.40704
5285,686.92236
5286,601.01447
5287,379.1539
5288,322.00406
5289,145.89641
5290,43.248047
5291,-24.968996
5292,-39.483017
5293,46.721947
5294,23.093737
5295,18.378584
5296,-2.5189838
5297,42.054073
5298,28.64658
5299,3.6162338
5300,7.8882976
5301,9.362298
5302,4.130198
5303,24.1175
5304,142.63983
5305,367.24237
5306,522.43536
5307,589.7496
5308,726.64905
5309,705.075
5310,552.8073
5311,444.42896
5312,394.97113
5313,219.29787
5314,12.262475
5315,20.563341
5316,12.055999
5317,1.0353771
5318,16.342655
5319,-3.3329902
5320,13.780979
5321,0.017240569
5322,3.6765342
5323,1.8934634
5324,14.700319
5325,2.010639
5326,-1.964912
5327,19.674644
5328,216.51468
5329,428.0217
5330,490.23856
5331,683.2267
5332,758.3762
5333,755.0447
5334,569.11163
5335,421.08908
5336,394.85052
5337,179.69145
5338,27.332073
5339,19.365187
5340,7.8748784
5341,8.234184
5342,2.6533937
5343,6.347799
5344,9.917961
5345,8.7512045
5346,5.1696773
5347,8.03296
5348,5.2215886
5349,12.590677
5350,8.907811
5351,15.196742
5352,185.39104
5353,357.12103
5354,479.5907
5355,626.64874
5356,747.28815
5357,784.3096
5358,569.188
5359,416.68832
5360,373.95554
5361,116.4265
5362,24.314106
5363,12.921386
5364,11.3548355
5365,17.33484
5366,17.088564
5367,10.509263
5368,-4.3054476
5369,8.945974
5370,4.9760637
5371,-2.2294617
5372,5.2310314
5373,4.1414266
5374,5.5410314
5375,25.794827
5376,168.26411
5377,312.82462
5378,496.7992
5379,610.1123
5380,726.55695
5381,688.20245
5382,542.7641
5383,445.53366
5384,411.47733
5385,184.71278
5386,48.43241
5387,22.86935
5388,44.162315
5389,29.45109
5390,12.1965885
5391,28.411303
5392,21.892172
5393,-1.165396
5394,16.61479
5395,11.668336
5396,0.03542477
5397,1.9166257
5398,31.889606
5399,181.45859
5400,406.70627
5401,545.9248
5402,709.37775
5403,789.1687
5404,748.3501
5405,579.8129
5406,496.2839
5407,475.60107
5408,147.39236
5409,-15.872701
5410,-31.499836
5411,-15.814885
5412,-25.773993
5413,-29.496593
5414,-20.6373
5415,6.276972
5416,7.6813245
5417,32.11017
5418,-4.7726564
5419,3.6757884
5420,4.074963
5421,37.978745
5422,75.36407
5423,252.14583
5424,345.35684
5425,563.8891
5426,699.1166
5427,798.3125
5428,757.5487
5429,620.0257
5430,431.31393
5431,443.6618
5432,224.05034
5433,4.775316
5434,64.14469
5435,14.531502
5436,45.99415
5437,58.012405
5438,33.059612
5439,59.66751
5440,9.546512
5441,6.2406898
5442,-0.37036625
5443,9.310484
5444,21.472427
5445,14.241928
5446,48.008797
5447,159.06476
5448,510.1153
5449,577.23016
5450,726.097
5451,790.3978
5452,763.28455
5453,581.58044
5454,392.1389
5455,403.05704
5456,176.60745
5457,57.671825
5458,55.76669
5459,71.111435
5460,55.861923
5461,10.466901
5462,12.776933
5463,13.727602
5464,41.599655
5465,-15.694227
5466,8.119953
5467,14.603121
5468,16.364494
5469,7.2375264
5470,36.64075
5471,129.56374
5472,296.44037
5473,481.56348
5474,572.31915
5475,627.233
5476,584.0167
5477,502.86908
5478,379.9497
5479,248.0835
5480,109.64482
5481,16.882143
5482,16.129543
5483,21.16546
5484,28.765476
5485,48.496994
5486,58.885937
5487,14.705068
5488,15.616726
5489,17.23313
5490,2.1337194
5491,1.801385
5492,17.425282
5493,17.547169
5494,21.704182
5495,107.08542
5496,318.1889
5497,455.14703
5498,559.7398
5499,609.7341
5500,658.6504
5501,490.27335
5502,355.21686
5503,214.44183
5504,41.9145
5505,-55.6923
5506,4.8927298
5507,-1.9945203
5508,1.606763
5509,1.9982291
5510,1.9982291
5511,-2.4926386
5512,11.996346
5513,14.252761
5514,10.138815
5515,11.331631
5516,28.564043
5517,16.056467
5518,17.446793
5519,108.57853
5520,271.8513
5521,525.011
5522,569.0704
5523,677.4644
5524,622.3887
5525,503.85764
5526,327.97925
5527,227.84111
5528,109.44906
5529,5.05817
5530,44.43516
5531,10.197416
5532,13.037103
5533,19.88985
5534,-3.1538134
5535,15.344007
5536,33.24825
5537,26.826216
5538,19.993076
5539,9.060841
5540,9.595112
5541,11.526806
5542,32.831158
5543,109.026115
5544,368.31293
5545,465.94028
5546,643.766
5547,613.9493
5548,623.9185
5549,438.1679
5550,156.70898
5551,181.57272
5552,15.797932
5553,-4.5147843
5554,-7.2446256
5555,0.24549036
5556,-3.293298
5557,-19.914318
5558,-16.34671
5559,-4.080556
5560,12.853588
5561,-2.9433393
5562,-7.9352975
5563,7.1892943
5564,-3.2616568
5565,2.8210163
5566,15.755059
5567,48.35946
5568,278.124
5569,486.99832
5570,570.5426
5571,688.40424
5572,571.3335
5573,512.1521
5574,333.22122
5575,236.16188
5576,98.39148
5577,-9.50567
5578,-1.7281142
5579,-16.880066
5580,0.67393655
5581,-64.673325
5582,15.369856
5583,-17.23625
5584,-16.990059
5585,-7.7385373
5586,-5.446221
5587,-0.84659076
5588,2.6554885
5589,10.576932
5590,25.690403
5591,59.105007
5592,292.2577
5593,502.64517
5594,616.91614
5595,626.887
5596,627.17505
5597,489.15973
5598,372.4726
5599,261.47406
5600,119.37729
5601,11.581848
5602,2.6777039
5603,-9.0264845
5604,8.119796
5605,-3.3759778
5606,17.531689
5607,14.227239
5608,2.3592424
5609,28.930367
5610,14.3232765
5611,14.149208
5612,14.803806
5613,17.80738
5614,17.424356
5615,99.378334
5616,401.2892
5617,727.4241
5618,789.1514
5619,754.3314
5620,610.79224
5621,464.02356
5622,308.22586
5623,169.5285
5624,71.58473
5625,47.261814
5626,54.67913
5627,44.67517
5628,56.656662
5629,48.272736
5630,52.14675
5631,40.365593
5632,13.432326
5633,28.6756
5634,22.411573
5635,15.122224
5636,16.431946
5637,19.361395
5638,152.5465
5639,385.85947
5640,544.90497
5641,649.26953
5642,697.80475
5643,670.27515
5644,523.35626
5645,394.93054
5646,312.7223
5647,208.43561
5648,38.21669
5649,58.15993
5650,403.86227
5651,530.2103
5652,563.8491
5653,650.8775
5654,647.76294
