,labombilla
15974,52.141724
15975,162.12306
15976,295.39594
15977,637.4218
15978,829.17914
15979,951.3481
15980,957.0881
15981,995.16943
15982,861.7686
15983,762.6645
15984,650.9287
15985,415.91705
15986,81.96867
15987,74.00237
15988,41.959564
15989,54.537132
15990,56.440002
15991,59.22353
15992,34.62238
15993,30.1119
15994,28.589859
15995,43.585392
15996,48.950905
15997,30.562574
15998,42.237923
15999,125.69564
16000,213.64044
16001,635.42114
16002,863.6573
16003,949.6811
16004,892.4114
16005,1025.915
16006,857.78845
16007,809.2544
16008,671.7172
16009,412.54767
16010,45.829876
16011,35.039528
16012,8.214348
16013,7.2435265
16014,35.884205
16015,47.364468
16016,29.163382
16017,30.662855
16018,35.069805
16019,37.87308
16020,43.59881
16021,35.086094
16022,55.64245
16023,119.87493
16024,278.6004
16025,611.4893
16026,846.4586
16027,931.24
16028,956.59625
16029,986.00977
16030,822.51447
16031,711.1036
16032,637.5827
16033,421.7513
16034,12.09258
16035,75.252625
16036,8.01031
16037,44.54295
16038,42.396378
16039,40.963795
16040,15.630822
16041,16.69601
16042,31.728296
16043,26.258312
16044,26.258312
16045,67.036026
16046,65.633354
16047,135.62627
16048,323.4648
16049,604.5826
16050,813.5483
16051,930.74927
16052,993.1897
16053,982.2725
16054,860.1016
16055,772.097
16056,658.9177
16057,350.39435
16058,65.17779
16059,-13.602671
16060,54.03677
16061,35.42015
16062,38.562798
16063,46.55624
16064,27.999716
16065,30.49821
16066,28.399017
16067,81.28505
16068,22.023739
16069,53.969322
16070,42.531303
16071,130.69116
16072,318.1721
16073,612.7328
16074,830.39764
16075,911.63385
16076,957.33734
16077,992.1168
16078,794.3207
16079,721.4359
16080,603.04706
16081,419.88348
16082,71.06447
16083,73.254036
16084,102.46365
16085,67.362976
16086,50.985226
16087,97.19728
16088,-3.633572
16089,-3.633572
16090,4.994712
16091,-0.41419843
16092,22.005022
16093,28.162031
16094,38.26553
16095,53.2682
16096,229.7273
16097,634.40247
16098,803.9098
16099,936.7229
16100,977.5664
16101,978.18976
16102,891.42303
16103,797.4601
16104,712.23395
16105,441.92035
16106,124.55478
16107,93.32034
16108,12.664103
16109,-8.497504
16110,7.2980013
16111,33.337826
16112,-3.633572
16113,-3.633572
16114,29.84311
16115,31.54538
16116,28.76412
16117,29.521666
16118,44.999256
16119,77.198074
16120,265.14728
16121,647.7441
16122,813.54645
16123,888.727
16124,977.7142
16125,917.2865
16126,897.28925
16127,779.5608
16128,594.4194
16129,461.5973
16130,116.251564
16131,111.57251
16132,44.765873
16133,96.86716
16134,71.377426
16135,29.877436
16136,51.783943
16137,32.649845
16138,11.724341
16139,31.799192
16140,11.398493
16141,56.94625
16142,64.34332
16143,71.9808
16144,232.23825
16145,580.9701
16146,841.93787
16147,840.57275
16148,978.04224
16149,1012.6138
16150,866.23376
16151,792.22327
16152,738.08057
16153,468.20975
16154,90.38717
16155,58.553272
16156,62.489323
16157,3.378898
16158,43.810535
16159,64.07535
16160,33.984104
16161,28.426199
16162,-5.125582
16163,37.430466
16164,24.990635
16165,17.06688
16166,63.261494
16167,88.254036
16168,284.34277
16169,539.513
16170,790.0623
16171,981.8656
16172,1020.14795
16173,1048.6854
16174,900.155
16175,812.4682
16176,711.2006
16177,555.324
16178,181.0852
16179,133.04808
16180,85.00725
16181,41.97263
16182,59.28751
16183,94.40068
16184,12.317058
16185,55.78339
16186,66.82003
16187,53.987312
16188,34.293854
16189,50.807133
16190,33.53553
16191,90.10906
16192,264.17148
16193,580.978
16194,812.20746
16195,958.6898
16196,979.38806
16197,979.67346
16198,863.24255
16199,810.70013
16200,694.2478
16201,451.81555
16202,155.70723
16203,96.04984
16204,21.722347
16205,0.93182075
16206,42.503075
16207,-55.95563
16208,0.6531464
16209,64.420044
16210,64.12904
16211,40.90711
16212,41.94205
16213,58.5524
16214,77.9849
16215,132.31914
16216,427.1707
16217,669.5186
16218,764.6986
16219,916.3028
16220,983.46576
16221,978.3375
16222,855.8694
16223,783.1998
16224,705.8675
16225,467.6732
16226,92.634514
16227,35.700153
16228,51.405346
16229,72.17514
16230,15.827324
16231,5.486328
16232,15.41669
16233,31.835672
16234,41.65615
16235,37.281513
16236,50.95298
16237,53.769592
16238,45.503433
16239,101.47245
16240,258.8285
16241,617.74084
16242,813.0004
16243,936.7229
16244,977.5664
16245,953.453
16246,899.1257
16247,804.0464
16248,655.3041
16249,440.97052
16250,124.601746
16251,21.501057
16252,59.194454
16253,11.910312
16254,16.517899
16255,42.41694
16256,34.378464
16257,29.031813
16258,35.64755
16259,38.408623
16260,16.818396
16261,18.09817
16262,30.679392
16263,78.366585
16264,270.4458
16265,599.997
16266,809.91455
16267,942.72766
16268,977.44904
16269,982.48193
16270,884.09265
16271,838.59875
16272,704.3659
16273,486.33746
16274,148.63077
16275,102.23244
16276,35.238693
16277,23.512947
16278,60.67689
16279,59.20586
16280,30.174551
16281,32.171814
16282,45.71242
16283,45.17706
16284,82.14521
16285,40.384766
16286,51.662548
16287,108.97055
16288,253.69136
16289,454.90598
16290,819.0742
16291,936.91626
16292,969.47217
16293,988.4974
16294,862.0962
16295,810.4475
16296,697.31085
16297,435.48483
16298,119.53113
16299,46.315414
16300,41.45146
16301,64.37796
16302,3.9904635
16303,55.329666
16304,40.112762
16305,46.09353
16306,57.068985
16307,3.4153323
16308,12.075364
16309,75.841255
16310,61.81995
16311,68.02503
16312,312.6657
16313,555.6892
16314,802.5485
16315,915.40845
16316,990.78217
16317,964.28784
16318,867.58746
16319,785.2151
16320,712.3525
16321,491.06198
16322,163.76427
16323,106.96635
16324,44.284073
16325,61.56642
16326,73.30746
16327,93.172005
16328,64.32922
16329,60.84246
16330,46.27116
16331,50.72944
16332,47.40067
16333,45.259987
16334,64.93727
16335,125.97792
16336,222.1692
16337,634.3766
16338,830.261
16339,936.0995
16340,983.318
16341,991.23486
16342,893.6055
16343,812.7465
16344,666.7006
16345,468.0664
16346,110.03493
16347,28.242119
16348,56.70562
16349,68.26897
16350,37.57617
16351,33.87523
16352,35.383064
16353,49.29446
16354,46.372597
16355,39.691677
16356,37.427685
16357,31.11885
16358,62.72873
16359,96.44735
16360,245.72765
16361,573.7
16362,783.9265
16363,942.2622
16364,979.31903
16365,1004.7177
16366,893.3143
16367,780.2689
16368,665.35364
16369,456.50632
16370,120.72574
16371,60.77426
16372,85.74566
16373,-13.857522
16374,43.002953
16375,34.81516
16376,21.537746
16377,45.55886
16378,46.920467
16379,47.40067
16380,24.546684
16381,65.31028
16382,140.72092
16383,121.65774
16384,238.11102
16385,624.65936
16386,809.8484
16387,941.6853
16388,962.122
16389,963.36444
16390,888.9047
16391,813.2157
16392,711.2694
16393,496.523
16394,164.53308
16395,83.5104
16396,10.633534
16397,-5.4051666
16398,13.294235
16399,-25.219442
16400,17.383102
16401,76.593636
16402,82.47558
16403,106.92718
16404,79.35381
16405,58.69599
16406,61.463833
16407,102.490944
16408,331.4779
16409,603.1339
16410,862.7794
16411,960.4036
16412,993.1974
16413,979.6759
16414,887.4635
16415,823.0661
16416,685.0328
16417,481.19113
16418,135.67029
16419,87.30358
16420,79.08059
16421,-65.27958
16422,-54.717537
16423,-28.906315
16424,-22.863565
16425,17.16827
16426,-84.10188
16427,-39.7469
16428,17.3489
16429,16.62915
16430,10.006154
16431,66.35605
16432,336.94196
16433,651.08496
16434,839.8012
16435,1028.6211
16436,1058.1875
16437,1032.5331
16438,884.5147
16439,802.2884
16440,725.47296
16441,564.6768
16442,169.18846
16443,171.74055
16444,51.693314
16445,75.93342
16446,11.926308
16447,92.12792
16448,-24.342602
16449,-2.7968879
16450,-56.787582
16451,14.04494
16452,24.239313
16453,53.766598
16454,61.596558
16455,118.27753
16456,348.85925
16457,569.8334
16458,753.28815
16459,935.85284
16460,1045.7999
16461,974.92395
16462,951.3938
16463,806.43
16464,738.7035
16465,449.2979
16466,181.28903
16467,125.279655
16468,29.95422
16469,-3.1000814
16470,8.607307
16471,89.7075
16472,11.840242
16473,66.75838
16474,8.898635
16475,24.590372
16476,36.588383
16477,-14.943142
16478,60.230316
16479,112.49625
16480,331.5241
16481,578.5787
16482,763.3651
16483,904.1208
16484,999.5976
16485,1003.0657
16486,890.4064
16487,787.9079
16488,714.507
16489,497.11783
16490,162.05997
16491,136.78569
16492,80.92353
16493,111.94204
16494,26.4827
16495,153.49796
16496,25.917202
16497,-32.04672
16498,45.368595
16499,28.084993
16500,23.934443
16501,33.28025
16502,68.95653
16503,86.519966
16504,278.70917
16505,496.9019
16506,718.7081
16507,991.2237
16508,1030.2571
16509,978.8125
16510,798.15796
16511,840.707
16512,710.8099
16513,410.6283
16514,103.27746
16515,91.848305
16516,81.10342
16517,78.235405
16518,85.059235
16519,89.29153
16520,0.97822213
16521,32.82864
16522,46.89196
16523,35.232037
16524,35.962437
16525,37.407604
16526,45.04319
16527,84.092674
16528,121.71958
16529,600.86035
16530,805.4168
16531,936.262
16532,952.9529
16533,984.84143
16534,865.71387
16535,810.82886
16536,578.8085
16537,480.51187
16538,123.17303
16539,94.39769
16540,110.12293
16541,95.9473
16542,16.53024
16543,72.86517
16544,-1.5348959
16545,-8.52177
16546,92.05131
16547,1.9849979
16548,19.160131
16549,43.0527
16550,43.777954
16551,65.8377
16552,285.47137
16553,507.8918
16554,838.4331
16555,932.71674
16556,947.239
16557,1014.9576
16558,922.0643
16559,819.88617
16560,711.21735
16561,479.66385
16562,131.96187
16563,90.83976
16564,44.661278
16565,62.490814
16566,50.078705
16567,18.644474
16568,-4.509237
16569,17.296438
16570,29.771551
16571,55.843876
16572,41.65945
16573,7.790957
16574,65.872246
16575,81.954895
16576,235.49377
16577,570.60925
16578,807.6124
16579,932.4555
16580,1010.05347
16581,899.31055
16582,859.2741
16583,733.6109
16584,656.2068
16585,481.4518
16586,108.627754
16587,62.503693
16588,66.438255
16589,-48.097477
16590,19.627794
16591,67.23806
16592,69.20724
16593,-31.347239
16594,-26.185768
16595,48.586647
16596,65.33626
16597,-44.40849
16598,30.051464
16599,25.783806
16600,281.80658
16601,521.4003
16602,757.164
16603,928.1263
16604,1007.09503
16605,1019.4989
16606,864.09186
16607,822.3029
16608,625.6186
16609,462.04407
16610,120.486984
16611,127.27419
16612,93.99862
16613,64.139084
16614,31.961128
16615,69.63201
16616,4.629146
16617,50.794502
16618,52.13307
16619,13.476753
16620,113.04905
16621,30.303797
16622,48.77231
16623,72.16641
16624,280.05884
16625,585.7816
16626,793.7316
16627,1007.05975
16628,1006.9519
16629,958.0557
16630,963.22766
16631,840.7354
16632,650.04443
16633,517.46893
16634,197.46352
16635,65.492485
16636,126.872
16637,30.440392
16638,64.62182
16639,42.48087
16640,9.411559
16641,52.483326
16642,53.96878
16643,0.9271022
16644,29.49424
16645,0.38329685
16646,135.3426
16647,972.547
16648,967.9688
16649,818.04175
16650,832.20135
16651,709.4606
16652,512.4723
16653,115.39695
16654,112.30447
16655,-25.28713
16656,31.39038
16657,116.74386
16658,10.065201
16659,82.86667
16660,58.509933
16661,51.059723
16662,100.413155
16663,69.02063
16664,113.91914
16665,128.40831
16666,96.783104
16667,307.35178
16668,599.2326
16669,797.6271
16670,936.91626
16671,971.755
16672,990.16437
16673,890.6195
16674,790.79926
16675,702.013
16676,464.0533
16677,164.77893
16678,37.28901
16679,10.012121
16680,17.367825
16681,-34.3401
16682,-34.004265
16683,53.454216
16684,-2.3176692
16685,17.320435
16686,85.36
16687,65.92805
16688,19.139658
16689,51.724373
16690,57.38526
16691,135.18626
16692,638.52563
16693,819.6426
16694,904.26984
16695,1010.81714
16696,939.0748
16697,848.129
16698,790.26306
16699,662.03015
16700,573.70215
16701,191.91608
16702,23.281532
16703,-47.245426
16704,-7.474514
16705,-34.762623
16706,-31.66127
16707,23.527714
16708,32.49805
16709,53.682255
16710,97.55696
16711,37.375557
16712,20.125504
16713,92.03788
16714,83.166626
16715,388.12115
16716,621.81976
16717,818.7413
16718,891.2869
16719,935.92444
16720,933.6766
16721,882.5391
16722,826.724
16723,681.2019
16724,472.4029
16725,142.14638
16726,86.345924
16727,95.78413
16728,14.228003
16729,-25.340921
16730,59.520805
16731,70.03544
16732,82.10549
16733,26.812212
16734,54.646835
16735,41.73684
16736,41.76416
16737,53.931072
16738,105.817856
16739,293.87073
16740,548.4074
16741,855.5967
16742,962.03625
16743,991.5489
16744,1006.05634
16745,927.25037
16746,841.49615
16747,714.10016
16748,539.1442
16749,80.29647
16750,65.189995
16751,64.27958
16752,-11.183312
16753,43.289654
16754,59.928616
16755,18.151567
16756,19.894894
16757,-2.3196537
16758,67.45689
16759,-15.918672
16760,-7.11096
16761,124.64275
16762,84.92259
16763,239.4334
16764,587.83
16765,794.6539
16766,965.17865
16767,945.82776
16768,1018.0462
16769,882.249
16770,818.5923
16771,682.6721
16772,437.03583
16773,115.980064
16774,99.07611
16775,128.09268
16776,104.23914
16777,32.183163
16778,123.28681
16779,-9.480065
16780,21.066944
16781,30.617281
16782,2.2146716
16783,26.882433
16784,51.34113
16785,64.69542
16786,94.698654
16787,251.59021
16788,606.01416
16789,793.4243
16790,924.28925
16791,990.2574
16792,963.0026
16793,862.2626
16794,817.94995
16795,691.0749
16796,487.99716
16797,118.40382
16798,44.506863
16799,6.5593786
16800,82.71129
16801,3.2550387
16802,22.863579
16803,53.927143
16804,54.99612
16805,54.99612
16806,29.267859
16807,51.660927
16808,39.771004
16809,45.116936
16810,113.84502
16811,292.59064
16812,582.3564
16813,779.3136
16814,935.5675
16815,967.4145
16816,976.103
16817,893.34296
16818,779.6045
16819,660.32
16820,466.6097
16821,117.37932
16822,55.22998
16823,25.02595
16824,16.188692
16825,83.774445
16826,58.766342
16827,-9.70933
16828,13.266101
16829,-9.246183
16830,64.65207
16831,10.520257
16832,14.276903
16833,19.9907
16834,42.51343
16835,273.06406
16836,532.13763
16837,723.25275
16838,873.4125
16839,937.0439
16840,935.85315
16841,815.0373
16842,675.6226
16843,605.95294
16844,432.87756
16845,95.95771
16846,83.20642
16847,42.795986
16848,78.15148
16849,54.16384
16850,46.03654
16851,6.8085437
16852,50.675278
16853,-12.175056
16854,65.752205
16855,86.4235
16856,0.57184076
16857,17.665482
16858,81.22285
16859,244.62964
16860,487.1359
16861,731.58276
16862,918.4901
16863,955.7717
16864,866.57227
16865,785.4719
16866,687.93854
16867,616.7005
16868,430.96832
16869,99.81348
16870,32.87917
16871,30.064196
16872,60.61305
16873,-64.92002
16874,40.335476
16875,117.87841
16876,120.86037
16877,66.097755
16878,46.96454
16879,10.083749
16880,16.417545
16881,52.769012
16882,38.63215
16883,266.4526
16884,536.6499
16885,760.0068
16886,853.21277
16887,939.56946
16888,900.931
16889,813.79565
16890,700.3312
16891,634.666
16892,409.15427
16893,111.24036
16894,56.437305
16895,12.58834
16896,2.4766479
16897,-0.5211774
16898,16.36546
16899,-51.50853
16900,33.52842
16901,38.77221
16902,37.914703
16903,8.352713
16904,5.7966914
16905,49.932144
16906,96.85181
16907,245.51053
16908,521.1783
16909,725.0298
16910,858.34595
16911,909.9305
16912,899.31635
16913,772.86194
16914,735.52167
16915,596.00946
16916,352.52155
16917,90.92216
16918,88.75889
16919,67.27957
16920,44.233864
16921,59.135883
16922,40.814697
16923,0.34711468
16924,18.038189
16925,-0.6701356
16926,-23.878677
16927,-4.2829924
16928,75.04299
16929,51.89562
16930,76.37278
16931,141.9617
16932,577.1829
16933,713.7999
16934,820.6138
16935,902.8436
16936,893.6714
16937,755.74774
16938,724.9291
16939,641.3239
16940,439.6727
16941,178.5305
16942,59.822304
16943,38.6533
16944,-20.952654
16945,-3.0642562
16946,-34.830093
16947,8.418411
16948,41.731823
16949,10.702115
16950,-22.427929
16951,4.3188186
16952,21.036543
16953,74.40673
16954,53.225746
16955,283.6423
16956,578.4569
16957,734.37775
16958,837.94183
16959,938.6478
16960,941.2295
16961,800.959
16962,718.50104
16963,612.5759
16964,420.1467
16965,66.83269
16966,22.786892
16967,46.23526
16968,1.5381335
16969,20.94939
16970,-0.26960862
16971,-35.135124
16972,13.186719
16973,49.137154
16974,22.77223
16975,13.0092
16976,18.601511
16977,34.158092
16978,73.40436
16979,207.45616
16980,512.8867
16981,711.6886
16982,811.00745
16983,904.4677
16984,922.3137
16985,789.0225
16986,667.8894
16987,638.2278
16988,454.68076
16989,102.230644
16990,78.66149
16991,42.2413
16992,2.2587843
16993,26.571217
16994,18.684908
16995,-6.2646756
16996,-50.51943
16997,-20.41504
16998,-33.2496
16999,-21.51497
17000,64.64946
17001,-9.753168
17002,60.55077
17003,316.02896
17004,581.3427
17005,815.7573
17006,897.49164
17007,951.57733
17008,867.01666
17009,788.87946
17010,727.5586
17011,641.50964
17012,443.90198
17013,88.73125
17014,68.76981
17015,18.734518
17016,-33.008163
17017,-39.99624
17018,-72.42861
17019,16.808573
17020,-19.221525
17021,2.0145419
17022,-11.004327
17023,-25.668175
17024,-24.510399
17025,24.820494
17026,90.09435
17027,209.71906
17028,556.9395
17029,760.1728
17030,863.0784
17031,939.1593
17032,930.8483
17033,840.45184
17034,730.1031
17035,627.658
17036,456.11996
17037,157.17432
17038,15.517152
17039,-80.77659
17040,-72.45289
17041,-33.391697
17042,-40.067192
17043,-2.9057682
17044,3.206401
17045,-4.371373
17046,-5.3747025
17047,-3.8542593
17048,-4.435477
17049,-4.4749074
17050,52.964912
17051,435.02325
17052,607.7099
17053,734.8488
17054,872.6253
17055,930.0024
17056,941.8551
17057,799.8171
17058,753.9956
17059,641.83813
17060,521.4562
17061,134.89815
17062,60.145527
17063,-9.548069
17064,-41.818996
17065,3.4444041
17066,-30.596542
17067,50.161274
17068,-10.800062
17069,17.126434
17070,-8.518377
17071,16.914398
17072,10.969678
17073,-12.60683
17074,60.3653
17075,300.10464
17076,576.23694
17077,702.0268
17078,820.9636
17079,935.42035
17080,885.3144
17081,755.982
17082,628.27344
17083,575.10565
17084,396.86426
17085,119.90782
17086,100.58561
17087,64.331276
17088,-20.208796
17089,11.213546
17090,-38.39874
17091,19.214914
17092,-20.603807
17093,-20.603807
17094,3.995813
17095,1.4732748
17096,7.074449
17097,75.06497
17098,-1.3679066
17099,251.5272
17100,573.8894
17101,728.93726
17102,856.5561
17103,889.2518
17104,846.9136
17105,779.91174
17106,686.94635
17107,586.8419
17108,418.4669
17109,126.74098
17110,33.36269
17111,83.988976
17112,-19.483324
17113,-8.889559
17114,28.96723
17115,54.713593
17116,8.66437
17117,-35.950775
17118,-57.643837
17119,6.120395
17120,29.199745
17121,-52.589626
17122,40.090416
17123,277.8878
17124,566.5622
17125,725.3595
17126,829.21826
17127,889.2518
17128,882.8705
17129,751.6453
17130,693.0734
17131,612.964
17132,335.88663
17133,80.435585
17134,1.505818
17135,54.96025
17136,34.08172
17137,37.349243
17138,117.33695
17139,87.65839
17140,13.155634
17141,-5.1967754
17142,13.691634
17143,1.6390702
17144,10.062526
17145,2.6682854
17146,79.28108
17147,115.061195
17148,485.42618
17149,745.26306
17150,858.1436
17151,867.8425
17152,877.263
17153,746.5161
17154,735.64795
17155,621.9317
17156,399.2498
17157,26.505966
17158,-0.044553563
17159,87.216515
17160,42.701447
17161,54.46849
17162,12.315242
17163,33.167324
17164,-58.996113
17165,18.050022
17166,25.657375
17167,-17.326788
17168,34.430122
17169,-28.560122
17170,46.228756
17171,193.39215
17172,522.2609
17173,726.05505
17174,843.5435
17175,915.9388
17176,927.3083
17177,798.79364
17178,697.45593
17179,631.3114
17180,426.4349
17181,94.84885
17182,106.76685
17183,23.365637
17184,6.9208474
17185,6.9208474
17186,3.774459
17187,-16.452072
17188,-12.2092495
17189,0.29249957
17190,68.58182
17191,14.297332
17192,22.22258
17193,24.163414
17194,18.751015
17195,254.67485
17196,658.90436
17197,724.2952
17198,867.95905
17199,875.88324
17200,920.8083
17201,804.58923
17202,733.72406
17203,638.7013
17204,472.79645
17205,105.62795
17206,6.6654534
17207,-4.282223
17208,57.970406
17209,9.107499
17210,6.3272886
17211,-6.2033825
17212,-0.6908765
17213,-14.346544
17214,-15.629036
17215,-32.972763
17216,12.168923
17217,-0.8403617
17218,50.118404
17219,221.56125
17220,556.8086
17221,721.8938
17222,803.12366
17223,893.73535
17224,908.1233
17225,784.15027
17226,666.42346
17227,629.8741
17228,397.72293
17229,106.55049
17230,52.588684
17231,-3.433536
17232,18.673645
17233,42.299473
17234,9.189108
17235,-5.6005673
17236,-3.931322
17237,-4.583687
17238,-2.573628
17239,-2.573628
17240,-5.513087
17241,-3.7619836
17242,53.29048
17243,197.27345
17244,519.6387
17245,712.69214
17246,820.9382
17247,891.878
17248,899.19794
17249,747.21783
17250,681.3895
17251,594.76013
17252,396.0062
17253,74.85462
17254,61.777916
17255,-19.418999
17256,-103.06353
17257,-85.89808
17258,-99.043144
17259,-16.969912
17260,7.568417
17261,8.35839
17262,-22.72673
17263,6.81169
17264,-18.687433
17265,-38.517185
17266,19.797445
17267,247.10732
17268,533.8234
17269,761.39044
17270,841.396
17271,947.5487
17272,919.63275
17273,758.9656
17274,708.7894
17275,585.5366
17276,435.79807
17277,120.5525
17278,-31.282997
17279,-43.37513
17280,-66.47146
17281,-18.160948
17282,-33.37208
17283,-17.207062
17284,-0.20366913
17285,16.26098
17286,-8.389537
17287,12.9877825
17288,14.779891
17289,71.4569
17290,130.38347
17291,472.11157
17292,577.3461
17293,796.1162
17294,886.6759
17295,959.31537
17296,952.1427
17297,793.82654
17298,703.7909
17299,625.1591
17300,460.2742
17301,107.06311
17302,101.79537
17303,-3.1444445
17304,55.247334
17305,-2.426465
17306,33.716595
17307,21.010666
17308,-54.213505
17309,-27.423895
17310,-31.419537
17311,-57.300636
17312,-11.226265
17313,-71.71455
17314,-55.1011
17315,251.39561
17316,546.66614
17317,740.359
17318,856.48865
17319,971.2428
17320,873.2752
17321,819.4533
17322,753.76263
17323,585.9071
17324,409.45026
17325,106.25635
17326,54.896343
17327,30.983513
17328,34.145218
17329,-12.9043665
17330,27.388964
17331,6.2269897
17332,-22.779835
17333,7.920134
17334,-5.5056934
17335,-45.940674
17336,-19.840288
17337,25.762682
17338,46.540127
17339,236.39648
17340,514.7201
17341,711.40076
17342,833.86554
17343,934.8823
17344,878.5697
17345,794.7
17346,698.73
17347,635.0033
17348,348.16846
17349,109.51254
17350,24.999746
17351,60.118233
17352,-26.35373
17353,-39.244728
17354,-19.942045
17355,-54.935112
17356,-13.438962
17357,5.5588975
17358,-14.419037
17359,-10.21557
17360,-31.582901
17361,15.164711
17362,1.4209164
17363,313.83926
17364,639.8529
17365,691.0763
17366,833.8474
17367,819.52
17368,987.64844
17369,827.8479
17370,706.8033
17371,619.0911
17372,398.2961
17373,130.35387
17374,-21.491299
17375,-25.744843
17376,0.39593017
17377,11.233172
17378,14.199943
17379,37.087032
17380,-23.899446
17381,-22.543818
17382,-39.214134
17383,-35.98108
17384,-88.864685
17385,72.75704
17386,118.85209
17387,384.87897
17388,584.89886
17389,826.38684
17390,847.0892
17391,965.48114
17392,979.5632
17393,894.6502
17394,707.11255
17395,712.472
17396,479.8608
17397,61.16169
17398,25.961124
17399,9.208833
17400,39.489388
17401,-9.116135
17402,12.581476
17403,8.265069
17404,-3.9124904
17405,-19.873186
17406,-1.262467
17407,-12.836208
17408,-5.2723994
17409,5.874174
17410,76.43723
17411,455.63162
17412,563.4937
17413,737.52374
17414,856.4641
17415,871.26654
17416,863.2065
17417,786.4957
17418,714.0224
17419,609.88116
17420,411.12503
17421,133.78786
17422,5.3062673
17423,3.0252635
17424,3.6245885
17425,-4.504829
17426,17.654451
17427,-13.909775
17428,-52.50915
17429,-5.883517
17430,-14.870024
17431,-50.61654
17432,-45.33064
17433,4.1896815
17434,35.520634
17435,249.7369
17436,593.498
17437,609.14935
17438,829.13226
17439,901.9114
17440,938.64874
17441,815.2997
17442,762.7436
17443,646.9948
17444,451.99655
17445,29.1475
17446,-13.394959
17447,-33.655285
17448,-22.852564
17449,-52.502586
17450,-43.25814
17451,43.7465
17452,13.488433
17453,61.148563
17454,27.497562
17455,28.341516
17456,28.990921
17457,33.468613
17458,68.09454
17459,226.95343
17460,609.18524
17461,721.1798
17462,895.4931
17463,965.6703
17464,922.1307
17465,816.2644
17466,722.1534
17467,591.42645
17468,438.138
17469,158.23486
17470,10.906691
17471,7.266949
17472,12.110875
17473,5.5141997
17474,72.336784
17475,-8.857595
17476,-27.901403
17477,40.44629
17478,32.88331
17479,-13.201272
17480,66.06165
17481,31.285568
17482,76.26051
17483,427.31894
17484,522.63556
17485,726.2584
17486,832.13043
17487,940.4169
17488,895.46814
17489,786.1317
17490,719.0177
17491,600.7369
17492,433.12433
17493,53.730434
17494,41.4166
17495,46.719196
17496,-18.70013
17497,-35.57374
17498,-56.634277
17499,22.34878
17500,59.30412
17501,57.41054
17502,71.37856
17503,3.9711492
17504,54.738136
17505,24.972242
17506,78.302925
17507,244.35568
17508,485.89984
17509,778.0866
17510,832.13043
17511,946.68036
17512,866.4287
17513,818.64087
17514,736.8942
17515,627.1528
17516,441.2693
17517,105.99741
17518,-0.16966783
17519,-30.63639
17520,-22.932274
17521,-11.754491
17522,-14.7646055
17523,-12.754129
17524,22.99076
17525,24.023403
17526,29.274294
17527,33.31948
17528,40.40689
17529,21.950031
17530,70.17871
17531,448.18033
17532,517.38635
17533,765.93353
17534,853.10724
17535,947.9736
17536,919.88873
17537,786.8533
17538,741.5645
17539,649.4234
17540,438.05527
17541,110.391106
17542,13.728029
17543,-5.9768896
17544,18.108677
17545,-6.9098654
17546,3.053916
17547,4.547583
17548,-13.345383
17549,-8.42137
17550,64.80323
17551,64.80323
17552,90.58364
17553,83.56962
17554,25.61919
17555,369.69983
17556,641.6586
17557,755.45935
17558,909.62
17559,953.0226
17560,918.3724
17561,787.5575
17562,742.9349
17563,670.5975
17564,413.2675
17565,108.6178
17566,50.499813
17567,59.997204
17568,22.979954
17569,31.258463
17570,81.49539
17571,-1.7959489
17572,-25.872274
17573,28.278238
17574,60.86484
17575,-8.476747
17576,16.22115
17577,-14.185121
17578,101.35071
17579,286.03973
17580,375.71573
17581,527.5994
17582,733.829
17583,857.3611
17584,840.5384
17585,508.74103
17586,516.164
17587,395.94138
17588,388.96878
17589,105.75155
17590,17.35543
17591,55.319233
17592,17.851578
17593,-9.275023
17594,21.799278
17595,-40.99464
17596,31.729338
17597,45.824066
17598,-23.492691
17599,9.522567
17600,5.593736
17601,28.516054
17602,49.506218
17603,224.75069
17604,385.5673
17605,558.58984
17606,703.00397
17607,808.741
17608,804.7109
17609,644.83026
17610,547.90765
17611,516.6619
17612,363.57794
17613,90.040245
17614,12.566381
17615,8.856715
17616,-1.5380312
17617,23.003603
17618,26.22069
17619,12.731407
17620,23.24732
17621,8.451302
17622,24.573507
17623,26.110346
17624,23.851532
17625,6.36307
17626,65.37691
17627,194.63055
17628,427.9723
17629,619.7678
17630,770.3914
17631,790.5576
17632,834.2367
17633,652.98663
17634,593.2392
17635,502.6316
17636,360.81314
17637,91.18555
17638,-20.778696
17639,-1.4312217
17640,52.161194
17641,27.939377
17642,27.939377
17643,6.9518266
17644,8.118968
17645,22.851477
17646,9.445154
17647,10.941168
17648,11.320533
17649,11.013155
17650,49.80777
17651,192.33003
17652,459.451
17653,624.7448
17654,755.0103
17655,868.9201
17656,830.4638
17657,609.2704
17658,505.38306
17659,478.01318
17660,340.11328
17661,64.91439
17662,-10.115076
17663,-1.7886621
17664,2.2537947
17665,2.2537947
17666,6.443031
17667,10.119046
17668,8.966576
17669,32.065613
17670,9.122791
17671,6.627813
17672,24.57971
17673,5.31741
17674,51.2178
17675,196.06223
17676,416.9541
17677,574.3537
17678,725.1256
17679,846.10144
17680,835.25244
17681,650.9556
17682,546.8992
17683,484.67377
17684,345.2521
17685,75.20271
17686,16.370422
17687,-0.15241657
17688,-17.521376
