time,hum,wind,maxwind,winddir,rain,temp,Hour,Month
2016-12-22 12:00:00+00:00,67.0,4.18,41.8,247.0,0.0,17.82,12,12
2016-12-22 13:00:00+00:00,66.66666666666667,8.299999999999999,41.8,240.0,0.0,18.233333333333334,13,12
2016-12-22 14:00:00+00:00,62.5,5.6000000000000005,41.8,265.6666666666667,0.0,19.066666666666666,14,12
2016-12-22 15:00:00+00:00,60.0,5.728571428571429,41.8,243.0,0.0,19.24285714285714,15,12
2016-12-22 16:00:00+00:00,62.333333333333336,3.1999999999999997,41.8,251.16666666666666,0.0,18.349999999999998,16,12
2016-12-22 17:00:00+00:00,68.83333333333333,1.8666666666666665,41.8,272.1666666666667,0.0,17.066666666666666,17,12
2016-12-22 18:00:00+00:00,72.66666666666667,2.9333333333333336,41.8,311.1666666666667,0.0,15.583333333333334,18,12
2016-12-22 19:00:00+00:00,73.83333333333333,4.0,41.8,234.16666666666666,0.0,14.983333333333334,19,12
2016-12-22 20:00:00+00:00,70.5,4.8,41.8,132.83333333333334,0.0,15.383333333333333,20,12
2016-12-22 21:00:00+00:00,70.83333333333333,4.8,41.8,213.0,0.0,15.299999999999999,21,12
2016-12-22 22:00:00+00:00,71.83333333333333,7.233333333333333,41.8,227.0,0.0,14.983333333333334,22,12
2016-12-22 23:00:00+00:00,71.5,3.466666666666667,41.8,214.66666666666666,0.0,15.283333333333333,23,12
2016-12-23 00:00:00+00:00,70.33333333333333,6.966666666666666,20.616666666666667,82.83333333333333,0.0,15.266666666666666,0,12
2016-12-23 01:00:00+00:00,75.0,1.8666666666666665,24.100000000000005,321.3333333333333,0.0,14.066666666666668,1,12
2016-12-23 02:00:00+00:00,76.5,2.6666666666666665,24.100000000000005,318.6666666666667,0.0,14.200000000000001,2,12
2016-12-23 03:00:00+00:00,72.0,6.416666666666667,24.100000000000005,104.5,0.0,14.85,3,12
2016-12-23 04:00:00+00:00,75.66666666666667,6.7,24.100000000000005,185.83333333333334,0.0,14.616666666666667,4,12
2016-12-23 05:00:00+00:00,73.16666666666667,6.983333333333333,24.100000000000005,196.0,0.0,15.033333333333333,5,12
2016-12-23 06:00:00+00:00,71.5,7.783333333333334,24.100000000000005,194.0,0.0,15.433333333333332,6,12
2016-12-23 07:00:00+00:00,74.16666666666667,8.033333333333333,24.100000000000005,127.66666666666667,0.0,15.683333333333332,7,12
2016-12-23 08:00:00+00:00,75.33333333333333,9.366666666666667,27.350000000000005,251.0,0.0,15.933333333333332,8,12
2016-12-23 09:00:00+00:00,73.33333333333333,6.166666666666667,30.600000000000005,226.16666666666666,0.0,16.083333333333332,9,12
2016-12-23 10:00:00+00:00,76.5,3.733333333333333,30.600000000000005,206.0,0.0,15.816666666666668,10,12
2016-12-23 11:00:00+00:00,69.83333333333333,8.85,44.01666666666667,144.0,0.0,15.833333333333334,11,12
2016-12-23 12:00:00+00:00,75.33333333333333,7.25,46.70000000000001,150.83333333333334,0.0,15.75,12,12
2016-12-23 13:00:00+00:00,77.83333333333333,8.583333333333334,46.70000000000001,212.0,0.0,15.466666666666667,13,12
2016-12-23 14:00:00+00:00,72.66666666666667,12.350000000000001,46.70000000000001,224.33333333333334,0.0,15.983333333333334,14,12
2016-12-23 15:00:00+00:00,71.16666666666667,7.516666666666667,46.70000000000001,244.0,0.0,16.216666666666665,15,12
2016-12-23 16:00:00+00:00,65.5,5.083333333333333,46.70000000000001,228.16666666666666,0.0,16.916666666666668,16,12
2016-12-23 17:00:00+00:00,62.0,3.1999999999999997,46.70000000000001,225.16666666666666,0.0,17.683333333333334,17,12
2016-12-23 18:00:00+00:00,65.83333333333333,5.883333333333333,46.70000000000001,232.66666666666666,0.0,16.216666666666665,18,12
2016-12-23 19:00:00+00:00,71.0,6.133333333333334,46.70000000000001,163.66666666666666,0.0,14.950000000000001,19,12
2016-12-23 20:00:00+00:00,70.33333333333333,4.0,46.70000000000001,134.83333333333334,0.0,14.966666666666667,20,12
2016-12-23 21:00:00+00:00,71.5,6.1499999999999995,46.70000000000001,101.83333333333333,0.0,14.466666666666667,21,12
2016-12-23 22:00:00+00:00,69.0,4.266666666666667,46.70000000000001,189.83333333333334,0.0,14.783333333333333,22,12
2016-12-23 23:00:00+00:00,66.5,4.816666666666666,46.70000000000001,213.16666666666666,0.0,14.616666666666667,23,12
2016-12-24 00:00:00+00:00,62.5,7.5,13.700000000000001,122.5,0.0,15.033333333333333,0,12
2016-12-24 01:00:00+00:00,58.0,5.066666666666666,17.166666666666668,182.5,0.0,14.9,1,12
2016-12-24 02:00:00+00:00,65.5,7.216666666666666,17.7,68.83333333333333,0.0,14.1,2,12
2016-12-24 03:00:00+00:00,63.333333333333336,6.966666666666666,17.7,71.16666666666667,0.0,14.583333333333334,3,12
2016-12-24 04:00:00+00:00,65.83333333333333,5.066666666666666,17.7,116.83333333333333,0.0,13.983333333333334,4,12
2016-12-24 05:00:00+00:00,66.33333333333333,8.0,17.7,77.83333333333333,0.0,14.266666666666666,5,12
2016-12-24 06:00:00+00:00,65.83333333333333,2.6666666666666665,17.7,220.16666666666666,0.0,13.883333333333333,6,12
2016-12-24 07:00:00+00:00,68.5,6.133333333333333,17.7,117.83333333333333,0.0,14.35,7,12
2016-12-24 08:00:00+00:00,68.0,6.416666666666667,17.7,89.66666666666667,0.0,14.866666666666667,8,12
2016-12-24 09:00:00+00:00,66.16666666666667,4.0,17.7,143.33333333333334,0.0,15.950000000000001,9,12
2016-12-24 10:00:00+00:00,66.33333333333333,2.4,17.7,221.16666666666666,0.0,16.650000000000002,10,12
