,eltime
7131,110.961296
7132,1.9608335
7133,-17.688498
7134,-10.434916
7135,-60.181133
7136,-42.60333
7137,-31.506283
7138,13.285327
7139,-2.446774
7140,2.6451828
7141,1.66621
7142,-11.021945
7143,-5.7982087
7144,12.964113
7145,81.67628
7146,56.065914
7147,284.24197
7148,209.05205
7149,319.58438
7150,384.12347
7151,263.17722
7152,397.62805
7153,307.48325
7154,212.1759
7155,98.48231
7156,11.589766
7157,4.686742
7158,16.289148
7159,7.236889
7160,6.0963492
7161,31.439856
7162,31.274662
7163,6.6047406
7164,26.70029
7165,29.094706
7166,84.44781
7167,53.689384
7168,56.828087
7169,50.403915
7170,170.08131
7171,555.89026
7172,526.81165
7173,722.26544
7174,675.54047
7175,711.2429
7176,536.70184
7177,327.5043
7178,232.98946
7179,163.01093
7180,20.496626
7181,42.493008
7182,37.22061
7183,10.866257
7184,24.563673
7185,14.097951
7186,3.4207945
7187,6.415043
7188,2.368824
7189,3.0261497
7190,0.6119282
7191,9.105368
7192,26.360682
7193,3.575549
7194,79.42934
7195,355.93665
7196,568.13
7197,701.2146
7198,738.92444
7199,691.2671
7200,527.84296
7201,326.40143
7202,283.86563
7203,115.47734
7204,56.055717
7205,51.813946
7206,41.233715
7207,37.85072
7208,38.84962
7209,46.357452
7210,-8.842005
7211,-12.095425
7212,0.66245985
7213,36.635002
7214,1.2060072
7215,30.421494
7216,0.34978947
7217,29.997286
7218,115.96937
7219,324.7563
7220,526.68066
7221,597.9352
7222,620.57025
7223,607.38745
7224,518.0952
7225,440.59705
7226,307.68826
7227,93.8282
7228,35.05903
7229,40.200794
7230,30.88631
7231,37.431484
7232,42.87986
7233,3.7988696
7234,2.103061
7235,45.998737
7236,-2.1854625
7237,0.8328222
7238,-4.5315948
7239,-3.786686
7240,-20.257345
7241,-2.7808275
7242,69.44354
7243,185.48474
7244,410.77798
7245,387.64468
7246,299.6812
7247,321.17554
7248,358.01727
7249,269.29056
7250,291.10587
7251,199.34618
7252,43.878254
7253,23.126976
7254,2.787539
7255,3.873146
7256,4.416363
7257,4.5733366
7258,37.26269
7259,17.95356
7260,5.9115644
7261,1.3451222
7262,0.49694613
7263,-45.95432
7264,6.1694393
7265,-6.249234
7266,53.957394
7267,314.01932
7268,377.4624
7269,440.37643
7270,402.7886
7271,582.0139
7272,606.54834
7273,487.63614
7274,344.66153
7275,157.4067
7276,5.929094
7277,19.47051
7278,7.8936677
7279,8.280126
7280,27.11578
7281,3.9260948
7282,8.659859
7283,15.603894
7284,-4.4114933
7285,-5.6719456
7286,-7.943647
7287,-0.3104505
7288,14.821374
7289,7.67734
7290,53.724316
7291,255.6853
7292,373.56744
7293,373.5844
7294,334.90875
7295,386.52927
7296,464.99066
7297,367.66153
7298,163.82014
7299,35.7646
7300,11.490407
7301,2.7843761
7302,5.431329
7303,5.5227175
7304,-0.8175334
7305,-6.6137977
7306,0.19768104
7307,-0.0050196648
7308,30.907137
7309,-1.8429854
7310,0.10386583
7311,9.901947
7312,-2.9324696
7313,-0.97217476
7314,53.85246
7315,227.47063
7316,397.6561
7317,552.9383
7318,434.32806
7319,409.55728
7320,477.55243
7321,303.92368
7322,167.79158
7323,60.11953
7324,36.994793
7325,44.296947
7326,41.21931
7327,45.514835
7328,38.21457
7329,-7.5149636
7330,-2.0653696
7331,-41.21201
7332,-52.151215
7333,-46.29002
7334,-9.033348
7335,-45.479145
7336,-27.019602
7337,-19.254213
7338,65.09004
7339,116.67082
7340,418.42752
7341,637.04126
7342,626.14294
7343,607.904
7344,461.35406
7345,464.5451
7346,176.2432
7347,169.0369
7348,82.28525
7349,61.907043
7350,0.5026675
7351,0.75584334
7352,-4.2598023
7353,-6.063828
7354,7.209101
7355,7.794556
7356,-2.251797
7357,-7.5388045
7358,0.2832306
7359,-0.81161714
7360,-0.09072613
7361,-0.84353817
7362,49.690643
7363,256.69485
7364,336.5638
7365,436.14197
7366,497.90152
7367,545.80005
7368,470.24808
7369,465.13214
7370,195.87924
7371,93.77547
7372,-10.190731
7373,-6.5076876
7374,-1.8839995
7375,-0.13877209
7376,2.2812319
7377,8.931915
7378,-7.1515317
7379,-2.0339684
7380,0.9541366
7381,-3.9160018
7382,-3.4297373
7383,-0.9372015
7384,1.1878866
7385,0.3544507
7386,38.503048
7387,177.06859
7388,467.81226
7389,572.809
7390,627.0297
7391,575.7331
7392,470.04895
7393,398.41122
7394,231.56099
7395,141.3075
7396,9.493715
7397,3.2211468
7398,11.788337
7399,13.467147
7400,-0.28719246
7401,4.407715
7402,-3.6226144
7403,-8.192732
7404,-12.795468
7405,-6.1579676
7406,-3.2055018
7407,-3.8574584
7408,-0.61057425
7409,-4.8506722
7410,59.92043
7411,116.00964
7412,295.34143
7413,584.93854
7414,522.88055
7415,460.0046
7416,250.07898
7417,389.22333
7418,107.137085
7419,170.33827
7420,28.794308
7421,23.164177
7422,17.909655
7423,44.283936
7424,32.14335
7425,-0.95015967
7426,5.871078
7427,-13.907419
7428,0.63411504
7429,-1.696855
7430,-3.132005
7431,12.119875
7432,8.614969
7433,4.716375
7434,64.876495
7435,163.15826
7436,294.33054
7437,530.3525
7438,507.59164
7439,644.1585
7440,512.43555
7441,458.62418
7442,223.85815
7443,131.14903
7444,-12.694636
7445,-4.7056127
7446,-4.2335424
7447,-8.477993
7448,-3.4365726
7449,-2.3198948
7450,-0.24806428
7451,-11.425371
7452,1.5442393
7453,-2.5387833
7454,9.729664
7455,-0.86583173
7456,-2.0772147
7457,0.047379762
7458,52.516483
7459,143.99605
7460,325.36502
7461,566.8214
7462,469.6353
7463,620.33624
7464,545.619
7465,339.73853
7466,207.82341
7467,132.51756
7468,-12.342671
7469,-0.18219702
7470,6.8213835
7471,-6.6856
7472,-2.0718672
7473,1.9182823
7474,-7.5310884
7475,-0.8634031
7476,0.7456118
7477,-7.0418916
7478,-1.5878177
7479,3.71835
7480,8.594082
7481,7.9331155
7482,43.26623
7483,141.56046
7484,484.14453
7485,530.18335
7486,570.6178
7487,609.84406
7488,526.25806
7489,438.79425
7490,190.65556
7491,108.662994
7492,3.8555079
7493,4.0438495
7494,-2.9418962
7495,4.4597893
7496,6.379969
7497,3.4364164
7498,-0.41857332
7499,-5.174024
7500,6.6536374
7501,-9.757922
7502,7.4314356
7503,-1.2723522
7504,-7.0716133
7505,-1.5289942
7506,6.89425
7507,194.18698
7508,468.2955
7509,517.10187
7510,570.9221
7511,481.4
7512,450.81253
7513,276.63965
7514,68.85745
7515,-6.1587257
7516,20.949413
7517,39.191605
7518,61.763973
7519,6.364111
7520,1.7958522
7521,12.878348
7522,-0.55648863
7523,10.349295
7524,-1.3527282
7525,5.37944
7526,11.192236
7527,10.667585
7528,-9.023321
7529,-4.616876
7530,9.409214
7531,139.72272
7532,494.68854
7533,410.06866
7534,701.4394
7535,464.0204
7536,591.546
7537,432.8625
7538,176.04362
7539,54.254192
7540,20.966955
7541,14.742611
7542,17.329445
7543,10.778797
7544,19.47
7545,14.270552
7546,-3.0299263
7547,-4.1511097
7548,-4.6736913
7549,-9.799428
7550,16.665094
7551,3.079827
7552,-5.0190206
7553,-1.2051349
7554,33.721195
7555,191.05551
7556,355.84808
7557,410.3706
7558,531.3405
7559,544.489
7560,269.16544
7561,264.8921
7562,176.08212
7563,109.70392
7564,9.200971
7565,-7.0828834
7566,-7.5325885
7567,-8.179512
7568,-1.7303852
7569,-4.43239
7570,-0.62455106
7571,-1.3527282
7572,-0.8321116
7573,4.6043897
7574,3.8959126
7575,-5.6469054
7576,6.019771
7577,12.467102
7578,24.63639
7579,135.2103
7580,408.09534
7581,442.70074
7582,519.9753
7583,579.6638
7584,527.0255
7585,470.5689
7586,252.06184
7587,81.04765
7588,4.4981456
7589,9.138681
7590,15.332218
7591,13.811905
7592,16.326504
7593,19.84454
7594,-8.149574
7595,-2.2310681
7596,-8.005821
7597,44.95823
7598,35.34215
7599,37.88747
7600,31.289692
7601,34.01498
7602,103.06659
7603,228.13437
7604,460.54767
7605,472.9491
7606,581.07947
7607,559.48755
7608,470.47247
7609,458.45135
7610,218.98561
7611,128.2191
7612,-3.4093802
7613,1.9535567
7614,4.838525
7615,2.4077055
7616,3.745604
7617,-1.1854652
7618,0.69612575
7619,0.7437252
7620,-3.8654268
7621,-5.7930737
7622,0.189096
7623,4.7250733
7624,5.3392377
7625,6.700357
7626,63.05193
7627,173.2143
7628,451.29895
7629,502.02515
7630,540.6107
7631,521.41394
7632,541.9641
7633,403.77982
7634,302.55103
7635,134.06526
7636,44.203903
7637,40.091114
7638,37.215057
7639,60.016663
7640,40.433186
7641,37.251743
7642,-4.232561
7643,-0.48723295
7644,-4.232561
7645,1.535356
7646,-1.2193695
7647,2.738243
7648,-5.8946824
7649,16.573013
7650,49.726105
7651,244.99051
7652,289.13104
7653,557.3208
7654,664.6447
7655,573.547
7656,503.75137
7657,487.56033
7658,236.50781
7659,155.62218
7660,25.308025
7661,16.897654
7662,10.399288
7663,5.077374
7664,9.581037
7665,8.449778
7666,-7.0652366
7667,-7.3214116
7668,-8.192732
7669,-1.2222601
7670,-7.7624927
7671,3.1646147
7672,-4.4289804
7673,4.2701707
7674,-0.7070992
7675,144.5348
7676,420.32205
7677,241.61432
7678,566.84644
7679,511.51804
7680,517.7066
7681,452.72778
7682,192.96173
7683,140.6673
7684,19.629019
7685,15.062292
7686,24.232063
7687,-6.6897697
7688,-8.933619
7689,-2.562821
7690,0.92870986
7691,3.062719
7692,-0.78953063
7693,4.5979605
7694,-1.5036669
7695,0.84330416
7696,7.661983
7697,15.21412
7698,41.668056
7699,95.64915
7700,353.14493
7701,571.6336
7702,489.55988
7703,519.0508
7704,487.16663
7705,430.18604
7706,230.08798
7707,74.292946
7708,3.6898847
7709,-13.093869
7710,-6.254739
7711,2.12038
7712,8.159747
7713,-0.9489765
7714,0.6127758
7715,-4.793045
7716,1.496581
7717,-11.525847
7718,-7.7443423
7719,-0.74021137
7720,13.184555
7721,14.08821
7722,16.008163
7723,125.24746
7724,351.64914
7725,526.7357
7726,564.42206
7727,592.36255
7728,504.8492
7729,446.65634
7730,219.18298
7731,146.66025
7732,14.188811
7733,-6.5680904
7734,-4.9349027
7735,-1.3553289
7736,-1.5636019
7737,4.028412
7738,-11.363834
7739,-2.6769037
7740,-4.690423
7741,-3.4779315
7742,38.6112
7743,37.346622
7744,35.719242
7745,5.7431703
7746,32.758175
7747,222.29794
7748,353.72995
7749,403.86636
7750,541.7349
7751,600.80505
7752,492.03647
7753,395.71854
7754,198.64342
7755,122.01953
7756,62.28187
7757,45.956497
7758,43.133236
7759,49.14013
7760,47.000454
7761,46.73059
7762,-8.471576
7763,-5.7703557
7764,-6.1594906
7765,-0.49133888
7766,-5.3644643
7767,3.146649
7768,-6.024297
7769,-2.806802
7770,57.89717
7771,174.99812
7772,330.47177
7773,626.8665
7774,691.7065
7775,561.15936
7776,577.48615
7777,478.77942
7778,194.48631
7779,162.32536
7780,57.24634
7781,53.370224
7782,46.702137
7783,47.350338
7784,42.254868
7785,45.983665
7786,-6.6457696
7787,-7.198029
7788,-10.389841
7789,0.8845712
7790,-10.103496
7791,6.821012
7792,-0.0939976
7793,-1.2567283
7794,26.304758
7795,240.29921
7796,395.16
7797,283.33658
7798,430.1831
7799,390.65045
7800,334.299
7801,452.48407
7802,90.74042
7803,139.03659
7804,16.752644
7805,18.998386
7806,14.991087
7807,6.5527506
7808,2.7842247
7809,12.936389
7810,-3.4992323
7811,-5.1475177
7812,-5.4762454
7813,-6.1947465
7814,-1.1916455
7815,-3.4605405
7816,-9.64513
7817,-5.1715837
7818,55.305817
7819,165.58458
7820,274.15128
7821,570.38684
7822,239.48856
7823,482.12552
7824,385.53763
7825,246.1951
7826,159.44783
7827,51.700943
7828,-17.456913
7829,-22.813211
7830,-23.013857
7831,-19.980211
7832,-0.31921428
7833,-17.409515
7834,1.7349143
7835,-0.79743826
7836,-3.66977
7837,-4.1075354
7838,-6.782338
7839,-10.288433
7840,-2.7153926
7841,-1.1905622
7842,-1.3311993
7843,193.76428
7844,371.45044
7845,228.21474
7846,517.22046
7847,557.08624
7848,456.99063
7849,394.1803
7850,167.5684
7851,147.71637
7852,-7.653754
7853,-8.918094
7854,9.109272
7855,-2.1054118
7856,5.5910263
7857,-3.551008
7858,0.095179304
7859,-3.1910625
7860,3.1800866
7861,2.1074095
7862,-6.6449575
7863,39.28576
7864,35.396343
7865,-27.040491
7866,48.825306
7867,102.991066
7868,191.34972
7869,458.6955
7870,567.2972
7871,525.2889
7872,537.58124
7873,425.41525
7874,60.554607
7875,124.461655
7876,21.404083
7877,12.790879
7878,17.226318
7879,8.776951
7880,5.1030946
7881,12.846162
7882,0.9407521
7883,-7.484728
7884,4.1720433
7885,1.3971069
7886,-11.30536
7887,1.7717102
7888,-0.7381092
7889,-8.260575
7890,1.3077575
7891,163.25337
7892,166.09627
7893,285.4341
7894,524.28796
7895,477.1975
7896,330.96445
7897,392.33218
7898,142.0955
7899,152.91383
7900,-10.513135
7901,0.42140687
7902,5.799463
7903,15.2738495
7904,7.1568537
7905,18.355364
7906,2.3261008
7907,3.293282
7908,-2.6419034
7909,-2.011096
7910,-4.5012646
7911,-5.2903013
7912,-5.282162
7913,10.115638
7914,-0.005955249
7915,120.11807
7916,374.01843
7917,458.5222
7918,533.61334
7919,496.6514
7920,598.8016
7921,458.1982
7922,207.11597
7923,162.85939
7924,7.465024
7925,6.263912
7926,17.61946
7927,4.4994
7928,10.756579
7929,-2.8494105
7930,10.17797
7931,-12.832783
7932,-14.387096
7933,-12.681224
7934,-9.305998
7935,-1.7626189
7936,-7.8606296
7937,-32.491905
7938,-23.926687
7939,85.988716
7940,378.741
7941,364.44983
7942,383.2835
7943,544.49054
7944,254.79556
7945,306.60834
7946,92.49179
7947,12.071184
7948,-2.928238
7949,-2.2395818
7950,-9.74538
7951,-5.8656397
7952,0.8758335
7953,-1.025395
7954,-11.421289
7955,-11.411706
7956,-6.5543137
7957,-6.1929874
7958,-8.341746
7959,-6.155096
7960,7.2909217
7961,6.24585
7962,-1.0745453
7963,161.7855
7964,375.3229
7965,582.9165
7966,499.38403
7967,481.84143
7968,300.33472
7969,231.21468
7970,76.286514
7971,59.849987
7972,7.558246
7973,9.294969
7974,0.37904775
7975,-1.0659523
7976,7.869634
7977,3.7955365
7978,2.1204364
7979,0.93451226
7980,-3.634453
7981,1.244561
7982,-0.17517322
7983,3.2951932
7984,-2.137292
7985,2.1986501
7986,51.688572
7987,179.46732
7988,333.32196
7989,533.09155
7990,521.16437
7991,558.2588
7992,448.50107
7993,343.4988
7994,225.35567
7995,100.47308
7996,4.3066883
7997,3.6696513
7998,-25.068258
7999,-35.10355
8000,-1.0711726
8001,4.4564986
8002,-4.7539835
8003,-11.749901
8004,-10.192049
8005,-8.83908
8006,-2.0367239
8007,-1.5242435
8008,3.811622
8009,-2.1519184
8010,72.14924
8011,187.06802
8012,389.24042
8013,701.905
8014,721.3806
8015,773.86664
8016,683.41693
8017,490.15393
8018,342.9385
8019,255.09781
8020,22.86574
8021,21.236605
8022,-14.645514
8023,12.359603
8024,-7.1795278
8025,4.4513907
8026,1.4735569
8027,-26.725832
8028,-8.270017
8029,-53.6431
8030,14.271027
8031,61.017998
8032,20.523964
8033,1.9919094
8034,52.16238
8035,258.43707
8036,341.19193
8037,569.12354
8038,632.7388
8039,636.85767
8040,624.77783
8041,420.94583
8042,343.8622
8043,197.45523
8044,25.928955
8045,6.377669
8046,3.4229243
8047,2.721548
8048,5.752065
8049,-19.945858
8050,15.471941
8051,-38.090645
8052,-37.36774
8053,-39.042492
8054,-35.846504
8055,-5.426718
8056,22.267845
8057,-9.7056465
8058,64.207375
8059,183.84749
8060,500.56424
8061,558.3699
8062,638.8535
8063,560.24994
8064,613.31714
8065,382.7
8066,274.28104
8067,187.2888
8068,23.604822
8069,17.334625
8070,2.4542127
8071,-2.903946
8072,9.046878
8073,-22.206444
8074,-14.063488
8075,-18.760862
8076,17.623983
8077,-8.381061
8078,4.8468113
8079,2.2827246
8080,8.864339
8081,5.4402494
8082,58.376194
8083,239.28876
8084,348.8584
8085,565.75287
8086,656.14374
8087,658.7898
8088,640.4571
8089,484.37555
8090,279.7889
8091,173.04713
8092,16.811098
8093,-6.454978
8094,-9.184364
8095,-8.548683
8096,2.6057549
8097,-0.9419807
8098,-13.241544
8099,-8.103515
8100,-7.3777275
8101,2.2977436
8102,-6.0485415
8103,-4.080765
8104,-16.424334
8105,0.1295749
8106,53.16956
8107,271.03424
8108,370.09662
8109,570.00244
8110,623.77356
8111,415.58704
8112,587.0062
8113,494.20776
8114,268.17896
8115,126.01154
8116,8.27696
8117,6.660193
8118,11.360986
8119,-1.8013777
8120,2.262929
8121,-33.502903
8122,-3.779384
8123,-9.235238
8124,-3.3915546
8125,-7.6013727
8126,5.7377977
8127,-1.642642
8128,1.8942116
8129,-0.15602873
8130,-27.348658
8131,187.99818
8132,287.37015
8133,548.81213
8134,465.36725
8135,477.6301
8136,402.06198
8137,477.89075
8138,148.61343
8139,152.4428
8140,3.1661024
8141,-26.534168
8142,-12.797563
8143,-7.679196
8144,12.99439
8145,29.46348
8146,9.006862
8147,-7.5148554
8148,5.67274
8149,2.797616
8150,-4.437925
8151,-8.364014
8152,-9.624651
8153,-1.6581774
8154,10.745699
8155,149.27246
8156,481.09183
8157,430.152
8158,715.3813
8159,706.79456
8160,522.86804
8161,446.3847
8162,211.19841
8163,191.99028
8164,23.847317
8165,-11.621275
8166,-2.2271402
8167,0.53988796
8168,-3.5640159
8169,-0.39416832
8170,-14.514124
8171,-13.981956
8172,-5.048117
8173,-5.027781
8174,1.3387749
8175,38.971794
8176,34.156013
8177,44.367096
8178,34.885136
8179,261.2256
8180,313.19064
8181,165.94884
8182,283.1049
8183,687.593
8184,445.08255
8185,405.6175
8186,250.50662
8187,75.296036
8188,-21.704985
8189,13.529212
8190,13.972295
8191,11.956003
8192,-8.786109
8193,-8.741473
8194,4.0329113
8195,-1.4098854
8196,0.6786341
8197,0.50037986
8198,2.631113
8199,1.4181422
8200,16.470669
8201,11.338801
8202,34.04999
8203,269.66406
8204,331.64334
8205,679.6508
8206,503.38608
8207,410.81827
8208,586.432
8209,379.44214
8210,101.37704
8211,44.365086
8212,-12.381484
8213,29.112265
8214,-4.188201
8215,-20.89704
8216,-17.045435
8217,-18.50561
8218,0.5239039
8219,7.320834
8220,1.7032394
8221,1.2103834
8222,0.0024606958
8223,-1.2595277
8224,13.479989
8225,12.514607
8226,34.350723
8227,133.62785
8228,304.86896
8229,724.87585
8230,771.45087
8231,460.59766
8232,447.6206
8233,306.6048
8234,108.048676
8235,114.01998
8236,37.321083
8237,109.08253
8238,-1.3187085
8239,4.0954833
8240,9.749105
8241,2.2738085
8242,0.15743461
8243,-6.6245337
8244,4.0673404
8245,1.5271657
8246,0.14731961
8247,1.6320547
8248,13.076272
8249,29.416883
8250,42.598225
8251,195.05693
8252,503.1033
8253,452.68524
8254,659.979
8255,638.65656
8256,589.18134
8257,326.87207
8258,181.0043
8259,109.68572
8260,-21.817034
8261,97.66008
8262,58.400288
8263,-1.3877271
8264,-8.121657
8265,-3.847359
8266,2.8156288
8267,2.617071
8268,0.15920532
8269,-1.189716
8270,2.6443028
8271,16.016455
8272,4.5240726
8273,-5.166283
8274,35.790035
8275,110.20497
8276,300.63467
8277,645.34393
8278,631.2424
8279,410.8663
8280,333.76312
8281,368.5598
8282,186.34032
8283,115.88595
8284,44.737556
8285,0.95131457
8286,1.881605
8287,5.8686213
8288,9.356744
8289,0.0038505644
8290,2.79242
8291,-4.8893204
8292,-10.65863
8293,-4.3957024
8294,-1.8588125
8295,-0.7247426
8296,-0.8871373
8297,8.7546215
8298,24.853361
8299,120.28047
8300,309.94296
8301,547.5392
8302,553.4194
8303,506.77115
8304,476.89133
8305,500.86465
8306,254.75037
8307,177.73811
8308,28.027172
8309,9.155059
8310,9.975394
8311,16.273409
8312,1.8554546
8313,3.3808115
8314,-0.28729433
8315,-0.1418882
8316,-0.64768606
8317,0.08798248
8318,0.08798248
8319,-1.1392763
8320,0.7325054
8321,-5.902913
8322,39.886253
8323,189.17795
8324,347.8885
8325,680.33093
8326,696.4692
8327,677.7406
8328,586.49255
8329,441.38956
8330,313.6355
8331,233.42867
8332,35.95271
8333,12.124261
8334,9.10644
8335,10.5607815
8336,11.265345
8337,6.8504763
8338,-2.0656009
8339,-7.051058
8340,-6.4117594
8341,-13.218729
8342,-4.0266542
8343,2.8833275
8344,-3.3619874
8345,-4.639181
8346,35.535885
8347,108.45726
8348,410.29434
8349,661.8007
8350,724.06366
8351,719.39264
8352,543.035
8353,509.825
8354,390.85794
8355,259.99368
8356,18.697401
8357,19.764568
8358,10.903718
8359,-0.46932206
8360,-19.731586
8361,-50.99283
8362,-7.2744026
8363,-2.80828
8364,3.864186
8365,-3.7888849
8366,-3.9538155
8367,6.064944
8368,5.2642655
8369,-11.589676
8370,34.49007
8371,180.42432
8372,478.01367
8373,620.18835
8374,559.85455
8375,541.5546
8376,501.13138
8377,385.56808
8378,257.81448
8379,126.43653
8380,20.419697
8381,6.721863
8382,-2.5235813
8383,-8.076751
8384,3.5664515
8385,-1.7941937
8386,-7.516435
8387,0.70147485
8388,0.27048042
8389,-0.589714
8390,2.9199183
8391,0.10113804
8392,-5.2952423
8393,-11.423174
8394,48.748367
8395,259.13525
8396,419.91364
8397,528.86554
8398,596.7742
8399,624.1992
8400,545.6397
8401,369.89276
8402,194.48871
8403,146.58452
8404,36.56026
8405,-0.1282098
8406,-5.204836
8407,3.425072
8408,-4.1220975
8409,8.139197
8410,-7.0062933
8411,-7.172119
8412,-6.1799583
8413,-6.3788586
8414,7.1138163
8415,1.3223628
8416,-3.7305439
8417,4.14797
8418,31.010014
8419,212.57776
8420,456.5284
8421,669.11566
8422,659.37256
8423,708.94446
8424,551.2961
8425,446.5638
8426,265.02237
8427,278.24606
8428,21.49173
8429,2.939942
8430,-1.5597312
8431,1.3242955
8432,4.4351664
8433,3.4037642
8434,2.5469089
8435,18.917923
8436,3.624897
8437,18.546091
8438,23.716354
8439,3.8133235
8440,4.814691
8441,-0.93150437
8442,59.492516
8443,220.97307
8444,395.53918
8445,503.63217
8446,705.5904
8447,721.81714
8448,588.2454
8449,491.17078
8450,317.34006
8451,244.2226
8452,38.723423
8453,18.692415
8454,24.323225
8455,30.296883
8456,1.4768305
8457,9.513017
8458,8.3322115
8459,3.8021257
8460,9.844486
8461,-0.45960447
8462,7.833833
8463,7.6956096
8464,14.44923
8465,10.974081
8466,69.60597
8467,182.92271
8468,492.3063
8469,511.27118
8470,574.98114
8471,673.5982
8472,600.9615
8473,528.68115
8474,274.0676
8475,248.58292
8476,20.919987
8477,12.351106
8478,-5.5978293
8479,0.60671735
8480,3.3743143
8481,2.59652
8482,13.41578
8483,2.243832
8484,-6.666701
8485,-8.4393
8486,-9.391251
8487,52.467896
8488,-8.209221
8489,-12.274563
8490,97.7485
8491,374.76285
8492,336.3281
8493,475.1008
8494,652.8004
8495,457.35645
8496,517.5367
8497,481.1419
8498,245.23758
8499,152.47153
8500,24.657515
8501,3.0582116
8502,15.44621
8503,44.39579
8504,-9.208299
8505,5.508093
8506,-27.860472
8507,-10.311183
8508,0.098258294
8509,-12.349741
8510,-9.828195
8511,-6.373223
8512,-0.6578254
8513,5.7488956
8514,20.539532
8515,181.78638
8516,440.7257
8517,509.55157
8518,596.7023
8519,573.7217
8520,518.5311
8521,419.21378
8522,239.50473
8523,161.61938
8524,11.180302
8525,-0.2737503
8526,-21.254662
8527,-3.8669999
8528,-3.8669999
8529,0.9808612
8530,-12.969004
8531,1.4495577
8532,-5.6251802
8533,-5.9418607
8534,3.9319975
8535,-6.5534034
8536,-5.1760626
8537,-6.7468204
8538,22.636362
8539,101.72681
8540,530.36865
8541,551.83716
8542,546.4648
8543,707.7108
8544,587.8761
8545,437.92523
8546,294.5823
8547,248.90155
8548,25.831846
8549,-9.589385
8550,-4.745329
8551,-20.132673
8552,7.4820213
8553,-15.654928
8554,-2.7005045
8555,-1.7547246
8556,-4.1102476
8557,-11.055841
8558,-10.285336
8559,-2.8238814
8560,-7.8427634
8561,-6.349178
8562,31.792294
8563,178.2744
8564,487.31842
8565,609.61774
8566,490.40198
8567,508.92688
8568,569.3204
8569,468.3592
8570,199.13747
8571,164.80629
8572,22.339281
8573,-0.8805988
8574,-9.8116865
8575,-5.6348233
8576,43.11184
8577,2.9081488
8578,-9.107498
8579,-27.992329
8580,-4.1549683
8581,-7.575817
8582,10.255676
8583,9.667884
8584,13.5512295
8585,6.6557283
8586,3.769259
8587,325.91757
8588,349.00922
8589,699.7428
8590,591.89923
8591,706.607
8592,519.2971
8593,454.6649
8594,219.82553
8595,144.14847
8596,2.3930001
8597,-4.958245
8598,-16.712187
8599,2.721024
8600,-4.2275934
8601,-2.75902
8602,-5.1040487
8603,-5.7693286
8604,-0.72758687
8605,0.42724198
8606,3.7518919
8607,-0.97623545
8608,-4.532704
8609,-8.836095
8610,-1.153755
8611,143.1991
8612,483.20892
8613,638.86835
8614,581.11664
8615,722.25464
8616,662.07086
8617,446.669
8618,208.56895
8619,236.61221
8620,10.451922
8621,4.680855
8622,-2.137299
8623,-0.18445379
8624,-3.2236104
8625,-4.662332
8626,-8.785595
8627,-3.8693388
8628,-5.040875
8629,-9.888528
8630,-9.091014
8631,-8.118954
8632,13.423151
8633,-4.5412507
8634,42.47601
8635,135.1017
8636,510.91235
8637,666.17017
8638,577.7402
8639,633.1026
8640,574.6037
8641,482.33963
8642,231.69221
8643,188.8493
8644,23.004042
8645,-3.644854
8646,-1.875904
8647,-1.7850451
8648,8.437823
8649,-2.943328
8650,-4.8936853
8651,-2.0502064
8652,-2.4755883
8653,-2.2084358
8654,-5.279764
8655,7.195977
8656,11.646576
8657,-7.440913
8658,48.549366
8659,177.14667
8660,441.85483
8661,625.41003
8662,620.53613
8663,655.5816
8664,473.10178
8665,288.68555
8666,190.71132
8667,246.54845
8668,53.712265
8669,20.934744
8670,19.964764
8671,-6.826055
8672,8.153045
8673,15.731454
8674,-12.460965
8675,-1.9023491
8676,-2.6406703
8677,-5.034261
8678,0.077458315
8679,-8.472739
8680,8.63379
8681,-6.0876303
8682,9.205913
8683,222.58607
8684,432.63147
8685,477.39603
8686,554.7295
8687,553.2779
8688,542.18384
8689,343.74286
8690,277.53864
8691,134.96855
8692,22.134588
8693,6.2699976
8694,-13.087512
8695,-5.049765
8696,3.1339293
8697,-2.9401186
8698,-4.3361316
8699,-3.9461858
8700,-12.835342
8701,-3.275861
8702,-7.3988647
8703,34.39609
8704,39.482815
8705,38.21414
8706,13.652403
8707,134.84929
8708,202.42233
8709,401.2827
8710,689.03094
8711,572.5542
8712,626.34485
8713,455.6822
8714,248.3083
8715,175.30359
8716,48.933346
8717,9.505348
8718,-1.254184
8719,7.795375
8720,-0.12490471
8721,0.55818677
8722,-9.434807
8723,-5.350643
8724,-7.2130566
8725,-4.033303
8726,-5.322932
8727,-7.3993
8728,5.226823
8729,-10.099424
8730,28.149887
8731,125.723656
8732,430.1151
8733,619.6795
8734,688.78516
8735,627.43164
8736,592.38904
8737,473.72513
8738,242.51633
8739,130.00414
8740,7.520357
8741,5.8722277
8742,0.9847073
8743,7.4539022
8744,4.7917614
8745,3.2293391
8746,-1.409804
8747,-1.048783
8748,1.3064511
8749,3.984788
8750,-9.24992
8751,4.069334
8752,8.037453
8753,-1.2549671
8754,27.500135
8755,187.59758
8756,282.7956
8757,551.04456
8758,504.86804
8759,499.99396
8760,542.55865
8761,506.1504
8762,363.2904
8763,338.722
8764,59.75114
8765,-7.1109114
8766,-4.375263
8767,-2.5948641
8768,-5.2404213
8769,-3.0747404
8770,6.1141024
8771,0.8976932
8772,-5.3675466
