,sanantonio
3481,470.61337
3482,674.0929
3483,834.9499
3484,958.7611
3485,896.4479
3486,620.69543
3487,732.7555
3488,581.1966
3489,252.47949
3490,90.569885
3491,79.53831
3492,7.790532
3493,-50.429344
3494,-4.8071575
3495,131.74158
3496,104.50475
3497,97.98281
3498,97.80301
3499,100.239655
3500,100.64161
3501,97.39446
3502,111.993614
3503,180.63145
3504,319.48068
3505,608.71204
3506,716.8863
3507,749.8632
3508,839.1417
3509,831.1838
3510,802.26086
3511,746.4406
3512,429.6446
3513,252.52032
3514,152.2103
3515,157.19118
3516,141.92036
3517,67.66768
3518,109.02651
3519,130.6375
3520,47.970905
3521,72.42207
3522,98.60682
3523,53.874256
3524,27.705524
3525,6.9309306
3526,132.48854
3527,268.26215
3528,511.05322
3529,780.2103
3530,522.6071
3531,450.32712
3532,440.23248
3533,507.89127
3534,480.15555
3535,418.7477
3536,369.2513
3537,135.79742
3538,43.392506
3539,13.408114
3540,41.27969
3541,35.75257
3542,-1.4803565
3543,-22.433464
3544,-9.243657
3545,-3.5730114
3546,-27.020979
3547,-9.507322
3548,-12.021716
3549,-11.684214
3550,17.205488
3551,101.24861
3552,288.93622
3553,282.0034
3554,372.75323
3555,389.74188
3556,418.42545
3557,327.06253
3558,266.49762
3559,311.1094
3560,189.69722
3561,76.610634
3562,22.73836
3563,10.925814
3564,0.9178009
3565,-5.889634
3566,-12.793005
3567,3.1460094
3568,6.220831
3569,0.00406114
3570,-2.6689806
3571,0.08222813
3572,-0.81384474
3573,-5.7403708
3574,28.705626
3575,107.55174
3576,250.84311
3577,203.53482
3578,189.89224
3579,158.71799
3580,114.06498
3581,56.60643
3582,61.05131
3583,64.05283
3584,72.94592
3585,40.480152
3586,21.17047
3587,5.6056433
3588,-9.965204
3589,-10.928028
3590,-26.99446
3591,-21.997696
3592,6.741819
3593,20.10076
3594,26.275562
3595,0.50382537
3596,11.243229
3597,-1.7588419
3598,31.302296
3599,-7.3801165
3600,129.54257
3601,165.75291
3602,104.47828
3603,76.10693
3604,131.77933
3605,133.08615
3606,185.1857
3607,134.03807
3608,119.887245
3609,85.00168
3610,33.663376
3611,1.6276379
3612,-1.136282
3613,-5.044013
3614,5.6129847
3615,1.4899042
3616,-4.612973
3617,-2.42721
3618,5.7802896
3619,-3.518747
3620,-4.30184
3621,-0.81023866
3622,28.30082
3623,100.825905
3624,173.11769
3625,191.55522
3626,183.82788
3627,362.97394
3628,313.5697
3629,294.22046
3630,333.09885
3631,390.30002
3632,223.31706
3633,122.137985
3634,91.49548
3635,60.01313
3636,40.50621
3637,47.73799
3638,-1.0812712
3639,49.46163
3640,-2.511712
3641,36.1901
3642,37.77413
3643,36.26963
3644,7.0513477
3645,1.4704899
3646,26.823582
3647,112.148254
3648,222.5098
3649,289.84198
3650,368.65628
3651,397.08087
3652,359.83328
3653,388.03796
3654,194.99298
3655,191.09772
3656,185.48444
3657,118.575386
3658,41.438988
3659,12.946599
3660,-0.052393325
3661,4.101067
3662,43.986378
3663,45.617554
3664,38.58129
3665,42.421165
3666,33.20012
3667,37.430023
3668,4.5353756
3669,34.144463
3670,28.807297
3671,108.68559
3672,232.6105
3673,205.39702
3674,236.75447
3675,454.35336
3676,355.96857
3677,289.966
3678,220.70142
3679,172.60017
3680,152.42169
3681,147.72818
3682,32.795673
3683,5.6475477
3684,-3.4370518
3685,-2.943489
3686,-1.3588184
3687,4.3574634
3688,-0.3189194
3689,4.9473724
3690,-0.3467444
3691,8.67891
3692,5.3944206
3693,5.0546727
3694,32.967747
3695,121.55799
3696,276.16638
3697,371.8986
3698,526.21857
3699,620.9393
3700,587.86255
3701,608.3371
3702,460.64145
3703,434.2358
3704,395.05478
3705,312.93802
3706,62.453087
3707,-30.86395
3708,13.141814
3709,-15.96365
3710,-10.593704
3711,-8.095013
3712,2.3285875
3713,-0.3643648
3714,-11.80656
3715,-16.534695
3716,6.264996
3717,8.160447
3718,18.68859
3719,52.84145
3720,321.86575
3721,398.48395
3722,547.616
3723,762.9731
3724,563.2377
3725,328.05045
3726,338.73645
3727,283.9779
3728,252.2823
3729,114.217766
3730,47.84525
3731,12.897066
3732,-2.9242826
3733,-3.0335329
3734,23.574558
3735,2.8795156
3736,-1.6088765
3737,-1.0115882
3738,-0.6116012
3739,-1.829514
3740,-5.472357
3741,-3.1251204
3742,25.521097
3743,24.911707
3744,188.15474
3745,208.64833
3746,309.45868
3747,305.93927
3748,504.1956
3749,189.01578
3750,201.43326
3751,234.58163
3752,276.27185
3753,171.72981
3754,41.35011
3755,3.6132631
3756,-5.6951666
3757,-10.288661
3758,-13.497484
3759,-16.560282
3760,-1.135041
3761,-3.557878
3762,5.7457566
3763,4.9984183
3764,5.3296432
3765,7.724852
3766,26.23012
3767,44.412724
3768,296.21924
3769,293.48898
3770,372.25482
3771,529.4019
3772,580.87744
3773,428.57513
3774,430.39557
3775,399.21124
3776,115.09722
3777,96.966415
3778,55.324036
3779,8.995808
3780,6.53966
3781,-0.07859322
3782,-8.628104
3783,-14.167831
3784,-3.8650014
3785,-6.7573757
3786,7.4988203
3787,-6.8914022
3788,-22.36044
3789,-22.085745
3790,3.4089568
3791,47.33862
3792,161.68149
3793,165.4011
3794,175.5902
3795,288.17242
3796,429.23697
3797,412.38077
3798,428.71378
3799,376.49353
3800,217.08481
3801,146.293
3802,86.124435
3803,4.2384233
3804,12.857306
3805,4.0328207
3806,18.58538
3807,79.63622
3808,30.424381
3809,38.555763
3810,130.36578
3811,11.395907
3812,62.1123
3813,67.03851
3814,66.34262
3815,149.20984
3816,320.95584
3817,374.99545
3818,487.67166
3819,493.6974
3820,403.1458
3821,444.39865
3822,488.33722
3823,372.82874
3824,225.6315
3825,113.10609
3826,54.264874
3827,13.711712
3828,2.1086974
3829,-2.001969
3830,-7.758561
3831,-15.602648
3832,-0.8622296
3833,0.6418904
3834,1.7416285
3835,2.5790215
3836,0.097049594
3837,7.2438436
3838,4.2871814
3839,175.79785
3840,242.1987
3841,326.55344
3842,386.72598
3843,442.40707
3844,512.5682
3845,576.32544
3846,434.05988
3847,289.80768
3848,348.10727
3849,147.69345
3850,70.60686
3851,40.719776
3852,-8.353977
3853,23.554415
3854,-1.9960713
3855,30.399494
3856,25.732119
3857,-6.4585495
3858,-14.31496
3859,42.716476
3860,23.722174
3861,-14.779767
3862,6.81163
3863,133.87022
3864,224.80421
3865,403.79486
3866,416.40295
3867,556.94336
3868,376.85995
3869,388.95627
3870,446.6252
3871,317.7635
3872,173.27798
3873,122.00333
3874,38.425312
3875,31.694141
3876,25.56893
3877,-4.518113
3878,-50.50077
3879,-4.56466
3880,31.909458
3881,-78.035614
3882,-31.167154
3883,-6.054114
3884,23.223114
3885,8.035199
3886,13.294578
3887,162.6008
3888,270.03244
3889,243.34676
3890,296.23755
3891,352.60355
3892,387.28766
3893,328.1592
3894,387.74194
3895,322.8371
3896,319.83685
3897,189.98367
3898,90.05263
3899,47.238564
3900,5.6834946
3901,7.0538483
3902,-1.7083396
3903,14.9146385
3904,-7.947864
3905,-7.610069
3906,-8.509231
3907,-8.317509
3908,-5.948485
3909,-34.247814
3910,19.23673
3911,128.65283
3912,271.02985
3913,386.12927
3914,482.3487
3915,586.91077
3916,529.5619
3917,516.56415
3918,522.1505
3919,497.7945
3920,426.56702
3921,209.76775
3922,108.659454
3923,48.338284
3924,41.9195
3925,29.902739
3926,15.849454
3927,14.23417
3928,-9.147221
3929,-10.581149
3930,-13.398924
3931,-9.138718
3932,0.42799008
3933,10.736875
3934,35.35285
3935,191.2663
3936,211.87906
3937,333.3634
3938,472.44156
3939,484.71155
3940,597.36755
3941,484.76865
3942,528.8809
3943,412.54288
3944,354.36606
3945,176.58241
3946,154.86797
3947,48.32221
3948,89.68057
3949,87.791534
3950,91.22354
3951,89.1537
3952,89.46328
3953,75.836586
3954,75.228905
3955,76.26107
3956,75.04409
3957,75.10339
3958,45.41574
3959,208.78592
3960,264.73822
3961,370.32553
3962,432.9148
3963,490.16602
3964,424.52975
3965,428.27325
3966,321.8111
3967,279.14163
3968,296.06586
3969,156.15346
3970,117.45185
3971,7.4554124
3972,59.58975
3973,17.695965
3974,62.994923
3975,47.98106
3976,18.481525
3977,116.079475
3978,25.738806
3979,58.016926
3980,74.255486
3981,27.525576
3982,9.402455
3983,114.60586
3984,299.46515
3985,365.5163
3986,345.5745
3987,561.27026
3988,407.34756
3989,537.5174
3990,489.80032
3991,344.85388
3992,228.50665
3993,139.66057
3994,59.890793
3995,0.435738
3996,-6.5708094
3997,-0.17027771
3998,-30.238537
3999,0.07209426
4000,7.8347697
4001,-6.709637
4002,-5.1913667
4003,-7.2790995
4004,-5.8107796
4005,-11.138477
4006,25.53493
4007,149.10625
4008,162.24403
4009,299.93707
4010,335.12003
4011,472.52188
4012,413.107
4013,198.15659
4014,306.5132
4015,230.60614
4016,189.0754
4017,105.83238
4018,47.826344
4019,12.979643
4020,17.681616
4021,18.079092
4022,16.662302
4023,13.278456
4024,-5.801915
4025,-11.455542
4026,-8.161221
4027,-3.8311548
4028,-5.545912
4029,-7.0962715
4030,20.345041
4031,126.7813
4032,235.16426
4033,296.18576
4034,307.73434
4035,300.20145
4036,347.884
4037,417.29895
4038,425.6651
4039,322.9814
4040,227.52731
4041,173.27922
4042,51.00849
4043,6.902353
4044,6.354935
4045,7.3266106
4046,9.134492
4047,15.123626
4048,-13.051478
4049,-11.789773
4050,-6.918863
4051,-11.804819
4052,-7.6852727
4053,-6.580864
4054,18.580275
4055,122.19978
4056,254.70929
4057,260.36816
4058,460.59448
4059,765.1228
4060,670.74365
4061,855.779
4062,560.1795
4063,333.48404
4064,218.9702
4065,254.82593
4066,79.29028
4067,16.804794
4068,-2.6276565
4069,-1.1687049
4070,-16.118305
4071,-12.557074
4072,-7.901709
4073,-2.5165644
4074,-1.3916935
4075,14.974517
4076,5.009452
4077,1.232237
4078,16.574223
4079,129.0755
4080,269.6858
4081,424.70157
4082,438.21732
4083,413.62646
4084,629.8485
4085,576.17224
4086,505.6197
4087,320.23914
4088,240.41066
4089,173.40137
4090,87.28857
4091,64.89997
4092,-6.354424
4093,26.44695
4094,16.72039
4095,15.169194
4096,-15.133648
4097,-4.205977
4098,-1.1494665
4099,-13.613595
4100,-11.256497
4101,-7.119373
4102,16.574533
4103,127.15763
4104,230.04872
4105,308.34613
4106,426.1789
4107,323.05234
4108,372.87418
4109,308.04312
4110,368.3372
4111,278.51526
4112,241.00209
4113,115.88173
4114,87.18808
4115,61.190056
4116,-27.021204
4117,-8.710692
4118,-5.756797
4119,-3.8135726
4120,-9.180512
4121,-2.3940551
4122,-7.5681996
4123,-4.5203786
4124,4.129226
4125,-13.112337
4126,33.419716
4127,147.9587
4128,243.16998
4129,262.31207
4130,422.63913
4131,322.5625
4132,295.79868
4133,383.7889
4134,250.08647
4135,368.22623
4136,173.81679
4137,64.09596
4138,4.0296593
4139,2.3939538
4140,3.2202682
4141,0.21775332
4142,44.025177
4143,19.820099
4144,29.579231
4145,26.24978
4146,-2.2243564
4147,-6.077093
4148,-1.8035225
4149,24.282007
4150,139.51263
4151,170.20938
4152,202.11069
4153,303.9771
4154,267.73978
4155,232.10678
4156,71.98637
4157,85.6826
4158,262.55023
4159,107.81458
4160,55.445377
4161,8.28871
4162,17.128452
4163,6.483231
4164,17.37533
4165,3.98965
4166,-6.7167797
4167,-5.1548023
4168,4.19614
4169,12.162763
4170,6.09715
4171,61.57172
4172,136.84453
4173,134.25952
4174,268.64688
4175,243.41562
4176,516.69305
4177,401.7993
4178,412.09045
4179,480.68594
4180,417.34134
4181,353.54642
4182,159.10388
4183,134.16309
4184,19.464634
4185,21.620798
4186,-0.16226113
4187,-0.65466475
4188,24.16222
4189,2.6995988
4190,-99.79668
4191,-14.059953
4192,9.008331
4193,17.827717
4194,14.513786
4195,11.69059
4196,166.49461
4197,282.32013
4198,417.0535
4199,341.85657
4200,607.288
4201,553.0669
4202,507.4063
4203,421.7377
4204,420.9535
4205,211.53935
4206,129.67429
4207,48.349434
4208,34.883286
4209,32.130295
4210,27.524767
4211,23.583233
4212,-6.814345
4213,6.1628833
4214,50.343075
4215,-9.249863
4216,-4.859092
4217,3.9658937
4218,14.537466
4219,116.25473
4220,155.56699
4221,276.7394
4222,353.22086
4223,570.9744
4224,543.71564
4225,395.10767
4226,196.84128
4227,270.03625
4228,142.35959
4229,36.689907
4230,23.779161
4231,-32.990128
4232,-26.955984
4233,-32.643803
4234,-29.516472
4235,-9.077049
4236,-5.4360275
4237,-11.002748
4238,5.547038
4239,-3.8131392
4240,37.359642
4241,33.58683
4242,115.67601
4243,209.38248
4244,289.24423
4245,333.98822
4246,350.42413
4247,325.70242
4248,366.0672
4249,320.74365
4250,238.78278
4251,251.6347
4252,164.23431
4253,80.38147
4254,9.172884
4255,-3.9531202
4256,-20.964378
4257,-36.528343
4258,-35.65392
4259,-14.830701
4260,9.958647
4261,-4.285262
4262,-0.24454814
4263,-15.067914
4264,-0.85363275
4265,14.116265
4266,64.53911
4267,184.47395
4268,260.5937
4269,201.27924
4270,202.8944
4271,89.41703
4272,137.05411
4273,148.2137
4274,115.15662
4275,123.743744
4276,76.02475
4277,29.511309
4278,-17.884325
4279,-6.872422
4280,-8.806127
4281,-6.529329
4282,-1.0252423
4283,-8.496856
4284,0.3123307
4285,0.1365605
4286,1.5161108
4287,-6.6190066
4288,18.170809
4289,159.69424
4290,217.18571
4291,258.60022
4292,314.67838
4293,201.69731
4294,328.2307
4295,653.47076
4296,557.43976
4297,258.8756
4298,48.566166
4299,40.22818
4300,12.014586
4301,2.7020772
4302,0.74955904
4303,-0.6000033
4304,-5.929108
4305,1.4237094
4306,3.7745337
4307,0.8538015
4308,-5.867357
4309,2.5885243
4310,30.70607
4311,49.33685
4312,176.93489
4313,159.50415
4314,219.02359
4315,232.46463
4316,119.99041
4317,159.5085
4318,162.22023
4319,70.972176
4320,158.88248
4321,61.295864
4322,93.663185
4323,17.006012
4324,6.3612447
4325,3.6291869
4326,11.681739
4327,-3.2518098
4328,-8.836749
4329,-0.1145234
4330,12.536174
4331,15.19156
4332,-2.4456801
4333,0.00821162
4334,24.02868
4335,114.13564
4336,321.25012
4337,289.8829
4338,377.31427
4339,430.082
4340,346.34045
4341,307.3273
4342,213.03348
4343,158.12238
4344,174.58994
4345,110.57265
4346,50.210476
4347,4.164197
4348,10.70882
4349,25.939789
4350,8.973141
4351,-1.3120764
4352,-9.526421
4353,15.979998
4354,25.480528
4355,46.565422
4356,220.69614
4357,531.63385
4358,657.4932
4359,895.6543
4360,782.5176
4361,787.85474
4362,814.89215
4363,757.12634
4364,561.79266
4365,353.89548
4366,119.3724
4367,72.36037
4368,21.683115
4369,1.0006521
4370,5.044955
4371,-0.4678806
4372,-1.1799216
4373,0.34192595
4374,29.963465
4375,111.71412
4376,14.017693
4377,14.039723
4378,36.89334
4379,63.501137
4380,215.54555
4381,524.87897
4382,651.477
4383,681.5862
4384,747.768
4385,850.0991
4386,818.3298
4387,805.3114
4388,681.2515
4389,430.32404
4390,112.792
4391,48.156384
4392,21.124006
4393,9.620968
4394,19.226425
4395,44.351303
4396,657.6199
4397,787.3755
4398,784.548
4399,813.721
4400,822.5793
4401,801.4769
4402,613.3946
4403,372.60727
4404,39.444435
4405,11.466635
4406,-4.670316
4407,-7.403922
4408,-0.2516477
4409,-3.093294
4410,48.58547
4411,191.23854
4412,426.70718
4413,656.2194
4414,777.55457
4415,702.1669
4416,830.14233
4417,792.3214
4418,733.0146
4419,574.06036
4420,370.5894
4421,67.43052
4422,-27.48177
4423,-10.489174
4424,2.3129904
4425,-1.9634038
4426,-6.2951045
4427,744.9088
4428,795.6411
4429,830.4993
4430,775.4603
4431,577.39343
4432,369.45187
4433,113.7772
4434,-14.124119
4435,-16.524044
4436,-17.246792
4437,-32.889282
4438,-17.33604
4439,16.906828
4440,13.415156
4441,-42.457436
4442,-1.8064711
4443,-5.9821644
4444,-6.7714376
4445,20.07727
4446,52.54029
4447,181.98178
4448,472.34875
4449,677.55475
4450,926.2365
4451,881.9697
4452,941.9436
4453,844.3235
4454,781.7518
4455,639.47406
4456,375.47986
4457,82.527405
4458,-6.5942993
4459,-15.12135
4460,-6.3058715
4461,-28.662596
4462,-28.1484
4463,-10.3739395
4464,-6.3652554
4465,-0.45203313
4466,-10.189029
4467,-15.357708
4468,-10.304453
4469,13.805495
4470,74.397514
4471,213.29051
4472,472.23187
4473,634.7634
4474,792.2631
4475,863.6875
4476,908.02734
4477,846.2072
4478,698.82214
4479,367.2153
4480,241.62674
4481,114.17377
4482,28.658577
4483,35.386124
4484,29.516611
4485,36.065487
4486,49.045605
4487,38.65421
4488,13.684822
4489,-1.531947
4490,6.4711785
4491,12.744276
4492,17.225088
4493,61.724907
4494,214.63452
4495,410.11404
4496,440.5093
4497,555.8057
4498,625.8426
4499,625.82294
4500,511.80936
4501,593.45154
4502,468.05713
4503,269.71768
4504,193.44193
4505,85.35063
4506,57.73432
4507,65.632286
4508,83.33489
4509,120.65493
4510,83.91123
4511,3.0614905
4512,5.388701
4513,0.11860466
4514,34.111416
4515,-26.152088
4516,-20.93002
4517,-7.633912
4518,124.987915
4519,202.43617
4520,332.9931
4521,412.52185
4522,559.4729
4523,510.90393
4524,475.71396
4525,508.2027
4526,376.0668
4527,324.78247
4528,112.356895
4529,141.51688
4530,66.18318
4531,22.17064
4532,61.00164
4533,-16.738585
4534,89.075516
4535,43.279644
4536,-15.251902
4537,-4.269548
4538,-35.313595
4539,-18.69941
4540,36.30452
4541,-0.7438899
4542,100.897125
4543,157.91518
4544,246.02592
4545,404.76624
4546,421.6032
4547,427.38052
4548,416.7517
4549,560.2325
4550,290.73572
4551,186.69032
4552,83.02141
4553,57.84604
4554,-16.75195
4555,-4.735686
4556,-2.7313771
4557,-4.797069
4558,71.00762
4559,21.892403
4560,13.692151
4561,-11.815049
4562,-7.0359435
4563,22.234941
4564,-3.4078665
4565,9.572436
4566,60.57752
4567,192.62544
4568,324.67926
4569,389.81888
4570,478.65173
4571,436.6903
4572,455.9589
4573,411.45358
4574,263.32373
4575,181.2549
4576,112.961006
4577,75.01806
4578,7.8384943
4579,-0.32441437
4580,-5.959539
4581,1.5123334
4582,-17.042587
4583,-15.183372
4584,-15.340613
4585,7.748586
4586,-7.3155475
4587,-5.157678
4588,8.951438
4589,19.271055
4590,39.930225
4591,224.97337
4592,284.12534
4593,314.52893
4594,364.66605
4595,414.946
4596,431.98834
4597,346.08096
4598,297.9433
4599,211.76144
4600,178.00089
4601,97.47996
4602,35.01241
4603,4.362343
4604,10.630447
4605,7.7864347
4606,34.763844
4607,15.341261
4608,10.457765
4609,11.565364
4610,4.6916566
4611,-5.467521
4612,1.8396242
4613,21.357378
4614,37.027843
4615,221.81844
4616,289.81332
4617,280.1408
4618,431.71637
4619,416.7703
4620,429.65762
4621,379.98343
4622,253.27986
4623,140.03128
4624,140.34204
4625,66.593704
4626,42.627045
4627,7.577125
4628,9.195246
4629,40.741592
4630,1.5564247
4631,-5.486221
4632,2.5236063
4633,-1.7204167
4634,3.4859827
4635,-6.9542403
4636,21.639256
4637,41.064404
4638,104.68527
4639,279.61832
4640,256.33133
4641,431.78604
4642,545.58105
4643,600.02075
4644,477.833
4645,405.06952
4646,343.03412
4647,312.2108
4648,169.78229
4649,85.50131
4650,28.51145
4651,51.72717
4652,10.652436
4653,14.256686
4654,-15.276373
4655,13.694487
4656,19.487427
4657,1.9140943
4658,32.723186
4659,0.802282
4660,4.4770036
4661,-27.415682
4662,20.376234
4663,174.69563
4664,253.31487
4665,513.5646
4666,574.57227
4667,575.7636
4668,463.81784
4669,433.11618
4670,380.20807
4671,252.47818
4672,162.28976
4673,110.53084
4674,62.650536
4675,32.620506
4676,18.38696
4677,14.543056
4678,38.499687
4679,49.106792
4680,53.08288
4681,60.61523
4682,50.15553
4683,57.497528
4684,4.4989285
4685,5.51325
4686,83.98033
4687,267.10333
4688,416.87054
4689,499.30527
4690,575.75433
4691,559.8632
4692,551.23145
4693,530.3948
4694,448.61407
4695,277.65042
4696,210.74034
4697,76.955986
4698,28.658836
4699,41.68657
4700,23.271795
4701,30.636084
4702,18.390707
4703,5.920647
4704,-13.95324
4705,-18.368736
4706,-16.49365
4707,-16.960909
4708,-9.962187
4709,19.414362
4710,63.518444
4711,220.99599
4712,382.11212
4713,475.49194
4714,460.32584
4715,446.78247
4716,498.1226
4717,451.6259
4718,295.61493
4719,232.06903
4720,183.28917
4721,79.86866
4722,28.094519
4723,-26.534794
4724,-6.2665005
4725,0.087419495
4726,-6.6207786
4727,15.811947
4728,-48.4101
4729,-25.129843
4730,-55.116753
4731,-54.82255
4732,-30.707764
4733,-9.046514
4734,73.03636
4735,164.86792
4736,352.36053
4737,466.5752
4738,576.412
4739,621.6211
4740,546.9632
4741,605.0372
4742,441.27994
4743,328.08688
4744,245.35823
4745,71.17455
4746,24.586761
4747,5.731703
4748,-1.85694
4749,-4.926606
4750,-5.56942
4751,2.4752316
4752,-4.520338
4753,-41.848244
4754,-38.54954
4755,-2.714747
4756,-35.77889
4757,-21.785824
4758,15.978122
4759,96.284676
4760,277.19736
4761,497.0016
4762,566.83075
4763,659.58246
4764,592.143
4765,616.80066
4766,515.58704
4767,325.38364
4768,196.37357
4769,122.75744
4770,51.479053
4771,22.331488
4772,29.52269
4773,7.957549
4774,6.9287415
4775,18.807285
4776,-11.274268
4777,3.349823
4778,-8.20777
4779,-8.924937
4780,-0.13596526
4781,35.791294
4782,81.466034
4783,275.61102
4784,293.32004
4785,509.8265
4786,539.23663
4787,619.71173
4788,692.4034
4789,562.17346
4790,596.4521
4791,372.00204
4792,223.4794
4793,116.99263
4794,53.26826
4795,15.542194
4796,28.63349
4797,23.741386
4798,20.06522
4799,-7.1996703
4800,-8.035454
4801,-11.690301
4802,-6.1543603
4803,-11.401572
4804,-0.63769615
4805,18.351112
4806,37.831696
4807,184.97072
4808,299.60803
4809,515.34033
4810,609.82043
4811,651.0521
4812,620.2866
4813,576.7203
4814,444.57037
4815,329.04184
4816,202.04468
4817,102.15611
4818,30.210697
4819,12.3486185
4820,11.463872
4821,12.110002
4822,12.285271
4823,12.307682
4824,1.1937898
4825,-3.1148162
4826,4.505153
4827,-2.5741992
4828,-0.54730767
4829,25.928734
4830,80.38671
4831,242.59535
4832,227.82977
4833,524.90924
4834,601.44794
4835,666.1427
4836,925.77686
4837,822.70984
4838,570.4819
4839,357.91342
4840,255.65848
4841,93.17467
4842,49.849133
4843,32.69218
4844,36.758335
4845,40.26378
4846,12.84907
4847,12.721985
4848,3.4110365
4849,-0.24920428
4850,-6.5347757
4851,0.9095255
4852,-1.2671566
4853,24.122263
4854,37.722984
4855,265.3089
4856,499.84494
4857,534.7915
4858,902.1318
4859,940.66077
4860,724.6682
4861,634.0261
4862,516.47455
4863,330.83185
4864,219.17741
4865,69.60421
4866,47.012238
4867,18.29987
4868,26.283749
4869,0.58330107
4870,-3.7313974
4871,-12.438103
4872,-3.1648283
4873,-5.6938753
4874,-2.0493255
4875,-3.3243446
4876,-22.577562
4877,2.7862353
4878,52.261684
4879,193.18472
4880,427.2106
4881,669.54297
4882,817.91504
4883,898.4037
4884,861.2056
4885,827.58813
4886,778.49506
4887,590.1736
4888,398.8022
4889,68.41431
4890,6.906298
4891,15.275855
4892,14.242305
4893,-10.69706
4894,19.589485
4895,-0.31287515
4896,-9.298477
4897,-0.6513047
4898,-0.685324
4899,-1.1655332
4900,3.507431
4901,10.108143
4902,49.290573
4903,199.22147
4904,542.85114
4905,681.07697
4906,810.0622
4907,802.02826
4908,791.20905
4909,782.2483
4910,726.8775
4911,618.8599
4912,434.02985
4913,73.634575
4914,9.911519
4915,0.6918225
4916,0.066965416
4917,-3.1709313
4918,2.8913121
4919,7.991183
4920,2.9203882
4921,4.413124
4922,3.0625653
4923,-5.585861
4924,23.999271
4925,27.961197
4926,30.02933
4927,228.38585
4928,483.00876
4929,691.7648
4930,816.9049
4931,863.0238
4932,820.2562
4933,796.09564
4934,756.68066
4935,622.77997
4936,416.87363
4937,94.25652
4938,28.347364
4939,13.801606
4940,19.80667
4941,-7.871682
4942,-6.3976297
4943,5.1055264
4944,1.136129
4945,2.0231986
4946,-4.2048454
4947,6.9294295
4948,-5.392846
4949,2.0537276
4950,45.143265
4951,236.4105
4952,476.04932
4953,721.2735
4954,694.51807
4955,668.9561
4956,798.1688
4957,821.8197
4958,779.619
4959,632.61273
4960,348.81903
4961,79.13128
4962,7.476151
4963,7.383683
4964,1.0201403
4965,-0.6572283
4966,-6.014898
4967,632.0766
4968,580.30945
4969,246.5408
4970,76.5652
4971,47.032375
4972,27.241507
4973,11.83736
4974,319.93503
4975,366.09793
4976,335.1041
4977,144.58566
4978,146.78253
4979,88.285484
4980,74.53479
4981,-11.112526
4982,4.7116046
4983,-35.409607
4984,-33.850544
4985,73.00834
4986,-1.9688078
4987,-5.3843446
4988,-4.192017
4989,26.47059
4990,32.09641
4991,-8.078126
4992,10.533171
4993,53.636322
4994,270.13498
4995,261.4906
4996,411.7101
4997,481.02014
4998,422.1984
4999,336.93365
5000,229.86311
5001,254.18294
5002,220.55943
5003,155.42236
5004,60.60582
5005,13.5922365
5006,44.954197
5007,28.91561
5008,16.40171
5009,19.924973
5010,55.839386
5011,11.798794
5012,-20.998495
5013,32.541164
5014,14.206353
5015,134.90877
5016,23.81122
5017,94.19541
5018,202.85594
5019,267.86118
5020,362.07623
5021,428.70105
5022,373.25864
5023,345.12286
5024,391.4621
5025,414.91104
5026,250.03395
5027,177.78093
5028,185.69289
5029,107.29188
5030,111.05106
5031,108.42411
5032,83.2513
5033,17.195282
5034,-21.851662
5035,10.4698925
5036,32.551624
5037,75.13669
5038,-17.637594
5039,59.758926
5040,113.51916
5041,96.66707
5042,272.43524
5043,281.3022
5044,309.12106
5045,341.03934
5046,301.88455
5047,293.61252
5048,255.43532
5049,221.76068
5050,161.94487
5051,142.83424
5052,127.72293
5053,22.880985
5054,43.267876
5055,35.758385
5056,42.27219
5057,51.44838
5058,26.4588
5059,-6.119224
5060,-0.41248885
5061,1.1993028
5062,-8.353642
5063,-15.28465
5064,16.733702
5065,50.521564
5066,294.99683
5067,375.09518
5068,516.68146
5069,522.7451
5070,577.13
5071,620.24396
5072,572.01276
5073,393.2465
5074,301.2128
5075,176.50687
5076,64.064384
5077,3.3236864
5078,-4.2125425
5079,-9.651852
5080,7.97983
5081,15.288074
5082,27.678526
5083,-10.407002
5084,8.327633
5085,-30.463905
5086,14.659609
5087,7.436256
5088,-11.973575
5089,41.46082
5090,186.80188
5091,402.66577
5092,539.2724
5093,599.1936
5094,687.6377
5095,716.88055
5096,675.5677
5097,504.9773
5098,389.02274
5099,249.73041
5100,97.030975
5101,32.097095
5102,38.58928
5103,41.23228
5104,49.17512
5105,1.1804599
5106,-63.099506
5107,-112.23757
5108,-74.353874
5109,-77.27103
5110,-31.940657
5111,-58.798805
5112,-123.30695
5113,-2.2688298
5114,234.47629
5115,538.45044
5116,731.39056
5117,838.50793
5118,927.9671
5119,915.7251
5120,797.8493
5121,753.36475
5122,600.1139
5123,395.53415
5124,98.397675
5125,49.479195
5126,-0.0706747
5127,-8.843781
5128,-14.954126
5129,-11.862348
5130,4.9958997
5131,7.3376317
5132,6.654651
5133,7.5536923
5134,35.059856
5135,0.7501044
5136,36.718094
5137,89.19945
5138,263.23422
5139,557.56976
5140,721.37897
5141,848.1251
5142,847.24854
5143,861.1878
5144,717.43024
5145,688.2414
5146,628.80585
5147,372.94443
5148,103.02158
5149,39.822372
5150,3.4286668
5151,17.150911
5152,4.418992
5153,8.647536
5154,2.8258133
5155,15.229526
5156,21.172684
5157,13.986265
5158,0.2826013
5159,12.791676
5160,17.75778
5161,79.65691
