,centrovis-cab
7199,-3.8858185
7200,38.125862
7201,134.12234
7202,375.5122
7203,489.53915
7204,504.41107
7205,489.8741
7206,508.10883
7207,581.2821
7208,325.93674
7209,266.76135
7210,100.925934
7211,47.027584
7212,1.8069072
7213,15.929987
7214,18.811401
7215,3.6855547
7216,14.585312
7217,-3.3814163
7218,4.426944
7219,4.8598714
7220,-4.1145864
7221,-1.3305614
7222,-8.130173
7223,-2.6192703
7224,51.55917
7225,161.63435
7226,395.60184
7227,503.70743
7228,585.1959
7229,580.71533
7230,546.3331
7231,470.2359
7232,365.23
7233,318.81406
7234,128.00406
7235,30.976051
7236,1.2454565
7237,40.017757
7238,8.962379
7239,16.338306
7240,4.6325364
7241,17.702278
7242,-5.9886537
7243,-7.7924848
7244,-1.9524137
7245,-8.67301
7246,8.547246
7247,35.287212
7248,18.600542
7249,149.67816
7250,455.20755
7251,360.31406
7252,324.14914
7253,632.17377
7254,541.6469
7255,513.3683
7256,308.02414
7257,235.77211
7258,57.661053
7259,34.31836
7260,22.651821
7261,34.470673
7262,6.5735903
7263,4.6296453
7264,12.775868
7265,0.9002303
7266,-49.458836
7267,-23.145653
7268,-3.0676289
7269,10.83516
7270,10.490876
7271,20.428064
7272,34.896072
7273,124.60418
7274,293.40182
7275,263.83136
7276,562.94794
7277,553.2387
7278,595.9
7279,449.29688
7280,351.48364
7281,314.2763
7282,213.29677
7283,15.371639
7284,11.402071
7285,12.284269
7286,11.252067
7287,11.462515
7288,7.6796303
7289,-9.964558
7290,-0.2629543
7291,2.91733
7292,-4.2161136
7293,12.787456
7294,-1.3460987
7295,-1.158474
7296,26.252157
7297,128.76598
7298,354.19727
7299,403.22812
7300,601.9597
7301,647.68994
7302,610.25775
7303,465.41977
7304,331.46994
7305,257.02283
7306,84.19187
7307,18.320475
7308,3.6874442
7309,-5.8134704
7310,-2.4018664
7311,-15.554393
7312,2.7276762
7313,-17.186262
7314,-5.8634596
7315,3.1876678
7316,-3.7951958
7317,2.287988
7318,9.387389
7319,-3.7648292
7320,13.190269
7321,191.1571
7322,346.7904
7323,352.26068
7324,607.9992
7325,660.2247
7326,678.27
7327,497.2763
7328,384.51294
7329,372.35156
7330,145.35078
7331,28.085752
7332,7.2027364
7333,-17.197153
7334,3.5186665
7335,-3.7178495
7336,0.52829486
7337,-9.390906
7338,-12.82542
7339,-6.1725063
7340,-12.238215
7341,2.6431763
7342,-1.9416718
7343,3.7502835
7344,19.481739
7345,204.46065
7346,299.04373
7347,441.56882
7348,609.38806
7349,721.59485
7350,686.727
7351,517.57166
7352,325.5662
7353,292.44522
7354,128.02142
7355,13.05267
7356,-14.897314
7357,-13.569645
7358,-9.449485
7359,1.3657466
7360,-14.415011
7361,9.723865
7362,10.80629
7363,8.619803
7364,-0.77855855
7365,-7.5664573
7366,10.399623
7367,15.471425
7368,27.597666
7369,205.65425
7370,352.70105
7371,459.32593
7372,560.20483
7373,608.66736
7374,647.44617
7375,574.9694
7376,381.96335
7377,307.45947
7378,105.45524
7379,23.039648
7380,-9.9423685
7381,-18.776884
7382,-21.648197
7383,-14.326265
7384,-14.114736
7385,3.1869502
7386,-2.0239553
7387,0.29443812
7388,2.2615113
7389,-14.176445
7390,-10.192725
7391,-13.685107
7392,17.12129
7393,178.82756
7394,304.20264
7395,436.5269
7396,552.46796
7397,570.1895
7398,654.3165
7399,525.0463
7400,378.1658
7401,292.46466
7402,114.95994
7403,11.234433
7404,-3.7163565
7405,25.089758
7406,-12.902316
7407,-0.4525773
7408,-17.504494
7409,-9.381722
7410,-5.439087
7411,-7.5306416
7412,-4.5086966
7413,-3.0497236
7414,11.67515
7415,11.128995
7416,32.074867
7417,181.8089
7418,324.69208
7419,445.40485
7420,448.67233
7421,579.7215
7422,568.1874
7423,488.36694
7424,330.6028
7425,275.2447
7426,80.35936
7427,11.577426
7428,-12.5838
7429,-6.0339375
7430,-8.8214445
7431,3.549831
7432,-18.975334
7433,4.5787992
7434,-6.046249
7435,2.6921318
7436,9.02348
7437,23.488737
7438,4.499011
7439,12.632352
7440,34.474346
7441,184.32957
7442,342.56824
7443,449.36
7444,573.7234
7445,637.3531
7446,668.32074
7447,516.89526
7448,370.0198
7449,391.03757
7450,169.39447
7451,11.425437
7452,-0.40242988
7453,-0.11937098
7454,0.64975065
7455,-10.635315
7456,-21.211782
7457,-0.9608142
7458,-3.5875072
7459,-0.18085122
7460,-3.372469
7461,-3.5399919
7462,-3.4162898
7463,-2.8753572
7464,34.301228
7465,129.01569
7466,312.7631
7467,384.12216
7468,574.6291
7469,531.4696
7470,559.3755
7471,439.04507
7472,309.95673
7473,272.07928
7474,123.615456
7475,29.980644
7476,-3.699856
7477,6.9114122
7478,-0.24475186
7479,4.374012
7480,-51.08836
7481,0.8960408
7482,-1.7101854
7483,1.3218721
7484,-0.7118267
7485,-2.0177388
7486,3.3023334
7487,3.4328942
7488,9.135905
7489,100.49228
7490,181.44492
7491,484.31567
7492,725.3819
7493,669.71814
7494,609.60046
7495,499.85684
7496,314.80356
7497,276.07886
7498,81.04056
7499,-3.2343793
7500,4.1896973
7501,9.572864
7502,8.30122
7503,1.5518341
7504,39.884266
7505,-2.3300798
7506,24.594318
7507,-1.6263499
7508,-3.9983978
7509,3.6524677
7510,1.3088535
7511,-2.303185
7512,10.633685
7513,88.18438
7514,299.2554
7515,521.5833
7516,501.61685
7517,557.9689
7518,527.2833
7519,452.84497
7520,368.96832
7521,216.89088
7522,80.47233
7523,-0.13312422
7524,7.9623013
7525,6.2687535
7526,6.806012
7527,0.49134296
7528,110.72811
7529,1.0670973
7530,-0.62429225
7531,-0.6012459
7532,-3.6957707
7533,-0.70005107
7534,-2.815166
7535,-0.93089175
7536,-2.0842824
7537,22.732323
7538,278.44635
7539,492.0076
7540,613.21765
7541,701.90625
7542,616.3273
7543,498.21393
7544,350.5803
7545,231.9258
7546,133.08847
7547,5.367483
7548,2.4589212
7549,22.053902
7550,0.22680165
7551,-0.7594577
7552,83.131905
7553,2.0918221
7554,1.3587445
7555,-3.9695902
7556,-2.7774663
7557,-5.652018
7558,-2.8658333
7559,-1.9594432
7560,4.8145127
7561,132.98698
7562,237.0895
7563,434.36118
7564,441.49887
7565,641.12646
7566,578.0543
7567,481.51343
7568,424.8759
7569,210.4438
7570,118.06342
7571,39.67028
7572,9.288904
7573,8.887005
7574,9.466376
7575,22.561123
7576,24.396753
7577,-6.722566
7578,6.9634323
7579,-14.534256
7580,39.4221
7581,-7.448342
7582,0.9971765
7583,-29.23605
7584,19.810951
7585,64.548065
7586,187.70166
7587,420.35593
7588,486.25104
7589,566.01636
7590,416.59723
7591,547.34845
7592,382.53116
7593,154.1147
7594,113.475296
7595,5.7969875
7596,14.524993
7597,21.109253
7598,-1.4697919
7599,6.6343603
7600,6.2758474
7601,-9.236436
7602,17.545794
7603,-24.57303
7604,-46.978855
7605,-14.705826
7606,-6.797442
7607,-12.218072
7608,-12.328596
7609,17.402956
7610,133.10788
7611,410.7063
7612,516.5807
7613,552.9233
7614,477.29376
7615,503.5504
7616,303.06857
7617,165.0771
7618,74.192726
7619,21.733568
7620,-12.547151
7621,9.489505
7622,0.91089225
7623,-11.3342705
7624,-14.271193
7625,-14.637931
7626,-2.7180295
7627,20.97551
7628,-1.3817303
7629,-6.7989664
7630,119.334404
7631,-30.908411
7632,34.560066
7633,336.73254
7634,339.36322
7635,393.91168
7636,443.87372
7637,397.76636
7638,404.75684
7639,463.56644
7640,179.5079
7641,190.16864
7642,87.33667
7643,0.30894896
7644,-26.042032
7645,-23.039103
7646,-18.679731
7647,-22.899996
7648,-36.707287
7649,2.2673197
7650,4.7087884
7651,-5.8229156
7652,1.3140743
7653,3.8313632
7654,11.016854
7655,2.014595
7656,8.640573
7657,91.340904
7658,317.13855
7659,447.1267
7660,473.2212
7661,514.7117
7662,480.64963
7663,474.2592
7664,440.0091
7665,251.54865
7666,94.39309
7667,15.418215
7668,30.675255
7669,21.873474
7670,6.0197935
7671,-1.5112488
7672,1.5592663
7673,4.464048
7674,-6.1831527
7675,-17.575514
7676,-10.742818
7677,-24.394352
7678,-13.584272
7679,-23.80245
7680,-27.553371
7681,22.18118
7682,119.36446
7683,230.81328
7684,269.99182
7685,248.15857
7686,233.71355
7687,169.71176
7688,136.9765
7689,182.06322
7690,45.473976
7691,-18.326683
7692,-30.888647
7693,-38.526955
7694,-33.35477
7695,-50.790966
7696,-31.473705
7697,6.5817657
7698,16.90133
7699,12.390931
7700,0.60646117
7701,-16.023273
7702,5.544377
7703,8.375457
7704,24.606287
7705,110.65488
7706,266.6873
7707,336.4318
7708,492.79675
7709,507.16077
7710,449.48416
7711,451.52707
7712,262.78122
7713,171.07619
7714,117.05657
7715,0.057961956
7716,22.546453
7717,-11.24246
7718,-15.403081
7719,-16.753452
7720,-21.052942
7721,-1.9590985
7722,4.0623655
7723,-1.4242786
7724,5.3464627
7725,0.93515944
7726,19.499273
7727,-5.220545
7728,1.1655573
7729,92.35951
7730,222.84427
7731,408.01138
7732,516.14685
7733,595.77075
7734,589.3407
7735,493.13977
7736,251.65688
7737,157.99165
7738,55.65577
7739,-15.0574
7740,-15.472297
7741,-19.03004
7742,-28.004637
7743,-25.74625
7744,62.767723
7745,8.922349
7746,-6.664594
7747,-11.584973
7748,-4.3571367
7749,-5.2107472
7750,-0.6503855
7751,-1.2252539
7752,-0.59884727
7753,78.64644
7754,307.6293
7755,437.42435
7756,563.79504
7757,595.34674
7758,623.28174
7759,532.56995
7760,353.17154
7761,227.62033
7762,54.305546
7763,0.13046436
7764,-14.400778
7765,-24.65358
7766,-25.82402
7767,-16.584255
7768,32.013523
7769,-5.309112
7770,-4.190678
7771,-0.18175918
7772,2.2208886
7773,-1.7297723
7774,-6.14308
7775,9.946112
7776,-3.4978948
7777,77.40038
7778,286.04758
7779,437.7484
7780,555.3067
7781,557.06647
7782,560.307
7783,491.03687
7784,365.7052
7785,136.62817
7786,30.801851
7787,93.38141
7788,6.05069
7789,3.0238824
7790,0.99327064
7791,3.334796
7792,43.531918
7793,-2.3671165
7794,-0.36971325
7795,-4.3602467
7796,-10.274478
7797,-0.51216793
7798,1.6205901
7799,-1.8400623
7800,8.193656
7801,109.15669
7802,293.3673
7803,533.1672
7804,544.6572
7805,643.3479
7806,457.83264
7807,462.6746
7808,276.65012
7809,224.71642
7810,140.04419
7811,26.017834
7812,4.092459
7813,3.0026603
7814,-1.963816
7815,3.9964905
7816,52.880135
7817,-1.3803284
7818,-1.941147
7819,4.0170336
7820,6.628182
7821,1.4946381
7822,1.1827314
7823,-4.1256814
7824,8.359131
7825,53.853825
7826,286.447
7827,372.63773
7828,516.81537
7829,421.92902
7830,317.40482
7831,330.92627
7832,236.63326
7833,144.1216
7834,56.66277
7835,-4.2885165
7836,5.718085
7837,1.070182
7838,1.2722875
7839,0.8820625
7840,50.800148
7841,-10.8148575
7842,-5.042823
7843,-1.8790861
7844,-3.669139
7845,-1.834194
7846,20.462198
7847,-2.237525
7848,-7.8395934
7849,58.061325
7850,251.50465
7851,368.6503
7852,475.83566
7853,471.43915
7854,465.32562
7855,398.00208
7856,369.77554
7857,291.41983
7858,175.85188
7859,73.44639
7860,59.052242
7861,59.72107
7862,76.62979
7863,72.568115
7864,54.578438
7865,-12.247767
7866,-3.0056133
7867,-1.8708316
7868,4.3043447
7869,-21.790918
7870,-4.7927513
7871,-13.936627
7872,20.288292
7873,49.218918
7874,133.89226
7875,420.7151
7876,469.35117
7877,492.03177
7878,416.01535
7879,406.73282
7880,232.1144
7881,78.50273
7882,67.48818
7883,10.757771
7884,16.20312
7885,-5.458022
7886,-4.216655
7887,8.236994
7888,76.36563
7889,-2.958024
7890,-4.594599
7891,-4.965501
7892,-1.5551205
7893,-4.7344007
7894,0.27996823
7895,-3.8813205
7896,-7.278155
7897,55.30665
7898,166.88481
7899,351.76938
7900,613.079
7901,612.94147
7902,517.53406
7903,503.3777
7904,308.5298
7905,283.972
7906,46.584476
7907,-7.3674498
7908,-11.668403
7909,20.839417
7910,9.196964
7911,-7.1736546
7912,91.28018
7913,-5.9020324
7914,-6.573972
7915,-11.425584
7916,-2.6183257
7917,-13.032464
7918,-4.880981
7919,-3.6150904
7920,16.141119
7921,56.43044
7922,244.68248
7923,226.44247
7924,245.89134
7925,280.88998
7926,359.5799
7927,562.7796
7928,329.05905
7929,156.98027
7930,141.98454
7931,24.11589
7932,16.562801
7933,8.187097
7934,-25.338322
7935,-33.493355
7936,6.3639708
7937,-1.3506595
7938,-0.0011872053
7939,-9.567839
7940,6.0213547
7941,-21.319794
7942,9.822005
7943,-1.9082179
7944,19.230415
7945,78.49023
7946,273.32788
7947,438.8385
7948,466.4541
7949,486.37225
7950,587.3654
7951,500.70004
7952,367.40283
7953,225.40277
7954,106.35703
7955,4.2225976
7956,-1.516584
7957,1.1456968
7958,3.7555053
7959,-10.865572
7960,5.283943
7961,-15.681347
7962,10.51442
7963,-2.4015987
7964,-2.5485096
7965,-3.2152295
7966,-0.63339746
7967,-10.0306635
7968,3.0378547
7969,69.68629
7970,297.77823
7971,372.62836
7972,537.0858
7973,543.65643
7974,424.98056
7975,424.33582
7976,328.5713
7977,192.96878
7978,112.33339
7979,-5.2610874
7980,-19.866611
7981,-8.084262
7982,-9.459799
7983,0.8237375
7984,71.30003
7985,1.425044
7986,-9.537803
7987,5.622695
7988,0.93100464
7989,6.032717
7990,-0.33472311
7991,-1.2258909
7992,-1.7952774
7993,80.69454
7994,266.98135
7995,432.7854
7996,469.50354
7997,714.4608
7998,707.51
7999,499.4053
8000,399.8274
8001,366.85855
8002,110.75171
8003,77.64073
8004,63.076683
8005,126.86629
8006,119.72272
8007,123.92992
8008,108.2111
8009,1.0591949
8010,-2.9253697
8011,0.51443994
8012,-1.3880639
8013,-2.3259535
8014,-0.015698552
8015,-2.5004683
8016,16.378262
8017,76.56183
8018,338.6796
8019,298.35843
8020,548.53094
8021,560.6344
8022,563.3722
8023,469.125
8024,377.1736
8025,234.58562
8026,112.291885
8027,7.3485937
8028,10.329299
8029,8.229056
8030,3.2871418
8031,0.9391027
8032,113.84923
8033,6.629799
8034,2.6102474
8035,3.6130135
8036,2.0469432
8037,-25.343573
8038,-1.0382941
8039,-14.239529
8040,-0.3481828
8041,132.87675
8042,356.32684
8043,405.08087
8044,529.8139
8045,597.36444
8046,518.8557
8047,381.24753
8048,266.98184
8049,168.74724
8050,133.49097
8051,-3.2775662
8052,9.712976
8053,-6.521535
8054,-4.0027723
8055,10.740801
8056,69.65993
8057,17.912834
8058,9.718906
8059,9.35293
8060,10.557087
8061,-0.111706756
8062,4.9577107
8063,10.461273
8064,-13.370013
8065,265.93225
8066,339.44193
8067,311.27313
8068,289.57968
8069,399.9033
8070,344.81476
8071,449.01074
8072,252.70325
8073,90.32011
8074,137.44226
8075,64.6748
8076,3.1313825
8077,11.597606
8078,5.898406
8079,-11.409349
8080,77.065765
8081,-2.2195895
8082,18.248787
8083,4.7961235
8084,14.958166
8085,6.231386
8086,6.8926
8087,-16.52985
8088,14.156917
8089,113.58983
8090,259.56396
8091,229.8351
8092,417.2338
8093,367.79333
8094,483.31198
8095,314.29172
8096,204.21
8097,251.897
8098,195.87766
8099,9.709355
8100,2.0955315
8101,10.80903
8102,16.586935
8103,27.235643
8104,129.52455
8105,14.140512
8106,17.802706
8107,-33.51402
8108,-4.047843
8109,-6.6190844
8110,-11.176568
8111,-9.444175
8112,36.222908
8113,129.86734
8114,436.5087
8115,502.24722
8116,685.26337
8117,740.5209
8118,653.8046
8119,480.17554
8120,267.5174
8121,163.82101
8122,148.26514
8123,20.289936
8124,5.139526
8125,5.29386
8126,6.7332273
8127,0.29718453
8128,56.7823
8129,0.8258742
8130,2.5629802
8131,0.05934763
8132,-0.32954556
8133,2.69164
8134,0.48132992
8135,0.49734902
8136,19.130686
8137,64.80979
8138,294.11777
8139,427.00912
8140,608.5141
8141,623.6982
8142,673.66925
8143,482.33087
8144,277.5753
8145,277.26352
8146,100.58558
8147,-0.21697827
8148,-7.867936
8149,2.3677642
8150,1.0377035
8151,-1.0583735
8152,47.40802
8153,2.1745543
8154,1.0560395
8155,2.7504869
8156,1.373813
8157,-5.446796
8158,-3.721427
8159,-4.044641
8160,-11.356078
8161,-2.5572333
8162,207.57779
8163,426.7989
8164,460.02158
8165,500.99228
8166,570.9632
8167,417.43872
8168,319.4393
8169,219.83391
8170,163.24365
8171,84.43358
8172,60.39637
8173,121.803085
8174,125.44283
8175,138.07816
8176,2.8259559
8177,-20.05457
8178,-15.238559
8179,45.773937
8180,39.10841
8181,27.941854
8182,23.772299
8183,19.70524
8184,59.916958
8185,259.68097
8186,589.4984
8187,732.68726
8188,880.3871
8189,646.90497
8190,563.67395
8191,461.66507
8192,278.6237
8193,335.62314
8194,86.67518
8195,72.28288
8196,76.042145
8197,60.089172
8198,63.07849
8199,64.29308
8200,-1.073047
8201,-2.8149471
8202,0.37236392
8203,-6.825369
8204,-4.7040343
8205,-6.334077
8206,-5.384088
8207,-13.664944
8208,2.7876
8209,196.94691
8210,383.41568
8211,649.7257
8212,599.99945
8213,702.63873
8214,525.85254
8215,510.80942
8216,245.43741
8217,125.76559
8218,23.84325
8219,23.680464
8220,18.36244
8221,5.136341
8222,6.0598593
8223,52.353924
8224,-1.2414521
8225,-0.6469103
8226,-3.1784225
8227,0.7843782
8228,-5.444231
8229,-2.5894637
8230,-6.121599
8231,6.3460765
8232,15.6973295
8233,197.47777
8234,330.5841
8235,573.6439
8236,637.8679
8237,429.09055
8238,369.78165
8239,275.56552
8240,213.54903
8241,154.54399
8242,171.33711
8243,76.5421
8244,97.41951
8245,81.98776
8246,78.316734
8247,83.623795
8248,3.8045435
8249,2.8264651
8250,1.7178683
8251,3.7195294
8252,1.4216727
8253,-0.9028095
8254,-4.616498
8255,6.5324836
8256,9.809183
8257,138.0937
8258,187.13008
8259,392.56686
8260,503.5044
8261,565.0266
8262,392.5042
8263,159.67143
8264,125.68285
8265,81.2386
8266,22.713583
8267,8.877023
8268,-6.321675
8269,10.403719
8270,19.024872
8271,10.310607
8272,-3.9275017
8273,0.43888533
8274,-7.4808774
8275,-6.9977226
8276,4.5297046
8277,20.284124
8278,-3.5535922
8279,3.2299447
8280,11.4060335
8281,126.94065
8282,425.92877
8283,468.7218
8284,393.26038
8285,496.41696
8286,569.5789
8287,361.3143
8288,136.0068
8289,90.430824
8290,9.4699135
8291,1.5466119
8292,-3.9484253
8293,8.545488
8294,10.8835125
8295,16.269554
8296,-9.203437
8297,2.3347878
8298,8.05014
8299,-3.3266559
8300,-3.6605473
8301,-6.8953495
8302,-4.9902062
8303,37.91854
8304,79.69421
8305,199.66174
8306,388.99194
8307,466.47067
8308,559.2848
8309,470.07788
8310,471.47873
8311,395.90512
8312,192.8813
8313,112.3168
8314,13.857903
8315,6.668654
8316,-0.67629653
8317,3.4672468
8318,6.3424177
8319,12.842201
8320,5.9126244
8321,3.8385143
8322,5.293639
8323,-8.850088
8324,-8.984478
8325,2.4427562
8326,-2.995284
8327,6.496446
8328,8.611149
8329,127.85319
8330,304.6346
8331,391.89322
8332,499.40594
8333,410.2557
8334,517.7248
8335,261.277
8336,168.5538
8337,115.47875
8338,3.0077085
8339,13.178253
8340,-17.778944
8341,0.6276994
8342,-15.771949
8343,-9.707659
8344,0.53105783
8345,9.206173
8346,5.0700865
8347,-4.492083
8348,-13.2262535
8349,-5.6304626
8350,-2.334241
8351,6.447842
8352,-12.985918
8353,168.3732
8354,282.63477
8355,404.48727
8356,334.61417
8357,427.04126
8358,320.33408
8359,238.77586
8360,89.90759
8361,93.27048
8362,-8.851187
8363,-33.412132
8364,-17.246536
8365,-30.4304
8366,-19.738615
8367,-8.762132
8368,-5.466248
8369,-36.029827
8370,-13.225917
8371,-1.6897846
8372,16.314114
8373,2.4107695
8374,4.528278
8375,21.615206
8376,3.147215
8377,215.49396
8378,409.0008
8379,373.76053
8380,463.70657
8381,482.81146
8382,441.69043
8383,440.66153
8384,194.36938
8385,63.389763
8386,17.710546
8387,7.225166
8388,-5.793232
8389,-1.0602946
8390,-1.1996946
8391,18.373999
8392,0.40381992
8393,4.2358685
8394,18.375814
8395,15.18134
8396,-4.1552377
8397,14.061889
8398,10.934983
8399,5.37079
8400,19.013517
8401,176.69493
8402,421.14432
8403,457.84586
8404,337.87
8405,514.25037
8406,421.4648
8407,225.26917
8408,139.34514
8409,104.16363
8410,4.684287
8411,-2.5360017
8412,5.7952275
8413,6.747568
8414,-9.770355
8415,-1.5028232
8416,-2.9304013
8417,-0.44811046
8418,-8.044475
8419,-6.434886
8420,-10.9149275
8421,-6.1860056
8422,-13.322877
8423,9.728308
8424,64.01358
8425,155.08504
8426,299.3997
8427,420.75858
8428,501.45404
8429,518.01294
8430,468.29892
8431,395.1175
8432,202.64429
8433,71.99748
8434,-10.094526
8435,-7.031971
8436,-3.789232
8437,4.4069176
8438,-0.28262615
8439,106.85165
8440,-6.9327126
8441,-2.5370998
8442,-5.3381805
8443,0.027062774
8444,3.6061406
8445,-2.4383278
8446,4.425036
8447,-5.609757
8448,21.875854
8449,134.80956
8450,282.43884
8451,366.44373
8452,544.90186
8453,555.89154
8454,379.96332
8455,210.268
8456,150.3595
8457,77.996704
8458,11.06859
8459,7.1374536
8460,10.825418
8461,-1.5737631
8462,6.921513
8463,-2.5280201
8464,-10.356221
8465,-27.487919
8466,-46.94995
8467,-25.48072
8468,-0.7776518
8469,0.39705324
8470,-1.3741119
8471,-10.04471
8472,8.684449
8473,191.0751
8474,455.10895
8475,451.63193
8476,488.33136
8477,476.82925
8478,435.8347
8479,220.10146
8480,81.937065
8481,83.912346
8482,-22.324673
8483,-30.81342
8484,-46.392178
8485,-10.674676
8486,0.45908356
8487,-0.5190737
8488,-0.8748342
8489,7.113821
8490,0.38776755
8491,-11.740892
8492,4.134704
8493,17.544397
8494,3.8727546
8495,-19.918142
8496,-51.38895
8497,10.860183
8498,287.16318
8499,364.72708
8500,345.4977
8501,460.79843
8502,214.09148
8503,179.42137
8504,62.307713
8505,55.344437
8506,25.521755
8507,-28.542158
8508,-23.262217
8509,-5.497299
8510,-30.911049
8511,2.673346
8512,-1.0263548
8513,6.6063924
8514,11.678779
8515,16.033274
8516,5.0196157
8517,44.81574
8518,-2.4657738
8519,4.5418906
8520,8.246848
8521,158.97598
8522,421.40137
8523,442.46655
8524,499.69983
8525,421.17786
8526,443.59354
8527,292.46332
8528,114.80721
8529,85.47501
8530,21.310085
8531,3.5554242
8532,22.378532
8533,9.268277
8534,0.94233847
8535,4.755163
8536,0.74987507
8537,-13.527169
8538,-2.6681666
8539,-11.319083
8540,8.710375
8541,11.058153
8542,4.374348
8543,-1.5257827
8544,-9.755149
8545,183.19923
8546,316.1207
8547,498.27155
8548,512.55115
8549,560.21783
8550,439.5718
8551,434.5732
8552,135.41618
8553,80.23989
8554,-9.881952
8555,0.057253823
8556,1.241327
8557,4.388212
8558,3.722296
8559,56.273014
8560,-2.7494912
8561,-4.9107184
8562,-2.266343
8563,-6.115637
8564,-2.9733367
8565,-2.410111
8566,-2.5023782
8567,-8.480453
8568,20.308722
8569,234.96742
8570,346.8156
8571,513.83246
8572,348.38232
8573,336.34872
8574,228.79782
8575,226.83559
8576,175.92831
8577,46.07304
8578,-0.7295471
8579,1.8705758
8580,0.6323955
8581,-11.579954
8582,3.76511
8583,52.5501
8584,-3.155746
8585,1.5226699
8586,-11.162239
8587,11.621393
8588,-13.656063
8589,-6.619312
8590,-28.964653
8591,10.1506195
8592,-79.737976
8593,87.927216
8594,190.11237
8595,248.94
8596,265.5352
8597,360.12253
8598,305.98602
8599,240.24924
8600,42.136074
8601,45.257042
8602,14.565541
8603,0.98313046
8604,9.610455
8605,-16.664223
8606,4.1341877
8607,4.172104
8608,-1.5748689
8609,-5.192529
8610,-5.511908
8611,-3.0773635
8612,4.373054
8613,5.245275
8614,-10.942003
8615,1.2634376
8616,-1.9767123
8617,171.15962
8618,363.84393
8619,410.3854
8620,388.35355
8621,443.90552
8622,417.98468
8623,373.44803
8624,103.51068
8625,59.383068
8626,-0.96142805
8627,-11.040663
8628,-1.1310879
8629,-5.3130198
8630,-16.974215
8631,3.2955034
8632,9.102238
8633,-9.603409
8634,10.624223
8635,-1.9020891
8636,-3.4164042
8637,8.348768
8638,2.6649203
8639,10.530724
8640,18.66121
8641,140.64606
8642,320.43716
8643,423.866
8644,480.0853
8645,438.23627
8646,377.00754
8647,319.04767
8648,116.77393
8649,34.132893
8650,10.733269
8651,17.761301
8652,6.7454143
8653,8.507885
8654,-14.534629
8655,-20.163748
8656,6.8466744
8657,4.6085114
8658,3.1028366
8659,1.0360109
8660,-1.075841
8661,-2.1637816
8662,3.8380005
8663,6.4107623
8664,87.416405
8665,180.77005
8666,436.77448
8667,474.49194
8668,442.40857
8669,503.17355
8670,433.21204
8671,346.9455
8672,134.1478
8673,64.906
8674,16.107056
8675,16.300299
8676,9.018335
8677,-12.643719
8678,-4.266181
8679,13.038653
8680,-11.582966
8681,-1.4340094
8682,-6.392754
8683,-8.266445
8684,-3.067675
8685,2.3757408
8686,19.656
8687,12.337281
8688,-12.46167
8689,172.44588
8690,236.57942
8691,335.3406
8692,335.95468
8693,394.8742
8694,473.5854
8695,352.6019
8696,96.95843
8697,53.360134
8698,-15.886754
8699,-19.673193
8700,-9.804804
8701,-21.186598
8702,5.298252
8703,-8.027455
8704,-2.8789182
8705,1.178691
8706,1.6629786
8707,1.320546
8708,1.047339
8709,-0.1715394
8710,-9.315236
8711,16.867956
8712,55.616436
8713,190.04196
8714,398.78928
8715,387.8292
8716,457.1556
8717,407.6333
8718,398.81604
8719,364.93344
8720,145.12024
8721,57.61222
8722,-6.764881
8723,0.42918843
8724,-2.373981
8725,0.87942827
8726,-0.45014703
8727,2.829641
8728,-8.896375
8729,-6.72178
8730,-5.425165
8731,-10.25325
8732,-11.42866
8733,2.3020003
8734,-6.0116835
8735,-2.2157621
8736,-8.338538
8737,135.7568
8738,337.13495
8739,421.728
8740,376.57837
8741,263.5937
8742,370.5446
8743,331.9543
8744,102.256485
8745,92.345894
8746,-12.715068
8747,0.2773083
8748,-5.399703
8749,0.4806863
8750,-1.680196
8751,-6.611206
8752,2.85213
8753,-2.2102365
8754,8.152843
8755,2.1627717
8756,8.4040985
8757,6.922713
8758,6.358343
8759,14.395434
8760,6.7401547
8761,127.60955
8762,179.1389
8763,394.2681
8764,416.23672
8765,425.15656
8766,385.71814
8767,213.40215
8768,143.6812
8769,86.0186
8770,22.2136
8771,14.418205
8772,12.332238
8773,-10.76559
8774,-9.2754345
8775,-5.0555754
8776,-6.805237
8777,2.9858823
8778,-29.556463
8779,0.69725466
8780,-11.940601
8781,-7.507276
8782,3.4329033
8783,-7.8616343
8784,-10.751047
8785,139.44283
8786,273.8859
8787,288.1616
8788,357.75284
8789,318.80176
8790,285.10492
8791,357.55234
8792,159.8114
8793,76.22863
8794,13.366115
8795,7.574276
8796,4.333875
8797,5.0115995
8798,-11.313464
8799,3.4283931
8800,-6.0710063
8801,-14.846318
8802,-14.436429
8803,11.943307
8804,-6.384305
8805,-9.823559
8806,6.1938396
8807,37.112423
8808,65.011246
8809,133.60655
8810,383.6858
8811,467.7637
8812,469.09262
8813,506.473
8814,452.63412
8815,348.07437
8816,98.02968
8817,70.75192
8818,1.5512093
8819,1.2098647
8820,1.8963138
8821,1.191466
8822,-18.66088
8823,-14.680632
8824,-0.5347409
8825,-0.26856655
8826,-6.651643
8827,-9.683593
8828,-3.9463916
8829,-2.7077508
8830,-0.79026604
8831,-0.75893867
8832,-4.7476745
8833,126.44034
8834,181.51523
8835,373.2606
8836,381.8415
8837,429.02252
8838,439.8229
8839,312.80164
8840,146.58284
8841,47.098896
8842,-2.319605
