,centrovis-cab
20932,-2.0768294
20933,2.4256701
20934,3.7478528
20935,-11.645993
20936,-9.88003
20937,15.246921
20938,70.77818
20939,250.51572
20940,491.9308
20941,694.29956
20942,705.8229
20943,747.90924
20944,788.5805
20945,758.1213
20946,626.52014
20947,393.224
20948,315.0129
20949,100.32932
20950,65.39483
20951,-9.395841
20952,54.090782
20953,19.044214
20954,0.6418296
20955,-3.7603977
20956,-5.510299
20957,-0.56334853
20958,0.68178105
20959,-6.005985
20960,-4.309798
20961,24.148827
20962,88.30369
20963,225.67548
20964,522.62
20965,603.4163
20966,717.43274
20967,773.5878
20968,846.08356
20969,829.79504
20970,732.4446
20971,511.86783
20972,323.44562
20973,115.00353
20974,26.778416
20975,-9.915044
20976,9.931264
20977,-26.882227
20978,12.249963
20979,-27.570807
20980,26.790419
20981,-5.94334
20982,-9.83703
20983,-7.4820685
20984,-11.8618965
20985,20.253155
20986,73.27287
20987,277.89984
20988,524.9594
20989,649.3826
20990,898.2635
20991,927.4154
20992,895.80896
20993,799.9549
20994,732.1362
20995,589.59937
20996,424.0305
20997,109.0347
20998,64.91134
20999,-10.093696
21000,-6.819059
21001,-1.0331469
21002,-4.5561323
21003,-2.3052633
21004,-3.6342087
21005,-2.0268886
21006,-1.5401173
21007,2.4610343
21008,0.9586562
21009,5.6768804
21010,42.746017
21011,227.6891
21012,592.00696
21013,652.7977
21014,383.5882
21015,346.92502
21016,452.59256
21017,626.7077
21018,435.9675
21019,49.846813
21020,-16.850842
21021,-14.718266
21022,-13.8862295
21023,-22.553759
21024,-9.937569
21025,-10.708207
21026,-11.026734
21027,-3.0376663
21028,-4.0510383
21029,-0.206364
21030,0.05142857
21031,22.664146
21032,56.533005
21033,159.51276
21034,367.20624
21035,611.50806
21036,690.03375
21037,864.6746
21038,857.8286
21039,779.1226
21040,449.20148
21041,324.26892
21042,147.04434
21043,71.43341
21044,9.61918
21045,16.80931
21046,5.414505
21047,-6.4357066
21048,0.23564586
21049,4.64199
21050,3.3440819
21051,-1.187596
21052,-4.4222646
21053,-2.4066064
21054,-8.004071
21055,10.8196535
21056,52.810295
21057,187.89983
21058,557.96844
21059,694.7266
21060,915.95215
21061,929.6462
21062,955.675
21063,854.1622
21064,785.08203
21065,662.2975
21066,449.56732
21067,112.98364
21068,33.80092
21069,37.738487
21070,-9.131183
21071,1.8137813
21072,-3.0367239
21073,-2.0122588
21074,-3.7649732
21075,-8.771487
21076,9.449607
21077,-3.3580852
21078,-1.7894311
21079,-0.6258747
21080,52.525703
21081,241.29822
21082,533.8731
21083,784.0934
21084,853.37787
21085,976.5484
21086,982.72943
21087,884.8246
21088,747.52203
21089,693.4357
21090,488.09766
21091,118.38085
21092,51.813725
21093,17.8928
21094,-29.713734
21095,-7.302305
21096,-9.376796
21097,-1.614395
21098,9.894007
21099,2.2770863
21100,-0.54533756
21101,-17.39817
21102,1.6607938
21103,6.1858
21104,42.13719
21105,201.93687
21106,465.4057
21107,784.3438
21108,844.7773
21109,965.3088
21110,877.73755
21111,876.69336
21112,740.51556
21113,646.6272
21114,501.94022
21115,126.46375
21116,36.30432
21117,15.046543
21118,-6.308341
21119,6.4313273
21120,-8.008794
21121,-4.1621404
21122,-3.0452626
21123,4.2313676
21124,-0.22485697
21125,-10.111988
21126,-2.7162228
21127,2.9637313
21128,45.35337
21129,267.00757
21130,541.92957
21131,738.615
21132,892.4887
21133,986.18286
21134,985.59314
21135,936.501
21136,834.32214
21137,642.2654
21138,467.76666
21139,108.5811
21140,74.388725
21141,-0.17875259
21142,-7.7224426
21143,9.530132
21144,-3.4996774
21145,25.602505
21146,-3.9601498
21147,4.1541934
21148,13.469785
21149,-10.256831
21150,-7.68555
21151,14.991217
21152,40.518444
21153,224.31967
21154,502.11652
21155,698.87213
21156,902.62054
21157,855.59674
21158,949.226
21159,797.5558
21160,756.472
21161,639.03424
21162,458.71848
21163,92.396
21164,35.65328
21165,11.035132
21166,30.277037
21167,19.35274
21168,18.259926
21169,2.8335323
21170,32.346725
21171,3.3347569
21172,-5.7627153
21173,10.24059
21174,-3.2836893
21175,15.237346
21176,47.15357
21177,280.10208
21178,563.5454
21179,683.0029
21180,878.04047
21181,918.6818
21182,938.2084
21183,802.86096
21184,821.74097
21185,677.92847
21186,457.80438
21187,117.87556
21188,61.683144
21189,31.512602
21190,-2.355646
21191,-0.07006411
21192,-9.62603
21193,-0.43165767
21194,-3.9347034
21195,-20.73234
21196,-0.025764823
21197,-8.520345
21198,-4.293651
21199,11.504416
21200,38.80084
21201,203.63002
21202,510.52036
21203,763.7298
21204,864.6444
21205,936.3966
21206,920.20123
21207,814.2671
21208,801.4721
21209,630.85925
21210,488.8744
21211,73.33506
21212,41.651447
21213,-5.664534
21214,-1.0629393
21215,-13.1443205
21216,-9.903596
21217,16.71613
21218,28.799759
21219,-7.286284
21220,-7.943375
21221,-4.2364964
21222,-1.5169514
21223,11.047182
21224,61.92353
21225,239.09549
21226,510.8083
21227,755.68384
21228,883.29565
21229,985.6806
21230,928.42865
21231,809.22034
21232,776.2192
21233,592.6537
21234,421.43234
21235,98.45157
21236,-11.937149
21237,-1.986981
21238,-0.89623845
21239,-45.985
21240,16.110645
21241,-52.296623
21242,11.100379
21243,20.198101
21244,-33.23284
21245,16.337055
21246,15.290326
21247,29.646252
21248,45.386864
21249,321.77072
21250,530.4843
21251,651.34344
21252,781.14923
21253,887.7489
21254,916.406
21255,842.34344
21256,752.2267
21257,496.86685
21258,432.86383
21259,135.59363
21260,53.279545
21261,32.23185
21262,48.339134
21263,43.559837
21264,36.122795
21265,12.502934
21266,-9.751935
21267,20.777592
21268,2.3140247
21269,-2.1239095
21270,0.4062937
21271,5.3981075
21272,39.997124
21273,206.17809
21274,490.57144
21275,761.5261
21276,770.8418
21277,934.3913
21278,870.02185
21279,793.37585
21280,803.71375
21281,636.99945
21282,422.10635
21283,109.99715
21284,51.348824
21285,11.988703
21286,13.824939
21287,10.546046
21288,11.332591
21289,4.037129
21290,7.749788
21291,1.186009
21292,0.10418594
21293,-0.56485
21294,7.014009
21295,9.905418
21296,48.654633
21297,203.33345
21298,563.49615
21299,608.79724
21300,686.16797
21301,909.7964
21302,927.30945
21303,836.46893
21304,741.7959
21305,684.77795
21306,450.20773
21307,68.39723
21308,32.268715
21309,42.281387
21310,17.787441
21311,-5.927534
21312,4.570221
21313,2.1721325
21314,-6.806579
21315,-18.817015
21316,-6.778818
21317,2.0978336
21318,-8.482422
21319,-5.535803
21320,40.265568
21321,203.05014
21322,509.85318
21323,689.8614
21324,866.7343
21325,992.0709
21326,986.7871
21327,776.5573
21328,748.0581
21329,632.4915
21330,464.1588
21331,159.51677
21332,46.720592
21333,-6.7493525
21334,20.684828
21335,26.042591
21336,25.26112
21337,-4.831013
21338,-4.9082084
21339,24.951338
21340,-8.861692
21341,-7.1720643
21342,-3.5947983
21343,1.561781
21344,31.736862
21345,199.5138
21346,562.71875
21347,733.94995
21348,835.11786
21349,860.57336
21350,899.4128
21351,808.9336
21352,738.5239
21353,657.54913
21354,447.4246
21355,85.14598
21356,18.938335
21357,-21.292294
21358,-22.669329
21359,1.3072189
21360,1.7618061
21361,-4.1509185
21362,1.6778034
21363,-2.4943771
21364,-5.5932217
21365,-18.9237
21366,-0.6951529
21367,13.617946
21368,46.362713
21369,172.12543
21370,532.4201
21371,771.7807
21372,842.36584
21373,833.5593
21374,892.7717
21375,794.85266
21376,737.69934
21377,632.4809
21378,443.36133
21379,97.65296
21380,18.915583
21381,13.566446
21382,-32.479984
21383,-19.550993
21384,-17.447556
21385,3.2699847
21386,3.4981737
21387,-2.3728936
21388,-2.02095
21389,98.98864
21390,-1.525313
21391,24.004005
21392,70.140144
21393,260.61295
21394,547.07605
21395,768.0525
21396,891.7377
21397,971.0578
21398,947.383
21399,899.0648
21400,843.9667
21401,723.6962
21402,489.39008
21403,100.737366
21404,38.472324
21405,67.811035
21406,62.826538
21407,52.65818
21408,18.071606
21409,21.97625
21410,4.8737817
21411,-9.519532
21412,-9.158277
21413,-3.9724998
21414,-6.5000353
21415,6.885956
21416,42.16319
21417,221.19717
21418,521.1257
21419,730.0617
21420,875.6578
21421,934.83386
21422,918.8454
21423,888.3399
21424,807.17725
21425,697.8999
21426,481.17706
21427,100.624565
21428,23.453024
21429,-47.991783
21430,18.952513
21431,-13.337354
21432,-6.6975493
21433,4.68555
21434,-3.6547267
21435,-13.171642
21436,2.5681083
21437,-14.585919
21438,-20.186787
21439,-0.55107284
21440,39.143154
21441,232.39854
21442,562.1968
21443,790.7449
21444,926.03314
21445,815.54333
21446,918.3263
21447,899.4255
21448,735.0696
21449,631.5229
21450,463.5545
21451,77.79256
21452,61.27185
21453,10.56175
21454,-0.9116082
21455,-1.8667704
21456,-6.5057716
21457,-0.44024327
21458,-13.946533
21459,-3.4547672
21460,-4.4704585
21461,-2.9460428
21462,3.2378063
21463,-6.277693
21464,44.91451
21465,243.12036
21466,578.8829
21467,763.8607
21468,937.458
21469,931.0041
21470,906.66315
21471,765.8506
21472,740.4005
21473,562.8964
21474,427.5673
21475,83.4201
21476,77.32269
21477,42.255054
21478,38.296444
21479,37.81509
21480,36.269604
21481,10.823564
21482,-4.271078
21483,-0.2645446
21484,17.273947
21485,-0.19842115
21486,34.54307
21487,25.196705
21488,67.3212
21489,230.95395
21490,283.63705
21491,540.3011
21492,714.30756
21493,930.1893
21494,784.42474
21495,748.23566
21496,627.5211
21497,378.3931
21498,308.62964
21499,117.6309
21500,41.417946
21501,1.2495977
21502,17.859161
21503,29.728468
21504,22.290731
21505,19.959587
21506,-4.6802926
21507,6.9874883
21508,11.230373
21509,10.25673
21510,16.065014
21511,26.514528
21512,42.80112
21513,299.92462
21514,524.9137
21515,656.0724
21516,733.5949
21517,760.54193
21518,862.0753
21519,708.1111
21520,578.1036
21521,439.35785
21522,396.7573
21523,107.49037
21524,51.011707
21525,20.079144
21526,-14.974703
21527,-2.8094947
21528,-6.235246
21529,-11.913078
21530,0.22307384
21531,2.1282208
21532,-8.234452
21533,-4.1231847
21534,-9.292893
21535,1.5204964
21536,42.969868
21537,173.19933
21538,526.78656
21539,698.5946
21540,825.52106
21541,932.5946
21542,931.19745
21543,796.2866
21544,683.3073
21545,596.44183
21546,420.8576
21547,109.2874
21548,72.40971
21549,17.661566
21550,0.64285034
21551,0.23672664
21552,7.2020636
21553,-0.42594397
21554,-6.2802196
21555,-7.9833107
21556,-4.220729
21557,-6.274141
21558,-8.029728
21559,-5.8033786
21560,44.433865
21561,320.2423
21562,551.4161
21563,732.4247
21564,893.48083
21565,918.0086
21566,836.02466
21567,755.13934
21568,701.7374
21569,576.4824
21570,421.17926
21571,91.62222
21572,-12.059844
21573,10.685764
21574,5.3640437
21575,-3.7583904
21576,-14.350158
21577,5.116896
21578,-15.910798
21579,-10.60297
21580,-3.9191628
21581,-8.927864
21582,-5.29636
21583,-4.342349
21584,61.64144
21585,207.59116
21586,541.6888
21587,723.72675
21588,809.3616
21589,825.95667
21590,923.3717
21591,798.17773
21592,691.41254
21593,615.8545
21594,401.44
21595,124.289024
21596,48.40832
21597,-7.696367
21598,2.0851154
21599,3.9656532
21600,44.125454
21601,22.511242
21602,-13.794036
21603,4.140689
21604,-11.469017
21605,-9.607576
21606,-5.6783357
21607,-13.537482
21608,40.19898
21609,203.82288
21610,542.8324
21611,740.82245
21612,829.5763
21613,899.68823
21614,926.59906
21615,854.5374
21616,743.554
21617,576.60223
21618,413.52567
21619,124.31184
21620,39.187458
21621,30.462626
21622,30.269579
21623,17.6497
21624,17.204565
21625,25.03847
21626,-4.771897
21627,-3.4704235
21628,0.5066098
21629,6.568752
21630,5.920939
21631,20.619658
21632,55.397617
21633,258.14154
21634,522.4359
21635,738.8073
21636,830.1124
21637,957.60834
21638,978.19025
21639,872.09143
21640,678.4478
21641,509.12656
21642,419.20538
21643,66.41273
21644,74.989876
21645,-0.33991647
21646,-2.878481
21647,-5.3703547
21648,11.118731
21649,20.207674
21650,25.642456
21651,20.236986
21652,-3.4545712
21653,1.483286
21654,1.5682019
21655,0.48190618
21656,37.70245
21657,210.51677
21658,505.753
21659,705.7203
21660,851.49146
21661,934.6115
21662,932.25116
21663,854.34595
21664,739.01917
21665,591.453
21666,406.7686
21667,90.816734
21668,49.511555
21669,-1.4556179
21670,-5.2771406
21671,-6.120082
21672,0.6243109
21673,7.164373
21674,-12.754628
21675,1.1136873
21676,-0.0121831
21677,-2.5453117
21678,6.3486524
21679,-1.2193984
21680,70.6509
21681,242.69833
21682,509.2185
21683,729.5401
21684,782.50684
21685,919.7159
21686,871.0978
21687,745.4906
21688,634.6791
21689,594.9142
21690,413.99258
21691,110.293335
21692,55.410603
21693,10.580331
21694,6.411825
21695,15.796347
21696,2.8527772
21697,-5.3844337
21698,-5.042633
21699,-4.0522866
21700,0.38439834
21701,-4.744065
21702,-0.39727294
21703,-3.22644
21704,38.605663
21705,214.85506
21706,486.83047
21707,652.7871
21708,806.1677
21709,785.1858
21710,885.33167
21711,789.60156
21712,661.2024
21713,616.4226
21714,368.23532
21715,77.3645
21716,-12.096255
21717,8.41496
21718,-6.8131504
21719,-1.8197397
21720,0.079071686
21721,-2.0815105
21722,-1.2466894
21723,-0.8193297
21724,-4.454467
21725,-2.4990213
21726,-1.377851
21727,-0.85922825
21728,37.86062
21729,197.51831
21730,451.05255
21731,652.95544
21732,712.0172
21733,822.45667
21734,889.4499
21735,701.5654
21736,635.4351
21737,611.7177
21738,361.56058
21739,86.65691
21740,-9.424621
21741,-11.982102
21742,1.0999876
21743,-0.25868577
21744,-5.258212
21745,-0.29770637
21746,-8.266004
21747,1.8294481
21748,-3.198258
21749,-0.4275471
21750,0.4575908
21751,-1.4945948
21752,50.92029
21753,194.52254
21754,378.3805
21755,548.90967
21756,776.48047
21757,865.71783
21758,856.9417
21759,722.35443
21760,710.5565
21761,584.381
21762,400.47684
21763,77.48289
21764,13.86012
21765,8.30179
21766,-9.046305
21767,7.4486194
21768,-5.43488
21769,0.165454
21770,-3.577044
21771,23.31853
21772,2.4161577
21773,-10.391579
21774,10.27155
21775,-10.182415
21776,54.207745
21777,262.8735
21778,546.6813
21779,719.40936
21780,850.1043
21781,937.92114
21782,960.33746
21783,884.79266
21784,783.49396
21785,638.50684
21786,444.37744
21787,125.971695
21788,41.778786
21789,4.102663
21790,-34.84818
21791,-39.186886
21792,0.19286633
21793,-77.5157
21794,-11.543626
21795,2.753613
21796,-8.20997
21797,-3.5792308
21798,0.11720812
21799,3.6884396
21800,48.367485
21801,256.92688
21802,522.15063
21803,730.4692
21804,818.53143
21805,896.61163
21806,937.0209
21807,785.2466
21808,732.6029
21809,528.1109
21810,370.2046
21811,67.2841
21812,21.93154
21813,-10.143465
21814,-6.152472
21815,-1.9347194
21816,-10.479127
21817,2.9735365
21818,6.8628154
21819,0.47101673
21820,-4.31293
21821,5.034676
21822,-7.1058145
21823,-24.926752
21824,6.662297
21825,219.05632
21826,432.23932
21827,681.2036
21828,791.2076
21829,902.8755
21830,936.5541
21831,826.3095
21832,718.8323
21833,642.0849
21834,416.12946
21835,98.32538
21836,13.69035
21837,1.4406397
21838,5.0344887
21839,-2.2152421
21840,1.8657986
21841,-2.5547578
21842,-5.2012625
21843,-1.5414947
21844,-4.4749594
21845,-2.58315
21846,-2.4513178
21847,1.6246408
21848,40.120068
21849,206.62546
21850,471.6314
21851,729.1745
21852,788.5793
21853,853.95306
21854,884.4204
21855,666.43396
21856,626.13226
21857,563.9165
21858,416.10275
21859,89.94713
21860,-2.3663611
21861,3.3657136
21862,0.4201345
21863,-25.0906
21864,-3.3323953
21865,2.3585997
21866,2.798131
21867,-3.3780859
21868,1.1758455
21869,0.6513809
21870,3.2890797
21871,1.7976892
21872,38.598736
21873,233.59729
21874,458.93137
21875,617.5439
21876,770.17566
21877,887.34424
21878,865.9596
21879,796.1962
21880,721.4616
21881,587.6465
21882,398.4189
21883,70.96736
21884,-0.14402984
21885,5.295865
21886,3.8766894
21887,40.087757
21888,8.444243
21889,-0.10540092
21890,-8.987316
21891,-6.013867
21892,-10.336506
21893,-9.599561
21894,-8.872223
21895,-8.685066
21896,47.45602
21897,252.90631
21898,503.40265
21899,652.46124
21900,788.7748
21901,909.9112
21902,846.2963
21903,811.83026
21904,681.0686
21905,537.10425
21906,339.48062
21907,85.92996
21908,20.117617
21909,11.096447
21910,8.159946
21911,3.460372
21912,14.634506
21913,-4.661535
21914,-3.2620087
21915,-27.4649
21916,2.780888
21917,-5.1042814
21918,-0.6757878
21919,-4.0637584
21920,59.364906
21921,219.92664
21922,511.3627
21923,665.02765
21924,803.8627
21925,902.5209
21926,896.0074
21927,820.7407
21928,721.92175
21929,570.8567
21930,400.72208
21931,95.26904
21932,32.859795
21933,14.424049
21934,4.0879164
21935,-42.410988
21936,-32.78331
21937,-42.39149
21938,-9.350772
21939,-7.237023
21940,-56.128876
21941,-5.9706683
21942,-33.262516
21943,-15.148048
21944,47.789547
21945,202.41252
21946,450.60345
21947,652.133
21948,806.6962
21949,825.7647
21950,899.7981
21951,769.1963
21952,704.9703
21953,555.9088
21954,385.36066
21955,73.7276
21956,-32.854973
21957,-13.540032
21958,-19.34084
21959,-13.276444
21960,-14.962345
21961,3.6229997
21962,-1.5428486
21963,-5.858999
21964,-2.7717235
21965,-2.7618003
21966,3.9827468
21967,2.480802
21968,55.998398
21969,238.3801
21970,483.57544
21971,677.6516
21972,803.78156
21973,835.37115
21974,875.12604
21975,734.46466
21976,535.55066
21977,434.79907
21978,317.5752
21979,26.374388
21980,23.380043
21981,1.9845062
21982,1.8094388
21983,-2.9098377
21984,-1.2276193
21985,1.867977
21986,3.1656475
21987,4.9017425
21988,1.9733907
21989,-43.196697
21990,-4.1021776
21991,2.8241317
21992,62.769653
21993,252.3713
21994,501.62607
21995,665.2517
21996,799.29443
21997,865.8651
21998,867.63794
21999,748.94
22000,699.9609
22001,535.7977
22002,407.12726
22003,60.37022
22004,14.861623
22005,-25.949917
22006,8.752805
22007,-0.3546613
22008,5.640714
22009,8.099196
22010,5.2939143
22011,5.6982436
22012,14.852493
22013,-10.408501
22014,-7.445539
22015,14.111551
22016,49.94899
22017,233.88632
22018,542.0759
22019,714.142
22020,809.24176
22021,910.0775
22022,908.64856
22023,845.58
22024,667.17053
22025,585.4788
22026,379.80936
22027,60.685467
22028,4.7584763
22029,-20.60806
22030,-24.394806
22031,-0.85593414
22032,-18.528511
22033,-13.032782
22034,-15.934514
22035,-3.7588618
22036,-7.2990594
22037,-9.66697
22038,-4.492529
22039,-1.3285421
22040,31.622765
22041,251.85884
22042,486.62137
22043,683.7247
22044,816.8198
22045,892.34656
22046,893.20294
22047,797.8705
22048,724.45776
22049,619.6488
22050,404.64026
22051,68.04705
22052,24.22668
22053,1.1540432
22054,2.9925816
22055,4.6910644
22056,6.3847513
22057,0.1519711
22058,1.4255983
22059,1.6157687
22060,6.6945505
22061,-2.428049
22062,-0.15140182
22063,13.643034
22064,57.776646
22065,200.16373
22066,452.25388
22067,643.24365
22068,818.3167
22069,871.50836
22070,862.96643
22071,621.45844
22072,571.99005
22073,590.03925
22074,306.7724
22075,55.738914
22076,18.071308
22077,1.393993
22078,-2.0536027
22079,-6.08573
22080,5.0704613
22081,-1.2183038
22082,11.054427
22083,13.374554
22084,0.79667985
22085,-7.5426307
22086,-3.859541
22087,1.623217
22088,45.505344
22089,238.76958
22090,485.1227
22091,679.3722
22092,812.52435
22093,841.54834
22094,925.1611
22095,828.3521
22096,726.5598
22097,527.84894
22098,411.5067
22099,75.82634
22100,26.97112
22101,-34.822712
22102,-3.1423368
22103,-2.7011046
22104,-49.835346
22105,-4.93222
22106,-6.2854476
22107,0.5831404
22108,1.1438414
22109,-3.7588797
22110,0.5985774
22111,-1.5377749
22112,43.87522
22113,218.31415
22114,500.65118
22115,638.92426
22116,796.43774
22117,881.8639
22118,902.0892
22119,793.9059
22120,733.12933
22121,588.207
22122,383.93796
22123,71.657715
22124,22.152348
22125,4.71426
22126,-8.61178
22127,-3.3262835
22128,-3.209745
22129,-6.293667
22130,-3.125977
22131,10.921442
22132,-12.173865
22133,0.314844
22134,-6.348932
22135,22.47266
22136,30.673182
22137,199.59238
22138,481.11816
22139,671.5235
22140,725.0063
22141,806.0426
22142,902.8369
22143,665.9039
22144,640.2294
22145,578.8529
22146,348.13425
22147,75.20221
22148,5.1796036
22149,1.5489541
22150,15.955488
22151,7.4794602
22152,9.989658
22153,0.9064387
22154,-8.186736
22155,-0.6754819
22156,-0.7238742
22157,-4.970997
22158,-2.3275266
22159,0.13286926
22160,40.160152
22161,208.67354
22162,473.54443
22163,679.4315
22164,715.236
22165,846.899
22166,853.9236
22167,728.1878
22168,651.2732
22169,562.3219
22170,358.5189
22171,78.07736
22172,18.751303
22173,-2.0977032
22174,-1.9170052
22175,-0.40970886
22176,-1.503501
22177,1.272138
22178,-1.3897082
22179,-3.1203837
22180,-0.021743774
22181,0.4151169
22182,-1.6231534
22183,-2.2330365
22184,46.74857
22185,217.77858
22186,481.98563
22187,622.60236
22188,792.98895
22189,903.8805
22190,878.24054
22191,754.9599
22192,700.59094
22193,579.28613
22194,382.8486
22195,56.929184
22196,4.405387
22197,-5.5107136
22198,-24.413664
22199,-8.849819
22200,-4.4172134
22201,-6.083172
22202,14.040006
22203,-1.1135556
22204,-0.22841763
22205,-0.47951984
22206,-2.131208
22207,-0.64052916
22208,36.518192
22209,186.48763
22210,464.7981
22211,652.1161
22212,662.4289
22213,854.4968
22214,850.0154
22215,702.02466
22216,677.57166
22217,563.5888
22218,358.11417
22219,80.56011
22220,25.88001
22221,0.74371195
22222,9.504535
22223,0.2759437
22224,-6.643532
22225,1.6010936
22226,0.9716333
22227,-0.85837483
22228,-0.12314898
22229,0.59727144
22230,-1.1070825
22231,-2.0877705
22232,37.36961
22233,208.63466
22234,466.28558
22235,643.60376
22236,774.3622
22237,792.10205
22238,882.2061
22239,714.9247
22240,665.56024
22241,564.3362
22242,349.7713
22243,73.86695
22244,-11.778592
22245,-1.9720737
22246,-7.005535
22247,-2.813471
22248,-6.60702
22249,0.38267004
22250,3.2494206
22251,0.58762085
22252,-3.6544724
22253,-0.54324687
22254,5.650303
22255,6.866606
22256,36.41128
22257,212.0752
22258,477.2098
22259,684.9128
22260,804.243
22261,847.69165
22262,817.2289
22263,657.5963
22264,688.71216
22265,570.32874
22266,365.8512
22267,76.08029
22268,27.162289
22269,14.040706
22270,6.2810445
22271,6.158308
22272,2.2841277
22273,-1.9929413
22274,-0.2184385
22275,16.73739
22276,-6.4929433
22277,12.705902
22278,-4.490028
22279,6.8532186
22280,41.19184
22281,199.01094
22282,332.05908
22283,539.4748
22284,650.43195
22285,820.55725
22286,742.43066
22287,632.056
22288,461.47266
22289,469.94675
22290,298.7786
22291,81.663956
22292,13.760688
22293,-15.409157
22294,-4.427104
22295,1.6966903
22296,10.526649
22297,-12.198894
22298,-13.980375
22299,4.969753
22300,-5.3127437
22301,-5.2365375
22302,-7.637381
22303,-9.657737
22304,36.791252
22305,210.55974
22306,402.98206
22307,604.91675
22308,717.5793
22309,785.81964
22310,726.9749
22311,567.09436
22312,510.06735
22313,452.09607
22314,355.37415
22315,56.98092
22316,8.984291
22317,14.692357
22318,1.2797823
22319,0.62061733
22320,0.5001956
22321,-8.561942
22322,-8.531328
22323,-7.016048
22324,-5.543679
22325,-4.370906
22326,4.0163064
22327,-10.469507
22328,49.52279
22329,183.17583
22330,367.22372
22331,550.3598
22332,628.4227
22333,679.1978
22334,722.2471
22335,618.5331
22336,386.63815
22337,408.05795
22338,141.91954
22339,58.53222
22340,0.94292074
22341,-6.5597196
22342,9.832131
22343,2.026572
22344,7.6178265
22345,3.276713
22346,-6.505412
22347,-6.106257
22348,-2.7191193
22349,-2.4021513
22350,-1.0260457
22351,-6.092969
22352,31.66034
22353,179.22597
22354,384.19006
22355,568.6114
22356,672.2054
22357,787.4121
22358,744.94696
22359,272.22144
22360,255.33109
22361,224.93611
22362,107.27364
22363,49.454483
22364,-3.0103226
22365,3.667516
22366,8.434515
22367,6.0689435
22368,4.214424
22369,-3.9676638
22370,-3.1150346
22371,-7.2477365
22372,-7.987318
22373,-2.916995
22374,-7.058172
22375,-9.04396
22376,53.28161
22377,205.08263
22378,362.75204
22379,554.9546
22380,710.9399
22381,762.0977
22382,761.5881
22383,598.2031
22384,542.8434
22385,365.9254
22386,178.38876
22387,44.25089
22388,-1.9905211
22389,-13.761683
22390,-5.7303658
22391,-1.4186027
22392,-4.5880976
22393,1.5506308
22394,-4.3714705
22395,-5.970166
22396,-0.68354654
22397,-0.21011055
22398,-1.1127133
22399,0.36471748
22400,48.07214
22401,187.61801
22402,395.74823
22403,582.22394
22404,765.607
22405,757.42737
22406,768.86334
22407,534.93243
22408,537.00525
22409,231.80922
22410,126.23251
22411,68.58901
22412,5.1512914
22413,-2.518279
22414,-0.32065505
22415,9.077951
22416,10.827526
22417,-1.8962461
22418,1.5888766
22419,-1.2495602
22420,-1.0101902
22421,-3.601265
22422,0.9536725
22423,-0.9371997
22424,45.960217
22425,178.53214
22426,333.43863
22427,562.8251
22428,731.3818
22429,816.7226
22430,816.61316
22431,650.4959
22432,489.23178
22433,361.52493
22434,279.52286
22435,37.02634
22436,-17.135231
22437,-5.493393
22438,-2.185077
22439,-2.161328
22440,-2.242323
22441,9.172746
22442,-1.491964
22443,-6.4544125
22444,-14.802049
22445,-4.6241293
22446,-2.609983
22447,-2.7874537
22448,36.42461
22449,182.71098
22450,388.09653
22451,514.0706
22452,609.555
22453,763.25995
22454,786.408
22455,608.90424
22456,513.89984
22457,479.80786
22458,240.79881
22459,88.547455
22460,26.426481
22461,36.876026
22462,12.30068
22463,48.756607
22464,4.2370434
22465,-0.8503082
22466,10.89116
22467,-18.527687
22468,15.22009
22469,2.4571526
22470,-1.1495525
22471,8.673
22472,35.61445
22473,240.13728
22474,319.29773
22475,527.71014
22476,662.9691
22477,673.7296
22478,687.1874
22479,607.9151
22480,505.20602
22481,405.6022
22482,271.65604
22483,61.53082
22484,-4.6278543
22485,-9.269086
22486,-3.2215278
22487,-15.351114
22488,-6.7177744
22489,-0.4810858
22490,9.545445
22491,-0.79681265
22492,1.4693831
22493,0.93528855
22494,-3.310122
22495,5.302359
22496,45.57339
22497,190.09175
22498,340.66632
22499,526.6963
22500,685.89594
22501,687.56793
22502,717.5922
22503,525.82806
22504,506.2763
22505,432.78995
22506,287.30673
22507,44.771275
22508,-32.96954
22509,-9.102841
22510,-15.337978
22511,11.669026
22512,-8.642825
22513,-8.296433
22514,-7.5881896
22515,-5.711555
22516,-6.5362525
22517,-9.083089
22518,5.2697644
22519,-12.798042
22520,24.468079
22521,235.47325
22522,400.61078
22523,520.3339
22524,719.3758
22525,754.00366
22526,810.0577
22527,700.0508
22528,519.9063
22529,484.9237
22530,271.88702
22531,76.03518
22532,2.8993435
22533,-9.507218
22534,-3.5773008
22535,-2.234531
22536,2.1601787
22537,1.3320798
22538,-7.1437383
22539,-2.1878772
22540,-14.981994
22541,-5.681453
22542,-2.0395246
22543,-11.242467
22544,40.985058
22545,190.73735
22546,470.6401
22547,615.32715
22548,718.2273
22549,812.60034
22550,821.0187
22551,617.128
22552,506.65817
22553,497.63895
22554,318.86823
22555,63.671124
22556,-12.335046
22557,-0.45639127
22558,0.0065672547
22559,-10.420158
22560,-27.772001
22561,-11.289652
22562,-2.8601224
22563,-5.940601
22564,1.3742603
22565,-3.496397
22566,1.3634952
22567,-1.3895875
22568,49.435642
22569,194.61339
22570,389.57773
22571,605.2568
22572,733.0553
22573,756.20734
22574,819.08325
22575,546.5665
22576,557.1396
22577,397.4378
22578,331.9151
22579,67.62281
22580,12.07156
22581,-3.2048724
22582,0.15104826
22583,0.73057127
