,balsa-adeyaham
10149,96.50507
10150,14.843413
10151,30.548351
10152,55.206383
10153,52.44639
10154,86.10612
10155,151.79619
10156,295.12268
10157,596.76135
10158,756.51276
10159,940.42834
10160,936.1691
10161,943.1337
10162,870.7296
10163,806.75696
10164,679.0463
10165,439.1447
10166,103.3849
10167,55.934517
10168,45.27058
10169,56.388485
10170,14.54222
10171,14.133836
10172,41.400326
10173,7.7617164
10174,42.028114
10175,2.4872491
10176,38.069576
10177,20.972952
10178,51.30254
10179,137.54895
10180,402.96878
10181,576.00494
10182,761.01355
10183,936.7877
10184,882.27136
10185,898.77466
10186,903.4907
10187,720.05347
10188,565.1524
10189,423.21573
10190,79.78888
10191,78.38688
10192,55.799744
10193,11.265511
10194,43.743774
10195,51.00438
10196,-9.001087
10197,22.959364
10198,16.006218
10199,29.191288
10200,36.631027
10201,46.484722
10202,52.116306
10203,164.50386
10204,270.81396
10205,591.1629
10206,804.4137
10207,856.5805
10208,866.4201
10209,832.47174
10210,894.6257
10211,714.19183
10212,607.05365
10213,292.63284
10214,168.329
10215,40.166206
10216,48.30678
10217,121.508804
10218,105.02967
10219,43.70024
10220,-6.9984884
10221,14.650732
10222,4.1277037
10223,20.81413
10224,12.028032
10225,9.262227
10226,60.06091
10227,79.43276
10228,240.43155
10229,518.52026
10230,743.299
10231,886.1098
10232,918.4735
10233,911.0327
10234,841.6312
10235,729.1329
10236,619.25806
10237,394.48257
10238,107.79129
10239,47.145393
10240,37.516834
10241,64.008934
10242,39.53861
10243,12.240278
10244,25.544912
10245,14.951813
10246,27.578117
10247,-33.556854
10248,-20.965887
10249,-5.4807878
10250,40.970013
10251,59.566326
10252,320.9849
10253,512.5568
10254,767.99005
10255,735.05914
10256,886.3262
10257,921.632
10258,804.7956
10259,750.1665
10260,606.5556
10261,405.01578
10262,108.25215
10263,24.460957
10264,50.98321
10265,58.06924
10266,69.71754
10267,65.1933
10268,16.54702
10269,10.744992
10270,2.1047688
10271,31.275
10272,37.964493
10273,30.406368
10274,29.984411
10275,80.69114
10276,268.1484
10277,519.6769
10278,767.6366
10279,925.85254
10280,918.94116
10281,893.8726
10282,869.2212
10283,729.3548
10284,635.5384
10285,515.04486
10286,103.53532
10287,132.20651
10288,14.80789
10289,1.6245021
10290,67.15496
10291,101.22439
10292,27.346508
10293,43.28805
10294,34.767956
10295,27.267176
10296,35.825806
10297,50.860104
10298,37.79103
10299,76.65964
10300,307.20206
10301,581.908
10302,730.7015
10303,880.86255
10304,947.96326
10305,954.809
10306,879.38214
10307,803.7587
10308,645.45764
10309,446.27505
10310,127.13654
10311,65.388626
10312,26.055803
10313,48.291527
10314,59.06912
10315,45.950146
10316,32.142498
10317,42.36846
10318,39.14218
10319,65.044136
10320,64.9751
10321,55.483044
10322,82.67679
10323,77.220985
10324,314.68158
10325,512.9096
10326,766.8877
10327,905.4869
10328,987.6112
10329,986.9945
10330,844.26764
10331,797.28876
10332,574.35254
10333,374.40036
10334,119.84924
10335,92.73991
10336,19.255583
10337,45.163998
10338,30.297989
10339,48.448956
10340,14.1306305
10341,21.88117
10342,20.643873
10343,45.77456
10344,9.095685
10345,3.369334
10346,7.293177
10347,37.46411
10348,305.1824
10349,567.84143
10350,663.2859
10351,956.98517
10352,962.0543
10353,962.5759
10354,896.59
10355,765.486
10356,651.14886
10357,420.4661
10358,116.581345
10359,44.24935
10360,62.32625
10361,36.72137
10362,26.539555
10363,62.10683
10364,10.840055
10365,1.360076
10366,47.118126
10367,13.089159
10368,-17.803753
10369,-20.458775
10370,94.81186
10371,72.39334
10372,288.39
10373,592.6315
10374,747.23663
10375,844.34033
10376,911.1732
10377,957.446
10378,878.6495
10379,792.84375
10380,678.5273
10381,469.0994
10382,148.81021
10383,70.902534
10384,29.024422
10385,24.943138
10386,62.77123
10387,55.389614
10388,27.8325
10389,32.361298
10390,16.781141
10391,37.150585
10392,12.821522
10393,38.378838
10394,42.46838
10395,119.4741
10396,353.44006
10397,576.0491
10398,805.978
10399,969.9613
10400,962.79803
10401,971.4765
10402,885.79974
10403,838.3841
10404,643.5149
10405,479.18854
10406,109.02418
10407,43.132305
10408,37.84085
10409,40.301094
10410,103.97806
10411,56.081608
10412,13.09421
10413,46.11422
10414,26.79913
10415,27.738934
10416,28.862656
10417,11.461654
10418,40.471348
10419,91.51659
10420,438.24664
10421,502.69516
10422,797.78595
10423,935.2785
10424,952.83887
10425,858.22577
10426,900.73346
10427,838.9945
10428,685.5511
10429,456.12836
10430,155.75394
10431,108.88538
10432,38.38633
10433,6.858127
10434,28.947401
10435,32.305313
10436,20.404741
10437,15.253491
10438,10.224249
10439,4.784156
10440,3.3784213
10441,14.51239
10442,42.802464
10443,67.91548
10444,387.06738
10445,590.5466
10446,734.35065
10447,876.1327
10448,906.7599
10449,911.9822
10450,869.3406
10451,784.33185
10452,623.28265
10453,387.09546
10454,142.14102
10455,77.26903
10456,38.695885
10457,38.653267
10458,22.532345
10459,79.74249
10460,41.652
10461,80.69686
10462,64.45645
10463,31.057604
10464,28.246033
10465,62.72425
10466,48.09822
10467,100.25877
10468,352.9748
10469,508.43518
10470,752.44037
10471,906.5737
10472,895.6829
10473,918.8683
10474,907.3077
10475,772.1323
10476,613.36707
10477,452.3963
10478,122.25058
10479,58.215477
10480,70.579926
10481,32.297882
10482,13.669684
10483,17.035334
10484,67.47595
10485,65.44908
10486,71.36854
10487,28.785349
10488,38.917892
10489,-14.143023
10490,3.9680228
10491,76.64978
10492,317.58838
10493,598.6141
10494,780.4514
10495,927.88763
10496,952.51465
10497,951.83044
10498,874.76495
10499,819.7576
10500,615.94257
10501,391.6203
10502,99.116
10503,73.84231
10504,20.982777
10505,31.009212
10506,25.215448
10507,45.26192
10508,41.70688
10509,93.27811
10510,24.842505
10511,35.41773
10512,26.160316
10513,55.43404
10514,58.32851
10515,82.98693
10516,244.43376
10517,537.168
10518,646.37
10519,764.1575
10520,875.41595
10521,909.0991
10522,836.414
10523,759.88696
10524,643.6103
10525,445.76474
10526,151.93411
10527,66.0435
10528,75.82623
10529,71.61245
10530,71.61245
10531,70.31453
10532,22.6826
10533,20.90606
10534,4.8024454
10535,9.945271
10536,2.8762503
10537,9.699054
10538,20.44892
10539,85.19942
10540,261.09647
10541,544.18097
10542,712.48517
10543,808.2507
10544,908.667
10545,917.5506
10546,841.16974
10547,763.3632
10548,660.1732
10549,488.9548
10550,116.319695
10551,27.934671
10552,46.475796
10553,75.6725
10554,33.194168
10555,62.386803
10556,25.84929
10557,16.984533
10558,8.3930855
10559,18.24463
10560,25.323957
10561,59.238068
10562,81.82862
10563,160.99744
10564,255.63876
10565,549.776
10566,747.2587
10567,839.31323
10568,953.07684
10569,909.3464
10570,797.4481
10571,785.6416
10572,628.40515
10573,438.86652
10574,115.4578
10575,40.96404
10576,136.75714
10577,66.36196
10578,19.319233
10579,76.24338
10580,68.30472
10581,23.069841
10582,-0.6479118
10583,12.758668
10584,25.435938
10585,19.411634
10586,44.01803
10587,88.49164
10588,265.0835
10589,530.0954
10590,698.52875
10591,906.27594
10592,890.4633
10593,893.40753
10594,849.2658
10595,752.5738
10596,603.1349
10597,408.24237
10598,130.07155
10599,31.737991
10600,18.84539
10601,53.277985
10602,37.48909
10603,4.099484
10604,44.41801
10605,35.052532
10606,40.771793
10607,20.272375
10608,41.86143
10609,12.505457
10610,42.059494
10611,74.73583
10612,260.87216
10613,563.0601
10614,714.3263
10615,865.8884
10616,944.9681
10617,921.3961
10618,847.4799
10619,766.3433
10620,614.0121
10621,440.08698
10622,132.06447
10623,117.90362
10624,50.252563
10625,102.50668
10626,10.242111
10627,30.429546
10628,29.071543
10629,52.978485
10630,19.4634
10631,38.85884
10632,45.100876
10633,29.04784
10634,29.713228
10635,83.59313
10636,337.89526
10637,561.18066
10638,737.0128
10639,876.17084
10640,823.673
10641,886.89594
10642,839.401
10643,801.4642
10644,443.10147
10645,475.50497
10646,75.03527
10647,49.173233
10648,51.59016
10649,46.546417
10650,25.88477
10651,73.05152
10652,67.57871
10653,17.91868
10654,15.327026
10655,-2.1859698
10656,38.46761
10657,15.934337
10658,2.3966393
10659,101.93992
10660,303.24734
10661,552.53815
10662,727.0596
10663,929.4488
10664,945.10095
10665,963.53
10666,826.9472
10667,686.86285
10668,620.1191
10669,451.96658
10670,116.04022
10671,49.015923
10672,31.838964
10673,19.475552
10674,19.028208
10675,14.264965
10676,43.704437
10677,32.908253
10678,56.89839
10679,71.18963
10680,34.096085
10681,57.276413
10682,84.56505
10683,97.225586
10684,368.41138
10685,590.42346
10686,767.43585
10687,877.30426
10688,943.74713
10689,920.1706
10690,808.409
10691,820.99146
10692,631.06946
10693,497.30005
10694,117.63697
10695,58.30598
10696,60.499413
10697,34.80357
10698,20.318565
10699,58.61571
10700,37.775536
10701,39.17153
10702,37.07884
10703,48.144844
10704,33.966827
10705,32.11985
10706,100.66127
10707,120.76111
10708,374.5106
10709,496.00204
10710,708.27954
10711,815.1675
10712,902.41925
10713,791.9081
10714,738.3144
10715,640.544
10716,600.55316
10717,386.76846
10718,173.08727
10719,44.597706
10720,51.585464
10721,51.33
10722,53.441673
10723,7.17091
10724,5.8224087
10725,-9.088173
10726,22.542997
10727,55.094894
10728,-9.507832
10729,50.348366
10730,82.163666
10731,31.822803
10732,253.58742
10733,587.14343
10734,781.32806
10735,913.63965
10736,931.9722
10737,921.08905
10738,844.5234
10739,770.527
10740,651.13074
10741,452.23886
10742,83.154564
10743,65.1132
10744,69.517815
10745,90.94351
10746,84.39926
10747,25.959204
10748,22.706642
10749,-0.4272523
10750,3.7084625
10751,37.970123
10752,52.19025
10753,18.761896
10754,68.52229
10755,103.37314
10756,281.20218
10757,538.9385
10758,732.1536
10759,975.9945
10760,958.2919
10761,969.771
10762,903.648
10763,824.98334
10764,695.7136
10765,483.18314
10766,113.05774
10767,71.41214
10768,86.64134
10769,81.402435
10770,57.28498
10771,31.51308
10772,76.23324
10773,35.37463
10774,42.52236
10775,-9.663335
10776,23.843115
10777,-12.834848
10778,22.312393
10779,81.46116
10780,267.7405
10781,603.2918
10782,753.5353
10783,919.09784
10784,944.70966
10785,950.39484
10786,875.5928
10787,814.2085
10788,630.5122
10789,455.40497
10790,112.29223
10791,33.995255
10792,54.606483
10793,51.4376
10794,59.354637
10795,57.554077
10796,44.71554
10797,11.894934
10798,26.34285
10799,46.04373
10800,50.02741
10801,-6.0903425
10802,28.849758
10803,64.40321
10804,231.38406
10805,527.99854
10806,676.1562
10807,775.2587
10808,952.45953
10809,960.1895
10810,775.423
10811,807.5665
10812,681.81476
10813,462.9326
10814,113.44817
10815,57.624634
10816,27.890024
10817,43.891037
10818,38.403347
10819,-4.1880255
10820,15.982039
10821,17.149178
10822,17.678463
10823,7.2246532
10824,8.718122
10825,32.105824
10826,44.05403
10827,97.94496
10828,279.4931
10829,515.59186
10830,703.81165
10831,913.0484
10832,956.0924
10833,912.42914
10834,847.1909
10835,785.13495
10836,691.6283
10837,486.89426
10838,98.44429
10839,56.73724
10840,48.1794
10841,55.66318
10842,60.10985
10843,77.12854
10844,26.382534
10845,26.910007
10846,33.669006
10847,6.293058
10848,-6.241671
10849,58.378883
10850,28.422005
10851,108.76472
10852,245.52272
10853,532.0786
10854,737.653
10855,929.5112
10856,889.77185
10857,985.00885
10858,907.7026
10859,820.9569
10860,648.0549
10861,457.65543
10862,135.0961
10863,81.99823
10864,40.931313
10865,98.67667
10866,58.049084
10867,99.83266
10868,4.1764994
10869,63.480663
10870,28.463907
10871,101.60442
10872,88.6459
10873,75.3006
10874,118.65291
10875,95.43238
10876,261.01947
10877,558.47
10878,752.3853
10879,901.2238
10880,894.6295
10881,921.6411
10882,764.3454
10883,764.8856
10884,640.5062
10885,432.97125
10886,89.08803
10887,29.347397
10888,33.27694
10889,33.63242
10890,56.575554
10891,58.461834
10892,18.676376
10893,21.711786
10894,29.166319
10895,17.589828
10896,39.310795
10897,30.69241
10898,32.342644
10899,71.53057
10900,297.15903
10901,590.8196
10902,781.6755
10903,924.95575
10904,933.0354
10905,942.1153
10906,884.0129
10907,821.11975
10908,668.22296
10909,426.26352
10910,107.23347
10911,87.264465
10912,6.666536
10913,28.313581
10914,18.82412
10915,46.629982
10916,49.266132
10917,66.28052
10918,73.38445
10919,67.78119
10920,47.053337
10921,27.89846
10922,73.708275
10923,72.79563
10924,360.11453
10925,584.95245
10926,760.97455
10927,925.8034
10928,958.52045
10929,967.09595
10930,888.8392
10931,815.798
10932,604.15753
10933,505.85593
10934,97.47184
10935,29.691278
10936,100.58735
10937,50.933136
10938,70.330505
10939,27.034994
10940,48.718285
10941,116.18467
10942,53.874153
10943,51.986973
10944,46.13432
10945,74.48395
10946,177.37292
10947,112.64837
10948,224.13548
10949,552.988
10950,769.79724
10951,849.8143
10952,924.3094
10953,976.20764
10954,894.8476
10955,815.4487
10956,689.13635
10957,494.67267
10958,116.11241
10959,112.43598
10960,117.94721
10961,69.0584
10962,43.99936
10963,61.22476
10964,-8.29042
10965,-28.307617
10966,10.666459
10967,0.7476028
10968,-61.63316
10969,12.359723
10970,48.617012
10971,92.57701
10972,262.91745
10973,521.3516
10974,736.225
10975,657.6389
10976,927.4746
10977,965.0986
10978,871.5517
10979,733.471
10980,544.5355
10981,456.62268
10982,138.49327
10983,56.364056
10984,44.451603
10985,16.75425
10986,-13.264728
10987,11.151565
10988,16.40184
10989,-2.0933332
10990,72.11389
10991,51.559593
10992,46.61051
10993,59.545254
10994,-0.9984722
10995,68.506645
10996,260.2967
10997,559.6398
10998,751.9607
10999,884.4686
11000,970.1819
11001,867.9859
11002,908.46643
11003,747.2296
11004,585.13245
11005,437.43317
11006,111.30042
11007,46.277885
11008,45.55055
11009,67.54583
11010,10.718577
11011,12.076264
11012,-13.558066
11013,38.897392
11014,2.737739
11015,23.269491
11016,-0.5497357
11017,7.298881
11018,19.860003
11019,26.533781
11020,205.2171
11021,525.6301
11022,711.89264
11023,778.36066
11024,891.66296
11025,878.23456
11026,750.0977
11027,757.3294
11028,549.9426
11029,398.01834
11030,107.763176
11031,55.176373
11032,24.706291
11033,30.7005
11034,49.006954
11035,38.741985
11036,-10.978356
11037,10.732989
11038,5.044021
11039,6.6802917
11040,6.2057347
11041,6.6133156
11042,-6.344939
11043,49.78066
11044,218.94061
11045,506.6774
11046,729.12573
11047,793.7266
11048,881.8805
11049,897.1181
11050,780.0187
11051,736.1208
11052,590.95374
11053,434.398
11054,115.34199
11055,1.2191817
11056,-19.22533
11057,-5.7341323
11058,-3.0838666
11059,4.6342793
11060,32.176144
11061,44.831364
11062,43.15906
11063,83.038055
11064,22.921362
11065,9.440031
11066,26.13158
11067,-3.4604335
11068,309.39777
11069,532.30145
11070,592.48267
11071,787.8872
11072,901.8259
11073,910.45953
11074,822.4643
11075,720.36066
11076,597.3295
11077,458.43182
11078,150.37584
11079,-1.6900187
11080,3.6440663
11081,6.1079955
11082,12.455956
11083,6.8683624
11084,15.433138
11085,-13.484837
11086,16.600277
11087,15.06127
11088,15.383987
11089,16.051325
11090,4.762296
11091,-155.58731
11092,146.21574
11093,554.6316
11094,745.8923
11095,878.15344
11096,833.4639
11097,890.0218
11098,850.98444
11099,706.3627
11100,630.88025
11101,469.962
11102,89.259605
11103,10.346651
11104,-4.5731897
11105,4.904649
11106,-19.715363
11107,-54.08182
11108,4.267481
11109,-4.5127273
11110,3.548948
11111,29.205969
11112,-15.723374
11113,-15.902328
11114,71.55491
11115,64.97269
11116,335.4563
11117,532.28766
11118,747.1387
11119,828.5407
11120,901.2459
11121,906.96246
11122,887.0739
11123,796.742
11124,633.10187
11125,461.65698
11126,144.90518
11127,93.363205
11128,-32.34518
11129,-5.27011
11130,42.355812
11131,28.228739
11132,55.427505
11133,45.21692
11134,57.578053
11135,34.097305
11136,8.660421
11137,42.734566
11138,114.12732
11139,64.86593
11140,302.62787
11141,574.27356
11142,703.73846
11143,842.124
11144,919.56213
11145,910.7671
11146,804.456
11147,737.3635
11148,501.1147
11149,371.90765
11150,84.68192
11151,103.22666
11152,40.475285
11153,67.16449
11154,23.342398
11155,55.42459
11156,4.9633718
11157,41.021507
11158,-1.446965
11159,33.529247
11160,5.584956
11161,-4.176058
11162,29.437511
11163,44.68311
11164,345.9074
11165,485.41473
11166,735.00574
11167,888.77856
11168,930.89575
11169,935.67926
11170,894.7736
11171,751.8325
11172,631.30914
11173,433.2864
11174,101.51898
11175,39.868496
11176,0.58345854
11177,-22.2174
11178,-1.7648995
11179,61.65428
11180,-27.715698
11181,14.788308
11182,-27.865976
11183,-3.5414543
11184,60.44036
11185,3.30159
11186,-0.96706593
11187,125.207306
11188,453.41394
11189,517.60925
11190,688.00586
11191,811.982
11192,923.98596
11193,649.4227
11194,784.9104
11195,769.0245
11196,588.80237
11197,458.56824
11198,31.881744
11199,52.61783
11200,18.773544
11201,56.278744
11202,54.34301
11203,49.35518
11204,-5.856019
11205,6.542821
11206,-0.8859514
11207,-0.7779013
11208,-1.8456079
11209,13.569519
11210,6.607157
11211,41.76119
11212,295.21082
11213,620.9213
11214,772.14874
11215,841.9248
11216,903.2233
11217,950.7497
11218,905.0233
11219,484.70862
11220,483.79175
11221,336.0412
11222,97.861946
11223,50.015694
11224,28.982384
11225,24.757647
11226,37.95395
11227,23.45066
11228,2.615617
11229,3.630643
11230,33.996284
11231,16.189486
11232,2.121891
11233,6.960438
11234,21.656685
11235,82.132744
11236,376.8989
11237,565.56335
11238,726.39844
11239,886.65546
11240,899.2119
11241,935.42957
11242,902.8531
11243,725.602
11244,588.8955
11245,426.53036
11246,106.38153
11247,63.15399
11248,21.27946
11249,44.710526
11250,25.063889
11251,24.074253
11252,-58.49289
11253,78.01225
11254,24.362314
11255,42.04402
11256,49.681206
11257,73.723175
11258,128.42316
11259,19.626049
11260,259.35464
11261,544.2986
11262,641.3372
11263,890.64056
11264,1006.1223
11265,949.5923
11266,669.70013
11267,492.18317
11268,489.0268
11269,395.73434
11270,84.53097
11271,51.644653
11272,56.037956
11273,47.67508
11274,25.490345
11275,47.67508
11276,-37.79253
11277,-52.39465
11278,-112.157486
11279,83.59274
11280,72.85196
11281,97.77717
11282,71.98042
11283,-28.301395
11284,202.17458
11285,513.6541
11286,625.8847
11287,813.34686
11288,898.0745
11289,889.7206
11290,792.7033
11291,798.15686
11292,583.16296
11293,358.85797
11294,23.810602
11295,31.603275
11296,-17.320267
11297,3.173213
11298,0.68481946
11299,29.554256
11300,63.78933
11301,23.818743
11302,0.6532241
11303,17.313387
11304,13.712054
11305,17.32524
11306,20.508501
11307,127.758965
11308,350.61288
11309,629.2458
11310,700.13275
11311,785.9429
11312,867.5917
11313,876.32263
11314,795.74286
11315,726.41644
11316,614.8129
11317,402.78583
11318,69.69683
11319,69.57033
11320,42.86479
11321,37.56467
11322,52.828453
11323,1.7145717
11324,7.666547
11325,31.071175
11326,53.749645
11327,47.608715
11328,12.652806
11329,25.744682
11330,27.284332
11331,56.327194
11332,237.59706
11333,569.0933
11334,732.49457
11335,831.0639
11336,934.8039
11337,914.1376
11338,831.85754
11339,756.6769
11340,562.29254
11341,310.67712
11342,107.83749
11343,50.9884
11344,50.768486
11345,33.951977
11346,71.22167
11347,19.593851
11348,126.31236
11349,23.976397
11350,42.823296
11351,41.194767
11352,30.638521
11353,52.0833
11354,41.941036
11355,87.760475
11356,245.30765
11357,437.87027
11358,721.0992
11359,796.6372
11360,869.8905
11361,852.58264
11362,873.04236
11363,731.69977
11364,649.53204
11365,426.9861
11366,69.66701
11367,91.334145
11368,53.551144
11369,68.32032
11370,51.925613
11371,2.3200672
11372,29.525837
11373,133.3629
11374,81.31248
11375,186.7502
11376,117.64511
11377,52.23932
11378,136.88734
11379,105.85211
11380,375.9314
11381,550.4978
11382,752.2893
11383,783.2794
11384,516.63983
11385,685.9382
11386,815.9622
11387,734.25824
11388,593.5471
11389,366.39462
11390,107.85077
11391,8.232501
11392,-24.724762
11393,42.01219
11394,41.69384
11395,43.705235
11396,-13.984315
11397,35.80885
11398,10.986174
11399,-4.8225513
11400,10.112399
11401,-10.466308
11402,20.912968
11403,60.520283
11404,224.80655
11405,565.0063
11406,730.35974
11407,826.5193
11408,924.02045
11409,886.5351
11410,839.7002
11411,662.08356
11412,559.2321
11413,385.07266
11414,104.34095
11415,41.34198
11416,24.494028
11417,38.403477
11418,44.380722
11419,19.474651
11420,-1.189077
11421,-6.723478
11422,8.260966
11423,-5.520673
11424,12.430252
11425,6.2133627
11426,-1.7361912
11427,57.06036
11428,281.14035
11429,499.24567
11430,697.5318
11431,777.1048
11432,916.5188
11433,933.5194
11434,796.45514
11435,727.5708
11436,581.0115
11437,395.18515
11438,109.66997
11439,97.81019
11440,16.53108
11441,17.17058
11442,3.6014483
11443,6.645606
11444,17.357946
11445,15.64546
11446,13.248778
11447,32.308674
11448,16.429998
11449,21.726778
11450,-13.570467
11451,49.375053
11452,218.8073
11453,533.90717
11454,728.9243
11455,846.8098
11456,903.6012
11457,911.6155
11458,845.6497
11459,753.1019
11460,556.9631
11461,395.22653
11462,-32.088238
11463,-1.6203825
11464,36.624916
11465,78.508194
11466,13.583518
11467,28.784435
11468,15.649441
11469,21.5756
11470,7.488422
11471,13.347019
11472,21.96315
11473,7.0231776
11474,4.8960543
11475,11.203684
11476,265.26273
11477,536.06445
11478,630.6963
11479,853.4179
11480,904.0335
11481,911.3021
11482,733.20526
11483,638.1332
11484,519.98474
11485,392.95987
11486,112.24756
11487,56.951614
11488,22.656256
11489,-4.5541873
11490,18.268826
11491,59.46262
11492,30.717484
11493,36.180237
11494,4.388478
11495,5.7146645
11496,20.043137
11497,33.489296
11498,45.896477
11499,96.005714
11500,292.87836
11501,539.52203
11502,716.4337
11503,845.67535
11504,930.0239
11505,918.94226
11506,862.74023
11507,743.0247
11508,623.9285
11509,416.88397
11510,121.55473
11511,15.436624
11512,15.831504
11513,82.63488
11514,62.54302
11515,25.504618
11516,60.107437
11517,29.316727
11518,5.7375765
11519,4.1898165
11520,5.1754875
11521,17.953568
11522,22.225866
11523,59.318436
11524,271.49677
11525,686.57544
11526,748.82587
11527,868.9623
11528,909.3623
11529,921.65265
11530,821.17914
11531,756.09045
11532,635.85406
11533,408.35257
11534,163.86119
11535,43.31368
11536,28.696987
11537,50.910694
11538,4.1897726
11539,3.4674454
11540,40.8587
11541,7.1668444
11542,61.93669
11543,42.763184
11544,-14.275997
11545,18.523352
11546,45.34098
11547,74.41441
11548,273.00058
11549,606.86597
11550,704.95593
11551,858.36316
11552,910.38165
11553,906.2728
11554,924.9377
11555,792.9071
11556,653.902
11557,400.75726
11558,53.430546
11559,5.270871
11560,-2.434887
11561,35.548527
11562,-117.62572
11563,16.741995
11564,14.620662
11565,11.871791
11566,1.8394837
11567,-13.481214
11568,28.148895
11569,30.573751
11570,15.367571
11571,9.385775
11572,258.44778
11573,498.9095
11574,673.5491
11575,847.77905
11576,917.37524
11577,921.4609
11578,913.9223
11579,778.9852
11580,637.64417
11581,405.12796
11582,132.54956
11583,50.760815
11584,-8.713038
11585,30.4876
11586,2.9519176
11587,15.091739
11588,1.7132417
11589,17.304296
11590,25.074951
11591,12.537428
11592,-15.102797
11593,-13.997492
11594,17.847805
11595,73.42954
11596,220.4971
11597,528.5327
11598,701.36743
11599,865.15533
11600,930.30853
11601,902.3638
11602,882.28937
11603,747.81244
11604,610.0256
11605,455.1312
11606,95.15232
11607,51.35411
11608,49.56352
11609,10.39593
11610,40.281586
11611,5.6126184
11612,-33.183346
11613,-8.683076
11614,17.384504
11615,7.5301967
11616,38.321167
11617,25.891966
11618,14.94643
11619,47.304245
11620,257.3365
11621,506.01016
11622,741.0229
11623,864.65314
11624,950.8784
11625,936.5677
11626,828.5163
11627,731.0977
11628,621.2083
11629,451.39423
11630,146.85521
11631,31.893677
11632,97.53815
11633,25.368795
11634,46.197674
11635,30.917372
11636,42.03669
11637,-5.8970304
11638,44.223923
11639,58.63935
11640,6.1929617
11641,45.39735
11642,7.2677093
11643,63.978725
11644,300.27206
11645,579.2177
11646,747.98615
11647,865.0
11648,873.5576
11649,887.4162
11650,803.3183
11651,777.68304
11652,636.75714
11653,447.0162
11654,104.75738
11655,47.57396
11656,42.71111
11657,34.067516
11658,45.895542
11659,22.18716
11660,-4.0697627
11661,65.17934
11662,74.85176
11663,59.549816
11664,24.104832
11665,24.938265
11666,69.51973
11667,83.19692
11668,244.56993
11669,608.246
11670,748.62366
11671,884.3239
11672,963.135
11673,894.7073
11674,818.5513
11675,713.24536
11676,631.6195
11677,474.8883
11678,106.25183
11679,6.3444667
11680,31.556633
11681,50.372528
11682,17.964064
11683,51.20931
11684,13.127611
11685,30.489107
11686,65.57986
11687,34.01903
11688,9.245169
11689,12.404838
11690,-5.5172505
11691,74.59616
11692,292.91986
11693,533.526
11694,732.2035
11695,841.212
11696,932.38
11697,945.5925
11698,877.562
11699,757.41833
11700,578.35864
11701,387.106
11702,122.16737
11703,66.76125
11704,70.93179
11705,40.137215
11706,6.3516445
11707,7.8850718
11708,9.584768
11709,14.9744425
11710,8.292492
11711,6.2018795
11712,0.7621913
11713,-4.7807975
11714,-3.4144156
11715,47.964554
11716,184.23056
11717,418.96295
11718,582.93445
11719,750.309
11720,840.59485
11721,845.5547
11722,659.0508
11723,558.73615
11724,488.20615
11725,326.29388
11726,129.67462
11727,29.47417
11728,60.399513
11729,73.59055
11730,34.325336
11731,76.31395
11732,9.988161
11733,15.728674
11734,16.38192
11735,17.083578
11736,11.778086
11737,4.125051
11738,14.6528225
11739,48.367966
11740,219.0888
11741,388.77808
11742,572.585
11743,731.3406
11744,789.90137
11745,836.80035
11746,686.48553
11747,554.1158
11748,462.4968
11749,271.81613
11750,103.56699
11751,45.64564
11752,48.492805
11753,66.859886
11754,71.00837
11755,65.970085
11756,9.178898
11757,7.443039
11758,-54.270466
11759,9.924374
11760,-35.6844
11761,3.589288
11762,-1.6540072
11763,109.96353
11764,231.56409
11765,422.22324
11766,590.37854
11767,705.9514
11768,865.1636
11769,844.64014
11770,671.8999
11771,563.60144
11772,374.84464
11773,319.00397
11774,87.48207
11775,39.12139
11776,41.98608
11777,58.88735
11778,43.346287
11779,42.668896
11780,4.6393466
11781,37.91475
11782,22.419018
11783,27.559225
11784,-3.7249203
11785,22.43446
11786,16.44396
11787,81.071594
11788,291.709
11789,422.7373
11790,579.64484
11791,733.0897
11792,828.19604
11793,785.33856
11794,697.12744
11795,568.23566
11796,491.28427
11797,339.70422
11798,86.700836
11799,18.487062
11800,29.056528
11801,71.422424
11802,49.80988
11803,45.117764
11804,-3.8309088
11805,52.59735
11806,15.839411
11807,90.89843
11808,5.398487
11809,1.3930395
11810,-3.8152692
11811,60.71988
11812,261.61993
11813,454.73526
11814,612.46796
11815,813.4948
11816,864.8622
11817,842.3886
11818,755.6701
11819,528.8709
11820,321.15167
11821,332.0247
11822,180.20534
11823,67.62781
11824,34.73518
11825,45.061394
11826,15.6176405
11827,32.5061
11828,72.97304
11829,14.686724
11830,9.46678
11831,-10.781786
11832,7.8151636
11833,78.88428
11834,54.886158
11835,115.713295
11836,269.2864
11837,425.13007
11838,509.85645
11839,531.8611
11840,542.1371
11841,528.56213
11842,481.78223
11843,370.35803
11844,370.68964
11845,252.99948
11846,119.65408
11847,95.44645
11848,8.792978
11849,41.29479
11850,68.62923
11851,39.721878
11852,-16.366838
11853,-11.455026
11854,-14.906481
11855,3.5086641
11856,11.457183
11857,8.302733
11858,14.215084
11859,91.68942
11860,255.65234
11861,397.27075
11862,581.482
11863,744.36304
11864,777.69434
11865,770.1373
11866,668.253
11867,584.5612
11868,451.53738
11869,314.28378
11870,145.37663
11871,81.281136
11872,20.621185
11873,42.203827
11874,85.89959
11875,64.610085
11876,0.23702079
11877,-38.31056
11878,-2.2565403
