,balsa-adeyaham
15361,22.272568
15362,-11.111532
15363,29.641485
15364,54.671173
15365,52.619614
15366,24.258116
15367,32.445797
15368,19.675085
15369,54.388573
15370,77.8151
15371,61.890797
15372,16.530762
15373,87.381165
15374,294.16736
15375,648.00635
15376,708.3058
15377,855.2534
15378,834.02344
15379,883.8596
15380,784.16364
15381,609.61993
15382,414.36932
15383,303.98993
15384,106.253784
15385,57.21813
15386,96.24605
15387,41.500275
15388,16.411438
15389,26.588755
15390,26.684984
15391,24.576391
15392,24.465439
15393,17.608036
15394,23.019238
15395,26.858324
15396,30.289795
15397,66.78926
15398,219.87027
15399,404.53354
15400,609.95013
15401,729.9852
15402,791.1534
15403,774.67786
15404,741.25446
15405,593.01514
15406,463.4937
15407,267.12946
15408,99.052055
15409,10.448377
15410,26.189888
15411,7.235651
15412,52.705864
15413,1.6129087
15414,12.895243
15415,-1.722032
15416,17.831457
15417,-7.2305884
15418,36.502098
15419,-1.3412396
15420,18.583914
15421,64.591965
15422,274.4849
15423,500.7932
15424,608.6144
15425,724.15094
15426,724.02136
15427,859.0041
15428,769.0945
15429,615.9384
15430,405.40894
15431,272.4495
15432,128.82262
15433,68.8406
15434,52.820232
15435,46.10417
15436,42.49305
15437,54.640724
15438,-27.08822
15439,13.212019
15440,14.9792185
15441,6.613524
15442,8.393858
15443,6.065294
15444,-3.1034794
15445,20.732483
15446,184.13324
15447,519.5163
15448,697.6575
15449,628.0998
15450,706.8242
15451,736.4659
15452,703.62286
15453,520.9733
15454,416.25436
15455,220.56926
15456,122.28937
15457,79.26857
15458,70.441765
15459,42.883087
15460,30.007113
15461,9.379901
15462,14.753965
15463,-6.4214544
15464,9.247648
15465,22.705923
15466,4.7982893
15467,-3.201314
15468,-0.99639016
15469,36.99263
15470,204.87907
15471,270.75143
15472,342.0285
15473,542.01904
15474,590.5835
15475,786.86847
15476,694.544
15477,567.2858
15478,415.186
15479,114.71596
15480,67.91597
15481,50.724205
15482,19.408094
15483,24.649042
15484,26.134151
15485,-0.8979429
15486,-6.638902
15487,19.897902
15488,-17.44828
15489,43.07792
15490,56.000072
15491,67.85834
15492,201.15012
15493,323.35205
15494,645.1431
15495,696.66315
15496,881.53107
15497,755.7904
15498,791.84235
15499,758.9388
15500,642.205
15501,506.93567
15502,290.98898
15503,184.76791
15504,49.067196
15505,85.33363
15506,71.84589
15507,91.20494
15508,11.297802
15509,40.56527
15510,117.94073
15511,52.681164
15512,17.974232
15513,52.024506
15514,25.46641
15515,42.935986
15516,73.80014
15517,281.47443
15518,603.95886
15519,692.1872
15520,803.9858
15521,865.701
15522,825.6683
15523,641.45233
15524,517.9179
15525,451.96936
15526,199.11192
15527,61.48891
15528,14.594765
15529,8.61392
15530,3.7211576
15531,22.312408
15532,-4.6536613
15533,-8.897795
15534,-13.367645
15535,6.4299493
15536,-9.512225
15537,-6.020447
15538,-12.169575
15539,-16.725105
15540,21.129995
15541,311.68378
15542,462.79175
15543,523.4462
15544,584.5861
15545,371.2595
15546,472.21732
15547,361.3418
15548,297.15936
15549,328.40094
15550,164.6005
15551,72.47515
15552,25.149946
15553,3.328426
15554,5.487465
15555,4.0902896
15556,27.26763
15557,-2.492937
15558,-2.5271938
15559,3.7515578
15560,5.7740664
15561,-2.1916842
15562,8.130997
15563,4.5579643
15564,45.068966
15565,281.67966
15566,502.7787
15567,702.9568
15568,749.69806
15569,839.2842
15570,560.49567
15571,528.91797
15572,353.20062
15573,442.35883
15574,294.64365
15575,88.685646
15576,2.0384908
15577,1.916273
15578,4.7131853
15579,14.008475
15580,4.443512
15581,10.19375
15582,6.538756
15583,25.470982
15584,17.916098
15585,11.87392
15586,6.8484993
15587,11.644166
15588,19.027987
15589,223.88524
15590,387.99176
15591,598.8453
15592,707.53723
15593,741.8262
15594,763.8857
15595,733.21985
15596,477.48
15597,359.48035
15598,259.52756
15599,61.209072
15600,51.776638
15601,-49.807785
15602,-3.564895
15603,36.210346
15604,75.87157
15605,77.16305
15606,51.983387
15607,53.51352
15608,54.710564
15609,40.383083
15610,255.96657
15611,585.77686
15612,646.9629
15613,728.3607
15614,853.45636
15615,745.0149
15616,828.5065
15617,614.77234
15618,566.7136
15619,359.80356
15620,110.16207
15621,-16.949047
15622,-21.531708
15623,-8.961618
15624,13.156806
15625,6.6054187
15626,-7.690236
15627,-15.693164
15628,-26.6661
15629,8.868038
15630,20.786419
15631,-3.2547774
15632,7.794848
15633,125.03198
15634,303.70657
15635,633.5444
15636,783.24164
15637,688.85596
15638,675.00323
15639,726.0358
15640,465.94016
15641,178.42389
15642,246.1391
15643,108.32525
15644,84.376305
15645,3.5632787
15646,12.43058
15647,11.612541
15648,11.658393
15649,25.78853
15650,-4.7968154
15651,7.8406615
15652,5.0532765
15653,21.565155
15654,-11.682039
15655,-8.50358
15656,-28.978296
15657,85.161316
15658,142.18909
15659,256.72513
15660,360.99597
15661,339.041
15662,372.62878
15663,383.252
15664,324.60196
15665,280.6466
15666,238.93913
15667,265.6836
15668,75.99768
15669,31.799751
15670,39.269695
15671,37.472008
15672,38.60587
15673,28.454983
15674,8.02082
15675,16.03272
15676,-1.8319719
15677,3.7109752
15678,0.32205975
15679,20.92264
15680,-10.45628
15681,53.12457
15682,224.92862
15683,525.9957
15684,797.65704
15685,859.395
15686,873.6573
15687,901.7454
15688,775.24414
15689,638.09924
15690,490.63388
15691,308.16165
15692,133.713
15693,46.59031
15694,4.7685575
15695,12.783812
15696,24.226097
15697,18.71086
15698,16.00942
15699,21.65815
15700,-18.24547
15701,24.418154
15702,-8.78263
15703,-71.374695
15704,273.7948
15705,387.59695
15706,395.08377
15707,353.51056
15708,371.20886
15709,495.2913
15710,530.2109
15711,595.93176
15712,710.2204
15713,501.50085
15714,261.20282
15715,225.87221
15716,116.86807
15717,7.234006
15718,40.234737
15719,17.181122
15720,36.065292
15721,32.76001
15722,10.520252
15723,-0.023043036
15724,8.298508
15725,-1.5373353
15726,19.104076
15727,19.492884
15728,29.344791
15729,138.0339
15730,201.40456
15731,523.5981
15732,689.0232
15733,680.58954
15734,425.32065
15735,633.10565
15736,555.1563
15737,695.1002
15738,450.92334
15739,258.4768
15740,100.060745
15741,28.22079
15742,43.952873
15743,44.771797
15744,47.760994
15745,17.01622
15746,9.005557
15747,7.7895513
15748,24.700327
15749,9.839957
15750,-13.653542
15751,-5.3259535
15752,19.289782
15753,149.38406
15754,273.99792
15755,411.73862
15756,628.3573
15757,705.4313
15758,793.3129
15759,691.36865
15760,735.0739
15761,608.8202
15762,445.7608
15763,246.852
15764,64.87638
15765,4.4366474
15766,-7.722541
15767,-7.1455107
15768,2.2197428
15769,14.053764
15770,28.985474
15771,49.79344
15772,22.609917
15773,25.56565
15774,10.330931
15775,-0.717568
15776,7.478203
15777,166.50377
15778,397.77594
15779,593.03564
15780,659.4677
15781,832.391
15782,790.83405
15783,572.8081
15784,433.80124
15785,486.41296
15786,482.11847
15787,274.4543
15788,81.56125
15789,61.230858
15790,-1.4278173
15791,26.309944
15792,24.59913
15793,31.771902
15794,4.45086
15795,-14.535014
15796,6.067603
15797,19.178358
15798,62.110252
15799,16.239172
15800,5.8307924
15801,96.69773
15802,374.7721
15803,559.4603
15804,682.1682
15805,809.70685
15806,801.5077
15807,810.17426
15808,704.83563
15809,719.3919
15810,504.6363
15811,280.2387
15812,88.93178
15813,34.943813
15814,20.567104
15815,15.820099
15816,8.219293
15817,23.101828
15818,-1.5532866
15819,-9.442735
15820,0.81544495
15821,8.903188
15822,51.66709
15823,12.061051
15824,67.76611
15825,134.24959
15826,409.73926
15827,700.29504
15828,521.6855
15829,714.3262
15830,517.34973
15831,536.518
15832,511.7019
15833,533.04956
15834,287.02115
15835,251.05733
15836,184.53468
15837,31.671774
15838,3.105254
15839,5.258653
15840,-15.011412
15841,14.50452
15842,28.937803
15843,49.500984
15844,20.270256
15845,19.925243
15846,18.868525
15847,10.753599
15848,31.710243
15849,161.27641
15850,347.83435
15851,482.5929
15852,524.015
15853,538.24164
15854,823.2131
15855,818.5186
15856,761.10376
15857,660.94006
15858,453.71313
15859,260.43002
15860,71.33031
15861,35.558075
15862,-1.8264351
15863,10.540358
15864,26.600338
15865,29.454205
15866,19.671545
15867,20.712185
15868,24.069622
15869,-21.944275
15870,25.943178
15871,15.149503
15872,26.662231
15873,141.731
15874,408.4951
15875,554.5302
15876,684.29803
15877,764.4373
15878,820.11365
15879,867.2264
15880,771.29504
15881,715.03125
15882,383.34695
15883,252.49265
15884,113.40549
15885,23.536196
15886,16.213684
15887,36.501072
15888,67.69188
15889,25.231909
15890,8.121942
15891,-8.252477
15892,5.963204
15893,35.869278
15894,25.182087
15895,28.37269
15896,9.759905
15897,124.57662
15898,383.131
15899,517.5122
15900,739.31244
15901,805.1659
15902,829.8541
15903,801.4926
15904,793.7916
15905,732.5831
15906,424.39993
15907,239.11862
15908,88.25608
15909,49.31889
15910,25.007656
15911,12.225793
15912,14.5328865
15913,45.983524
15914,56.257656
15915,79.22398
15916,52.665215
15917,74.568886
15918,55.12001
15919,62.94382
15920,38.62016
15921,236.96262
15922,398.9912
15923,673.93463
15924,776.65594
15925,885.91675
15926,927.00934
15927,859.0766
15928,769.0966
15929,730.1783
15930,544.4865
15931,258.4365
15932,119.31692
15933,-3.9047625
15934,57.625435
15935,16.877174
15936,11.367695
15937,9.739769
15938,42.23482
15939,56.41627
15940,71.315735
15941,66.974884
15942,66.87572
15943,50.11907
15944,73.00903
15945,156.35628
15946,397.21082
15947,591.4597
15948,724.96747
15949,865.6266
15950,983.0974
15951,949.11584
15952,843.64484
15953,796.62225
15954,562.0675
15955,457.23584
15956,133.89543
15957,39.618675
15958,-5.969983
15959,52.198288
15960,74.51693
15961,83.944405
15962,56.69144
15963,81.69151
15964,97.05311
15965,110.32311
15966,92.555405
15967,11.833719
15968,43.62793
15969,241.04958
15970,271.3711
15971,332.64993
15972,312.85025
15973,241.9081
15974,352.7894
15975,272.49142
15976,245.79994
15977,259.55048
15978,243.60225
15979,77.80187
15980,101.458855
15981,-16.357513
15982,-37.048973
15983,-35.974174
15984,-23.325424
15985,-69.67701
15986,90.691086
15987,71.60775
15988,-20.180454
15989,-26.45708
15990,-39.431305
15991,-27.652302
15992,-11.855993
15993,119.68527
15994,158.6025
15995,315.541
15996,701.2589
15997,805.76117
15998,845.19196
15999,868.4956
16000,708.46655
16001,621.5247
16002,493.45428
16003,327.46402
16004,152.88284
16005,19.874447
16006,49.928757
16007,32.42392
16008,54.68513
16009,36.699654
16010,50.198925
16011,24.587393
16012,41.39186
16013,68.751526
16014,38.5908
16015,54.130157
16016,58.037964
16017,211.46506
16018,460.2213
16019,656.64417
16020,803.0722
16021,839.24817
16022,781.04553
16023,734.6502
16024,765.3585
16025,681.01434
16026,570.26886
16027,382.087
16028,138.04285
16029,46.13028
16030,34.80579
16031,41.18884
16032,47.16742
16033,50.345707
16034,53.57184
16035,64.85141
16036,46.424755
16037,78.80008
16038,44.246227
16039,56.34695
16040,47.274685
16041,121.97518
16042,373.58667
16043,616.5745
16044,740.1854
16045,825.65894
16046,866.15076
16047,889.144
16048,787.0739
16049,663.7718
16050,449.5898
16051,263.9106
16052,88.06967
16053,76.40117
16054,19.241055
16055,56.349575
16056,30.775919
16057,53.12051
16058,49.02439
16059,32.667816
16060,40.85696
16061,69.03177
16062,26.903084
16063,36.151707
16064,48.038647
16065,154.18611
16066,298.89563
16067,614.4219
16068,677.7633
16069,770.6974
16070,827.74976
16071,819.5631
16072,684.06537
16073,669.1776
16074,443.41888
16075,341.0988
16076,108.08473
16077,104.238045
16078,109.53327
16079,58.23838
16080,85.28034
16081,90.60036
16082,65.94084
16083,31.675337
16084,41.47814
16085,35.72659
16086,17.1432
16087,44.619038
16088,53.908676
16089,137.57567
16090,390.22015
16091,449.68765
16092,527.81464
16093,753.85443
16094,769.2363
16095,814.45483
16096,712.61945
16097,401.63043
16098,391.26205
16099,365.0693
16100,164.00418
16101,42.466274
16102,16.730341
16103,19.11766
16104,38.334244
16105,-15.79309
16106,8.140429
16107,52.10794
16108,38.334843
16109,66.45868
16110,44.41493
16111,65.50596
16112,52.26235
16113,167.69269
16114,393.51007
16115,696.51666
16116,764.77435
16117,846.8615
16118,850.88086
16119,928.06177
16120,794.29913
16121,642.3639
16122,472.5602
16123,323.42523
16124,213.79341
16125,133.76984
16126,94.49258
16127,87.90697
16128,26.382109
16129,48.221527
16130,76.20395
16131,-6.4730687
16132,11.60989
16133,-1.8030201
16134,0.5522861
16135,-6.074178
16136,27.989784
16137,270.41882
16138,412.16745
16139,574.582
16140,832.0278
16141,908.5052
16142,885.2151
16143,812.8872
16144,735.3621
16145,783.7539
16146,612.55133
16147,404.43976
16148,92.67623
16149,-48.295567
16150,-10.862764
16151,78.642815
16152,32.279076
16153,71.76613
16154,10.427344
16155,22.925241
16156,41.107883
16157,44.77142
16158,112.62558
16159,34.101276
16160,42.40509
16161,211.13474
16162,495.53055
16163,465.75778
16164,457.99936
16165,566.8684
16166,724.99603
16167,892.00793
16168,808.6353
16169,761.6231
16170,543.12775
16171,290.44476
16172,106.21234
16173,78.986664
16174,59.759964
16175,23.392115
16176,29.8819
16177,20.713524
16178,15.408358
16179,31.746407
16180,4.643244
16181,2.7355065
16182,-10.441473
16183,3.6975353
16184,36.388424
16185,154.92476
16186,418.757
16187,638.88275
16188,770.23724
16189,846.85657
16190,863.8021
16191,839.08295
16192,776.4098
16193,716.0489
16194,524.8385
16195,324.6962
16196,82.793396
16197,5.852906
16198,9.164854
16199,5.2319527
16200,29.244717
16201,0.09873859
16202,5.380391
16203,41.364082
16204,41.34396
16205,55.889126
16206,42.15186
16207,10.433666
16208,21.840763
16209,128.16074
16210,381.41666
16211,543.1488
16212,696.2855
16213,760.1735
16214,885.16345
16215,924.1008
16216,761.62604
16217,719.0267
16218,441.9795
16219,328.27856
16220,126.73931
16221,83.72732
16222,53.14698
16223,54.308018
16224,14.405007
16225,20.631487
16226,39.014126
16227,41.493076
16228,74.228485
16229,50.183495
16230,139.04468
16231,138.06581
16232,91.3656
16233,180.8578
16234,343.67474
16235,492.11136
16236,777.7661
16237,658.45734
16238,775.73706
16239,833.1077
16240,778.94476
16241,687.1794
16242,479.91568
16243,325.21875
16244,215.7697
16245,114.08589
16246,-9.728322
16247,3.7732167
16248,26.150127
16249,20.918007
16250,12.95405
16251,47.98963
16252,28.475708
16253,71.52224
16254,22.07697
16255,45.881145
16256,56.236008
16257,150.51546
16258,360.08652
16259,409.9805
16260,698.9688
16261,752.2817
16262,802.4034
16263,842.3958
16264,781.62195
16265,703.93054
16266,406.08755
16267,306.49115
16268,76.10279
16269,10.014903
16270,-5.235402
16271,0.7882765
16272,-9.399037
16273,-18.559082
16274,37.888584
16275,64.68374
16276,35.12467
16277,25.682138
16278,25.682138
16279,42.889107
16280,48.500557
16281,181.57799
16282,382.3976
16283,595.9031
16284,732.40686
16285,823.9079
16286,905.888
16287,896.12427
16288,815.7271
16289,715.9124
16290,578.05804
16291,332.22635
16292,82.54764
16293,46.65881
16294,48.02293
16295,85.73858
16296,35.866642
16297,12.280262
16298,63.173176
16299,64.48186
16300,29.601772
16301,59.138294
16302,42.313026
16303,47.824318
16304,64.65375
16305,180.12982
16306,465.1013
16307,652.5962
16308,749.82385
16309,799.41644
16310,841.3185
16311,937.4029
16312,840.49475
16313,792.0423
16314,534.26
16315,351.21387
16316,127.63975
16317,43.588085
16318,39.07529
16319,36.576286
16320,41.19668
16321,96.5245
16322,46.286198
16323,-3.9957051
16324,-18.625286
16325,57.89724
16326,54.67069
16327,56.071465
16328,72.07636
16329,157.03217
16330,496.2522
16331,639.20667
16332,760.0207
16333,811.4622
16334,856.43585
16335,841.8039
16336,781.6883
16337,647.12195
16338,478.08804
16339,368.9781
16340,120.63571
16341,35.394173
16342,12.40915
16343,17.22468
16344,59.26231
16345,3.3522851
16346,9.225162
16347,38.645245
16348,33.169556
16349,10.096166
16350,27.719984
16351,10.412666
16352,43.49439
16353,142.55067
16354,377.68674
16355,716.7101
16356,747.17334
16357,837.64417
16358,872.0188
16359,853.69226
16360,853.50354
16361,782.106
16362,527.8823
16363,330.90964
16364,149.83244
16365,95.164665
16366,85.08796
16367,16.235668
16368,73.15224
16369,-0.22045201
16370,-1.5684882
16371,37.948204
16372,20.552727
16373,19.513407
16374,11.897888
16375,39.387783
16376,110.203835
16377,193.27402
16378,278.7367
16379,772.5004
16380,742.31256
16381,816.8446
16382,857.07404
16383,837.04535
16384,837.8265
16385,717.2166
16386,544.68085
16387,433.27737
16388,100.102684
16389,10.968794
16390,-27.024557
16391,-14.607441
16392,3.9788465
16393,21.87853
16394,6.17958
16395,6.237756
16396,17.402441
16397,28.637316
16398,1.5801582
16399,11.509001
16400,55.58138
16401,183.19121
16402,302.15292
16403,288.8542
16404,342.12897
16405,572.7233
16406,736.9794
16407,453.21252
16408,384.8652
16409,209.46577
16410,266.34988
16411,181.2756
16412,91.77269
16413,42.00831
16414,25.143366
16415,35.208874
16416,6.2831807
16417,37.469242
16418,-8.120331
16419,0.95378923
16420,-3.356619
16421,-5.775618
16422,-5.775618
16423,-9.25728
16424,11.377075
16425,116.25117
16426,327.59128
16427,559.05383
16428,834.2015
16429,907.8438
16430,884.4743
16431,915.0056
16432,748.07043
16433,704.9704
16434,490.8429
16435,305.07996
16436,83.54136
16437,31.470919
16438,19.707966
16439,16.583693
16440,9.010398
16441,49.977467
16442,8.175346
16443,-7.705241
16444,1.7098572
16445,4.4318814
16446,10.870445
16447,3.823903
16448,31.832064
16449,137.27144
16450,344.62317
16451,682.586
16452,701.69324
16453,835.8687
16454,834.9246
16455,811.73236
16456,663.8461
16457,660.9848
16458,552.78436
16459,360.02603
16460,77.997795
16461,34.15218
16462,27.054487
16463,18.933743
16464,27.350426
16465,25.525654
16466,-1.9305745
16467,13.166003
16468,7.8545427
16469,11.460114
16470,22.16819
16471,31.29074
16472,31.473707
16473,140.67528
16474,327.27066
16475,596.4016
16476,730.0114
16477,815.31085
16478,929.70337
16479,924.3586
16480,733.87604
16481,684.4556
16482,587.14075
16483,380.21982
16484,111.98157
16485,63.423626
16486,119.819374
16487,47.421844
16488,105.52024
16489,126.8447
16490,17.973917
16491,2.5282912
16492,65.92917
16493,87.8187
16494,95.55963
16495,7.656183
16496,81.84414
16497,204.29594
16498,474.22418
16499,589.5483
16500,825.4789
16501,899.5373
16502,931.15564
16503,952.0122
16504,870.6942
16505,743.2294
16506,565.1801
16507,368.51007
16508,163.50237
16509,33.15723
16510,55.875683
16511,41.672554
16512,36.980404
16513,39.6694
16514,13.032591
16515,37.853382
16516,25.461634
16517,43.792736
16518,10.07819
16519,44.255108
16520,74.03171
16521,127.80056
16522,551.26416
16523,584.21454
16524,834.42694
16525,1052.5074
16526,1026.9622
16527,1007.8481
16528,930.2401
16529,807.77045
16530,597.83813
16531,471.5569
16532,173.24266
16533,68.28062
16534,13.436474
16535,9.242615
16536,19.359339
16537,20.336544
16538,15.9984665
16539,40.664753
16540,6.7598176
16541,53.300526
16542,55.819366
16543,94.96063
16544,115.97956
16545,187.26056
16546,371.83035
16547,605.75024
16548,886.61536
16549,780.5712
16550,722.3314
16551,922.77826
16552,881.6831
16553,797.23865
16554,612.60095
16555,435.03134
16556,168.60277
16557,141.9076
16558,119.029335
16559,121.17368
16560,121.41258
16561,121.86458
16562,47.507645
16563,71.87041
16564,142.83539
16565,111.70794
16566,37.614536
16567,85.253365
16568,140.16888
16569,217.30067
16570,356.35962
16571,619.90125
16572,870.6438
16573,996.1673
16574,969.5642
16575,979.9157
16576,914.0392
16577,770.0852
16578,559.83624
16579,360.98224
16580,172.3267
16581,113.80013
16582,192.09065
16583,155.09369
16584,65.1431
16585,123.30623
16586,171.56715
16587,165.03815
16588,120.16773
16589,129.644
16590,56.511044
16591,133.21486
16592,126.03393
16593,244.68748
16594,520.12177
16595,647.4286
16596,856.37585
16597,968.6798
16598,999.7379
16599,1000.52985
16600,912.9869
16601,809.6395
16602,630.90295
16603,361.28796
16604,148.94432
16605,108.40157
16606,24.246727
16607,62.433693
16608,62.39854
16609,17.248785
16610,39.122643
16611,62.810055
16612,47.675037
16613,31.501932
16614,41.775204
16615,33.386345
16616,47.880524
16617,206.08348
16618,363.1114
16619,683.2436
16620,816.2366
16621,817.54913
16622,911.708
16623,926.38403
16624,930.93286
16625,782.1343
16626,579.76953
16627,422.52655
16628,184.54001
16629,125.98024
16630,118.78979
16631,86.36679
16632,90.70789
16633,155.64815
16634,71.13131
16635,45.86439
16636,56.490612
16637,54.7918
16638,45.725082
16639,32.16034
16640,47.39825
16641,199.40492
16642,442.26556
16643,554.70966
16644,832.1446
16645,926.82355
16646,872.6216
16647,947.65826
16648,898.30475
16649,819.028
16650,647.214
16651,352.4317
16652,162.53505
16653,50.66198
16654,36.626568
16655,15.405466
16656,22.09609
16657,17.922215
16658,11.512986
16659,-9.867892
16660,67.86893
16661,56.49498
16662,44.406384
16663,41.651466
16664,92.56339
16665,214.3943
16666,403.6552
16667,604.88007
16668,852.1507
16669,951.81067
16670,1000.6103
16671,1006.02515
16672,895.164
16673,791.58936
16674,616.0881
16675,511.41034
16676,162.43927
16677,106.242966
16678,145.00195
16679,11.533553
16680,23.077625
16681,-4.694846
16682,92.8495
16683,26.244867
16684,47.55227
16685,74.39073
16686,57.502705
16687,53.662743
16688,65.5694
16689,187.92656
16690,400.1367
16691,608.0212
16692,837.7623
16693,935.8982
16694,943.2821
16695,955.8914
16696,907.8733
16697,571.5836
16698,586.2076
16699,345.5409
16700,205.1873
16701,136.80353
16702,121.16384
16703,120.97787
16704,80.32379
16705,63.17498
16706,-25.01744
16707,-3.2384207
16708,19.56337
16709,21.397655
16710,7.4968944
16711,14.258967
16712,122.73911
16713,149.88403
16714,453.75653
16715,713.57025
16716,726.5879
16717,619.37317
16718,653.8296
16719,665.7608
16720,501.33636
16721,483.30902
16722,455.45242
16723,336.59717
16724,192.67952
16725,91.49009
16726,140.77881
16727,132.34973
16728,116.4012
16729,61.73858
16730,145.36569
16731,92.59275
16732,50.237854
16733,88.896286
16734,95.858444
16735,124.77769
16736,116.3519
16737,167.07605
16738,421.93127
16739,601.65356
16740,811.13696
16741,692.51483
16742,636.8564
16743,626.46106
16744,583.3001
16745,346.00833
16746,383.7745
16747,163.46486
16748,115.433105
16749,46.14329
16750,6.7254477
16751,57.15713
16752,12.067739
16753,77.139206
16754,74.45357
16755,62.818386
16756,58.291267
16757,35.699844
16758,55.059517
16759,64.059494
16760,68.69518
16761,176.7786
16762,563.05457
16763,785.93134
16764,893.2792
16765,856.156
16766,885.80066
16767,901.34595
16768,836.93317
16769,807.65845
16770,561.74554
16771,338.33826
16772,261.90634
16773,69.48036
16774,62.093628
16775,111.3968
16776,0.6893795
16777,6.7881384
16778,71.50525
16779,5.2663455
16780,89.068504
16781,31.678057
16782,26.806578
16783,27.199104
16784,33.669594
16785,169.5291
16786,407.55048
16787,661.4731
16788,623.4218
16789,715.9402
16790,781.0675
16791,974.0095
16792,517.46906
16793,449.01984
16794,417.02438
16795,309.75745
16796,147.45988
16797,107.274055
16798,51.000023
16799,7.166221
16800,15.828381
16801,20.523605
16802,34.47189
16803,10.560036
16804,20.429993
16805,16.143648
16806,40.81241
16807,127.56086
16808,38.605007
16809,183.96617
16810,321.76797
16811,621.8184
16812,853.83124
16813,1007.11926
16814,1009.9153
16815,906.6608
16816,742.2789
16817,812.8315
16818,636.7886
16819,328.8978
16820,217.89505
16821,174.73126
16822,143.41269
16823,6.4547353
16824,2.9758666
16825,-0.32086435
16826,20.22491
16827,11.276352
16828,45.08144
16829,103.32161
16830,89.20007
16831,107.4514
16832,38.943203
16833,200.66754
16834,473.87692
16835,688.50745
16836,762.6025
16837,939.0894
16838,966.4659
16839,1012.3963
16840,794.4387
16841,770.27527
16842,630.17645
16843,416.74463
16844,162.9973
16845,106.85625
16846,121.46951
16847,85.56217
16848,14.387375
16849,49.03678
16850,10.291458
16851,90.38445
16852,62.12463
16853,16.689583
16854,19.51601
16855,71.95991
16856,79.27197
16857,249.28696
16858,301.82364
16859,591.9154
16860,802.6012
16861,900.76495
16862,837.023
16863,793.22266
16864,799.4618
16865,663.95184
16866,549.1488
16867,360.2238
16868,170.63972
16869,123.42656
16870,105.56542
16871,155.63678
16872,65.38657
16873,151.19305
16874,75.11135
16875,92.900826
16876,43.48016
16877,93.29177
16878,27.521072
16879,132.65744
16880,134.14189
16881,241.66943
16882,488.639
16883,663.14386
16884,753.7782
16885,943.7168
16886,972.7619
16887,887.4548
16888,876.6401
16889,700.13074
16890,528.98224
16891,359.24048
16892,148.37741
16893,196.03401
16894,43.83464
16895,-14.481395
16896,65.43865
16897,82.44967
16898,21.658632
16899,98.26185
16900,90.075386
16901,25.279572
16902,34.34443
16903,57.18269
16904,21.183205
16905,163.96948
16906,473.41153
16907,616.05084
16908,855.67554
16909,973.4744
16910,1062.8447
16911,994.12866
16912,939.88165
16913,820.364
16914,604.511
16915,347.83954
16916,175.41661
16917,102.79896
16918,95.4822
16919,75.95916
16920,37.39074
16921,4.559677
16922,46.570164
16923,31.844751
16924,15.475334
16925,95.47226
16926,33.510323
16927,40.42772
16928,28.857716
16929,121.190506
16930,308.77426
16931,472.43857
16932,603.88
16933,631.4996
16934,669.23816
16935,759.3523
16936,772.3903
16937,687.32214
16938,585.8861
16939,386.36224
16940,185.1938
16941,68.92938
16942,27.646448
16943,22.589401
16944,25.722874
16945,19.002403
16946,103.65539
16947,31.93371
16948,47.31456
16949,101.31161
16950,10.332939
16951,32.231186
16952,85.402695
16953,204.95383
16954,399.74738
16955,584.5984
16956,827.3623
16957,968.2808
16958,975.5102
16959,919.1521
16960,899.07935
16961,857.68787
16962,631.3747
16963,384.13022
16964,180.58647
16965,98.67616
16966,72.19535
16967,11.823682
16968,47.310696
16969,38.093826
16970,62.849224
16971,10.139475
16972,23.301006
16973,31.367495
16974,24.38534
16975,27.942804
16976,38.923046
16977,185.3134
16978,514.08044
16979,627.71515
16980,832.0919
16981,953.415
16982,979.3213
16983,973.31665
16984,890.64496
16985,846.94904
16986,593.2399
16987,323.4355
16988,174.82207
16989,125.294334
16990,123.283646
16991,98.45438
16992,60.0268
16993,21.14196
16994,-15.141574
16995,41.862934
16996,11.771526
16997,55.74367
16998,14.307431
16999,13.821651
17000,37.411697
17001,184.41122
17002,490.85754
17003,673.9776
17004,852.1208
17005,1049.9031
17006,937.4359
17007,848.7549
17008,944.7536
17009,840.2995
17010,642.3493
17011,458.1681
17012,159.64954
17013,140.7207
17014,93.4938
17015,84.31593
17016,2.1577656
17017,26.71253
17018,12.511215
17019,23.910297
17020,18.266626
17021,25.15279
17022,32.196182
17023,60.694706
17024,71.69203
17025,197.01633
17026,295.91077
17027,599.92957
17028,757.9687
17029,938.8424
17030,884.82404
17031,958.82715
17032,864.0477
17033,785.7694
17034,575.3092
17035,365.001
17036,212.10812
17037,71.49816
17038,29.963865
17039,21.963993
17040,23.30017
17041,85.421295
17042,-3.2061863
17043,42.094997
17044,26.750134
17045,9.685747
17046,27.029367
17047,11.773422
17048,41.920277
17049,118.99638
17050,473.88083
17051,676.14124
17052,825.93536
17053,948.59595
17054,973.60376
17055,983.48444
17056,882.55615
17057,833.398
17058,634.8902
17059,329.5874
17060,182.53581
17061,91.768776
17062,41.11644
17063,4.9240503
17064,-8.133589
17065,2.9161885
17066,44.28061
17067,16.325666
17068,26.072002
17069,49.140316
17070,41.597435
17071,60.12965
17072,92.98356
17073,216.7618
17074,378.17715
17075,600.25464
17076,850.3412
17077,991.79614
17078,1022.7486
17079,1014.6809
17080,915.7258
17081,808.2866
17082,686.34906
17083,428.25253
17084,188.62537
17085,128.53793
17086,19.261684
17087,37.807293
17088,32.17064
17089,16.077719
