,lossauces
21860,797.745
21861,938.49286
21862,824.3459
21863,822.1607
21864,669.4518
21865,492.31482
21866,157.50687
21867,37.455738
21868,31.595127
21869,69.289505
21870,69.68256
21871,2.510105
21872,37.149822
21873,52.334236
21874,45.30818
21875,156.69748
21876,23.282965
21877,21.374569
21878,38.725697
21879,96.4127
21880,309.01355
21881,541.5753
21882,619.37024
21883,746.4564
21884,832.6747
21885,819.71155
21886,822.3216
21887,737.7351
21888,618.4873
21889,376.3345
21890,58.896465
21891,43.947483
21892,2.8443677
21893,-6.5780463
21894,-0.374359
21895,41.785416
21896,13.984174
21897,20.343342
21898,1.7849907
21899,47.014015
21900,7.983689
21901,17.97886
21902,31.7434
21903,70.97695
21904,283.37354
21905,543.2302
21906,606.577
21907,726.1539
21908,809.4432
21909,782.53015
21910,577.684
21911,528.4952
21912,467.30588
21913,311.6696
21914,116.69972
21915,55.907593
21916,54.564217
21917,35.75345
21918,57.176727
21919,45.814392
21920,20.302156
21921,42.755062
21922,32.292267
21923,-17.58443
21924,21.818104
21925,-27.035645
21926,-4.593939
21927,47.71398
21928,251.34006
21929,497.9921
21930,654.88873
21931,888.12683
21932,809.20294
21933,942.4766
21934,780.17535
21935,786.20374
21936,617.25275
21937,447.4543
21938,85.683556
21939,24.445126
21940,19.088009
21941,40.431946
21942,30.696854
21943,27.41228
21944,22.096085
21945,50.203094
21946,56.610714
21947,44.89865
21948,29.45388
21949,32.4687
21950,72.04109
21951,116.450485
21952,307.87662
21953,300.62604
21954,513.77625
21955,902.9306
21956,806.8571
21957,714.79877
21958,831.7286
21959,671.1692
21960,538.2918
21961,454.47327
21962,54.63766
21963,53.45854
21964,25.662153
21965,-19.480867
21966,9.182504
21967,51.183247
21968,21.227737
21969,8.57669
21970,29.874872
21971,24.40344
21972,20.33734
21973,25.516466
21974,55.989376
21975,99.615005
21976,209.15721
21977,538.79724
21978,634.18713
21979,633.6272
21980,750.5408
21981,873.8994
21982,617.91974
21983,685.80505
21984,491.94888
21985,347.46725
21986,50.537323
21987,-79.23231
21988,-7.8884726
21989,27.737158
21990,52.72875
21991,37.96658
21992,-52.20493
21993,-12.947451
21994,6.127384
21995,-17.190306
21996,-18.183035
21997,-20.779083
21998,-17.5187
21999,22.259302
22000,216.68504
22001,498.08762
22002,558.1082
22003,761.4058
22004,910.0317
22005,839.93164
22006,816.80334
22007,678.9119
22008,483.87796
22009,310.12723
22010,67.91873
22011,13.603995
22012,26.226562
22013,-0.4108578
22014,1.2370986
22015,-2.548812
22016,-17.020807
22017,-6.2917547
22018,-22.315224
22019,3.8400826
22020,2.3922803
22021,-25.043732
22022,6.390857
22023,47.327732
22024,234.73326
22025,468.2143
22026,666.5343
22027,751.2383
22028,785.3369
22029,908.95135
22030,796.3164
22031,742.83264
22032,610.32825
22033,363.62317
22034,59.566555
22035,-26.387999
22036,0.9216424
22037,5.18596
22038,-15.096443
22039,3.494407
22040,4.589421
22041,0.69124043
22042,1.4194651
22043,-15.177923
22044,-1.8435001
22045,-18.768658
22046,-5.3980966
22047,35.6595
22048,306.06003
22049,475.10822
22050,685.2979
22051,805.3867
22052,901.7872
22053,799.101
22054,788.36304
22055,691.3045
22056,607.9647
22057,407.1678
22058,88.32143
22059,12.420173
22060,5.283739
22061,28.144665
22062,-11.707805
22063,-6.5824056
22064,-0.22831622
22065,-2.625151
22066,-25.3634
22067,-29.030952
22068,43.381966
22069,26.001295
22070,-3.90942
22071,20.979536
22072,214.46494
22073,444.9351
22074,680.371
22075,818.5274
22076,898.51184
22077,864.1593
22078,801.31006
22079,745.88245
22080,611.3205
22081,396.49048
22082,77.66203
22083,-3.4021547
22084,-12.041185
22085,-17.980064
22086,-18.533974
22087,-8.784316
22088,-2.6490343
22089,55.504658
22090,11.898527
22091,19.273989
22092,2.5184543
22093,0.530599
22094,1.0615542
22095,48.02631
22096,207.30455
22097,488.07767
22098,724.5004
22099,845.71265
22100,870.2082
22101,946.90894
22102,788.62494
22103,664.2792
22104,563.56006
22105,322.72113
22106,71.51579
22107,29.010635
22108,26.267265
22109,4.1800613
22110,20.525188
22111,-14.596464
22112,15.835818
22113,9.706709
22114,8.861747
22115,3.7708313
22116,-14.275107
22117,-31.042349
22118,3.9925802
22119,38.90789
22120,188.5914
22121,494.40793
22122,711.09326
22123,781.52
22124,843.2085
22125,919.0872
22126,795.3803
22127,664.442
22128,596.7002
22129,341.56393
22130,88.312614
22131,5.0227094
22132,3.6479037
22133,11.596
22134,-12.848826
22135,8.791374
22136,-31.406527
22137,3.6498466
22138,-23.446835
22139,-13.836039
22140,-3.3626575
22141,19.096973
22142,-15.729747
22143,36.258484
22144,222.56622
22145,507.87036
22146,675.4882
22147,739.68933
22148,820.25073
22149,857.4688
22150,795.0864
22151,724.7653
22152,553.532
22153,370.0287
22154,78.87385
22155,15.735604
22156,37.089382
22157,-5.736353
22158,-8.913066
22159,17.517303
22160,-20.941193
22161,-2.2170618
22162,-1.7631375
22163,-3.3181143
22164,-4.742156
22165,-6.085745
22166,-10.543849
22167,54.395973
22168,236.34778
22169,502.32074
22170,663.94916
22171,780.3128
22172,853.02844
22173,849.7965
22174,792.32117
22175,721.1673
22176,565.3494
22177,300.2893
22178,28.32904
22179,46.394775
22180,-22.498203
22181,-2.0340996
22182,-4.525228
22183,11.0125885
22184,-14.452911
22185,-1.3171617
22186,-1.5614215
22187,5.1620374
22188,14.593248
22189,-7.238405
22190,11.069248
22191,34.005653
22192,292.29916
22193,484.44135
22194,674.93787
22195,807.2943
22196,756.7768
22197,881.18384
22198,757.3389
22199,674.27203
22200,550.53595
22201,406.7674
22202,59.769524
22203,-2.1981246
22204,-37.436874
22205,8.508573
22206,9.360123
22207,21.22441
22208,23.748499
22209,11.067686
22210,-2.572027
22211,30.066088
22212,60.47606
22213,63.37927
22214,-1.9524423
22215,27.369915
22216,140.64285
22217,495.94473
22218,657.25946
22219,684.60114
22220,752.4507
22221,749.0216
22222,702.9698
22223,673.2011
22224,542.7603
22225,364.86835
22226,88.98977
22227,5.740773
22228,7.4574046
22229,-63.487617
22230,-12.173486
22231,2.0335777
22232,169.22026
22233,2.8383691
22234,83.8258
22235,22.04784
22236,94.939445
22237,20.185934
22238,-26.402365
22239,86.25597
22240,209.04558
22241,438.74075
22242,629.25793
22243,719.1842
22244,759.86865
22245,717.4762
22246,667.5415
22247,458.42047
22248,509.61038
22249,274.2747
22250,35.70669
22251,33.85761
22252,-45.88091
22253,-12.562934
22254,5.9387426
22255,8.298753
22256,-0.036626495
22257,-11.914379
22258,3.112052
22259,17.046858
22260,-1.3631469
22261,24.228308
22262,-32.569138
22263,51.626976
22264,305.39258
22265,535.0234
22266,656.7439
22267,737.33966
22268,855.2992
22269,815.92224
22270,761.20264
22271,684.54486
22272,535.57263
22273,328.40002
22274,53.116486
22275,17.534685
22276,25.33123
22277,24.094507
22278,6.684232
22279,15.463761
22280,-3.6197255
22281,-1.7706846
22282,15.7098055
22283,-9.219925
22284,-13.570143
22285,-17.47634
22286,-17.417585
22287,29.07671
22288,166.71721
22289,458.20175
22290,622.4819
22291,799.0748
22292,783.64795
22293,831.0404
22294,789.1134
22295,673.7629
22296,557.8965
22297,297.7117
22298,67.083374
22299,16.777529
22300,8.879617
22301,4.6192017
22302,4.4272776
22303,0.91034997
22304,-13.155695
22305,-6.1562986
22306,8.169306
22307,-26.691084
22308,-9.15671
22309,-24.86125
22310,-4.465868
22311,32.31548
22312,191.68694
22313,453.1733
22314,656.5487
22315,776.3729
22316,884.5368
22317,850.5475
22318,748.93524
22319,675.982
22320,505.36768
22321,291.3099
22322,60.026867
22323,-4.4478703
22324,12.538253
22325,8.51718
22326,22.592747
22327,-4.6519885
22328,5.92774
22329,-6.204748
22330,18.003735
22331,11.969831
22332,-4.194763
22333,-0.13913018
22334,-2.381016
22335,50.24784
22336,294.28226
22337,447.3954
22338,613.873
22339,766.4646
22340,857.1375
22341,811.9304
22342,755.4508
22343,676.9572
22344,560.7282
22345,331.73587
22346,74.15935
22347,14.431768
22348,27.408272
22349,18.218779
22350,12.71192
22351,-13.202201
22352,15.318711
22353,0.16795719
22354,-21.727257
22355,-6.6555033
22356,-6.059819
22357,-6.812372
22358,13.627348
22359,54.049717
22360,308.27576
22361,482.42636
22362,665.59
22363,802.7255
22364,749.2227
22365,697.67255
22366,694.4613
22367,651.83936
22368,552.9267
22369,367.6474
22370,25.615759
22371,34.710636
22372,-1.1396296
22373,45.95842
22374,-3.983107
22375,2.6082478
22376,41.00593
22377,-0.15040424
22378,61.284893
22379,28.51072
22380,11.7814045
22381,3.6962888
22382,-1.6052144
22383,29.924353
22384,201.49988
22385,444.82056
22386,602.80554
22387,738.22656
22388,817.74457
22389,845.8879
22390,738.445
22391,691.78015
22392,575.0171
22393,363.62546
22394,35.079247
22395,20.088745
22396,-18.297411
22397,18.537106
22398,-6.324395
22399,17.717707
22400,-55.681976
22401,11.055784
22402,-0.09610983
22403,2.9391959
22404,3.181968
22405,41.318874
22406,42.95029
22407,180.96007
22408,449.5719
22409,546.11
22410,711.69275
22411,754.8371
22412,726.70386
22413,671.46643
22414,645.7896
22415,512.278
22416,358.87363
22417,50.169262
22418,-18.813
22419,19.40816
22420,-0.8640381
22421,-2.2637184
22422,1.9008431
22423,1.5608447
22424,2.3983507
22425,-1.7801007
22426,-2.529988
22427,17.860844
22428,35.71484
22429,7.2467356
22430,64.15157
22431,234.40855
22432,460.18137
22433,590.9733
22434,780.14844
22435,807.9708
22436,765.9922
22437,706.23096
22438,703.93195
22439,555.8288
22440,306.22733
22441,100.77079
22442,32.130608
22443,-17.288027
22444,30.29775
22445,20.624575
22446,-10.014417
22447,45.67246
22448,-4.992834
22449,28.033775
22450,6.0219088
22451,10.101153
22452,-8.655496
22453,9.717268
22454,45.762867
22455,281.38565
22456,476.4528
22457,441.56842
22458,749.93854
22459,862.9655
22460,873.13007
22461,771.42163
22462,720.70337
22463,572.40546
22464,263.08514
22465,65.607735
22466,18.401688
22467,-1.0902485
22468,26.874685
22469,5.486968
22470,10.347045
22471,0.569363
22472,21.987724
22473,5.015359
22474,5.1125073
22475,-31.021479
22476,63.6941
22477,244.82083
22478,245.9724
22479,230.23502
22480,445.92352
22481,803.827
22482,740.2394
22483,775.8902
22484,689.7203
22485,543.95374
22486,338.3123
22487,52.601307
22488,-4.0385966
22489,25.988104
22490,50.970848
22491,33.103092
22492,17.153494
22493,-18.177889
22494,-7.2776837
22495,14.682086
22496,-1.7543985
22497,-0.54298943
22498,-4.1987715
22499,18.325012
22500,58.196133
22501,261.1073
22502,474.73285
22503,602.2638
22504,818.3138
22505,833.3942
22506,837.2318
22507,767.426
22508,693.047
22509,500.0755
22510,289.64447
22511,63.316116
22512,32.769604
22513,1.5471857
22514,3.6492758
22515,-2.4006548
22516,-0.994483
22517,602.718
22518,778.4997
22519,780.766
22520,761.1383
22521,784.46344
22522,673.6193
22523,545.9191
22524,323.30765
22525,111.54518
22526,45.748314
22527,63.53499
22528,18.485918
22529,-14.839429
22530,39.60952
22531,66.092285
22532,-5.7632933
22533,118.78839
22534,377.98773
22535,537.6308
22536,748.6373
22537,629.94257
22538,643.5241
22539,627.2741
22540,736.28595
22541,507.67407
22542,323.34253
22543,110.92928
22544,14.293414
22545,-11.456546
22546,-18.482183
22547,-14.070525
22548,-8.597827
22549,30.502413
22550,38.379494
22551,28.519526
22552,34.845608
22553,210.75822
22554,486.79373
22555,663.8723
22556,764.20996
22557,808.9371
22558,808.0978
22559,763.8771
22560,612.15247
22561,501.93423
22562,356.54025
22563,115.82751
22564,39.82857
22565,1.6103339
22566,20.514503
22567,-4.882727
22568,26.369244
22569,1.2591007
22570,5.1762357
22571,12.201506
22572,5.774534
22573,78.0596
22574,315.6039
22575,445.21115
22576,541.03864
22577,634.72406
22578,571.63226
22579,576.0309
22580,571.75964
22581,507.15125
22582,459.91144
22583,329.29846
22584,93.03109
22585,24.857948
22586,0.24354488
22587,22.190943
22588,20.876984
22589,1.8472292
22590,31.479202
22591,19.664589
22592,12.61069
22593,13.540876
22594,22.15896
22595,-5.4742026
22596,13.401693
22597,34.15951
22598,315.4621
22599,366.56586
22600,647.4874
22601,681.0775
22602,761.2828
22603,812.85443
22604,729.8626
22605,648.77856
22606,581.2073
22607,332.13617
22608,75.04882
22609,62.488014
22610,27.06338
22611,4.840196
22612,6.855432
22613,5.486968
22614,5.6032853
22615,5.447973
22616,5.004777
22617,17.188057
22618,2.2002358
22619,-5.5164495
22620,33.19256
22621,199.5351
22622,480.2793
22623,684.1929
22624,749.66254
22625,863.50055
22626,796.485
22627,748.83374
22628,666.71234
22629,496.52853
22630,268.84915
22631,77.088455
22632,13.314688
22633,10.44546
22634,3.998564
22635,-9.594636
22636,-18.106216
22637,-7.555422
22638,-4.227247
22639,-12.904603
22640,-2.7643037
22641,-23.600433
22642,2.06997
22643,-3.8112075
22644,42.81641
22645,277.12985
22646,502.33276
22647,671.57416
22648,725.1218
22649,761.45526
22650,775.1675
22651,765.36707
22652,624.0316
22653,414.70383
22654,333.73065
22655,105.10053
22656,36.1652
22657,8.637273
22658,-1.7896037
22659,6.0526214
22660,4.1953645
22661,-34.23826
22662,19.84612
22663,2.905494
22664,2.023847
22665,-10.890813
22666,14.7833605
22667,-26.71653
22668,17.096123
22669,329.66013
22670,518.84424
22671,666.6669
22672,755.19336
22673,825.63995
22674,797.61444
22675,716.9373
22676,651.3171
22677,443.5807
22678,252.30568
22679,71.70729
22680,17.297756
22681,-4.0704823
22682,-13.346726
22683,4.8343396
22684,4.44908
22685,38.207348
22686,-12.06402
22687,16.5894
22688,-2.0559533
22689,9.256914
22690,16.084387
22691,-19.236038
22692,38.545364
22693,267.34732
22694,505.20413
22695,624.969
22696,805.2455
22697,788.57623
22698,790.8661
22699,717.18396
22700,675.1323
22701,497.25168
22702,308.13788
22703,56.006233
22704,31.261604
22705,-0.78386706
22706,1.5751115
22707,1.364484
22708,12.820171
22709,-5.907556
22710,-11.221745
22711,-13.058657
22712,-6.4018598
22713,4.4379964
22714,-3.1617348
22715,-4.9349093
22716,38.131565
22717,216.19171
22718,342.11508
22719,515.32434
22720,624.9471
22721,688.9499
22722,707.0764
22723,543.8791
22724,445.74075
22725,413.51382
22726,217.7013
22727,56.35774
22728,-19.016695
22729,-32.97854
22730,0.3328148
22731,-0.9741597
22732,6.2023077
22733,-4.457868
22734,-16.720146
22735,-8.820907
22736,-11.680173
22737,-0.7895242
22738,-13.862689
22739,-13.839494
22740,36.233154
22741,221.2839
22742,365.2378
22743,565.5789
22744,613.15497
22745,654.2007
22746,678.6857
22747,533.0806
22748,452.9544
22749,344.858
22750,204.58977
22751,64.83338
22752,29.4332
22753,12.077367
22754,7.955518
22755,18.05431
22756,28.968555
22757,-10.107458
22758,-10.816795
22759,-10.953861
22760,0.73644793
22761,-11.341185
22762,-8.473078
22763,-4.2982035
22764,30.85475
22765,206.38606
22766,340.24463
22767,498.24594
22768,668.70764
22769,708.5054
22770,693.5967
22771,587.688
22772,454.36047
22773,298.4372
22774,193.76627
22775,54.758602
22776,-9.977626
22777,-13.74549
22778,1.1726079
22779,0.89257926
22780,-2.0673032
22781,-4.205207
22782,0.25179577
22783,-8.223702
22784,-15.097311
22785,0.2931298
22786,-8.401666
22787,-7.326127
22788,39.79897
22789,194.17628
22790,389.48343
22791,535.958
22792,667.3765
22793,726.2814
22794,733.28326
22795,530.4074
22796,508.98547
22797,366.5368
22798,235.83939
22799,56.831757
22800,-3.0230732
22801,-8.609014
22802,-15.828198
22803,12.528928
22804,12.546275
22805,-0.3235654
22806,-5.012795
22807,-8.186565
22808,-14.884932
22809,13.533059
22810,22.215885
22811,-25.24442
22812,47.656704
22813,240.53612
22814,379.5048
22815,549.54755
22816,600.76044
22817,454.75906
22818,618.37177
22819,537.15826
22820,446.94373
22821,324.40814
22822,283.47427
22823,56.02798
22824,49.826447
22825,19.726957
22826,-27.582514
22827,12.250704
22828,26.208979
22829,-17.88123
22830,-1.144604
22831,17.414639
22832,13.683688
22833,60.23354
22834,16.639135
22835,10.586912
22836,22.738047
22837,187.79402
22838,299.6578
22839,408.63898
22840,618.39417
22841,516.0902
22842,501.1331
22843,440.29886
22844,466.5246
22845,351.74905
22846,260.71097
22847,49.987072
22848,51.781105
22849,41.05994
22850,24.157732
22851,21.536058
22852,11.456509
22853,0.73415244
22854,-5.1560483
22855,-10.821586
22856,-4.6188874
22857,-6.613425
22858,2.6463733
22859,13.107067
22860,36.823017
22861,235.80972
22862,348.63776
22863,479.90442
22864,648.22986
22865,789.0141
22866,785.1549
22867,605.5641
22868,548.4123
22869,489.01547
22870,230.0772
22871,13.919152
22872,-4.221752
22873,-19.903046
22874,-26.931713
22875,-23.778957
22876,-6.7263002
22877,-10.130461
22878,-14.591975
22879,-1.3196329
22880,-9.580944
22881,-7.0627747
22882,-0.8631197
22883,-8.948945
22884,40.866726
22885,235.29683
22886,371.3519
22887,563.38
22888,704.6578
22889,719.1648
22890,771.8066
22891,504.4951
22892,293.0553
22893,286.62943
22894,211.35593
22895,51.63737
22896,0.36321384
22897,12.393084
22898,11.106256
22899,17.722046
22900,2.2585263
22901,1.4284145
22902,13.671743
22903,14.316558
22904,-6.9880905
22905,-2.6079571
22906,-8.173044
22907,-27.152851
22908,40.357056
22909,223.78387
22910,425.84323
22911,560.2138
22912,681.56976
22913,806.27527
22914,838.62585
22915,567.1366
22916,552.8724
22917,386.127
22918,275.76364
22919,76.217285
22920,52.818024
22921,31.301788
22922,-1.6213112
22923,3.3478942
22924,-4.309377
22925,35.776485
22926,3.9227808
22927,-12.9139185
22928,-23.607828
22929,2.999415
22930,15.218288
22931,-9.516537
22932,2.5031214
22933,250.83617
22934,406.4871
22935,572.89545
22936,697.5549
22937,786.60144
22938,759.0585
22939,577.4448
22940,472.09412
22941,273.37842
22942,278.48532
22943,57.808773
22944,18.001888
22945,-12.61303
22946,-0.5948741
22947,-7.354729
22948,8.852242
22949,16.913574
22950,-4.9167295
22951,-0.13137314
22952,-9.1318245
22953,10.045122
22954,-15.072248
22955,-2.278648
22956,40.175495
22957,289.3485
22958,355.5744
22959,497.38748
22960,694.8557
22961,781.8903
22962,694.77264
22963,600.9549
22964,506.51352
22965,391.53107
22966,270.64896
22967,66.12485
22968,3.323682
22969,2.1210043
22970,-16.081333
22971,20.644419
22972,10.925591
22973,1.0389092
22974,18.133095
22975,-3.4102826
22976,19.478178
22977,-12.789622
22978,-5.0805902
22979,2.5849583
22980,57.75664
22981,215.76205
22982,354.91428
22983,577.1048
22984,650.8063
22985,709.93414
22986,774.59546
22987,527.9293
22988,540.52374
22989,367.81934
22990,213.86359
22991,59.931404
22992,25.94546
22993,24.847897
22994,6.237117
22995,5.2378283
22996,-1.8538371
22997,-13.928821
22998,1.6211611
22999,-11.973961
23000,-3.0311666
23001,1.0007973
23002,-14.007751
23003,13.242275
23004,104.14062
23005,255.80704
23006,350.4933
23007,590.0719
23008,747.84485
23009,733.56396
23010,827.6514
23011,643.0196
23012,552.4056
23013,337.8812
23014,212.4346
23015,59.91395
23016,9.518608
23017,-13.05526
23018,17.522186
23019,-11.446102
23020,-15.754582
23021,4.6286516
23022,13.979581
23023,-9.052123
23024,-1.2201978
23025,-9.640748
23026,-40.6208
23027,-12.955528
23028,107.829285
23029,247.70537
23030,442.37088
23031,590.6782
23032,717.16394
23033,818.29877
23034,820.9656
23035,631.3882
23036,527.78864
23037,437.7353
23038,284.72083
23039,51.498867
23040,-3.8049803
23041,11.247545
23042,-3.9620848
23043,2.14664
23044,-18.694843
23045,-11.038765
23046,-1.6365405
23047,5.8536115
23048,11.595113
23049,-5.4263577
23050,-3.449311
23051,-7.0661182
23052,67.95109
23053,250.6402
23054,412.56152
23055,625.1076
23056,663.8499
23057,712.5007
23058,820.21967
23059,647.6375
23060,536.34656
23061,446.03036
23062,317.26468
23063,35.366608
23064,43.842365
23065,4.9199266
23066,11.361855
23067,0.3463081
23068,-7.523551
23069,-2.4658377
23070,-13.159782
23071,20.522013
23072,26.358696
23073,-8.49331
23074,-16.66118
23075,8.001478
23076,42.926617
23077,213.90758
23078,348.77023
23079,429.15048
23080,530.5625
23081,472.4297
23082,487.93494
23083,293.87802
23084,311.51132
23085,224.41393
23086,80.22438
23087,21.670013
23088,14.04072
23089,-16.140257
23090,-5.4235277
23091,-6.3839917
23092,-1.5449101
23093,-2.4141889
23094,-7.784497
23095,3.051259
23096,1.6368932
23097,1.6759295
23098,4.9876323
23099,46.052887
23100,215.57817
23101,270.53394
23102,303.44315
23103,491.2071
23104,400.84564
23105,435.24612
23106,345.9875
23107,390.8647
23108,337.04782
23109,174.24736
23110,119.781815
23111,40.55525
23112,5.4567304
23113,-14.410932
23114,12.808299
23115,-21.54006
23116,-7.7718244
23117,-1.9370285
23118,-8.408537
23119,-12.0038
23120,-4.1104355
23121,-4.974935
23122,4.6624475
23123,16.687986
23124,222.03069
23125,365.90805
23126,567.30066
23127,708.479
23128,717.11304
23129,737.63745
23130,626.0841
23131,547.5247
23132,444.81113
23133,276.58627
23134,44.499126
23135,28.289143
23136,-22.407911
23137,-9.731663
23138,-12.863637
23139,-3.1819634
23140,-29.445652
23141,-6.2319303
23142,-11.723517
23143,6.7209663
23144,8.343901
23145,-14.38201
23146,-11.939619
23147,22.935081
23148,259.5363
23149,376.87598
23150,539.6461
23151,731.2684
23152,802.49634
23153,793.4755
23154,564.2784
23155,427.5196
23156,319.5062
23157,201.99138
23158,50.19904
23159,18.168964
23160,20.223518
23161,-27.816813
23162,-4.5873585
23163,8.804561
23164,-23.01565
23165,-4.159813
23166,-13.426834
23167,-11.294307
23168,-1.7915732
23169,-4.6698847
23170,-11.144667
23171,42.261757
23172,193.62787
23173,394.89713
23174,542.87354
23175,717.016
23176,761.87616
23177,726.347
23178,591.0703
23179,481.9111
23180,355.36893
23181,301.1439
23182,77.16907
23183,23.168058
23184,-2.4393682
23185,33.6476
23186,17.802086
23187,4.619181
23188,-6.5404053
23189,-5.704135
23190,1.9581118
23191,3.3071296
23192,-10.220707
23193,-7.240055
23194,-11.122346
23195,32.83756
23196,172.22685
23197,381.307
23198,552.0247
23199,707.6996
23200,788.3235
23201,788.11285
23202,652.20984
23203,513.2994
23204,446.87646
23205,283.77072
23206,58.527924
23207,25.052835
23208,-30.284464
23209,7.5417166
23210,-28.098564
23211,7.5493364
23212,11.216277
23213,8.773285
23214,29.212563
23215,211.33264
23216,323.2602
23217,374.12762
23218,803.564
23219,734.05255
23220,558.4152
23221,360.3379
23222,272.9183
23223,225.83621
23224,259.29657
23225,159.88158
23226,78.88424
23227,76.01409
23228,47.814915
23229,30.104002
23230,27.456404
23231,-4.8886404
23232,6.740284
23233,-3.9542441
23234,-39.942883
23235,2.7040358
23236,2.2041435
23237,-8.329968
23238,31.334248
23239,216.18663
23240,265.98584
23241,436.76715
23242,467.48373
23243,502.0438
23244,346.31378
23245,292.71924
23246,235.18939
23247,211.07121
23248,214.11694
23249,124.113205
23250,45.478264
23251,50.39518
23252,14.715369
23253,76.838585
23254,49.48913
23255,1.6512191
23256,1.0779508
23257,-6.860518
23258,-5.002187
23259,1.3906124
23260,-5.0908337
23261,4.0242696
23262,103.378235
23263,334.63403
23264,345.16226
23265,420.48312
23266,700.08264
23267,689.71405
23268,531.98694
23269,599.3807
23270,424.4653
23271,244.16324
23272,198.30434
23273,69.491585
23274,53.004215
23275,41.847675
23276,27.109625
23277,22.908384
23278,8.477135
23279,-23.28888
23280,17.283028
23281,-16.129105
23282,2.744009
23283,-2.4588182
23284,-8.072979
23285,2.7310548
23286,12.608352
23287,240.9315
23288,372.96094
23289,519.93744
23290,668.3815
23291,698.9239
23292,795.0579
23293,636.0888
23294,510.49557
23295,190.07135
23296,259.47244
23297,434.93033
23298,458.49545
23299,326.98642
23300,409.35126
23301,291.28754
23302,184.71869
23303,163.68594
23304,99.09789
23305,27.333012
23306,5.774596
23307,1.8861091
23308,-0.40658194
23309,-5.2359805
23310,-2.123094
23311,39.934303
23312,23.9209
23313,3.3272877
23314,-12.97009
23315,-6.636451
23316,-0.9527999
23317,57.657543
23318,69.83999
23319,335.33932
23320,336.4397
23321,442.07068
23322,535.732
23323,613.6566
23324,565.0783
23325,405.9074
23326,255.57874
23327,303.302
23328,110.07693
23329,48.0973
23330,-15.877025
23331,7.055667
23332,0.7889727
23333,-14.813555
23334,22.955673
23335,-7.1924725
23336,-0.1407643
23337,-13.348132
23338,15.3684435
23339,-0.5822574
23340,-19.439838
23341,5.401209
23342,5.470236
23343,212.89514
23344,403.80286
23345,484.99515
23346,577.9948
23347,546.3507
23348,593.114
23349,543.3806
23350,426.6901
23351,322.40738
23352,108.30323
23353,51.043674
23354,-23.642372
23355,10.984997
23356,7.7367773
23357,-0.43761265
23358,-16.209131
23359,1.07555
23360,-2.0146844
23361,-1.057805
23362,-2.432246
23363,-16.369162
23364,6.068031
23365,-8.240714
23366,27.59022
23367,196.25089
23368,351.55768
23369,478.67572
23370,637.817
23371,643.60406
23372,726.243
23373,555.05054
23374,416.48825
23375,203.47745
23376,79.40047
23377,-50.133583
23378,-96.76482
23379,-103.42481
23380,-67.91334
23381,-56.192486
23382,-43.959217
23383,57.737244
23384,51.14115
23385,48.38468
23386,-27.284485
23387,16.517994
23388,166.09251
23389,191.57874
23390,228.99535
23391,339.59564
23392,404.13943
23393,268.28952
23394,450.56613
23395,373.88712
23396,500.85535
23397,235.16553
23398,274.70923
23399,141.38986
23400,-25.235481
23401,-78.60259
23402,-88.79817
23403,-87.80344
23404,-82.4713
23405,-86.00821
23406,-83.66121
23407,3.6774251
23408,216.06625
23409,400.53058
23410,428.97733
23411,510.0136
23412,565.0366
23413,534.55786
23414,392.86795
23415,309.54288
23416,289.6134
23417,129.78258
23418,35.444805
23419,-4.6736593
23420,-11.251551
23421,-6.4994707
23422,-3.118071
23423,28.992498
23424,-2.0452356
23425,8.553559
23426,-6.2085977
23427,-3.8572695
23428,-5.828179
23429,4.039494
23430,-4.8924646
23431,-6.8690605
23432,286.41937
23433,365.7274
23434,493.0551
23435,646.56885
23436,669.89716
23437,526.5586
23438,514.4515
23439,349.57837
23440,223.21251
23441,130.13019
23442,30.287045
23443,-6.5577106
23444,1.2526749
23445,4.767602
23446,-14.839537
23447,29.8909
23448,10.665306
23449,2.181508
23450,-10.120257
23451,5.9311767
23452,-4.8001385
23453,-9.751104
23454,4.107539
23455,20.18393
23456,164.12149
23457,369.3484
23458,451.09668
23459,618.92175
23460,726.25073
23461,719.35803
23462,557.92444
23463,402.52963
23464,319.38196
23465,176.59464
23466,18.74875
23467,-2.1718988
23468,-7.889838
23469,-7.5452614
23470,-12.980602
23471,-5.1996336
23472,12.812041
23473,-5.677005
23474,-14.918107
23475,-11.697197
23476,-7.3928037
23477,-7.6493716
23478,-15.240248
23479,7.5439754
23480,165.61122
23481,352.9831
23482,490.55246
23483,617.5529
23484,694.1673
23485,572.8362
23486,571.46985
23487,384.62973
23488,316.15515
23489,66.33846
23490,6.615343
23491,17.10727
23492,-5.1153154
23493,1.6110008
23494,-0.8357531
23495,-8.148136
23496,-10.95035
23497,7.1903477
23498,-8.794148
23499,-23.509686
23500,-18.457869
23501,-15.40931
23502,7.4941945
23503,26.436266
23504,191.32956
23505,404.05774
23506,496.28516
23507,618.3744
23508,674.8459
23509,611.96466
23510,516.6184
23511,355.72656
23512,258.30927
23513,164.80013
23514,0.1596389
23515,10.840693
23516,-26.119795
23517,0.96299374
23518,401.76724
23519,466.86032
23520,459.41833
23521,389.0616
23522,461.89624
23523,161.65323
23524,106.80522
23525,7.947335
23526,-12.927185
23527,-61.23124
23528,-25.891909
23529,-58.656315
23530,-34.55589
23531,-56.907097
23532,-4.0228157
23533,-1.823673
23534,0.18893191
23535,21.58103
