,lossauces
11798,732.49475
11799,801.4968
11800,830.2889
11801,815.79065
11802,743.2325
11803,697.70593
11804,492.91135
11805,200.81702
11806,63.0126
11807,-6.8729353
11808,-5.086446
11809,-11.124566
11810,-32.061554
11811,0.025167651
11812,-10.562438
11813,-49.117058
11814,-8.178983
11815,4.4516487
11816,31.078793
11817,21.318666
11818,26.828812
11819,45.920322
11820,321.92642
11821,375.3537
11822,636.40027
11823,773.7399
11824,719.8527
11825,825.64624
11826,610.17017
11827,636.50336
11828,464.588
11829,297.76877
11830,112.143776
11831,-24.854898
11832,-29.02616
11833,19.009195
11834,18.917889
11835,-16.300123
11836,-5.52859
11837,-16.211792
11838,5.0775495
11839,8.898719
11840,-1.4121802
11841,8.126125
11842,30.851656
11843,147.77132
11844,222.2115
11845,436.9936
11846,644.2752
11847,692.601
11848,763.1244
11849,778.2064
11850,680.7341
11851,620.1454
11852,335.9846
11853,276.7799
11854,87.35263
11855,31.14117
11856,97.89917
11857,34.19683
11858,-13.698468
11859,20.746834
11860,0.7920013
11861,28.430653
11862,0.37388894
11863,27.32474
11864,2.6464148
11865,20.283533
11866,38.696194
11867,80.88083
11868,239.6144
11869,325.51248
11870,739.60535
11871,782.42365
11872,631.35333
11873,712.01483
11874,367.78784
11875,183.04973
11876,332.4169
11877,165.29485
11878,60.190594
11879,57.014404
11880,6.4479175
11881,-1.3457202
11882,-2.4633684
11883,13.986294
11884,-3.484303
11885,47.076225
11886,-5.249006
11887,14.101164
11888,35.493786
11889,6.4604025
11890,48.663307
11891,157.84727
11892,227.17166
11893,489.76566
11894,677.13446
11895,763.4277
11896,810.55505
11897,701.08167
11898,587.9004
11899,555.92004
11900,461.56235
11901,230.86122
11902,75.53571
11903,12.789516
11904,-5.5154095
11905,2.8876107
11906,11.192087
11907,10.798925
11908,19.331867
11909,-10.99434
11910,-3.6108878
11911,1.186834
11912,6.886672
11913,-1.1434398
11914,29.694489
11915,125.51533
11916,227.0886
11917,426.51675
11918,613.1262
11919,657.84106
11920,727.3802
11921,769.85474
11922,616.4094
11923,600.98895
11924,430.17273
11925,220.59038
11926,79.364105
11927,0.5611947
11928,-8.868269
11929,1.2008194
11930,-5.618207
11931,21.885328
11932,14.839076
11933,1.5622193
11934,-3.5561779
11935,-6.971649
11936,-10.578091
11937,17.016317
11938,35.9624
11939,47.71161
11940,236.77542
11941,445.3765
11942,488.90784
11943,574.5776
11944,639.1332
11945,642.5478
11946,606.25775
11947,502.94913
11948,386.48798
11949,203.28632
11950,47.261
11951,1.0350627
11952,-43.497032
11953,3.5327303
11954,19.799667
11955,14.059208
11956,-0.97652215
11957,-17.694487
11958,-3.320383
11959,-23.454962
11960,-19.600218
11961,0.9365438
11962,16.069391
11963,123.203445
11964,360.61353
11965,457.4197
11966,639.5104
11967,656.0144
11968,855.035
11969,767.46375
11970,711.01794
11971,714.31476
11972,468.9928
11973,305.23572
11974,114.68891
11975,3.2065775
11976,-18.987764
11977,-31.438354
11978,1.289039
11979,-3.2180479
11980,13.9138155
11981,-14.7338915
11982,-14.727644
11983,-13.748682
11984,17.691942
11985,14.850467
11986,13.686217
11987,143.71367
11988,261.8346
11989,439.554
11990,637.7372
11991,776.7185
11992,795.458
11993,417.71616
11994,381.62976
11995,515.2496
11996,390.8437
11997,281.48602
11998,99.19166
11999,1.7905284
12000,0.7607557
12001,3.7345219
12002,16.480856
12003,-10.683903
12004,-35.568954
12005,11.691001
12006,12.068428
12007,-6.7126193
12008,-4.840466
12009,-7.3653297
12010,14.570065
12011,40.987743
12012,297.97684
12013,474.42416
12014,470.30682
12015,622.14264
12016,688.1789
12017,739.7134
12018,579.9536
12019,579.01746
12020,354.30292
12021,300.0111
12022,115.443855
12023,21.339989
12024,8.14882
12025,9.518788
12026,-12.504507
12027,-13.057006
12028,8.492117
12029,10.543586
12030,-5.825112
12031,5.4048023
12032,1.34936
12033,10.088243
12034,-1.9792663
12035,56.00624
12036,161.0895
12037,553.7493
12038,677.92584
12039,729.74225
12040,806.0371
12041,910.49316
12042,644.3013
12043,608.3308
12044,447.12344
12045,312.56055
12046,80.15695
12047,-12.621236
12048,10.960207
12049,9.3691635
12050,-4.9526825
12051,5.703659
12052,6.8616323
12053,14.105271
12054,8.639836
12055,32.74121
12056,-2.9201653
12057,7.1549263
12058,33.28565
12059,56.390385
12060,199.50447
12061,546.36743
12062,810.1648
12063,862.247
12064,760.7247
12065,853.50653
12066,730.2331
12067,695.58105
12068,512.1991
12069,332.0732
12070,108.23252
12071,21.762098
12072,8.484708
12073,-30.395353
12074,-2.8167565
12075,-20.243618
12076,13.206593
12077,6.46777
12078,5.3751326
12079,4.8181257
12080,28.631115
12081,13.044187
12082,23.453018
12083,41.753845
12084,210.94043
12085,554.5161
12086,719.18726
12087,721.1461
12088,840.7123
12089,889.4913
12090,813.45746
12091,791.61694
12092,643.1315
12093,455.24173
12094,144.02588
12095,44.940796
12096,28.126163
12097,24.325823
12098,2.0884998
12099,38.498734
12100,66.785736
12101,35.663795
12102,4.9958677
12103,4.958583
12104,0.080558196
12105,56.62411
12106,49.765594
12107,139.77786
12108,309.20154
12109,580.2894
12110,766.1627
12111,761.5344
12112,737.2436
12113,840.2946
12114,775.68317
12115,574.89343
12116,358.86517
12117,277.20892
12118,92.86756
12119,19.148487
12120,13.718125
12121,-5.7349405
12122,22.166042
12123,-9.344037
12124,44.856358
12125,2.2776153
12126,-6.778721
12127,0.68970805
12128,-13.506002
12129,-26.468117
12130,10.215616
12131,100.50708
12132,319.43747
12133,591.6884
12134,593.69324
12135,725.0368
12136,672.45905
12137,684.3351
12138,577.83246
12139,544.9348
12140,368.92007
12141,182.42242
12142,58.84662
12143,13.06031
12144,-13.898864
12145,-40.882465
12146,23.52782
12147,15.628727
12148,-7.129576
12149,7.817007
12150,13.037881
12151,-20.548496
12152,68.07024
12153,2.783598
12154,7.3727694
12155,39.943295
12156,147.86272
12157,464.35928
12158,554.18115
12159,699.9792
12160,655.49866
12161,739.06256
12162,712.5375
12163,522.56757
12164,410.3318
12165,211.749
12166,135.63797
12167,6.082613
12168,-13.173073
12169,-12.185076
12170,16.08779
12171,3.571651
12172,-17.479834
12173,-6.566925
12174,-6.106174
12175,8.6721735
12176,11.487806
12177,9.297958
12178,21.19684
12179,122.65086
12180,220.97198
12181,378.46585
12182,420.76508
12183,680.09717
12184,754.8368
12185,757.0937
12186,736.2864
12187,741.9868
12188,562.061
12189,331.07684
12190,108.88228
12191,-3.7582254
12192,-11.068226
12193,-8.715531
12194,19.707558
12195,-10.817272
12196,-8.327423
12197,17.198248
12198,-6.2135444
12199,26.418846
12200,11.218113
12201,13.821527
12202,36.73987
12203,100.00076
12204,208.47643
12205,440.29922
12206,382.97955
12207,547.2117
12208,496.2174
12209,645.10754
12210,583.85046
12211,456.75482
12212,391.23785
12213,248.31972
12214,129.53632
12215,31.865456
12216,-5.7508526
12217,-0.273822
12218,16.675621
12219,-7.483618
12220,-1.722594
12221,-9.019964
12222,5.7916327
12223,1.4477963
12224,-6.2011623
12225,-8.737527
12226,-8.9706545
12227,101.18315
12228,172.26422
12229,568.79816
12230,637.41174
12231,602.25073
12232,695.04626
12233,665.10016
12234,680.8268
12235,579.8311
12236,419.46918
12237,271.18237
12238,106.70503
12239,41.333786
12240,-3.0229583
12241,72.109665
12242,-13.890165
12243,18.476688
12244,-9.770669
12245,-5.679968
12246,-3.1464438
12247,-1.590716
12248,-9.273618
12249,-11.230803
12250,12.456372
12251,117.44259
12252,202.77145
12253,501.76773
12254,769.14325
12255,684.9882
12256,739.9287
12257,879.80756
12258,753.6646
12259,623.073
12260,475.05893
12261,270.9471
12262,111.79468
12263,-30.744448
12264,53.55378
12265,97.848206
12266,-11.21623
12267,-11.335106
12268,5.096695
12269,2.1256557
12270,-10.496876
12271,-24.88461
12272,-17.61192
12273,-17.735754
12274,-15.018812
12275,72.63356
12276,111.82848
12277,167.89066
12278,184.81091
12279,200.97655
12280,286.0858
12281,402.31982
12282,806.4283
12283,641.7022
12284,486.30084
12285,291.01114
12286,113.657524
12287,20.060064
12288,25.002415
12289,22.17186
12290,-12.83742
12291,3.9691634
12292,-47.344593
12293,-7.951825
12294,0.11985501
12295,6.4883957
12296,44.86881
12297,20.697977
12298,19.828482
12299,100.71349
12300,301.44174
12301,541.85187
12302,515.5414
12303,720.9636
12304,687.31464
12305,391.20297
12306,233.05695
12307,238.44505
12308,200.56857
12309,171.94441
12310,54.919968
12311,24.844662
12312,-33.106773
12313,-20.91248
12314,24.634289
12315,12.460336
12316,4.0649633
12317,9.323465
12318,-4.0743785
12319,-3.6249526
12320,-6.858753
12321,82.52458
12322,18.67179
12323,94.638084
12324,278.00638
12325,422.55606
12326,550.87384
12327,639.3276
12328,772.5039
12329,767.6733
12330,729.66095
12331,576.6271
12332,471.22214
12333,226.85075
12334,97.36811
12335,-5.7290606
12336,26.043186
12337,3.5570827
12338,1.3223212
12339,29.287436
12340,26.296665
12341,13.084574
12342,17.677362
12343,40.29781
12344,8.620877
12345,24.993288
12346,43.263203
12347,106.82512
12348,217.98692
12349,272.31082
12350,561.4492
12351,617.6238
12352,678.7537
12353,613.13794
12354,499.43634
12355,554.1662
12356,534.76575
12357,377.59628
12358,133.48386
12359,63.42918
12360,26.434774
12361,-5.8578696
12362,8.999421
12363,3.6103532
12364,2.0425675
12365,0.30894813
12366,-16.031784
12367,-9.178128
12368,0.55495495
12369,0.8298768
12370,8.621192
12371,95.47868
12372,258.65793
12373,579.5882
12374,594.3082
12375,692.10944
12376,835.6049
12377,939.8686
12378,765.6675
12379,721.29504
12380,603.1123
12381,438.0283
12382,90.15496
12383,34.96381
12384,7.0254145
12385,6.690477
12386,9.390332
12387,-1.3934245
12388,36.360992
12389,18.779362
12390,-18.137218
12391,-10.504409
12392,25.575174
12393,0.9468295
12394,0.9049131
12395,29.28675
12396,242.69855
12397,518.12506
12398,614.43365
12399,660.73755
12400,838.53485
12401,915.49207
12402,769.60547
12403,717.7573
12404,508.93695
12405,195.38498
12406,124.84168
12407,13.814928
12408,38.138416
12409,38.91617
12410,57.822624
12411,32.260773
12412,31.72488
12413,6.5145473
12414,-6.867908
12415,-5.8659673
12416,-8.146963
12417,6.228359
12418,8.222781
12419,43.248493
12420,279.07236
12421,502.58844
12422,617.72046
12423,724.41425
12424,755.676
12425,848.17377
12426,650.5259
12427,566.2898
12428,405.66315
12429,310.99042
12430,110.500534
12431,55.893368
12432,16.825336
12433,1.3233864
12434,4.9919763
12435,-34.31326
12436,7.979378
12437,-14.123536
12438,13.214186
12439,16.845657
12440,0.70821077
12441,-15.844738
12442,25.602404
12443,147.04375
12444,217.53261
12445,551.85095
12446,799.28876
12447,932.8713
12448,972.18567
12449,954.12897
12450,870.4798
12451,797.4566
12452,598.58844
12453,424.78134
12454,82.15269
12455,129.37863
12456,13.817691
12457,13.240416
12458,2.6800537
12459,-1.3281133
12460,5.2099495
12461,-22.867098
12462,-3.5832036
12463,-5.814509
12464,-3.7979825
12465,-15.272934
12466,43.316494
12467,26.317984
12468,273.70764
12469,576.1817
12470,827.6395
12471,926.7562
12472,933.56506
12473,919.5386
12474,815.7105
12475,790.7055
12476,643.53503
12477,381.26144
12478,48.52854
12479,4.222165
12480,-18.647232
12481,-34.81205
12482,7.1388535
12483,36.905846
12484,7.4620967
12485,12.891702
12486,8.284394
12487,6.021355
12488,13.099071
12489,3.3910556
12490,29.147758
12491,109.62323
12492,228.75896
12493,560.9948
12494,805.3154
12495,871.6657
12496,919.2588
12497,956.742
12498,849.01
12499,760.09827
12500,591.8406
12501,323.5325
12502,103.70633
12503,38.28754
12504,62.640087
12505,17.426723
12506,24.27866
12507,21.217022
12508,27.084944
12509,8.323056
12510,5.3742003
12511,11.878686
12512,5.9523005
12513,-4.363151
12514,-7.536652
12515,191.68738
12516,334.86963
12517,617.0014
12518,850.1455
12519,937.82996
12520,930.49493
12521,980.9595
12522,874.91437
12523,718.4373
12524,575.62213
12525,440.68253
12526,153.88377
12527,105.702484
12528,15.515335
12529,-8.980348
12530,30.86205
12531,-11.287211
12532,7.1309094
12533,2.9387133
12534,14.3057375
12535,3.1522322
12536,-13.750593
12537,3.9799676
12538,19.10707
12539,103.16063
12540,271.67197
12541,613.9996
12542,818.4959
12543,903.3322
12544,908.7605
12545,923.7069
12546,844.8051
12547,783.3624
12548,577.57574
12549,421.99664
12550,81.38968
12551,23.75702
12552,-18.562527
12553,17.47102
12554,-11.398151
12555,59.78526
12556,14.242269
12557,55.132248
12558,40.888844
12559,20.491047
12560,0.00736833
12561,15.564001
12562,40.513138
12563,139.72256
12564,293.39868
12565,575.15936
12566,768.4717
12567,942.4663
12568,936.8649
12569,955.3224
12570,822.4662
12571,787.45264
12572,557.12244
12573,419.57623
12574,119.08582
12575,89.94511
12576,68.19758
12577,57.28539
12578,58.082047
12579,22.35819
12580,62.660427
12581,18.75014
12582,40.577244
12583,-34.381058
12584,-48.01601
12585,-5.2063713
12586,33.641853
12587,142.50092
12588,215.87105
12589,604.8903
12590,828.3398
12591,913.7362
12592,1022.3242
12593,820.51984
12594,864.2086
12595,659.9723
12596,572.394
12597,468.98907
12598,129.77957
12599,62.634808
12600,62.6059
12601,58.155327
12602,-6.5239053
12603,39.721386
12604,-0.92338794
12605,16.621378
12606,10.037052
12607,-7.43224
12608,31.612034
12609,21.143553
12610,26.572092
12611,92.68113
12612,306.48416
12613,555.33997
12614,724.2755
12615,860.314
12616,878.2282
12617,903.6261
12618,841.18646
12619,756.96735
12620,670.6416
12621,435.86096
12622,105.437126
12623,36.735413
12624,71.06067
12625,-38.837467
12626,15.677156
12627,15.398775
12628,5.7443743
12629,10.606189
12630,2.7710347
12631,-4.2226896
12632,-9.434468
12633,-7.3860583
12634,23.081123
12635,81.70665
12636,217.19287
12637,490.24667
12638,748.2379
12639,858.10254
12640,860.32306
12641,866.66974
12642,779.89594
12643,587.4666
12644,510.10733
12645,359.91724
12646,83.5854
12647,16.925987
12648,-8.047485
12649,41.971706
12650,60.062275
12651,27.128523
12652,-5.9867454
12653,-1.1155025
12654,-9.0533695
12655,-12.715212
12656,-1.3443793
12657,1.8370229
12658,46.98796
12659,41.496128
12660,250.08441
12661,452.88846
12662,524.0866
12663,588.8541
12664,754.70056
12665,688.2484
12666,778.7098
12667,623.2434
12668,79.2469
12669,206.59222
12670,598.82947
12671,625.2168
12672,853.1976
12673,898.206
12674,887.1909
12675,801.5261
12676,684.11285
12677,571.8915
12678,428.582
12679,73.66928
12680,39.28389
12681,10.388377
12682,-16.62854
12683,3.6663632
12684,9.135686
12685,15.8441105
12686,-28.726505
12687,12.023597
12688,-18.982206
12689,-7.9594936
12690,13.646177
12691,52.07825
12692,63.826767
12693,296.30276
12694,554.58746
12695,724.14307
12696,921.8254
12697,874.13226
12698,842.2387
12699,776.3939
12700,725.8571
12701,635.24414
12702,350.26218
12703,122.05196
12704,41.965206
12705,-8.744382
12706,-2.3942232
12707,19.168106
12708,-30.88142
12709,11.603758
12710,4.0079823
12711,-15.320448
12712,30.05296
12713,41.496212
12714,37.74612
12715,60.037373
12716,-3.248369
12717,356.43268
12718,552.3217
12719,764.9412
12720,869.2857
12721,894.44336
12722,882.76385
12723,872.4047
12724,780.37006
12725,548.09827
12726,299.21222
12727,69.96594
12728,11.737908
12729,9.682017
12730,6.6462817
12731,-1.4080395
12732,-8.100528
12733,0.16043842
12734,14.786088
12735,-40.26493
12736,17.958431
12737,-8.044134
12738,41.7375
12739,42.114304
12740,85.296425
12741,229.15562
12742,499.7718
12743,660.7744
12744,569.11816
12745,565.2895
12746,719.999
12747,767.834
12748,570.03534
12749,468.7356
12750,340.6607
12751,102.15762
12752,34.75604
12753,32.092754
12754,5.243968
12755,2.7420576
12756,-24.138554
12757,1.5360476
12758,-12.553693
12759,-39.792988
12760,15.588002
12761,18.630016
12762,-19.873528
12763,-2.8437674
12764,62.07566
12765,265.87967
12766,597.32056
12767,608.12897
12768,826.23126
12769,876.3356
12770,946.6175
12771,823.19666
12772,737.18256
12773,589.20776
12774,444.67932
12775,86.71977
12776,45.435497
12777,3.3917172
12778,24.766989
12779,5.4073434
12780,3.9852417
12781,5.9680715
12782,-6.448792
12783,4.4665437
12784,6.9818015
12785,16.88339
12786,77.46339
12787,17.239767
12788,52.383327
12789,246.98392
12790,601.90375
12791,793.3456
12792,873.7217
12793,899.2238
12794,888.5822
12795,801.2593
12796,669.9763
12797,526.35876
12798,368.34912
12799,98.32773
12800,8.948901
12801,3.7481685
12802,22.419458
12803,-0.31113005
12804,30.76221
12805,29.794973
12806,78.72529
12807,10.391199
12808,4.804443
12809,4.133434
12810,14.43284
12811,17.582085
12812,101.70875
12813,293.4596
12814,524.1156
12815,544.0433
12816,599.6205
12817,728.7309
12818,756.6072
12819,681.24133
12820,594.4791
12821,464.86414
12822,337.54123
12823,96.64352
12824,27.169436
12825,-5.960345
12826,-0.8969246
12827,15.276416
12828,-7.306766
12829,12.126922
12830,-9.323708
12831,-8.997266
12832,-3.135926
12833,-8.173151
12834,-10.046387
12835,3.787424
12836,82.05988
12837,212.39328
12838,364.6473
12839,650.3735
12840,680.61346
12841,750.24976
12842,812.83124
12843,723.6446
12844,534.56116
12845,574.6292
12846,380.72864
12847,109.2391
12848,41.096096
12849,0.87338394
12850,6.289493
12851,16.303957
12852,1.4867965
12853,13.4354
12854,16.917103
12855,22.881615
12856,16.273462
12857,16.703129
12858,1.2860737
12859,11.984812
12860,73.37845
12861,231.31602
12862,404.3848
12863,495.17517
12864,607.7866
12865,777.2258
12866,720.5096
12867,613.2716
12868,684.554
12869,410.33438
12870,323.40958
12871,119.22153
12872,42.198353
12873,27.024403
12874,20.361628
12875,5.539715
12876,14.56108
12877,38.41284
12878,1.3876246
12879,-29.759161
12880,5.0546036
12881,-1.550355
12882,3.604878
12883,17.367735
12884,89.53841
12885,245.86258
12886,439.12372
12887,552.21484
12888,1.7707707
12889,-19.446627
12890,15.136824
12891,64.106026
12892,274.5924
12893,489.71756
12894,686.688
12895,824.1094
12896,787.6501
12897,901.7122
12898,820.15137
12899,736.7105
12900,574.9361
12901,360.0086
12902,70.45336
12903,-11.168406
12904,19.399555
12905,-34.49473
12906,-31.467604
12907,-9.934702
12908,26.397585
12909,15.72962
12910,7.8243093
12911,1.6393819
12912,-6.47861
12913,9.6710205
12914,-4.9099035
12915,49.231167
12916,205.67085
12917,520.63544
12918,683.761
12919,816.2307
12920,864.5433
12921,879.1372
12922,813.2604
12923,744.3145
12924,600.715
12925,406.27753
12926,70.97173
12927,49.316906
12928,55.98385
12929,1.7300113
12930,20.143671
12931,69.650635
12932,-20.763897
12933,6.8091464
12934,28.232698
12935,0.012944508
12936,0.6188344
12937,30.27365
12938,71.593735
12939,67.27409
12940,208.31982
12941,514.7219
12942,637.44586
12943,849.4475
12944,803.1118
12945,797.42017
12946,783.0242
12947,771.48584
12948,540.3372
12949,398.2125
12950,52.332542
12951,15.139218
12952,27.035088
12953,54.30104
12954,38.50744
12955,13.298069
12956,0.3975749
12957,24.515957
12958,4.803438
12959,18.555004
12960,9.552539
12961,14.5323305
12962,-33.69378
12963,49.44529
12964,344.457
12965,600.9904
12966,684.95166
12967,907.155
12968,787.7956
12969,766.34454
12970,721.6039
12971,640.322
12972,494.50388
12973,371.2275
12974,52.501392
12975,35.730602
12976,11.961117
12977,-11.905575
12978,35.08955
12979,28.941774
12980,13.60436
12981,-12.783528
12982,-16.806637
12983,-35.00385
12984,12.085819
12985,-4.4063735
12986,23.945257
12987,69.93476
12988,265.24774
12989,521.2511
12990,779.82874
12991,816.2574
12992,838.0228
12993,852.81244
12994,812.3126
12995,763.07526
12996,536.5832
12997,419.8062
12998,66.54438
12999,89.80021
13000,19.177635
13001,50.942863
13002,56.027
13003,20.133688
13004,-0.87175345
13005,21.065628
13006,11.65832
13007,4.3755193
13008,7.996264
13009,9.946131
13010,12.197656
13011,37.005806
13012,395.11044
13013,586.9329
13014,752.39874
13015,825.6539
13016,911.0643
13017,875.9035
13018,828.7853
13019,718.8693
13020,483.63242
13021,282.4595
13022,91.01518
13023,28.160679
13024,-10.089852
13025,10.881667
13026,-5.8334975
13027,-16.193472
13028,-21.162376
13029,-6.3952475
13030,4.510973
13031,8.1538105
13032,8.035488
13033,29.25547
13034,19.747734
13035,82.14826
13036,228.8012
13037,534.477
13038,621.14764
13039,887.06116
13040,873.6791
13041,873.80865
13042,677.3032
13043,547.2119
13044,333.87003
13045,302.35776
13046,73.41043
13047,25.574993
13048,9.756086
13049,-0.52084297
13050,-5.7521625
13051,-1.546113
13052,-7.191366
13053,-5.6712365
13054,-24.384624
13055,-26.72378
13056,28.301668
13057,-26.678627
13058,-6.9384427
13059,11.1386175
13060,267.11893
13061,509.80823
13062,576.89404
13063,671.5896
13064,790.1509
13065,899.7658
13066,838.9073
13067,754.0798
13068,549.00525
13069,400.707
13070,89.08787
13071,16.450212
13072,0.99948674
13073,0.342877
13074,-21.658009
13075,-1.2995762
13076,-14.351942
13077,7.7714486
13078,-8.093018
13079,-8.14845
13080,17.707134
13081,10.193235
13082,32.224815
13083,69.30599
13084,210.74318
13085,400.98483
13086,495.57056
13087,466.8679
13088,550.13257
13089,786.5284
13090,791.4172
13091,737.083
13092,527.9021
13093,385.87387
13094,99.190796
13095,31.49076
13096,21.127417
13097,-8.16249
13098,13.5735
13099,-7.382702
13100,25.749191
13101,-42.579655
13102,33.60568
13103,-33.155704
13104,5.379588
13105,9.629325
13106,36.441956
13107,18.0416
13108,223.33731
13109,543.01355
13110,588.966
13111,598.9426
13112,674.9323
13113,854.27966
13114,814.9759
13115,748.08636
13116,532.2842
13117,385.53506
13118,80.90531
13119,28.53179
13120,32.31293
13121,32.380627
13122,42.81987
13123,42.713078
13124,18.883879
13125,-49.581524
13126,-11.631221
13127,-16.343794
13128,45.248653
13129,27.529644
13130,38.757614
13131,95.067924
13132,264.2755
13133,480.1108
13134,685.72144
13135,861.538
13136,799.38477
13137,850.3054
13138,776.04675
13139,732.103
13140,567.18274
13141,460.92313
13142,61.11193
13143,3.5163805
13144,32.1957
13145,53.617725
13146,43.426735
13147,34.756947
13148,13.367007
13149,27.499582
13150,14.012104
13151,-15.882646
13152,-28.497112
13153,-26.464119
13154,28.10069
13155,67.84036
13156,263.59326
13157,486.55313
13158,666.0426
13159,852.3186
13160,891.9256
13161,807.8893
13162,810.05426
13163,679.5346
13164,538.0567
13165,395.25323
13166,89.91346
13167,76.821465
13168,21.979918
13169,-20.314775
13170,-2.312077
13171,13.975639
13172,10.8615055
13173,7.179892
13174,9.967768
13175,13.402276
13176,0.56728184
13177,9.658702
13178,28.604435
13179,69.25338
13180,225.0462
13181,564.1444
13182,768.45026
13183,780.1178
13184,794.3598
13185,830.5448
13186,839.73315
13187,801.6059
13188,616.71985
13189,429.4157
13190,59.14663
13191,9.704824
13192,41.369495
13193,51.083797
13194,40.18938
13195,10.257671
13196,-28.133717
13197,-3.807438
13198,-19.88265
13199,15.170979
13200,11.736156
13201,-23.499334
13202,13.50672
13203,56.73721
13204,199.39069
13205,562.03046
13206,673.58954
13207,879.36707
13208,810.9963
13209,911.8544
13210,831.89246
13211,766.59955
13212,643.02167
13213,423.28592
13214,84.08755
13215,-18.501799
13216,14.281209
13217,21.375643
13218,46.38313
13219,49.359352
13220,12.317935
13221,40.534054
13222,11.471618
13223,2.4401932
13224,25.244648
13225,6.506467
13226,17.711262
13227,70.06844
13228,211.5172
13229,503.70294
13230,713.8567
13231,804.73804
13232,861.4643
13233,940.9722
13234,815.3472
13235,749.98126
13236,619.11536
13237,450.07025
13238,100.02801
13239,23.104776
13240,51.49242
13241,55.051357
13242,54.916115
13243,28.194399
13244,41.490086
13245,39.21863
13246,5.257933
13247,-10.916285
13248,18.037174
13249,-6.920746
13250,26.880089
13251,84.63028
13252,220.70332
13253,576.0268
13254,749.1159
13255,888.00397
13256,919.20325
13257,912.54034
13258,874.7914
13259,768.04694
13260,617.5974
13261,419.05707
13262,81.31019
13263,25.839243
13264,8.888818
13265,46.878345
13266,36.417835
13267,24.790012
13268,13.568138
13269,42.623352
13270,49.332752
13271,45.46829
13272,126.949936
13273,46.188263
13274,47.624004
13275,92.566025
13276,316.0239
13277,617.53076
13278,790.4698
13279,797.4539
13280,869.0123
13281,885.58734
13282,779.7333
13283,721.18195
13284,473.2498
13285,351.4317
13286,107.16506
13287,37.863148
13288,31.333597
13289,27.723492
13290,22.310455
13291,25.114367
13292,21.74633
13293,-18.203905
13294,32.19666
13295,28.340223
13296,7.7577205
13297,41.92602
13298,-17.224718
13299,101.19808
13300,323.63995
13301,485.42294
13302,823.3624
13303,788.4495
13304,858.90295
13305,911.2472
13306,809.0447
13307,752.18243
13308,622.7919
13309,429.08804
13310,82.950356
13311,2.3639448
13312,58.282406
13313,15.1889105
13314,34.419464
13315,13.382027
13316,40.57545
13317,14.680712
13318,36.8355
13319,58.94008
13320,20.474043
13321,35.908062
13322,23.993103
13323,116.799164
13324,320.6401
13325,456.69302
13326,701.89105
13327,749.65796
13328,911.81836
13329,916.9286
13330,846.98804
13331,726.65045
13332,626.7742
13333,376.2302
13334,67.68458
13335,9.03407
13336,58.890697
13337,60.49399
13338,35.899487
13339,35.80712
13340,18.092846
13341,-45.213627
13342,-38.661545
13343,12.772579
13344,6.081034
13345,19.172115
13346,19.036072
13347,64.72983
13348,246.10754
13349,477.49228
13350,687.75757
13351,657.3535
13352,816.2417
13353,890.8433
13354,805.1399
13355,730.9114
13356,580.12646
13357,355.55176
13358,73.79609
13359,21.523327
13360,-14.801239
13361,6.665127
13362,6.584098
13363,6.9335756
13364,7.010248
13365,11.601197
13366,10.300898
13367,59.195232
13368,3.7003293
13369,2.8735247
13370,25.62552
13371,115.082466
13372,290.6323
13373,566.98645
13374,625.2636
13375,854.0716
13376,716.3321
13377,611.5355
13378,580.4776
13379,590.48395
13380,496.30112
13381,317.4215
13382,93.50279
13383,55.126938
13384,-0.40974432
13385,8.133755
13386,-26.378172
13387,-10.139652
13388,3.3867438
13389,2.2208154
13390,23.39005
13391,-3.5138764
13392,-3.8819299
13393,-3.0439513
13394,-6.571121
13395,14.695683
13396,218.13853
13397,494.35803
13398,682.3071
13399,820.4298
13400,913.1954
13401,910.20374
13402,801.55457
13403,730.05945
13404,623.1293
13405,395.571
13406,106.42774
13407,20.577156
13408,-32.447517
13409,0.5746654
13410,-7.5093102
13411,11.627039
13412,15.394781
13413,11.117719
13414,9.6954365
13415,-3.390131
13416,9.93671
13417,8.056355
13418,-6.213117
13419,40.6974
13420,218.68257
13421,486.82318
13422,685.6018
13423,768.9019
13424,875.8281
13425,887.4741
13426,810.6658
13427,711.8701
13428,612.29974
13429,407.29514
13430,75.938965
13431,30.826118
13432,-45.567574
13433,9.11911
13434,5.343068
13435,4.7358847
13436,10.52566
13437,16.974857
13438,22.1373
13439,12.226446
13440,34.078854
13441,3.2160215
13442,-7.384455
13443,87.047165
13444,300.95593
13445,443.70935
13446,650.9998
13447,759.9386
13448,701.0089
13449,565.70667
13450,464.98456
13451,316.86108
13452,75.06731
13453,23.39844
13454,5.5475383
13455,7.7408824
13456,-3.978013
13457,-32.081142
13458,-11.4210005
13459,-6.723686
13460,-6.0295196
13461,-16.630825
13462,2.3513978
13463,0.37044394
13464,30.360125
13465,62.08315
13466,307.16602
13467,494.00266
13468,653.5496
13469,734.09686
13470,776.6128
13471,802.90283
13472,780.08484
13473,650.6459
13474,510.86993
13475,321.0205
13476,58.222675
13477,13.230935
13478,-8.960998
13479,-34.93358
13480,48.574055
13481,11.883473
13482,29.743053
13483,19.053686
13484,-28.154524
13485,-25.502256
13486,8.971741
13487,-12.3252325
13488,-15.369384
13489,42.627277
13490,334.30927
13491,478.07648
13492,716.86945
13493,769.2688
