,helipuerto
16923,3.1672606
16924,1.5359777
16925,1.6500338
16926,0.50002915
16927,0.38928476
16928,4.946857
16929,3.9193854
16930,3.1912084
16931,1.5548576
16932,-4.001387
16933,1.4934124
16934,1.3693074
16935,10.638398
16936,33.033638
16937,130.85916
16938,451.45654
16939,559.4226
16940,504.85535
16941,504.808
16942,475.58847
16943,402.39767
16944,253.57904
16945,95.65956
16946,9.360086
16947,4.881937
16948,-0.6802891
16949,2.7490516
16950,-7.316859
16951,-2.5855083
16952,2.9350188
16953,1.8810487
16954,2.583701
16955,1.897491
16956,2.2118127
16957,1.8171635
16958,0.4266949
16959,5.2112775
16960,23.842838
16961,98.682106
16962,423.12854
16963,606.8637
16964,634.3985
16965,574.71185
16966,527.28845
16967,421.28622
16968,224.65332
16969,176.6775
16970,40.27477
16971,1.073728
16972,12.475296
16973,7.259102
16974,8.568842
16975,16.996168
16976,18.831358
16977,-13.845574
16978,-9.332526
16979,-13.495415
16980,5.8409657
16981,-3.8477743
16982,-18.666136
16983,-11.528979
16984,58.273827
16985,145.83272
16986,434.42084
16987,508.39413
16988,501.72324
16989,541.8277
16990,428.10822
16991,437.1684
16992,201.24733
16993,110.91099
16994,-11.381383
16995,2.5277486
16996,-6.3662353
16997,-3.8090668
16998,0.5481498
16999,5.1174498
17000,-8.6218405
17001,-6.936479
17002,-3.7867718
17003,-11.403933
17004,-13.45364
17005,-2.7770953
17006,57.15606
17007,17.668537
17008,59.520844
17009,252.32559
17010,437.1707
17011,556.2159
17012,588.89874
17013,582.14056
17014,488.17065
17015,382.47437
17016,171.58063
17017,115.333145
17018,-5.5300384
17019,-10.71637
17020,-9.062665
17021,-24.135592
17022,-17.293825
17023,-6.647711
17024,-5.750912
17025,-1.159736
17026,-8.58457
17027,-3.3212452
17028,5.2550316
17029,0.03904961
17030,-3.8009
17031,7.489732
17032,-53.845497
17033,194.93051
17034,426.5345
17035,516.1565
17036,678.2359
17037,679.58856
17038,658.1878
17039,395.52997
17040,296.0582
17041,269.5609
17042,16.187859
17043,6.3954735
17044,-4.4802914
17045,-2.3299623
17046,-36.51284
17047,-3.5139925
17048,-12.1626835
17049,-6.5048428
17050,-5.051385
17051,-5.2449217
17052,-4.0460033
17053,-3.062669
17054,-8.732765
17055,-12.1236105
17056,25.758455
17057,235.43745
17058,380.51688
17059,573.3319
17060,703.88654
17061,711.89594
17062,623.9238
17063,393.66275
17064,248.12534
17065,189.66508
17066,71.674324
17067,-23.125755
17068,-66.302185
17069,-18.582241
17070,-1.168867
17071,-2.8240488
17072,-0.8227629
17073,-3.9234116
17074,5.434783
17075,5.5780187
17076,6.5493956
17077,-5.024204
17078,-11.187396
17079,5.777934
17080,20.374516
17081,211.70554
17082,422.8379
17083,666.25964
17084,660.3846
17085,675.0069
17086,677.27167
17087,461.953
17088,299.25128
17089,273.999
17090,35.179638
17091,61.61263
17092,21.067678
17093,24.589384
17094,125.336296
17095,143.58607
17096,-6.0050707
17097,-8.00479
17098,-1.6618456
17099,-12.297089
17100,-10.4990225
17101,8.007435
17102,2.1437194
17103,3.8316598
17104,20.577953
17105,290.16748
17106,452.50803
17107,594.9052
17108,557.0316
17109,656.56573
17110,580.3549
17111,439.0732
17112,309.34247
17113,222.5165
17114,46.04376
17115,25.113585
17116,15.235435
17117,-3.4615052
17118,-6.5746303
17119,22.340242
17120,-25.043232
17121,-26.897173
17122,5.1276455
17123,-30.798687
17124,10.511759
17125,0.8534828
17126,6.828831
17127,10.717984
17128,52.51884
17129,233.7375
17130,303.54938
17131,434.33734
17132,646.42883
17133,675.6368
17134,593.1735
17135,466.71765
17136,346.5217
17137,147.24765
17138,5.637558
17139,-5.1673794
17140,-9.960346
17141,-0.75850725
17142,0.5032719
17143,-0.75850725
17144,2.7562742
17145,1.7086159
17146,-11.05152
17147,-8.366652
17148,2.5946496
17149,1.5324298
17150,3.9278808
17151,4.0344195
17152,23.32443
17153,210.2167
17154,373.6508
17155,618.4753
17156,693.04785
17157,682.04407
17158,652.06024
17159,470.3261
17160,218.79265
17161,233.63278
17162,29.396101
17163,-11.1117935
17164,-23.605787
17165,-3.1505969
17166,-4.1412487
17167,-2.325742
17168,-16.153658
17169,-15.210742
17170,-33.281746
17171,-25.001982
17172,-0.7382644
17173,9.130098
17174,-18.805536
17175,-8.697444
17176,16.32367
17177,214.98984
17178,345.62036
17179,527.53107
17180,644.7613
17181,650.2114
17182,598.85724
17183,418.87097
17184,254.52191
17185,218.8563
17186,-0.74714845
17187,4.8316493
17188,1.0243257
17189,-12.391129
17190,9.508136
17191,12.145235
17192,-4.0089803
17193,3.2284408
17194,2.2952092
17195,2.62361
17196,2.8013225
17197,0.020432718
17198,0.80778223
17199,3.527961
17200,10.042423
17201,196.10005
17202,309.28632
17203,535.59326
17204,616.4885
17205,627.70996
17206,590.1772
17207,384.5192
17208,300.66437
17209,212.40852
17210,50.20885
17211,2.9836216
17212,-5.663569
17213,-4.713577
17214,0.7642175
17215,-11.6144495
17216,0.4834999
17217,-14.837104
17218,1.5670322
17219,1.6663039
17220,2.6257343
17221,1.033878
17222,4.34697
17223,2.3291664
17224,20.416494
17225,194.8996
17226,381.72037
17227,608.694
17228,610.25525
17229,638.07294
17230,585.8895
17231,442.78403
17232,334.21484
17233,226.17496
17234,14.344287
17235,34.674362
17236,3.0246177
17237,2.3705275
17238,3.8214293
17239,4.230507
17240,23.713503
17241,1.0453407
17242,-2.823998
17243,-0.96707386
17244,3.146193
17245,1.1641213
17246,4.754814
17247,-1.737168
17248,28.792765
17249,219.62022
17250,489.81784
17251,654.5147
17252,672.9396
17253,681.5876
17254,644.3965
17255,465.10226
17256,304.22177
17257,187.48538
17258,12.077665
17259,-11.975901
17260,16.15949
17261,-2.2842438
17262,-11.721988
17263,-29.76222
17264,11.043529
17265,30.620144
17266,2.2061071
17267,-16.208178
17268,-13.442488
17269,-13.93787
17270,-10.432789
17271,7.6138115
17272,-41.146767
17273,288.0173
17274,492.5033
17275,518.86694
17276,653.70685
17277,658.02686
17278,612.50433
17279,422.01578
17280,253.8265
17281,180.98468
17282,32.31109
17283,-13.546305
17284,-4.137927
17285,-17.312304
17286,-14.842621
17287,6.913474
17288,74.25348
17289,5.2015805
17290,-2.9589255
17291,1.8579003
17292,-5.2771497
17293,4.546766
17294,-20.5868
17295,28.016645
17296,49.914272
17297,259.0776
17298,421.90543
17299,656.9238
17300,679.9731
17301,676.42896
17302,588.02765
17303,409.36404
17304,250.69576
17305,200.31284
17306,62.199875
17307,20.676313
17308,0.8313028
17309,0.9412474
17310,-0.4980008
17311,0.6835601
17312,2.1483617
17313,2.6731749
17314,5.225958
17315,2.7772918
17316,3.1242867
17317,2.0246549
17318,-5.883229
17319,-5.990402
17320,46.764404
17321,262.0852
17322,464.18155
17323,640.11096
17324,687.3194
17325,679.37256
17326,604.5229
17327,432.33194
17328,321.26382
17329,251.32976
17330,22.75032
17331,3.380954
17332,2.8249981
17333,1.8221635
17334,2.3368423
17335,-5.487496
17336,-1.5605127
17337,3.1690955
17338,3.2704644
17339,-1.8689898
17340,-5.410869
17341,-7.890094
17342,-4.614683
17343,2.6978824
17344,31.805027
17345,237.83875
17346,327.08984
17347,536.3636
17348,622.69135
17349,751.47437
17350,692.25085
17351,473.642
17352,310.9188
17353,229.27477
17354,38.027336
17355,17.161253
17356,0.1652922
17357,-25.631132
17358,-10.158334
17359,-7.9744377
17360,5.8257384
17361,4.742301
17362,3.8996115
17363,2.8013225
17364,3.3498201
17365,3.8992674
17366,-9.145121
17367,11.689593
17368,12.831572
17369,213.0311
17370,420.82974
17371,608.42535
17372,687.1593
17373,711.2821
17374,684.1327
17375,456.41867
17376,347.1794
17377,215.39433
17378,25.15834
17379,4.9213753
17380,6.0482254
17381,-9.007084
17382,22.276615
17383,-0.19112808
17384,0.89914125
17385,-15.173702
17386,-31.066486
17387,-0.95895207
17388,-1.0137585
17389,3.5558615
17390,-5.9729166
17391,-5.4955645
17392,7.850507
17393,196.82428
17394,541.0992
17395,631.22186
17396,584.9585
17397,661.6266
17398,563.31116
17399,331.35477
17400,200.21785
17401,222.9379
17402,-4.136413
17403,-3.712586
17404,-2.8871987
17405,-10.001853
17406,-14.70153
17407,-12.758456
17408,186.44365
17409,7.474488
17410,15.782594
17411,9.255817
17412,-2.3567216
17413,-1.3186842
17414,-1.5830451
17415,-12.355764
17416,61.990944
17417,103.927864
17418,382.61047
17419,659.86786
17420,644.21356
17421,720.4678
17422,610.2284
17423,522.5201
17424,285.95566
17425,133.2756
17426,33.068203
17427,1.6294903
17428,17.950739
17429,-9.018911
17430,35.580177
17431,181.8635
17432,340.2162
17433,477.23105
17434,625.12335
17435,662.2501
17436,741.51776
17437,569.826
17438,357.2722
17439,190.18228
17440,5.8459163
17441,-27.960964
17442,-9.427369
17443,-4.411747
17444,-7.981251
17445,-6.840082
17446,3.692017
17447,0.7632819
17448,0.81810385
17449,-2.1942039
17450,3.1668234
17451,-2.31215
17452,4.819359
17453,3.1905546
17454,45.684296
17455,229.50296
17456,413.7717
17457,305.5565
17458,431.35562
17459,448.79147
17460,461.3828
17461,472.97415
17462,270.04358
17463,138.42488
17464,57.11696
17465,46.677105
17466,4.1571054
17467,194.48424
17468,204.82568
17469,15.254982
17470,0.6682555
17471,-4.998891
17472,16.33899
17473,11.271854
17474,5.2963166
17475,31.058191
17476,12.46493
17477,30.717209
17478,31.461243
17479,246.6003
17480,429.32883
17481,659.984
17482,577.9005
17483,683.0737
17484,585.77264
17485,456.95834
17486,229.10283
17487,213.67455
17488,48.512173
17489,-50.635624
17490,6.0978565
17491,-2.3450577
17492,-15.343903
17493,96.38177
17494,3.0384083
17495,-7.9043455
17496,4.119941
17497,10.70941
17498,-1.1918014
17499,111.5392
17500,-48.195354
17501,16.806257
17502,55.827652
17503,348.67874
17504,472.701
17505,588.65894
17506,592.2221
17507,652.9753
17508,538.48267
17509,454.48282
17510,227.48317
17511,118.40228
17512,18.361383
17513,-21.074993
17514,-85.57984
17515,-96.31754
17516,-6.33967
17517,5.7062063
17518,25.21883
17519,-3.7132921
17520,3.448772
17521,11.184975
17522,-12.125684
17523,-11.41673
17524,-6.9658995
17525,-22.610415
17526,20.74662
17527,219.69046
17528,473.2458
17529,640.82245
17530,674.15607
17531,656.58386
17532,629.2834
17533,294.10138
17534,479.44208
17535,612.5567
17536,676.98376
17537,699.8817
17538,477.77142
17539,240.11227
17540,170.6203
17541,36.50753
17542,23.098719
17543,32.228374
17544,-4.5747375
17545,11.275574
17546,1.9644631
17547,32.89433
17548,31.590843
17549,18.59475
17550,27.795742
17551,30.14165
17552,17.818346
17553,17.533312
17554,51.765965
17555,109.86562
17556,363.54193
17557,481.0859
17558,722.1408
17559,751.6308
17560,510.61002
17561,572.99115
17562,487.214
17563,425.23413
17564,278.06036
17565,199.17409
17566,24.61613
17567,122.79011
17568,11.959788
17569,32.924347
17570,83.417465
17571,62.857613
17572,54.78822
17573,71.7705
17574,47.27777
17575,47.734447
17576,77.35159
17577,63.02108
17578,2.9052625
17579,46.587322
17580,296.4003
17581,591.1814
17582,716.50946
17583,657.1746
17584,780.9616
17585,700.01544
17586,580.05273
17587,406.0011
17588,311.08145
17589,42.3656
17590,4.7480874
17591,-2.5633366
17592,-3.2871528
17593,-3.5523772
17594,0.13849622
17595,5.7732906
17596,20.95024
17597,-3.0936623
17598,-1.0375391
17599,-1.436508
17600,3.305285
17601,2.5590575
17602,6.1575756
17603,66.561516
17604,311.23264
17605,537.98016
17606,696.66626
17607,767.47437
17608,750.11835
17609,600.7885
17610,495.20718
17611,462.30212
17612,341.36136
17613,103.40609
17614,8.0314455
17615,2.4493763
17616,6.6550493
17617,-7.8043575
17618,6.9915876
17619,-20.474827
17620,0.32311457
17621,-8.485476
17622,-13.458652
17623,13.62964
17624,-11.835255
17625,-18.286295
17626,0.3491946
17627,44.76533
17628,258.26028
17629,657.8773
17630,747.0252
17631,768.9216
17632,808.8427
17633,707.3613
17634,568.66144
17635,454.90536
17636,337.14288
17637,156.14554
17638,57.77694
17639,18.899443
17640,-6.951063
17641,-11.484748
17642,-8.955141
17643,-7.3735666
17644,1.2585713
17645,3.9808047
17646,6.945686
17647,8.963554
17648,4.2981877
17649,3.339968
17650,17.111599
17651,103.40197
17652,282.2636
17653,498.99493
17654,647.89
17655,720.83997
17656,780.4745
17657,717.75433
17658,481.37595
17659,428.72586
17660,298.29022
17661,106.36755
17662,17.86628
17663,-5.370471
17664,0.20403701
17665,-15.562201
17666,-21.884424
17667,0.23397785
17668,-0.8185285
17669,-6.5310955
17670,-1.5505449
17671,1.6593009
17672,2.0239692
17673,4.362876
17674,-1.9472822
17675,45.766327
17676,312.1415
17677,445.08682
17678,655.7372
17679,746.8229
17680,711.84454
17681,693.3325
17682,459.12314
17683,394.50522
17684,291.72025
17685,96.511
17686,50.976654
17687,55.186775
17688,50.09569
17689,49.638252
17690,52.866352
17691,5.89323
17692,4.978834
17693,-1.5947298
17694,-0.8055759
17695,-1.5308563
17696,8.812035
17697,2.075377
17698,6.6083546
17699,46.60496
17700,318.6165
17701,496.2994
17702,613.0672
17703,720.71014
17704,720.3137
17705,672.16626
17706,456.96442
17707,388.63702
17708,360.1978
17709,116.802
17710,25.51628
17711,0.82006675
17712,-3.1983383
17713,0.45057613
17714,1.6917678
17715,-7.381836
17716,-5.217406
17717,-8.847579
17718,-1.8697904
17719,-1.103749
17720,2.7526586
17721,2.3614378
17722,11.978571
17723,53.50351
17724,233.26514
17725,561.34106
17726,668.77924
17727,699.55133
17728,698.1578
17729,698.7016
17730,510.21396
17731,490.1144
17732,353.8369
17733,140.76819
17734,11.5660715
17735,-3.4583433
17736,1.7372977
17737,3.83313
17738,3.8520339
17739,0.25289333
17740,3.0832174
17741,-8.371809
17742,-10.758304
17743,-3.0976021
17744,-3.5261152
17745,1.5992852
17746,3.5994666
17747,47.52519
17748,237.466
17749,607.94293
17750,697.0401
17751,720.02997
17752,699.03345
17753,684.6451
17754,523.25946
17755,412.5465
17756,332.3142
17757,117.013824
17758,41.385765
17759,8.040647
17760,9.397043
17761,6.127751
17762,6.661613
17763,-3.6824949
17764,7.5712404
17765,-4.375722
17766,-0.44510734
17767,-4.835615
17768,3.513882
17769,1.2351149
17770,-0.6602276
17771,124.03926
17772,257.28836
17773,472.88266
17774,545.83
17775,721.9782
17776,722.3888
17777,512.29456
17778,492.3948
17779,415.25067
17780,290.57028
17781,71.29678
17782,9.698616
17783,-3.6892703
17784,4.3053746
17785,0.27737966
17786,2.7275782
17787,-4.2165413
17788,-6.9496193
17789,-6.481909
17790,-3.9203713
17791,-2.3841443
17792,-6.725175
17793,2.3274915
17794,-3.2550917
17795,130.12248
17796,150.67133
17797,467.7787
17798,628.96936
17799,706.56824
17800,717.23425
17801,688.004
17802,482.26697
17803,373.34753
17804,226.18645
17805,72.406876
17806,21.69095
17807,1.4285992
17808,3.821469
17809,-11.535703
17810,-8.980407
17811,0.24648947
17812,-4.9203186
17813,0.9752827
17814,4.803342
17815,-4.4580574
17816,-3.4833877
17817,0.036716886
17818,5.396289
17819,98.08338
17820,176.34863
17821,479.6815
17822,688.5428
17823,719.3995
17824,708.5579
17825,702.23755
17826,456.43994
17827,417.9711
17828,277.74942
17829,91.81417
17830,8.711479
17831,-3.732301
17832,10.053189
17833,11.999965
17834,-5.133374
17835,-1.7532903
17836,-4.9203186
17837,1.821781
17838,-1.035345
17839,0.76785594
17840,1.7126927
17841,-1.9150888
17842,0.20219916
17843,100.82228
17844,210.7662
17845,479.91306
17846,646.4282
17847,713.2208
17848,778.1176
17849,733.19226
17850,524.7408
17851,385.56027
17852,188.49986
17853,101.8056
17854,9.367146
17855,-3.7611742
17856,44.52816
17857,37.857395
17858,46.01268
17859,10.494046
17860,27.169796
17861,25.630337
17862,-4.6591487
17863,-6.29299
17864,-26.16877
17865,-77.36951
17866,-5.2601247
17867,36.329704
17868,164.87999
17869,360.26755
17870,448.53235
17871,658.199
17872,562.2654
17873,479.88916
17874,304.78207
17875,193.25157
17876,225.271
17877,43.93755
17878,55.745937
17879,19.583708
17880,35.111897
17881,-19.725382
17882,10.355402
17883,35.057957
17884,2.7287629
17885,-22.756693
17886,-9.408701
17887,1.73937
17888,16.263918
17889,14.427001
17890,13.7877245
17891,80.2723
17892,306.89624
17893,556.158
17894,554.5126
17895,590.59546
17896,515.98706
17897,607.6671
17898,629.40436
17899,387.47366
17900,285.0324
17901,101.11864
17902,10.01761
17903,-20.902588
17904,0.9710375
17905,-49.781387
17906,2.7054245
17907,-1.0495427
17908,42.150738
17909,12.785279
17910,-1.5521463
17911,3.3416088
17912,2.3635085
17913,4.2924786
17914,32.853775
17915,97.02408
17916,296.24432
17917,446.9293
17918,517.5321
17919,616.77966
17920,538.7948
17921,559.2044
17922,367.9793
17923,189.57953
17924,140.28745
17925,95.96013
17926,5.200673
17927,18.785131
17928,-1.7654663
17929,-5.022438
17930,-0.706556
17931,-2.5351398
17932,-4.281022
17933,-13.604523
17934,-15.501139
17935,-7.9781847
17936,-29.060543
17937,-5.2066364
17938,0.4323609
17939,24.261442
17940,309.16748
17941,599.8919
17942,744.15204
17943,705.0893
17944,636.02563
17945,639.4363
17946,515.3333
17947,442.7885
17948,262.34726
17949,104.2249
17950,71.092186
17951,5.8509064
17952,30.82555
17953,45.74485
17954,72.088066
17955,61.81225
17956,87.47733
17957,82.694405
17958,106.76496
17959,1.6805388
17960,58.191986
17961,63.725323
17962,15.71465
17963,2.7696803
17964,174.60764
17965,288.93698
17966,590.8862
17967,771.3914
17968,742.28687
17969,726.11743
17970,614.37775
17971,407.04312
17972,296.2949
17973,87.794876
17974,4.6948895
17975,-2.8781545
17976,-4.5617557
17977,-23.14467
17978,0.3645731
17979,0.37054428
17980,-3.9062593
17981,-8.99173
17982,0.9348964
17983,-4.1623387
17984,-1.6490985
17985,1.8058345
17986,11.67156
17987,43.79094
17988,283.30075
17989,549.52496
17990,628.34625
17991,577.77295
17992,688.866
17993,522.2704
17994,561.5204
17995,385.89645
17996,257.1641
17997,99.40376
17998,6.9824686
17999,-5.749723
18000,-7.6468287
18001,0.45701033
18002,-2.285262
18003,-13.959395
18004,-17.612621
18005,-28.352186
18006,-13.190546
18007,-15.179501
18008,-4.54288
18009,-2.6546533
18010,10.128537
18011,53.656143
18012,407.2247
18013,598.2701
18014,679.3515
18015,740.267
18016,717.50745
18017,638.1879
18018,447.73682
18019,401.79025
18020,252.72395
18021,80.594666
18022,2.8922489
18023,2.7803552
18024,-16.458776
18025,-15.88658
18026,-7.932864
18027,-3.920175
18028,-6.592115
18029,-24.583101
18030,-47.570393
18031,-18.213057
18032,-32.280514
18033,-10.4808855
18034,21.401081
18035,45.456707
18036,280.1228
18037,600.54803
18038,866.4923
18039,759.66364
18040,827.5613
18041,680.52374
18042,505.8584
18043,416.14557
18044,284.8562
18045,100.72893
18046,22.561783
18047,37.153107
18048,11.99626
18049,1.891647
18050,-8.39886
18051,2.474784
18052,5.8769317
18053,5.7360163
18054,5.7516856
18055,5.6165786
18056,7.569513
18057,9.175952
18058,5.2619205
18059,61.396496
18060,434.43442
18061,639.5116
18062,725.093
18063,786.9613
18064,798.00714
18065,726.6989
18066,545.09235
18067,384.23965
18068,347.0452
18069,126.332405
18070,30.015533
18071,12.713817
18072,44.139843
18073,-24.789532
18074,15.524036
18075,-8.813686
18076,-1.9338821
18077,-4.648028
18078,0.48906067
18079,8.588203
18080,-9.584216
18081,41.932667
18082,1.9715824
18083,95.401276
18084,266.54163
18085,464.1708
18086,670.16974
18087,733.94995
18088,743.9771
18089,684.0417
18090,434.7134
18091,377.16132
18092,213.15779
18093,83.59142
18094,15.340358
18095,1.7033077
18096,8.777843
18097,3.1732879
18098,9.930836
18099,-4.490057
18100,-5.1144104
18101,-5.928376
18102,-8.80374
18103,-10.265294
18104,0.29565626
18105,-8.138451
18106,-0.13156563
18107,96.75768
18108,164.1288
18109,456.88684
18110,544.2222
18111,734.4453
18112,715.09015
18113,714.2951
18114,489.87366
18115,382.44034
18116,235.32669
18117,106.89712
18118,-6.2388906
18119,3.164742
18120,6.7074327
18121,2.7721725
18122,2.4546995
18123,-4.1564255
18124,-18.340036
18125,-2.861111
18126,-2.2599053
18127,-5.8136425
18128,-13.598897
18129,-6.3470426
18130,2.925097
18131,100.5903
18132,180.61278
18133,433.95407
18134,581.9186
18135,740.5352
18136,751.9726
18137,692.27856
18138,431.64343
18139,373.38916
18140,223.98283
18141,39.344982
18142,31.36025
18143,17.75628
18144,13.665876
18145,4.739456
18146,10.238106
18147,-1.564618
18148,2.7093298
18149,-13.48586
18150,-18.071419
18151,-3.3868492
18152,-5.9851723
18153,-10.427076
18154,-3.340557
18155,97.735504
18156,198.22237
18157,497.6506
18158,676.6952
18159,718.36475
18160,733.9979
18161,688.3354
18162,417.1526
18163,417.1432
18164,316.06573
18165,151.9657
18166,22.24298
18167,-6.7522106
18168,0.40960047
18169,-13.649638
18170,1.3821098
18171,-7.005172
18172,-5.083723
18173,8.47596
18174,2.7692833
18175,9.708815
18176,-0.12847292
18177,3.637389
18178,15.502488
18179,48.611893
18180,315.9503
18181,405.77554
18182,669.7854
18183,827.01843
18184,822.0728
18185,801.0136
18186,587.1555
18187,400.05542
18188,284.81522
18189,110.62818
18190,56.56899
18191,15.181889
18192,0.88775975
18193,-3.1079733
18194,1.0096002
18195,4.0701513
18196,5.948463
18197,5.205562
18198,1.3516108
18199,2.7471235
18200,1.6723632
18201,0.8897138
18202,6.240952
18203,28.042591
18204,325.25714
18205,479.67697
18206,604.03644
18207,752.05414
18208,804.6225
18209,705.27765
18210,492.12976
18211,377.67783
18212,329.67563
18213,136.33638
18214,46.273327
18215,11.977181
18216,46.964413
18217,-2.1333673
18218,-8.233309
18219,-53.176205
18220,1.247136
18221,-5.6782293
18222,1.1688597
18223,21.74549
18224,-17.780926
18225,4.1221647
18226,38.404255
18227,239.03136
18228,503.16763
18229,724.11304
18230,717.5104
18231,839.986
18232,873.05164
18233,790.42993
18234,485.52563
18235,414.5237
18236,195.88184
18237,210.40146
18238,87.92118
18239,71.225975
18240,49.39677
18241,42.425964
18242,-2.0865655
18243,-0.26468596
18244,-3.6646676
18245,-16.768658
18246,21.154606
18247,-12.086597
18248,-2.2785943
18249,23.712315
18250,25.611252
18251,133.30852
18252,507.59537
18253,698.8758
18254,793.93164
18255,852.0115
18256,873.5393
18257,785.96844
18258,596.6059
18259,504.53
18260,343.8257
18261,127.37177
18262,51.32632
18263,21.047503
18264,26.058495
18265,-10.70666
18266,17.672466
18267,7.206079
18268,1.9029281
18269,2.2123888
18270,-4.0618515
18271,1.5458273
18272,-2.671511
18273,-2.9531388
18274,20.31565
18275,154.55109
18276,475.46463
18277,758.8753
18278,781.5708
18279,846.29346
18280,912.26294
18281,769.4299
18282,477.0148
18283,438.73447
18284,298.30246
18285,137.15471
18286,32.00654
18287,28.774586
18288,26.608418
18289,7.8804445
18290,-11.877333
18291,4.253318
18292,-1.7904689
18293,-7.7286344
18294,1.1846188
18295,-14.576861
18296,-7.350669
18297,-6.101838
18298,20.228586
18299,118.8102
18300,554.317
18301,749.9533
18302,777.12225
18303,814.121
18304,911.7534
18305,785.1315
18306,510.34134
18307,491.6094
18308,256.82773
18309,165.82367
18310,85.19383
18311,84.03052
18312,28.279987
18313,12.877539
18314,11.053102
18315,0.8023061
18316,-10.609657
18317,-20.507408
18318,9.0364275
18319,54.49785
18320,40.386166
18321,7.567082
18322,64.84012
18323,250.19066
18324,528.3308
18325,773.7482
18326,908.20245
18327,929.5048
18328,889.1163
18329,824.43774
18330,626.10925
18331,464.3902
18332,302.3214
18333,138.64098
18334,40.352043
18335,34.542015
18336,13.845164
18337,15.038509
18338,39.69676
18339,5.477654
18340,23.50786
18341,-23.939922
18342,62.277927
18343,53.060375
18344,77.678154
18345,79.69433
18346,81.00494
18347,320.0824
18348,377.81183
18349,584.5419
18350,744.4497
18351,791.169
18352,852.0225
18353,775.37946
18354,688.6076
18355,574.2995
18356,362.11523
18357,118.5198
18358,45.66555
18359,49.424633
18360,37.72952
18361,10.565544
18362,8.443476
18363,25.680387
18364,54.0777
18365,21.708221
18366,56.994503
18367,3.2552063
18368,7.2241793
18369,8.586576
18370,37.87007
18371,223.65831
18372,430.6355
18373,526.26807
18374,772.105
18375,701.6116
18376,780.45856
18377,769.3229
18378,634.5656
18379,465.6935
18380,290.9848
18381,94.764015
18382,74.564964
18383,70.04708
18384,75.31397
18385,54.17423
18386,64.917725
18387,42.233578
18388,72.479324
18389,46.169876
18390,31.20781
18391,116.165794
18392,58.160553
18393,31.533447
18394,103.423935
18395,381.74417
18396,415.76688
18397,443.87634
18398,508.1731
18399,544.706
18400,756.8178
18401,730.57355
18402,658.25256
18403,542.0533
18404,352.98312
18405,65.81134
18406,32.039227
18407,5.8328066
18408,13.804378
18409,0.15811574
18410,2.6431718
18411,-3.8827446
18412,19.988817
18413,-0.2945094
18414,-2.290431
18415,6.0198007
18416,7.324587
18417,-5.1512017
18418,53.18958
18419,172.82771
18420,596.2551
18421,754.55383
18422,808.6199
18423,876.84485
18424,920.76215
18425,675.7688
18426,488.88718
18427,420.32767
18428,288.55032
18429,133.045
18430,26.175297
18431,44.49259
18432,67.384735
18433,53.239952
18434,42.425083
18435,38.834476
18436,66.20855
18437,27.919716
18438,10.4239025
18439,19.848581
18440,25.16246
18441,2.597354
18442,43.32261
18443,214.53075
18444,582.3507
18445,679.71063
18446,814.7229
18447,763.13934
18448,780.68616
18449,721.67334
18450,495.85117
18451,486.70258
18452,274.33932
18453,1.7029978
18454,-19.450768
18455,20.73429
18456,6.700067
18457,6.5193324
18458,8.2752495
18459,4.8641973
18460,0.2252312
18461,-0.30564046
18462,-3.8574166
18463,-5.719715
18464,-1.107784
18465,1.0899284
18466,12.286335
18467,216.81808
18468,414.0021
18469,605.49536
18470,716.12244
18471,732.3108
18472,816.72736
18473,735.99817
18474,522.67236
18475,502.05283
18476,282.85092
18477,115.36353
18478,9.34316
18479,8.0323515
18480,13.984244
18481,57.308357
18482,3.1644254
18483,-5.3417587
18484,0.44664365
18485,-3.7002447
18486,-5.626328
18487,-6.719968
18488,-4.032615
18489,-6.3665
18490,11.171983
18491,191.91599
18492,417.06058
18493,617.3615
18494,759.7707
18495,869.1578
18496,882.86273
18497,777.7306
18498,544.4803
18499,569.02405
18500,416.2568
18501,166.42496
18502,56.87191
18503,45.283375
18504,9.48685
18505,25.280073
18506,8.30155
18507,10.5966
18508,0.07184026
18509,8.926297
18510,0.8012209
18511,3.54522
18512,-2.4044926
18513,-6.425068
18514,33.125378
18515,162.04597
18516,607.7263
18517,787.3467
18518,866.3426
18519,931.8432
18520,894.36554
18521,786.221
18522,558.53827
18523,473.91998
18524,349.15985
18525,153.55878
18526,43.328056
18527,20.095173
18528,5.85635
18529,27.57826
18530,11.630696
18531,-30.244455
18532,-17.982054
18533,-7.0074983
18534,-6.272131
18535,-8.212258
18536,-6.993743
18537,4.191858
18538,17.101088
18539,144.31844
18540,499.94946
18541,734.8364
18542,817.7659
18543,898.4049
18544,931.21094
18545,804.5751
18546,481.18665
18547,382.09988
18548,266.82288
18549,137.26842
18550,62.15756
18551,19.863075
18552,0.54621154
18553,-38.342396
18554,-13.153219
18555,-5.537925
18556,-3.3546143
18557,-4.81523
18558,-10.842074
18559,-4.974417
18560,-2.8958955
18561,-6.0286713
18562,0.7547851
18563,134.7045
18564,550.8989
18565,769.05255
18566,728.7401
18567,872.02075
18568,837.0123
18569,782.3052
18570,674.8582
18571,521.23206
18572,353.41025
18573,119.57908
18574,79.814224
18575,36.155685
18576,43.118965
18577,7.89307
18578,13.227542
18579,4.8510566
18580,-3.1006916
18581,-12.972727
18582,-2.874852
18583,1.214712
