,helipuerto
4601,958.20294
4602,967.1528
4603,780.7365
4604,731.67645
4605,647.81274
4606,468.30377
4607,130.49536
4608,75.16523
4609,32.525887
4610,0.683608
4611,17.68834
4612,11.275419
4613,45.9944
4614,-5.6489224
4615,16.572668
4616,-1.410722
4617,9.021783
4618,43.447792
4619,47.801983
4620,25.393274
4621,209.68224
4622,549.81366
4623,807.67163
4624,879.9932
4625,869.04565
4626,910.2603
4627,853.418
4628,754.8288
4629,594.28766
4630,428.49847
4631,99.00136
4632,67.48562
4633,56.973133
4634,20.251696
4635,27.780558
4636,1.8992347
4637,46.20551
4638,60.00991
4639,-9.852986
4640,15.733583
4641,18.837124
4642,2.2577546
4643,30.134155
4644,83.91498
4645,310.35483
4646,622.0936
4647,850.20764
4648,660.1421
4649,941.5363
4650,1015.24066
4651,944.2215
4652,814.4386
4653,800.04224
4654,712.5735
4655,509.96548
4656,127.83703
4657,121.84945
4658,76.388855
4659,31.460047
4660,14.409008
4661,2.169117
4662,31.079252
4663,20.224514
4664,15.095212
4665,10.415092
4666,-7.4845543
4667,27.653408
4668,55.800873
4669,108.127655
4670,370.75607
4671,577.9547
4672,818.9429
4673,970.87836
4674,944.06006
4675,963.9633
4676,920.5525
4677,806.903
4678,709.8041
4679,533.43225
4680,168.26073
4681,80.131874
4682,37.388866
4683,13.097475
4684,14.745191
4685,36.159508
4686,4.3056707
4687,27.65314
4688,25.435099
4689,17.686302
4690,48.885593
4691,26.167807
4692,55.62911
4693,53.95572
4694,215.25175
4695,421.1169
4696,697.09814
4697,850.2311
4698,932.3102
4699,930.94354
4700,802.75336
4701,772.47577
4702,662.0283
4703,473.08423
4704,135.45384
4705,108.03245
4706,384.7507
4707,689.57355
4708,904.4526
4709,827.04645
4710,934.7687
4711,882.8411
4712,908.49524
4713,800.15466
4714,687.701
4715,630.2578
4716,161.21889
4717,116.123436
4718,36.57156
4719,2.6135252
4720,8.425539
4721,48.849087
4722,145.34077
4723,124.107925
4724,33.40697
4725,-3.3440046
4726,41.559353
4727,37.875698
4728,58.69373
4729,91.416435
4730,362.7044
4731,457.53998
4732,795.0484
4733,958.6513
4734,1002.6658
4735,946.2976
4736,842.00354
4737,755.95154
4738,690.1699
4739,510.375
4740,163.0696
4741,118.23499
4742,72.27206
4743,59.96567
4744,41.963844
4745,26.853971
4746,89.558266
4747,15.729058
4748,20.433638
4749,21.265081
4750,52.94318
4751,25.886063
4752,22.01129
4753,96.831024
4754,298.14557
4755,582.1433
4756,819.04895
4757,901.62915
4758,997.00085
4759,998.5257
4760,916.9434
4761,852.545
4762,690.65576
4763,496.66132
4764,187.09904
4765,112.90952
4766,53.234398
4767,22.145723
4768,10.407634
4769,34.478397
4770,48.218777
4771,9.897848
4772,-23.27527
4773,1.0405443
4774,11.929807
4775,19.789227
4776,50.309208
4777,113.43277
4778,420.3536
4779,630.6369
4780,847.012
4781,981.7915
4782,982.467
4783,942.7435
4784,930.3012
4785,823.6215
4786,720.044
4787,516.9375
4788,180.12094
4789,121.72755
4790,6.263382
4791,49.846848
4792,27.90363
4793,23.259184
4794,-2.5898376
4795,8.922506
4796,1.3730521
4797,28.272278
4798,-24.236746
4799,3.555972
4800,-5.899362
4801,61.66996
4802,341.9226
4803,544.60864
4804,854.9602
4805,888.7122
4806,767.5471
4807,736.0275
4808,619.8324
4809,421.6393
4810,117.60402
4811,56.37089
4812,65.7746
4813,24.643282
4814,37.340584
4815,47.126892
4816,10.800879
4817,8.986991
4818,25.056107
4819,25.08446
4820,-27.390272
4821,33.914097
4822,19.372948
4823,36.093052
4824,329.05634
4825,564.80347
4826,780.05884
4827,903.788
4828,992.8384
4829,949.1839
4830,875.1028
4831,682.93634
4832,629.96606
4833,528.92596
4834,131.06989
4835,69.645424
4836,109.92953
4837,11.064825
4838,12.030334
4839,14.294307
4840,23.052225
4841,9.5389
4842,24.933592
4843,15.470308
4844,22.96103
4845,23.989431
4846,40.97097
4847,73.066765
4848,240.08685
4849,625.9269
4850,801.02606
4851,820.39844
4852,929.9848
4853,908.3092
4854,85.87766
4855,247.34444
4856,630.92584
4857,765.714
4858,899.1388
4859,964.52924
4860,961.2914
4861,910.0047
4862,777.5939
4863,678.8457
4864,498.05844
4865,126.80078
4866,158.36478
4867,50.560173
4868,42.330738
4869,-9.341778
4870,40.26098
4871,58.08733
4872,37.844395
4873,48.808125
4874,42.94689
4875,54.20438
4876,59.531944
4877,86.99666
4878,127.70752
4879,261.42935
4880,605.19604
4881,810.20416
4882,946.5728
4883,935.3627
4884,1000.23303
4885,916.26294
4886,798.14777
4887,682.38153
4888,460.17038
4889,103.09916
4890,140.3433
4891,82.00387
4892,40.56595
4893,34.013542
4894,-10.84299
4895,53.94157
4896,53.142895
4897,41.242336
4898,42.911095
4899,55.84318
4900,61.228363
4901,65.76582
4902,147.16415
4903,343.7555
4904,576.0986
4905,720.09534
4906,930.5077
4907,892.06055
4908,902.8733
4909,940.59125
4910,870.13226
4911,668.26025
4912,492.0651
4913,150.9249
4914,75.93074
4915,42.985863
4916,-15.837255
4917,43.73074
4918,36.529198
4919,60.785755
4920,2.5165496
4921,11.412863
4922,18.716995
4923,9.589811
4924,4.296884
4925,44.904896
4926,76.74786
4927,263.76172
4928,628.2168
4929,798.47925
4930,923.6995
4931,884.8584
4932,929.71564
4933,873.6463
4934,811.02075
4935,705.8353
4936,460.6314
4937,102.95175
4938,55.761517
4939,31.073788
4940,10.991596
4941,12.636107
4942,15.791347
4943,14.044343
4944,4.33987
4945,43.604473
4946,38.34893
4947,6.293532
4948,20.914467
4949,27.654514
4950,75.80716
4951,274.03235
4952,617.29956
4953,786.7654
4954,919.94794
4955,942.2954
4956,930.855
4957,811.3893
4958,739.07886
4959,668.2968
4960,411.0084
4961,118.35919
4962,-8.626661
4963,-10.766674
4964,37.37416
4965,26.550367
4966,18.414352
4967,31.240486
4968,23.019411
4969,8.887859
4970,14.935949
4971,-23.134659
4972,-2.4694712
4973,16.310966
4974,71.66305
4975,273.57373
4976,569.84344
4977,773.5982
4978,829.2766
4979,838.2294
4980,940.9387
4981,889.6643
4982,765.8558
4983,745.5066
4984,496.75558
4985,189.90826
4986,89.53242
4987,-54.657986
4988,10.556805
4989,1.5050095
4990,-8.11969
4991,7.1395183
4992,2.097998
4993,-8.507867
4994,1.1130844
4995,3.1025364
4996,-3.0421326
4997,15.935606
4998,59.30918
4999,249.17897
5000,578.7875
5001,774.71625
5002,919.4021
5003,974.1722
5004,964.76965
5005,892.1771
5006,788.77637
5007,685.1112
5008,411.6592
5009,84.1549
5010,90.41393
5011,19.098087
5012,71.59744
5013,32.468185
5014,0.100109205
5015,61.207653
5016,-21.006626
5017,-11.919802
5018,25.332457
5019,-2.3784764
5020,26.514853
5021,8.934635
5022,97.942245
5023,304.0579
5024,629.9085
5025,790.9548
5026,950.07715
5027,908.9241
5028,965.4778
5029,880.75574
5030,753.58325
5031,660.08026
5032,511.45737
5033,163.93524
5034,76.272644
5035,26.168703
5036,28.585032
5037,14.796915
5038,28.403275
5039,34.56579
5040,-2.4019916
5041,1.6048453
5042,-20.204388
5043,7.8105187
5044,-16.915886
5045,16.133911
5046,45.096268
5047,218.66484
5048,523.24536
5049,681.18414
5050,887.68097
5051,522.0044
5052,549.9574
5053,449.2582
5054,418.22293
5055,494.4892
5056,392.10263
5057,80.718216
5058,11.557631
5059,-31.095951
5060,-20.065826
5061,-15.919816
5062,-8.279695
5063,13.83827
5064,17.598154
5065,20.41523
5066,7.034849
5067,-0.9322525
5068,-8.486298
5069,-9.263143
5070,68.55157
5071,400.64487
5072,638.588
5073,674.8466
5074,852.51184
5075,880.79364
5076,952.3216
5077,767.0562
5078,766.8071
5079,608.04236
5080,460.32812
5081,81.85022
5082,70.10997
5083,23.008211
5084,6.193772
5085,-15.878449
5086,-16.677282
5087,-2.1915174
5088,-15.97974
5089,9.326028
5090,-4.2178936
5091,20.60205
5092,26.53419
5093,-4.5570617
5094,48.65584
5095,321.98834
5096,526.8874
5097,710.8292
5098,792.1605
5099,833.79065
5100,907.85095
5101,851.34174
5102,656.6341
5103,425.02118
5104,422.1674
5105,67.478874
5106,51.574097
5107,23.78764
5108,16.75135
5109,-14.624362
5110,-26.76739
5111,-33.24452
5112,-0.86797607
5113,-21.38771
5114,-9.102268
5115,4.2133694
5116,-9.310596
5117,9.894224
5118,44.130863
5119,208.63434
5120,533.7785
5121,683.60333
5122,819.0023
5123,908.76807
5124,893.16235
5125,703.8008
5126,680.3257
5127,633.47974
5128,449.93948
5129,83.55299
5130,0.1780112
5131,-35.47046
5132,17.632113
5133,-98.99147
5134,-53.86219
5135,-2.0071108
5136,6.458131
5137,-1.7180535
5138,6.757193
5139,16.645916
5140,-2.1238747
5141,-1.2618828
5142,34.970806
5143,229.60025
5144,564.6115
5145,751.73975
5146,790.7622
5147,867.9331
5148,868.4905
5149,828.3047
5150,741.6701
5151,580.0618
5152,480.87357
5153,191.39754
5154,52.558586
5155,21.78899
5156,3.4555655
5157,3.5382628
5158,-22.587307
5159,35.754227
5160,15.768124
5161,26.881374
5162,11.116501
5163,-17.533573
5164,30.60395
5165,13.717872
5166,89.94582
5167,255.74858
5168,578.6322
5169,752.25275
5170,856.08856
5171,890.63715
5172,890.8926
5173,815.88495
5174,791.32227
5175,721.31165
5176,526.7908
5177,129.00249
5178,110.83401
5179,-32.54585
5180,2.1829903
5181,-50.189713
5182,-31.077148
5183,21.351456
5184,-24.170784
5185,31.743029
5186,13.237881
5187,0.25169954
5188,15.3594475
5189,15.546562
5190,56.2851
5191,131.47449
5192,498.51633
5193,621.50104
5194,883.8571
5195,790.4068
5196,926.6446
5197,830.8004
5198,807.3713
5199,647.4355
5200,468.33972
5201,188.48706
5202,91.82249
5203,-41.535633
5204,-12.207305
5205,-3.6822104
5206,-21.467173
5207,79.376755
5208,6.6860423
5209,22.472095
5210,-21.745317
5211,-10.909367
5212,30.35469
5213,42.98226
5214,-15.63517
5215,197.05145
5216,323.6228
5217,425.2531
5218,787.67914
5219,867.99536
5220,913.0892
5221,827.6987
5222,767.25946
5223,663.2945
5224,428.17877
5225,108.7739
5226,-20.996374
5227,-38.911026
5228,-21.826597
5229,-69.36672
5230,-36.96233
5231,19.750504
5232,14.7899885
5233,18.539377
5234,-33.66998
5235,-43.747684
5236,-13.944549
5237,21.873253
5238,-14.362648
5239,192.28825
5240,526.60034
5241,656.39624
5242,817.74176
5243,899.2888
5244,879.75397
5245,859.0906
5246,749.8707
5247,590.90704
5248,408.44922
5249,99.93106
5250,99.02022
5251,-2.9300895
5252,-57.197926
5253,-17.353476
5254,45.484108
5255,-14.489376
5256,30.082224
5257,27.05438
5258,10.217362
5259,4.107286
5260,46.400723
5261,10.424991
5262,63.0285
5263,246.15285
5264,484.50424
5265,716.357
5266,821.1616
5267,916.33563
5268,932.3245
5269,889.298
5270,727.47595
5271,639.20416
5272,442.86496
5273,146.49904
5274,7.338339
5275,-11.478017
5276,39.637928
5277,-23.238861
5278,4.7832937
5279,19.659222
5280,-4.263993
5281,-4.9452147
5282,25.503878
5283,25.410063
5284,-0.474291
5285,28.109972
5286,78.547516
5287,192.15596
5288,509.73038
5289,692.4714
5290,873.032
5291,896.37537
5292,907.57477
5293,807.78796
5294,744.54834
5295,641.0787
5296,404.1541
5297,88.34782
5298,75.88633
5299,-51.98792
5300,-88.14591
5301,-4.242969
5302,59.076946
5303,44.45213
5304,15.97208
5305,4.7573524
5306,-5.0028253
5307,2.6353526
5308,18.845352
5309,42.564056
5310,66.964355
5311,245.98767
5312,551.3525
5313,735.2861
5314,890.6712
5315,885.88745
5316,954.97943
5317,864.86957
5318,754.84717
5319,638.6572
5320,458.50116
5321,138.02432
5322,32.44193
5323,58.383602
5324,-23.315178
5325,26.775108
5326,6.388386
5327,8.935969
5328,-1.9868175
5329,39.345924
5330,9.391346
5331,12.071257
5332,9.836462
5333,15.464457
5334,49.1576
5335,207.31142
5336,551.04333
5337,734.0128
5338,842.9125
5339,836.9184
5340,841.71643
5341,855.34436
5342,776.91046
5343,652.68713
5344,444.75272
5345,151.19585
5346,49.731827
5347,9.685557
5348,-9.034811
5349,22.113523
5350,23.979097
5351,5.7009263
5352,45.11525
5353,36.12225
5354,-1.9419416
5355,-8.107072
5356,-35.603176
5357,5.7987833
5358,33.586838
5359,230.97122
5360,561.09784
5361,739.6446
5362,826.9932
5363,958.2831
5364,929.8652
5365,824.6244
5366,733.39124
5367,619.1506
5368,416.5689
5369,141.76332
5370,66.57345
5371,37.245636
5372,-2.818998
5373,-7.6867657
5374,-18.473902
5375,-19.978424
5376,1.6570511
5377,-15.714464
5378,-10.781183
5379,2.2440023
5380,-12.074413
5381,13.468053
5382,47.865276
5383,205.5349
5384,537.91583
5385,759.3162
5386,857.14636
5387,847.9815
5388,828.2604
5389,834.77203
5390,734.3388
5391,538.83905
5392,405.33963
5393,120.36991
5394,72.56031
5395,-30.600151
5396,2.9588768
5397,-22.449978
5398,28.124943
5399,24.390717
5400,-9.361574
5401,41.42004
5402,4.274463
5403,33.47266
5404,22.254631
5405,11.525653
5406,58.84042
5407,210.65097
5408,530.7045
5409,725.5793
5410,853.1654
5411,910.9908
5412,859.2004
5413,827.74243
5414,738.77625
5415,564.6238
5416,423.40454
5417,104.98217
5418,78.10579
5419,-11.921851
5420,-22.357029
5421,13.703497
5422,-18.385181
5423,13.50914
5424,30.164629
5425,45.623367
5426,-2.578214
5427,-9.123953
5428,-7.946244
5429,18.839958
5430,41.17996
5431,210.68695
5432,516.3203
5433,711.1743
5434,849.7898
5435,935.0274
5436,942.47235
5437,828.2273
5438,769.3803
5439,659.1327
5440,441.63092
5441,116.8768
5442,14.684702
5443,24.333918
5444,62.832966
5445,28.552872
5446,56.08153
5447,0.124829724
5448,3.2190216
5449,36.448975
5450,32.40962
5451,-0.415389
5452,9.618581
5453,10.049803
5454,28.812757
5455,249.19073
5456,466.7223
5457,729.3334
5458,829.01996
5459,884.574
5460,893.07965
5461,799.6539
5462,674.14484
5463,527.35254
5464,385.13916
5465,88.21372
5466,20.051157
5467,3.0326169
5468,-1.4347864
5469,11.892725
5470,-8.000873
5471,10.16817
5472,-2.5087779
5473,-0.36498278
5474,11.53812
5475,37.93061
5476,4.239904
5477,-2.4252183
5478,75.47546
5479,210.9819
5480,462.18964
5481,648.86395
5482,794.3189
5483,870.95123
5484,882.96106
5485,760.49146
5486,738.42426
5487,630.095
5488,404.43808
5489,97.8955
5490,58.28138
5491,19.00315
5492,-2.075333
5493,-0.5049923
5494,21.091183
5495,2.6243865
5496,-4.74065
5497,-0.7611613
5498,-0.62165445
5499,0.7076584
5500,-6.091001
5501,9.018047
5502,42.84754
5503,241.95879
5504,490.0597
5505,666.61273
5506,815.5156
5507,933.6599
5508,884.6016
5509,831.8426
5510,762.6339
5511,682.5492
5512,416.51617
5513,137.59787
5514,126.15499
5515,-8.294717
5516,18.423243
5517,54.458714
5518,35.330936
5519,5.338484
5520,6.72634
5521,-44.580757
5522,-51.313816
5523,16.369259
5524,-11.050804
5525,9.325351
5526,47.939434
5527,168.07698
5528,518.5614
5529,699.0025
5530,820.75696
5531,908.58417
5532,898.9701
5533,832.86945
5534,791.29254
5535,622.7687
5536,444.2461
5537,41.91387
5538,62.381767
5539,3.458549
5540,14.267207
5541,31.100891
5542,48.882355
5543,-12.597781
5544,-16.58119
5545,11.827566
5546,4.3239546
5547,8.373261
5548,-0.114434116
5549,-6.110434
5550,49.65858
5551,207.35976
5552,415.64508
5553,653.82715
5554,558.18
5555,785.2966
5556,829.6787
5557,751.43665
5558,671.61945
5559,585.2881
5560,390.8343
5561,60.324608
5562,14.732821
5563,15.822301
5564,7.927701
5565,-4.7451725
5566,-9.812192
5567,1.8422139
5568,60.346706
5569,0.66008514
5570,42.447914
5571,-13.109985
5572,-0.2212516
5573,1.7519294
5574,34.366074
5575,218.77231
5576,495.87927
5577,678.7461
5578,845.73926
5579,922.53064
5580,927.78064
5581,875.87195
5582,764.6864
5583,646.1621
5584,439.67267
5585,114.527245
5586,16.796755
5587,16.579004
5588,13.131219
5589,-5.592843
5590,9.913952
5591,-1.4565017
5592,11.940727
5593,-2.5356822
5594,3.037476
5595,0.498779
5596,-0.7747003
5597,10.827458
5598,45.318752
5599,273.23666
5600,488.4226
5601,734.302
5602,869.74493
5603,884.4277
5604,848.9437
5605,772.614
5606,691.8144
5607,632.0644
5608,378.72073
5609,139.52242
5610,35.666656
5611,-21.282341
5612,28.883892
5613,12.970219
5614,-48.557877
5615,55.843952
5616,10.513445
5617,0.9058035
5618,0.850144
5619,26.665611
5620,-26.0497
5621,-108.87233
5622,34.867325
5623,300.5756
5624,581.3155
5625,765.19434
5626,819.8878
5627,899.6766
5628,898.9786
5629,792.6027
5630,718.7149
5631,642.6654
5632,406.28763
5633,83.964676
5634,26.623861
5635,4.513099
5636,-80.82875
5637,-33.78324
5638,-83.97802
5639,-140.58388
5640,-50.89656
5641,-151.51407
5642,-35.10519
5643,-84.9769
5644,-52.9676
5645,-46.434563
5646,-42.679413
5647,191.65642
5648,344.53976
5649,634.76965
5650,802.9227
5651,855.4704
5652,963.3942
5653,876.2299
5654,714.636
5655,657.4505
5656,425.3594
5657,78.56366
5658,31.936825
5659,33.43869
5660,-30.778519
5661,-8.214764
5662,4.4631996
5663,29.901415
5664,-22.863422
5665,10.126649
5666,14.835016
5667,49.74277
5668,-5.3232837
5669,2.3899906
5670,69.99301
5671,250.80055
5672,358.12277
5673,796.2674
5674,816.1424
5675,895.8907
5676,900.02216
5677,792.86115
5678,765.157
5679,610.28864
5680,426.84048
5681,81.89887
5682,58.70541
5683,-54.84215
5684,-28.705357
5685,-81.41223
5686,-6.4467993
5687,50.544495
5688,-25.247803
5689,-1.2839493
5690,27.228096
5691,16.694378
5692,21.875826
5693,24.84631
5694,74.73778
5695,224.83467
5696,493.9399
5697,738.5288
5698,867.41986
5699,890.69305
5700,953.7999
5701,783.6146
5702,764.39087
5703,664.8308
5704,449.76138
5705,141.2806
5706,61.57999
5707,11.419229
5708,27.611988
5709,8.751485
5710,-9.717664
5711,16.167223
5712,6.158901
5713,-37.295948
5714,6.7108016
5715,15.580322
5716,30.39621
5717,11.01518
5718,62.18156
5719,258.18616
5720,504.0034
5721,726.16943
5722,846.0244
5723,861.4495
5724,899.4209
5725,819.7783
5726,713.9745
5727,579.66833
5728,376.03146
5729,85.11129
5730,43.032925
5731,14.337884
5732,25.142006
5733,22.744526
5734,17.080004
5735,39.77083
5736,83.42713
5737,-10.647021
5738,2.1810799
5739,-16.760649
5740,40.885567
5741,-3.9724236
5742,48.585693
5743,300.03217
5744,550.2516
5745,717.6872
5746,861.48615
5747,942.9757
5748,931.5829
5749,803.4655
5750,598.8183
5751,603.7283
5752,427.55087
5753,92.571365
5754,44.1643
5755,17.257038
5756,14.683833
5757,30.498577
5758,16.492264
5759,-15.094188
5760,12.976347
5761,-4.008202
5762,-1.0998021
5763,6.2937293
5764,-13.52369
5765,-6.6680636
5766,66.8476
5767,261.38712
5768,563.44855
5769,731.9639
5770,857.0383
5771,944.1186
5772,929.11975
5773,783.85266
5774,695.7473
5775,620.3943
5776,423.62808
5777,109.426056
5778,46.202915
5779,20.406328
5780,57.27142
5781,30.789286
5782,45.4276
5783,-15.572696
5784,-6.21551
5785,-52.539803
5786,-11.813643
5787,31.172058
5788,10.638422
5789,1.1053752
5790,57.830265
5791,199.94977
5792,407.29684
5793,542.1883
5794,732.675
5795,839.5047
5796,820.48846
5797,616.8044
5798,539.0807
5799,472.4659
5800,329.6521
5801,10.446736
5802,3.3708735
5803,26.842943
5804,26.886497
5805,-27.422329
5806,-16.436115
5807,21.66262
5808,45.765778
5809,15.638213
5810,0.7085698
5811,35.10827
5812,-0.48780456
5813,-5.4941506
5814,40.5053
5815,305.96613
5816,383.03537
5817,657.64526
5818,699.502
5819,737.97046
5820,760.3772
5821,566.5353
5822,459.90253
5823,416.48553
5824,351.651
5825,114.4689
5826,20.916037
5827,0.121372804
5828,52.645092
5829,-36.730747
5830,-5.5574784
5831,16.232433
5832,1.7486439
5833,3.8958347
5834,24.661133
5835,3.634563
5836,3.3148398
5837,3.644505
5838,35.772717
5839,220.5138
5840,414.98416
5841,638.0249
5842,730.6863
5843,806.0778
5844,816.8847
5845,659.6541
5846,563.99677
5847,483.49008
5848,366.01163
5849,118.051735
5850,53.427185
5851,46.584106
5852,7.9265676
5853,0.8340139
5854,0.13728575
5855,-2.8144696
5856,4.680651
5857,12.597819
5858,16.062292
5859,2.4262486
5860,9.976399
5861,-5.50728
5862,44.322895
5863,255.92203
5864,435.05112
5865,627.56354
5866,711.39795
5867,805.8928
5868,842.0547
5869,614.6249
5870,508.96982
5871,437.19998
5872,231.12842
5873,158.85793
5874,5.474623
5875,-15.618022
5876,-6.286535
5877,20.52235
5878,-13.420293
5879,19.742325
5880,8.405767
5881,-21.3917
5882,2.0378397
5883,9.966111
5884,1.0782237
5885,12.128992
5886,42.994244
5887,220.78378
5888,424.60684
5889,603.2032
5890,705.08185
5891,750.74384
5892,818.01825
5893,674.9197
5894,581.7297
5895,530.33844
5896,348.18686
5897,129.62926
5898,3.440409
5899,-37.462116
5900,-32.43843
5901,-5.879607
5902,9.043959
5903,-6.2702336
5904,16.277458
5905,36.161053
5906,-15.299697
5907,-11.26849
5908,33.06577
5909,40.045326
5910,43.317146
5911,173.072
5912,461.4077
5913,628.4919
5914,753.6928
5915,770.2478
5916,788.4741
5917,681.42676
5918,537.3002
5919,490.7259
5920,347.295
5921,95.61042
5922,35.78327
5923,7.4945164
5924,19.631731
5925,41.2212
5926,18.581394
5927,24.673344
5928,9.50746
5929,-38.154263
5930,22.206043
5931,-11.537205
5932,-15.011938
5933,-17.99463
5934,36.26848
5935,230.3155
5936,425.41202
5937,633.6844
5938,795.26697
5939,742.70105
5940,774.60944
5941,660.03534
5942,514.38275
5943,477.8986
5944,367.67032
5945,104.48817
5946,35.803024
5947,7.210312
5948,4.6935577
5949,31.142483
5950,22.811546
5951,-1.5298305
5952,13.110492
5953,-1.999417
5954,19.226501
5955,46.369396
5956,1.5315714
5957,44.46355
5958,109.606674
5959,252.16536
5960,268.166
5961,438.02493
5962,684.36615
5963,750.4603
5964,817.25397
5965,639.491
5966,590.5264
5967,462.3116
5968,325.2388
5969,126.41751
5970,-2.9556103
5971,28.288607
5972,-22.250883
5973,-12.479753
5974,-3.389369
5975,29.117773
5976,10.877779
5977,30.294285
5978,22.480879
5979,-2.1527903
5980,3.8645446
5981,10.416051
5982,29.580996
5983,177.97519
5984,314.83005
5985,476.6165
5986,496.03394
5987,830.0234
5988,849.6176
5989,746.80994
5990,545.31647
5991,520.52344
5992,379.1285
5993,100.681694
5994,-8.669818
5995,17.345919
5996,13.003088
5997,45.123783
5998,8.195443
5999,-26.170818
6000,-2.1677778
6001,2.5531476
6002,-2.559002
6003,-3.3068063
6004,28.228468
6005,11.264068
6006,77.62439
6007,231.63928
6008,361.34103
6009,603.3608
6010,766.3327
6011,776.083
6012,828.8539
6013,714.217
6014,501.65594
6015,502.13156
6016,254.6265
6017,106.6924
6018,21.199776
6019,11.368779
6020,33.664097
6021,85.86972
6022,26.882956
6023,28.820854
6024,19.989326
6025,43.49402
6026,13.810897
6027,17.311226
6028,37.66101
6029,2.4754884
6030,6.19249
6031,238.74861
6032,484.34515
6033,477.9159
6034,566.1001
6035,573.321
6036,504.59723
6037,494.1756
6038,436.50024
6039,406.64975
6040,234.06543
6041,-7.444874
6042,50.843212
6043,21.42202
6044,17.891941
6045,16.89957
6046,58.17488
6047,7.5577655
6048,-12.191092
6049,-28.231586
6050,6.777137
6051,26.569025
6052,24.314245
6053,-12.603766
6054,23.529135
6055,206.3522
6056,426.32574
6057,609.9091
6058,726.17017
6059,774.09393
6060,751.7375
6061,612.94885
6062,504.13116
6063,439.2254
6064,318.74673
6065,83.75662
6066,12.912719
6067,5.956876
6068,-3.415983
6069,-8.130073
6070,-7.100483
6071,8.260997
6072,-8.52822
6073,21.557508
6074,-5.7747726
6075,-1.2052268
6076,-21.741375
6077,-23.243465
6078,34.994568
6079,216.81345
6080,374.64307
6081,605.4768
6082,769.4868
6083,887.9042
6084,814.71136
6085,622.4347
6086,580.99304
6087,500.18912
6088,324.88058
6089,107.639565
6090,13.037888
6091,18.568354
6092,-13.765054
6093,-9.2655525
6094,6.6290913
6095,11.299876
6096,-16.163977
6097,20.03112
6098,12.923812
6099,14.114733
6100,-3.2411475
6101,8.254267
6102,40.284653
6103,205.2214
6104,414.72226
6105,592.5802
6106,707.59235
6107,676.30963
6108,465.28192
6109,635.69934
6110,558.3097
6111,417.73282
6112,326.31894
6113,140.7758
6114,-1.0053332
6115,-5.078854
6116,24.083622
6117,-49.59572
6118,2.8623052
6119,-45.831184
6120,2.4383078
6121,4.204104
6122,-1.4284708
6123,-14.476706
6124,-0.19073403
6125,17.558733
6126,48.298256
6127,207.06085
6128,488.55444
6129,564.6301
6130,742.451
6131,770.2636
6132,769.9023
6133,582.3058
6134,576.7754
6135,536.7201
6136,396.65335
6137,47.41311
6138,47.85441
6139,-27.155361
6140,-5.318434
6141,15.069463
6142,-5.2655287
6143,9.628152
6144,-9.825192
6145,24.66459
6146,-6.907855
6147,7.735935
6148,23.501556
6149,-20.452488
6150,48.58179
6151,259.7678
6152,292.62143
6153,620.1898
6154,743.93567
6155,793.9715
6156,799.89856
6157,679.12805
6158,595.5044
6159,516.80676
6160,372.86597
6161,106.03744
6162,3.7731414
6163,-6.8409286
6164,52.357227
6165,-16.616713
6166,41.730038
6167,73.46327
6168,-3.8033092
6169,33.836716
6170,18.137266
6171,4.6526766
6172,34.722427
6173,24.552744
6174,31.940144
6175,270.95648
6176,390.9677
6177,611.1479
6178,701.6843
6179,674.2286
6180,682.6879
6181,567.1068
6182,547.73267
6183,450.47742
6184,365.5967
6185,37.44274
6186,54.595955
6187,4.414875
6188,-33.58716
6189,21.03583
6190,-1.2576879
6191,-5.115742
6192,6.8775177
6193,-3.2028215
6194,33.350315
6195,-4.599232
6196,-2.6168737
6197,6.7407
6198,35.60631
6199,147.87717
6200,281.00116
6201,381.39075
6202,612.409
6203,676.55524
6204,710.2336
6205,579.9121
6206,440.826
6207,432.93948
6208,355.40912
6209,97.69103
6210,-58.42095
6211,-2.4286067
6212,-25.568802
6213,-71.75831
6214,3.1787157
6215,30.885345
6216,-17.66147
6217,-64.54238
6218,-22.849314
6219,-23.810415
6220,28.10048
6221,-23.668776
6222,109.819954
6223,276.38284
6224,445.5072
6225,501.1644
6226,713.22156
6227,768.799
6228,727.6337
6229,729.09174
6230,514.64764
6231,572.49036
6232,239.87413
6233,66.19537
6234,34.198982
6235,87.81829
6236,-36.085045
6237,2.8580198
6238,20.7
6239,-14.899564
6240,-16.982025
6241,24.603643
6242,36.051594
6243,-25.764053
6244,-53.36712
6245,20.107357
6246,92.54502
6247,158.7438
6248,382.75876
6249,543.2427
6250,684.5314
6251,680.6764
6252,665.9686
6253,572.9795
6254,568.817
6255,513.1192
6256,348.17548
6257,133.95547
6258,19.985962
6259,23.056335
6260,0.27905077
6261,13.330905
6262,22.888342
6263,14.911961
6264,-24.794712
6265,25.206451
6266,38.60455
6267,41.507305
6268,-3.125273
6269,-6.9273486
6270,39.42495
6271,264.66196
6272,414.4734
6273,544.54486
6274,673.0043
6275,663.138
6276,498.98712
6277,340.51923
6278,360.48367
6279,369.06552
6280,294.53546
6281,120.13355
6282,26.279783
6283,35.273026
6284,13.12356
6285,17.477486
6286,19.852976
6287,14.037191
6288,13.816033
6289,0.59078413
6290,12.59629
6291,-24.425014
6292,-28.302929
6293,-5.1654906
6294,54.12171
6295,207.34343
6296,408.13672
6297,564.8838
6298,702.3223
6299,843.3335
6300,794.4056
6301,604.0245
