,bodeganorte
14934,-5.00482
14935,-4.628379
14936,-8.39415
14937,-6.4337544
14938,6.6819897
14939,-11.89658
14940,-11.444227
14941,15.480919
14942,78.20471
14943,276.54443
14944,390.29788
14945,485.11307
14946,467.5639
14947,716.0651
14948,586.03723
14949,428.063
14950,508.34964
14951,282.01465
14952,89.90316
14953,11.656464
14954,25.923185
14955,-4.1307406
14956,-3.0927
14957,-10.549243
14958,1.6776623
14959,-2.8649225
14960,-2.4856231
14961,-0.20197737
14962,-2.7428732
14963,-7.9580216
14964,-12.575436
14965,15.790005
14966,82.840744
14967,189.0587
14968,382.7992
14969,446.97803
14970,624.1243
14971,561.8176
14972,485.10742
14973,365.662
14974,353.1445
14975,276.82986
14976,122.450035
14977,20.633947
14978,-2.9736404
14979,-9.354576
14980,-21.709137
14981,-7.7022905
14982,3.8928049
14983,-4.454091
14984,-5.3191247
14985,-8.724469
14986,-21.374098
14987,-17.175535
14988,-9.342877
14989,0.43359476
14990,119.767746
14991,449.74133
14992,578.4312
14993,704.0796
14994,793.6845
14995,796.34
14996,685.16644
14997,462.37204
14998,415.60666
14999,324.84152
15000,49.73582
15001,4.3275533
15002,8.993215
15003,6.415004
15004,2.3800645
15005,-7.27944
15006,-0.9468667
15007,-0.45146266
15008,0.54539675
15009,-3.543744
15010,-6.19937
15011,-3.6146588
15012,3.2713413
15013,26.444262
15014,109.2465
15015,303.9106
15016,469.9841
15017,346.54636
15018,460.8015
15019,591.94666
15020,650.49316
15021,511.89087
15022,448.0638
15023,313.32224
15024,84.85844
15025,9.780743
15026,-0.71781904
15027,-11.162414
15028,-6.746473
15029,-3.84434
15030,3.8856854
15031,-0.2862877
15032,-10.80509
15033,-4.196816
15034,-5.30694
15035,-5.6748
15036,-0.8646726
15037,-3.9390962
15038,104.371895
15039,331.28836
15040,523.4182
15041,418.6073
15042,494.13998
15043,628.38446
15044,537.7631
15045,501.5979
15046,355.269
15047,305.29056
15048,120.692406
15049,10.420266
15050,1.484494
15051,-1.6256933
15052,13.563312
15053,9.277979
15054,5.735738
15055,-1.8769397
15056,7.9687448
15057,-5.2350764
15058,-4.143489
15059,-1.1485344
15060,-0.5479674
15061,12.8748865
15062,166.63124
15063,226.04384
15064,344.2277
15065,415.2681
15066,239.07654
15067,273.31415
15068,596.64703
15069,562.88837
15070,215.276
15071,215.90317
15072,68.106415
15073,6.2634
15074,-10.834061
15075,2.0434046
15076,4.721574
15077,0.7121156
15078,-6.1336923
15079,-0.5515913
15080,-3.5206642
15081,-3.0790133
15082,31.894638
15083,10.474564
15084,2.800133
15085,17.315561
15086,122.299965
15087,213.9923
15088,216.16028
15089,223.26422
15090,317.62305
15091,208.91606
15092,276.72067
15093,390.57693
15094,283.01196
15095,213.01596
15096,92.04621
15097,3.901125
15098,2.8245525
15099,-0.01404449
15100,13.041252
15101,29.018196
15102,-1.0709734
15103,-5.179318
15104,-0.5998775
15105,-11.255124
15106,-4.4712133
15107,22.850698
15108,4.0590277
15109,30.405561
15110,198.23804
15111,250.6563
15112,365.60892
15113,405.76105
15114,622.3452
15115,854.595
15116,818.67145
15117,585.898
15118,491.49213
15119,222.14395
15120,102.90505
15121,18.75952
15122,3.225289
15123,-1.9055101
15124,8.234475
15125,12.41921
15126,1.0697578
15127,-4.0137525
15128,-1.0284215
15129,0.65873027
15130,-5.066744
15131,-4.25639
15132,-1.2878389
15133,14.114349
15134,101.31411
15135,348.09164
15136,516.74347
15137,363.41562
15138,373.67062
15139,318.10532
15140,283.13425
15141,441.10583
15142,331.6053
15143,341.3223
15144,136.07336
15145,-0.8648349
15146,-1.9353702
15147,8.704859
15148,4.0173182
15149,10.1036625
15150,4.573264
15151,-2.3038323
15152,-0.89342374
15153,-1.3025577
15154,-7.7115297
15155,3.5431104
15156,0.30670387
15157,16.32973
15158,119.14689
15159,323.64722
15160,280.76718
15161,275.99545
15162,326.3941
15163,152.57385
15164,191.84288
15165,146.935
15166,153.51103
15167,173.15446
15168,96.23119
15169,19.927916
15170,0.35464907
15171,-3.173306
15172,10.661161
15173,-2.5639372
15174,-5.142741
15175,-10.076856
15176,-1.5936989
15177,-2.3292542
15178,-2.9235415
15179,-10.931652
15180,-1.0046794
15181,10.270734
15182,94.204796
15183,295.99905
15184,409.60428
15185,439.1589
15186,299.67813
15187,421.84814
15188,364.26413
15189,342.202
15190,279.44443
15191,224.25476
15192,81.06508
15193,-21.315523
15194,25.406208
15195,-20.248978
15196,-4.293203
15197,-1.602755
15198,-3.2783883
15199,-13.662927
15200,-6.082388
15201,-8.651564
15202,-5.846941
15203,-0.0036600307
15204,-10.076227
15205,5.895952
15206,106.47201
15207,319.01443
15208,468.75696
15209,382.48398
15210,240.62302
15211,484.57928
15212,612.72046
15213,521.116
15214,367.5169
15215,274.00705
15216,107.69305
15217,17.074726
15218,-11.504292
15219,-0.96876997
15220,-4.084896
15221,-6.9799404
15222,-3.4727452
15223,-0.78363675
15224,-8.608904
15225,-9.407867
15226,-18.589998
15227,29.094906
15228,-3.4141047
15229,108.82672
15230,209.676
15231,394.13745
15232,482.62155
15233,435.06287
15234,501.5076
15235,555.5024
15236,561.47235
15237,422.85278
15238,268.16495
15239,36.73936
15240,-17.731005
15241,-35.423706
15242,-11.111649
15243,-11.597029
15244,-13.887268
15245,-6.2591834
15246,-7.484145
15247,-4.8742294
15248,6.858236
15249,-0.8255679
15250,-5.6348066
15251,16.804377
15252,25.162727
15253,222.98653
15254,272.48358
15255,220.69212
15256,144.28413
15257,140.18398
15258,95.51654
15259,140.44185
15260,111.64198
15261,158.0726
15262,134.91064
15263,58.993626
15264,0.26981127
15265,5.5006976
15266,51.801067
15267,1.7002258
15268,-3.5548263
15269,0.8609429
15270,-2.8908548
15271,-16.282614
15272,57.27225
15273,1.338565
15274,101.71453
15275,31.57378
15276,77.27373
15277,200.00522
15278,282.1702
15279,233.98816
15280,335.60663
15281,428.0028
15282,264.2718
15283,372.94382
15284,205.39339
15285,165.9748
15286,192.8346
15287,82.9064
15288,10.691738
15289,-18.164297
15290,8.675561
15291,7.252777
15292,19.99769
15293,-4.27574
15294,-6.106436
15295,-3.9213133
15296,0.6643898
15297,-2.2051277
15298,0.048295386
15299,16.57246
15300,80.01543
15301,252.7127
15302,248.42255
15303,282.57858
15304,219.77925
15305,264.9677
15306,207.7634
15307,205.1357
15308,499.2127
15309,342.16043
15310,251.85658
15311,52.182003
15312,7.7972503
15313,-14.243743
15314,-8.853563
15315,-1.9264807
15316,-7.474767
15317,-8.703029
15318,-2.2756138
15319,-7.9130287
15320,49.791172
15321,16.850527
15322,14.17211
15323,8.261767
15324,80.71739
15325,48.141846
15326,113.9854
15327,262.3777
15328,435.99347
15329,317.66953
15330,383.64896
15331,398.73734
15332,431.9964
15333,289.53122
15334,259.6038
15335,37.157032
15336,3.490342
15337,-12.276076
15338,-15.092616
15339,-3.8292148
15340,-7.0516663
15341,0.5745031
15342,-3.9958692
15343,7.477017
15344,-5.5268373
15345,6.5305033
15346,5.4430866
15347,25.573477
15348,90.441284
15349,246.00899
15350,278.01602
15351,572.53326
15352,520.76666
15353,322.79422
15354,367.93372
15355,406.88303
15356,344.24243
15357,283.30942
15358,235.57661
15359,40.740788
15360,-4.7191086
15361,-12.550957
15362,11.704163
15363,-18.112894
15364,-9.760276
15365,5.833975
15366,-6.0162954
15367,12.205123
15368,7.3238144
15369,25.532223
15370,-0.63105863
15371,27.779453
15372,85.551796
15373,212.36618
15374,352.675
15375,444.54352
15376,384.44086
15377,550.0753
15378,371.4203
15379,293.40628
15380,315.50833
15381,242.22849
15382,214.93315
15383,75.626976
15384,-16.02599
15385,-11.227642
15386,0.24936935
15387,-6.3185954
15388,0.84788984
15389,-2.2456205
15390,1.034847
15391,1.3961146
15392,7.522062
15393,2.2583456
15394,-8.53656
15395,13.7450695
15396,19.182455
15397,231.61176
15398,201.85016
15399,275.73706
15400,215.99484
15401,218.59146
15402,224.92673
15403,284.1747
15404,119.54208
15405,127.05281
15406,141.52141
15407,105.13958
15408,4.391611
15409,-2.6412957
15410,9.899614
15411,12.506688
15412,-3.534234
15413,-3.591309
15414,-2.113277
15415,5.897716
15416,-0.22470209
15417,-3.2962198
15418,-1.6576215
15419,20.006157
15420,87.657555
15421,172.61429
15422,311.994
15423,397.4585
15424,396.41666
15425,620.08276
15426,700.6527
15427,521.2337
15428,478.0226
15429,295.1724
15430,194.55786
15431,75.118835
15432,5.8846664
15433,-10.667353
15434,-0.2666057
15435,-2.115145
15436,-0.99105805
15437,2.2536044
15438,-6.9463005
15439,1.1911477
15440,3.8359184
15441,1.9462223
15442,13.199908
15443,10.106658
15444,76.93467
15445,190.1077
15446,416.9015
15447,480.70667
15448,454.78342
15449,327.51135
15450,208.64458
15451,264.9283
15452,153.26678
15453,76.82461
15454,31.71609
15455,7.7549863
15456,8.967442
15457,3.485262
15458,4.9449224
15459,-7.591683
15460,1.853808
15461,-3.9213133
15462,-0.73158246
15463,-1.9175764
15464,-5.4111023
15465,-7.2410846
15466,3.9547713
15467,77.04626
15468,218.2377
15469,350.4465
15470,438.38147
15471,427.07196
15472,334.61868
15473,241.29701
15474,201.82732
15475,422.67218
15476,216.16014
15477,168.23471
15478,111.59127
15479,35.013752
15480,-3.4926748
15481,-4.993572
15482,-0.51885307
15483,0.23332202
15484,-1.6874728
15485,0.07665495
15486,2.802112
15487,0.0640266
15488,-6.8808265
15489,-4.5562415
15490,10.318558
15491,80.24321
15492,213.63957
15493,411.82767
15494,458.37665
15495,349.7156
15496,487.35123
15497,287.17157
15498,283.98022
15499,426.3647
15500,311.2129
15501,313.05588
15502,97.6055
15503,32.957153
15504,-6.255794
15505,-10.149126
15506,-5.8810177
15507,-5.2206135
15508,5.0449467
15509,-2.5753956
15510,1.1910895
15511,-3.693584
15512,6.3154054
15513,-1.3102995
15514,18.457352
15515,84.96478
15516,231.29285
15517,351.00873
15518,201.11844
15519,209.79202
15520,311.9675
15521,442.2724
15522,245.2549
15523,382.85928
15524,400.73706
15525,310.9402
15526,59.620445
15527,32.252922
15528,3.1720037
15529,-0.8014092
15530,-4.8889556
15531,-17.619041
15532,-2.7631772
15533,1.1184658
15534,-0.05276803
15535,-1.1201369
15536,-11.19331
15537,-4.0810084
15538,22.864536
15539,86.07162
15540,222.59035
15541,291.98264
15542,263.9358
15543,789.0112
15544,852.6829
15545,758.862
15546,573.0789
15547,374.99377
15548,177.83942
15549,207.38431
15550,73.4703
15551,7.2006116
15552,-15.974108
15553,-2.7296543
15554,-5.1517835
15555,-11.434027
15556,4.04436
15557,4.049094
15558,3.783249
15559,1.5904517
15560,-0.21221295
15561,4.4880195
15562,14.387965
15563,122.63239
15564,228.6558
15565,457.2653
15566,456.8391
15567,389.1963
15568,590.82697
15569,428.3211
15570,233.55661
15571,454.0535
15572,175.84866
15573,205.25388
15574,76.22726
15575,16.83177
15576,-1.3335642
15577,-15.816561
15578,2.6256347
15579,-2.853607
15580,-2.891589
15581,-17.237665
15582,29.850504
15583,1.9797536
15584,24.604847
15585,11.701236
15586,5.062955
15587,72.186745
15588,196.51836
15589,381.14368
15590,384.72458
15591,312.7513
15592,315.66058
15593,235.0874
15594,276.28094
15595,344.61664
15596,182.75247
15597,189.17546
15598,76.42637
15599,25.952433
15600,6.210714
15601,-5.8294077
15602,-9.72864
15603,4.293908
15604,-2.129169
15605,3.8768137
15606,10.795417
15607,-3.9194143
15608,0.5875163
15609,0.39118245
15610,10.760024
15611,78.95265
15612,251.92296
15613,374.652
15614,442.05475
15615,566.2637
15616,606.3291
15617,581.5699
15618,644.74634
15619,535.25275
15620,376.0838
15621,238.1751
15622,47.546486
15623,-7.865059
15624,-14.076334
15625,-32.81621
15626,-80.42338
15627,4.1175513
15628,-4.702139
15629,3.3163772
15630,21.580204
15631,-3.793035
15632,-6.1308465
15633,7.034242
15634,27.073713
15635,130.0653
15636,133.41609
15637,266.7224
15638,473.74915
15639,582.2949
15640,925.7149
15641,732.5969
15642,731.9298
15643,693.29944
15644,479.2617
15645,340.222
15646,58.690086
15647,10.426247
15648,-6.3856215
15649,-11.228272
15650,-13.25031
15651,-20.968433
15652,5.1974306
15653,-0.5765838
15654,1.6068283
15655,-2.454472
15656,-0.0061212853
15657,-6.6941485
15658,9.081854
15659,35.54852
15660,202.01862
15661,232.13744
15662,328.9677
15663,310.12415
15664,315.28165
15665,547.88385
15666,564.81946
15667,353.37628
15668,418.28476
15669,227.3489
15670,65.18231
15671,21.572567
15672,-7.7989726
15673,-14.143129
15674,2.952548
15675,1.1527698
15676,-5.243314
15677,1.7858125
15678,3.760604
15679,3.0551949
15680,5.585482
15681,-3.1196551
15682,16.612713
15683,76.95981
15684,234.3526
15685,372.2386
15686,307.06693
15687,318.8461
15688,393.73465
15689,206.39291
15690,209.00131
15691,272.5759
15692,420.18356
15693,322.8579
15694,87.3524
15695,115.208305
15696,-3.3850663
15697,-11.750475
15698,-1.8098507
15699,-15.830689
15700,-11.528541
15701,-2.6678617
15702,-5.644735
15703,3.9452617
15704,-3.5245874
15705,1.3231598
15706,15.41187
15707,8.378671
15708,209.70644
15709,257.3656
15710,246.38565
15711,236.00916
15712,134.55891
15713,203.5574
15714,194.64323
15715,218.636
15716,201.07849
15717,129.90974
15718,56.876755
15719,-3.9812732
15720,-13.071234
15721,-19.341154
15722,-6.6619196
15723,3.9984012
15724,-1.230918
15725,-0.7722042
15726,3.0323343
15727,-0.72206384
15728,0.8782976
15729,3.0478482
15730,9.834871
15731,79.778046
15732,238.4377
15733,385.09338
15734,486.3337
15735,331.8332
15736,427.33887
15737,376.18475
15738,367.3394
15739,745.03674
15740,425.46954
15741,279.33582
15742,102.17411
15743,31.808674
15744,5.9763165
15745,4.5485044
15746,0.9720879
15747,-4.8889556
15748,3.5066123
15749,1.758458
15750,2.9620776
15751,-4.641046
15752,0.8055317
15753,-0.48910576
15754,14.224926
15755,124.170685
15756,264.75003
15757,502.8182
15758,740.81836
15759,770.44653
15760,757.46356
15761,899.79736
15762,863.7101
15763,696.99243
15764,633.87463
15765,396.58957
15766,79.33954
15767,25.668316
15768,-4.6325827
15769,-3.227864
15770,-1.9077863
15771,-11.8453245
15772,2.9913719
15773,6.2550206
15774,5.0288715
15775,10.406326
15776,5.6551924
15777,7.53709
15778,31.053482
15779,147.64546
15780,312.2069
15781,459.06625
15782,707.97455
15783,658.08295
15784,711.5631
15785,753.0315
15786,717.886
15787,609.19116
15788,476.55518
15789,279.10226
15790,86.33762
15791,3.5876966
15792,-8.356814
15793,3.401852
15794,-0.12176099
15795,-5.344425
15796,5.2088017
15797,1.5468284
15798,1.8458863
15799,5.448853
15800,0.5433275
15801,-0.13014218
15802,17.928091
15803,41.137794
15804,197.67505
15805,223.4696
15806,308.94827
15807,289.6692
15808,440.0383
15809,614.91656
15810,510.76794
15811,567.539
15812,447.84106
15813,255.9578
15814,58.246716
15815,22.728798
15816,-7.9203243
15817,3.7456932
15818,-15.5335865
15819,-7.4601154
15820,7.606424
15821,2.8297076
15822,1.8193058
15823,0.90767974
15824,-3.4977458
15825,-14.36318
15826,12.030776
15827,22.37827
15828,215.78261
15829,341.5532
15830,471.56152
15831,559.92035
15832,491.93384
15833,631.57697
15834,465.62103
15835,601.90326
15836,470.79648
15837,309.0629
15838,111.38206
15839,27.097271
15840,-4.800436
15841,0.6815978
15842,-5.076343
15843,1.811984
15844,-1.1898504
15845,-1.2367783
15846,5.953869
15847,0.16999534
15848,-0.8461742
15849,-2.6841397
15850,10.501355
15851,82.97987
15852,236.03151
15853,394.01657
15854,422.42233
15855,401.6612
15856,369.27142
15857,331.24857
15858,403.6741
15859,341.87363
15860,280.38065
15861,148.80376
15862,60.12995
15863,-4.2284245
15864,-16.974722
15865,-4.213757
15866,-2.3948183
15867,-1.1311052
15868,-2.0447028
15869,-0.9290101
15870,-1.6177201
15871,-3.3952231
15872,-1.060421
15873,-4.2521806
15874,11.183587
15875,78.29283
15876,265.7084
15877,375.53864
15878,310.5022
15879,354.60947
15880,687.34283
15881,478.49252
15882,514.9114
15883,397.06973
15884,430.06793
15885,283.38452
15886,107.99207
15887,55.78679
15888,3.9110875
15889,3.5169144
15890,12.436976
15891,1.5029986
15892,6.387057
15893,267.33603
15894,291.2168
15895,501.02588
15896,599.36304
15897,719.1089
15898,766.54626
15899,646.86273
15900,703.42664
15901,577.90295
15902,387.07324
15903,132.99355
15904,49.766235
15905,-1.5685811
15906,-2.735757
15907,4.0503583
15908,7.518953
15909,31.209541
15910,223.26746
15911,493.40567
15912,566.67535
15913,929.97174
15914,857.7945
15915,795.165
15916,764.1235
15917,691.39795
15918,585.7334
15919,367.86987
15920,104.26959
15921,28.145725
15922,8.622604
15923,-12.395537
15924,-10.972171
15925,-4.6531973
15926,-11.269062
15927,-5.905978
15928,0.37697035
15929,18.628004
15930,-2.443009
15931,4.706363
15932,1.0313185
15933,99.25318
15934,237.25606
15935,607.1187
15936,749.0623
15937,763.3413
15938,794.0515
15939,812.50653
15940,767.1783
15941,866.4336
15942,664.3623
15943,485.64847
15944,163.84515
15945,-10.559678
15946,-13.292568
15947,1.9850868
15948,-7.4401674
15949,-12.674683
15950,0.95848864
15951,-16.374567
15952,9.496355
15953,6.813203
15954,0.1369639
15955,-5.0221124
15956,22.726011
15957,56.17417
15958,227.48038
15959,274.702
15960,346.51007
15961,316.4122
15962,311.64392
15963,170.7336
15964,260.65088
15965,253.62296
15966,120.87731
15967,140.62268
15968,46.887207
15969,19.750196
15970,54.646435
15971,-27.810518
15972,-2.0652442
15973,-2.8050795
15974,-6.243512
15975,-4.7077584
15976,11.964932
15977,-5.909572
15978,-2.3143644
15979,1.9728785
15980,20.588795
15981,83.09131
15982,223.8743
15983,301.59586
15984,273.03973
15985,258.23358
15986,227.29214
15987,198.19923
15988,333.80725
15989,266.51642
15990,244.87175
15991,129.94353
15992,57.41186
15993,9.576309
15994,-12.094517
15995,-1.1232545
15996,-4.7207327
15997,-3.692997
15998,0.88570064
15999,-0.6002812
16000,-11.766056
16001,-2.6269112
16002,-0.41915378
16003,-4.778574
16004,27.522432
16005,87.26614
16006,206.741
16007,218.03119
16008,190.32935
16009,138.82161
16010,147.49321
16011,285.97195
16012,113.543335
16013,169.4438
16014,108.14023
16015,176.66414
16016,56.229576
16017,16.916288
16018,-17.42789
16019,-24.87984
16020,-10.069627
16021,-6.637171
16022,-1.9291766
16023,0.70950955
16024,-0.7059731
16025,-0.86963266
16026,-8.745603
16027,7.5293865
16028,24.606256
16029,28.335598
16030,295.03394
16031,286.14548
16032,261.2865
16033,414.70038
16034,482.70258
16035,600.9582
16036,539.2077
16037,432.54135
16038,335.5815
16039,204.7708
16040,59.20523
16041,7.4186697
16042,0.5682526
16043,-18.474806
16044,-7.740392
16045,2.4586568
16046,-7.3384457
16047,-5.8343945
16048,-4.373833
16049,-3.390018
16050,4.249774
16051,-5.9966164
16052,26.502872
16053,83.17012
16054,226.3517
16055,264.1154
16056,376.19308
16057,326.9294
16058,297.81262
16059,287.64587
16060,267.25836
16061,347.4076
16062,354.68234
16063,254.25757
16064,84.142395
16065,42.234707
16066,-3.974911
16067,-14.911408
16068,15.374476
16069,0.71775824
16070,-5.404315
16071,1.5937186
16072,-1.8186466
16073,2.9530072
16074,-4.205586
16075,-3.8437164
16076,24.095146
16077,39.206867
16078,299.3578
16079,248.54514
16080,273.6331
16081,327.09476
16082,437.91113
16083,415.13034
16084,320.81924
16085,400.5766
16086,419.93082
16087,279.8605
16088,126.04184
16089,48.067413
16090,24.746256
16091,-2.5096407
16092,-11.954576
16093,-3.1815875
16094,-4.7817354
16095,-7.3593154
16096,-5.777599
16097,-3.0625753
16098,-1.5896875
16099,1.8392864
16100,18.45614
16101,24.862482
16102,212.90373
16103,296.30865
16104,290.39108
16105,297.6789
16106,683.78015
16107,840.9281
16108,812.9215
16109,748.7436
16110,597.34717
16111,334.85098
16112,164.61722
16113,47.342487
16114,2.2887905
16115,26.903019
16116,36.974785
16117,-5.804335
16118,-2.4304752
16119,-1.0041088
16120,1.0205147
16121,1.8135163
16122,-4.3098545
16123,1.9897976
16124,27.706188
16125,68.35705
16126,763.94086
16127,971.86334
16128,1018.0702
16129,888.7496
16130,782.5034
16131,636.27545
16132,471.47452
16133,191.61713
16134,49.52776
16135,7.735464
16136,2.962795
16137,8.511474
16138,47.04377
16139,4.150436
16140,3.1740663
16141,-1.424687
16142,2.944604
16143,-2.0359564
16144,0.30001417
16145,25.476393
16146,135.05482
16147,239.40947
16148,702.5345
16149,544.24146
16150,444.9547
16151,484.62512
16152,301.3521
16153,445.53616
16154,552.52924
16155,197.98822
16156,146.07611
16157,42.921227
16158,14.555425
16159,0.5835179
16160,8.391718
16161,-9.292777
16162,2.6839519
16163,6.171269
16164,-5.0474
16165,-15.898125
16166,-6.5763073
16167,-4.737064
16168,-3.6319788
16169,23.490364
16170,46.392525
16171,219.14108
16172,535.5053
16173,454.963
16174,687.9947
16175,732.4682
16176,685.52716
16177,744.5311
16178,606.3411
16179,502.20682
16180,394.77756
16181,217.9418
16182,-4.151379
16183,-1.7330232
16184,-1.5414168
16185,0.02408703
16186,-8.663945
16187,3.9430308
16188,-16.925724
16189,-2.184039
16190,-5.3472576
16191,-6.372676
16192,-8.135035
16193,5.753679
16194,94.48436
16195,224.01149
16196,556.7239
16197,743.4931
16198,845.7897
16199,887.4151
16200,895.02606
16201,846.3286
16202,850.5949
16203,676.4982
16204,548.0845
16205,211.3807
16206,-15.97814
16207,-15.348321
16208,-9.076429
16209,-13.683716
16210,-9.363492
16211,-3.149791
16212,-6.0329437
16213,-1.5300187
16214,-5.405117
16215,-2.4910307
16216,-9.2846155
16217,-0.32452974
16218,95.15918
16219,345.24088
16220,560.1061
16221,646.04425
16222,1007.4293
16223,950.9236
16224,963.54675
16225,854.52924
16226,777.38385
16227,564.4262
16228,407.66284
16229,63.753048
16230,20.42255
16231,-3.149206
16232,-7.6627293
16233,-5.556522
16234,-6.566396
16235,0.056090925
16236,-4.4006968
16237,-0.8831138
16238,-8.6417
16239,-3.847336
16240,-9.097813
16241,4.237212
16242,99.83987
16243,323.78867
16244,409.08484
16245,743.9466
16246,896.95856
16247,920.34344
16248,967.3414
16249,910.798
16250,78.94596
16251,19.199274
16252,26.4142
16253,-2.6408668
16254,0.70542294
16255,-11.63103
16256,-13.2453165
16257,-10.620669
16258,-15.043716
16259,-10.461733
16260,0.9554575
16261,2.3159328
16262,44.18367
16263,264.64807
16264,588.4662
16265,844.2625
16266,821.7545
16267,935.83484
16268,1022.7303
16269,919.54
16270,807.1856
16271,621.59344
16272,425.4543
16273,179.07057
16274,29.946915
16275,-3.21374
16276,2.408493
16277,-35.710384
16278,-2.77938
16279,-15.999971
16280,-8.086728
16281,-19.613865
16282,6.92582
16283,-0.14925405
16284,4.602233
16285,16.739576
16286,51.371918
16287,279.26367
16288,506.20984
16289,507.42184
16290,670.9896
16291,707.8316
16292,817.12695
16293,643.271
16294,665.5598
16295,686.73047
16296,518.14685
16297,32.621056
16298,19.782125
16299,8.936688
16300,4.620115
16301,7.8855767
16302,10.649729
16303,11.045314
16304,6.03594
16305,0.22666964
16306,3.7634454
16307,8.686865
16308,8.762013
16309,14.280904
16310,81.23519
16311,245.85468
16312,272.80188
16313,542.48175
16314,747.5329
16315,914.21313
16316,637.3533
16317,200.95375
16318,227.3752
16319,167.83022
16320,11.770414
16321,0.94118255
16322,-25.035868
16323,24.56416
16324,5.644848
16325,-3.8345635
16326,-4.8725867
16327,-14.414533
16328,-0.5923102
16329,0.58864504
16330,-4.7910986
16331,2.3372366
16332,20.93962
16333,64.51237
16334,660.1145
16335,766.69006
16336,795.159
16337,822.4382
16338,889.62683
16339,876.6483
16340,803.9444
16341,502.7062
16342,175.4853
16343,56.293903
16344,41.938885
16345,41.253872
16346,-9.171828
16347,-13.770274
16348,-9.745488
16349,0.519139
16350,-5.377136
16351,-19.639261
16352,0.34630436
16353,-11.561232
16354,-32.453922
16355,19.983532
16356,91.43108
16357,385.6312
16358,382.89932
16359,377.2559
16360,329.9647
16361,328.07217
16362,549.98975
16363,531.9129
16364,664.7908
16365,295.5605
16366,152.43706
16367,60.717197
16368,6.70709
16369,-0.28788123
16370,-6.6959715
16371,-15.48966
16372,-0.0366369
16373,-12.818781
16374,-6.367423
16375,-5.765835
16376,4.3023868
16377,4.873258
16378,-8.899445
16379,22.804848
16380,64.90561
16381,275.3443
16382,438.4681
16383,472.70068
16384,761.48944
16385,826.98834
16386,845.27716
16387,698.2167
16388,612.49493
16389,503.28787
16390,372.56033
16391,157.26863
16392,62.779816
16393,-16.05714
16394,-14.055224
16395,-3.55775
16396,-3.4724507
16397,2.0617633
16398,-3.2927306
16399,-1.8854312
16400,0.03299316
16401,-4.468098
16402,0.25365284
16403,17.244223
16404,74.154175
16405,278.4863
16406,279.47623
16407,516.2799
16408,555.9728
16409,702.0354
16410,604.15283
16411,163.25029
16412,142.79327
16413,349.4669
16414,194.88531
16415,60.880096
16416,16.109161
16417,7.190406
16418,-6.0253
16419,1.6477476
16420,-8.132091
16421,2.7929258
16422,-5.96643
16423,0.5160214
16424,-1.4536806
16425,-15.1973295
16426,9.9318285
16427,21.222616
16428,91.30883
16429,202.84985
16430,329.8071
16431,430.84106
16432,400.29297
16433,661.89594
16434,813.9339
16435,634.8948
16436,656.43756
16437,296.14493
16438,169.87952
16439,80.314926
16440,-7.545305
16441,-3.1579013
16442,-7.9849834
16443,7.3441052
16444,-6.383379
16445,9.129255
16446,1.6551611
16447,-3.6619487
16448,-4.113142
16449,-4.8117127
16450,-1.7766836
16451,18.295246
16452,100.8183
16453,268.32336
16454,521.4637
16455,638.31494
16456,667.12695
16457,746.4879
16458,807.9832
16459,620.8841
16460,264.6064
16461,219.83958
16462,94.74627
16463,10.371225
16464,-6.5514193
16465,4.3122535
16466,0.8817542
16467,-4.6757393
16468,5.4158263
16469,-1.9134485
16470,-7.3784437
16471,3.0859165
16472,1.0787048
16473,-17.728416
16474,4.541409
16475,55.415993
16476,241.3296
16477,527.3203
16478,686.88727
16479,689.60046
16480,756.8664
16481,777.6076
16482,759.7327
16483,745.6667
16484,637.98425
16485,383.67868
16486,207.31259
16487,22.21446
16488,-9.144742
16489,-3.2472227
16490,-8.846118
16491,-3.9433138
16492,-9.920092
16493,-16.019178
16494,-16.793226
16495,-15.951233
16496,-6.6178856
16497,-0.6950975
16498,9.177185
16499,42.911957
16500,276.9835
16501,470.3181
16502,845.83405
16503,905.2199
16504,959.9314
16505,985.9406
16506,876.33575
16507,736.3959
16508,617.9397
16509,460.60013
16510,173.45583
16511,11.915043
16512,-15.145319
16513,-18.074768
16514,-12.364983
16515,-12.056441
16516,-0.4231405
16517,2.9509482
16518,-3.3544106
16519,-6.6276684
16520,-9.163742
16521,1.1306295
16522,6.605549
16523,102.0467
16524,377.41553
16525,514.7333
16526,804.1919
16527,945.14044
16528,539.76697
16529,403.6108
16530,978.6332
16531,873.0881
16532,426.2894
16533,243.49289
16534,191.2837
16535,87.70449
16536,20.95175
16537,-17.656301
16538,-5.47237
16539,-2.8648386
16540,2.0392992
16541,-20.45849
16542,-0.8259756
16543,9.570584
16544,-7.635239
16545,4.494251
16546,14.812761
16547,74.95068
16548,232.37584
16549,584.37915
16550,783.97424
16551,841.82184
16552,911.7913
16553,871.2704
16554,733.2696
16555,757.47327
16556,570.11127
16557,258.23526
16558,112.43313
16559,56.598854
16560,-11.536105
16561,3.4368258
16562,-4.00909
16563,38.92769
16564,-16.218235
16565,-2.6914532
16566,-21.241058
16567,-5.845934
16568,-15.544512
16569,-13.349472
16570,-0.3735411
16571,98.20891
16572,272.82516
16573,520.65015
16574,771.64185
16575,908.45593
16576,913.81213
16577,870.23895
16578,427.45908
16579,104.71779
16580,35.089294
