,bodeganorte
6877,-1.3287939
6878,0.117526844
6879,-7.470755
6880,-5.1593122
6881,-6.143619
6882,-3.315795
6883,-12.865973
6884,3.1934905
6885,41.588467
6886,208.65831
6887,423.79742
6888,333.3962
6889,387.95764
6890,325.43817
6891,334.51038
6892,134.5888
6893,128.36122
6894,34.327675
6895,4.343582
6896,2.1410449
6897,4.6419783
6898,-0.6618629
6899,-2.8022175
6900,4.2698145
6901,-5.1055803
6902,5.198393
6903,-7.2692237
6904,-14.460009
6905,-12.142394
6906,-5.2528505
6907,-13.742603
6908,-4.244779
6909,42.10496
6910,210.0615
6911,341.6664
6912,202.27121
6913,309.39777
6914,197.05263
6915,134.56834
6916,238.33685
6917,292.63953
6918,79.962006
6919,4.135134
6920,8.4508705
6921,5.479896
6922,10.194762
6923,-32.50052
6924,-3.2728376
6925,-4.4101973
6926,-4.0261645
6927,-3.5321493
6928,-6.2968984
6929,-4.346996
6930,1.3533508
6931,5.127163
6932,17.361897
6933,68.611496
6934,218.6028
6935,447.98566
6936,479.9327
6937,466.6087
6938,565.1718
6939,477.09378
6940,398.1214
6941,244.88817
6942,70.848206
6943,15.315778
6944,-19.732826
6945,5.738916
6946,-14.814953
6947,-3.2844627
6948,-25.003979
6949,-12.192245
6950,-14.664411
6951,-1.058649
6952,0.6340531
6953,-16.542707
6954,-4.4066424
6955,7.6149487
6956,3.4620342
6957,57.29311
6958,217.254
6959,371.88995
6960,457.36996
6961,479.07077
6962,476.3458
6963,427.02713
6964,351.13037
6965,178.18114
6966,97.402466
6967,-2.8219192
6968,-38.354202
6969,-20.224087
6970,-40.856224
6971,-37.133427
6972,-38.74927
6973,-8.145898
6974,-18.443884
6975,6.1117215
6976,-2.6470404
6977,-1.2103485
6978,1.50145
6979,5.349333
6980,7.628716
6981,86.375534
6982,346.1612
6983,493.02762
6984,496.84946
6985,367.65546
6986,352.78424
6987,330.16968
6988,181.53117
6989,176.4711
6990,149.64905
6991,4.9600945
6992,-1.4625038
6993,10.009989
6994,9.754898
6995,10.102216
6996,5.123664
6997,0.7451019
6998,0.8011534
6999,0.60870683
7000,8.01318
7001,-7.201779
7002,-0.42230785
7003,-3.1571813
7004,11.696009
7005,82.39641
7006,172.64217
7007,162.16595
7008,229.47467
7009,465.47806
7010,416.85635
7011,410.67325
7012,277.15253
7013,230.31267
7014,71.939865
7015,5.6355343
7016,23.332355
7017,-12.461016
7018,19.790806
7019,14.643092
7020,26.464096
7021,-17.712967
7022,-6.7616544
7023,-5.1588216
7024,5.7661567
7025,-1.2934506
7026,-1.7179575
7027,-9.402349
7028,21.284422
7029,94.957634
7030,333.1653
7031,485.32108
7032,581.8246
7033,589.6289
7034,623.1436
7035,605.94366
7036,469.2782
7037,311.71155
7038,124.03275
7039,24.058561
7040,49.545204
7041,20.135735
7042,44.156414
7043,17.040915
7044,20.504034
7045,4.1631374
7046,0.50247777
7047,43.70259
7048,4.24714
7049,17.940632
7050,0.026211537
7051,-5.6464834
7052,107.20831
7053,110.81881
7054,165.08809
7055,539.88763
7056,676.2085
7057,622.4226
7058,370.19656
7059,317.98355
7060,339.9293
7061,128.36076
7062,42.268703
7063,-3.4822717
7064,7.040833
7065,-7.734187
7066,-102.53633
7067,-79.039955
7068,-74.60169
7069,11.877266
7070,-28.803005
7071,7.1882634
7072,-6.1711626
7073,2.3009603
7074,-7.637436
7075,-33.363018
7076,16.050158
7077,78.40107
7078,253.41948
7079,438.23175
7080,610.33954
7081,524.5261
7082,613.6537
7083,615.4873
7084,335.86105
7085,277.7639
7086,188.94276
7087,0.29874426
7088,2.851907
7089,-6.206222
7090,11.9291935
7091,-11.120778
7092,-3.348237
7093,15.817068
7094,-82.62655
7095,-36.495533
7096,38.920376
7097,-42.79112
7098,21.955442
7099,-3.1745834
7100,88.483635
7101,142.03413
7102,423.86584
7103,576.7932
7104,832.153
7105,866.6571
7106,814.2705
7107,580.95135
7108,349.75
7109,255.21164
7110,36.47361
7111,-89.98617
7112,-108.34418
7113,-110.85695
7114,-101.77662
7115,-83.2069
7116,-91.222824
7117,5.71331
7118,1.4101833
7119,11.968912
7120,1.674257
7121,-0.82544565
7122,4.402053
7123,18.427935
7124,99.87967
7125,367.16458
7126,467.1314
7127,617.4734
7128,595.95374
7129,334.94107
7130,290.23355
7131,189.31783
7132,103.73918
7133,12.403143
7134,-4.4625463
7135,1.533448
7136,3.348782
7137,8.879118
7138,12.91968
7139,-5.4839387
7140,-0.9543663
7141,-0.61535513
7142,8.309931
7143,-10.224575
7144,-5.873825
7145,-4.367636
7146,11.751501
7147,114.48344
7148,352.5036
7149,409.4382
7150,439.40967
7151,502.83493
7152,526.30145
7153,346.28528
7154,257.61533
7155,252.91077
7156,60.34169
7157,4.130566
7158,1.1040164
7159,-6.3494296
7160,14.0600195
7161,7.5400276
7162,-3.9928937
7163,-1.4792373
7164,-0.8702663
7165,-14.908822
7166,2.560658
7167,22.116459
7168,17.415865
7169,18.301748
7170,15.195948
7171,90.71593
7172,210.23035
7173,412.08792
7174,473.59534
7175,423.95154
7176,436.59042
7177,361.88535
7178,266.76028
7179,344.7988
7180,261.56766
7181,155.85071
7182,151.82884
7183,162.47964
7184,138.24542
7185,129.54367
7186,141.45226
7187,-1.9105495
7188,3.7481976
7189,5.1169405
7190,2.709262
7191,-4.0418177
7192,3.5959015
7193,7.7389436
7194,2.6456022
7195,45.673065
7196,208.65463
7197,324.63943
7198,406.1752
7199,379.71777
7200,455.63757
7201,438.94644
7202,352.25845
7203,315.7558
7204,155.3913
7205,35.944122
7206,23.441046
7207,21.633232
7208,8.0622425
7209,9.700582
7210,2.502086
7211,25.185547
7212,-0.30991012
7213,1.4561658
7214,-1.1074004
7215,0.85796165
7216,2.9453404
7217,2.484637
7218,15.927257
7219,69.97575
7220,296.1402
7221,286.44626
7222,392.42676
7223,270.52426
7224,296.0193
7225,295.62027
7226,282.38318
7227,233.98239
7228,144.78752
7229,15.489172
7230,15.391365
7231,30.940735
7232,27.074041
7233,27.663624
7234,38.49709
7235,-18.854328
7236,22.563335
7237,40.14624
7238,38.77681
7239,41.62898
7240,36.75898
7241,22.24743
7242,-10.670712
7243,28.97544
7244,254.10303
7245,411.65836
7246,390.78745
7247,438.45947
7248,373.56485
7249,307.96762
7250,244.56876
7251,197.00763
7252,104.43275
7253,22.88346
7254,12.974824
7255,6.0400023
7256,8.860942
7257,-7.7360134
7258,16.013084
7259,-0.439173
7260,3.7224429
7261,3.9428902
7262,-8.410428
7263,-10.4815645
7264,-6.8971033
7265,-7.254484
7266,-3.5136409
7267,22.405489
7268,136.22864
7269,309.94473
7270,432.58075
7271,611.8513
7272,370.98422
7273,429.97083
7274,430.21164
7275,303.22595
7276,212.30319
7277,95.31771
7278,108.46535
7279,106.14249
7280,-2.503743
7281,-10.055516
7282,2.6814098
7283,6.698767
7284,4.5871587
7285,1.0514024
7286,-0.7292086
7287,-1.3383951
7288,1.7507614
7289,-26.758305
7290,12.519365
7291,117.07536
7292,235.99971
7293,444.80997
7294,552.85114
7295,554.68915
7296,491.49963
7297,369.51212
7298,198.24817
7299,105.37615
7300,-6.7763696
7301,-3.0578952
7302,7.529791
7303,8.029421
7304,6.208967
7305,-11.03385
7306,-2.6227088
7307,-2.4292598
7308,1.3341212
7309,-1.1982217
7310,-0.6574961
7311,-5.485372
7312,-2.5360014
7313,1.1210363
7314,56.897438
7315,141.95056
7316,251.05426
7317,260.20026
7318,249.75015
7319,321.2871
7320,230.06226
7321,257.9205
7322,94.33258
7323,108.525604
7324,9.747228
7325,23.808537
7326,1.5636632
7327,-24.78746
7328,-5.258052
7329,0.012149349
7330,-6.5535583
7331,1.9508828
7332,2.5516107
7333,2.5027866
7334,-0.8278352
7335,1.6857188
7336,-4.453714
7337,-2.4282265
7338,-3.328042
7339,105.29982
7340,296.6008
7341,259.43817
7342,190.1232
7343,220.82759
7344,97.91093
7345,102.18074
7346,73.444534
7347,102.28414
7348,25.42797
7349,3.949174
7350,4.844041
7351,0.24134816
7352,-4.991785
7353,6.0997634
7354,0.4931415
7355,0.9305123
7356,-2.1011748
7357,15.462203
7358,-0.47265247
7359,0.2821997
7360,-0.44322386
7361,-1.9432472
7362,-4.63719
7363,110.74143
7364,279.53
7365,331.0403
7366,376.7421
7367,560.0902
7368,309.3056
7369,179.7503
7370,145.67491
7371,59.446552
7372,-17.63828
7373,2.58259
7374,20.797825
7375,12.122031
7376,2.620209
7377,6.9669595
7378,1.3711675
7379,2.4574113
7380,0.90860546
7381,-0.61006284
7382,-0.5229173
7383,0.37327686
7384,1.1407536
7385,11.879585
7386,42.323383
7387,109.09745
7388,275.4651
7389,315.83145
7390,339.28812
7391,496.31653
7392,355.3346
7393,166.19545
7394,97.305756
7395,99.92841
7396,-5.6372433
7397,-2.149993
7398,-0.4836089
7399,0.6403836
7400,2.085141
7401,0.589986
7402,20.342104
7403,-1.5057325
7404,-0.97814906
7405,2.3860998
7406,4.449101
7407,3.8443878
7408,-51.845364
7409,3.5001218
7410,40.45841
7411,115.015785
7412,321.58817
7413,463.88507
7414,592.50574
7415,392.2519
7416,325.34744
7417,278.3757
7418,175.74619
7419,107.32985
7420,2.723331
7421,2.801441
7422,0.7781408
7423,3.9861019
7424,8.379574
7425,-4.3077126
7426,1.178726
7427,1.3421592
7428,-1.9447465
7429,-3.4197605
7430,-1.5197388
7431,2.8228471
7432,3.4308457
7433,-6.7124453
7434,65.49825
7435,218.94504
7436,329.303
7437,387.47046
7438,529.4919
7439,514.43097
7440,340.78723
7441,289.14816
7442,118.86239
7443,89.13354
7444,57.26391
7445,-56.574146
7446,3.1158504
7447,-46.473232
7448,-27.023754
7449,-18.025776
7450,-1.7995511
7451,-22.173132
7452,-19.7315
7453,-21.591026
7454,-3.974382
7455,-18.510796
7456,-5.773096
7457,-8.523209
7458,-5.641842
7459,139.54349
7460,343.8019
7461,403.421
7462,405.65384
7463,474.4364
7464,456.47403
7465,337.6186
7466,143.99773
7467,123.604675
7468,-6.8314276
7469,-14.398604
7470,2.6821635
7471,5.451877
7472,1.8337371
7473,0.5638371
7474,3.2902565
7475,-0.6116334
7476,0.5366613
7477,3.6045551
7478,-10.022532
7479,1.5199116
7480,-2.9696012
7481,-6.386311
7482,37.839336
7483,139.96608
7484,176.31297
7485,282.8443
7486,451.3568
7487,517.09607
7488,478.00842
7489,373.09012
7490,186.90633
7491,116.33731
7492,5.549161
7493,6.9457808
7494,4.9264493
7495,15.467967
7496,11.816103
7497,6.4957733
7498,-1.7215331
7499,2.3016872
7500,0.5885868
7501,5.1631136
7502,4.1752725
7503,1.721563
7504,-2.4188378
7505,-0.9285768
7506,6.494407
7507,131.32208
7508,214.02953
7509,372.17255
7510,522.9828
7511,482.25693
7512,448.70886
7513,235.26915
7514,208.68379
7515,99.82849
7516,-1.9204754
7517,0.21585113
7518,-5.0112967
7519,-8.964248
7520,-0.7650716
7521,-20.791145
7522,7.4718976
7523,-1.6280773
7524,2.776043
7525,2.4513998
7526,0.09915458
7527,-5.6915216
7528,0.034712166
7529,-3.7882798
7530,49.025238
7531,137.61143
7532,248.13858
7533,429.88315
7534,471.68637
7535,405.61157
7536,241.28659
7537,215.8101
7538,103.37239
7539,56.747482
7540,-1.0777074
7541,6.6530976
7542,4.4782457
7543,2.2555313
7544,2.9534712
7545,2.863268
7546,-0.030130297
7547,1.2895919
7548,-1.3067307
7549,-4.102222
7550,-8.263108
7551,-1.4891587
7552,1.7281073
7553,9.18701
7554,37.820393
7555,137.95935
7556,494.67767
7557,437.87772
7558,430.41074
7559,400.89447
7560,277.52148
7561,195.65244
7562,144.33089
7563,111.94866
7564,-0.6778107
7565,-5.257472
7566,7.6983933
7567,4.4700165
7568,-7.404459
7569,3.6014042
7570,-0.4661019
7571,-0.11886263
7572,3.0850139
7573,1.0758592
7574,6.1370173
7575,2.24932
7576,1.787825
7577,10.345827
7578,-2.695561
7579,136.8466
7580,212.95686
7581,291.57114
7582,302.61264
7583,313.10727
7584,387.62167
7585,332.4724
7586,196.14865
7587,126.5467
7588,20.40776
7589,8.941809
7590,2.3027253
7591,-3.860837
7592,2.8604374
7593,3.3771298
7594,-12.633354
7595,-6.286078
7596,-1.7942873
7597,-0.15672761
7598,-7.4754186
7599,-13.150561
7600,-2.3573418
7601,-0.15011165
7602,20.490362
7603,116.14121
7604,208.72133
7605,225.90852
7606,298.87738
7607,332.87915
7608,330.46994
7609,285.8495
7610,188.94043
7611,115.4212
7612,3.2944176
7613,1.4042574
7614,5.37842
7615,0.38601777
7616,-0.38491678
7617,-11.618614
7618,5.177669
7619,-0.15317965
7620,-1.298212
7621,3.8653595
7622,-0.8443146
7623,2.5374846
7624,8.938119
7625,3.0760765
7626,12.719966
7627,103.423965
7628,250.17157
7629,516.74207
7630,488.2538
7631,572.68225
7632,446.63358
7633,303.96918
7634,196.78748
7635,119.76703
7636,6.867358
7637,7.9995174
7638,-3.3933678
7639,-9.470133
7640,-7.942259
7641,8.863126
7642,0.44033378
7643,-1.0274923
7644,0.12966374
7645,1.9864736
7646,1.0399055
7647,5.1024747
7648,-2.2410476
7649,3.8760648
7650,-20.239819
7651,139.27565
7652,304.38364
7653,263.19702
7654,348.48218
7655,348.11484
7656,306.8311
7657,236.08038
7658,138.59789
7659,63.076637
7660,-7.5872912
7661,4.5247912
7662,7.3635254
7663,0.07067476
7664,-2.5245008
7665,-8.453113
7666,-6.4736533
7667,-3.4211688
7668,-4.149346
7669,-6.4573145
7670,8.437978
7671,-3.9865556
7672,-4.6295447
7673,-7.427384
7674,-19.413229
7675,130.30891
7676,256.33414
7677,322.34528
7678,310.7219
7679,558.4346
7680,419.1273
7681,415.85468
7682,163.45828
7683,103.31848
7684,-5.674962
7685,3.3993418
7686,-8.402113
7687,-2.071063
7688,-0.023734793
7689,0.8069032
7690,2.7596939
7691,-3.967927
7692,-3.8085213
7693,-3.3731546
7694,-0.95963895
7695,-12.325478
7696,-10.975313
7697,2.6194496
7698,31.36378
7699,101.11068
7700,212.3538
7701,275.7549
7702,193.20297
7703,229.55147
7704,228.33186
7705,206.3774
7706,114.655235
7707,96.65555
7708,-12.590411
7709,3.6068463
7710,-1.3652382
7711,0.6103724
7712,-1.0398088
7713,-6.246654
7714,-4.171872
7715,-6.155999
7716,5.082172
7717,2.50801
7718,-5.784392
7719,-12.264385
7720,-3.204307
7721,-6.969506
7722,-13.604537
7723,93.79488
7724,300.67242
7725,408.4153
7726,318.09222
7727,355.8253
7728,532.2903
7729,262.85934
7730,142.96745
7731,110.39669
7732,14.052362
7733,2.7295911
7734,1.2356982
7735,1.8929325
7736,28.9349
7737,19.32256
7738,-1.9416178
7739,-4.299916
7740,-15.519817
7741,1.7159373
7742,-4.587109
7743,-6.1441016
7744,-9.718701
7745,3.2599144
7746,37.868786
7747,85.47578
7748,293.79773
7749,355.9485
7750,339.18146
7751,253.34421
7752,275.2016
7753,104.69938
7754,120.78253
7755,100.954056
7756,-1.5936015
7757,-0.9269701
7758,-1.0441811
7759,-3.5812707
7760,7.678484
7761,12.168974
7762,-0.7015456
7763,-6.4957514
7764,-6.1134286
7765,-1.1596094
7766,-6.2001224
7767,4.511803
7768,-4.306741
7769,-5.5662704
7770,1.0792787
7771,96.781906
7772,185.8917
7773,324.6034
7774,381.4572
7775,358.0375
7776,224.17944
7777,193.9733
7778,222.8198
7779,117.46111
7780,0.24711956
7781,7.3851447
7782,4.275716
7783,3.3779614
7784,2.059639
7785,4.391948
7786,0.93783784
7787,-0.06205544
7788,1.9051237
7789,-3.2758985
7790,-3.2684379
7791,-1.4596539
7792,-2.252801
7793,-2.3022947
7794,-3.2329235
7795,80.34056
7796,192.34163
7797,319.25632
7798,266.8403
7799,405.90823
7800,220.85738
7801,219.91978
7802,108.171425
7803,101.20446
7804,21.6216
7805,1.6080099
7806,1.3008205
7807,-14.421047
7808,0.42930782
7809,1.0070989
7810,-4.219261
7811,-4.1328907
7812,-3.2014782
7813,-2.5324123
7814,-3.4597335
7815,-3.3062649
7816,-3.2512646
7817,-1.7520055
7818,-2.4579325
7819,125.742355
7820,165.6654
7821,246.35173
7822,379.484
7823,169.64839
7824,188.49214
7825,42.508686
7826,117.81437
7827,113.89486
7828,7.291873
7829,4.8838673
7830,-0.53751475
7831,5.419107
7832,5.226185
7833,9.166372
7834,-2.336493
7835,2.9729128
7836,0.6598327
7837,-1.058271
7838,-6.13168
7839,-5.2398024
7840,-1.0140824
7841,-0.16693452
7842,-15.144445
7843,165.56639
7844,237.42212
7845,232.32259
7846,259.14066
7847,222.32768
7848,133.63011
7849,141.20099
7850,154.26054
7851,65.87303
7852,-5.758244
7853,-1.1005355
7854,-1.1424595
7855,2.656611
7856,-0.26750326
7857,5.7671523
7858,-2.2474284
7859,1.7547401
7860,-1.7833244
7861,-2.6894288
7862,1.4930629
7863,-1.0879664
7864,-2.7523308
7865,-10.3646145
7866,23.082495
7867,197.26207
7868,175.52077
7869,135.57388
7870,282.5906
7871,147.22052
7872,129.6609
7873,37.58438
7874,114.07026
7875,22.552252
7876,-4.1842966
7877,2.4031715
7878,0.07716264
7879,8.077523
7880,0.61087847
7881,4.885845
7882,-4.70858
7883,5.303689
7884,-3.1443534
7885,-5.394415
7886,-11.791043
7887,-5.1638417
7888,-24.86933
7889,7.471832
7890,47.790035
7891,147.74046
7892,266.1474
7893,331.80487
7894,222.43571
7895,107.74555
7896,165.98987
7897,101.65286
7898,138.59886
7899,47.89469
7900,1.7243665
7901,11.973212
7902,-1.9498111
7903,8.961406
7904,28.294027
7905,10.063645
7906,-0.7969229
7907,-0.7356584
7908,-0.37705237
7909,3.784305
7910,4.3149033
7911,0.65802693
7912,3.0227323
7913,11.298134
7914,48.556934
7915,112.889046
7916,275.11612
7917,382.6176
7918,422.9861
7919,483.89758
7920,427.6703
7921,426.32062
7922,158.95662
7923,80.72114
7924,4.816056
7925,6.870425
7926,-1.1837271
7927,-0.6570315
7928,3.3446627
7929,-26.01807
7930,3.1764038
7931,-6.8250513
7932,0.47748786
7933,-1.6671661
7934,6.639765
7935,-2.1971579
7936,-5.3278418
7937,9.386447
7938,37.190327
7939,173.64893
7940,307.342
7941,606.62604
7942,679.50885
7943,730.78296
7944,643.1536
7945,445.8009
7946,307.22455
7947,252.05647
7948,45.94007
7949,-10.515436
7950,-10.731719
7951,-9.662501
7952,-10.085928
7953,-13.832689
7954,-5.195164
7955,-4.403446
7956,-21.136099
7957,-13.465843
7958,37.405
7959,4.3039575
7960,1.6960638
7961,-7.08047
7962,43.009747
7963,205.1647
7964,377.8727
7965,541.5072
7966,641.0888
7967,589.72473
7968,596.29675
7969,463.82874
7970,337.57718
7971,210.59735
7972,35.837166
7973,-10.387969
7974,-8.819043
7975,-6.306986
7976,-8.245987
7977,22.44352
7978,-23.602697
7979,4.8857136
7980,-2.4880764
7981,-8.395468
7982,-4.12999
7983,-0.32752192
7984,-37.330956
7985,-9.1846285
7986,59.995247
7987,217.14703
7988,309.26782
7989,585.9799
7990,687.8908
7991,629.05884
7992,644.8486
7993,467.2165
7994,317.61685
7995,207.76231
7996,29.895084
7997,10.451336
7998,-1.6301707
7999,-14.388752
8000,-2.1678503
8001,3.5367737
8002,5.079852
8003,3.2573962
8004,15.654224
8005,2.9149594
8006,18.167183
8007,-10.997912
8008,-4.445358
8009,-3.5990088
8010,46.260586
8011,215.5007
8012,507.33603
8013,535.499
8014,654.4091
8015,705.397
8016,692.6726
8017,515.7347
8018,371.0351
8019,218.99617
8020,54.64835
8021,-4.4580774
8022,-3.8551438
8023,-2.3950508
8024,1.0821565
8025,-0.85649335
8026,0.8581161
8027,-4.013092
8028,-2.7954566
8029,-1.293558
8030,-8.497623
8031,-10.45378
8032,-9.696485
8033,-3.8015924
8034,29.369986
8035,211.85551
8036,360.24887
8037,553.7331
8038,630.3825
8039,243.18184
8040,619.5982
8041,397.9038
8042,228.64594
8043,146.39331
8044,3.1205292
8045,3.6035752
8046,-9.525614
8047,-11.278939
8048,8.582682
8049,-11.791701
8050,-10.544366
8051,38.847794
8052,-8.815945
8053,-21.71502
8054,-1.3808359
8055,3.541866
8056,45.788975
8057,-5.145047
8058,31.440414
8059,94.54893
8060,277.033
8061,318.64355
8062,373.15823
8063,333.06943
8064,284.8135
8065,321.26187
8066,130.9807
8067,38.950172
8068,14.853677
8069,-19.721073
8070,-1.546719
8071,3.2385323
8072,5.2816415
8073,4.4700575
8074,6.2142773
8075,2.4560654
8076,3.3919153
8077,-6.6475916
8078,3.020831
8079,16.39287
8080,4.6120496
8081,-7.723197
8082,74.309456
8083,99.40141
8084,303.22403
8085,378.30682
8086,523.3228
8087,501.79144
8088,555.78503
8089,226.82336
8090,119.949135
8091,181.75002
8092,82.98634
8093,26.81868
8094,25.546394
8095,4.1339855
8096,46.826805
8097,15.704095
8098,3.6407886
8099,2.3094335
8100,41.15693
8101,3.599344
8102,8.515912
8103,-3.947554
8104,-2.6486876
8105,-0.5942951
8106,-7.6414857
8107,147.08914
8108,169.79816
8109,399.17447
8110,488.41473
8111,576.31116
8112,616.23816
8113,430.38998
8114,187.3138
8115,82.79034
8116,7.941412
8117,20.31614
8118,20.865631
8119,20.565493
8120,16.051624
8121,25.541403
8122,0.689462
8123,0.36275744
8124,2.0497909
8125,-0.5488687
8126,-4.505294
8127,0.16908962
8128,-0.29184535
8129,23.183296
8130,51.486153
8131,206.80376
8132,430.21616
8133,641.20044
8134,583.4822
8135,350.6766
8136,409.48633
8137,178.09465
8138,165.8289
8139,205.69804
8140,14.988672
8141,1.4286431
8142,-0.22255057
8143,-3.727622
8144,-16.692875
8145,-13.135202
8146,1.1603494
8147,1.1977056
8148,-4.6439524
8149,7.185579
8150,-0.19601595
8151,5.629488
8152,0.031997927
8153,-8.097272
8154,44.21256
8155,151.1063
8156,295.57135
8157,388.28522
8158,285.87906
8159,309.17947
8160,289.59564
8161,138.71535
8162,82.277954
8163,162.19675
8164,40.116505
8165,-1.6993514
8166,-3.2435913
8167,7.093307
8168,-0.41664732
8169,1.1518668
8170,-3.4126296
8171,-6.5258107
8172,-2.7208598
8173,7.3056803
8174,5.166243
8175,-6.4072843
8176,-0.34605512
8177,1.7117869
8178,35.814426
8179,230.06636
8180,373.48172
8181,681.4312
8182,511.05716
8183,477.96658
8184,342.6003
8185,236.2089
8186,101.407104
8187,95.28262
8188,51.121765
8189,-9.944771
8190,1.565487
8191,-3.8934817
8192,7.2902827
8193,-0.33834904
8194,6.932724
8195,5.7932496
8196,-4.984147
8197,-8.107481
8198,-1.2780019
8199,-6.423112
8200,2.4348261
8201,3.8933496
8202,23.47582
8203,132.69981
8204,238.3504
8205,183.38179
8206,342.8123
8207,219.7095
8208,187.2168
8209,114.24411
8210,110.21967
8211,83.65254
8212,32.42204
8213,8.866456
8214,-0.50369644
8215,6.757117
8216,4.7362337
8217,-6.8170524
8218,0.72174245
8219,1.6146556
8220,-0.618144
8221,-2.2145534
8222,1.7157639
8223,4.680214
8224,-3.1308212
8225,-6.703528
8226,24.490402
8227,136.47745
8228,217.30272
8229,178.0639
8230,346.5581
8231,331.722
8232,450.1405
8233,205.3886
8234,107.4303
8235,178.07161
8236,8.074819
8237,-8.263051
8238,4.7003603
8239,6.7299623
8240,2.5384095
8241,2.8138175
8242,-4.3192577
8243,-3.3580837
8244,0.52721876
8245,-2.7210217
8246,-3.5893621
8247,-0.87954825
8248,-1.6044693
8249,0.7427873
8250,11.29385
8251,175.37239
8252,255.47992
8253,388.75537
8254,387.45883
8255,376.87534
8256,362.29373
8257,302.0479
8258,193.06871
8259,163.76361
8260,38.49512
8261,4.1787515
8262,7.855653
8263,-3.5515094
8264,8.019286
8265,4.897631
8266,-4.1946282
8267,-1.5603676
8268,-3.5678792
8269,1.9258281
8270,-4.154374
8271,0.4974342
8272,0.8442995
8273,0.15414134
8274,28.304905
8275,142.63455
8276,291.74478
8277,426.9997
8278,466.25375
8279,544.8793
8280,476.6807
8281,404.54153
8282,200.6694
8283,203.73483
8284,-7.0645595
8285,-2.233761
8286,0.53040725
8287,0.4534141
8288,13.99313
8289,20.395748
8290,-2.9388537
8291,4.7726784
8292,-0.25339937
8293,0.6506289
8294,-2.2842572
8295,2.94273
8296,18.665314
8297,-28.416376
8298,19.615547
8299,188.17708
8300,393.127
8301,476.49585
8302,430.97623
8303,529.40265
8304,437.59195
8305,397.69858
8306,281.41946
8307,172.08847
8308,21.686216
8309,-0.22985548
8310,1.8472868
8311,-2.3856106
8312,-4.5495567
8313,4.996349
8314,-1.7059376
8315,16.289877
8316,-4.781204
8317,1.1147113
8318,-2.9910872
8319,-12.992896
8320,-8.694957
8321,-6.122387
8322,24.987436
8323,166.47357
8324,332.9995
8325,461.42593
8326,373.95883
8327,461.97208
8328,377.99115
8329,227.58038
8330,157.18973
8331,201.40637
8332,29.027393
8333,1.48719
8334,8.70663
8335,15.681943
8336,-6.0274134
8337,-3.8348503
8338,-14.013195
8339,-12.87734
8340,-2.2097218
8341,-7.20619
8342,4.823894
8343,3.8012915
8344,4.3832335
8345,-2.3228269
8346,21.108454
8347,167.38211
8348,223.96584
8349,269.27472
8350,257.11325
8351,251.52238
8352,280.65875
8353,339.52374
8354,304.50934
8355,249.6739
8356,57.56658
8357,-5.3724256
8358,-6.8700576
8359,0.03643848
8360,8.340455
8361,4.279415
8362,-1.9583267
8363,-3.3233843
8364,-0.03216792
8365,3.5105453
8366,1.7951661
8367,7.3956337
8368,4.1002154
8369,-1.0241603
8370,17.84395
8371,153.83383
8372,276.03937
8373,331.49335
8374,519.73663
8375,422.49948
8376,453.52304
8377,451.01978
8378,209.32744
8379,233.28629
8380,65.65844
8381,-2.1069365
8382,-4.064825
8383,7.800047
8384,-5.0381527
8385,-23.424374
8386,-3.0115995
8387,15.696257
8388,-2.6645474
8389,14.645276
8390,2.2731743
8391,4.1317306
8392,5.2081923
8393,4.891433
8394,34.168324
8395,191.17235
8396,321.475
8397,540.3496
8398,415.86758
8399,521.43915
8400,463.7609
8401,401.42825
8402,229.72946
8403,162.61826
8404,34.59325
8405,-11.032204
8406,-2.4904053
8407,-13.416204
8408,-3.5345423
8409,-24.640217
8410,-0.5146757
8411,3.7485602
8412,1.2392924
8413,1.1513609
8414,-30.432535
8415,-2.5693038
8416,-8.306779
8417,-4.684279
8418,44.67989
8419,211.80177
8420,370.86368
8421,457.80756
8422,672.5211
8423,649.879
8424,622.25757
8425,523.3742
8426,256.7052
8427,201.81497
8428,36.95498
8429,9.76028
8430,0.48195612
8431,0.6825196
8432,4.7265587
8433,5.0140667
8434,3.4339418
8435,6.2104197
8436,0.9091
8437,-0.14465764
8438,0.981906
8439,1.7352129
8440,1.2799371
8441,6.481814
8442,9.75525
8443,190.65836
8444,384.94052
8445,508.4797
8446,554.3476
8447,579.94446
8448,530.241
8449,428.4515
8450,281.71008
8451,198.57341
8452,8.158706
8453,-0.5632733
8454,-1.6478721
8455,0.44424736
8456,-5.447478
8457,-6.8900876
8458,-2.3965516
8459,0.5975103
8460,-3.790859
8461,-1.2662414
8462,4.87862
8463,-2.689744
8464,-2.8270705
8465,9.559996
8466,34.168324
8467,126.29967
8468,321.04825
8469,634.7833
8470,581.52185
8471,551.75275
8472,516.8892
8473,465.53076
8474,319.11517
8475,218.63516
8476,71.89844
8477,20.561512
8478,0.111840256
8479,-77.92565
8480,86.30364
8481,-3.3070667
8482,-6.0996895
8483,-7.256855
8484,-7.8556466
8485,-8.591645
8486,-11.177769
8487,-5.8937063
8488,-3.6477075
8489,37.31077
8490,43.835903
8491,208.5819
8492,304.99304
8493,403.0472
8494,697.08716
8495,550.33057
8496,439.63254
8497,497.9227
8498,280.62192
8499,144.4618
8500,11.732483
8501,-9.541732
8502,-7.8388405
8503,-1.5897871
8504,-0.9203845
8505,2.826591
8506,-37.530094
