,balsa-laguna
3159,-8.840997
3160,0.12485271
3161,15.373723
3162,65.66503
3163,237.84784
3164,436.08002
3165,587.0363
3166,411.36993
3167,239.19629
3168,95.704285
3169,140.79326
3170,193.06668
3171,105.62494
3172,105.08696
3173,34.513172
3174,5.3411646
3175,-14.780189
3176,-4.3517814
3177,-3.6034446
3178,-4.0234785
3179,17.048445
3180,223.82814
3181,149.51868
3182,88.31428
3183,105.363365
3184,78.96266
3185,44.641434
3186,18.364878
3187,51.992508
3188,162.47032
3189,108.03736
3190,42.65334
3191,-1.4790287
3192,-4.6370144
3193,-2.631497
3194,0.42670113
3195,-13.386867
3196,9.540391
3197,2.5538
3198,2.304965
3199,6.8001223
3200,1.9440181
3201,12.396188
3202,58.606434
3203,77.60063
3204,303.81293
3205,349.53857
3206,235.62547
3207,185.7445
3208,250.70334
3209,577.74884
3210,559.6876
3211,218.33057
3212,116.42958
3213,91.77344
3214,53.45497
3215,7.003985
3216,-13.204971
3217,9.215527
3218,-4.087164
3219,-0.58420527
3220,-0.43363616
3221,-13.85795
3222,2.7186747
3223,2.981782
3224,2.9057639
3225,-1.5703313
3226,18.353954
3227,145.02615
3228,267.37064
3229,254.22078
3230,185.2905
3231,270.07278
3232,429.23834
3233,179.1003
3234,178.65346
3235,210.02858
3236,125.74407
3237,100.25852
3238,34.05276
3239,11.28723
3240,-2.4224412
3241,-16.12503
3242,-0.99044293
3243,6.003473
3244,-2.1442091
3245,-3.5380125
3246,2.6224856
3247,48.766228
3248,-16.870354
3249,-8.49433
3250,21.36799
3251,77.7298
3252,214.89586
3253,184.03424
3254,120.463974
3255,220.2941
3256,174.0424
3257,340.72653
3258,457.5164
3259,593.37036
3260,153.05011
3261,121.99948
3262,59.038837
3263,4.0877376
3264,-4.6225214
3265,2.244987
3266,2.7854822
3267,0.30878413
3268,9.946355
3269,-14.937523
3270,0.009973396
3271,4.852911
3272,-2.1899307
3273,-0.11001634
3274,28.35637
3275,205.1676
3276,517.38995
3277,744.7565
3278,666.2209
3279,585.61115
3280,585.2911
3281,546.9295
3282,746.42566
3283,745.87195
3284,525.4962
3285,367.2176
3286,115.75728
3287,0.6819526
3288,-9.954595
3289,-17.014376
3290,16.250364
3291,7.2262907
3292,-31.18733
3293,-35.55646
3294,3.3728428
3295,42.554314
3296,60.91224
3297,93.744545
3298,26.638058
3299,188.39401
3300,355.4169
3301,620.48645
3302,685.1357
3303,724.06525
3304,845.65375
3305,832.79987
3306,632.75385
3307,697.2771
3308,483.30914
3309,400.04126
3310,165.76448
3311,80.93264
3312,103.7203
3313,76.586525
3314,36.91884
3315,64.45739
3316,17.10194
3317,-2.6424658
3318,3.3486404
3319,0.57682604
3320,-21.277308
3321,-4.1419377
3322,24.53673
3323,59.40322
3324,291.16965
3325,323.46167
3326,431.18872
3327,369.4102
3328,422.0007
3329,261.8558
3330,393.74564
3331,333.23544
3332,264.47342
3333,96.68091
3334,46.967354
3335,11.887045
3336,-1.3023858
3337,-3.057287
3338,-8.629535
3339,-7.2286153
3340,-15.732636
3341,-1.8691571
3342,3.1112676
3343,2.9530506
3344,-4.887174
3345,-6.905072
3346,18.732244
3347,101.58838
3348,264.44626
3349,221.39444
3350,437.69177
3351,307.82944
3352,125.93275
3353,324.0747
3354,269.07922
3355,136.40564
3356,350.22275
3357,235.32336
3358,48.95134
3359,4.898536
3360,-5.9119086
3361,-6.8954635
3362,-8.371389
3363,-18.004583
3364,8.38013
3365,1.6367586
3366,5.5870214
3367,-10.600148
3368,22.124165
3369,4.9374475
3370,23.297005
3371,139.43385
3372,483.6058
3373,343.82767
3374,441.06998
3375,661.0094
3376,688.9937
3377,532.0367
3378,518.4494
3379,400.86716
3380,321.46503
3381,220.02042
3382,52.524506
3383,-6.2421827
3384,-6.783845
3385,33.49732
3386,1.9100688
3387,-12.799014
3388,33.939762
3389,10.193157
3390,1.2735744
3391,-6.9863434
3392,39.77979
3393,9.8678055
3394,22.48603
3395,153.2922
3396,293.24005
3397,632.84033
3398,776.19666
3399,871.97
3400,829.64233
3401,948.23346
3402,783.3547
3403,767.54803
3404,614.09686
3405,528.216
3406,142.97981
3407,109.318016
3408,1.4719006
3409,22.772846
3410,23.777792
3411,17.047165
3412,4.41634
3413,-1.547892
3414,-5.8252964
3415,-5.7240877
3416,16.616022
3417,-9.572129
3418,19.121859
3419,119.18376
3420,333.94263
3421,606.07135
3422,830.4412
3423,913.41583
3424,955.8281
3425,720.83496
3426,503.83813
3427,530.8034
3428,526.29156
3429,397.09573
3430,77.197556
3431,8.556029
3432,34.42765
3433,5.3543835
3434,10.387453
3435,28.987162
3436,-6.706668
3437,6.3339252
3438,-0.4088956
3439,-6.9724574
3440,5.2811027
3441,-5.752029
3442,4.4496813
3443,83.64987
3444,228.73651
3445,476.46036
3446,633.131
3447,707.66205
3448,838.85815
3449,934.18616
3450,732.14264
3451,663.9286
3452,546.55383
3453,377.63693
3454,52.71494
3455,13.411409
3456,25.473623
3457,11.802861
3458,25.938242
3459,25.205927
3460,0.01971785
3461,14.573986
3462,35.08504
3463,16.338676
3464,12.399517
3465,11.63126
3466,22.313452
3467,180.74559
3468,492.15363
3469,650.5036
3470,664.603
3471,491.81857
3472,470.52893
3473,423.62344
3474,363.7411
3475,219.32729
3476,179.78792
3477,38.664734
3478,50.798607
3479,-19.269676
3480,-7.6486797
3481,20.56422
3482,-13.441807
3483,-27.522871
3484,2.0350254
3485,14.7946825
3486,-3.8577302
3487,9.455867
3488,9.837952
3489,12.174411
3490,29.288252
3491,111.55581
3492,179.34015
3493,232.80989
3494,326.42358
3495,367.9279
3496,353.7253
3497,444.446
3498,352.44992
3499,290.90192
3500,205.33289
3501,119.75603
3502,59.40463
3503,6.1801424
3504,-5.8852396
3505,-0.98530704
3506,-6.186143
3507,2.1934237
3508,-8.331261
3509,-2.9498136
3510,6.3931775
3511,6.9107366
3512,13.265273
3513,1.8154461
3514,24.493761
3515,67.13045
3516,248.411
3517,179.46548
3518,296.26123
3519,183.36125
3520,119.756775
3521,309.93353
3522,183.4579
3523,278.53894
3524,178.57593
3525,113.83622
3526,15.232496
3527,2.7796454
3528,-2.4839125
3529,-4.118473
3530,-1.0733583
3531,5.9594574
3532,12.417137
3533,-4.0188694
3534,4.766783
3535,23.4697
3536,8.060757
3537,-36.822826
3538,30.754007
3539,95.06692
3540,213.1785
3541,185.90488
3542,133.78294
3543,188.30516
3544,467.98425
3545,474.97995
3546,829.11804
3547,247.25403
3548,287.8433
3549,113.19629
3550,53.047607
3551,4.1707087
3552,-9.073956
3553,-6.212881
3554,-7.8359156
3555,-3.837415
3556,21.284243
3557,5.3461456
3558,-4.462596
3559,8.768439
3560,-3.2362905
3561,5.227346
3562,28.106647
3563,164.12502
3564,273.26273
3565,340.44952
3566,148.42372
3567,94.828156
3568,413.87918
3569,231.17014
3570,204.39413
3571,403.42084
3572,199.31297
3573,167.82857
3574,39.500828
3575,4.561732
3576,-8.328444
3577,-32.71856
3578,-14.628252
3579,-12.798629
3580,-4.426504
3581,9.284641
3582,-6.451274
3583,2.1451156
3584,-7.211385
3585,11.463173
3586,26.02133
3587,83.81769
3588,218.2625
3589,297.71985
3590,398.2092
3591,673.3874
3592,733.572
3593,514.2284
3594,797.25415
3595,555.2289
3596,309.2941
3597,172.18237
3598,66.97144
3599,4.3629637
3600,-1.8321193
3601,-3.6952584
3602,-9.753378
3603,-25.41178
3604,-13.010043
3605,-6.5185513
3606,-7.676738
3607,-17.094406
3608,-15.124741
3609,-15.655376
3610,19.773212
3611,46.449562
3612,243.09673
3613,444.48062
3614,767.59467
3615,849.76587
3616,945.2921
3617,835.0626
3618,838.56226
3619,723.2865
3620,444.49747
3621,246.5893
3622,49.999474
3623,-1.2632377
3624,-1.3410344
3625,-33.1642
3626,-6.5547056
3627,-17.172176
3628,-9.303382
3629,-8.848933
3630,9.191637
3631,11.145517
3632,-0.8920232
3633,11.470984
3634,31.013504
3635,156.23875
3636,302.96146
3637,439.40048
3638,731.95233
3639,214.47386
3640,273.96985
3641,202.80002
3642,203.33331
3643,89.58164
3644,25.820698
3645,-22.429485
3646,-20.558998
3647,-9.472833
3648,-16.39105
3649,-12.580024
3650,-8.1258335
3651,-7.575548
3652,-3.7171988
3653,-8.553751
3654,-4.7011027
3655,19.925575
3656,53.237083
3657,114.10439
3658,315.1868
3659,457.45184
3660,448.14542
3661,383.85373
3662,351.9744
3663,351.29565
3664,309.84866
3665,206.5128
3666,171.93965
3667,125.371056
3668,54.26365
3669,-2.4227016
3670,-16.120003
3671,-6.5768
3672,2.1220593
3673,-13.2896595
3674,22.282543
3675,-21.496222
3676,47.262363
3677,-5.9771485
3678,1.7549762
3679,71.62478
3680,43.30251
3681,151.1626
3682,342.86783
3683,546.9073
3684,532.79395
3685,582.04034
3686,877.78876
3687,655.3169
3688,656.72156
3689,638.3138
3690,465.78046
3691,272.1404
3692,99.34953
3693,45.47594
3694,-6.4559436
3695,-0.31916723
3696,4.228489
3697,11.308842
3698,9.048664
3699,-4.11651
3700,7.117096
3701,0.12704769
3702,32.765396
3703,2.3097086
3704,-5.478876
3705,91.430244
3706,88.99697
3707,170.18793
3708,160.58623
3709,491.26645
3710,830.77057
3711,896.5668
3712,656.4796
3713,299.5753
3714,161.52818
3715,207.36916
3716,54.96198
3717,23.827528
3718,2.3887997
3719,1.3763803
3720,6.653467
3721,-0.8761744
3722,-2.8583758
3723,-1.0417004
3724,-14.304236
3725,-15.328361
3726,-12.414757
3727,2.7537758
3728,29.747175
3729,146.9871
3730,354.48685
3731,286.89215
3732,393.5992
3733,465.4109
3734,608.6045
3735,526.0364
3736,571.57446
3737,399.10062
3738,180.08592
3739,63.34565
3740,29.348154
3741,6.1514373
3742,-4.7035165
3743,-1.2837849
3744,-4.9045753
3745,-3.1132815
3746,-13.572333
3747,-6.5697546
3748,-8.450979
3749,0.7127654
3750,-1.9894267
3751,-21.902878
3752,0.7785309
3753,32.744614
3754,82.8423
3755,137.40924
3756,190.93439
3757,373.40652
3758,584.44165
3759,597.02234
3760,406.71527
3761,334.83725
3762,291.63263
3763,165.86917
3764,92.33822
3765,14.652981
3766,-6.798138
3767,-3.253391
3768,0.84870046
3769,-3.0321493
3770,-4.0262213
3771,1.6475921
3772,-0.48350626
3773,-0.35484675
3774,1.7241724
3775,55.81959
3776,25.066847
3777,66.90989
3778,144.74904
3779,160.74176
3780,319.94922
3781,329.61838
3782,400.6255
3783,361.55435
3784,301.23615
3785,248.98149
3786,156.68127
3787,101.7194
3788,29.297337
3789,-5.846977
3790,3.2603004
3791,0.13808665
3792,-5.929108
3793,-3.2879055
3794,-9.750935
3795,0.5018233
3796,1.6122519
3797,12.396962
3798,-5.8557167
3799,-11.138176
3800,27.60782
3801,128.4248
3802,172.97354
3803,248.57652
3804,267.67596
3805,223.18286
3806,513.426
3807,562.599
3808,562.52344
3809,456.8691
3810,344.39188
3811,123.90369
3812,51.94216
3813,6.421593
3814,4.2867937
3815,-8.362965
3816,-1.1966932
3817,-2.4105701
3818,6.6947446
3819,5.9972324
3820,33.16332
3821,5.4024167
3822,6.395013
3823,-2.9614856
3824,39.857815
3825,131.97105
3826,213.16379
3827,279.0082
3828,316.34714
3829,401.0396
3830,336.4217
3831,361.43988
3832,299.7481
3833,260.40445
3834,154.9586
3835,77.104256
3836,39.67194
3837,-2.865517
3838,-8.160713
3839,-0.4420384
3840,-0.48371756
3841,1.4459326
3842,-11.79225
3843,-3.4589233
3844,-11.035488
3845,1.9286693
3846,-17.806768
3847,2.4660263
3848,28.940098
3849,102.339134
3850,128.03072
3851,194.52522
3852,228.76773
3853,283.1399
3854,262.01733
3855,251.03883
3856,420.3687
3857,455.12778
3858,280.45795
3859,126.566895
3860,51.935883
3861,9.567221
3862,5.7067347
3863,-2.7820885
3864,1.540837
3865,-4.253581
3866,9.526286
3867,-10.5043335
3868,-2.4095697
3869,-1.3536655
3870,-10.968428
3871,2.3873107
3872,25.428032
3873,127.30436
3874,191.29742
3875,297.52597
3876,424.67252
3877,326.8988
3878,385.90424
3879,371.68018
3880,384.80048
3881,260.92758
3882,299.83743
3883,132.39708
3884,104.63781
3885,29.699762
3886,29.075962
3887,50.622826
3888,3.8770342
3889,17.4555
3890,32.09482
3891,9.008329
3892,-18.08846
3893,-5.5028753
3894,-5.2901516
3895,-10.536797
3896,17.595373
3897,124.85238
3898,244.27544
3899,319.05634
3900,362.3093
3901,451.70877
3902,417.1319
3903,363.7477
3904,329.64767
3905,243.97823
3906,191.17998
3907,99.742584
3908,71.78144
3909,1.3044634
3910,-17.142796
3911,22.628992
3912,-10.330243
3913,3.8525414
3914,-14.276694
3915,-2.3977857
3916,2.1992414
3917,-0.9463393
3918,-0.7540576
3919,-7.8654604
3920,13.190676
3921,73.52645
3922,57.878426
3923,97.93677
3924,84.949005
3925,179.42845
3926,191.24327
3927,89.07743
3928,65.4961
3929,192.93834
3930,277.3978
3931,164.54617
3932,51.30355
3933,7.8641176
3934,-3.9012125
3935,22.69582
3936,-3.0734315
3937,-1.4567343
3938,0.26447067
3939,1.8594363
3940,-3.2693567
3941,-3.140697
3942,13.961752
3943,-7.553458
3944,18.721369
3945,130.81766
3946,203.62624
3947,200.7136
3948,310.53198
3949,305.48615
3950,461.2979
3951,477.02576
3952,467.07925
3953,476.89682
3954,426.74728
3955,246.60098
3956,62.72792
3957,23.672472
3958,13.113591
3959,6.564769
3960,-2.6730175
3961,-2.108817
3962,2.7961533
3963,2.6651676
3964,5.0859857
3965,4.6482215
3966,5.467227
3967,-0.55691034
3968,38.21312
3969,99.795105
3970,347.58224
3971,584.02924
3972,719.7104
3973,818.79974
3974,835.1728
3975,763.8948
3976,444.16086
3977,282.6361
3978,242.66478
3979,72.2348
3980,29.02883
3981,13.234929
3982,-2.7641788
3983,-17.868998
3984,-27.410103
3985,-13.796888
3986,-4.2767577
3987,-55.689552
3988,-55.084
3989,19.306332
3990,1.5064014
3991,-15.135447
3992,13.954323
3993,70.34438
3994,159.9794
3995,222.84366
3996,280.6455
3997,403.35013
3998,470.43625
3999,464.75095
4000,442.04523
4001,277.3417
4002,160.60255
4003,227.43013
4004,116.126526
4005,3.3140502
4006,-4.871335
4007,2.8784168
4008,-2.1862626
4009,-8.074184
4010,4.461181
4011,3.27645
4012,1.7066547
4013,8.881832
4014,0.94578564
4015,4.6973166
4016,2.189399
4017,109.32296
4018,247.20808
4019,238.33795
4020,441.98358
4021,551.27954
4022,541.1164
4023,519.17725
4024,374.72025
4025,298.29822
4026,630.2908
4027,240.74326
4028,78.27413
4029,6.17993
4030,-2.4705753
4031,0.2705029
4032,-0.210818
4033,-7.7408476
4034,-3.0832872
4035,-10.071812
4036,2.759039
4037,-8.850642
4038,11.270186
4039,-9.306798
4040,22.679424
4041,49.654346
4042,225.23888
4043,318.44083
4044,483.8365
4045,640.2817
4046,426.13208
4047,391.99225
4048,543.61847
4049,362.31934
4050,531.7174
4051,289.63998
4052,172.6581
4053,35.61722
4054,6.7699037
4055,-11.1137
4056,-12.117669
4057,-5.1480002
4058,10.729209
4059,-9.94873
4060,-9.202822
4061,-9.780455
4062,17.834229
4063,-1.109945
4064,61.538033
4065,235.83437
4066,196.70656
4067,240.6189
4068,203.80708
4069,177.3546
4070,143.27017
4071,214.26917
4072,195.08199
4073,239.79138
4074,145.28809
4075,42.493526
4076,12.813487
4077,6.8231196
4078,-1.7367276
4079,-1.2483224
4080,-1.2727317
4081,0.99960726
4082,1.38364
4083,1.1995113
4084,-3.947261
4085,33.87414
4086,-19.401657
4087,3.5929956
4088,85.76003
4089,283.5561
4090,261.48517
4091,252.40002
4092,771.17816
4093,643.69336
4094,216.69582
4095,146.75829
4096,140.58736
4097,162.58133
4098,129.03635
4099,67.15179
4100,7.2762437
4101,-21.561518
4102,-3.9829268
4103,0.4135697
4104,-7.681944
4105,-3.088305
4106,-3.3337991
4107,-2.0252075
4108,-3.3892682
4109,49.225227
4110,6.8056483
4111,25.67378
4112,130.93404
4113,180.46509
4114,263.14798
4115,165.89288
4116,221.76831
4117,255.36084
4118,178.58806
4119,154.03276
4120,151.2397
4121,95.5628
4122,63.995026
4123,44.290855
4124,17.955519
4125,1.320819
4126,-1.2135767
4127,-7.2532988
4128,-29.370432
4129,4.1051955
4130,-24.417068
4131,1.1683192
4132,-2.8360581
4133,-14.241899
4134,23.469233
4135,103.277054
4136,119.88523
4137,133.36841
4138,217.36487
4139,160.80148
4140,257.92508
4141,213.30157
4142,190.92838
4143,211.30452
4144,89.692055
4145,162.6378
4146,119.99726
4147,36.313766
4148,16.073006
4149,-5.761745
4150,0.5663344
4151,7.3852477
4152,-12.54899
4153,-7.397543
4154,-2.3778563
4155,-1.9735875
4156,-8.229316
4157,-4.9284534
4158,-7.8938904
4159,-4.9559975
4160,80.53163
4161,112.92042
4162,205.76411
4163,186.57478
4164,54.789753
4165,127.160225
4166,29.66369
4167,134.42374
4168,189.8521
4169,145.94171
4170,95.325645
4171,48.032097
4172,10.14798
4173,2.0534093
4174,-1.8268626
4175,-2.5361118
4176,-22.527367
4177,-8.937951
4178,-9.900569
4179,-6.094284
4180,1.1866105
4181,19.942013
4182,10.461737
4183,23.0846
4184,72.69487
4185,325.88306
4186,660.6832
4187,697.08075
4188,880.84827
4189,642.9835
4190,316.261
4191,211.52191
4192,129.27655
4193,205.9759
4194,142.21684
4195,68.014626
4196,22.420267
4197,-15.772966
4198,-3.6057398
4199,25.347906
4200,-0.8659834
4201,-9.7002535
4202,-9.878895
4203,-12.818784
4204,1.2327117
4205,-2.913947
4206,7.7054095
4207,4.5735345
4208,35.51233
4209,234.19989
4210,412.02512
4211,543.8137
4212,407.81335
4213,395.57742
4214,566.8789
4215,643.52014
4216,605.39325
4217,271.51337
4218,92.90085
4219,28.219267
4220,-18.514868
4221,-9.277231
4222,1.1806777
4223,-14.098301
4224,-11.109167
4225,-4.2043114
4226,3.921522
4227,-3.0147078
4228,-13.611129
4229,13.458676
4230,-3.8221164
4231,13.648602
4232,104.925026
4233,278.5399
4234,295.7177
4235,233.05862
4236,425.36426
4237,463.347
4238,639.25433
4239,405.58685
4240,360.6457
4241,276.1232
4242,155.72018
4243,67.47327
4244,12.475945
4245,1.5656579
4246,0.8933333
4247,-2.602355
4248,-2.4879322
4249,0.5771231
4250,4.690976
4251,-1.4360482
4252,0.8130115
4253,12.095138
4254,0.9179435
4255,45.747055
4256,62.042244
4257,139.59718
4258,204.35239
4259,188.29723
4260,370.77048
4261,404.89923
4262,419.19415
4263,386.19412
4264,291.248
4265,371.98907
4266,166.91998
4267,61.366566
4268,-23.873981
4269,-19.78217
4270,12.906224
4271,11.2953615
4272,4.509392
4273,-25.575214
4274,-24.141848
4275,-14.569564
4276,-5.196951
4277,-5.038843
4278,-2.3672366
4279,17.237982
4280,101.87538
4281,168.14645
4282,296.47836
4283,280.46112
4284,290.1428
4285,384.52554
4286,455.4234
4287,469.607
4288,401.62656
4289,253.41995
4290,164.0329
4291,119.84367
4292,52.09452
4293,10.578311
4294,29.693928
4295,5.360596
4296,18.925577
4297,6.4166822
4298,-0.042465888
4299,-7.668022
4300,-14.673766
4301,-19.530613
4302,-21.56965
4303,6.181442
4304,62.550404
4305,208.82434
4306,487.9169
4307,723.4979
4308,895.6934
4309,919.8346
4310,897.82623
4311,887.7372
4312,754.79205
4313,666.473
4314,462.5998
4315,63.396988
4316,-51.68318
4317,4.2086954
4318,-19.35562
4319,3.7620814
4320,-38.89051
4321,9.216927
4322,-17.435951
4323,2.6178641
4324,8.57563
4325,-1.1225772
4326,6.832223
4327,9.786546
4328,83.83068
4329,214.34393
4330,453.3383
4331,827.97046
4332,921.45325
4333,1034.7455
4334,647.15533
4335,688.01044
4336,754.69104
4337,726.7037
4338,338.00687
4339,166.76392
4340,-23.722221
4341,-8.297968
4342,-35.742245
4343,-12.207866
4344,9.978913
4345,3.182126
4346,7.3034678
4347,7.0739756
4348,12.161473
4349,7.843274
4350,6.17628
4351,17.769306
4352,62.620575
4353,266.48834
4354,448.77182
4355,432.7063
4356,375.53107
4357,418.04916
4358,423.19376
4359,304.3206
4360,226.62454
4361,309.4336
4362,168.33905
4363,107.58835
4364,43.930862
4365,8.987736
4366,-17.098837
4367,31.960781
4368,57.69814
4369,31.71216
4370,0.5810625
4371,-0.0046179816
4372,-19.239883
4373,-23.32504
4374,-2.4114358
4375,15.916009
4376,95.189835
4377,272.35318
4378,376.85956
4379,663.12225
4380,843.4259
4381,881.8269
4382,973.9619
4383,916.9528
4384,734.7648
4385,610.92633
4386,404.06116
4387,98.80781
4388,68.95593
4389,-0.85336506
4390,-0.02368655
4391,33.515156
4392,28.52483
4393,10.829286
4394,10.942441
4395,3.6514602
4396,3.8201833
4397,20.776018
4398,-14.270444
4399,38.03632
4400,116.483925
4401,329.05612
4402,561.5434
4403,815.3731
4404,960.93823
4405,899.26337
4406,744.458
4407,489.30518
4408,447.1438
4409,428.99863
4410,172.22787
4411,81.69091
4412,17.696838
4413,-5.9956284
4414,11.569353
4415,13.733505
4416,-43.641197
4417,-16.385376
4418,-5.782978
4419,29.770803
4420,1.193075
4421,-3.0606382
4422,6.601659
4423,20.941105
4424,117.84037
4425,215.75078
4426,342.83395
4427,422.86435
4428,451.23224
4429,451.55997
4430,452.01755
4431,407.24103
4432,279.11496
4433,290.16348
4434,157.54071
4435,123.70982
4436,23.091814
4437,10.1676
4438,-21.760267
4439,-8.137108
4440,-13.01668
4441,-12.767777
4442,-16.301622
4443,3.373804
4444,1.4373568
4445,5.425619
4446,-2.6741004
4447,21.775122
4448,123.86136
4449,213.6786
4450,448.15283
4451,662.9266
4452,550.0746
4453,395.63678
4454,500.98492
4455,428.2469
4456,265.23605
4457,296.24683
4458,70.35529
4459,44.297832
4460,-2.430498
4461,-14.068344
4462,-4.528161
4463,-8.416268
4464,-1.4729433
4465,-16.462706
4466,-0.09152975
4467,-1.1398987
4468,-1.4337639
4469,-8.292156
4470,12.988024
4471,30.880905
4472,95.78666
4473,154.58768
4474,245.9619
4475,318.32217
4476,585.2181
4477,412.92776
4478,374.51288
4479,426.6999
4480,300.31326
4481,211.30458
4482,106.563866
4483,73.39704
4484,11.423795
4485,5.7039595
4486,16.324799
4487,0.6276264
4488,-8.800287
4489,-8.688435
4490,-8.174398
4491,-6.5158973
4492,-1.8779145
4493,-7.091573
4494,-7.9130588
4495,19.305212
4496,34.169025
4497,185.42644
4498,166.14473
4499,205.4505
4500,311.96722
4501,275.58792
4502,447.84424
4503,632.7317
4504,357.65164
4505,105.68794
4506,101.58499
4507,58.358746
4508,21.816902
4509,-23.71971
4510,-8.254466
4511,7.956883
4512,-15.426592
4513,6.9702907
4514,3.0182931
4515,0.9083239
4516,4.7591233
4517,-8.391122
4518,9.1256485
4519,5.5527005
4520,70.33416
4521,193.44939
4522,338.62973
4523,527.5622
4524,668.44824
4525,653.97864
4526,622.6113
4527,560.76263
4528,305.13834
4529,200.37375
4530,141.1141
4531,69.574005
4532,13.458435
4533,4.2899065
4534,3.027539
4535,6.1438837
4536,3.2073262
4537,-5.876328
4538,-4.2428613
4539,-4.2428613
4540,-1.8245195
4541,-1.8245195
4542,0.5119386
4543,22.460922
4544,46.980583
4545,128.46593
4546,274.03348
4547,390.44138
4548,476.47296
4549,449.2479
4550,447.79608
4551,451.6408
4552,315.59714
4553,221.75476
4554,151.479
4555,94.92982
4556,5.672126
4557,-3.472539
4558,-5.0549045
4559,10.961054
4560,6.5676017
4561,-7.260862
4562,-6.431259
4563,-6.8617826
4564,-0.44297388
4565,-14.299703
4566,-5.8009467
4567,28.116034
4568,51.938854
4569,238.0581
4570,505.82462
4571,318.385
4572,644.48175
4573,556.2055
4574,489.40436
4575,413.30298
4576,296.57425
4577,178.19505
4578,185.47275
4579,89.46504
4580,5.1237288
4581,19.386072
4582,8.138477
4583,-15.595948
4584,-6.058582
4585,9.46726
4586,9.851293
4587,7.893785
4588,5.419827
4589,14.578178
4590,-4.7497673
4591,23.042181
4592,39.834415
4593,153.17595
4594,334.5577
4595,253.13052
4596,194.13959
4597,195.24524
4598,306.02878
4599,342.57416
4600,332.8565
4601,350.81787
4602,286.7621
4603,85.11665
4604,19.276161
4605,-3.8893867
4606,-9.693379
4607,-7.8430233
4608,-9.986693
4609,-9.977873
4610,2.6982365
4611,3.8379598
4612,-3.2207
4613,18.667892
4614,-1.9705249
4615,19.036762
4616,63.31396
4617,139.86781
4618,115.86159
4619,159.2782
4620,289.67526
4621,421.79034
4622,488.30966
4623,501.5631
4624,474.44586
4625,362.04886
4626,155.55962
4627,61.381714
4628,5.7121606
4629,-23.518312
4630,-0.5603751
4631,-15.5554905
4632,0.95344067
4633,1.6077513
4634,5.7601066
4635,-3.331525
4636,24.869484
4637,-0.507378
4638,0.64624274
4639,22.977896
4640,50.30829
4641,193.89058
4642,249.9755
4643,270.9453
4644,290.5612
4645,273.76672
4646,308.42435
4647,330.1706
4648,186.04878
4649,122.60284
4650,114.13156
4651,62.544422
4652,13.562149
4653,-22.565325
4654,1.4033124
4655,-3.1815429
4656,12.07596
4657,-12.996564
4658,-7.3257127
4659,-6.038923
4660,10.747728
4661,15.867729
4662,-4.442637
4663,18.721497
4664,55.09897
4665,189.93547
4666,346.9977
4667,488.7848
4668,565.0561
4669,601.53186
4670,633.04004
4671,569.5855
4672,565.50885
4673,328.57523
4674,96.13037
4675,60.811398
4676,32.161068
4677,10.140965
4678,4.963511
4679,-3.1623619
4680,-1.1339686
4681,0.7645854
4682,45.90922
4683,29.29802
4684,45.98702
4685,73.13464
4686,74.68672
4687,86.38603
4688,114.522675
4689,137.05785
4690,211.1982
4691,177.91687
4692,141.628
4693,115.625824
4694,144.47571
4695,202.66974
4696,160.41223
4697,221.06224
4698,168.7692
4699,52.587482
4700,38.611614
4701,27.180624
4702,22.254545
4703,31.928524
4704,22.606138
4705,12.6015005
4706,71.83498
4707,-5.1021843
4708,40.114487
4709,21.243464
4710,19.964407
4711,41.291195
4712,75.118675
4713,168.81187
4714,270.44617
4715,220.43138
4716,357.15857
4717,576.58276
4718,590.8107
4719,446.0401
4720,178.24362
4721,145.3112
4722,93.89984
4723,44.83818
4724,5.5323057
4725,-3.6430616
4726,-4.547105
4727,-3.9499865
4728,-13.060139
4729,1.2518767
4730,1.0772455
4731,9.934843
4732,10.442556
4733,41.16048
4734,19.380367
4735,17.202045
4736,27.331488
4737,130.32036
4738,220.55313
4739,253.81058
4740,582.7511
4741,600.3161
4742,380.27417
4743,354.1474
4744,441.0749
4745,232.10648
4746,137.85954
4747,36.52465
4748,-2.857917
4749,-40.28058
4750,-13.06365
4751,-4.515519
4752,-5.933773
4753,3.411346
4754,14.190278
4755,7.4064035
4756,-5.1271772
4757,-5.1271772
4758,-3.289028
4759,26.120773
4760,57.0883
4761,176.51004
4762,212.92175
4763,169.27078
4764,314.87314
4765,510.7339
4766,388.88232
4767,360.47055
4768,371.9223
4769,153.19717
4770,92.66385
4771,80.12306
4772,3.2894053
4773,-4.3645163
4774,-0.32517523
4775,-4.311779
4776,-2.3495605
4777,3.1222882
4778,-0.83584535
4779,-0.83584535
4780,-0.707186
4781,3.3901935
4782,12.769505
4783,26.087708
4784,58.278248
4785,158.56714
4786,198.98961
4787,320.41068
4788,390.12814
4789,266.50397
4790,347.25705
4791,647.3824
4792,256.3793
4793,201.92152
4794,191.7719
4795,68.40893
4796,32.1205
4797,-12.985253
4798,-17.59863
4799,-7.7009153
4800,2.51643
4801,-8.449547
4802,7.121443
4803,7.121443
4804,5.5179367
4805,1.2518616
4806,0.6100371
4807,19.16502
4808,59.918724
4809,169.66313
4810,179.34442
4811,145.25998
4812,260.72656
4813,293.37897
4814,372.3036
4815,282.15887
4816,151.74707
4817,152.5194
4818,118.77524
4819,51.863037
4820,7.793128
