,mont-picocruz
6014,29.749022
6015,69.40347
6016,124.226234
6017,101.12863
6018,98.32147
6019,58.533
6020,-21.025026
6021,-15.051603
6022,-13.126168
6023,-13.126168
6024,-13.126168
6025,10.9595995
6026,2.3923862
6027,2.3923862
6028,3.0521514
6029,3.0521514
6030,4.458523
6031,36.49519
6032,7.0040627
6033,22.657898
6034,126.5689
6035,73.42918
6036,53.64057
6037,18.549244
6038,66.53551
6039,198.11009
6040,182.70488
6041,157.36975
6042,123.75262
6043,53.881145
6044,13.214351
6045,0.17433316
6046,2.099768
6047,2.099768
6048,2.099768
6049,6.0953083
6050,4.29748
6051,4.29748
6052,4.957245
6053,4.957245
6054,0.031983264
6055,11.886692
6056,-2.6808996
6057,45.5169
6058,132.09355
6059,174.65784
6060,186.23564
6061,167.26422
6062,160.03079
6063,184.08952
6064,120.17141
6065,138.72327
6066,136.72221
6067,69.63129
6068,18.51402
6069,11.3345175
6070,-20.68306
6071,-21.76371
6072,-17.455261
6073,1.6483394
6074,3.8224869
6075,3.8224869
6076,1.55046
6077,1.55046
6078,2.6845303
6079,10.86336
6080,-0.6662087
6081,45.5169
6082,132.09355
6083,174.65784
6084,214.54913
6085,202.90341
6086,173.48766
6087,83.27361
6088,162.00288
6089,54.48507
6090,54.046394
6091,38.537308
6092,66.893875
6093,-2.0457075
6094,-6.9633756
6095,-3.1342158
6096,-4.676434
6097,-3.5455687
6098,9.476251
6099,32.810787
6100,53.58578
6101,153.7083
6102,292.03918
6103,374.9302
6104,572.2745
6105,609.0238
6106,667.699
6107,570.8185
6108,488.34778
6109,343.7892
6110,228.58223
6111,129.39859
6112,55.896614
6113,36.05649
6114,35.241283
6115,50.27633
6116,51.493305
6117,-5.626838
6118,-8.245424
6119,-3.679331
6120,12.380259
6121,8.952841
6122,23.92661
6123,22.388304
6124,55.11833
6125,198.47862
6126,433.05933
6127,578.00836
6128,629.91864
6129,631.0014
6130,602.01385
6131,602.14655
6132,497.87408
6133,546.3741
6134,407.50122
6135,59.407154
6136,10.389704
6137,4.6739125
6138,-12.551519
6139,-11.108511
6140,-3.461919
6141,-4.8967333
6142,40.520737
6143,-1.2894763
6144,-4.5630536
6145,24.488724
6146,-27.669376
6147,-28.77767
6148,49.97975
6149,164.96786
6150,485.66214
6151,556.57446
6152,626.7878
6153,681.62476
6154,693.005
6155,655.74457
6156,609.7786
6157,416.8207
6158,359.3308
6159,119.21108
6160,64.574524
6161,-24.126387
6162,35.436653
6163,-16.07879
6164,35.365025
6165,31.103413
6166,10.06303
6167,15.621976
6168,-36.447525
6169,-19.164482
6170,-0.63675797
6171,20.34229
6172,33.134945
6173,281.52972
6174,512.7799
6175,672.18195
6176,810.6913
6177,871.1708
6178,906.2873
6179,772.99817
6180,746.47125
6181,552.10406
6182,438.34528
6183,114.77201
6184,10.731313
6185,-21.05267
6186,46.155437
6187,-65.76523
6188,-71.191536
6189,-76.70646
6190,19.473888
6191,7.761275
6192,14.160522
6193,34.903877
6194,-13.680718
6195,-3.7706985
6196,35.7911
6197,226.30415
6198,491.1065
6199,631.388
6200,749.3493
6201,802.4138
6202,727.0482
6203,615.4456
6204,605.2375
6205,457.19687
6206,437.62546
6207,134.42435
6208,64.95356
6209,3.5753746
6210,24.523846
6211,14.409589
6212,-3.4000595
6213,-35.01916
6214,-40.698223
6215,-33.72406
6216,-20.02793
6217,-17.806072
6218,-11.073689
6219,1.3575464
6220,72.87482
6221,159.26544
6222,469.23834
6223,568.17615
6224,581.58795
6225,648.88696
6226,681.2078
6227,614.90265
6228,547.24164
6229,397.4211
6230,355.70926
6231,81.30215
6232,3.6380422
6233,-2.4286346
6234,9.068031
6235,1.0708331
6236,32.937103
6237,8.031342
6238,-9.994834
6239,0.64022934
6240,-3.4845304
6241,3.2893562
6242,-97.78478
6243,-77.73024
6244,-21.895256
6245,103.340775
6246,430.7428
6247,648.90076
6248,715.3675
6249,779.3184
6250,779.45184
6251,702.6523
6252,578.63293
6253,418.40213
6254,292.05487
6255,125.41157
6256,61.886105
6257,82.73775
6258,22.391333
6259,-5.969205
6260,49.751053
6261,4.239596
6262,-64.313995
6263,-59.811928
6264,-60.604034
6265,-152.32257
6266,-107.07126
6267,-52.04807
6268,-28.528145
6269,204.46213
6270,493.58328
6271,600.951
6272,657.1622
6273,726.04553
6274,806.1352
6275,756.3888
6276,707.22125
6277,595.9697
6278,462.8954
6279,135.80893
6280,76.62212
6281,-17.572264
6282,-18.823854
6283,-22.733027
6284,44.08646
6285,2.0154657
6286,22.04628
6287,27.333998
6288,-13.699949
6289,-58.78965
6290,-155.77594
6291,-57.348778
6292,-23.619087
6293,206.89731
6294,489.47263
6295,699.5655
6296,844.61694
6297,905.3894
6298,925.70197
6299,813.59283
6300,764.5859
6301,605.53156
6302,439.78958
6303,121.25127
6304,67.99697
6305,-22.07599
6306,-27.236755
6307,-27.236755
6308,-27.236755
6309,-67.91583
6310,-58.219154
6311,-77.35217
6312,-159.4
6313,-159.4
6314,-148.9049
6315,-67.57109
6316,23.775578
6317,220.11685
6318,426.9166
6319,527.67255
6320,737.13934
6321,754.97876
6322,780.7229
6323,751.53796
6324,623.0249
6325,551.5963
6326,401.2377
6327,109.458145
6328,75.058266
6329,-46.193073
6330,26.054571
6331,-79.95945
6332,-83.87078
6333,-67.984215
6334,5.4023166
6335,-65.299934
6336,-20.808672
6337,-22.439154
6338,-65.80393
6339,-95.67885
6340,-47.949673
6341,50.45782
6342,178.85997
6343,559.5943
6344,632.6938
6345,682.46075
6346,690.696
6347,613.17267
6348,534.2913
6349,376.4849
6350,242.66484
6351,108.23398
6352,70.79483
6353,35.46729
6354,12.666767
6355,18.274193
6356,-21.252388
6357,13.432521
6358,43.9064
6359,24.670807
6360,21.966574
6361,27.88092
6362,-1.4163824
6363,11.800141
6364,26.668514
6365,215.10474
6366,432.02774
6367,580.8722
6368,683.64594
6369,638.91174
6370,675.6556
6371,581.56683
6372,491.99548
6373,412.19626
6374,375.395
6375,47.422066
6376,-8.949668
6377,-8.011233
6378,36.630787
6379,40.58324
6380,59.619297
6381,-98.66618
6382,-92.167755
6383,-33.18718
6384,-94.21275
6385,-64.86031
6386,10.10513
6387,25.172611
6388,59.71193
6389,261.1136
6390,510.99612
6391,606.7822
6392,680.3771
6393,711.1282
6394,819.0726
6395,720.4607
6396,603.6405
6397,359.13007
6398,316.8885
6399,61.304966
6400,22.303638
6401,31.843006
6402,-2.9805446
6403,-0.3468048
6404,13.8151
6405,9.573762
6406,-74.65095
6407,-23.344671
6408,-30.271873
6409,12.524937
6410,10.700605
6411,18.185276
6412,35.36712
6413,231.09317
6414,488.97113
6415,600.98157
6416,670.72473
6417,692.4629
6418,826.6129
6419,764.17035
6420,646.0559
6421,577.4975
6422,393.48245
6423,99.26016
6424,42.323948
6425,28.77924
6426,30.32129
6427,30.597616
6428,37.727253
6429,-19.523659
6430,-34.136837
6431,-29.296017
6432,-15.04283
6433,-46.021034
6434,-84.15461
6435,-70.36347
6436,35.8558
6437,209.4359
6438,410.13815
6439,508.03323
6440,584.4812
6441,905.36523
6442,868.148
6443,759.13135
6444,644.97003
6445,504.39923
6446,391.02927
6447,69.32169
6448,83.58598
6449,81.3555
6450,-99.91587
6451,-80.36765
6452,-68.36613
6453,1.4556593
6454,-120.062744
6455,-14.087509
6456,-7.160335
6457,-6.532747
6458,-4.2042155
6459,16.959002
6460,42.083393
6461,159.8106
6462,457.76236
6463,492.8837
6464,529.07434
6465,643.4559
6466,692.9035
6467,636.24896
6468,468.60736
6469,459.41586
6470,333.4598
6471,55.312668
6472,-8.652795
6473,-11.949133
6474,-3.1176229
6475,17.732672
6476,-16.183357
6477,-109.29892
6478,-22.794985
6479,3.2957366
6480,-5.74801
6481,-10.580701
6482,-0.796453
6483,-6.8247476
6484,41.064903
6485,198.55896
6486,369.31274
6487,504.12628
6488,603.64856
6489,690.9292
6490,713.2689
6491,704.5668
6492,622.578
6493,481.07037
6494,336.36255
6495,58.443195
6496,7.402013
6497,-14.479195
6498,9.794921
6499,1.0328177
6500,-18.833435
6501,-5.51871
6502,-4.467214
6503,1.7227297
6504,-11.278394
6505,-11.340877
6506,-6.3495264
6507,-3.6140108
6508,46.885975
6509,196.17085
6510,414.45816
6511,498.7349
6512,598.3806
6513,737.4968
6514,821.84644
6515,730.8857
6516,659.1331
6517,492.56998
6518,358.25186
6519,78.69919
6520,-4.8181176
6521,7.43861
6522,10.380782
6523,19.412357
6524,9.982927
6525,3.2918909
6526,-4.2794757
6527,-27.510155
6528,-26.892145
6529,5.238251
6530,-28.165102
6531,5.6390576
6532,19.178394
6533,206.42473
6534,489.84628
6535,648.4101
6536,736.0457
6537,875.1989
6538,903.6708
6539,728.9851
6540,656.1597
6541,541.3288
6542,367.81537
6543,72.50316
6544,21.32819
6545,0.014227524
6546,0.51451856
6547,-0.7464293
6548,-19.813517
6549,-14.811813
6550,40.32039
6551,13.271993
6552,-5.5048776
6553,-2.5004222
6554,9.904375
6555,5.86601
6556,38.969105
6557,240.5573
6558,468.49802
6559,637.5483
6560,758.59985
6561,828.0665
6562,843.9847
6563,712.9167
6564,682.6751
6565,539.9473
6566,344.7638
6567,81.86331
6568,26.580383
6569,-0.9147054
6570,-4.7332377
6571,-8.437761
6572,-10.001026
6573,-12.214761
6574,-29.440788
6575,-12.134473
6576,-9.944551
6577,-6.723813
6578,-10.486609
6579,-4.693683
6580,32.187744
6581,182.4191
6582,399.69543
6583,494.17023
6584,688.11884
6585,768.0893
6586,798.3087
6587,737.26434
6588,673.50684
6589,481.35016
6590,373.87823
6591,40.21198
6592,10.388587
6593,-11.207544
6594,0.84366524
6595,-9.09322
6596,4.9890747
6597,-23.887112
6598,-42.011536
6599,-11.68544
6600,1.5975844
6601,5.1604266
6602,1.7982246
6603,7.1828017
6604,34.597393
6605,242.0665
6606,363.08722
6607,519.2919
6608,554.09625
6609,763.43195
6610,786.4052
6611,727.1572
6612,659.043
6613,492.72943
6614,373.35602
6615,77.02886
6616,13.194815
6617,1.6191727
6618,-10.194869
6619,-10.98619
6620,-11.250274
6621,8.531229
6622,-2.5121655
6623,4.054585
6624,-30.554634
6625,-14.286839
6626,-15.729559
6627,-13.576313
6628,26.634796
6629,171.1792
6630,462.20358
6631,537.6148
6632,662.34607
6633,875.92163
6634,853.91736
6635,773.2697
6636,627.4736
6637,491.4691
6638,353.443
6639,98.36549
6640,41.51385
6641,72.978294
6642,40.73474
6643,3.4258876
6644,4.0850544
6645,-6.3182454
6646,4.417342
6647,-11.766661
6648,-32.48379
6649,-23.792578
6650,-3.3700626
6651,-25.207623
6652,33.317593
6653,194.34042
6654,198.54535
6655,393.858
6656,545.0451
6657,618.81464
6658,606.3053
6659,518.78827
6660,522.96716
6661,303.4787
6662,254.16823
6663,85.766266
6664,8.250665
6665,7.6506658
6666,-9.204502
6667,-8.786003
6668,4.571113
6669,13.974456
6670,-15.696278
6671,-27.054113
6672,-0.30268648
6673,-15.214786
6674,-14.424201
6675,-8.646755
6676,29.851923
6677,145.28548
6678,379.44702
6679,533.1
6680,443.2972
6681,643.51276
6682,671.8932
6683,514.0273
6684,497.00275
6685,348.5056
6686,250.55925
6687,72.165855
6688,5.627897
6689,-2.5339308
6690,6.0768304
6691,17.707863
6692,16.549374
6693,1.1295999
6694,-1.6137861
6695,-1.8603925
6696,-4.387831
6697,-6.2393794
6698,37.40874
6699,179.8622
6700,465.2796
6701,541.40454
6702,557.7044
6703,659.3606
6704,680.3027
6705,668.9352
6706,652.7739
6707,470.68747
6708,339.7758
6709,81.436386
6710,23.619648
6711,26.210955
6712,12.309128
6713,-19.498127
6714,-17.119112
6715,-21.921383
6716,-21.537352
6717,3.1946142
6718,-2.234503
6719,-57.839916
6720,-3.1257052
6721,5.4044785
6722,35.671604
6723,76.31403
6724,216.56738
6725,530.4831
6726,600.1672
6727,762.7384
6728,776.9162
6729,654.5666
6730,535.8099
6731,342.56512
6732,244.4829
6733,63.793068
6734,19.256895
6735,-0.8119544
6736,-28.23214
6737,-23.618738
6738,-19.902332
6739,-21.854202
6740,-11.667203
6741,-3.0170393
6742,-9.803716
6743,-32.862396
6744,-12.755033
6745,-2.0590422
6746,45.419254
6747,200.8407
6748,206.05913
6749,539.4487
6750,695.03125
6751,800.9258
6752,793.6413
6753,446.373
6754,370.85333
6755,186.34683
6756,174.68996
6757,38.057995
6758,12.247964
6759,-14.846146
6760,-7.5580416
6761,-12.760525
6762,4.970932
6763,-9.025197
6764,-7.415355
6765,2.6886554
6766,-5.9735208
6767,-1.5822227
6768,-2.566998
6769,23.42478
6770,59.547054
6771,252.912
6772,318.26898
6773,371.85486
6774,563.5097
6775,670.6515
6776,782.0602
6777,664.0675
6778,548.0165
6779,388.704
6780,242.72546
6781,111.96803
6782,23.591463
6783,16.696934
6784,4.8894367
6785,-1.9826351
6786,-7.473712
6787,12.510859
6788,-15.715323
6789,10.021803
6790,-5.919068
6791,-3.7162437
6792,-44.168743
6793,-4.076094
6794,20.747168
6795,241.2741
6796,521.21643
6797,581.603
6798,596.4269
6799,622.77094
6800,691.2914
6801,573.0217
6802,578.5767
6803,471.94577
6804,393.79703
6805,58.130383
6806,-65.7744
6807,-24.347271
6808,17.073402
6809,-20.163332
6810,-20.455307
6811,-22.999907
6812,-22.389336
6813,-23.746927
6814,-24.15828
6815,-28.533224
6816,-24.913807
6817,-22.232157
6818,-41.373657
6819,157.73592
6820,445.51172
6821,503.13834
6822,606.09247
6823,828.1714
6824,854.1176
6825,754.846
6826,686.77826
6827,506.1488
6828,353.2842
6829,93.93876
6830,6.9826093
6831,-3.0003638
6832,-0.02898407
6833,10.825686
6834,-64.60536
6835,-123.457
6836,-131.37137
6837,-123.266556
6838,-123.67791
6839,-123.67791
6840,0.49312082
6841,-17.621254
6842,36.693478
6843,129.33736
6844,225.56189
6845,456.52884
6846,529.25775
6847,640.1354
6848,645.4571
6849,543.20154
6850,542.7525
6851,319.8067
6852,186.40201
6853,97.268616
6854,-93.88841
6855,-117.741104
6856,-113.56177
6857,11.035622
6858,-14.918375
6859,-75.220505
6860,-6.7739587
6861,-0.7285342
6862,-1.1398873
6863,-7.876058
6864,-5.0008616
6865,-3.950069
6866,37.88188
6867,195.99684
6868,260.79688
6869,461.9538
6870,544.6371
6871,655.27386
6872,573.9424
6873,476.9741
6874,460.11176
6875,294.24692
6876,219.12668
6877,49.100887
6878,-0.66952384
6879,-16.418135
6880,-30.384241
6881,-9.686477
6882,-5.9097247
6883,11.840161
6884,-2.161858
6885,-1.2636105
6886,12.780725
6887,4.6885734
6888,7.204944
6889,42.936745
6890,214.54376
6891,437.8988
6892,480.4899
6893,538.73364
6894,789.99426
6895,826.4162
6896,646.573
6897,566.90356
6898,344.0421
6899,293.88623
6900,72.13738
6901,8.355807
6902,-7.8149605
6903,-3.7760584
6904,-13.91998
6905,-2.84997
6906,-9.096212
6907,-27.095907
6908,-13.429489
6909,-26.090542
6910,-43.251522
6911,6.7289534
6912,-3.865118
6913,46.68883
6914,157.2474
6915,391.75305
6916,483.6091
6917,538.7884
6918,712.8384
6919,696.9172
6920,723.57446
6921,690.2768
6922,569.58264
6923,377.47592
6924,70.99356
6925,5.600058
6926,-18.674099
6927,-35.792324
6928,-92.058784
6929,-116.585365
6930,-142.34169
6931,-145.95204
6932,-129.01689
6933,-130.12007
6934,-93.73165
6935,-70.09739
6936,-40.71543
6937,33.23637
6938,259.34332
6939,457.66812
6940,571.9219
6941,695.542
6942,869.9171
6943,873.8216
6944,697.86255
6945,631.4044
6946,428.34296
6947,277.1537
6948,-4.3461514
6949,-125.86475
6950,-34.600773
6951,-43.535152
6952,-82.33885
6953,-65.02851
6954,-81.42568
6955,-33.546844
6956,-33.498943
6957,-44.358955
6958,-19.426079
6959,-23.452162
6960,-7.3876877
6961,22.226034
6962,225.12794
6963,439.9673
6964,565.433
6965,626.8499
6966,653.8961
6967,669.19073
6968,557.9446
6969,635.16486
6970,377.7848
6971,290.13083
6972,95.684135
6973,29.390997
6974,-7.232722
6975,3.7897234
6976,3.2985592
6977,-3.0856328
6978,-9.095433
6979,-3.3865192
6980,-18.580326
6981,-11.595717
6982,-24.700243
6983,-27.846895
6984,-21.834772
6985,15.755357
6986,185.01474
6987,434.0015
6988,540.288
6989,585.3469
6990,708.09235
6991,824.13153
6992,648.44586
6993,626.14667
6994,499.41406
6995,354.15842
6996,80.34838
6997,3.7633462
6998,-21.409174
6999,-17.81953
7000,-10.303743
7001,-6.882581
7002,-15.970654
7003,-32.572964
7004,-21.255186
7005,-16.045328
7006,-1.0664243
7007,8.811651
7008,-1.6756452
7009,62.635426
7010,210.23611
7011,414.1068
7012,564.792
7013,589.6051
7014,847.50726
7015,823.20013
7016,776.9624
7017,739.02637
7018,551.9176
7019,376.4155
7020,79.407326
7021,15.818984
7022,-90.65691
7023,-74.28328
7024,-106.43465
7025,-134.69835
7026,-161.21036
7027,-61.37553
7028,-0.7617806
7029,-7.5940685
7030,-2.2440364
7031,-13.040666
7032,-10.431298
7033,17.552328
7034,198.60345
7035,441.77554
7036,549.72614
7037,603.1726
7038,678.8214
7039,690.02594
7040,576.45123
7041,500.8854
7042,311.31833
7043,232.42645
7044,49.511135
7045,21.860407
7046,6.9329376
7047,22.083527
7048,-14.228611
7049,-19.69571
7050,-8.713151
7051,-47.98941
7052,-13.359923
7053,-19.554987
7054,-3.8634768
7055,-22.69787
7056,-12.379474
7057,28.436844
7058,149.97165
7059,172.61101
7060,257.35336
7061,319.95093
7062,378.179
7063,532.4568
7064,447.25177
7065,442.4354
7066,270.52017
7067,247.12111
7068,70.25093
7069,-7.1922855
7070,3.446425
7071,14.635131
7072,11.020739
7073,19.06753
7074,-7.3978677
7075,-5.6917553
7076,-5.070904
7077,-19.057205
7078,-10.531032
7079,-26.220528
7080,-63.73608
7081,47.263615
7082,58.546375
7083,143.31548
7084,395.4018
7085,505.73007
7086,535.64014
7087,579.9411
7088,450.81958
7089,401.3523
7090,315.93042
7091,285.76587
7092,86.49538
7093,22.35619
7094,31.152271
7095,26.637953
7096,19.310297
7097,-11.2282295
7098,-1.6555899
7099,-2.5046606
7100,0.20927921
7101,14.636325
7102,-39.269123
7103,-35.657658
7104,-52.113014
7105,33.11115
7106,154.79225
7107,467.20163
7108,532.7385
7109,643.74817
7110,658.93884
7111,730.57654
7112,567.7004
7113,546.0577
7114,335.339
7115,343.66528
7116,85.17446
7117,5.612437
7118,22.434223
7119,16.818516
7120,17.774458
7121,1.254913
7122,-15.764931
7123,13.052199
7124,5.9694667
7125,-28.776913
7126,-28.523037
7127,-29.513351
7128,-15.5244
7129,6.207493
7130,184.10904
7131,413.56076
7132,585.54755
7133,710.0968
7134,773.9154
7135,783.8807
7136,786.32935
7137,705.9676
7138,479.5413
7139,372.02682
7140,86.77513
7141,35.462105
7142,-2.0834615
7143,-91.89666
7144,-94.71339
7145,-98.726074
7146,-1.3575109
7147,9.386481
7148,-1.745901
7149,-2.5380034
7150,-6.660195
7151,-2.907935
7152,3.8247845
7153,42.291542
7154,223.36989
7155,362.34473
7156,528.73376
7157,582.2235
7158,639.0011
7159,727.97406
7160,669.0591
7161,510.66705
7162,283.29068
7163,236.02007
7164,55.000412
7165,-39.768063
7166,-108.25506
7167,-18.555931
7168,-18.555931
7169,-18.555931
7170,-7.116853
7171,-13.17748
7172,-13.17748
7173,-98.998665
7174,-114.29709
7175,-115.63151
7176,-11.293304
7177,18.70978
7178,120.95514
7179,273.00995
7180,500.6691
7181,558.3723
7182,603.767
7183,625.3234
7184,525.66205
7185,588.0538
7186,371.93094
7187,280.50467
7188,66.822365
7189,20.65419
7190,1.2203548
7191,3.5550807
7192,-14.882442
7193,-19.88063
7194,-2.416218
7195,26.539097
7196,31.763977
7197,-1.2155786
7198,-2.2531748
7199,1.6910099
7200,6.874379
7201,21.742062
7202,176.32182
7203,293.1071
7204,445.1984
7205,481.84692
7206,569.25323
7207,541.5015
7208,530.015
7209,473.07538
7210,330.1094
7211,137.43614
7212,105.90846
7213,24.696434
7214,60.375195
7215,16.434183
7216,-7.697588
7217,5.44025
7218,6.6668024
7219,13.120927
7220,2.6485686
7221,-52.186745
7222,-47.155853
7223,-64.30836
7224,-6.7584276
7225,56.759872
7226,122.44271
7227,304.8798
7228,422.7382
7229,475.0592
7230,548.97833
7231,542.52094
7232,449.31842
7233,455.90244
7234,193.64375
7235,309.7216
7236,82.40714
7237,-20.233088
7238,8.247642
7239,18.978674
7240,18.074488
7241,-15.466775
7242,-4.525815
7243,-19.096458
7244,-14.492042
7245,-21.031036
7246,-2.4493923
7247,15.686288
7248,-48.941025
7249,45.623123
7250,203.25258
7251,265.43143
7252,411.99585
7253,484.2427
7254,597.5694
7255,613.571
7256,540.5263
7257,459.73203
7258,308.61136
7259,163.31758
7260,86.89327
7261,23.605404
7262,14.290771
7263,16.469152
7264,15.817435
7265,-16.376305
7266,-2.7853014
7267,5.1642017
7268,-0.33403096
7269,-15.164849
7270,-8.532855
7271,-9.71799
7272,-19.939735
7273,21.172073
7274,206.48071
7275,298.16913
7276,483.4657
7277,553.1337
7278,604.0919
7279,665.9537
7280,528.72876
7281,453.68515
7282,288.6048
7283,130.00485
7284,74.57417
7285,10.967996
7286,-12.794584
7287,-21.974268
7288,-5.575012
7289,6.3529434
7290,-7.954863
7291,-9.09101
7292,7.319773
7293,5.267486
7294,5.267486
7295,18.378317
7296,-11.790045
7297,28.394445
7298,67.67638
7299,304.75427
7300,508.55182
7301,518.94165
7302,598.3477
7303,620.17175
7304,518.86816
7305,441.147
7306,295.25912
7307,119.65242
7308,76.05472
7309,5.3238196
7310,20.818695
7311,48.146168
7312,24.945934
7313,0.47225493
7314,-5.7972994
7315,12.434787
7316,-0.38316736
7317,8.859106
7318,3.9794338
7319,-72.098755
7320,-66.742836
7321,-75.616455
7322,156.86719
7323,222.35506
7324,459.7021
7325,523.56396
7326,527.0227
7327,550.1693
7328,526.4766
7329,401.17273
7330,312.94736
7331,115.70162
7332,77.28971
7333,-0.37026584
7334,9.74016
7335,1.2142719
7336,-14.7751255
7337,9.312449
7338,-16.967018
7339,-75.67232
7340,-1.4123808
7341,7.9610953
7342,14.224919
7343,15.502187
7344,15.890758
7345,40.928513
7346,200.86491
7347,277.60165
7348,459.36414
7349,465.2923
7350,496.9534
7351,527.5661
7352,397.10587
7353,223.51385
7354,218.13591
7355,145.05779
7356,70.50355
7357,3.0920677
7358,2.7823339
7359,5.8240805
7360,7.1438003
7361,-10.785577
7362,6.3763356
7363,-20.665564
7364,5.777247
7365,10.573669
7366,11.796889
7367,-15.2285185
7368,-108.97765
7369,39.355545
7370,134.7558
7371,285.882
7372,482.40024
7373,611.0582
7374,550.4833
7375,586.7681
7376,566.6641
7377,435.02423
7378,270.7839
7379,57.11762
7380,72.36922
7381,3.4499354
7382,-9.995531
7383,8.240758
7384,8.240758
7385,-1.7757511
7386,-25.158846
7387,-23.373062
7388,-26.079264
7389,-23.592016
7390,5.2306523
7391,-23.875515
7392,-20.347477
7393,4.467859
7394,17.838902
7395,215.08403
7396,486.8402
7397,493.0601
7398,560.85474
7399,573.3045
7400,528.5641
7401,428.4667
7402,267.0533
7403,97.76798
7404,64.80724
7405,4.562971
7406,20.209793
7407,3.7339854
7408,13.867979
7409,12.701538
7410,8.773753
7411,8.083423
7412,10.116581
7413,9.705227
7414,3.6014237
7415,4.3920083
7416,1.78933
7417,28.844048
7418,149.33641
7419,216.09833
7420,418.72937
7421,448.46448
7422,547.71826
7423,585.5705
7424,506.02103
7425,406.3845
7426,284.26617
7427,95.28542
7428,58.843563
7429,9.998535
7430,-70.43248
7431,10.664281
7432,26.588581
7433,21.212774
7434,10.752785
7435,4.8611217
7436,4.8611217
7437,11.272396
7438,2.4125104
7439,3.203095
7440,-8.244086
7441,35.83969
7442,150.62611
7443,226.53047
7444,448.82455
7445,464.66272
7446,541.67737
7447,523.3116
7448,455.0713
7449,418.17697
7450,280.61755
7451,139.83318
7452,67.357864
7453,-7.56553
7454,-4.4195886
7455,-10.173042
7456,-4.344313
7457,-11.030746
7458,1.4672269
7459,14.437459
7460,-1.643978
7461,-9.065259
7462,-17.675007
7463,-92.79719
7464,-72.78052
7465,34.44726
7466,178.2422
7467,212.06226
7468,356.89563
7469,530.15533
7470,562.12317
7471,577.3563
7472,544.78076
7473,232.60495
7474,152.76526
7475,51.46844
7476,43.479183
7477,14.033996
7478,-10.334862
7479,-19.79767
7480,-6.6872144
7481,-7.0036016
7482,-35.258965
7483,-31.924835
7484,-35.23386
7485,-36.0501
7486,-34.755306
7487,-33.504993
7488,-20.007362
7489,21.14916
7490,71.70258
7491,108.675934
7492,120.2047
7493,67.395256
7494,71.269455
7495,91.30678
7496,1.7688626
7497,47.882095
7498,87.45488
7499,31.4801
7500,52.136806
7501,3.553841
7502,7.319791
7503,8.117744
7504,-10.249401
7505,5.059477
7506,-10.385533
7507,-2.2008383
7508,6.487774
7509,1.0317346
7510,-3.580073
7511,17.723421
7512,5.532475
7513,53.708904
7514,120.76697
7515,154.86256
7516,137.61296
7517,192.77798
7518,278.77795
7519,78.800514
7520,51.95084
7521,193.52975
7522,173.36368
7523,76.22865
7524,36.713226
7525,-4.320837
7526,9.760126
7527,24.367271
7528,-4.8108706
7529,-6.1497693
7530,-6.3566165
7531,-0.89561045
7532,-9.149913
7533,-0.03173738
7534,-8.877954
7535,-11.205776
7536,-0.3882014
7537,42.024006
7538,133.83394
7539,112.9037
7540,187.09744
7541,135.0785
7542,181.2416
7543,164.78584
7544,190.87926
7545,251.74052
7546,161.68375
7547,-3.511626
7548,-2.9268146
7549,-27.493847
7550,-6.9089036
7551,-5.0361753
7552,-9.310801
7553,-6.5096364
7554,-50.416058
7555,-40.444767
7556,-60.219738
7557,-27.944895
7558,-29.661629
7559,-28.87104
7560,-96.71604
7561,4.788509
7562,71.95367
7563,186.91644
7564,342.98004
7565,513.3887
7566,535.69543
7567,518.20386
7568,481.83
7569,424.2633
7570,283.91812
7571,103.37799
7572,65.30756
7573,-0.6459904
7574,-2.497985
7575,-4.917278
7576,-5.616837
7577,2.2348154
7578,11.962925
7579,6.3005214
7580,22.033287
7581,14.271865
7582,14.271865
7583,12.503953
7584,8.435139
7585,56.655926
7586,181.33647
7587,333.8738
7588,406.30557
7589,415.95834
7590,522.09894
7591,549.50244
7592,425.43622
7593,419.12033
7594,284.57208
7595,119.33171
7596,63.36482
7597,-9.4891615
7598,-2.996943
7599,-40.932865
7600,-10.431985
7601,-12.01552
7602,-1.5307735
7603,-14.960071
7604,-19.979853
7605,-4.621691
7606,-5.4874816
7607,-5.9812083
7608,-2.1629524
7609,30.295982
7610,221.82547
7611,190.62515
7612,309.62573
7613,365.4856
7614,487.8954
7615,609.0028
7616,519.788
7617,462.47885
7618,314.62454
7619,131.53812
7620,64.2952
7621,22.077057
7622,6.558654
7623,10.790316
7624,8.784786
7625,1.982174
7626,-8.460606
7627,-0.18189988
7628,-9.028819
7629,-7.2183404
7630,-14.243132
7631,-14.052004
7632,5.2667108
7633,79.28964
7634,179.56857
7635,215.12236
7636,412.44012
7637,504.66873
7638,515.45496
7639,535.7543
7640,467.2487
7641,431.57965
7642,257.26993
7643,131.93724
7644,62.70421
7645,4.3315277
7646,-1.2092842
7647,8.312862
7648,24.65909
7649,7.5314007
7650,-23.60994
7651,-29.317596
7652,-16.928585
7653,-0.000628829
7654,4.123706
7655,-23.705978
7656,-88.73239
7657,-34.501602
7658,124.68526
7659,183.34352
7660,494.30386
7661,547.63684
7662,555.7449
7663,575.9424
7664,526.50824
7665,421.87173
7666,236.04839
7667,134.56708
7668,72.08652
7669,0.22441368
7670,-5.7965565
7671,-11.693229
7672,4.192812
7673,-2.1123633
7674,5.6740355
7675,-4.2123713
7676,-1.096407
