,mont-picocruz
11989,-3.9343257
11990,16.049927
11991,67.893875
11992,205.47894
11993,359.8713
11994,356.41287
11995,412.70627
11996,471.58365
11997,372.9178
11998,322.35986
11999,233.1644
12000,181.49681
12001,34.615997
12002,-44.405487
12003,-53.803772
12004,-66.48334
12005,3.2529283
12006,8.238788
12007,-4.5180745
12008,-4.062478
12009,-5.3617487
12010,-8.117736
12011,-13.126329
12012,4.58182
12013,-8.4955435
12014,17.871538
12015,107.210365
12016,242.39995
12017,322.47748
12018,379.20905
12019,199.35226
12020,269.46347
12021,166.56078
12022,46.88944
12023,105.47406
12024,11.255369
12025,31.004179
12026,-9.536066
12027,-2.4319463
12028,-17.136345
12029,19.986889
12030,-3.5023708
12031,-9.234969
12032,26.014437
12033,4.0582647
12034,-11.599548
12035,-15.712517
12036,-4.8430376
12037,-6.6460156
12038,17.953228
12039,88.451805
12040,124.539116
12041,144.32904
12042,99.85362
12043,82.1669
12044,83.150215
12045,45.157574
12046,136.12788
12047,99.84772
12048,119.60624
12049,49.07621
12050,-18.689386
12051,-8.38413
12052,-9.513073
12053,28.408865
12054,26.359795
12055,0.7206437
12056,-9.1769705
12057,30.024893
12058,18.629417
12059,35.110012
12060,42.83233
12061,37.029026
12062,77.00361
12063,113.75777
12064,84.121315
12065,172.57974
12066,198.15288
12067,164.0934
12068,221.78513
12069,229.61513
12070,183.7339
12071,203.58075
12072,91.74825
12073,56.38709
12074,57.68555
12075,45.929764
12076,52.58495
12077,49.865524
12078,17.893381
12079,-1.3621248
12080,-70.922005
12081,-49.214638
12082,-1.7917286
12083,-8.512265
12084,-8.028917
12085,-8.285913
12086,4.122473
12087,73.95493
12088,233.0025
12089,377.2933
12090,252.24846
12091,226.44441
12092,174.0876
12093,32.74688
12094,33.942562
12095,97.57088
12096,70.395775
12097,27.969524
12098,-0.38144204
12099,-15.0041
12100,-11.493224
12101,-14.050988
12102,-8.807487
12103,6.5335393
12104,6.638945
12105,-5.8485293
12106,-7.342326
12107,-3.0246656
12108,-0.6722042
12109,-15.777754
12110,33.72854
12111,173.4146
12112,278.85126
12113,303.54425
12114,183.79076
12115,148.5754
12116,106.362465
12117,89.953705
12118,143.44398
12119,127.50274
12120,46.438828
12121,10.52855
12122,-10.248092
12123,3.665821
12124,13.038702
12125,18.516306
12126,6.8947196
12127,-2.9565868
12128,-8.509825
12129,-15.654472
12130,-24.779507
12131,-24.20101
12132,2.4153037
12133,-10.328551
12134,24.46572
12135,77.284256
12136,226.42683
12137,456.6072
12138,394.14853
12139,65.61149
12140,123.86618
12141,91.23274
12142,62.877274
12143,97.991776
12144,64.76724
12145,19.13921
12146,9.1563835
12147,-2.514596
12148,1.713084
12149,-9.628709
12150,38.90808
12151,28.28655
12152,20.785303
12153,-1.1131419
12154,-10.662065
12155,-7.0854263
12156,60.00917
12157,82.11135
12158,87.502014
12159,93.84188
12160,189.01207
12161,194.63574
12162,208.46007
12163,195.253
12164,156.76828
12165,112.08857
12166,65.45643
12167,172.28748
12168,194.5283
12169,58.284336
12170,3.0606163
12171,18.142849
12172,16.758032
12173,86.88468
12174,-6.95616
12175,12.379827
12176,-4.047832
12177,22.278198
12178,-10.267373
12179,-48.88962
12180,-7.4633155
12181,23.50525
12182,81.4073
12183,127.51759
12184,173.79074
12185,218.14618
12186,130.64108
12187,214.65306
12188,123.54625
12189,40.07103
12190,105.0676
12191,44.043312
12192,21.695965
12193,-14.546871
12194,-42.013397
12195,-14.038275
12196,-79.17332
12197,-31.97907
12198,5.559279
12199,7.2550526
12200,23.38729
12201,23.449848
12202,36.38794
12203,14.252191
12204,19.165245
12205,144.42839
12206,260.4032
12207,332.7934
12208,217.91316
12209,254.50166
12210,122.336266
12211,64.877655
12212,14.4586315
12213,68.10716
12214,49.788383
12215,44.73575
12216,25.627918
12217,11.51423
12218,-11.32841
12219,-18.838501
12220,71.17049
12221,19.347958
12222,7.038674
12223,5.572586
12224,5.572586
12225,6.2323513
12226,6.2323513
12227,51.251316
12228,20.790222
12229,199.69173
12230,135.9003
12231,202.41641
12232,179.03043
12233,164.6257
12234,252.02258
12235,174.30788
12236,199.59567
12237,99.350815
12238,14.694067
12239,9.696384
12240,-36.603558
12241,-46.363064
12242,-35.593746
12243,1.753973
12244,9.26227
12245,-9.399346
12246,0.46664762
12247,-3.8749
12248,-2.2404718
12249,-0.6455417
12250,-17.539413
12251,24.013433
12252,92.307396
12253,287.16016
12254,175.91344
12255,203.46785
12256,346.28192
12257,165.88844
12258,363.96802
12259,405.42096
12260,301.44104
12261,215.33568
12262,60.52714
12263,19.302383
12264,-22.206314
12265,-2.3199477
12266,-7.6456604
12267,-19.114872
12268,19.705282
12269,-0.30458048
12270,13.576127
12271,28.347975
12272,69.56078
12273,60.373295
12274,60.66808
12275,46.670017
12276,136.75502
12277,41.118244
12278,138.10094
12279,99.559906
12280,201.41772
12281,61.801678
12282,126.19592
12283,8.744908
12284,-39.364487
12285,57.664734
12286,226.57045
12287,37.37651
12288,-8.333135
12289,-39.309
12290,-11.05251
12291,-21.078182
12292,-22.744473
12293,-36.43762
12294,-29.62713
12295,-41.971077
12296,-67.07882
12297,-64.517784
12298,-65.732605
12299,-18.270086
12300,46.077652
12301,200.23544
12302,210.80603
12303,418.771
12304,554.765
12305,399.95377
12306,533.6575
12307,477.8232
12308,414.99582
12309,309.22787
12310,169.5173
12311,72.182106
12312,13.089017
12313,8.841729
12314,21.103464
12315,32.28901
12316,-42.376053
12317,6.4422174
12318,5.8428497
12319,5.333969
12320,2.4784548
12321,-2.1307917
12322,-7.223948
12323,12.515865
12324,79.25256
12325,191.17319
12326,198.75044
12327,448.8539
12328,496.05676
12329,433.2401
12330,470.57727
12331,430.60806
12332,385.23892
12333,265.88333
12334,107.725525
12335,45.766403
12336,0.88964355
12337,-7.520854
12338,-6.675498
12339,-6.675498
12340,-6.675498
12341,-70.42777
12342,-34.751854
12343,4.2877164
12344,-11.201769
12345,-6.687921
12346,-1.4078623
12347,10.495876
12348,135.44563
12349,239.07706
12350,307.20422
12351,508.84454
12352,437.18732
12353,315.52838
12354,422.08118
12355,365.3267
12356,387.41217
12357,254.48466
12358,227.2244
12359,44.050816
12360,14.647392
12361,-17.018734
12362,-95.05724
12363,-77.95042
12364,-77.95042
12365,-43.31154
12366,-50.137924
12367,-0.9217587
12368,-4.0862927
12369,-5.1861053
12370,-7.90156
12371,10.176685
12372,108.934616
12373,169.69191
12374,197.08333
12375,348.24103
12376,381.54385
12377,376.84668
12378,340.2955
12379,325.67047
12380,283.28137
12381,236.26143
12382,220.61833
12383,60.327232
12384,14.841566
12385,14.482527
12386,16.506239
12387,15.230059
12388,12.005291
12389,-26.265526
12390,-21.409214
12391,7.9315085
12392,-8.57724
12393,1.972175
12394,-1.7733241
12395,8.015101
12396,67.88915
12397,172.8904
12398,227.87883
12399,436.4455
12400,420.9934
12401,257.47656
12402,231.05144
12403,80.06529
12404,67.32275
12405,97.58072
12406,90.476265
12407,29.344818
12408,31.460388
12409,-114.65903
12410,-109.88197
12411,-126.57976
12412,-102.628845
12413,16.115778
12414,2.7723308
12415,-17.040035
12416,-1.131122
12417,-4.904106
12418,2.2158785
12419,-93.00897
12420,51.593384
12421,123.05638
12422,160.81361
12423,426.54877
12424,376.1221
12425,294.91708
12426,271.9223
12427,238.16566
12428,243.14925
12429,203.98453
12430,152.52107
12431,62.487896
12432,18.70345
12433,21.785297
12434,8.317348
12435,8.317348
12436,25.78792
12437,-7.4990163
12438,11.738553
12439,12.161361
12440,9.753899
12441,26.397057
12442,12.933232
12443,-9.183216
12444,93.0111
12445,162.77393
12446,236.93301
12447,463.17752
12448,491.56894
12449,424.51758
12450,476.79877
12451,239.63025
12452,287.12445
12453,276.59073
12454,136.1163
12455,76.524605
12456,2.5174325
12457,-30.679596
12458,-121.79629
12459,-13.501885
12460,-16.876505
12461,-5.998401
12462,-90.277374
12463,-79.4023
12464,-75.1355
12465,-94.03223
12466,-97.598785
12467,-70.52446
12468,35.858566
12469,144.35388
12470,246.97536
12471,351.70792
12472,495.0015
12473,488.52313
12474,370.92947
12475,301.55594
12476,189.08551
12477,292.85764
12478,150.64879
12479,32.323635
12480,-10.120785
12481,-7.492794
12482,8.00418
12483,-10.020758
12484,-12.052934
12485,5.7690134
12486,6.17686
12487,7.6728745
12488,2.5612526
12489,-0.72182655
12490,-0.30617142
12491,12.756062
12492,114.95037
12493,192.88852
12494,215.0763
12495,482.53015
12496,276.4831
12497,308.76105
12498,273.47644
12499,313.39093
12500,257.56693
12501,245.44405
12502,152.88829
12503,61.530712
12504,-23.481672
12505,-22.220934
12506,-8.553595
12507,-13.71073
12508,-41.196426
12509,-9.323774
12510,-6.9809823
12511,-10.822172
12512,-12.752995
12513,21.647717
12514,6.9402404
12515,17.758532
12516,132.12448
12517,190.12625
12518,211.14664
12519,327.10327
12520,390.23596
12521,419.24222
12522,591.7752
12523,457.01163
12524,353.8416
12525,272.1269
12526,168.83884
12527,68.49808
12528,9.493539
12529,22.169397
12530,9.513174
12531,8.61057
12532,-2.7131891
12533,-24.141499
12534,-4.7587714
12535,-6.2401977
12536,-0.18467724
12537,-2.2531896
12538,-6.3277335
12539,-2.0632138
12540,96.32002
12541,250.69669
12542,270.1153
12543,554.7066
12544,524.93207
12545,534.65454
12546,514.5154
12547,497.60123
12548,431.2211
12549,263.68613
12550,175.21129
12551,41.936127
12552,-4.8165646
12553,-23.12018
12554,-7.1610823
12555,-21.222937
12556,8.486683
12557,-25.333712
12558,-21.460285
12559,-28.088903
12560,-25.785484
12561,-38.64435
12562,-29.918755
12563,-22.604588
12564,34.34744
12565,142.19551
12566,255.92589
12567,396.8448
12568,414.49213
12569,470.0675
12570,402.63983
12571,433.5568
12572,344.7474
12573,133.10194
12574,96.66378
12575,6.8100567
12576,-54.94993
12577,14.851397
12578,10.685657
12579,25.436573
12580,-18.816437
12581,-28.530283
12582,-47.882458
12583,-108.42978
12584,-27.047049
12585,20.036777
12586,43.086742
12587,-6.830161
12588,73.37162
12589,201.94156
12590,107.22554
12591,140.81192
12592,364.5626
12593,361.67554
12594,155.4525
12595,116.60337
12596,315.76343
12597,330.73306
12598,224.87419
12599,45.170486
12600,42.46146
12601,20.812075
12602,19.757177
12603,6.086894
12604,4.900983
12605,8.66505
12606,5.2029843
12607,11.698359
12608,-101.45506
12609,-111.84331
12610,-124.18004
12611,-86.93318
12612,19.449848
12613,114.92094
12614,210.80603
12615,403.17557
12616,446.20538
12617,455.44672
12618,505.652
12619,446.58395
12620,422.35098
12621,289.71008
12622,162.26003
12623,-11.990066
12624,-109.26834
12625,-121.02258
12626,-99.42206
12627,-16.101141
12628,-16.101141
12629,48.07107
12630,41.428806
12631,42.376568
12632,41.468655
12633,44.999676
12634,45.415325
12635,67.806
12636,165.10078
12637,235.0911
12638,294.90045
12639,436.0888
12640,491.51736
12641,522.8514
12642,611.9411
12643,524.1228
12644,481.17624
12645,356.41177
12646,227.16096
12647,103.878944
12648,-53.67768
12649,3.9049156
12650,3.4662406
12651,-43.391235
12652,-43.391235
12653,-54.746006
12654,-62.756664
12655,-48.744556
12656,-47.094776
12657,-47.094776
12658,-46.67911
12659,-59.862644
12660,40.29441
12661,170.6741
12662,290.49536
12663,497.02435
12664,504.84326
12665,596.1916
12666,664.08075
12667,644.23193
12668,560.8857
12669,409.24652
12670,224.33095
12671,93.64934
12672,9.295897
12673,-8.806091
12674,-5.1208973
12675,-7.362686
12676,-1.015134
12677,-4.9490776
12678,-108.66972
12679,-107.48346
12680,-103.710785
12681,-9.202141
12682,15.165285
12683,28.227512
12684,69.96609
12685,192.33588
12686,251.14404
12687,344.76212
12688,393.0981
12689,403.24332
12690,399.42206
12691,284.17844
12692,262.4509
12693,217.59868
12694,165.0776
12695,24.203978
12696,-0.37154567
12697,-31.523262
12698,-12.692161
12699,-10.009751
12700,-0.346989
12701,0.11790526
12702,6.6094394
12703,10.680084
12704,-120.49425
12705,-96.22238
12706,-95.80672
12707,-107.01636
12708,118.558395
12709,185.40579
12710,236.0285
12711,493.7954
12712,529.08136
12713,535.2112
12714,533.60535
12715,492.42456
12716,392.10583
12717,267.74963
12718,145.99707
12719,22.856071
12720,14.79193
12721,-82.05185
12722,-45.829807
12723,-46.677483
12724,-41.942818
12725,-69.22044
12726,-62.580128
12727,-61.10185
12728,-66.22889
12729,-66.22889
12730,-65.732605
12731,-51.971138
12732,45.99702
12733,224.95784
12734,255.57358
12735,550.8826
12736,502.15936
12737,554.0636
12738,593.48334
12739,530.1649
12740,462.87125
12741,302.4676
12742,149.01532
12743,53.065765
12744,27.305346
12745,1.3347869
12746,-23.433178
12747,-25.353638
12748,-25.353638
12749,-19.03027
12750,7.1436725
12751,6.1072044
12752,-42.278988
12753,3.4739828
12754,-65.475975
12755,21.96657
12756,115.52147
12757,185.1377
12758,223.8386
12759,432.31863
12760,-23.038301
12761,-3.4710624
12762,1.2658325
12763,27.409576
12764,2.6777363
12765,-21.748255
12766,32.28942
12767,78.54274
12768,196.7689
12769,226.43718
12770,352.89142
12771,327.0399
12772,278.46777
12773,352.4793
12774,429.21252
12775,393.81372
12776,281.45578
12777,200.92459
12778,50.563072
12779,-7.363797
12780,-15.923273
12781,1.9326656
12782,3.1312187
12783,-101.40956
12784,-114.20589
12785,-14.863345
12786,-3.388194
12787,11.424282
12788,5.223398
12789,10.549908
12790,38.565845
12791,121.95493
12792,214.6002
12793,237.29323
12794,406.9013
12795,430.3002
12796,347.3829
12797,530.9561
12798,593.68884
12799,489.91766
12800,391.40207
12801,277.91364
12802,60.55426
12803,-8.600858
12804,-22.780886
12805,-9.246433
12806,-3.0478568
12807,-5.4011793
12808,-17.183043
12809,-18.63322
12810,-11.067856
12811,-85.64277
12812,-88.8876
12813,-84.02614
12814,-72.38534
12815,123.28577
12816,232.92206
12817,255.39197
12818,365.52948
12819,430.2902
12820,514.5517
12821,542.1307
12822,401.5192
12823,522.463
12824,381.4797
12825,216.64453
12826,64.66227
12827,-0.9685421
12828,-10.32111
12829,8.10065
12830,-79.297005
12831,3.9580758
12832,3.332292
12833,-23.912277
12834,-21.852306
12835,-30.950735
12836,-24.534628
12837,1.6493393
12838,13.155254
12839,203.094
12840,350.72
12841,348.08206
12842,497.40747
12843,583.56836
12844,685.19653
12845,732.26434
12846,633.8751
12847,579.54333
12848,485.90268
12849,342.3634
12850,179.06148
12851,94.6197
12852,73.15911
12853,78.0489
12854,75.51766
12855,87.44157
12856,9.677328
12857,-84.22282
12858,1.0985035
12859,-0.084985614
12860,6.359339
12861,-88.81437
12862,13.720048
12863,84.50248
12864,254.90334
12865,249.40602
12866,426.04706
12867,357.8308
12868,423.15323
12869,393.50003
12870,410.2989
12871,341.25955
12872,226.77623
12873,215.45064
12874,11.16518
12875,-1.3663596
12876,-12.375612
12877,6.276764
12878,1.1968422
12879,-118.77619
12880,-106.44589
12881,-14.85256
12882,-6.0865397
12883,6.7275205
12884,6.7275205
12885,11.669027
12886,20.651197
12887,119.60952
12888,184.72076
12889,262.70697
12890,414.63364
12891,399.0063
12892,378.85794
12893,445.3251
12894,367.2827
12895,396.44208
12896,316.66727
12897,160.63521
12898,59.627003
12899,20.629347
12900,6.951988
12901,-3.5704093
12902,4.8005085
12903,6.5024033
12904,1.5892588
12905,4.9205546
12906,9.658036
12907,1.1226677
12908,10.465242
12909,11.213753
12910,35.647465
12911,126.32986
12912,191.03958
12913,311.42477
12914,482.9615
12915,453.02963
12916,500.30618
12917,550.5684
12918,444.06738
12919,414.2563
12920,308.4235
12921,166.74707
12922,88.23642
12923,37.944084
12924,24.152596
12925,35.008987
12926,72.843636
12927,72.843636
12928,16.4979
12929,1.1983064
12930,0.7438489
12931,-36.21702
12932,1.4029583
12933,16.692526
12934,30.197845
12935,96.88274
12936,212.08095
12937,237.83716
12938,446.4809
12939,532.80084
12940,655.7611
12941,644.0755
12942,703.91565
12943,552.25684
12944,327.07895
12945,236.05354
12946,81.357925
12947,40.129257
12948,25.233341
12949,24.794666
12950,27.936356
12951,27.855724
12952,-65.80948
12953,-82.7119
12954,-47.909153
12955,-3.178119
12956,-39.021423
12957,2.6088336
12958,25.608984
12959,99.91109
12960,196.31577
12961,179.70451
12962,452.31488
12963,269.2784
12964,262.39304
12965,215.89026
12966,176.44891
12967,264.53378
12968,183.90541
12969,168.13441
12970,46.29561
12971,-4.943889
12972,-4.433404
12973,4.20298
12974,-9.549656
12975,1.0759488
12976,-11.04339
12977,-12.525379
12978,-9.718887
12979,-31.375898
12980,-26.109343
12981,-2.560137
12982,16.571781
12983,10.590456
12984,177.78896
12985,129.67424
12986,235.90414
12987,309.73633
12988,381.64932
12989,365.59113
12990,282.43198
12991,345.87067
12992,216.76633
12993,242.79085
12994,68.58942
12995,-0.93988407
12996,6.625053
12997,-18.460611
12998,3.758017
12999,-20.41572
13000,-17.391785
13001,16.401638
13002,3.3597953
13003,-24.827774
13004,6.986546
13005,-101.94426
13006,-85.992676
13007,114.7293
13008,202.09758
13009,225.5269
13010,487.90997
13011,574.0895
13012,567.23364
13013,641.12195
13014,743.5778
13015,640.33575
13016,429.71524
13017,245.26215
13018,161.36246
13019,16.383352
13020,-11.296364
13021,-6.730111
13022,6.0235114
13023,-15.531113
13024,-2.7869334
13025,-5.1743894
13026,-1.707425
13027,-19.156738
13028,-3.320987
13029,-21.896423
13030,9.879349
13031,102.151
13032,236.18483
13033,180.22984
13034,269.16296
13035,351.3087
13036,350.96848
13037,488.623
13038,595.9887
13039,580.20483
13040,357.16968
13041,234.71631
13042,75.80784
13043,22.063599
13044,3.0339339
13045,25.667114
13046,-21.20647
13047,-23.421219
13048,-32.487457
13049,-39.099987
13050,40.859745
13051,6.246278
13052,9.419063
13053,-5.850862
13054,8.000424
13055,140.0896
13056,237.84798
13057,255.25006
13058,640.2041
13059,768.9653
13060,806.35547
13061,776.7397
13062,790.2909
13063,807.9663
13064,505.52057
13065,365.1127
13066,198.70618
13067,159.51308
13068,95.57279
13069,41.40361
13070,43.013668
13071,83.411804
13072,-44.096058
13073,-6.614516
13074,3.6846414
13075,-0.6130506
13076,-1.495144
13077,-46.213886
13078,10.585721
13079,141.77423
13080,299.9901
13081,345.05734
13082,732.8256
13083,668.2581
13084,15.67271
13085,113.107506
13086,256.80478
13087,278.54932
13088,331.07925
13089,401.20062
13090,455.1142
13091,658.25867
13092,615.51544
13093,502.72025
13094,373.0367
13095,265.27246
13096,72.0523
13097,11.998995
13098,3.0631754
13099,-13.9178095
13100,14.679464
13101,15.317965
13102,7.226174
13103,5.300428
13104,2.3355694
13105,18.939173
13106,8.589448
13107,-62.870003
13108,-63.09788
13109,134.70323
13110,179.81177
13111,234.45488
13112,447.38977
13113,501.28525
13114,434.39395
13115,413.9906
13116,588.1824
13117,582.45245
13118,348.95395
13119,201.9951
13120,127.550385
13121,-1.1222678
13122,4.1012926
13123,6.088728
13124,-53.249554
13125,-5.738044
13126,5.4817414
13127,13.8568125
13128,10.312046
13129,1.7080737
13130,14.426514
13131,7.9094343
13132,36.308792
13133,136.83357
13134,351.8895
13135,408.9053
13136,717.96893
13137,718.969
13138,879.3455
13139,799.2613
13140,678.83765
13141,635.4232
13142,435.26562
13143,291.72305
13144,153.70683
13145,34.95149
13146,39.505886
13147,28.59015
13148,30.717087
13149,118.20995
13150,145.64207
13151,136.29782
13152,136.90355
13153,96.8908
13154,130.23581
13155,97.74794
13156,98.884186
13157,225.87991
13158,358.8604
13159,360.3348
13160,607.42413
13161,712.12756
13162,883.7619
13163,870.2677
13164,778.6762
13165,645.8466
13166,510.92496
13167,306.36044
13168,220.68504
13169,63.79427
13170,10.213102
13171,-3.410962
13172,-3.410962
13173,-8.434698
13174,14.969845
13175,-12.863562
13176,3.8873272
13177,-3.609496
13178,-10.531029
13179,1.3191167
13180,24.745432
13181,118.31984
13182,246.91989
13183,266.42343
13184,601.6558
13185,573.9809
13186,574.5024
13187,691.7425
13188,493.86606
13189,505.6278
13190,390.07196
13191,211.02467
13192,66.39132
13193,12.893384
13194,-1.3031552
13195,27.663767
13196,-13.323811
13197,-7.3395176
13198,1.6270272
13199,3.7476113
13200,-8.252962
13201,-0.33886278
13202,3.7818341
13203,7.4032874
13204,41.079494
13205,191.90833
13206,266.08087
13207,321.56894
13208,537.2016
13209,581.6847
13210,762.1838
13211,727.60645
13212,628.7255
13213,569.56946
13214,400.03656
13215,233.13196
13216,204.98506
13217,96.08419
13218,2.2843266
13219,-4.8963366
13220,-16.343195
13221,2.065194
13222,4.8464637
13223,-12.789518
13224,-5.11709
13225,-3.5176194
13226,-2.9656472
13227,1.0504032
13228,25.94839
13229,103.19225
13230,219.21007
13231,357.12082
13232,645.1762
13233,701.0593
13234,669.53094
13235,771.53845
13236,701.82947
13237,726.90344
13238,525.43744
13239,272.03955
13240,120.928024
13241,19.868843
13242,-112.54969
13243,-127.15288
13244,-5.900013
13245,6.255187
13246,24.812378
13247,8.20735
13248,10.859497
13249,8.673557
13250,-1.4101714
13251,11.610316
13252,23.03013
13253,122.15229
13254,214.21342
13255,320.33176
13256,541.6412
13257,725.52075
13258,730.54877
13259,728.72046
13260,635.1717
13261,574.48096
13262,370.1575
13263,267.67624
13264,116.084435
13265,20.377409
13266,11.717583
13267,9.57094
13268,15.771825
13269,15.771825
13270,-8.796482
13271,10.975122
13272,7.020126
13273,10.887337
13274,24.477133
13275,31.985851
13276,41.25468
13277,122.26889
13278,251.64131
13279,293.8695
13280,451.2921
13281,388.447
13282,672.3898
13283,667.45514
13284,653.23755
13285,568.52515
13286,391.92252
13287,230.2849
13288,149.34357
13289,8.688752
13290,3.2287605
13291,14.975633
13292,2.5545604
13293,-2.3653526
13294,-65.67167
13295,-106.82861
13296,-105.050735
13297,-48.3608
13298,-70.45849
13299,9.127651
13300,29.699715
13301,135.43428
13302,180.37866
13303,298.4826
13304,472.79562
13305,561.73376
13306,508.3183
13307,308.06442
13308,482.91687
13309,430.19708
13310,274.3945
13311,136.34752
13312,71.201454
13313,-48.35836
13314,-3.1958976
13315,-8.823109
13316,-25.479733
13317,-25.479733
13318,-12.460035
13319,-105.75456
13320,-121.42952
13321,-121.840866
13322,-107.01007
13323,-104.94591
13324,-81.03157
13325,4.324914
13326,121.59026
13327,201.45467
13328,490.30545
13329,526.6538
13330,496.29346
13331,504.39862
13332,516.18695
13333,571.1302
13334,402.52383
13335,265.7611
13336,100.57481
13337,31.615746
13338,8.133167
13339,-5.657444
13340,6.3208694
13341,5.10231
13342,16.600475
13343,29.268814
13344,-4.621494
13345,2.2612715
13346,-1.2236909
13347,7.0024877
13348,32.653187
13349,130.05754
13350,266.0944
13351,409.8547
13352,678.8819
13353,658.89935
13354,783.05
13355,749.60046
13356,736.44006
13357,650.55237
13358,408.89032
13359,246.58682
13360,71.83191
13361,166.53836
13362,6.372574
13363,14.38832
13364,11.278908
13365,17.479792
13366,9.593145
13367,2.8923564
13368,2.2791228
13369,7.5790935
13370,1.7109803
13371,-4.0297937
13372,30.065767
13373,127.25592
13374,403.6459
13375,352.30612
13376,425.12167
13377,675.95654
13378,678.5579
13379,699.79047
13380,637.00476
13381,557.40533
13382,420.47763
13383,283.34033
13384,153.82112
13385,-91.26634
13386,-108.91803
13387,-103.310715
13388,-91.91963
13389,-103.59207
13390,-127.27554
13391,-107.7231
13392,-80.02435
13393,-122.89038
13394,-122.89038
13395,-119.60924
13396,-100.62007
13397,102.097496
13398,224.16684
13399,388.64166
13400,380.80762
13401,584.28125
13402,727.5825
13403,745.45764
13404,674.78723
13405,569.2351
13406,447.32776
13407,264.26242
13408,46.50202
13409,20.126356
13410,7.8772736
13411,8.87865
13412,2.9093597
13413,11.566203
13414,5.087764
13415,-4.706141
13416,-2.9770522
13417,12.218366
13418,3.5108666
13419,1.631337
13420,42.65894
13421,140.78914
13422,249.3174
13423,207.85277
13424,357.2341
13425,377.9431
13426,340.05908
13427,384.9826
13428,359.38168
13429,352.2299
13430,330.02838
13431,230.1308
13432,63.95502
13433,12.80611
13434,-6.9972467
13435,-25.126598
13436,-16.709444
13437,-3.5793185
13438,-15.211434
13439,1.3977642
13440,14.388937
13441,0.46032047
13442,8.455795
13443,-15.183303
13444,-79.04494
13445,129.94319
13446,233.06377
13447,289.47375
13448,373.3926
13449,374.0352
13450,705.1437
13451,727.9742
13452,661.48016
13453,544.9189
13454,338.9183
13455,226.66882
13456,58.075027
13457,46.20824
13458,-4.0633698
13459,5.534933
13460,8.780072
13461,43.87196
13462,-63.805485
13463,-73.96631
13464,-63.32789
13465,-59.4407
13466,-60.252914
13467,-54.747963
13468,-33.755028
13469,109.62448
13470,364.63477
13471,429.02618
13472,619.47253
13473,594.3922
13474,667.11505
13475,646.7953
13476,638.15076
13477,625.69806
13478,411.68692
13479,232.76613
13480,84.85875
13481,82.23499
13482,-57.888973
13483,-58.642944
13484,-66.19487
13485,-70.780914
13486,-89.49368
13487,-78.733284
13488,-67.7844
13489,-66.727776
13490,-66.727776
13491,-63.612606
13492,-45.213223
13493,64.80332
13494,281.11163
13495,397.90332
13496,544.6668
13497,612.3765
13498,712.4625
13499,689.1865
13500,605.9066
13501,579.55927
13502,383.15787
13503,226.90279
13504,70.38209
13505,6.5664496
13506,-13.264599
13507,-1.5368177
13508,5.216745
13509,-2.731518
13510,-22.134134
13511,-28.040033
13512,-18.805552
13513,3.6099854
13514,3.402079
13515,-2.9182885
13516,37.34314
13517,150.73883
13518,286.6394
13519,316.4041
13520,489.162
13521,620.8661
13522,674.34546
13523,703.0502
13524,764.08264
13525,718.88367
13526,564.91046
13527,290.4794
13528,67.52045
13529,15.78397
13530,-33.543457
13531,-14.370206
13532,5.920907
13533,25.100351
13534,-106.15759
13535,-101.20943
13536,-94.59846
13537,-6.720612
13538,-1.4582838
13539,1.4676641
13540,24.726715
13541,82.58835
13542,298.45633
13543,441.94196
13544,570.55273
13545,669.03375
13546,716.60046
13547,753.205
13548,725.9727
13549,739.54425
13550,577.52997
13551,379.13385
13552,78.44882
13553,62.27573
13554,57.206425
13555,-13.577495
13556,1.8376703
13557,8.962355
13558,-5.363757
13559,0.40124774
13560,-2.5853236
13561,18.403927
13562,156.44882
13563,288.21304
13564,425.36572
13565,600.99414
13566,696.5112
13567,680.7723
13568,687.928
13569,703.4105
13570,669.63806
13571,488.46432
13572,321.6721
13573,81.26176
13574,26.399822
13575,35.95181
13576,25.976198
13577,25.976198
13578,28.330935
13579,19.325083
13580,-80.45328
13581,-4.7722473
13582,-126.72661
13583,-3.1504488
13584,-5.355304
13585,11.030853
13586,145.77333
13587,277.20422
13588,549.0067
13589,582.2451
13590,671.2824
13591,703.8518
13592,784.48456
13593,729.5623
13594,652.4426
13595,545.11835
13596,391.58444
13597,77.428185
13598,58.53845
13599,31.755943
13600,2.357913
13601,28.674095
13602,28.674095
13603,16.521067
13604,14.780354
13605,11.436243
13606,27.73543
13607,11.232611
13608,12.55255
13609,27.056765
13610,153.13742
13611,193.03224
13612,312.21967
13613,558.964
13614,671.4622
13615,801.2234
13616,790.25525
13617,630.7568
13618,618.1355
13619,415.56564
13620,272.01016
13621,104.881386
13622,32.376812
13623,6.0994463
13624,19.771202
13625,-54.154774
13626,17.310625
13627,10.458113
13628,10.202782
13629,10.035307
13630,8.109573
13631,10.960213
13632,13.741004
13633,5.910589
13634,93.45294
13635,160.78452
13636,301.10666
13637,531.6141
13638,719.7994
13639,784.1461
13640,749.0267
13641,554.1469
13642,576.05536
13643,498.4577
13644,234.46458
13645,109.67076
13646,54.1165
13647,29.609514
13648,31.485874
13649,31.485874
13650,31.485874
13651,-68.50772
13652,1.0726446
13653,17.634588
13654,3.7079992
13655,12.169171
13656,34.64623
13657,19.417027
13658,120.986084
13659,173.88629
13660,275.9721
13661,567.6683
13662,471.91464
13663,625.22546
