,mont-tricias
23357,-14.3227005
23358,-7.768748
23359,3.758164
23360,100.29587
23361,254.24892
23362,262.89874
23363,461.3158
23364,556.6321
23365,601.4852
23366,456.1249
23367,320.83643
23368,190.77202
23369,54.293888
23370,17.547714
23371,5.2054195
23372,-4.2181625
23373,4.255381
23374,-2.5885983
23375,-5.321835
23376,-6.5612097
23377,0.65558004
23378,6.1737785
23379,-2.4558232
23380,0.27688774
23381,0.3572653
23382,0.10623658
23383,13.076609
23384,140.86862
23385,250.9413
23386,374.8273
23387,505.86215
23388,564.3455
23389,557.8814
23390,432.90952
23391,211.23117
23392,204.15628
23393,108.96161
23394,37.43078
23395,-0.4822389
23396,9.39833
23397,-4.521102
23398,-2.219937
23399,-10.949322
23400,-3.986044
23401,-12.445024
23402,10.556716
23403,-5.8955345
23404,-7.7448473
23405,2.1063526
23406,-0.6691073
23407,11.048667
23408,85.99397
23409,195.29706
23410,359.1731
23411,385.59717
23412,473.97177
23413,519.692
23414,404.4978
23415,375.0965
23416,289.2079
23417,130.00275
23418,42.765373
23419,7.8131065
23420,2.1953728
23421,6.7143273
23422,4.68781
23423,0.675653
23424,-5.386545
23425,5.5373273
23426,0.71406686
23427,-1.9335434
23428,-2.792571
23429,-3.3310595
23430,-0.8881519
23431,40.544426
23432,149.48311
23433,333.46838
23434,467.23563
23435,519.23785
23436,621.0755
23437,446.84958
23438,311.67288
23439,375.71722
23440,192.82205
23441,69.565895
23442,22.023396
23443,-3.4062388
23444,11.237683
23445,1.4947648
23446,365.2424
23447,483.49023
23448,420.18246
23449,474.70337
23450,327.2337
23451,220.0121
23452,88.97605
23453,106.91432
23454,34.77647
23455,2.527905
23456,6.355091
23457,3.1267853
23458,-6.164454
23459,1.301827
23460,-0.6917956
23461,-13.1681595
23462,26.940685
23463,7.1506305
23464,5.754482
23465,-5.845431
23466,-3.1232638
23467,29.091799
23468,86.08665
23469,262.21902
23470,351.3764
23471,443.10355
23472,451.7807
23473,426.0112
23474,357.6141
23475,314.16934
23476,214.04979
23477,42.151093
23478,7.6115465
23479,-13.852072
23480,-9.501517
23481,-4.8076186
23482,1.0060047
23483,-2.2116225
23484,1.761567
23485,2.0265987
23486,-3.594102
23487,-1.1576154
23488,1.5920599
23489,19.920914
23490,85.99033
23491,256.6238
23492,401.34103
23493,438.6648
23494,422.94278
23495,346.18033
23496,169.19012
23497,105.739174
23498,196.76921
23499,38.320488
23500,-0.16001286
23501,-11.62963
23502,-7.1221128
23503,-8.122214
23504,-16.53149
23505,-7.892908
23506,-7.6960053
23507,6.620357
23508,-4.760633
23509,-3.936997
23510,14.504496
23511,2.495985
23512,3.3677995
23513,31.608679
23514,75.32493
23515,253.50157
23516,297.08142
23517,432.0316
23518,397.72412
23519,263.65018
23520,213.07556
23521,153.27756
23522,199.56322
23523,107.80982
23524,12.837648
23525,3.1346066
23526,-0.90702105
23527,0.63635665
23528,-3.4994326
23529,0.7293266
23530,-1.784772
23531,-3.1403532
23532,4.9717984
23533,4.017974
23534,-4.338824
23535,-8.04639
23536,23.404308
23537,8.942773
23538,96.547745
23539,200.93253
23540,279.3852
23541,319.8938
23542,484.21332
23543,396.74258
23544,335.28543
23545,359.66586
23546,185.38007
23547,113.59408
23548,14.073854
23549,1.2355872
23550,-0.72364867
23551,-0.8212333
23552,11.578659
23553,12.1725
23554,-2.9310546
23555,-3.8038037
23556,-33.630314
23557,-0.22446135
23558,0.8504425
23559,-7.5218034
23560,3.4463987
23561,36.567375
23562,179.25449
23563,310.78958
23564,456.13922
23565,615.27
23566,690.38873
23567,674.28564
23568,486.11682
23569,371.6923
23570,304.6871
23571,131.35179
23572,14.784994
23573,5.7426133
23574,-16.440542
23575,-18.087097
23576,9.478708
23577,25.76543
23578,12.558759
23579,3.491984
23580,-9.794978
23581,13.136385
23582,35.643005
23583,6.7510223
23584,-10.258883
23585,-19.679111
23586,56.67606
23587,239.81544
23588,427.022
23589,498.3324
23590,624.64465
23591,588.19135
23592,550.01373
23593,354.64304
23594,334.10745
23595,150.69351
23596,19.140331
23597,-26.56007
23598,7.031825
23599,-28.713669
23600,-25.907715
23601,10.738784
23602,-14.910266
23603,-0.8872197
23604,40.482643
23605,20.896032
23606,28.221458
23607,26.074028
23608,19.86857
23609,28.852066
23610,239.5263
23611,445.49823
23612,529.8128
23613,680.29944
23614,745.9834
23615,751.0712
23616,613.37634
23617,416.83597
23618,392.19614
23619,122.56937
23620,53.52266
23621,14.571849
23622,2.4914873
23623,16.62136
23624,-4.073958
23625,27.191845
23626,4.9848475
23627,19.409407
23628,13.866259
23629,15.197833
23630,7.5400386
23631,-5.9975457
23632,16.555801
23633,0.9037684
23634,166.39157
23635,369.85745
23636,538.4573
23637,650.9219
23638,688.9621
23639,683.07806
23640,531.3567
23641,414.25653
23642,321.23456
23643,154.45396
23644,29.934256
23645,2.4799635
23646,-1.5913168
23647,-3.0269907
23648,9.655188
23649,7.563296
23650,-3.8826628
23651,1.854534
23652,1.8393337
23653,-5.0878077
23654,3.688878
23655,-2.3709717
23656,-4.215559
23657,32.753796
23658,187.07674
23659,416.0487
23660,485.02667
23661,539.2528
23662,602.1267
23663,676.56116
23664,526.3643
23665,373.25092
23666,304.7869
23667,126.67942
23668,9.004088
23669,-12.855207
23670,3.4818075
23671,-27.178026
23672,-29.686583
23673,-33.130035
23674,-41.08675
23675,-2.6320963
23676,10.341879
23677,-0.39709356
23678,3.1039548
23679,17.22309
23680,-2.431664
23681,17.128777
23682,197.76263
23683,344.07855
23684,443.68597
23685,592.123
23686,595.2241
23687,617.35535
23688,518.7596
23689,362.20694
23690,257.371
23691,130.11722
23692,10.861337
23693,-9.039865
23694,-12.49983
23695,-2.4224086
23696,7.3141694
23697,-8.657925
23698,15.45696
23699,4.914272
23700,26.563988
23701,18.329363
23702,19.180908
23703,19.297707
23704,16.834335
23705,25.580536
23706,178.93504
23707,333.79178
23708,422.51474
23709,566.8072
23710,626.90314
23711,630.01013
23712,491.29135
23713,275.35742
23714,313.6767
23715,113.07377
23716,21.694061
23717,-119.07516
23718,4.4694576
23719,-9.399677
23720,-9.399677
23721,-94.42512
23722,5.3477635
23723,3.853364
23724,3.9465117
23725,4.730824
23726,13.633208
23727,8.04431
23728,13.947722
23729,63.463783
23730,116.15538
23731,253.3591
23732,450.5845
23733,570.2798
23734,693.0776
23735,526.7955
23736,609.5817
23737,435.80347
23738,234.78549
23739,79.432915
23740,-3.288566
23741,-24.05948
23742,-30.627457
23743,-30.614956
23744,-36.98055
23745,-37.422417
23746,10.310165
23747,-1.2482246
23748,12.175996
23749,6.8898377
23750,47.547638
23751,28.920017
23752,-0.12392232
23753,7.092047
23754,92.446724
23755,192.21086
23756,424.09854
23757,582.7412
23758,568.6429
23759,626.2507
23760,523.9966
23761,360.23392
23762,205.51805
23763,74.936646
23764,-4.3000803
23765,18.39046
23766,-8.385421
23767,-13.333257
23768,-28.733437
23769,-21.352215
23770,6.1996455
23771,-0.52749
23772,5.7132554
23773,-24.184755
23774,3.099714
23775,5.7136674
23776,4.739099
23777,15.624055
23778,68.2084
23779,231.04318
23780,406.46317
23781,563.30023
23782,601.9304
23783,583.6186
23784,499.6724
23785,328.98117
23786,213.38956
23787,82.143234
23788,-1.7459873
23789,-0.07367988
23790,-17.776009
23791,-9.09691
23792,-5.7227173
23793,-18.02391
23794,21.31821
23795,-6.9127603
23796,-2.1156936
23797,4.7599273
23798,-3.5647388
23799,16.771917
23800,-1.9110624
23801,21.290241
23802,83.95916
23803,211.76555
23804,377.19498
23805,534.3151
23806,568.6051
23807,563.9282
23808,464.85162
23809,334.3765
23810,192.07693
23811,132.52344
23812,-19.0408
23813,-25.779324
23814,6.013405
23815,10.707018
23816,14.25827
23817,-13.556955
23818,-13.686762
23819,15.202182
23820,2.7898185
23821,5.182573
23822,-13.342421
23823,13.157647
23824,-1.5361937
23825,8.834208
23826,77.63149
23827,257.43118
23828,466.92984
23829,484.0411
23830,551.9929
23831,574.8509
23832,529.2405
23833,359.0542
23834,197.27235
23835,79.08203
23836,-11.968807
23837,-6.6541333
23838,8.158359
23839,-2.8093374
23840,-7.1249757
23841,-16.395468
23842,-11.016509
23843,-6.375832
23844,-9.110614
23845,-7.0306897
23846,-7.2405696
23847,2.5577145
23848,1.0515877
23849,4.8139167
23850,31.135426
23851,202.70654
23852,337.73438
23853,392.97885
23854,446.67926
23855,325.1794
23856,220.5658
23857,155.245
23858,109.40862
23859,44.274273
23860,-3.7720218
23861,-5.973151
23862,8.269121
23863,-4.0330586
23864,-0.9280467
23865,-7.390095
23866,-8.978963
23867,-7.3507032
23868,1.6778792
23869,-8.774509
23870,1.3506079
23871,1.4459935
23872,-0.76658595
23873,17.251595
23874,-6.696
23875,174.29555
23876,405.81766
23877,254.71864
23878,254.12856
23879,208.31422
23880,362.985
23881,321.9706
23882,153.13036
23883,75.07686
23884,-17.626598
23885,0.36785465
23886,-7.2800665
23887,-4.2306705
23888,-6.585909
23889,-8.282993
23890,-2.6671362
23891,9.404919
23892,18.097816
23893,7.371117
23894,0.5968342
23895,13.053034
23896,19.41004
23897,41.885597
23898,61.80495
23899,250.82066
23900,427.93796
23901,539.50085
23902,592.5962
23903,576.3775
23904,508.23376
23905,393.82364
23906,204.53178
23907,107.540054
23908,-4.355712
23909,10.827262
23910,6.7487917
23911,-5.8190603
23912,-0.18241902
23913,11.36665
23914,1.8964249
23915,-0.3090375
23916,2.3058133
23917,0.016169954
23918,-0.7446884
23919,-6.783691
23920,0.38078982
23921,-1.0861455
23922,10.38079
23923,156.77768
23924,397.63898
23925,463.2479
23926,467.16296
23927,463.44144
23928,381.62695
23929,308.26788
23930,168.64696
23931,14.181682
23932,-7.594547
23933,5.3510294
23934,-34.599392
23935,-34.044727
23936,-37.430332
23937,-30.787457
23938,-5.4190907
23939,4.413584
23940,29.025541
23941,6.47403
23942,3.699514
23943,29.425123
23944,32.912064
23945,22.374266
23946,-11.062571
23947,219.54732
23948,265.90485
23949,384.60593
23950,526.19775
23951,493.65466
23952,511.1383
23953,423.57074
23954,265.34146
23955,121.69373
23956,-4.3188567
23957,-3.101867
23958,-16.92255
23959,-14.33643
23960,-2.231581
23961,-8.571586
23962,-5.4911485
23963,-30.667831
23964,-10.069325
23965,-4.5416017
23966,9.061761
23967,-3.7656791
23968,-7.447225
23969,29.608665
23970,54.422913
23971,273.11816
23972,428.14487
23973,470.58347
23974,607.0891
23975,583.78125
23976,506.08398
23977,332.23438
23978,203.66501
23979,54.466335
23980,-1.0729251
23981,-26.894123
23982,-28.747086
23983,-10.929963
23984,6.978969
23985,3.5290377
23986,4.360967
23987,-6.5704875
23988,-58.68141
23989,-10.944759
23990,14.944673
23991,30.239925
23992,11.084924
23993,15.944965
23994,33.282707
23995,167.6893
23996,378.1438
23997,587.82117
23998,595.47943
23999,563.5765
24000,550.16315
24001,406.6044
24002,237.00987
24003,124.5424
24004,8.256359
24005,-9.486031
24006,28.548231
24007,2.7492225
24008,22.702993
24009,15.653177
24010,-8.418147
24011,-5.89369
24012,-1.623224
24013,1.8975247
24014,-7.2664733
24015,11.240691
24016,3.7530663
24017,11.166875
24018,66.58115
24019,220.20929
24020,421.29834
24021,459.1975
24022,537.5222
24023,490.94608
24024,493.5179
24025,341.5754
24026,93.3644
24027,67.41602
24028,-0.47813296
24029,-2.3463578
24030,10.352525
24031,-2.1108077
24032,-8.439585
24033,-11.761755
24034,-1.8248359
24035,0.49626967
24036,-5.3345895
24037,4.8148227
24038,5.045693
24039,-7.95935
24040,-0.98691857
24041,21.740398
24042,53.576725
24043,181.7524
24044,307.98892
24045,498.81268
24046,398.6032
24047,499.77972
24048,458.2216
24049,88.84247
24050,143.88403
24051,9.188397
24052,3.4596014
24053,-10.417279
24054,-6.948242
24055,-17.57026
24056,-5.1455245
24057,28.138762
24058,4.0903826
24059,10.642961
24060,26.788252
24061,-5.797423
24062,-13.867055
24063,12.09298
24064,-44.241463
24065,-18.85632
24066,-98.52804
24067,164.75786
24068,300.77545
24069,294.45465
24070,390.9516
24071,369.54773
24072,247.6952
24073,125.85402
24074,93.80268
24075,-29.339087
24076,-38.243874
24077,-6.423525
24078,-30.215153
24079,-38.556072
24080,-17.783436
24081,-14.019258
24082,-6.1128106
24083,2.1972556
24084,0.61878943
24085,-2.6747425
24086,-2.1988604
24087,-16.632914
24088,29.660276
24089,6.801615
24090,-9.438706
24091,170.1217
24092,285.34015
24093,328.95554
24094,454.47052
24095,486.21198
24096,523.33075
24097,320.1106
24098,166.52641
24099,73.32955
24100,-0.51034534
24101,-15.427274
24102,-22.065527
24103,-13.315136
24104,-16.097635
24105,-4.973511
24106,8.448974
24107,19.093903
24108,30.739357
24109,-8.10778
24110,12.465147
24111,2.1556907
24112,6.990647
24113,35.070297
24114,25.717762
24115,254.22884
24116,206.3687
24117,237.53136
24118,197.79927
24119,171.24066
24120,64.91831
24121,101.907104
24122,35.244568
24123,50.27575
24124,0.06245689
24125,7.3613667
24126,4.5505023
24127,7.093951
24128,8.670143
24129,4.2512646
24130,-2.0293875
24131,-1.3753802
24132,-0.417513
24133,-1.4226022
24134,3.9156132
24135,-0.94072354
24136,12.362501
24137,-6.037595
24138,-2.3377287
24139,108.56702
24140,159.7316
24141,272.73752
24142,160.3966
24143,134.6588
24144,203.18996
24145,215.53224
24146,140.97609
24147,65.33184
24148,-6.441707
24149,4.9644284
24150,1.5741558
24151,0.61698973
24152,13.83566
24153,9.45229
24154,-4.532122
24155,1.7932934
24156,-3.9806619
24157,-3.3227725
24158,0.3695509
24159,2.1295674
24160,-5.180184
24161,0.9718602
24162,-14.603378
24163,128.6212
24164,292.9467
24165,381.02982
24166,400.20764
24167,406.44162
24168,434.92795
24169,277.4168
24170,153.7874
24171,34.233925
24172,-1.9489812
24173,7.6766157
24174,5.8793197
24175,9.035712
24176,3.7957392
24177,14.473954
24178,-4.2472253
24179,3.5663712
24180,1.4193971
24181,1.0014642
24182,20.417637
24183,-4.329314
24184,5.6901164
24185,12.178904
24186,12.092428
24187,110.24807
24188,126.067566
24189,231.07039
24190,172.2268
24191,102.03461
24192,164.56064
24193,199.30411
24194,108.130585
24195,56.648186
24196,1.8020701
24197,15.011274
24198,4.471938
24199,5.236375
24200,3.091023
24201,-5.9988394
24202,3.9006302
24203,8.417226
24204,1.7656854
24205,-38.65572
24206,-3.2727242
24207,3.8046346
24208,5.996561
24209,-0.58761585
24210,31.735596
24211,136.74512
24212,94.87767
24213,86.41345
24214,110.66101
24215,99.23972
24216,85.76747
24217,64.34145
24218,81.94349
24219,8.411006
24220,14.528534
24221,-1.196142
24222,-12.76773
24223,-3.678279
24224,-11.289034
24225,-2.0051336
24226,1.2288187
24227,-2.3912969
24228,4.9156413
24229,-0.028292358
24230,0.706172
24231,0.26953116
24232,0.838488
24233,1.6868454
24234,61.85687
24235,204.47743
24236,478.80942
24237,484.9204
24238,408.47
24239,333.44318
24240,320.67328
24241,207.32056
24242,105.66224
24243,69.14779
24244,17.322426
24245,9.33494
24246,9.514762
24247,6.117975
24248,8.066082
24249,8.066082
24250,2.4968722
24251,6.6114163
24252,1.2173605
24253,-4.6151357
24254,4.5558524
24255,-0.60079956
24256,8.457233
24257,2.4682763
24258,8.644584
24259,152.97183
24260,332.66528
24261,528.64026
24262,544.1443
24263,504.14145
24264,516.566
24265,342.78387
24266,193.97366
24267,75.41837
24268,6.3641744
24269,-4.591949
24270,-7.531442
24271,-2.028325
24272,-10.15422
24273,-10.15422
24274,-23.994421
24275,-6.8750434
24276,-6.146601
24277,14.919778
24278,-5.7638206
24279,-6.1732273
24280,10.539078
24281,-5.6870813
24282,71.63643
24283,162.45818
24284,219.25995
24285,224.46666
24286,272.3167
24287,145.09592
24288,266.88776
24289,198.89073
24290,118.11472
24291,44.480774
24292,-1.153211
24293,-0.53684
24294,-5.505121
24295,0.85337365
24296,-4.4475036
24297,-1.4070793
24298,0.54510623
24299,1.0088234
24300,4.407863
24301,3.3995726
24302,3.3995726
24303,4.355699
24304,-12.874078
24305,-1.51247
24306,31.03574
24307,95.67497
24308,168.39366
24309,119.89341
24310,186.56047
24311,218.32301
24312,146.82333
24313,88.5582
24314,76.01557
24315,33.634716
24316,-3.911417
24317,-0.27142024
24318,3.5658872
24319,-3.075226
24320,-2.1173038
24321,9.648564
24322,-3.7808385
24323,3.6198735
24324,-8.649684
24325,-6.2574997
24326,-2.2437851
24327,0.36038244
24328,-7.5678816
24329,-1.845797
24330,75.41918
24331,167.72743
24332,189.5913
24333,374.31348
24334,252.36081
24335,208.93477
24336,95.02048
24337,93.10425
24338,74.27049
24339,25.015375
24340,-0.2168812
24341,2.5372624
24342,5.446762
24343,-1.5785848
24344,-8.01
24345,0.94935524
24346,-0.44004467
24347,5.7499423
24348,0.0352322
24349,-1.3624985
24350,-5.387692
24351,-14.748454
24352,-2.2160501
24353,15.789466
24354,81.70803
24355,176.41013
24356,289.22772
24357,341.09415
24358,328.60266
24359,273.77563
24360,199.51843
24361,201.91273
24362,217.95845
24363,141.54256
24364,126.46823
24365,122.75643
24366,103.34384
24367,-54.42412
24368,5.6976185
24369,3.2386553
24370,-5.9315896
24371,-6.7124815
24372,3.2161822
24373,0.636472
24374,-1.372915
24375,-1.1286575
24376,-5.7145343
24377,20.639297
24378,79.938
24379,165.63142
24380,281.91666
24381,446.48038
24382,411.96066
24383,439.70383
24384,463.19412
24385,357.27902
24386,175.57394
24387,118.39469
24388,22.449747
24389,1.2768325
24390,19.354168
24391,1.655173
24392,4.036411
24393,5.662474
24394,1.9880191
24395,-4.55545
24396,-9.753425
24397,-11.2381315
24398,-5.4134707
24399,0.86350584
24400,-2.2373662
24401,22.137415
24402,93.93645
24403,276.3599
24404,370.62195
24405,406.65863
24406,565.18976
24407,600.0295
24408,492.4104
24409,337.3754
24410,206.4618
24411,47.63524
24412,12.724733
24413,17.729254
24414,-2.4275908
24415,-0.87648785
24416,-13.468394
24417,-8.712385
24418,3.9895165
24419,1.8611714
24420,1.9102784
24421,-11.195623
24422,-1.7216971
24423,-1.0963817
24424,-1.4887776
24425,7.462079
24426,90.88601
24427,203.8852
24428,407.53583
24429,531.69086
24430,585.7684
24431,657.018
24432,498.3439
24433,339.54205
24434,192.28777
24435,47.98171
24436,18.343462
24437,12.829943
24438,3.2345304
24439,-2.594311
24440,5.21851
24441,3.0585291
24442,14.015397
24443,22.651636
24444,2.7575696
24445,3.2587903
24446,-13.30271
24447,-8.321119
24448,-10.626761
24449,-11.419454
24450,40.79183
24451,201.16153
24452,323.89178
24453,516.6814
24454,595.7532
24455,636.2042
24456,508.99326
24457,428.34616
24458,141.98407
24459,89.72524
24460,5.2118134
24461,11.206655
24462,-0.3183958
24463,10.274563
24464,-2.8920043
24465,-9.25309
24466,11.689691
24467,0.029907156
24468,2.2303011
24469,23.069386
24470,-12.35602
24471,-34.706196
24472,-6.130613
24473,-13.681568
24474,-52.152752
24475,167.07507
24476,255.56018
24477,344.2404
24478,324.6362
24479,378.1781
24480,443.7812
24481,307.22574
24482,180.50253
24483,17.879763
24484,-12.407123
24485,-48.8756
24486,19.077246
24487,-12.9009695
24488,-24.766863
24489,-47.980194
24490,-19.643797
24491,-18.564663
24492,-13.709699
24493,-15.880636
24494,-18.480484
24495,-15.815073
24496,-12.881919
24497,-15.803375
24498,-21.833023
24499,93.359406
24500,174.25734
24501,313.6502
24502,455.0296
24503,422.40768
24504,421.89743
24505,319.27313
24506,170.72337
24507,29.422802
24508,-6.2875104
24509,1.4877435
24510,-0.8954506
24511,-10.648515
24512,-12.700127
24513,-3.5866086
24514,2.3058357
24515,-7.330279
24516,-1.1899186
24517,1.4703099
24518,-3.2720401
24519,-4.0431123
24520,5.453242
24521,1.7185229
24522,-22.040464
24523,100.90949
24524,324.6809
24525,314.9231
24526,237.26755
24527,440.0986
24528,393.727
24529,266.4174
24530,142.61145
24531,30.442327
24532,-10.449005
24533,8.550732
24534,-5.493191
24535,2.9839845
24536,-13.888923
24537,-25.271786
24538,55.384045
24539,-4.2599077
24540,-1.2398517
24541,11.237856
24542,10.848743
24543,11.659622
24544,13.605338
24545,8.011932
24546,-49.384872
24547,45.929092
24548,105.72629
24549,245.89369
24550,234.72998
24551,312.2908
24552,286.17657
24553,166.26384
24554,148.46704
24555,14.166081
24556,-45.48108
24557,-2.8995624
24558,-24.314152
24559,-34.80926
24560,-16.144066
24561,-25.702894
24562,-11.898158
24563,11.28395
24564,-7.58637
24565,-2.9404097
24566,-15.04858
24567,9.080748
24568,0.58817875
24569,-38.46576
24570,-70.25103
24571,22.134344
24572,237.45876
24573,289.27417
24574,273.32782
24575,339.38278
24576,411.09442
24577,222.69904
24578,142.92702
24579,-10.413973
24580,-3.8977537
24581,-23.624392
24582,-24.86719
24583,-12.474605
24584,-25.672138
24585,0.96177095
24586,-12.162827
24587,-0.9171996
24588,7.8484025
24589,-4.276896
24590,28.880398
24591,-3.1367733
24592,-16.809666
24593,-5.4637504
24594,-37.430424
24595,59.54179
24596,171.89177
24597,421.15085
24598,438.9329
24599,306.5991
24600,425.15182
24601,370.51837
24602,138.94234
24603,63.253
24604,-19.329895
24605,4.345936
24606,-31.675392
24607,-11.808217
24608,5.2860103
24609,-15.72784
24610,8.122925
24611,-6.999299
24612,-2.9950452
24613,-4.743733
24614,4.6732664
24615,-22.01482
24616,8.952998
24617,27.15663
24618,-2.1139188
24619,127.76792
24620,223.44412
24621,232.2559
24622,530.0205
24623,335.6147
24624,146.11145
24625,223.95084
24626,85.51321
24627,20.190208
24628,9.928445
24629,4.1537175
24630,1.6701833
24631,1.0793831
24632,1.9789678
24633,-1.6777201
24634,2.073609
24635,-3.5080266
24636,5.691948
24637,-1.1021073
24638,0.4757893
24639,5.3879695
24640,-7.028616
24641,0.9059702
24642,5.3574967
24643,128.81905
24644,163.20335
24645,209.35492
24646,205.09674
24647,294.52304
24648,215.88937
24649,144.7613
24650,70.6207
24651,63.743763
24652,-13.8153925
24653,-2.422385
24654,-9.863443
24655,1.0004134
24656,3.7775447
24657,2.6214106
24658,8.094881
24659,3.2529283
24660,4.4639187
24661,2.043707
24662,0.9973029
24663,1.1061152
24664,-0.95844126
24665,26.343294
24666,33.037506
24667,135.59142
24668,249.70276
24669,508.3175
24670,466.8907
24671,478.05026
24672,598.54584
24673,492.11502
24674,248.7001
24675,86.21691
24676,20.018923
24677,8.708475
24678,11.789885
24679,-3.518479
24680,-9.855898
24681,0.6698067
24682,9.583825
24683,4.9105873
24684,5.8750896
24685,-5.6823425
24686,-9.253165
24687,-2.0424871
24688,-3.85005
24689,2.0730624
24690,32.859135
24691,132.37698
24692,286.57043
24693,485.0908
24694,423.41458
24695,177.18657
24696,456.08792
24697,410.50372
24698,154.39354
24699,112.50422
24700,98.467316
24701,8.4747305
24702,9.393759
24703,-15.480372
24704,-1.0904306
24705,5.1221833
24706,10.575247
24707,-6.4578695
24708,-2.0742474
24709,4.2363253
24710,8.876683
24711,19.491138
24712,-3.9491315
24713,-0.24628595
24714,50.60538
24715,259.4072
24716,408.38293
24717,455.912
24718,516.9281
24719,519.9672
24720,481.5779
24721,420.34802
24722,106.5942
24723,45.145218
24724,14.683699
24725,3.7208607
24726,-2.362403
24727,-1.314874
24728,-6.1286883
24729,10.693452
24730,2.5640297
24731,1.1047257
24732,-5.638023
24733,15.085128
24734,-0.6615619
24735,5.7143908
24736,1.1898679
24737,19.427856
24738,35.292847
24739,189.66179
24740,242.92403
24741,228.89507
24742,224.51091
24743,191.68083
24744,257.57678
24745,210.36014
24746,97.79188
24747,47.82826
24748,-3.5879774
24749,4.3767776
24750,5.355239
24751,9.447774
24752,0.72748274
24753,8.850584
24754,1.9458382
24755,2.9660091
24756,-0.20631382
24757,-6.5630746
24758,16.317291
24759,1.5994133
24760,-2.3905451
24761,3.2690642
24762,5.630689
24763,150.03902
24764,146.71051
24765,105.83646
24766,90.66618
24767,179.57645
24768,148.43759
24769,76.65092
24770,96.18406
24771,39.94579
24772,-5.0572257
24773,2.1046615
24774,-2.402827
24775,-8.216463
24776,-8.58758
24777,-17.619553
24778,-1.5247247
24779,-2.7633731
24780,-6.044566
24781,0.45169622
24782,1.990755
24783,5.8065386
24784,5.1086454
24785,-0.55213135
24786,118.98552
24787,173.78479
24788,129.20682
24789,120.766884
24790,183.95695
24791,100.54671
24792,32.005814
24793,16.39506
24794,59.778217
24795,48.806232
24796,-3.7720957
24797,0.7685718
24798,-0.7778724
24799,-1.7183499
24800,-15.909038
24801,-1.9644094
24802,0.17356297
24803,10.496387
24804,-2.0751143
24805,-1.9914238
24806,-11.543857
24807,-16.284754
24808,-11.726757
24809,-2.3638558
24810,-58.418697
24811,166.8729
24812,282.4707
24813,255.11192
24814,223.63063
24815,174.32596
24816,249.06973
24817,186.83809
24818,191.61452
24819,103.79705
24820,3.4967394
24821,38.647823
24822,-21.569149
24823,-15.000836
24824,-23.84424
24825,-15.375295
24826,1.9463118
24827,12.783093
24828,-6.542834
24829,-8.148109
24830,-11.929088
24831,-8.175934
24832,-7.6725373
24833,5.7617183
24834,-0.47483
24835,84.65534
24836,224.37492
24837,234.19049
24838,216.21622
24839,213.71265
24840,189.61557
24841,89.40625
24842,65.15269
24843,20.464851
24844,-2.4927275
24845,-1.2052177
24846,-4.8016753
24847,3.2135842
24848,4.752498
24849,2.689568
24850,7.0516768
24851,29.75998
24852,150.86351
24853,313.82846
24854,309.5245
24855,493.2668
24856,470.40503
24857,516.49854
24858,421.84216
24859,209.50168
24860,90.66095
24861,18.998613
24862,6.5138445
24863,4.5769277
24864,-3.4130995
24865,16.726152
24866,-0.678948
24867,-1.0929106
24868,-0.35539913
24869,6.4900866
24870,-0.20660219
24871,-1.7313596
24872,8.995887
24873,0.23411226
24874,10.962619
24875,42.684395
24876,187.63393
24877,324.92883
24878,453.85803
24879,496.23862
24880,445.72604
24881,468.95337
24882,356.51166
24883,171.53656
24884,104.596664
24885,0.5099479
24886,4.516436
24887,0.9993016
24888,8.648061
24889,4.474371
24890,28.833754
24891,8.08269
24892,3.8883631
24893,11.011515
24894,-0.6714373
24895,-4.7230716
24896,0.49406508
24897,28.289848
24898,29.3146
24899,47.817394
24900,168.7378
24901,476.17047
24902,473.62332
24903,469.204
24904,491.3056
24905,423.0397
24906,331.07742
24907,182.27869
24908,90.00273
24909,16.134262
24910,4.309177
24911,-6.16884
24912,3.5997963
24913,20.179094
24914,5.2739015
24915,5.4847755
24916,1.3662616
24917,1.3851784
24918,0.85162807
24919,4.659952
24920,-2.0688634
24921,-5.24184
24922,-5.7882237
24923,26.000835
24924,141.1857
24925,231.59212
24926,224.85794
24927,170.58226
24928,171.24156
24929,175.70378
24930,125.823166
24931,75.74724
24932,39.75282
24933,4.652141
24934,16.416504
24935,-5.6754546
24936,-7.7474213
24937,-0.7982489
24938,-8.533597
24939,-8.810474
24940,-9.437599
24941,-0.6196315
24942,-8.94173
24943,-14.83866
24944,-8.917821
24945,-2.8262265
24946,17.489632
24947,42.882908
24948,122.694016
24949,133.39706
24950,155.56575
24951,84.98836
24952,294.9751
24953,299.23825
24954,80.82334
24955,72.06843
24956,113.1145
24957,23.769966
24958,-10.885973
24959,-2.3724146
24960,-0.49954826
24961,1.7270967
24962,-1.7695438
24963,4.256487
24964,35.189262
24965,3.036333
24966,4.5828586
24967,6.1356263
24968,2.3994102
24969,-2.1663418
24970,8.566352
24971,-2.4728446
24972,125.0829
24973,221.35599
24974,143.44562
24975,163.61359
24976,216.09402
24977,108.965126
24978,96.59119
24979,52.2831
24980,44.42933
24981,120.25914
24982,55.78716
24983,124.72673
24984,11.202031
24985,-2.533042
24986,1.5010267
24987,11.9207535
24988,0.3259133
24989,-6.4213576
24990,-9.424441
24991,-8.516431
24992,0.03161347
24993,-11.265102
24994,-4.3487782
