,mont-tricias
5703,781.372
5704,738.8293
5705,550.57733
5706,360.09396
5707,84.929115
5708,28.181698
5709,1.3506896
5710,0.1771795
5711,4.021761
5712,4.021761
5713,-3.0199683
5714,1.5158602
5715,-9.440713
5716,-7.2595
5717,0.7356266
5718,-2.1025903
5719,6.029783
5720,46.260384
5721,187.47684
5722,489.06125
5723,649.3031
5724,785.9113
5725,836.4818
5726,775.32733
5727,734.4039
5728,701.1623
5729,548.26404
5730,384.33038
5731,62.483982
5732,4.250752
5733,-30.64335
5734,-20.51473
5735,6.048239
5736,-1.424929
5737,-3.767846
5738,0.9145533
5739,-14.236748
5740,-8.94875
5741,-4.965422
5742,-15.59522
5743,-1.7761139
5744,28.071405
5745,207.03506
5746,411.65237
5747,579.53326
5748,641.2337
5749,682.6302
5750,678.99744
5751,592.64856
5752,522.581
5753,320.21686
5754,181.5383
5755,80.30597
5756,17.808378
5757,-48.890522
5758,13.666486
5759,13.509818
5760,-8.678431
5761,-4.6983786
5762,-2.6029804
5763,-2.6651485
5764,-0.7323568
5765,-2.9443626
5766,-0.35859174
5767,-4.0455775
5768,37.26609
5769,174.70415
5770,477.7723
5771,600.7395
5772,593.6061
5773,635.65173
5774,552.3982
5775,552.02325
5776,608.17004
5777,353.81482
5778,328.94727
5779,97.97714
5780,11.268256
5781,11.097574
5782,2.4557889
5783,-7.633959
5784,-7.577299
5785,-2.364277
5786,2.7930145
5787,2.3694675
5788,-0.613631
5789,-0.15613282
5790,-1.1470166
5791,0.44669574
5792,53.220356
5793,227.10248
5794,470.8374
5795,641.35
5796,758.20337
5797,836.16345
5798,817.0929
5799,730.7669
5800,715.9139
5801,545.6712
5802,372.04993
5803,101.51247
5804,3.0459383
5805,-26.290154
5806,-17.705576
5807,-4.4322753
5808,-2.881447
5809,-0.7137558
5810,2.2709644
5811,11.311878
5812,1.2281052
5813,2.2785995
5814,3.572962
5815,4.833198
5816,48.530087
5817,211.27275
5818,473.51218
5819,634.8419
5820,786.6047
5821,855.5405
5822,857.0193
5823,746.36456
5824,707.7782
5825,568.603
5826,376.30713
5827,97.23887
5828,21.511984
5829,7.160705
5830,-7.580765
5831,19.933096
5832,-9.315302
5833,0.16320917
5834,-3.0037656
5835,6.5230827
5836,-7.779037
5837,0.30706114
5838,0.4296661
5839,2.4203222
5840,60.493797
5841,216.70795
5842,494.5687
5843,667.0151
5844,754.0591
5845,860.2695
5846,808.7357
5847,698.096
5848,694.2711
5849,556.5632
5850,376.28885
5851,55.49002
5852,2.7250853
5853,5.323762
5854,5.5403514
5855,-43.04312
5856,12.462329
5857,11.896803
5858,1.8397695
5859,20.585405
5860,19.348639
5861,13.209812
5862,35.50469
5863,17.23169
5864,49.5784
5865,227.24559
5866,499.92847
5867,676.36304
5868,811.0768
5869,913.8224
5870,909.71405
5871,826.0535
5872,751.2921
5873,592.684
5874,395.80606
5875,82.23485
5876,8.438469
5877,6.2259235
5878,17.967607
5879,16.5085
5880,1.7865064
5881,-6.7890086
5882,-20.858
5883,0.4710248
5884,-4.2604694
5885,-3.8340185
5886,-2.9603608
5887,12.419728
5888,66.245766
5889,212.46663
5890,467.5511
5891,618.7524
5892,762.32495
5893,888.1323
5894,851.7485
5895,695.34393
5896,655.92834
5897,557.4689
5898,378.21844
5899,63.2906
5900,-14.567397
5901,-17.791222
5902,-16.666197
5903,-3.4916484
5904,-21.046684
5905,-9.418264
5906,-8.11209
5907,-49.791588
5908,-3.4257877
5909,-31.444628
5910,-25.441383
5911,6.3391256
5912,55.4311
5913,227.86633
5914,433.7436
5915,630.7005
5916,773.798
5917,814.3822
5918,864.7656
5919,676.9926
5920,647.301
5921,526.8913
5922,379.54147
5923,59.300205
5924,10.897955
5925,-7.283522
5926,1.789112
5927,2.3766198
5928,-0.21839993
5929,4.5868745
5930,13.569752
5931,2.2588828
5932,3.0584223
5933,1.2649435
5934,-7.2567387
5935,-2.8736339
5936,56.30195
5937,211.9112
5938,472.83252
5939,641.9653
5940,753.2627
5941,794.5662
5942,841.7561
5943,751.6868
5944,675.5871
5945,549.8026
5946,374.64557
5947,80.02053
5948,15.710228
5949,0.6763647
5950,-24.13227
5951,11.499202
5952,-30.599426
5953,-16.482237
5954,-0.916926
5955,-1.0226792
5956,-10.80082
5957,1.686767
5958,-11.883253
5959,-11.693843
5960,43.950783
5961,207.73892
5962,467.14722
5963,699.9052
5964,790.6628
5965,910.8228
5966,862.46063
5967,726.1994
5968,717.0687
5969,555.45514
5970,349.11438
5971,97.57848
5972,37.644943
5973,-3.4911919
5974,10.904633
5975,4.02843
5976,11.980144
5977,5.3390465
5978,2.160948
5979,7.5650144
5980,13.327471
5981,8.309665
5982,9.220144
5983,7.397448
5984,66.741684
5985,211.91745
5986,490.52658
5987,577.2849
5988,778.1776
5989,822.5862
5990,851.7476
5991,724.11414
5992,673.5476
5993,565.60803
5994,342.51038
5995,61.04836
5996,33.85942
5997,0.43083513
5998,-7.5636616
5999,-9.697854
6000,-0.395137
6001,0.15935275
6002,-3.2148256
6003,-7.6343784
6004,1.0634545
6005,0.96936643
6006,-1.2021313
6007,0.75282407
6008,66.637955
6009,205.58615
6010,481.60608
6011,640.91046
6012,765.7288
6013,811.73456
6014,812.6748
6015,690.4283
6016,637.5546
6017,544.0838
6018,374.57245
6019,63.608253
6020,17.309658
6021,-10.9652815
6022,-2.3947818
6023,-13.425351
6024,-1.4051417
6025,-2.620155
6026,-7.8419075
6027,-7.0684123
6028,2.516628
6029,0.05796197
6030,-33.23568
6031,9.396118
6032,65.98146
6033,207.34723
6034,457.593
6035,663.7004
6036,762.24603
6037,759.63855
6038,838.29584
6039,714.3915
6040,685.0181
6041,560.21326
6042,374.1107
6043,75.73358
6044,43.610123
6045,-86.64233
6046,4.123845
6047,-19.501947
6048,-11.405314
6049,0.2882151
6050,-3.567803
6051,-4.005989
6052,0.1300627
6053,-1.5434753
6054,-14.942759
6055,-13.461206
6056,48.065918
6057,201.41534
6058,454.4285
6059,620.8313
6060,752.94135
6061,841.3702
6062,801.76636
6063,715.0114
6064,669.2971
6065,507.2076
6066,377.30035
6067,81.19298
6068,-1.3213235
6069,-5.3084874
6070,-28.785555
6071,-21.059124
6072,-10.352431
6073,16.481716
6074,-22.442211
6075,2.2529876
6076,1.9012293
6077,13.474353
6078,-8.6824255
6079,-12.858998
6080,12.980248
6081,201.94977
6082,413.20364
6083,666.27924
6084,763.3233
6085,915.10046
6086,808.1446
6087,745.6715
6088,696.9032
6089,567.08014
6090,361.74988
6091,53.482098
6092,29.912468
6093,-22.280508
6094,1.6446329
6095,2.6103358
6096,2.180632
6097,10.063164
6098,-6.4396152
6099,6.55341
6100,-4.5140386
6101,-10.946262
6102,3.1575909
6103,3.2354007
6104,44.545135
6105,224.3427
6106,500.33038
6107,593.6651
6108,760.84125
6109,901.98035
6110,881.0624
6111,551.0098
6112,551.15485
6113,481.87933
6114,378.07367
6115,74.48682
6116,23.455816
6117,14.867922
6118,-5.346541
6119,4.773719
6120,13.700358
6121,-7.3337936
6122,-14.376092
6123,48.454277
6124,-0.83052564
6125,-2.007485
6126,-9.86618
6127,0.6647469
6128,30.671976
6129,186.94928
6130,517.74084
6131,613.3382
6132,727.33545
6133,880.1607
6134,890.6085
6135,854.34125
6136,646.87787
6137,459.1013
6138,344.7097
6139,73.089264
6140,12.901121
6141,5.685122
6142,-12.522699
6143,2.20432
6144,12.09124
6145,-0.35641554
6146,2.406229
6147,0.34235236
6148,-9.086698
6149,-5.427502
6150,-12.444465
6151,-10.230273
6152,67.306816
6153,170.92284
6154,447.30304
6155,643.15686
6156,837.4132
6157,938.9353
6158,925.7291
6159,815.9111
6160,715.3159
6161,531.95856
6162,424.58832
6163,82.94201
6164,-17.155909
6165,6.183383
6166,21.959265
6167,13.565994
6168,7.242961
6169,-3.3588274
6170,-2.4185233
6171,16.281199
6172,6.14081
6173,-10.158333
6174,1.4709541
6175,-10.581894
6176,51.534958
6177,212.62283
6178,340.3698
6179,439.9704
6180,411.6881
6181,619.4358
6182,667.53424
6183,601.7573
6184,449.16476
6185,302.72864
6186,134.46411
6187,65.23298
6188,-9.175149
6189,4.989424
6190,-1.1957308
6191,4.6731415
6192,1.1707927
6193,12.341557
6194,0.4439293
6195,-3.268237
6196,-16.293589
6197,1.663344
6198,-17.090094
6199,10.166556
6200,47.83031
6201,193.78008
6202,267.13318
6203,474.50586
6204,568.52576
6205,598.64374
6206,543.6953
6207,406.12985
6208,457.43008
6209,185.65942
6210,57.973137
6211,61.591015
6212,-5.823498
6213,3.357509
6214,1.3697325
6215,-20.73026
6216,1.7121407
6217,-0.22759145
6218,8.785663
6219,3.2581036
6220,-4.314106
6221,-3.427941
6222,-3.6273897
6223,-0.15146205
6224,37.188145
6225,191.72287
6226,353.04468
6227,505.31046
6228,595.0716
6229,772.0709
6230,752.849
6231,600.41724
6232,542.44977
6233,382.81635
6234,255.23508
6235,74.62676
6236,-10.699711
6237,-3.2796726
6238,-0.8996798
6239,-3.711746
6240,2.3994892
6241,2.7866287
6242,2.4670792
6243,3.7379713
6244,-6.6314588
6245,-0.3382557
6246,-0.34615976
6247,-1.5074931
6248,40.632603
6249,209.0219
6250,350.60562
6251,473.7811
6252,635.01953
6253,766.48773
6254,734.83307
6255,590.7928
6256,503.2421
6257,377.16516
6258,226.9599
6259,71.09832
6260,5.143602
6261,-8.511585
6262,-127.55031
6263,-10.930233
6264,-9.290571
6265,-1.0226549
6266,-0.5193621
6267,2.2215056
6268,7.5474496
6269,1.8397061
6270,3.1493535
6271,-11.184207
6272,49.266026
6273,198.09814
6274,345.5486
6275,517.05536
6276,650.85516
6277,750.9311
6278,759.029
6279,557.4532
6280,551.90515
6281,390.89658
6282,240.28456
6283,73.6582
6284,2.4457407
6285,-8.108629
6286,-49.351326
6287,-42.87635
6288,3.6823826
6289,7.118542
6290,17.607382
6291,12.668245
6292,-74.22021
6293,4.055593
6294,-5.3135133
6295,-22.189367
6296,27.669985
6297,203.48964
6298,342.17517
6299,509.04
6300,692.4362
6301,772.47437
6302,775.71436
6303,617.2563
6304,522.65094
6305,446.1552
6306,273.554
6307,70.55759
6308,-6.12707
6309,-3.2083554
6310,43.146145
6311,-8.035785
6312,-12.311735
6313,1.1738392
6314,0.21797445
6315,6.7459073
6316,-13.013275
6317,-2.3284194
6318,-3.6342611
6319,13.667922
6320,57.82387
6321,221.83092
6322,354.28296
6323,559.0357
6324,662.5039
6325,811.5443
6326,777.31635
6327,601.6585
6328,505.65082
6329,427.75446
6330,314.26706
6331,77.69669
6332,26.612213
6333,30.63408
6334,10.4014225
6335,-9.6178465
6336,-30.786623
6337,5.5833783
6338,-0.6029846
6339,3.9848702
6340,-3.9074233
6341,-2.3974133
6342,-9.333782
6343,1.2076021
6344,41.37049
6345,210.73515
6346,367.6898
6347,514.809
6348,637.62573
6349,703.84766
6350,707.73364
6351,576.28467
6352,463.7469
6353,413.2588
6354,260.15436
6355,61.19409
6356,-2.5169678
6357,-10.716213
6358,-16.761415
6359,-4.2493615
6360,-1.931197
6361,-2.4666
6362,-0.78014773
6363,-2.3664556
6364,-3.3848088
6365,13.512806
6366,-14.712328
6367,-3.3651164
6368,37.903576
6369,205.75014
6370,318.79794
6371,443.23828
6372,622.26086
6373,709.9519
6374,720.2863
6375,565.599
6376,502.2478
6377,425.31323
6378,273.33374
6379,69.39201
6380,-1.8470927
6381,-1.388204
6382,-7.327437
6383,-7.9411783
6384,-8.288053
6385,-22.101767
6386,-14.01792
6387,-1.8463539
6388,11.3965845
6389,-4.8497233
6390,-8.291696
6391,-24.344809
6392,36.74333
6393,222.37733
6394,297.5885
6395,512.85516
6396,685.60706
6397,759.443
6398,804.23785
6399,566.40985
6400,525.52856
6401,360.51425
6402,217.59528
6403,85.60504
6404,-14.108208
6405,4.179982
6406,-1.260048
6407,-11.064594
6408,0.78092664
6409,-2.7591617
6410,-2.871418
6411,-5.436783
6412,1.8285888
6413,-12.700913
6414,3.0519614
6415,-24.590305
6416,52.751396
6417,225.00449
6418,393.29422
6419,318.25662
6420,352.70306
6421,511.00992
6422,497.79678
6423,582.53687
6424,408.28183
6425,281.3148
6426,85.56282
6427,67.02538
6428,9.253133
6429,13.076044
6430,9.445918
6431,6.350004
6432,11.76496
6433,-17.451975
6434,-22.755861
6435,13.497703
6436,0.50661564
6437,4.505475
6438,10.604139
6439,-5.174651
6440,47.229897
6441,217.26967
6442,248.28333
6443,320.9193
6444,475.05853
6445,454.51645
6446,341.8808
6447,323.5629
6448,129.31087
6449,288.99597
6450,166.52547
6451,76.25151
6452,5.620727
6453,3.8615851
6454,5.9955683
6455,-0.34034878
6456,3.9991453
6457,-1.5294408
6458,-7.468324
6459,-8.911134
6460,-0.9618895
6461,2.0672202
6462,-4.0735865
6463,-6.712409
6464,30.843145
6465,192.78677
6466,372.83295
6467,520.6359
6468,486.97693
6469,545.82086
6470,271.3841
6471,314.2973
6472,237.97507
6473,112.25179
6474,72.139786
6475,58.534817
6476,-0.07217379
6477,-2.2512631
6478,17.850407
6479,2.9285495
6480,-6.1777716
6481,-0.115810685
6482,-11.715776
6483,-8.151336
6484,-6.0312133
6485,5.7884274
6486,1.767918
6487,-10.929456
6488,28.397533
6489,207.93173
6490,331.1161
6491,469.41324
6492,626.7108
6493,695.8413
6494,769.45764
6495,566.70953
6496,489.48633
6497,360.47214
6498,220.67216
6499,58.625225
6500,0.52543366
6501,-0.530168
6502,-5.3426213
6503,-6.0233917
6504,-7.201516
6505,0.41867393
6506,3.8439515
6507,15.838802
6508,-3.2849736
6509,2.313786
6510,-3.2314553
6511,14.542808
6512,55.931774
6513,206.07686
6514,342.51913
6515,472.03146
6516,574.4999
6517,732.2339
6518,709.45233
6519,477.08087
6520,497.02307
6521,373.95868
6522,264.77042
6523,73.74344
6524,11.254911
6525,-7.7785845
6526,-0.1602721
6527,1.5744857
6528,-1.1093463
6529,1.500695
6530,1.0177232
6531,12.895667
6532,5.0400505
6533,-2.935606
6534,2.941971
6535,4.75037
6536,61.191326
6537,219.23401
6538,299.1766
6539,496.53287
6540,686.71497
6541,744.0406
6542,691.32574
6543,578.8104
6544,537.88525
6545,443.48672
6546,294.55005
6547,53.028507
6548,4.9789853
6549,-5.1500845
6550,-11.4093485
6551,-16.147211
6552,-4.5915885
6553,11.657737
6554,-7.501238
6555,-0.64766705
6556,1.8924819
6557,4.951684
6558,1.8004752
6559,3.5935855
6560,58.94813
6561,203.08437
6562,333.92368
6563,508.67847
6564,646.1539
6565,726.8405
6566,755.56433
6567,565.62494
6568,523.1911
6569,354.28107
6570,231.34415
6571,58.82585
6572,3.6779535
6573,-2.6419294
6574,-5.550631
6575,9.731409
6576,4.166575
6577,2.198076
6578,1.5742346
6579,3.0776587
6580,0.273551
6581,2.57416
6582,-0.67468584
6583,1.3390957
6584,37.91388
6585,201.92874
6586,338.57074
6587,498.33127
6588,659.88226
6589,708.6017
6590,716.46625
6591,563.1534
6592,480.40262
6593,422.99323
6594,281.542
6595,63.35406
6596,4.447955
6597,-3.5229857
6598,-5.177899
6599,-6.003981
6600,4.7243686
6601,6.344704
6602,2.6198697
6603,0.8687086
6604,-21.44191
6605,-14.954869
6606,-0.9114007
6607,2.636674
6608,37.941563
6609,200.90773
6610,322.18884
6611,531.74585
6612,648.10535
6613,716.27106
6614,712.97076
6615,584.3966
6616,503.88202
6617,436.49857
6618,277.03308
6619,60.016476
6620,9.279757
6621,-13.498856
6622,17.662857
6623,5.2208776
6624,-5.9430814
6625,18.660648
6626,0.014764518
6627,-0.2758062
6628,-1.976117
6629,-6.4920897
6630,38.38204
6631,-44.117237
6632,50.234707
6633,211.75607
6634,343.88055
6635,511.5463
6636,660.42755
6637,762.5548
6638,722.9987
6639,647.0141
6640,457.33856
6641,331.23547
6642,266.09076
6643,67.46302
6644,7.4272184
6645,-1.2875131
6646,-10.391219
6647,1.3633455
6648,-10.391219
6649,5.625314
6650,-5.1621914
6651,1.0312936
6652,-1.857101
6653,-8.063694
6654,-9.8423815
6655,-8.464764
6656,32.503822
6657,229.05684
6658,319.6684
6659,471.74423
6660,597.37744
6661,661.8943
6662,636.2236
6663,485.52103
6664,435.43048
6665,272.27838
6666,77.98141
6667,45.629913
6668,-3.0272195
6669,-23.81661
6670,-14.887218
6671,-23.445478
6672,-21.558008
6673,-13.475445
6674,-7.1345963
6675,-9.080856
6676,-26.597551
6677,-0.3377718
6678,6.7641196
6679,16.53447
6680,49.573814
6681,201.39441
6682,385.9076
6683,534.85016
6684,609.9148
6685,685.09863
6686,661.5516
6687,542.44806
6688,448.91586
6689,286.20746
6690,184.86415
6691,79.8444
6692,9.472625
6693,7.6038017
6694,-3.1143947
6695,-15.659947
6696,7.203936
6697,-5.808651
6698,-11.279822
6699,15.28136
6700,-7.7668557
6701,2.1725597
6702,-0.31175548
6703,-1.7591349
6704,21.790966
6705,202.54333
6706,322.2084
6707,548.18964
6708,663.6975
6709,760.4436
6710,739.74774
6711,648.89056
6712,504.35944
6713,429.979
6714,247.58374
6715,75.617805
6716,-7.43336
6717,-12.162665
6718,-22.620098
6719,-12.80248
6720,-8.163568
6721,-8.911171
6722,-22.495993
6723,-2.770437
6724,-28.311863
6725,1.2604151
6726,-13.470317
6727,-10.922155
6728,28.410378
6729,230.25693
6730,343.8987
6731,475.261
6732,638.82074
6733,796.5162
6734,793.222
6735,615.84485
6736,541.21014
6737,345.79355
6738,261.8592
6739,57.693893
6740,11.287144
6741,18.474466
6742,5.7759666
6743,6.5883117
6744,-6.3727574
6745,5.1336694
6746,29.78178
6747,6.9131713
6748,1.8495334
6749,-1.9171642
6750,-11.090237
6751,9.24704
6752,48.26554
6753,178.3843
6754,349.762
6755,512.7513
6756,719.52905
6757,758.0784
6758,733.5454
6759,587.66864
6760,498.66382
6761,354.36722
6762,302.867
6763,44.23004
6764,8.409651
6765,2.5797632
6766,24.560743
6767,-7.705965
6768,-10.634763
6769,0.8553475
6770,1.9201989
6771,-8.172444
6772,-12.511275
6773,-1.5502363
6774,-4.1095915
6775,-4.7927094
6776,38.54712
6777,199.31448
6778,392.82343
6779,584.6746
6780,743.62415
6781,789.4652
6782,770.87994
6783,611.5138
6784,498.3846
6785,354.20007
6786,256.9308
6787,89.653145
6788,-10.794126
6789,-7.143299
6790,4.905757
6791,-25.338291
6792,-10.505645
6793,-1.7829843
6794,-8.7448
6795,1.8993646
6796,-2.2521539
6797,-2.0822823
6798,9.119796
6799,6.9788814
6800,46.73544
6801,220.46953
6802,367.36743
6803,592.3538
6804,762.339
6805,823.00354
6806,795.05005
6807,664.03546
6808,557.6675
6809,485.79236
6810,317.4111
6811,66.24436
6812,9.20763
6813,6.091844
6814,-10.690039
6815,0.39087516
6816,3.5737221
6817,0.6172441
6818,1.8732754
6819,1.366121
6820,1.4355105
6821,-6.0064616
6822,-6.000258
6823,-4.676867
6824,33.627987
6825,204.36139
6826,338.19418
6827,532.9114
6828,734.41455
6829,751.7767
6830,766.4356
6831,642.45013
6832,541.63635
6833,392.7097
6834,257.32764
6835,82.05866
6836,24.522118
6837,12.155473
6838,0.05597897
6839,4.4675503
6840,2.0586896
6841,0.5209781
6842,-5.225825
6843,4.315043
6844,0.104065254
6845,-10.131882
6846,-0.02522093
6847,0.16179365
6848,37.90889
6849,220.93507
6850,236.45625
6851,503.03867
6852,530.934
6853,554.3124
6854,594.53174
6855,458.57703
6856,254.51729
6857,309.69916
6858,120.92332
6859,81.02759
6860,6.866933
6861,-0.48545372
6862,3.4854567
6863,-10.421808
6864,-4.845163
6865,-20.74257
6866,3.2930272
6867,-13.896812
6868,-51.28311
6869,-38.122356
6870,-45.34538
6871,-7.9550605
6872,0.5629084
6873,138.704
6874,328.32935
6875,473.11432
6876,603.8025
6877,599.023
6878,561.57306
6879,613.563
6880,541.5352
6881,375.96155
6882,206.50389
6883,47.743805
6884,16.014654
6885,1.9482908
6886,-1.1939069
6887,-20.88165
6888,0.9624984
6889,-14.370966
6890,-8.309726
6891,-3.0277386
6892,-5.5994897
6893,-14.808684
6894,0.046303093
6895,-7.682423
6896,49.074814
6897,120.057014
6898,333.76474
6899,449.2936
6900,556.87885
6901,720.422
6902,756.7895
6903,592.36005
6904,415.66205
6905,350.66614
6906,199.35345
6907,17.890339
6908,6.282816
6909,13.691378
6910,-6.6844616
6911,-17.051859
6912,-0.586139
6913,-1.4891579
6914,-1.3559676
6915,-0.38843417
6916,-6.504729
6917,-7.897118
6918,-4.721116
6919,-12.535844
6920,15.6312
6921,172.32574
6922,379.38254
6923,442.10156
6924,516.7447
6925,666.05414
6926,725.87286
6927,524.07227
6928,395.7425
6929,404.5384
6930,190.27025
6931,31.268303
6932,-3.1197152
6933,-18.132826
6934,-6.3845854
6935,-4.957194
6936,2.5986662
6937,3.428513
6938,8.978369
6939,0.97205377
6940,-3.1579103
6941,3.4438868
6942,-8.964867
6943,3.3686428
6944,19.15921
6945,174.3841
6946,331.29178
6947,457.0023
6948,583.9187
6949,635.041
6950,658.18207
6951,561.81885
6952,405.58582
6953,322.53748
6954,150.80037
6955,15.553357
6956,-0.25760776
6957,-6.733881
6958,-21.31655
6959,1.3091398
6960,-0.09060864
6961,7.452841
6962,-2.9455032
6963,-29.790735
6964,-1.4589562
6965,-1.0674243
6966,-8.135686
6967,3.6897206
6968,27.947582
6969,178.9649
6970,323.4478
6971,424.0334
6972,637.7594
6973,698.4275
6974,777.3947
6975,586.9308
6976,412.97574
6977,338.7089
6978,141.57162
6979,-0.8481345
6980,7.2183123
6981,-9.863194
6982,-10.704068
6983,-5.906258
6984,1.4390662
6985,3.949619
6986,-14.167668
6987,-15.615792
6988,-26.508821
6989,9.289907
6990,-15.038436
6991,9.087203
6992,26.61589
6993,135.7895
6994,326.74588
6995,344.21048
6996,454.38373
6997,543.89514
6998,515.68964
6999,518.05133
7000,300.69446
7001,286.2271
7002,49.276833
7003,13.702645
7004,10.31081
7005,8.895385
7006,20.478987
7007,4.038971
7008,8.7122965
7009,-1.0666668
7010,-0.22550315
7011,2.8687508
7012,1.4404361
7013,0.42133176
7014,-5.1241484
7015,0.457937
7016,14.310241
7017,118.91072
7018,325.01343
7019,397.08987
7020,546.4465
7021,565.9976
7022,553.28986
7023,458.13516
7024,369.63034
7025,308.65405
7026,174.74753
7027,8.062476
7028,-11.194528
7029,-3.8416147
7030,-9.320504
7031,-5.6264296
7032,5.5652394
7033,-2.6410441
7034,-8.406586
7035,-11.047684
7036,-7.073998
7037,-6.6782117
7038,-2.683033
7039,4.0916624
7040,29.166334
7041,143.06189
7042,342.54526
7043,389.56738
7044,531.80585
7045,596.3315
7046,602.73346
7047,488.46082
7048,345.1784
7049,244.85217
7050,72.84275
7051,28.250786
7052,-4.283115
7053,1.744983
7054,9.4032545
7055,-0.68492544
7056,5.2458763
7057,1.9534792
7058,4.89903
7059,6.536135
7060,0.9564012
7061,-28.914463
7062,3.9866688
7063,17.16387
7064,15.21523
7065,167.87134
7066,347.1849
7067,434.02942
7068,586.4123
7069,524.8868
7070,464.8207
7071,459.73767
7072,360.68268
7073,259.5087
7074,52.838753
7075,31.29876
7076,14.930797
7077,16.082003
7078,23.109432
7079,17.595888
7080,-0.8293514
7081,-10.940706
7082,-7.7789044
7083,-9.871519
7084,-11.371011
7085,-6.3912435
7086,-14.777793
7087,-14.144996
7088,28.795177
7089,128.0231
7090,236.83543
7091,404.16998
7092,540.38416
7093,598.5286
7094,594.34296
7095,524.9928
7096,201.77872
7097,113.18367
7098,56.49788
7099,28.068235
7100,10.147139
7101,4.335717
7102,0.24345805
7103,3.8189795
7104,-2.347821
7105,3.46485
7106,0.878783
7107,-1.1206346
7108,2.7631667
7109,-3.591273
7110,-1.8185921
7111,-4.0933027
7112,30.337912
7113,123.42212
7114,362.20346
7115,416.2738
7116,140.70969
7117,301.72055
7118,395.00427
7119,396.472
7120,387.45685
7121,327.5546
7122,104.224434
7123,10.561739
7124,4.624236
7125,18.372921
7126,13.177269
7127,14.560491
7128,16.549747
7129,-4.8058095
7130,-5.5402117
7131,-7.0802503
7132,-3.3287668
7133,-4.966269
7134,-2.187369
7135,-12.200187
7136,13.549796
7137,108.74209
7138,276.1673
7139,404.44565
7140,554.5423
7141,540.94727
7142,578.35034
7143,517.7726
7144,409.27542
7145,265.25513
7146,59.46735
7147,17.898582
7148,2.3000622
7149,-17.241913
7150,2.0882342
7151,-7.61009
7152,0.15409045
7153,12.011621
7154,-10.361421
7155,12.031129
7156,8.372743
7157,6.2507896
7158,-8.259079
7159,-1.4095124
7160,25.133348
7161,233.29199
7162,317.1108
7163,436.49292
7164,596.37506
7165,652.1867
7166,648.7928
7167,483.32568
7168,409.2705
7169,346.7043
7170,129.47469
7171,12.850499
7172,-34.893387
7173,-30.418974
7174,-1.9628993
7175,-29.788202
7176,-7.53004
7177,-2.845139
7178,-1.9010721
7179,-10.6945505
7180,-0.15035686
7181,-8.780869
7182,5.7795844
7183,-2.8075998
7184,19.186768
7185,188.18742
7186,335.12726
7187,492.61868
7188,620.35223
7189,720.24414
7190,691.1766
7191,543.7796
7192,394.96646
7193,360.14102
7194,127.78522
7195,25.91137
7196,-2.431395
7197,-11.390182
7198,-18.356937
7199,-4.851102
7200,-33.128464
7201,-5.4621797
7202,4.281748
7203,-12.455463
7204,-5.9725614
7205,-2.393332
7206,-8.982657
7207,-0.00065322965
7208,13.769551
7209,212.90265
7210,336.9156
7211,466.09006
7212,575.42163
7213,625.14844
7214,716.01117
7215,542.2606
7216,359.92624
7217,315.37747
7218,127.72969
7219,-3.6205118
7220,-43.06446
7221,-38.589443
7222,-25.353352
7223,-28.943058
7224,-17.336418
7225,-3.3778796
7226,12.921155
7227,-7.870958
7228,-0.24417695
7229,18.982908
7230,13.188001
7231,61.03294
7232,15.436153
7233,147.8068
7234,336.71542
7235,444.2015
7236,554.7585
7237,690.83344
7238,668.5435
7239,494.47018
7240,355.25912
7241,296.49088
7242,126.40362
7243,9.322142
7244,-8.586671
7245,-26.479464
7246,-24.551405
7247,-14.707601
7248,-29.891455
7249,13.52801
7250,7.1136518
7251,3.835465
7252,-2.0331535
7253,0.6812935
7254,7.609805
7255,10.895418
7256,26.948465
7257,174.82741
7258,318.35632
7259,459.93622
7260,630.3632
7261,724.013
7262,680.931
7263,564.1041
7264,421.28314
7265,272.4102
7266,156.00679
7267,11.130902
7268,-11.727762
7269,-1.0845999
7270,-11.626697
7271,-10.589423
7272,-0.1923606
7273,-8.594527
7274,-4.8189154
7275,-4.464373
7276,-11.947775
7277,-9.0181
7278,0.89906055
7279,-13.345979
7280,35.301918
7281,178.51707
7282,238.40347
7283,434.4089
7284,637.03046
7285,720.74066
7286,709.5005
7287,531.5905
7288,416.03506
7289,260.18668
7290,126.67626
7291,21.68241
7292,1.898337
7293,-0.052727744
7294,38.916584
7295,-1.3887507
7296,-12.302376
7297,1.0454726
7298,4.3404584
7299,-1.5483224
7300,-14.622206
7301,-1.5591753
7302,2.820578
7303,-4.0864615
7304,18.432539
7305,130.41313
7306,369.6747
7307,461.19308
7308,520.208
7309,648.83704
7310,706.30505
7311,511.84406
7312,413.5267
7313,300.89655
7314,120.08311
7315,26.07243
7316,-5.075784
7317,4.1443906
7318,-3.7465956
7319,17.95677
7320,15.101829
7321,7.7464337
7322,-4.002567
7323,2.9154606
7324,2.684003
7325,-0.45750877
7326,-5.9205585
7327,-8.330657
7328,5.140843
7329,178.3789
7330,368.07324
7331,439.04053
7332,535.1328
7333,494.93204
7334,536.53296
7335,505.45868
7336,399.8193
7337,297.90753
7338,134.196
7339,16.354515
7340,-3.6320398
7341,-2.3339436
7342,1.3413025
7343,-41.732803
7344,3.74467
7345,-7.211045
7346,-2.199097
7347,0.44368887
7348,3.901059
7349,12.2188425
7350,14.344074
7351,5.2881446
7352,32.034668
