,centrovis-aemet
11001,-1.1183428
11002,4.7692227
11003,13.407802
11004,2.2532296
11005,4.3582773
11006,4.5991263
11007,-0.48161262
11008,-1.1062269
11009,-0.6637898
11010,12.8860655
11011,64.9672
11012,220.47118
11013,642.8352
11014,714.81744
11015,618.8159
11016,724.3809
11017,799.3873
11018,722.72986
11019,511.55374
11020,508.32794
11021,264.46503
11022,124.59718
11023,16.647276
11024,-2.7916343
11025,-1.0725504
11026,-2.8465128
11027,-4.45465
11028,-3.6600661
11029,2.2538757
11030,1.2858315
11031,0.019611992
11032,0.019611992
11033,2.3774774
11034,33.799347
11035,77.69043
11036,295.33237
11037,676.9824
11038,812.26263
11039,730.5342
11040,627.5782
11041,624.73694
11042,485.76495
11043,368.56647
11044,480.55893
11045,177.35443
11046,96.24311
11047,35.40047
11048,3.4630718
11049,7.0947237
11050,1.3105618
11051,3.6701217
11052,-0.08099409
11053,-1.8519381
11054,0.8980289
11055,0.45116532
11056,2.1071894
11057,7.1210294
11058,30.235407
11059,75.71468
11060,262.83884
11061,722.5631
11062,826.5589
11063,833.6047
11064,870.70996
11065,907.53864
11066,798.3743
11067,815.87604
11068,636.0776
11069,464.60757
11070,122.91149
11071,20.784943
11072,-2.4728053
11073,11.495803
11074,0.621047
11075,-2.05019
11076,-1.1746196
11077,2.3130386
11078,2.843295
11079,-6.3991766
11080,-2.4718766
11081,1.3653983
11082,15.414352
11083,64.50146
11084,364.35742
11085,698.8186
11086,827.88385
11087,868.3983
11088,962.2071
11089,1018.9878
11090,868.73785
11091,799.3609
11092,563.19196
11093,466.6932
11094,119.180504
11095,9.184852
11096,0.23007935
11097,-7.532142
11098,-3.4939296
11099,-0.62593484
11100,0.71405756
11101,0.81113464
11102,1.4626061
11103,3.4103122
11104,2.2841234
11105,-1.9031168
11106,14.272245
11107,119.39667
11108,308.07812
11109,604.684
11110,916.7276
11111,949.925
11112,1022.54456
11113,964.5504
11114,759.21686
11115,712.6094
11116,578.97064
11117,447.992
11118,187.66154
11119,33.783203
11120,-7.447
11121,-4.491456
11122,0.6169408
11123,0.769425
11124,-3.9567175
11125,19.392948
11126,-2.0309424
11127,8.492072
11128,-4.216564
11129,16.477747
11130,24.72501
11131,80.82654
11132,233.81584
11133,655.8714
11134,822.9671
11135,885.15247
11136,936.34576
11137,844.7559
11138,825.1431
11139,694.08813
11140,531.70874
11141,281.0096
11142,94.3472
11143,12.618842
11144,-2.3786314
11145,12.78864
11146,14.367213
11147,-0.23897219
11148,-3.8331034
11149,1.1422582
11150,13.80602
11151,1.4885494
11152,-3.2604122
11153,-7.766253
11154,13.472899
11155,90.24619
11156,255.23282
11157,432.11002
11158,676.5376
11159,710.8705
11160,794.1473
11161,748.66
11162,594.3147
11163,694.1481
11164,4.7126765
11165,-2.542338
11166,18.555708
11167,83.73363
11168,276.851
11169,540.5022
11170,648.3458
11171,829.4939
11172,689.6995
11173,716.54565
11174,711.3733
11175,592.18915
11176,411.08566
11177,238.44266
11178,60.408382
11179,-13.826411
11180,-19.074848
11181,-11.230145
11182,-6.093011
11183,1.3549494
11184,3.3767414
11185,-0.63812
11186,-1.2627344
11187,1.5037439
11188,0.6733579
11189,1.4635237
11190,18.144913
11191,76.906555
11192,353.63962
11193,659.30975
11194,822.84546
11195,790.42755
11196,843.03973
11197,526.30774
11198,485.25403
11199,574.4044
11200,428.53775
11201,370.50946
11202,125.13759
11203,44.59762
11204,16.875067
11205,-5.4639244
11206,-4.0605097
11207,0.18689153
11208,-0.32651427
11209,0.057518456
11210,1.3602772
11211,4.56575
11212,1.6991379
11213,1.0843362
11214,14.799465
11215,75.014275
11216,299.00467
11217,487.16223
11218,602.32697
11219,606.04254
11220,765.90497
11221,926.5445
11222,814.07544
11223,806.7068
11224,592.12555
11225,362.27844
11226,82.12743
11227,62.822918
11228,-4.1786466
11229,-13.712912
11230,-9.672556
11231,-4.118826
11232,0.7857885
11233,4.8527327
11234,-0.70490295
11235,0.39637882
11236,1.0734042
11237,18.467392
11238,81.30659
11239,436.97205
11240,601.9661
11241,727.96265
11242,671.1884
11243,880.29376
11244,848.4291
11245,850.78156
11246,768.93353
11247,493.1829
11248,383.70682
11249,72.45537
11250,40.797245
11251,-1.8717463
11252,23.253136
11253,2.40726
11254,0.5832644
11255,3.0235686
11256,3.7607741
11257,4.8527327
11258,0.14157379
11259,0.8791289
11260,1.2139127
11261,16.435574
11262,95.264046
11263,347.3942
11264,537.3793
11265,734.64026
11266,843.10724
11267,967.51434
11268,973.4966
11269,775.4691
11270,805.478
11271,598.1502
11272,333.4837
11273,95.38039
11274,-1.2824895
11275,-17.406687
11276,-0.6522299
11277,-0.011636935
11278,7.4837933
11279,-9.280753
11280,0.7484425
11281,0.5936115
11282,6.2149024
11283,-3.3993847
11284,-3.5366678
11285,12.320753
11286,93.88224
11287,406.94366
11288,644.5028
11289,815.0572
11290,873.54065
11291,920.81714
11292,962.14453
11293,848.7812
11294,796.43555
11295,609.0729
11296,444.74252
11297,94.89926
11298,21.318857
11299,1.3841429
11300,-1.1989155
11301,-3.4081311
11302,4.997943
11303,-2.1434329
11304,1.8839523
11305,-6.4582477
11306,5.1202493
11307,1.1385887
11308,16.577332
11309,20.869461
11310,79.1166
11311,417.66336
11312,705.0777
11313,856.5515
11314,925.8766
11315,883.72943
11316,921.0033
11317,831.6736
11318,796.4912
11319,640.76337
11320,436.56207
11321,139.555
11322,13.6662855
11323,-2.908485
11324,26.44853
11325,21.658686
11326,27.439045
11327,10.321815
11328,11.990891
11329,24.880564
11330,15.032631
11331,5.3795156
11332,2.044768
11333,13.810073
11334,98.07248
11335,360.1867
11336,628.51605
11337,831.4157
11338,876.1081
11339,978.4846
11340,975.1745
11341,823.4782
11342,656.0148
11343,485.37952
11344,334.52618
11345,70.054985
11346,18.727062
11347,4.400671
11348,6.7417555
11349,-0.4725712
11350,4.176277
11351,2.8279452
11352,0.6881515
11353,4.599946
11354,0.43789494
11355,-1.1602081
11356,0.5165471
11357,6.2162166
11358,97.233864
11359,206.20146
11360,282.15897
11361,555.67554
11362,589.86566
11363,619.4796
11364,587.5091
11365,542.13727
11366,356.82346
11367,306.4826
11368,204.05772
11369,79.82636
11370,5.7246656
11371,25.283052
11372,-4.935505
11373,4.0804977
11374,-10.61931
11375,7.9756775
11376,3.1493504
11377,-2.4955857
11378,5.679142
11379,-6.844375
11380,7.906758
11381,25.52526
11382,101.97253
11383,247.93517
11384,300.04358
11385,448.0074
11386,309.30975
11387,414.61823
11388,399.88824
11389,318.4557
11390,347.59775
11391,209.62361
11392,168.38126
11393,48.66013
11394,21.758778
11395,-0.6874918
11396,-3.7933526
11397,2.1075606
11398,-4.0127335
11399,-2.7091808
11400,0.83916503
11401,-0.81170744
11402,-1.2540201
11403,-0.3651195
11404,2.5835128
11405,28.839052
11406,87.36298
11407,316.23483
11408,532.82336
11409,713.3001
11410,794.34595
11411,689.50635
11412,790.7703
11413,454.22626
11414,478.9505
11415,159.75461
11416,201.29085
11417,49.772926
11418,6.2391844
11419,-2.4539511
11420,-12.293721
11421,-10.023136
11422,-3.0789206
11423,-0.28300184
11424,-2.699354
11425,-1.839115
11426,-1.1793507
11427,3.854354
11428,1.9445846
11429,29.536688
11430,84.45311
11431,170.23674
11432,442.64087
11433,471.1125
11434,409.18088
11435,473.9326
11436,583.78015
11437,391.3949
11438,320.75162
11439,169.67787
11440,139.70403
11441,52.59271
11442,25.212988
11443,34.53055
11444,10.819254
11445,10.84802
11446,3.0830667
11447,-1.8143488
11448,0.17564607
11449,0.17564607
11450,-0.5162086
11451,0.35868046
11452,2.6054444
11453,35.904274
11454,99.49107
11455,175.86469
11456,315.81772
11457,432.75592
11458,757.0006
11459,623.806
11460,465.85107
11461,296.99472
11462,180.09367
11463,186.16206
11464,145.0893
11465,62.27401
11466,-3.5793955
11467,17.510792
11468,-15.474508
11469,-6.825426
11470,-4.7391686
11471,-1.2542297
11472,-3.9430733
11473,-11.165217
11474,-9.184581
11475,4.667663
11476,4.178519
11477,35.6394
11478,132.40744
11479,265.1642
11480,316.64322
11481,697.15283
11482,521.4299
11483,733.64075
11484,545.48615
11485,607.1815
11486,480.08563
11487,161.96153
11488,127.38447
11489,36.501656
11490,5.045805
11491,7.0797606
11492,-5.3240814
11493,-19.715523
11494,-1.7461319
11495,-6.4389544
11496,2.816175
11497,-8.700895
11498,-4.055235
11499,-0.5652861
11500,0.7775071
11501,18.103823
11502,102.18214
11503,299.76508
11504,530.77203
11505,545.0297
11506,547.903
11507,602.6516
11508,680.5092
11509,502.95483
11510,439.67923
11511,260.032
11512,226.54887
11513,53.004166
11514,10.916362
11515,-8.146208
11516,7.6947703
11517,7.116317
11518,-4.902484
11519,-4.7789702
11520,-2.096674
11521,-4.394938
11522,-2.6317215
11523,-1.8786348
11524,1.8912628
11525,28.146797
11526,81.730354
11527,320.39633
11528,397.0086
11529,700.7105
11530,719.95996
11531,628.30646
11532,635.5209
11533,399.93375
11534,320.96713
11535,246.76967
11536,132.74673
11537,99.511856
11538,14.439112
11539,0.6816191
11540,5.1610928
11541,-0.3302034
11542,-12.7994375
11543,-0.44257954
11544,-3.9682703
11545,-0.45164707
11546,-6.213602
11547,-3.5435266
11548,-0.7264386
11549,27.621515
11550,80.33661
11551,352.87503
11552,315.71234
11553,523.92676
11554,638.10944
11555,423.98798
11556,394.98444
11557,228.33952
11558,168.20357
11559,340.8101
11560,275.93268
11561,90.50959
11562,-13.242508
11563,-4.600509
11564,-18.790457
11565,13.787664
11566,18.13204
11567,-1.0477076
11568,1.757017
11569,-0.543839
11570,-0.86330825
11571,-3.2111201
11572,5.16075
11573,28.806921
11574,98.85567
11575,278.53568
11576,345.55005
11577,526.2207
11578,508.16632
11579,727.79974
11580,514.30475
11581,576.2364
11582,489.8058
11583,523.7767
11584,171.6026
11585,68.92783
11586,31.198837
11587,-3.5733771
11588,0.5541454
11589,-22.64414
11590,4.1927834
11591,-2.1769948
11592,-3.7099328
11593,-1.9617032
11594,-0.59456605
11595,-2.4179268
11596,3.7911444
11597,31.040224
11598,111.235916
11599,440.13135
11600,348.0348
11601,690.0709
11602,898.1116
11603,842.1646
11604,833.14844
11605,795.93274
11606,763.7759
11607,507.49387
11608,217.97903
11609,52.7247
11610,9.811887
11611,-1.2308491
11612,3.3148463
11613,30.365116
11614,1.5135901
11615,0.3381027
11616,4.2939806
11617,-4.8561974
11618,-13.002421
11619,-3.7290187
11620,-9.260136
11621,24.694086
11622,132.95271
11623,271.48715
11624,483.75272
11625,823.4359
11626,821.5538
11627,898.95135
11628,840.12885
11629,774.5247
11630,454.7979
11631,229.37785
11632,86.76075
11633,45.17144
11634,13.915174
11635,7.4241657
11636,6.861614
11637,5.8283734
11638,8.890946
11639,5.9372263
11640,15.903054
11641,1.902302
11642,1.9184108
11643,23.932888
11644,19.582731
11645,56.475925
11646,148.89392
11647,260.4906
11648,588.08356
11649,791.5683
11650,877.65155
11651,923.5983
11652,893.04407
11653,858.121
11654,674.4765
11655,573.80707
11656,229.7676
11657,128.59125
11658,55.036865
11659,28.329105
11660,-13.343062
11661,0.19196153
11662,-8.801431
11663,-22.78371
11664,14.756407
11665,-12.540634
11666,-21.741667
11667,1.3150845
11668,-39.27227
11669,18.977499
11670,135.04866
11671,301.71515
11672,446.60413
11673,649.8671
11674,815.7428
11675,623.7615
11676,718.0776
11677,747.8129
11678,512.6651
11679,374.70407
11680,139.05113
11681,26.037199
11682,18.136133
11683,10.122678
11684,1.2356843
11685,14.768934
11686,14.768934
11687,44.307114
11688,48.108574
11689,38.75717
11690,38.952087
11691,36.781837
11692,38.685356
11693,62.99434
11694,121.81154
11695,302.55637
11696,345.70456
11697,536.36316
11698,689.83923
11699,739.5696
11700,717.7009
11701,700.7153
11702,718.421
11703,556.0848
11704,292.53598
11705,84.48105
11706,24.418018
11707,10.492812
11708,-6.63439
11709,-16.893822
11710,12.287068
11711,-8.641259
11712,-0.41440403
11713,-13.964327
11714,0.12243211
11715,-15.870031
11716,-11.857391
11717,11.79677
11718,127.19468
11719,236.42549
11720,454.4569
11721,796.61414
11722,777.2437
11723,902.7553
11724,1014.09766
11725,826.1146
11726,625.7025
11727,569.17786
11728,446.15182
11729,76.06482
11730,37.910534
11731,29.631018
11732,-8.069639
11733,25.131798
11734,29.179243
11735,-12.599867
11736,1.0096483
11737,-4.1055536
11738,-10.696211
11739,-9.119149
11740,14.80788
11741,25.193932
11742,150.45401
11743,433.1765
11744,539.24524
11745,731.6632
11746,868.30084
11747,927.00586
11748,819.2821
11749,842.196
11750,783.79565
11751,529.30975
11752,428.33618
11753,164.1571
11754,3.9933932
11755,-4.575758
11756,-19.336031
11757,-20.390766
11758,-17.7941
11759,-1.2842861
11760,-3.8728883
11761,7.2693233
11762,-7.7093496
11763,-3.0277772
11764,-4.3430147
11765,31.081396
11766,77.69978
11767,292.85306
11768,492.26608
11769,688.0617
11770,898.8414
11771,584.36786
11772,710.40826
11773,722.9179
11774,689.211
11775,490.1645
11776,391.08685
11777,78.68988
11778,31.50969
11779,2.486372
11780,-1.9770342
11781,2.9172313
11782,-0.8431797
11783,0.6417557
11784,-1.3726577
11785,0.8995295
11786,-1.6158715
11787,-7.610616
11788,-5.274156
11789,23.460476
11790,97.55406
11791,336.41864
11792,591.23004
11793,722.0173
11794,711.48315
11795,435.38315
11796,360.8605
11797,621.2743
11798,747.3958
11799,538.03955
11800,300.3265
11801,40.060818
11802,15.738957
11803,-0.8226081
11804,-10.14732
11805,-1.670506
11806,-22.306604
11807,-13.152762
11808,-2.9307942
11809,0.8495307
11810,-2.0369215
11811,-8.956058
11812,-11.125749
11813,24.158749
11814,79.87543
11815,253.4996
11816,309.38275
11817,509.80206
11818,537.9059
11819,644.6161
11820,711.1011
11821,643.8813
11822,297.74228
11823,319.4651
11824,111.56334
11825,76.56902
11826,23.332685
11827,-0.94213307
11828,-8.380716
11829,-8.240805
11830,-9.540558
11831,-0.52265495
11832,-0.7795127
11833,0.47853416
11834,7.988601
11835,6.4040103
11836,10.325061
11837,39.1614
11838,84.62146
11839,286.23972
11840,480.37463
11841,624.95825
11842,474.20633
11843,372.5352
11844,591.31323
11845,402.26297
11846,297.25333
11847,204.54561
11848,155.68083
11849,64.02444
11850,9.267571
11851,4.6900434
11852,20.022898
11853,15.116496
11854,15.987514
11855,-11.137057
11856,41.124462
11857,1.9949425
11858,10.647716
11859,19.23622
11860,8.794251
11861,31.342169
11862,109.035576
11863,237.74408
11864,404.67285
11865,801.2243
11866,865.6951
11867,939.5304
11868,889.572
11869,582.5912
11870,336.18225
11871,99.29168
11872,172.26259
11873,55.91838
11874,12.129694
11875,-13.332188
11876,-12.429553
11877,2.206238
11878,7.573047
11879,0.4591484
11880,-0.32152176
11881,-0.048990987
11882,-1.2540201
11883,-1.0482486
11884,4.8501153
11885,27.061892
11886,126.402596
11887,191.46509
11888,448.417
11889,804.7289
11890,850.86
11891,818.84595
11892,673.8419
11893,715.6885
11894,395.26483
11895,409.26767
11896,239.37967
11897,87.562546
11898,22.99952
11899,15.292795
11900,8.710672
11901,22.40063
11902,5.5099654
11903,0.53520864
11904,-0.7795127
11905,-0.53853613
11906,0.24705508
11907,-1.3369759
11908,2.6150622
11909,26.843834
11910,147.86153
11911,366.26257
11912,747.34155
11913,815.95984
11914,944.4254
11915,964.22107
11916,979.16797
11917,852.21313
11918,817.0418
11919,-3.876353
11920,-3.6255596
11921,-5.26203
11922,-0.19142807
11923,20.103466
11924,78.16909
11925,153.70877
11926,304.01346
11927,544.17426
11928,616.10364
11929,771.6797
11930,768.2232
11931,727.71826
11932,780.09955
11933,500.06967
11934,385.9172
11935,129.75705
11936,17.269018
11937,-10.440984
11938,2.1301973
11939,-15.350657
11940,1.6990806
11941,-5.89885
11942,-1.1607374
11943,-7.1376004
11944,-2.2318087
11945,-0.045281984
11946,3.2689629
11947,26.197504
11948,99.30891
11949,205.89835
11950,448.1029
11951,470.9862
11952,638.6616
11953,611.66626
11954,635.21497
11955,312.53873
11956,344.25168
11957,189.6348
11958,98.05458
11959,41.61088
11960,32.095005
11961,7.873885
11962,4.5587454
11963,-0.48766744
11964,-5.6709347
11965,-1.776523
11966,-5.041622
11967,2.0550697
11968,-0.18305114
11969,-1.906248
11970,1.650286
11971,24.742508
11972,102.888535
11973,302.0368
11974,545.1059
11975,659.4058
11976,582.1425
11977,492.50717
11978,647.0902
11979,627.64307
11980,446.9103
11981,358.79163
11982,234.08546
11983,77.79073
11984,4.545498
11985,-2.7404141
11986,-10.186498
11987,-5.6822414
11988,-3.6272898
11989,0.57243824
11990,1.6158938
11991,-0.49824303
11992,1.232203
11993,-1.476142
11994,0.940391
11995,31.025574
11996,133.98776
11997,205.30322
11998,469.9378
11999,736.43274
12000,660.30896
12001,639.7977
12002,565.1944
12003,449.90466
12004,645.98883
12005,346.98187
12006,204.09688
12007,76.93239
12008,17.427963
12009,-6.7445226
12010,-4.229725
12011,-1.8006684
12012,-4.9393816
12013,0.4551326
12014,-2.725062
12015,-0.5169746
12016,1.0774412
12017,0.27860427
12018,1.650286
12019,22.995583
12020,78.47673
12021,240.70245
12022,259.84015
12023,541.1155
12024,545.9017
12025,489.0605
12026,407.6321
12027,405.5113
12028,194.54965
12029,260.03647
12030,175.49586
12031,55.964756
12032,21.312168
12033,1.773685
12034,-11.465019
12035,-9.268256
12036,7.2668476
12037,1.4612275
12038,36.999638
12039,-2.7430997
12040,7.7798543
12041,7.069557
12042,15.892632
12043,32.47276
12044,103.1387
12045,408.91006
12046,437.17398
12047,633.1888
12048,707.23126
12049,772.3574
12050,899.76227
12051,805.6461
12052,751.946
12053,500.0291
12054,207.38805
12055,45.733143
12056,-9.762318
12057,-15.794098
12058,-2.2664847
12059,-2.1742454
12060,21.698637
12061,-15.777851
12062,-7.1575675
12063,-16.163206
12064,-8.100499
12065,-17.932962
12066,-15.399746
12067,19.566296
12068,121.61806
12069,239.25417
12070,466.16
12071,643.1629
12072,851.9564
12073,884.4075
12074,815.7061
12075,700.28845
12076,740.17285
12077,562.49426
12078,282.34872
12079,137.04643
12080,0.54369223
12081,-10.995038
12082,-14.006324
12083,-5.2327785
12084,-7.773525
12085,-11.608313
12086,-3.719246
12087,-30.243904
12088,-24.214344
12089,-0.28467083
12090,-22.174152
12091,52.553425
12092,167.87537
12093,412.31326
12094,550.8416
12095,774.0709
12096,881.06696
12097,936.56464
12098,931.24286
12099,645.27277
12100,785.3756
12101,557.77167
12102,148.65999
12103,76.94621
12104,71.22578
12105,-15.517905
12106,19.474707
12107,29.516577
12108,-3.2554364
12109,-15.958775
12110,-3.9406545
12111,2.563023
12112,5.269854
12113,4.164744
12114,1.5697973
12115,28.167233
12116,131.9963
12117,427.1776
12118,725.59283
12119,827.76746
12120,845.92206
12121,837.2051
12122,999.3968
12123,895.30334
12124,793.32904
12125,623.7128
12126,452.2551
12127,163.3805
12128,79.482285
12129,-21.687939
12130,-7.0332637
12131,-1.5997868
12132,-2.3165426
12133,-1.0667616
12134,5.0700207
12135,1.4097357
12136,21.945755
12137,-10.707356
12138,-4.4611754
12139,15.029657
12140,100.27017
12141,260.9634
12142,643.4668
12143,770.31104
12144,813.26764
12145,803.23737
12146,953.61414
12147,711.42255
12148,715.92505
12149,586.23944
12150,364.3142
12151,116.52326
12152,29.75842
12153,-48.53277
12154,1.6782784
12155,35.793865
12156,17.603077
12157,-8.956227
12158,-30.260424
12159,-25.056353
12160,-32.086403
12161,-18.643896
12162,-19.613964
12163,5.7201643
12164,136.97102
12165,249.36694
12166,398.486
12167,678.63525
12168,680.6024
12169,755.2297
12170,820.1051
12171,775.86597
12172,577.91144
12173,458.9947
12174,327.69006
12175,74.056076
12176,-8.554088
12177,0.71800363
12178,14.872581
12179,14.947784
12180,44.53871
12181,-8.163155
12182,-3.1470375
12183,-5.7730975
12184,0.84882367
12185,6.0629516
12186,8.665218
12187,8.203239
12188,101.95816
12189,269.9265
12190,507.10843
12191,628.1708
12192,754.5596
12193,844.41095
12194,919.1556
12195,714.03296
12196,723.05396
12197,533.61664
12198,314.2366
12199,58.625656
12200,19.434902
12201,11.613232
12202,41.825413
12203,35.429005
12204,-14.308011
12205,2.8664575
12206,39.199104
12207,42.035316
12208,-6.863069
12209,-10.87794
12210,5.252795
12211,33.6355
12212,75.84
12213,331.31238
12214,675.6502
12215,809.8892
12216,996.19025
12217,930.1776
12218,965.3096
12219,816.4103
12220,692.5176
12221,593.1148
12222,424.05197
12223,172.8233
12224,22.650326
12225,-14.733531
12226,-11.05041
12227,-19.638615
12228,-23.387821
12229,-6.403727
12230,1.2846124
12231,1.8706131
12232,0.065591134
12233,-2.8643494
12234,-5.262347
12235,8.922282
12236,93.90113
12237,224.35304
12238,606.275
12239,882.9792
12240,880.186
12241,944.08386
12242,946.3337
12243,765.3069
12244,710.7332
12245,582.73615
12246,344.7418
12247,120.1577
12248,50.62543
12249,19.40229
12250,-6.9902735
12251,-0.48468328
12252,5.1031146
12253,-2.116061
12254,-3.7829094
12255,4.7765055
12256,1.0188402
12257,3.7342927
12258,-7.514326
12259,20.528246
12260,97.55584
12261,341.35965
12262,637.8154
12263,836.3146
12264,939.9549
12265,918.5828
12266,899.77124
12267,794.6267
12268,720.6516
12269,407.9294
12270,390.08304
12271,99.86974
12272,35.16801
12273,12.621022
12274,0.14427173
12275,-7.9065056
12276,-7.176591
12277,2.995042
12278,-5.924776
12279,-8.383415
12280,-6.7896013
12281,-3.280066
12282,1.5916616
12283,30.748014
12284,120.7609
12285,366.9421
12286,660.07227
12287,849.55725
12288,919.47675
12289,953.9555
12290,973.74274
12291,882.675
12292,760.1936
12293,621.6864
12294,496.86343
12295,155.47113
12296,58.28247
12297,13.479232
12298,10.867573
12299,-0.03221851
12300,-1.0947049
12301,-15.441081
12302,1.4692893
12303,-21.48979
12304,-10.772891
12305,2.6789756
12306,6.909491
12307,22.46704
12308,96.00538
12309,364.611
12310,677.3672
12311,880.6635
12312,924.076
12313,995.02155
12314,988.3375
12315,886.6381
12316,821.82336
12317,547.50714
12318,326.86002
12319,134.25208
12320,89.880554
12321,24.377895
12322,4.94927
12323,5.0302553
12324,9.396
12325,18.83944
12326,8.772953
12327,9.979929
12328,-0.5438512
12329,-5.6119585
12330,-12.346392
12331,34.760704
12332,128.07587
12333,354.115
12334,610.14606
12335,549.501
12336,482.42416
12337,402.93063
12338,419.38834
12339,571.68243
12340,437.03265
12341,257.45233
12342,219.57108
12343,91.67317
12344,8.294243
12345,-0.27425784
12346,-8.65285
12347,-1.807692
12348,1.3289354
12349,-3.3538766
12350,-0.5081221
12351,5.0647573
12352,1.2992545
12353,0.81629413
12354,5.6823497
12355,24.378
12356,90.06988
12357,179.80469
12358,297.17145
12359,601.19214
12360,523.26495
12361,323.88226
12362,161.77672
12363,318.2821
12364,364.68576
12365,289.95908
12366,152.70943
12367,46.749832
12368,28.969326
12369,22.909992
12370,-9.050098
12371,-3.435373
12372,-3.651215
12373,-20.739256
12374,2.6825843
12375,-5.999468
12376,-5.845238
12377,-2.522265
12378,-5.239307
12379,26.217049
12380,116.27549
12381,218.93774
12382,449.74222
12383,648.465
12384,797.746
12385,779.49146
12386,837.0386
12387,771.08936
12388,703.5298
12389,410.52478
12390,160.55739
12391,114.20012
12392,21.206257
12393,28.851107
12394,17.006369
12395,18.319887
12396,19.48265
12397,-4.0201654
12398,-8.022945
12399,20.078173
12400,-9.108473
12401,-5.923651
12402,-6.827758
12403,9.908109
12404,142.29851
12405,299.12708
12406,355.10123
12407,543.3147
12408,842.8001
12409,877.6547
12410,875.9128
12411,809.1165
12412,703.91345
12413,529.20276
12414,302.18155
12415,131.06209
12416,76.18873
12417,-16.945965
12418,-17.518497
12419,-3.7928364
12420,-11.5428095
12421,-4.568941
12422,1.6232201
12423,-3.8098836
12424,0.8600562
12425,-0.9662346
12426,0.24126467
12427,6.764691
12428,133.1936
12429,303.968
12430,554.87506
12431,683.7437
12432,725.2369
12433,802.02985
12434,774.79956
12435,757.3137
12436,588.31165
12437,428.4359
12438,181.46869
12439,72.60928
12440,-22.606073
12441,-17.174314
12442,-18.054144
12443,3.9667394
12444,-11.783099
12445,-18.433897
12446,-8.005071
12447,-10.025981
12448,-8.320578
12449,-1.4041075
12450,-13.11525
12451,12.487401
12452,95.00147
12453,278.36624
12454,400.20584
12455,664.896
12456,764.23706
12457,768.29285
12458,759.35284
12459,758.32446
12460,587.2191
12461,461.49347
12462,316.74368
12463,61.317146
12464,42.317745
12465,26.82951
12466,37.27161
12467,-5.7493496
12468,8.22111
12469,-5.1090546
12470,-7.378584
12471,-14.016082
12472,-5.847146
12473,-5.760033
12474,0.36192557
12475,27.787344
12476,140.60287
12477,310.89294
12478,551.7669
12479,704.0056
12480,842.70105
12481,974.2441
12482,788.0602
12483,815.12585
12484,637.6288
12485,491.24686
12486,193.19545
12487,62.242283
12488,15.268032
12489,25.157803
12490,21.121689
12491,9.26792
12492,-2.0017242
12493,0.6532214
12494,-3.1774044
12495,-1.4615493
12496,4.6876683
12497,0.82533
12498,6.128888
12499,19.758286
12500,54.3591
12501,305.20493
12502,610.66113
12503,825.2566
12504,964.4279
12505,956.81134
12506,1030.7372
12507,801.20386
12508,570.2558
12509,435.40503
12510,375.4768
12511,99.075584
12512,31.76315
12513,16.016903
12514,-0.06252134
12515,13.946032
12516,31.266651
12517,-18.636503
12518,10.491409
12519,13.990589
12520,-0.56796503
12521,5.79169
12522,26.27401
12523,34.678288
12524,134.96393
12525,277.74496
12526,628.6426
12527,769.0991
12528,856.2256
12529,859.98505
12530,878.59906
12531,844.881
12532,688.29407
12533,536.7013
12534,307.45633
12535,119.02271
12536,-6.1907463
12537,0.5646907
12538,-4.3425245
12539,-0.7108747
12540,0.5565294
12541,-1.458939
12542,3.6815567
12543,14.975695
12544,4.894793
12545,6.361218
12546,3.161788
12547,31.533306
12548,137.95932
12549,311.56873
12550,643.32837
12551,806.36707
12552,864.16425
12553,819.64954
12554,884.8515
12555,708.21594
12556,627.9951
12557,488.06638
12558,384.21994
12559,161.53575
12560,58.991722
12561,39.550774
12562,26.105614
12563,31.33683
12564,9.634203
12565,1.9044986
12566,1.6853844
12567,2.9736693
12568,2.3506603
12569,-1.0008477
12570,-0.45119023
12571,28.469284
12572,135.95512
12573,217.9951
12574,614.5621
12575,740.0045
12576,806.88135
12577,931.3649
12578,962.1251
12579,846.1652
12580,764.4724
12581,632.0807
12582,496.46365
12583,206.64606
12584,101.49645
12585,42.14926
12586,10.010044
12587,10.376993
12588,2.7159426
12589,-7.3856673
12590,3.973528
12591,1.8013142
12592,-1.4424967
12593,2.0917268
12594,3.161788
12595,32.393715
12596,134.81104
12597,353.36105
12598,640.3738
12599,869.3262
12600,925.426
12601,948.6625
12602,946.96075
12603,852.6548
12604,758.0018
12605,660.5518
12606,457.35806
12607,177.2979
12608,70.103096
12609,18.154648
12610,-2.9353695
12611,-0.15944517
12612,-3.0546863
12613,1.9928129
12614,1.9112108
12615,2.2459922
12616,-13.385088
12617,-5.9411645
12618,-4.9080825
12619,38.85725
12620,108.31131
12621,342.72525
12622,674.30554
12623,822.7764
12624,965.92346
12625,998.4468
12626,939.1105
12627,894.10236
12628,806.66034
12629,685.09845
12630,477.9277
12631,184.01947
12632,101.49645
12633,6.607582
12634,8.832183
12635,24.53938
12636,19.228104
12637,1.9678699
12638,6.3484674
12639,5.740306
12640,2.3300662
12641,4.8217816
12642,9.772442
12643,56.96404
12644,93.88411
12645,356.02994
12646,686.77783
12647,793.63983
12648,889.74536
12649,974.8309
12650,993.94403
12651,844.4941
12652,739.00464
12653,616.05225
12654,443.18927
12655,131.10756
12656,70.3972
12657,28.425365
12658,-2.7148273
12659,-0.36080796
12660,-5.92552
12661,1.1211886
12662,3.9355109
