,centrovis-aemet
16857,-56.48979
16858,-45.78996
16859,-11.617432
16860,-8.149475
16861,-11.591253
16862,-5.853769
16863,-8.056336
16864,-2.2095423
16865,-0.21501294
16866,-6.573093
16867,-15.631774
16868,14.774416
16869,217.11281
16870,401.3756
16871,525.1427
16872,717.4904
16873,638.56256
16874,541.9908
16875,406.26828
16876,146.14642
16877,17.234205
16878,-58.99026
16879,-11.939535
16880,-11.723212
16881,-59.034832
16882,-12.232955
16883,-68.526245
16884,0.56704307
16885,-2.891266
16886,-43.19028
16887,-20.385746
16888,-13.810873
16889,-17.999626
16890,-23.49893
16891,-20.781563
16892,46.131676
16893,178.40977
16894,393.89767
16895,564.9627
16896,630.7809
16897,469.99493
16898,360.8993
16899,352.61478
16900,86.75184
16901,63.393047
16902,22.29344
16903,21.033133
16904,-27.1292
16905,-61.2765
16906,11.684064
16907,-1.227863
16908,0.9970254
16909,-6.0059686
16910,2.47471
16911,-4.6160455
16912,-2.090294
16913,-1.3098524
16914,3.5011232
16915,8.069429
16916,25.10565
16917,196.53398
16918,333.61887
16919,546.4581
16920,585.1691
16921,585.3529
16922,480.55722
16923,382.90842
16924,202.58952
16925,122.92262
16926,9.245543
16927,-7.880685
16928,-5.084074
16929,-2.008443
16930,-0.3564667
16931,-1.7281605
16932,-0.013239294
16933,-1.1220272
16934,2.260842
16935,-1.559792
16936,-1.559792
16937,-5.1212363
16938,-2.2758482
16939,2.884592
16940,7.4372306
16941,165.24844
16942,400.26712
16943,542.755
16944,532.1047
16945,548.5406
16946,502.71606
16947,469.28613
16948,276.04745
16949,163.93768
16950,34.728428
16951,5.9191823
16952,3.1798184
16953,2.9041803
16954,-6.758151
16955,-9.140802
16956,-0.3675317
16957,8.710269
16958,4.0349035
16959,5.7815723
16960,2.107922
16961,2.4408998
16962,5.94848
16963,11.185939
16964,9.231247
16965,229.5101
16966,359.37015
16967,498.99557
16968,596.6695
16969,608.67786
16970,540.26764
16971,470.73294
16972,257.40964
16973,120.0048
16974,11.4230795
16975,-1.0663136
16976,0.8503381
16977,2.98689
16978,11.363186
16979,4.016044
16980,-1.5060599
16981,-1.6446095
16982,-2.7802756
16983,-1.559792
16984,-4.9924726
16985,-1.5221069
16986,-2.1033826
16987,3.6127696
16988,7.8795695
16989,198.35143
16990,289.3497
16991,425.2853
16992,611.5682
16993,609.1306
16994,524.93994
16995,417.81296
16996,242.42134
16997,116.089005
16998,10.570628
16999,4.252172
17000,0.27014235
17001,-2.3974662
17002,-6.353611
17003,0.28947383
17004,-0.4125165
17005,-2.5756428
17006,-1.4180701
17007,-3.474876
17008,-1.581698
17009,5.808654
17010,4.1965537
17011,8.646624
17012,22.095581
17013,199.08269
17014,412.8281
17015,565.7083
17016,497.38138
17017,516.2285
17018,460.773
17019,383.51
17020,248.02895
17021,115.11794
17022,10.677079
17023,4.1926246
17024,3.145331
17025,1.2276791
17026,0.12040101
17027,2.7508373
17028,-0.4125165
17029,-1.4180701
17030,-1.4180701
17031,-2.082374
17032,-5.137228
17033,-4.5296106
17034,-4.720151
17035,4.7850313
17036,7.8795695
17037,197.5705
17038,422.75583
17039,532.9982
17040,634.34216
17041,582.699
17042,481.45786
17043,409.3955
17044,207.57388
17045,90.13924
17046,22.957485
17047,-5.506696
17048,6.4225593
17049,8.248566
17050,-56.135548
17051,-6.670244
17052,-6.2848945
17053,2.3162916
17054,-2.8977194
17055,-63.82618
17056,-15.569269
17057,-0.12795967
17058,-11.540992
17059,-4.30772
17060,31.999565
17061,179.91151
17062,403.46667
17063,480.59137
17064,535.11993
17065,419.47455
17066,402.56235
17067,341.67142
17068,111.16339
17069,81.43559
17070,21.764084
17071,13.119295
17072,19.33917
17073,-23.274843
17074,25.748238
17075,6.2869177
17076,-63.204575
17077,-55.00377
17078,24.702425
17079,-3.787663
17080,-6.385779
17081,25.22072
17082,-36.199646
17083,36.84655
17084,64.71655
17085,236.28313
17086,368.7327
17087,462.4459
17088,516.0707
17089,499.64404
17090,406.0209
17091,308.74908
17092,163.94844
17093,129.0325
17094,5.269681
17095,-8.382208
17096,-11.562106
17097,-6.042177
17098,-4.5042305
17099,-9.854751
17100,1.318894
17101,1.4480454
17102,0.8300164
17103,-5.137228
17104,-5.65981
17105,-4.5986543
17106,5.963069
17107,1.8107702
17108,-5.631268
17109,156.76091
17110,371.41705
17111,508.2405
17112,501.91373
17113,492.26944
17114,426.001
17115,394.87384
17116,220.20639
17117,109.88153
17118,8.853648
17119,6.5347967
17120,1.2038103
17121,-4.517217
17122,2.161219
17123,1.4884635
17124,-2.8411958
17125,-4.40388
17126,-1.042917
17127,-2.082374
17128,-1.559792
17129,-1.0212184
17130,-0.97744
17131,3.0682817
17132,-5.631268
17133,190.44041
17134,339.4126
17135,405.12723
17136,525.94684
17137,447.66202
17138,499.4968
17139,428.2607
17140,230.41553
17141,123.38368
17142,40.318836
17143,0.09226672
17144,2.9415007
17145,-0.57361335
17146,0.5132865
17147,14.224166
17148,-2.5484624
17149,-3.4496498
17150,0.09349984
17151,-16.438183
17152,0.071389794
17153,2.6688707
17154,11.312952
17155,18.905546
17156,39.720497
17157,175.65933
17158,287.2493
17159,382.93173
17160,429.68558
17161,437.7638
17162,401.6951
17163,433.59058
17164,160.06535
17165,2.5211072
17166,-54.089725
17167,-5.7527514
17168,-65.033005
17169,-58.881847
17170,-54.731976
17171,-20.171297
17172,-35.84899
17173,-36.99308
17174,-4.9805136
17175,22.938269
17176,21.434843
17177,25.475504
17178,-24.536432
17179,24.434755
17180,20.560186
17181,159.43799
17182,327.18384
17183,534.09796
17184,583.863
17185,559.4633
17186,539.38226
17187,381.37064
17188,192.30183
17189,77.27941
17190,1.1331047
17191,26.83695
17192,33.53967
17193,4.0171638
17194,34.51234
17195,34.51234
17196,-0.69845617
17197,-4.549168
17198,-4.4545054
17199,8.046479
17200,4.400295
17201,-1.82179
17202,-3.920476
17203,-0.38885057
17204,-3.0283766
17205,226.70789
17206,439.68463
17207,532.3203
17208,550.374
17209,569.581
17210,557.50006
17211,495.93958
17212,208.85214
17213,110.42525
17214,-9.698584
17215,1.6503692
17216,4.2602444
17217,4.8124943
17218,6.336567
17219,13.692965
17220,-2.66415
17221,-3.6849232
17222,-4.9127765
17223,-2.771147
17224,-0.23239633
17225,-0.7570846
17226,-1.100089
17227,2.412413
17228,-28.066132
17229,138.27864
17230,365.05838
17231,413.3478
17232,395.05463
17233,375.24893
17234,250.4787
17235,190.71523
17236,97.432274
17237,126.23506
17238,-1.1962153
17239,0.12063743
17240,9.253511
17241,-1.5816644
17242,-0.8674303
17243,-1.1261804
17244,-10.603605
17245,-4.9524236
17246,-2.0460572
17247,-7.061813
17248,-6.784963
17249,-1.4504126
17250,-7.3055305
17251,1.8997132
17252,-1.3941587
17253,162.02321
17254,388.17462
17255,568.9389
17256,479.38623
17257,575.9287
17258,532.06213
17259,414.21454
17260,175.48819
17261,145.63458
17262,-10.229491
17263,-4.888339
17264,-12.135742
17265,-7.8268013
17266,-5.196364
17267,-9.069675
17268,-2.6370053
17269,-2.5172405
17270,-1.246563
17271,-2.6822145
17272,-2.1596324
17273,-1.9945408
17274,0.0095637515
17275,2.5720458
17276,17.654778
17277,185.56592
17278,352.67673
17279,539.43396
17280,577.1937
17281,626.3452
17282,685.1358
17283,458.48782
17284,229.61627
17285,143.48341
17286,22.345196
17287,-6.719853
17288,-0.3007437
17289,3.424773
17290,-6.958116
17291,-9.336608
17292,1.7285333
17293,-0.94671607
17294,0.83052975
17295,-1.6983472
17296,-5.64294
17297,-8.31079
17298,-4.777551
17299,8.212281
17300,17.59068
17301,259.8262
17302,357.82718
17303,622.69617
17304,627.3077
17305,646.08044
17306,601.7981
17307,442.1528
17308,313.33655
17309,245.26906
17310,22.816765
17311,26.15475
17312,8.377165
17313,17.414042
17314,15.56668
17315,16.809555
17316,0.379416
17317,1.166824
17318,1.1449176
17319,0.17317674
17320,11.936019
17321,12.894654
17322,-8.398987
17323,2.7105532
17324,25.843548
17325,386.5065
17326,385.7973
17327,510.23914
17328,653.3144
17329,692.1966
17330,528.8979
17331,430.0291
17332,211.02574
17333,264.40744
17334,175.41112
17335,4.4523277
17336,-3.1107745
17337,-3.0238934
17338,-10.241962
17339,4.307106
17340,2.7252376
17341,4.113738
17342,-3.620431
17343,3.0813658
17344,-3.7021356
17345,-11.011117
17346,2.1904278
17347,1.8208841
17348,25.367502
17349,145.32324
17350,500.78525
17351,641.54614
17352,580.0898
17353,449.17722
17354,328.13315
17355,218.27608
17356,269.54877
17357,241.4664
17358,36.382446
17359,21.194595
17360,18.849997
17361,13.608963
17362,4.3058777
17363,12.979805
17364,4.9941344
17365,-4.736105
17366,-1.9714776
17367,-10.957719
17368,10.67797
17369,0.91817623
17370,-1.7937837
17371,2.3227074
17372,17.632874
17373,153.62648
17374,263.62158
17375,289.30136
17376,583.3856
17377,627.3204
17378,573.37415
17379,397.10028
17380,334.80682
17381,123.86312
17382,36.815193
17383,9.251185
17384,5.1784034
17385,7.161253
17386,-8.405668
17387,1.772317
17388,5.908699
17389,5.9465456
17390,-0.03021627
17391,4.1524935
17392,-0.23949954
17393,-8.438914
17394,-0.551542
17395,0.385235
17396,-4.856563
17397,232.04356
17398,437.08936
17399,489.5434
17400,590.1827
17401,588.68896
17402,558.7817
17403,418.27695
17404,209.65169
17405,158.3868
17406,34.131023
17407,0.8229795
17408,-8.003657
17409,1.7474185
17410,-1.2732166
17411,10.563337
17412,10.485506
17413,6.76479
17414,1.7864157
17415,1.3060182
17416,12.993244
17417,13.4089
17418,-42.830025
17419,-8.227253
17420,36.86808
17421,191.41556
17422,438.27414
17423,499.5894
17424,559.8648
17425,592.2198
17426,566.3133
17427,431.69006
17428,219.65083
17429,142.4124
17430,3.003911
17431,-17.31144
17432,-16.167706
17433,-11.920877
17434,-9.553821
17435,-3.5181222
17436,1.8062407
17437,2.0922852
17438,1.185228
17439,-2.428174
17440,-8.3772745
17441,3.1458988
17442,-3.5433064
17443,2.6949534
17444,22.36536
17445,166.68657
17446,440.5996
17447,504.41678
17448,609.21173
17449,548.4328
17450,543.65173
17451,459.98914
17452,225.252
17453,163.99469
17454,36.095486
17455,16.060469
17456,-2.6569324
17457,3.0148437
17458,15.002239
17459,8.203922
17460,4.9462566
17461,4.839737
17462,4.634142
17463,5.4649353
17464,2.7035177
17465,2.5275476
17466,2.750211
17467,5.2531805
17468,31.741505
17469,148.87556
17470,446.49625
17471,483.45074
17472,597.51184
17473,626.526
17474,565.01514
17475,516.2747
17476,334.4605
17477,209.4965
17478,54.711895
17479,7.533817
17480,10.009316
17481,10.453544
17482,31.515099
17483,18.969526
17484,2.2502623
17485,0.68850535
17486,-0.00886951
17487,11.286408
17488,-0.5762649
17489,0.91817623
17490,0.5634017
17491,1.5732654
17492,26.247087
17493,211.6646
17494,473.58484
17495,677.83636
17496,691.14825
17497,690.87415
17498,463.7528
17499,396.58582
17500,200.6739
17501,155.24295
17502,46.915833
17503,19.564962
17504,-9.681786
17505,9.892295
17506,-1.4599216
17507,6.23989
17508,-4.505949
17509,8.109063
17510,-3.6103005
17511,1.7861221
17512,2.1392965
17513,6.7292933
17514,3.670557
17515,1.6802077
17516,38.738506
17517,135.92593
17518,364.17316
17519,601.2673
17520,715.46173
17521,718.86304
17522,672.1311
17523,513.6858
17524,245.39706
17525,219.86119
17526,47.638702
17527,9.535851
17528,12.925055
17529,22.903328
17530,11.9688225
17531,21.820671
17532,1.2774227
17533,-5.1157355
17534,-2.4711318
17535,-0.69905937
17536,5.3156905
17537,8.390639
17538,1.5075502
17539,39.65413
17540,67.034386
17541,231.05295
17542,460.92606
17543,475.46533
17544,599.8252
17545,751.9748
17546,667.50977
17547,587.2989
17548,297.17462
17549,288.38193
17550,51.654667
17551,29.887758
17552,3.809657
17553,-0.68193734
17554,2.0080395
17555,1.0043393
17556,3.4116747
17557,-0.47678125
17558,3.1736526
17559,-2.3164096
17560,5.0762844
17561,0.3740229
17562,-2.1191378
17563,14.751375
17564,45.32098
17565,231.23206
17566,362.1153
17567,515.12006
17568,668.739
17569,666.1137
17570,628.868
17571,457.13358
17572,254.26524
17573,174.3263
17574,15.085409
17575,-15.035246
17576,3.1180348
17577,-0.050482154
17578,-4.5788884
17579,-2.684977
17580,-4.5544086
17581,-1.7259175
17582,-5.244739
17583,1.4067885
17584,-8.536808
17585,0.9618066
17586,5.7604256
17587,1.173222
17588,34.12396
17589,339.57413
17590,419.29617
17591,618.9531
17592,609.6692
17593,632.9223
17594,532.8482
17595,423.5114
17596,243.67368
17597,156.3732
17598,34.98275
17599,-8.887369
17600,-1.632253
17601,5.554882
17602,5.946353
17603,1.0763742
17604,1.6278898
17605,1.6675006
17606,-1.2684695
17607,-1.4101909
17608,1.0251023
17609,1.4407593
17610,0.26045462
17611,3.2783175
17612,26.747763
17613,158.56035
17614,378.56113
17615,569.20575
17616,592.88434
17617,600.56964
17618,569.9585
17619,420.77002
17620,175.49811
17621,136.49307
17622,14.496457
17623,-1.8228164
17624,-3.8697348
17625,17.618973
17626,-5.194923
17627,4.492994
17628,3.3923001
17629,-6.9513173
17630,11.032935
17631,5.9412894
17632,2.1565056
17633,5.3669996
17634,22.328236
17635,3.2681673
17636,27.531143
17637,156.5754
17638,406.54547
17639,501.30338
17640,552.01575
17641,609.2512
17642,473.72406
17643,416.5331
17644,183.17393
17645,187.45998
17646,19.053888
17647,7.4498897
17648,18.94418
17649,-1.0966035
17650,3.0682042
17651,3.9104624
17652,-7.718381
17653,-1.5902817
17654,-4.67408
17655,-4.3751445
17656,4.4856925
17657,-2.9433699
17658,5.7307177
17659,3.1433234
17660,42.47005
17661,182.274
17662,449.89594
17663,502.93256
17664,627.28595
17665,621.39233
17666,425.38138
17667,426.08575
17668,222.56747
17669,163.34302
17670,20.827139
17671,11.851431
17672,6.5162587
17673,-2.8753965
17674,-5.335799
17675,-4.3186502
17676,-2.6760302
17677,-0.24178009
17678,-3.0130377
17679,-2.1237292
17680,-3.6580546
17681,3.482966
17682,4.447116
17683,-14.377583
17684,27.051245
17685,79.390045
17686,277.351
17687,416.62836
17688,512.7321
17689,522.6391
17690,528.2033
17691,434.96808
17692,207.55331
17693,85.06797
17694,-1.8622051
17695,-3.5706158
17696,-1.8370436
17697,-22.528912
17698,-23.308985
17699,-19.849703
17700,-1.615508
17701,8.36165
17702,-5.4926133
17703,-1.7444237
17704,-11.441002
17705,-3.2332199
17706,-9.649011
17707,-2.9288669
17708,70.656075
17709,180.72632
17710,261.59372
17711,285.85352
17712,347.91647
17713,423.98694
17714,403.77127
17715,287.6914
17716,128.4804
17717,70.436356
17718,-0.849329
17719,1.0932986
17720,-2.8735058
17721,-3.384516
17722,-5.7520065
17723,-11.41278
17724,7.5441
17725,6.322134
17726,11.660242
17727,12.19186
17728,12.506904
17729,12.255203
17730,16.993595
17731,11.112913
17732,49.210426
17733,157.02448
17734,502.4425
17735,718.4892
17736,742.57605
17737,737.8345
17738,502.09155
17739,406.38516
17740,304.55164
17741,252.3558
17742,40.478027
17743,21.354166
17744,9.070112
17745,18.885883
17746,18.083717
17747,20.316637
17748,-8.0649805
17749,2.3517866
17750,-1.5042719
17751,-7.6073675
17752,7.6169353
17753,6.032948
17754,25.978434
17755,29.3175
17756,39.59477
17757,111.936226
17758,395.00958
17759,558.32916
17760,544.93713
17761,554.289
17762,549.67194
17763,408.6442
17764,231.86002
17765,147.40971
17766,14.582309
17767,14.266899
17768,4.0823407
17769,2.224489
17770,8.381671
17771,24.45338
17772,12.298481
17773,0.57382977
17774,16.808666
17775,4.021027
17776,-7.218305
17777,8.939866
17778,0.053030238
17779,-7.53704
17780,15.014868
17781,66.86182
17782,338.59088
17783,449.37216
17784,414.20633
17785,401.9379
17786,395.79993
17787,369.3017
17788,214.00821
17789,165.09393
17790,13.929185
17791,0.93818045
17792,-10.049207
17793,-16.063622
17794,-33.323017
17795,-29.813662
17796,33.147114
17797,-5.775602
17798,8.445319
17799,-1.3443998
17800,-1.023764
17801,0.75591123
17802,6.0202656
17803,28.078661
17804,32.31315
17805,98.62062
17806,301.41495
17807,542.84204
17808,555.84973
17809,575.6883
17810,520.3499
17811,289.18887
17812,179.9412
17813,82.44223
17814,31.336031
17815,-16.325314
17816,-4.895898
17817,42.492096
17818,-17.692982
17819,-12.3807125
17820,31.000395
17821,-3.5584538
17822,-4.5893884
17823,-4.3121085
17824,-3.2497833
17825,-1.5632526
17826,11.138881
17827,0.4146108
17828,28.52752
17829,232.79567
17830,310.03998
17831,254.18903
17832,290.20724
17833,394.7119
17834,595.8527
17835,232.78964
17836,195.79936
17837,47.853024
17838,18.38416
17839,-2.955322
17840,-4.0753
17841,-4.5139737
17842,7.971607
17843,3.566672
17844,2.007069
17845,-0.439821
17846,4.8239837
17847,6.340096
17848,5.9679255
17849,0.102604516
17850,3.2327926
17851,-2.2153687
17852,36.466167
17853,149.01173
17854,142.58693
17855,361.19482
17856,440.55704
17857,571.72534
17858,326.4699
17859,255.5743
17860,108.11574
17861,53.592686
17862,3.6303868
17863,14.830128
17864,-2.0576391
17865,-9.291132
17866,2.0977325
17867,13.89078
17868,-1.1629286
17869,-2.840875
17870,-1.9208933
17871,1.4111196
17872,2.1392965
17873,1.0961008
17874,3.5768588
17875,0.8561439
17876,40.060287
17877,128.62952
17878,344.94467
17879,475.68616
17880,637.41174
17881,507.94992
17882,489.53796
17883,414.39465
17884,266.6349
17885,189.89822
17886,19.973263
17887,10.005458
17888,14.906945
17889,14.478202
17890,18.53916
17891,11.435592
17892,2.2865384
17893,-1.3382686
17894,0.72371036
17895,2.1392965
17896,2.1392965
17897,2.8272538
17898,4.363044
17899,3.680768
17900,31.33635
17901,112.97333
17902,416.884
17903,522.3725
17904,579.82294
17905,575.0994
17906,527.72455
17907,368.8378
17908,220.83095
17909,127.66706
17910,27.460335
17911,-2.7375114
17912,7.029272
17913,3.8005497
17914,-7.01813
17915,-13.304213
17916,-4.175971
17917,-2.6872146
17918,-7.15154
17919,1.6137233
17920,-6.157097
17921,0.20258456
17922,1.6853393
17923,-3.8240757
17924,50.950035
17925,142.07947
17926,452.63748
17927,633.5814
17928,647.65125
17929,633.30255
17930,587.1968
17931,505.82736
17932,265.2502
17933,166.49359
17934,7.7690134
17935,-4.0284066
17936,-1.3576099
17937,-1.7030663
17938,11.476906
17939,0.3320242
17940,-0.18044779
17941,-12.661325
17942,0.3820064
17943,-1.8378785
17944,1.8788338
17945,4.440729
17946,32.70179
17947,-4.7670593
17948,51.335392
17949,254.9813
17950,573.7452
17951,485.34103
17952,555.4864
17953,554.6756
17954,583.932
17955,428.96793
17956,188.74553
17957,130.3698
17958,15.27077
17959,2.608727
17960,-3.493924
17961,15.718922
17962,-0.87274855
17963,4.845537
17964,1.2226363
17965,4.970207
17966,7.961757
17967,29.632883
17968,5.15474
17969,4.177099
17970,9.416675
17971,0.91861993
17972,34.113415
17973,225.08923
17974,450.13058
17975,588.6521
17976,589.9135
17977,626.5564
17978,544.19104
17979,459.68973
17980,212.76392
17981,150.4011
17982,13.99843
17983,-2.4512558
17984,0.16976815
17985,-31.328386
17986,4.801114
17987,6.6665144
17988,-0.020994045
17989,1.8656454
17990,1.042979
17991,0.81705076
17992,1.9589858
17993,0.25139332
17994,11.19137
17995,7.9620323
17996,39.32035
17997,157.72899
17998,241.59479
17999,464.0928
18000,419.31
18001,424.35907
18002,324.1015
18003,250.28072
18004,194.2117
18005,135.34288
18006,35.44847
18007,-11.914246
18008,-5.9419155
18009,14.819455
18010,7.6594505
18011,14.34964
18012,0.82905227
18013,2.2686439
18014,2.2686439
18015,1.1887089
18016,-2.7912526
18017,-2.6210248
18018,2.953372
18019,4.916237
18020,49.726223
18021,136.6415
18022,568.3864
18023,806.9393
18024,820.5856
18025,798.62823
18026,592.44635
18027,574.74536
18028,489.48935
18029,271.6064
18030,113.99256
18031,7.1767926
18032,14.779346
18033,17.707249
18034,-1.1942732
18035,-1.1942732
18036,3.631535
18037,27.191074
18038,46.87346
18039,40.66147
18040,5.842551
18041,-7.332751
18042,9.867357
18043,-5.158837
18044,54.395294
18045,151.85889
18046,399.9645
18047,456.54062
18048,537.36505
18049,587.75287
18050,557.017
18051,409.6407
18052,272.14536
18053,122.132195
18054,47.964066
18055,31.698597
18056,31.198627
18057,1.8290023
18058,17.304155
18059,-6.0713205
18060,16.273142
18061,21.246826
18062,24.258766
18063,52.088333
18064,76.587746
18065,63.88384
18066,9.589474
18067,53.40269
18068,77.18409
18069,284.10162
18070,442.46973
18071,584.3675
18072,604.6044
18073,616.9992
18074,414.63586
18075,509.8478
18076,322.0655
18077,145.63525
18078,54.76204
18079,3.0796921
18080,-3.9000654
18081,19.255701
18082,21.535774
18083,41.06042
18084,-7.5868526
18085,3.8679967
18086,10.534981
18087,-2.1662843
18088,-11.663732
18089,-1.0091095
18090,5.5804486
18091,3.504748
18092,10.48636
18093,166.34071
18094,490.25916
18095,701.9991
18096,743.7596
18097,781.785
18098,713.6669
18099,544.09576
18100,478.1757
18101,249.38943
18102,69.21719
18103,37.981636
18104,46.018723
18105,31.23125
18106,30.65243
18107,31.783195
18108,-3.6314547
18109,5.2144136
18110,7.574674
18111,5.525686
18112,18.718058
18113,19.97724
18114,28.03838
18115,16.458872
18116,60.541756
18117,360.59827
18118,415.13623
18119,540.34076
18120,724.4866
18121,661.5381
18122,601.5654
18123,513.58954
18124,374.61774
18125,290.08768
18126,81.91933
18127,2.0070765
18128,-1.2718703
18129,-4.5263367
18130,-12.338245
18131,3.1129398
18132,0.47479534
18133,1.2928115
18134,1.347134
18135,4.3535843
18136,2.1842403
18137,-0.27726996
18138,-1.2817942
18139,7.0688267
18140,41.064423
18141,313.2856
18142,426.0419
18143,560.4853
18144,669.44775
18145,652.41034
18146,627.92505
18147,513.31964
18148,445.41672
18149,255.27803
18150,75.6409
18151,18.194437
18152,-3.056878
18153,9.071279
18154,23.156502
18155,15.775009
18156,6.161041
18157,4.378195
18158,7.7358813
18159,3.7195477
18160,-4.9177513
18161,6.5906157
18162,-2.225112
18163,19.500101
18164,56.230007
18165,359.1403
18166,410.12875
18167,561.1762
18168,684.2558
18169,728.9494
18170,575.5611
18171,422.0484
18172,369.94727
18173,277.1027
18174,65.52175
18175,4.4380803
18176,-0.3833844
18177,2.3289669
18178,3.0306613
18179,-1.2798436
18180,3.3409328
18181,0.570385
18182,-1.1779307
18183,-1.6080669
18184,1.5931909
18185,-1.3023788
18186,2.2842193
18187,4.8625956
18188,46.272495
18189,305.251
18190,626.611
18191,625.33887
18192,761.7924
18193,737.1697
18194,637.25305
18195,487.67212
18196,355.26282
18197,268.2502
18198,57.347828
18199,9.817784
18200,7.402433
18201,2.0632117
18202,7.8466606
18203,4.312208
18204,-0.6398031
18205,-2.0364559
18206,1.0424491
18207,-1.7180345
18208,-3.9022102
18209,-3.4865546
18210,-3.0240483
18211,2.4185584
18212,64.563095
18213,284.48022
18214,509.0459
18215,685.30426
18216,784.6666
18217,688.0142
18218,595.86633
18219,515.0756
18220,439.6078
18221,275.8094
18222,75.31407
18223,10.546565
18224,5.6690946
18225,6.6037855
18226,4.312208
18227,6.6037855
18228,1.437245
18229,-1.0537306
18230,-1.1779307
18231,-0.5984802
18232,-1.0960566
18233,4.7932568
18234,3.5214138
18235,-0.18750817
18236,38.255043
18237,297.67972
18238,419.90482
18239,545.13855
18240,635.5497
18241,707.6952
18242,660.9554
18243,517.2263
18244,373.57028
18245,282.85886
18246,73.55503
18247,22.505623
18248,5.724688
18249,12.866902
18250,-1.9557251
18251,-21.900644
18252,4.078309
18253,-5.259617
18254,6.944363
18255,15.675449
18256,7.6999955
18257,9.753572
18258,25.244858
18259,26.304483
18260,113.159615
18261,255.16295
18262,443.75327
18263,637.9916
18264,725.069
18265,750.60223
18266,673.5829
18267,485.467
18268,390.16504
18269,258.6894
18270,76.12007
18271,11.19094
18272,3.9646053
18273,4.187884
18274,7.8651824
18275,-2.4417906
18276,-3.340083
18277,-4.9507504
18278,-6.618291
18279,-4.908782
18280,0.8869049
18281,2.5631967
18282,4.977179
18283,-1.0139819
18284,107.813705
18285,214.45955
18286,363.5667
18287,486.39047
18288,706.8508
18289,574.93335
18290,635.6735
18291,404.92523
18292,355.21234
18293,222.48094
18294,81.39656
18295,13.0480995
18296,-2.625867
18297,11.013295
18298,-1.7615682
18299,6.190591
18300,3.5593317
18301,22.74382
18302,-12.794871
18303,2.2900386
18304,0.34945697
18305,10.7746315
18306,7.9606586
18307,2.6908734
18308,109.33035
18309,214.23724
18310,333.42532
18311,641.1395
18312,721.24554
18313,703.1854
18314,649.3936
18315,444.7354
18316,380.23553
18317,226.2025
18318,75.48465
18319,13.644499
18320,-6.260834
18321,5.0653667
18322,-15.78002
18323,4.2617826
18324,0.78615564
18325,-1.7278265
18326,0.8689042
18327,2.0605338
18328,-11.098411
18329,-2.427977
18330,1.4290637
18331,-0.30054447
18332,44.942043
18333,107.54542
18334,417.1035
18335,594.4324
18336,767.52124
18337,803.85205
18338,732.3674
18339,555.01385
18340,396.028
18341,271.25586
18342,96.37311
18343,42.43896
18344,24.70829
18345,32.367382
18346,7.9746456
18347,15.226111
18348,-9.328499
18349,-9.150585
18350,-2.247694
18351,-21.93905
18352,-24.36139
18353,-0.10922198
18354,5.302702
18355,28.637695
18356,-8.722187
18357,162.6617
18358,479.1149
18359,573.73193
18360,651.8746
18361,637.0449
18362,643.8371
18363,605.81494
18364,395.1043
18365,312.39047
18366,59.69276
18367,7.5128984
18368,-7.637346
18369,-2.5240078
18370,11.461108
18371,4.9173565
18372,-12.61009
18373,-12.226058
18374,-2.382908
18375,1.5522287
18376,7.8446984
18377,3.5048766
18378,-0.46270803
18379,-2.1429574
18380,64.53595
18381,322.21417
18382,590.352
18383,741.6194
18384,748.5836
18385,732.8924
18386,669.62415
18387,597.2703
18388,407.10315
18389,247.5372
18390,74.803
18391,-7.6316276
18392,3.7619867
18393,8.846566
18394,-7.0268245
18395,-2.345931
18396,-4.4777055
18397,-0.025755905
18398,-2.4030561
18399,14.657718
18400,-6.2303557
18401,0.6377783
18402,0.61327624
18403,-5.456076
18404,30.254602
18405,344.74866
18406,548.05164
18407,769.73676
18408,724.4447
18409,787.4465
18410,661.08984
18411,558.708
18412,456.75116
18413,294.12476
18414,87.96126
18415,14.497851
18416,13.68935
18417,14.133578
18418,11.763419
18419,20.0268
18420,-2.0635338
18421,-1.8092926
18422,-6.066252
18423,-4.3241844
18424,1.265621
18425,10.527066
18426,-1.0119454
18427,8.362466
18428,82.07028
18429,217.38351
18430,315.41882
18431,342.0786
18432,417.96713
18433,481.627
18434,440.49628
18435,261.47754
18436,218.14772
18437,143.52567
18438,42.662117
18439,4.57366
18440,-8.769161
18441,2.1766553
18442,-14.848883
18443,-1.9034497
18444,-1.2418703
18445,-8.57215
18446,-13.558577
18447,-21.038979
18448,-19.549898
18449,16.08797
18450,-4.5461254
18451,-9.388692
18452,38.870155
18453,162.57362
18454,428.86752
18455,490.8369
18456,555.63275
18457,530.1742
18458,512.90686
18459,339.92126
18460,261.77335
18461,187.57509
18462,31.60443
18463,-11.211554
18464,-3.6920102
18465,-9.237715
18466,-15.168577
18467,-9.6014595
18468,9.263484
18469,-3.9741676
18470,-2.7610023
18471,6.0603194
18472,-3.0404491
18473,-1.714834
18474,-0.18905008
18475,2.2370117
18476,63.949734
18477,231.69675
18478,347.65045
18479,653.30005
18480,682.1963
18481,708.8203
18482,594.57074
18483,443.07928
18484,312.12674
18485,246.02216
18486,67.13292
18487,1.1639378
18488,-7.147111
18489,-1.9673666
18490,-3.6406815
18491,10.385722
18492,-3.1805732
18493,1.1285514
18494,-3.2322297
18495,4.705842
18496,-3.5120263
18497,-3.9840565
18498,2.3719811
18499,12.043255
