time,hum,wind,maxwind,winddir,rain,temp,Hour,Month
2018-12-23 05:00:00+00:00,20.333333333333332,11.0,30.033333333333335,164.66666666666666,0.0,24.3,5,12
2018-12-23 06:00:00+00:00,24.333333333333332,4.0,32.2,179.0,0.0,23.566666666666666,6,12
2018-12-23 07:00:00+00:00,30.166666666666668,10.733333333333334,32.733333333333334,180.0,0.0,23.21666666666667,7,12
2018-12-23 08:00:00+00:00,36.666666666666664,13.149999999999999,34.86666666666667,121.33333333333333,0.0,23.016666666666666,8,12
2018-12-23 09:00:00+00:00,36.5,12.333333333333334,37.0,161.0,0.0,23.95,9,12
2018-12-23 10:00:00+00:00,35.0,18.76666666666667,42.68333333333334,139.33333333333334,0.0,24.516666666666666,10,12
2018-12-23 11:00:00+00:00,38.833333333333336,14.216666666666667,45.63333333333333,118.0,0.0,24.05,11,12
2018-12-23 12:00:00+00:00,43.5,14.75,46.70000000000001,239.5,0.0,23.566666666666666,12,12
2018-12-23 13:00:00+00:00,49.5,14.733333333333334,46.70000000000001,137.66666666666666,0.0,22.866666666666664,13,12
2018-12-23 14:00:00+00:00,59.0,11.266666666666666,46.70000000000001,271.0,0.0,22.066666666666666,14,12
2018-12-23 15:00:00+00:00,62.5,12.083333333333334,46.70000000000001,278.1666666666667,0.0,21.566666666666666,15,12
2018-12-23 16:00:00+00:00,62.0,15.033333333333331,46.70000000000001,219.16666666666666,0.0,21.333333333333332,16,12
2018-12-23 17:00:00+00:00,63.0,7.75,46.70000000000001,224.83333333333334,0.0,20.95,17,12
2018-12-23 18:00:00+00:00,61.666666666666664,3.733333333333333,46.70000000000001,227.0,0.0,20.349999999999998,18,12
2018-12-23 19:00:00+00:00,58.0,4.283333333333333,46.70000000000001,166.33333333333334,0.0,20.0,19,12
2018-12-23 20:00:00+00:00,51.5,1.3333333333333333,46.70000000000001,168.16666666666666,0.0,20.083333333333332,20,12
2018-12-23 21:00:00+00:00,36.5,3.75,46.70000000000001,158.66666666666666,0.0,21.066666666666666,21,12
2018-12-23 22:00:00+00:00,35.833333333333336,4.55,46.70000000000001,192.33333333333334,0.0,21.46666666666667,22,12
2018-12-23 23:00:00+00:00,36.666666666666664,7.766666666666667,46.70000000000001,161.0,0.0,21.266666666666666,23,12
2018-12-24 00:00:00+00:00,27.166666666666668,9.383333333333335,31.116666666666664,152.66666666666666,0.0,22.05,0,12
2018-12-24 01:00:00+00:00,26.833333333333332,13.966666666666667,46.70000000000001,138.83333333333334,0.0,22.433333333333334,1,12
2018-12-24 02:00:00+00:00,25.5,13.666666666666666,46.70000000000001,125.83333333333333,0.0,22.75,2,12
2018-12-24 03:00:00+00:00,24.666666666666668,7.766666666666667,47.76666666666667,184.5,0.0,23.05,3,12
2018-12-24 04:00:00+00:00,23.833333333333332,18.233333333333334,55.5,217.33333333333334,0.0,23.233333333333334,4,12
2018-12-24 05:00:00+00:00,25.666666666666668,15.833333333333334,59.5,144.5,0.0,22.95,5,12
2018-12-24 06:00:00+00:00,28.833333333333332,13.4,59.5,128.66666666666666,0.0,22.7,6,12
