,mont-cumbre
18850,82.02643
18851,23.924673
18852,1.3033624
18853,9.064551
18854,11.261619
18855,28.61864
18856,2.629807
18857,-45.902485
18858,-4.898776
18859,12.730034
18860,10.6159115
18861,14.116999
18862,14.898401
18863,119.313354
18864,245.87677
18865,499.3795
18866,673.4917
18867,777.90326
18868,842.45593
18869,829.236
18870,774.5232
18871,705.0632
18872,587.0945
18873,383.8775
18874,66.56895
18875,15.521729
18876,24.696362
18877,37.585896
18878,44.258232
18879,15.881492
18880,21.00732
18881,9.024676
18882,1.2307278
18883,-0.58947814
18884,-6.1254764
18885,8.989062
18886,4.693887
18887,62.26454
18888,201.70343
18889,464.56793
18890,585.2614
18891,771.40076
18892,809.54004
18893,828.7978
18894,747.9369
18895,724.06573
18896,511.84766
18897,370.51196
18898,67.8438
18899,23.659029
18900,68.9268
18901,34.98616
18902,77.198204
18903,37.898197
18904,8.6036005
18905,9.724117
18906,15.608082
18907,13.766124
18908,11.856523
18909,1.2208339
18910,-2.2991521
18911,77.32202
18912,193.4513
18913,476.92453
18914,606.2077
18915,683.26227
18916,810.16516
18917,795.75757
18918,736.6135
18919,703.76013
18920,553.72894
18921,372.4817
18922,107.36634
18923,39.556267
18924,-21.087114
18925,-15.135066
18926,-11.000729
18927,-0.4459035
18928,121.91836
18929,-43.587307
18930,72.56256
18931,95.888824
18932,95.888824
18933,57.061108
18934,144.95529
18935,221.21245
18936,112.75113
18937,278.56256
18938,154.77562
18939,81.973335
18940,36.38136
18941,48.155407
18942,111.61241
18943,229.7948
18944,214.05063
18945,69.79312
18946,42.117245
18947,63.578636
18948,4.785124
18949,35.86837
18950,48.808525
18951,9.479188
18952,81.86005
18953,38.41816
18954,36.50968
18955,49.470882
18956,67.7543
18957,55.311344
18958,78.18932
18959,161.63646
18960,70.73348
18961,180.89496
18962,81.633965
18963,89.7886
18964,46.105194
18965,17.922413
18966,-22.542873
18967,-9.559186
18968,33.45992
18969,46.773216
18970,41.038677
18971,20.544273
18972,40.08014
18973,47.46028
18974,30.440353
18975,104.55934
18976,37.749443
18977,38.49456
18978,42.525036
18979,7.851081
18980,0.63154924
18981,46.047928
18982,79.44743
18983,162.3383
18984,81.50426
18985,163.82529
18986,141.96634
18987,178.26929
18988,22.186602
18989,-19.259405
18990,29.491974
18991,159.59918
18992,28.312681
18993,28.01474
18994,62.825115
18995,36.71872
18996,36.059204
18997,46.427246
18998,34.75774
18999,102.91766
19000,37.525455
19001,39.46511
19002,-1.9621828
19003,33.94233
19004,32.94171
19005,30.131138
19006,103.91609
19007,195.31772
19008,49.17644
19009,152.9674
19010,152.6351
19011,179.32701
19012,191.67915
19013,112.17271
19014,11.386463
19015,117.10108
19016,175.67932
19017,143.17464
19018,101.750946
19019,96.64223
19020,91.17904
19021,-8.623022
19022,59.168762
19023,2.1930645
19024,102.86285
19025,90.51001
19026,59.752865
19027,52.815044
19028,13.452368
19029,106.47838
19030,84.19174
19031,205.51038
19032,76.56167
19033,158.9532
19034,236.81462
19035,290.42648
19036,266.60168
19037,303.04135
19038,284.77365
19039,252.51465
19040,220.41322
19041,48.627937
19042,117.60616
19043,26.35666
19044,-3.9359946
19045,9.170763
19046,15.377488
19047,14.061921
19048,-0.040620923
19049,1.1590277
19050,-2.6688418
19051,96.74228
19052,99.13403
19053,104.90328
19054,136.46567
19055,211.70203
19056,170.80067
19057,255.11542
19058,247.06184
19059,291.6916
19060,243.4911
19061,272.47287
19062,253.22879
19063,243.88399
19064,224.71799
19065,97.260826
19066,121.33344
19067,96.51641
19068,98.25184
19069,37.541203
19070,97.507935
19071,87.89998
19072,38.089146
19073,-16.210646
19074,19.118622
19075,0.41866818
19076,98.67589
19077,104.8999
19078,133.40474
19079,170.45325
19080,158.31165
19081,188.77444
19082,160.60825
19083,184.11858
19084,224.90944
19085,245.04692
19086,334.3466
19087,211.842
19088,170.13684
19089,147.88022
19090,75.67371
19091,53.28382
19092,109.21129
19093,105.38687
19094,47.384876
19095,54.198444
19096,42.308525
19097,94.56282
19098,119.99999
19099,119.55307
19100,61.295063
19101,121.88953
19102,194.13345
19103,269.81293
19104,241.62433
19105,157.98042
19106,180.21188
19107,205.42053
19108,221.5375
19109,165.0743
19110,-28.915411
19111,6.17895
19112,49.664333
19113,32.021454
19114,50.059425
19115,27.837164
19116,8.824677
19117,9.11777
19118,-6.915613
19119,10.288001
19120,7.6168394
19121,17.740496
19122,21.211473
19123,8.597167
19124,2.8468983
19125,-1.8851439
19126,35.243576
19127,116.847694
19128,62.1788
19129,160.59233
19130,117.706085
19131,60.337914
19132,11.527977
19133,-21.29919
19134,-14.540702
19135,5.656065
19136,111.44596
19137,104.69324
19138,19.037714
19139,-6.9419017
19140,6.299184
19141,-13.4749775
19142,-24.664251
19143,-18.523224
19144,20.04743
19145,18.545193
19146,18.655672
19147,10.669677
19148,16.687286
19149,34.61291
19150,65.50132
19151,104.38005
19152,88.63558
19153,96.3501
19154,55.695255
19155,58.985214
19156,-37.97408
19157,-41.78874
19158,-31.358225
19159,18.582617
19160,54.41947
19161,42.41583
19162,28.75003
19163,5.537009
19164,-0.6830773
19165,-11.154177
19166,39.534454
19167,28.609936
19168,18.735865
19169,31.943811
19170,35.1399
19171,132.4104
19172,36.531967
19173,39.067806
19174,77.551094
19175,121.97703
19176,84.41578
19177,143.45279
19178,0.32724345
19179,-25.47824
19180,-82.54188
19181,10.881076
19182,-69.03678
19183,-62.791916
19184,9.948994
19185,34.831512
19186,33.878807
19187,-7.1072235
19188,-6.5280223
19189,1.738416
19190,0.13606438
19191,-0.13779196
19192,6.5581284
19193,8.578197
19194,5.6346035
19195,10.664244
19196,2.092599
19197,5.657513
19198,20.754045
19199,77.502464
19200,149.92252
19201,110.64192
19202,131.53784
19203,252.71729
19204,332.75336
19205,292.2395
19206,355.26056
19207,406.30286
19208,422.96658
19209,166.99107
19210,98.24286
19211,24.002167
19212,-13.632924
19213,-9.972973
19214,-18.072342
19215,-6.7791843
19216,-1.2700974
19217,-0.6129725
19218,-1.7493161
19219,-2.6743033
19220,-4.2299123
19221,18.770174
19222,12.816126
19223,30.915562
19224,195.35439
19225,193.32509
19226,542.50275
19227,442.58832
19228,341.85403
19229,137.50984
19230,284.45667
19231,390.40833
19232,195.03731
19233,267.79904
19234,45.112175
19235,-3.396954
19236,-5.436402
19237,-2.6383219
19238,4.116367
19239,-4.0307536
19240,0.41425535
19241,2.2344785
19242,-2.6849637
19243,6.4171824
19244,8.200494
19245,16.713345
19246,3.9877934
19247,86.781876
19248,94.360306
19249,109.05518
19250,210.00462
19251,116.27309
19252,66.67963
19253,124.172585
19254,65.07069
19255,130.03123
19256,130.10692
19257,60.35119
19258,60.879215
19259,-5.1042376
19260,-15.373442
19261,-4.316479
19262,-3.3968456
19263,2.0176756
19264,6.520013
19265,-6.8300776
19266,-3.5244083
19267,-10.031246
19268,-5.370613
19269,8.850879
19270,25.030272
19271,29.541283
19272,81.77541
19273,160.3848
19274,124.41475
19275,112.04771
19276,59.35459
19277,33.735928
19278,53.396
19279,81.26546
19280,89.60365
19281,68.605034
19282,21.005379
19283,4.0077825
19284,-8.3596325
19285,-1.1154915
19286,-5.345623
19287,2.6910152
19288,6.6471334
19289,1.8671491
19290,-6.794428
19291,-12.822468
19292,-6.2791014
19293,-3.8317754
19294,12.884988
19295,81.78911
19296,112.42745
19297,101.22796
19298,86.78255
19299,56.30191
19300,-8.232249
19301,-47.136982
19302,14.49666
19303,54.95555
19304,40.15564
19305,65.42785
19306,28.444513
19307,-40.122425
19308,-25.577015
19309,-6.777978
19310,-10.43562
19311,6.642672
19312,34.021534
19313,1.8058256
19314,1.9233632
19315,3.601056
19316,33.952305
19317,60.607075
19318,62.262745
19319,97.69633
19320,110.510086
19321,150.33708
19322,105.61436
19323,48.45766
19324,24.980373
19325,19.9792
19326,12.436907
19327,68.613235
19328,65.82183
19329,64.812744
19330,38.67817
19331,2.9831152
19332,-8.586369
19333,-4.3349667
19334,0.01978857
19335,15.149989
19336,5.5255027
19337,-25.843945
19338,44.058464
19339,46.322906
19340,16.577219
19341,16.55677
19342,50.729275
19343,76.753784
19344,264.20154
19345,294.6878
19346,169.63785
19347,217.32875
19348,256.96664
19349,174.76865
19350,246.35886
19351,193.82808
19352,149.58342
19353,69.72388
19354,34.86804
19355,4.1120577
19356,15.997026
19357,-12.921774
19358,2.8291345
19359,-16.43974
19360,-1.7866294
19361,87.05309
19362,-4.6466846
19363,3.2552826
19364,9.887464
19365,7.537357
19366,25.974041
19367,102.96089
19368,169.30196
19369,193.311
19370,337.2915
19371,446.96753
19372,321.512
19373,130.0162
19374,114.57385
19375,66.60445
19376,74.86507
19377,58.539288
19378,42.21954
19379,5.7013583
19380,-10.05925
19381,-0.65390754
19382,0.5018709
19383,2.7526355
19384,1.482491
19385,4.9446087
19386,1.6248274
19387,3.461718
19388,6.3470187
19389,6.269488
19390,31.52782
19391,57.301094
19392,284.00452
19393,543.6707
19394,598.31244
19395,765.36456
19396,737.6771
19397,634.04364
19398,475.13147
19399,156.48148
19400,106.57105
19401,72.802925
19402,38.39393
19403,-1.1217048
19404,16.693575
19405,-18.141344
19406,-27.069387
19407,-5.42167
19408,-1.7367457
19409,-0.1240836
19410,1.8566923
19411,-1.5589725
19412,3.0522156
19413,-4.6085243
19414,21.497976
19415,60.955406
19416,159.59143
19417,469.71198
19418,441.36548
19419,708.8739
19420,639.5003
19421,341.7337
19422,335.89368
19423,269.83014
19424,177.55844
19425,104.02071
19426,47.813072
19427,-23.214027
19428,-1.7646837
19429,3.1811225
19430,-0.0757964
19431,19.3347
19432,-3.446084
19433,1.866427
19434,15.009506
19435,-0.8629183
19436,16.0315
19437,-3.4099846
19438,14.330978
19439,116.70742
19440,205.36351
19441,181.76471
19442,130.69757
19443,45.717926
19444,34.134953
19445,-9.958934
19446,7.0284066
19447,-9.918269
19448,38.720932
19449,23.80134
19450,13.670962
19451,2.8164825
19452,-7.904178
19453,5.273184
19454,2.2890759
19455,-7.573983
19456,13.021544
19457,2.4907017
19458,6.8512506
19459,7.1563354
19460,5.0385556
19461,9.835194
19462,37.973804
19463,99.25684
19464,118.86767
19465,73.54323
19466,37.539463
19467,12.464032
19468,-33.913536
19469,-48.034515
19470,-34.60219
19471,2.3494163
19472,54.0466
19473,29.013235
19474,20.756891
19475,-0.39369965
19476,-2.7632356
19477,-2.77669
19478,-10.644337
19479,15.676792
19480,7.5006094
19481,20.902124
19482,9.609105
19483,7.168773
19484,7.614276
19485,15.192133
19486,72.57446
19487,113.72944
19488,144.43352
19489,154.41232
19490,47.149208
19491,75.58427
19492,6.74124
19493,40.24302
19494,-28.662535
19495,-24.89067
19496,15.220411
19497,26.831
19498,40.238167
19499,-29.949444
19500,6.3305507
19501,-7.8780236
19502,5.268535
19503,38.61935
19504,2.5524807
19505,26.054094
19506,5.004011
19507,-0.090209655
19508,7.951893
19509,6.2259817
19510,33.514362
19511,145.8249
19512,112.712036
19513,186.97597
19514,72.09551
19515,18.91029
19516,3.2753377
19517,-39.58323
19518,-48.45085
19519,35.780766
19520,46.807533
19521,100.5443
19522,24.307066
19523,37.987873
19524,29.790716
19525,-18.032198
19526,-7.371335
19527,30.367561
19528,35.49541
19529,38.57398
19530,34.776363
19531,137.3271
19532,49.81454
19533,60.382843
19534,92.23169
19535,161.84459
19536,84.22322
19537,178.04665
19538,304.458
19539,370.06897
19540,119.130325
19541,203.16566
19542,210.02705
19543,283.33023
19544,257.01395
19545,135.05495
19546,76.21519
19547,110.67619
19548,110.086624
19549,40.094196
19550,114.89705
19551,115.276535
19552,85.21085
19553,95.808586
19554,97.7333
19555,43.38894
19556,97.548485
19557,86.113205
19558,92.009995
19559,123.58189
19560,46.342396
19561,230.67693
19562,247.67763
19563,307.95636
19564,276.66266
19565,306.32092
19566,279.5501
19567,280.37408
19568,240.64111
19569,124.86029
19570,129.39339
19571,103.40358
19572,94.561325
19573,105.5861
19574,96.24352
19575,96.24352
19576,86.3023
19577,28.459864
19578,37.8534
19579,94.40679
19580,41.119846
19581,120.70841
19582,109.81149
19583,117.85567
19584,37.13968
19585,132.96199
19586,203.93501
19587,239.72905
19588,141.50743
19589,277.14194
19590,259.07114
19591,217.43655
19592,221.04787
19593,91.56497
19594,81.03946
19595,71.53744
19596,54.8115
19597,68.88225
19598,-0.1640358
19599,60.316643
19600,27.94332
19601,104.581436
19602,102.87776
19603,94.03216
19604,49.939064
19605,91.73342
19606,109.70053
19607,99.412094
19608,86.42443
19609,73.63429
19610,207.15065
19611,310.0323
19612,283.4336
19613,271.2498
19614,254.03418
19615,217.43655
19616,234.27327
19617,104.23086
19618,28.464125
19619,93.6327
19620,69.126144
19621,67.220955
19622,13.061382
19623,74.938896
19624,87.99871
19625,79.83666
19626,84.199974
19627,79.65185
19628,77.77616
19629,28.020704
19630,70.02887
19631,157.99065
19632,208.0442
19633,265.9778
19634,273.8706
19635,317.90994
19636,330.5204
19637,415.2425
19638,121.19369
19639,211.83862
19640,181.87833
19641,136.6893
19642,40.25091
19643,38.433647
19644,25.625025
19645,44.49104
19646,45.091114
19647,44.49104
19648,29.724243
19649,-3.8129985
19650,31.156553
19651,23.987413
19652,-12.396308
19653,2.62794
19654,46.064137
19655,52.87793
19656,176.04166
19657,490.51794
19658,274.12653
19659,235.66241
19660,74.48668
19661,6.6928077
19662,29.347458
19663,67.799965
19664,84.58226
19665,33.548626
19666,28.529175
19667,-6.900972
19668,-4.672512
19669,5.595104
19670,38.15145
19671,38.15145
19672,37.569447
19673,31.511234
19674,34.419693
19675,20.396357
19676,4.2438927
19677,46.928932
19678,42.751743
19679,77.0887
19680,95.287964
19681,161.94887
19682,70.32387
19683,184.63492
19684,39.22159
19685,13.105852
19686,80.99379
19687,40.515995
19688,200.73691
19689,90.5252
19690,62.452297
19691,29.95509
19692,12.3295145
19693,57.3326
19694,66.68482
19695,87.81758
19696,74.98672
19697,35.235012
19698,128.05151
19699,90.23049
19700,96.30125
19701,101.78405
19702,130.22441
19703,150.78664
19704,177.70131
19705,306.10373
19706,268.28992
19707,257.9203
19708,307.76807
19709,389.02176
19710,202.05557
19711,180.66109
19712,265.59036
19713,81.754745
19714,65.179245
19715,118.30649
19716,110.607544
19717,109.74744
19718,47.20636
19719,86.74053
19720,19.659555
19721,18.412693
19722,25.710817
19723,79.65185
19724,24.517546
19725,78.84661
19726,73.18528
19727,148.51756
19728,149.29158
19729,253.30098
19730,273.8706
19731,263.5009
19732,314.14807
19733,255.29387
19734,302.79614
19735,293.6554
19736,257.89105
19737,110.646805
19738,136.79129
19739,111.974335
19740,128.02417
19741,96.47789
19742,109.74744
19743,102.3161
19744,26.11616
19745,76.69497
19746,79.83666
19747,79.65185
19748,79.27687
19749,80.11262
19750,64.73177
19751,38.395615
19752,85.34406
19753,251.94414
19754,270.1757
19755,312.07977
19756,187.97803
19757,207.1779
19758,228.02625
19759,215.7981
19760,131.86809
19761,91.187416
19762,59.08474
19763,30.940386
19764,45.995358
19765,45.135242
19766,40.957043
19767,109.44135
19768,29.80933
19769,-14.089335
19770,-19.797335
19771,-9.865423
19772,-19.016582
19773,-4.022203
19774,17.852425
19775,40.30739
19776,168.65567
19777,204.32423
19778,86.1491
19779,28.807478
19780,48.328934
19781,36.826004
19782,3.7661092
19783,-30.192394
19784,27.763304
19785,41.593567
19786,-8.265093
19787,-16.017775
19788,90.341034
19789,29.870914
19790,80.112076
19791,90.399574
19792,29.29383
19793,36.4964
19794,38.309017
19795,19.41004
19796,33.07954
19797,73.657
19798,57.492584
19799,119.57963
19800,126.27586
19801,217.95215
19802,85.79411
19803,57.321274
19804,12.748822
19805,2.5965903
19806,47.805885
19807,40.217606
19808,33.41612
19809,6.6117644
19810,45.168613
19811,93.178825
19812,37.232723
19813,37.232723
19814,75.62503
19815,36.504684
19816,39.95688
19817,15.176065
19818,16.198895
19819,16.205418
19820,26.74802
19821,86.36264
19822,157.17143
19823,328.9139
19824,283.21375
19825,493.6309
19826,591.6716
19827,622.5377
19828,665.1086
19829,434.9293
19830,270.25696
19831,131.22911
19832,80.57057
19833,33.33049
19834,32.72382
19835,55.09098
19836,23.1425
19837,26.111656
19838,20.14349
19839,18.101906
19840,11.565954
19841,13.605719
19842,10.843599
19843,38.317585
19844,34.722347
19845,49.03941
19846,215.29848
19847,526.8657
19848,628.3935
19849,679.20776
19850,716.50305
19851,891.52734
19852,702.46173
19853,541.4591
19854,360.8518
19855,232.92668
19856,87.69101
19857,38.68815
19858,31.928158
19859,18.164736
19860,26.65872
19861,18.771603
19862,16.700823
19863,17.306522
19864,27.220776
19865,26.42418
19866,21.836102
19867,-3.289166
19868,12.279755
19869,50.64133
19870,175.01991
19871,487.09506
19872,613.56055
19873,738.34503
19874,789.0903
19875,768.97064
19876,779.4869
19877,698.90283
19878,581.0395
19879,349.83426
19880,87.230064
19881,42.237263
19882,7.9990053
19883,-73.3932
19884,45.889942
19885,42.226013
19886,36.275536
19887,7.108703
19888,13.138072
19889,5.74355
19890,-53.150158
19891,36.299927
19892,27.261497
19893,57.650784
19894,185.70622
19895,513.8922
19896,667.8244
19897,715.6277
19898,578.39233
19899,404.13324
19900,708.8764
19901,647.6885
19902,391.8273
19903,257.51825
19904,100.108986
19905,34.083775
19906,24.41129
19907,35.824173
19908,42.03553
19909,-5.1165795
19910,39.060055
19911,-15.586536
19912,-14.949261
19913,-20.053244
19914,2.3218513
19915,7.2557645
19916,21.382174
19917,51.06023
19918,195.46837
19919,411.30502
19920,621.1251
19921,715.2508
19922,705.73413
19923,698.7342
19924,667.3906
19925,587.0518
19926,328.74014
19927,280.54947
19928,46.499233
19929,55.20071
19930,40.591793
19931,71.90867
19932,35.96368
19933,45.481068
19934,1.8373085
19935,7.3754153
19936,-5.7386575
19937,17.27707
19938,10.688305
19939,7.894794
19940,23.621431
19941,62.51138
19942,188.37828
19943,492.56293
19944,603.3403
19945,703.10785
19946,757.31226
19947,671.825
19948,645.1316
19949,539.33636
19950,363.5786
19951,228.83127
19952,82.94161
19953,40.34268
19954,15.456434
19955,26.66057
19956,24.332071
19957,25.117903
19958,-9.186846
19959,3.1369383
19960,6.298359
19961,6.6163945
19962,3.9809191
19963,2.53884
19964,14.878551
19965,66.90083
19966,125.09073
19967,374.49875
19968,447.1472
19969,393.3069
19970,372.18036
19971,357.04068
19972,193.5413
19973,177.8336
19974,228.5115
19975,153.69022
19976,52.6907
19977,39.0847
19978,4.292946
19979,14.810801
19980,7.3693504
19981,1.2186556
19982,-21.127258
19983,84.21297
19984,-2.3988585
19985,-7.1038833
19986,84.02815
19987,-10.836854
19988,22.139597
19989,58.868168
19990,264.5671
19991,317.9527
19992,338.85104
19993,364.81873
19994,305.451
19995,205.04047
19996,279.7491
19997,67.52974
19998,86.84962
19999,39.001408
20000,95.47412
20001,51.85179
20002,100.423935
20003,65.0423
20004,60.02919
20005,50.445705
20006,34.168827
20007,36.184326
20008,27.785246
20009,27.600431
20010,31.811064
20011,27.608412
20012,65.99635
20013,42.4328
20014,115.87685
20015,299.71014
20016,340.7967
20017,292.2199
20018,315.5497
20019,341.20212
20020,322.24417
20021,296.676
20022,157.53813
20023,138.72723
20024,185.54584
20025,109.78099
20026,111.19737
20027,124.96148
20028,113.79378
20029,112.49289
20030,89.425705
20031,101.68599
20032,106.43216
20033,52.08779
20034,27.967482
20035,23.82554
20036,44.3608
20037,45.894707
20038,190.88759
20039,437.43353
20040,565.3342
20041,712.2555
20042,715.0832
20043,703.6866
20044,623.6304
20045,478.11423
20046,285.96173
20047,208.65425
20048,117.582565
20049,20.958996
20050,8.865637
20051,33.615704
20052,27.323568
20053,17.880575
20054,21.462545
20055,6.790708
20056,10.184547
20057,-8.866609
20058,-2.513747
20059,-1.2901666
20060,15.476992
20061,44.181866
20062,208.04024
20063,482.17233
20064,647.8477
20065,827.51373
20066,723.9943
20067,720.05206
20068,651.76953
20069,553.9198
20070,354.2231
20071,236.71112
20072,101.80565
20073,31.197153
20074,21.243547
20075,22.860708
20076,15.939698
20077,14.585395
20078,3.6490786
20079,-2.9367955
20080,-15.282666
20081,-3.2171729
20082,8.024497
20083,-3.638659
20084,32.706417
20085,4.993571
20086,209.85793
20087,460.05832
20088,539.9775
20089,637.91394
20090,753.4826
20091,742.2014
20092,592.24554
20093,488.86353
20094,339.0651
20095,225.56343
20096,86.16794
20097,25.467482
20098,33.6959
20099,26.462212
20100,36.3395
20101,26.473482
20102,5.0421968
20103,14.134589
20104,9.727475
20105,6.9518266
20106,14.645577
20107,18.668106
20108,31.76851
20109,66.82078
20110,183.4763
20111,463.75992
20112,604.3099
20113,707.7087
20114,707.90826
20115,746.89465
20116,766.33813
20117,621.0056
20118,350.62375
20119,235.08405
20120,90.08183
20121,50.439568
20122,34.543873
20123,45.222652
20124,37.04844
20125,44.387207
20126,10.987326
20127,14.496714
20128,15.936689
20129,6.9892573
20130,10.910282
20131,19.594244
20132,53.601036
20133,61.772915
20134,212.53311
20135,415.36908
20136,615.4638
20137,741.3539
20138,876.6478
20139,929.2026
20140,821.3277
20141,711.6571
20142,422.74377
20143,357.9154
20144,108.17695
20145,34.040447
20146,15.257981
20147,10.133922
20148,-0.2373724
20149,8.738839
20150,-1.1617919
20151,-0.86547196
20152,-2.0177817
20153,-8.098193
20154,50.07065
20155,-2.8846917
20156,45.366085
20157,54.51967
20158,185.02876
20159,517.2107
20160,569.6043
20161,865.30994
20162,750.5667
20163,540.7349
20164,340.26218
20165,214.3641
20166,162.24963
20167,79.124626
20168,69.43768
20169,17.463032
20170,94.54837
20171,95.832344
20172,43.561123
20173,97.714355
20174,82.78008
20175,81.54217
20176,-22.891678
20177,-27.14693
20178,-35.191097
20179,-54.84106
20180,-29.709215
20181,12.945046
20182,202.99498
20183,420.42767
20184,627.0943
20185,733.3882
20186,695.3651
20187,699.5129
20188,703.74713
20189,480.01447
20190,312.06995
20191,161.69337
20192,67.555145
20193,39.423855
20194,46.36737
20195,41.506798
20196,53.987633
20197,52.7706
20198,14.193728
20199,9.080647
20200,6.3797803
20201,-0.5113069
20202,24.273333
20203,11.461797
20204,29.231432
20205,50.47815
20206,207.92589
20207,531.47095
20208,472.15436
20209,472.52856
20210,348.30844
20211,378.39423
20212,341.8366
20213,244.03401
20214,338.60178
20215,255.023
20216,115.872734
20217,62.240726
20218,56.30523
20219,55.383442
20220,52.283195
20221,31.446531
20222,3.4114661
20223,-0.2563552
20224,11.650302
20225,10.030104
20226,5.760711
20227,0.14744392
20228,16.252834
20229,50.41077
20230,209.93008
20231,309.43378
20232,380.29166
20233,422.9383
20234,400.3841
20235,390.38013
20236,372.96494
20237,291.09726
20238,128.55576
20239,65.23299
20240,56.107887
20241,22.649607
20242,17.90371
20243,12.458068
20244,43.658875
20245,6.210273
20246,-17.097315
20247,32.60672
20248,28.775394
20249,75.44167
20250,78.969536
20251,33.006775
20252,75.97355
20253,92.68108
20254,209.54982
20255,300.93677
20256,257.86044
20257,302.6256
20258,333.19464
20259,358.713
20260,338.35593
20261,326.93924
20262,327.61063
20263,183.1347
20264,135.67287
20265,126.06015
20266,119.45039
20267,105.55995
20268,94.17187
20269,93.29461
20270,20.136623
20271,82.367516
20272,140.98363
20273,97.93363
20274,96.30125
20275,98.6377
20276,130.22441
20277,151.52339
20278,198.42155
20279,269.67273
20280,155.93423
20281,311.59018
20282,352.28336
20283,298.8788
20284,185.16833
20285,267.95386
20286,157.88496
20287,104.41373
20288,62.034546
20289,103.4025
20290,95.60443
20291,18.013327
20292,3.9675355
20293,9.255754
20294,-11.93809
20295,50.310818
20296,-4.7023854
20297,-15.22742
20298,-10.4080925
20299,-15.74748
20300,60.057213
20301,35.158924
20302,126.757416
20303,222.7665
20304,141.10547
20305,304.8635
20306,135.38068
20307,92.47385
20308,149.50026
20309,139.77957
20310,44.91815
20311,49.416973
20312,32.031475
20313,7.9543667
20314,-5.7509637
20315,-7.179789
20316,11.441269
20317,-2.4235878
20318,-137.5497
20319,-12.753307
20320,-14.468166
20321,-9.2884445
20322,-7.513492
20323,-2.0165942
20324,-1.9572424
20325,19.362085
20326,193.25635
20327,299.93744
20328,309.80225
20329,279.72382
20330,324.9555
20331,728.83514
20332,492.3662
20333,379.47018
20334,246.64772
20335,191.20662
20336,65.63692
20337,6.976014
20338,4.9435534
20339,1.9466755
20340,-10.694336
20341,1.9222672
20342,-45.277164
20343,-72.567764
20344,-17.120916
20345,5.592322
20346,-1.4158005
20347,-1.8889776
20348,-2.3870597
20349,41.41843
20350,183.50963
20351,496.171
20352,468.94403
20353,289.9392
20354,641.0853
20355,599.452
20356,340.48706
20357,109.42173
20358,154.62714
20359,34.05072
20360,42.45657
20361,-28.358784
20362,-23.241348
20363,36.17852
20364,37.904766
20365,44.35426
20366,85.71583
20367,26.031101
20368,65.088196
20369,71.669655
20370,71.669655
20371,71.18511
20372,122.4066
20373,106.7036
20374,127.551384
20375,190.11505
20376,181.51724
20377,201.37334
20378,177.69617
20379,211.93689
20380,184.07445
20381,171.5962
20382,112.64451
20383,43.999207
20384,41.2835
20385,59.835667
20386,56.951443
20387,58.10342
20388,48.178463
20389,45.09666
20390,35.63793
20391,39.259888
20392,38.149223
20393,39.075073
20394,93.969025
20395,54.24497
20396,113.62353
20397,63.23939
20398,116.576836
20399,264.40817
20400,315.48007
20401,201.10962
20402,178.61711
20403,244.92955
20404,307.3651
20405,184.11699
20406,101.26648
20407,48.170364
20408,56.90819
20409,15.766588
20410,-8.175304
20411,8.6563
20412,5.242277
20413,14.943209
20414,65.06956
20415,72.458015
20416,33.682796
20417,34.63497
20418,76.52694
20419,24.349686
20420,10.85398
20421,57.06665
20422,175.29982
20423,176.56883
20424,170.73328
20425,172.24551
20426,187.08316
20427,107.92838
20428,172.26205
20429,156.95529
20430,109.60389
20431,84.25743
20432,23.82925
20433,0.92558175
20434,-13.9907675
20435,44.375984
20436,46.77482
20437,49.87923
20438,46.463757
20439,50.93717
20440,51.359974
20441,24.309677
20442,64.25611
20443,65.31901
20444,24.40252
20445,105.49208
20446,49.93878
20447,321.34824
20448,327.97507
20449,329.16092
20450,375.06854
20451,393.424
20452,396.4641
20453,484.99548
20454,308.03662
20455,197.17192
20456,61.182667
20457,19.791002
20458,-0.42540848
20459,-3.9074006
20460,7.8904586
20461,-2.3277512
20462,7.4610887
20463,2.1550136
20464,-7.2096353
20465,-4.574554
20466,-0.5531512
20467,-23.395937
20468,-8.567816
20469,46.093925
20470,192.35915
20471,469.56555
20472,595.8806
20473,705.99634
20474,826.1285
20475,807.7986
20476,772.25586
20477,686.43463
20478,498.8924
20479,357.2542
20480,75.353424
20481,3.7950888
20482,-0.88896334
20483,-16.808912
20484,-11.357915
20485,-11.780005
20486,-4.7175307
20487,2.0134516
20488,-9.01573
20489,1.0408199
20490,6.7072887
20491,-15.727726
20492,-43.029213
20493,38.748425
20494,203.06053
20495,450.66165
20496,566.7341
20497,764.1926
20498,821.61755
20499,807.7072
20500,764.2936
20501,669.4798
20502,530.7
20503,300.95987
20504,44.820927
20505,15.619981
20506,-3.3703477
20507,10.318342
20508,8.653692
20509,1.764953
20510,-0.3144378
20511,-0.38570517
20512,-9.693479
20513,-3.616924
20514,8.422448
20515,-2.872204
20516,-0.37688863
20517,47.036205
20518,190.9577
20519,462.40714
20520,570.549
20521,739.0138
20522,868.02484
20523,800.13544
20524,706.3326
20525,694.8633
20526,554.04266
20527,314.9899
20528,55.766197
20529,15.219035
20530,-0.29973847
20531,-8.931094
20532,-0.96013653
20533,4.601342
20534,-8.091664
20535,-70.41604
20536,-45.653584
20537,-10.781229
20538,47.37407
20539,44.054092
20540,3.786381
20541,32.07494
20542,147.87926
20543,269.99582
20544,241.73851
20545,325.1009
20546,244.03627
20547,272.45483
20548,257.44806
20549,222.72154
20550,173.86261
