,mont-cumbre
6057,1.4912523
6058,-7.789374
6059,-15.268706
6060,-63.342194
6061,58.035385
6062,113.92876
6063,69.96366
6064,113.52088
6065,9.398261
6066,0.81869745
6067,-2.9692929
6068,38.401318
6069,-11.753181
6070,-16.392124
6071,44.832836
6072,37.609932
6073,25.48093
6074,-4.6335483
6075,-28.678616
6076,20.875843
6077,-6.118364
6078,-9.506716
6079,-4.6155324
6080,-9.193187
6081,-9.432162
6082,-9.675411
6083,-5.147342
6084,-61.216354
6085,119.4013
6086,349.98218
6087,330.96527
6088,276.01755
6089,246.62143
6090,202.7658
6091,145.7431
6092,91.723236
6093,43.315304
6094,-4.6444144
6095,-11.390406
6096,-19.333588
6097,25.860617
6098,-17.039978
6099,-8.340419
6100,7.669414
6101,2.9703996
6102,23.596128
6103,1.2982496
6104,0.7490339
6105,8.778909
6106,-2.4664466
6107,6.357348
6108,24.982582
6109,146.24731
6110,156.00146
6111,263.6359
6112,229.62532
6113,119.98329
6114,55.52597
6115,-1.7611502
6116,54.13053
6117,77.153824
6118,-22.252342
6119,-46.668243
6120,-18.677555
6121,-19.187796
6122,4.835263
6123,5.3585405
6124,-1.5647098
6125,-3.0512257
6126,8.489793
6127,-12.308903
6128,-32.924183
6129,30.88427
6130,-26.650015
6131,-30.80361
6132,-6.719307
6133,27.443243
6134,104.83594
6135,353.48645
6136,417.71988
6137,283.2564
6138,254.48921
6139,52.47949
6140,124.67072
6141,6.174135
6142,-34.85949
6143,-26.079082
6144,5.9312105
6145,-31.531021
6146,-21.57547
6147,-21.172295
6148,9.51646
6149,-13.490091
6150,-1.5005004
6151,2.4651234
6152,8.376836
6153,24.638138
6154,4.2930465
6155,24.937233
6156,-106.15096
6157,2.9462185
6158,38.019505
6159,182.67995
6160,92.126175
6161,200.73676
6162,106.08742
6163,200.202
6164,188.30623
6165,3.07486
6166,-22.122276
6167,-32.249306
6168,29.348429
6169,51.860413
6170,-12.391065
6171,-10.234955
6172,43.958927
6173,41.50703
6174,-4.256166
6175,-4.217547
6176,42.664463
6177,-14.666434
6178,148.40623
6179,6.042365
6180,-28.831713
6181,32.121986
6182,87.01863
6183,126.20561
6184,227.05005
6185,272.8827
6186,297.58252
6187,167.23409
6188,104.63966
6189,-12.782109
6190,-13.488549
6191,-4.678386
6192,9.285457
6193,9.27698
6194,46.61861
6195,63.083252
6196,23.789118
6197,74.56892
6198,40.609795
6199,65.635635
6200,64.6272
6201,6.304444
6202,21.628433
6203,34.841187
6204,81.8705
6205,34.949097
6206,103.921906
6207,141.62558
6208,51.57212
6209,153.8757
6210,52.728863
6211,71.67071
6212,35.009407
6213,-4.0739455
6214,-9.59185
6215,24.760086
6216,10.530169
6217,-6.3275914
6218,-0.97429883
6219,7.505227
6220,-3.307458
6221,3.7634265
6222,5.757281
6223,1.406586
6224,8.608996
6225,-6.8660893
6226,10.76506
6227,5.6775956
6228,-34.427357
6229,100.092125
6230,156.08229
6231,139.19386
6232,-19.013544
6233,50.336353
6234,47.10914
6235,36.541264
6236,40.38441
6237,-17.273533
6238,-1.6880974
6239,-17.845703
6240,-1.3572582
6241,12.371568
6242,7.0212593
6243,14.517776
6244,-4.1121097
6245,1.3041956
6246,11.831812
6247,24.671078
6248,115.83919
6249,124.119
6250,133.95316
6251,111.978325
6252,91.84757
6253,171.08675
6254,244.25302
6255,369.66217
6256,254.76413
6257,274.25082
6258,259.4133
6259,172.06212
6260,102.18759
6261,-9.900927
6262,-31.903133
6263,17.10022
6264,-32.969387
6265,11.952735
6266,15.099073
6267,13.269683
6268,45.899944
6269,47.28251
6270,7.0965724
6271,45.59706
6272,92.17737
6273,46.407936
6274,1.227537
6275,7.9204106
6276,52.432003
6277,53.619877
6278,93.79176
6279,124.170654
6280,153.00642
6281,253.66595
6282,163.23837
6283,142.26187
6284,85.39734
6285,-17.173786
6286,32.787537
6287,54.67151
6288,6.513895
6289,5.019395
6290,-9.234031
6291,57.21337
6292,6.49013
6293,12.28632
6294,3.028311
6295,2.8434975
6296,8.9573345
6297,9.768208
6298,13.445637
6299,-9.904959
6300,-3.3213973
6301,22.287546
6302,106.41599
6303,123.93122
6304,172.26259
6305,126.41681
6306,159.72755
6307,148.21272
6308,117.34941
6309,1.5919468
6310,0.41666812
6311,-11.158513
6312,1.7792971
6313,-1.5316209
6314,-25.6934
6315,-2.9516075
6316,27.147482
6317,19.837004
6318,10.725074
6319,-13.219913
6320,43.580276
6321,44.39115
6322,49.46441
6323,47.979687
6324,109.240555
6325,87.13733
6326,207.0874
6327,239.29033
6328,272.23825
6329,270.5348
6330,174.21976
6331,117.42885
6332,111.82126
6333,-11.212514
6334,35.633705
6335,1.8042796
6336,24.689384
6337,27.128786
6338,8.886927
6339,27.483572
6340,38.983036
6341,34.38088
6342,50.71531
6343,-6.797992
6344,2.914386
6345,10.763578
6346,19.708557
6347,12.229229
6348,-18.755014
6349,169.39368
6350,232.49033
6351,325.37958
6352,378.9471
6353,122.24863
6354,228.3173
6355,165.7597
6356,50.39062
6357,-11.166017
6358,-4.1129546
6359,54.51743
6360,45.791954
6361,8.414261
6362,58.831577
6363,37.01435
6364,-4.9017777
6365,34.13651
6366,-12.716133
6367,41.858383
6368,28.618423
6369,40.593193
6370,104.746605
6371,47.979687
6372,-41.48914
6373,178.07735
6374,90.06563
6375,104.49467
6376,277.37735
6377,255.22525
6378,172.8775
6379,165.7597
6380,111.248085
6381,6.8524914
6382,-3.9327059
6383,-5.26433
6384,4.858319
6385,19.442762
6386,37.01435
6387,3.6202793
6388,129.8212
6389,1.6302416
6390,-4.745518
6391,45.488014
6392,-10.545566
6393,49.19183
6394,21.669296
6395,7.4732018
6396,-33.24855
6397,49.963425
6398,65.688095
6399,103.7915
6400,43.548264
6401,43.665596
6402,41.478275
6403,51.120163
6404,45.229023
6405,3.8032885
6406,-0.26298356
6407,-10.376971
6408,23.93386
6409,-1.3501588
6410,-10.495119
6411,38.42849
6412,30.543127
6413,3.9599168
6414,7.6366553
6415,30.824772
6416,-30.578747
6417,71.748634
6418,14.338655
6419,13.618536
6420,-27.381197
6421,71.447395
6422,117.46743
6423,135.98862
6424,43.599747
6425,65.79794
6426,45.86067
6427,60.097214
6428,47.01075
6429,-7.302459
6430,28.246336
6431,8.897321
6432,22.18039
6433,6.76714
6434,11.765058
6435,11.55235
6436,3.9486597
6437,1.4315103
6438,-5.4012313
6439,21.419952
6440,16.772144
6441,-6.521448
6442,10.026203
6443,-1.0601472
6444,-0.8140174
6445,131.02826
6446,372.95764
6447,257.1609
6448,148.05302
6449,119.412636
6450,149.00868
6451,154.66293
6452,80.269196
6453,33.9988
6454,-1.6668849
6455,-62.01711
6456,-28.390636
6457,-25.609768
6458,-23.365223
6459,-45.94989
6460,-55.646816
6461,-104.534676
6462,34.69629
6463,-50.51121
6464,-94.210365
6465,93.036575
6466,107.3721
6467,-11.435953
6468,-41.633972
6469,34.245617
6470,106.86203
6471,105.96418
6472,147.59584
6473,161.02519
6474,75.35395
6475,70.41639
6476,120.18331
6477,26.241812
6478,17.234934
6479,10.623281
6480,41.32809
6481,-38.159298
6482,-38.159298
6483,-1.5152371
6484,51.653904
6485,92.8972
6486,-1.2275296
6487,77.25631
6488,31.298481
6489,10.5105095
6490,28.457703
6491,10.317883
6492,3.1200125
6493,95.941414
6494,206.16086
6495,100.97748
6496,108.66615
6497,251.28156
6498,285.13034
6499,293.97012
6500,166.58565
6501,33.83144
6502,8.896886
6503,17.405027
6504,21.375637
6505,-23.424974
6506,6.5240846
6507,38.105595
6508,33.583206
6509,1.0546516
6510,4.2196317
6511,4.0348177
6512,-0.92367923
6513,-2.367025
6514,63.161575
6515,130.81876
6516,-60.423
6517,59.571335
6518,133.67316
6519,172.37126
6520,160.25165
6521,130.73491
6522,209.73021
6523,211.42503
6524,139.34306
6525,-51.284977
6526,14.965244
6527,53.185192
6528,-11.034082
6529,40.200874
6530,35.54985
6531,32.403507
6532,-6.123508
6533,34.371567
6534,47.28251
6535,21.121561
6536,55.044712
6537,53.94785
6538,53.689503
6539,47.44876
6540,18.96639
6541,88.214806
6542,150.58112
6543,136.43947
6544,166.67282
6545,198.29604
6546,140.3298
6547,176.23462
6548,97.051186
6549,12.04469
6550,-26.209837
6551,37.43177
6552,40.342503
6553,40.47137
6554,39.533733
6555,-14.625823
6556,33.583206
6557,39.79108
6558,35.88268
6559,43.580276
6560,43.580276
6561,98.479416
6562,55.50368
6563,7.6063604
6564,-19.214647
6565,49.963425
6566,95.18567
6567,97.8007
6568,61.978714
6569,83.54332
6570,-4.3592577
6571,-2.3010247
6572,12.6673
6573,25.789726
6574,1.0048195
6575,9.764312
6576,7.116978
6577,9.049165
6578,7.0130463
6579,15.133913
6580,14.950757
6581,18.638884
6582,-10.731501
6583,-2.1430347
6584,13.136013
6585,0.83003306
6586,0.018907517
6587,-1.3019729
6588,-21.122063
6589,135.61397
6590,261.6472
6591,284.53827
6592,392.9232
6593,251.8027
6594,228.17435
6595,150.9464
6596,99.48288
6597,13.829629
6598,-3.2778902
6599,14.352776
6600,18.802845
6601,-5.001826
6602,34.48933
6603,-13.6114025
6604,83.64709
6605,-28.591646
6606,23.560501
6607,41.546417
6608,41.546417
6609,76.759285
6610,42.027016
6611,18.786528
6612,38.70881
6613,104.12558
6614,349.00467
6615,364.00333
6616,427.341
6617,472.14377
6618,377.05472
6619,186.73537
6620,66.40625
6621,6.432098
6622,21.672247
6623,-14.872485
6624,-4.4013886
6625,51.392437
6626,-22.772348
6627,31.346205
6628,12.806464
6629,-36.276684
6630,35.26671
6631,9.636863
6632,37.807198
6633,123.007195
6634,-4.555208
6635,8.300942
6636,28.926638
6637,75.75257
6638,419.21698
6639,557.60596
6640,463.12253
6641,450.02094
6642,430.81207
6643,383.0724
6644,198.08815
6645,135.03609
6646,21.405596
6647,9.965383
6648,-2.6746604
6649,0.096613094
6650,14.423374
6651,0.08114736
6652,1.7236907
6653,0.34588522
6654,-2.1270866
6655,0.77074397
6656,-5.430547
6657,-1.3539406
6658,1.3436393
6659,12.283725
6660,-7.075484
6661,107.32392
6662,372.34415
6663,467.04907
6664,493.04056
6665,497.38684
6666,424.85068
6667,374.15775
6668,147.29509
6669,118.39407
6670,15.579887
6671,0.45146525
6672,-5.2881026
6673,-7.3216085
6674,-4.536524
6675,-0.15157631
6676,4.452041
6677,-1.8926533
6678,-3.3890834
6679,-7.38055
6680,-2.7137904
6681,-3.569438
6682,-9.070837
6683,-8.972687
6684,9.882426
6685,122.070656
6686,354.62766
6687,493.15106
6688,405.90515
6689,440.3516
6690,328.59164
6691,244.50682
6692,156.0821
6693,134.4563
6694,29.25691
6695,1.8596386
6696,0.9633979
6697,2.7148714
6698,2.7148714
6699,2.7148714
6700,1.4212672
6701,13.446769
6702,2.3487678
6703,0.6905892
6704,-3.662291
6705,0.7818802
6706,14.500411
6707,-1.1050816
6708,28.89028
6709,140.4291
6710,363.63358
6711,529.43677
6712,496.86942
6713,653.7317
6714,593.8685
6715,434.1695
6716,170.81192
6717,152.30235
6718,28.966469
6719,-0.54701555
6720,-7.4876804
6721,-4.2583537
6722,-20.931673
6723,1.3760651
6724,1.3147652
6725,-2.6015563
6726,-3.434455
6727,-5.8001223
6728,-7.856188
6729,-4.905083
6730,-4.719495
6731,-16.823631
6732,5.324046
6733,97.70017
6734,115.30202
6735,154.4567
6736,87.348465
6737,134.18842
6738,160.21242
6739,105.81452
6740,99.00606
6741,111.148834
6742,6.0884805
6743,1.219051
6744,-0.18278971
6745,-4.7884245
6746,0.25342232
6747,0.18225926
6748,-4.341046
6749,-1.6270491
6750,-5.2918344
6751,-8.40945
6752,2.6345925
6753,-7.0875134
6754,-10.607418
6755,-5.9773664
6756,24.072088
6757,55.49377
6758,220.73877
6759,149.03603
6760,195.06627
6761,188.1937
6762,96.717896
6763,87.08524
6764,91.26961
6765,31.926762
6766,-6.821701
6767,-12.985553
6768,-3.4347975
6769,-2.8294218
6770,20.026846
6771,3.3204908
6772,-5.474919
6773,-13.558171
6774,-15.022937
6775,8.407627
6776,10.589007
6777,-9.328351
6778,10.630615
6779,6.778242
6780,20.150425
6781,144.95033
6782,106.45627
6783,177.6055
6784,139.9525
6785,61.27555
6786,124.927185
6787,63.819027
6788,38.719128
6789,47.97675
6790,-8.646502
6791,6.182049
6792,10.973849
6793,3.6030753
6794,3.4432306
6795,10.011061
6796,-1.6138111
6797,-3.6981993
6798,-2.6488488
6799,61.10763
6800,6.501983
6801,3.6366813
6802,8.383883
6803,6.167625
6804,41.71869
6805,130.53189
6806,204.34589
6807,299.44925
6808,456.91278
6809,450.70956
6810,308.6103
6811,167.00764
6812,24.479986
6813,56.048626
6814,-7.5888796
6815,-5.80659
6816,0.7734975
6817,-11.964985
6818,-8.611271
6819,0.20753449
6820,6.449572
6821,6.0147123
6822,-7.710292
6823,11.116193
6824,11.734134
6825,5.877551
6826,2.2568169
6827,50.002808
6828,9.794038
6829,161.2976
6830,273.89594
6831,259.01318
6832,256.43088
6833,312.47495
6834,305.35184
6835,143.55222
6836,84.08366
6837,47.74326
6838,62.8985
6839,-26.555384
6840,34.06809
6841,24.300802
6842,-13.721411
6843,-6.8917203
6844,2.9632835
6845,1.6599532
6846,133.9123
6847,22.538471
6848,-7.8112974
6849,-11.665051
6850,-10.721468
6851,-29.629368
6852,-3.394287
6853,-67.41428
6854,52.195915
6855,25.321815
6856,11.175888
6857,23.836954
6858,33.717587
6859,41.27818
6860,45.86215
6861,30.097435
6862,24.52961
6863,4.3516884
6864,-6.5604215
6865,0.3936593
6866,-20.737547
6867,25.63325
6868,-25.254042
6869,-25.684843
6870,3.9719975
6871,9.078655
6872,3.811955
6873,4.1733494
6874,-0.24117759
6875,-0.8547582
6876,25.540722
6877,205.53036
6878,276.08463
6879,340.14246
6880,256.79797
6881,206.54245
6882,158.67314
6883,101.86411
6884,68.492615
6885,56.324757
6886,28.568659
6887,7.325148
6888,6.528887
6889,1.4719268
6890,-11.056288
6891,-1.6935283
6892,-7.2005777
6893,-3.0280998
6894,-2.8139055
6895,-16.14368
6896,19.20768
6897,26.107218
6898,-74.57891
6899,32.782745
6900,64.21873
6901,102.29509
6902,94.26481
6903,95.47688
6904,168.90248
6905,94.780945
6906,62.50016
6907,-34.45994
6908,36.15689
6909,-31.978168
6910,-13.924304
6911,-11.485922
6912,-9.9927225
6913,-12.307736
6914,-12.307736
6915,-9.370314
6916,-3.2180674
6917,-15.523906
6918,11.665436
6919,112.85771
6920,-2.0194552
6921,79.30806
6922,-43.941467
6923,-48.560352
6924,-61.49273
6925,-51.991737
6926,131.28546
6927,138.51997
6928,192.98483
6929,230.76933
6930,177.99611
6931,171.52078
6932,55.450504
6933,-28.437641
6934,-34.247437
6935,-41.087063
6936,-35.88407
6937,-28.14502
6938,-12.535583
6939,-27.286484
6940,-9.668436
6941,-10.139345
6942,-10.171776
6943,-17.850634
6944,40.36902
6945,-6.832218
6946,1.6003808
6947,5.637159
6948,-11.946271
6949,17.194681
6950,40.362637
6951,106.57836
6952,93.77421
6953,32.601784
6954,25.409008
6955,54.709946
6956,33.984497
6957,4.7977514
6958,-42.251778
6959,-26.281898
6960,-16.427608
6961,-24.665295
6962,-23.12264
6963,30.167542
6964,-18.403027
6965,-12.013166
6966,-14.612905
6967,76.60945
6968,84.502815
6969,126.760956
6970,37.42381
6971,27.376873
6972,-41.79517
6973,45.1814
6974,128.30568
6975,193.29042
6976,119.21219
6977,158.42389
6978,177.3784
6979,-38.440075
6980,85.305
6981,40.75715
6982,-9.105515
6983,-12.519453
6984,-1.642896
6985,-3.694293
6986,-3.694293
6987,2.7541425
6988,47.11478
6989,-14.515974
6990,-12.050491
6991,18.77125
6992,123.71364
6993,-18.453619
6994,-5.0448275
6995,-22.237455
6996,-31.909822
6997,-56.017586
6998,22.035507
6999,178.90704
7000,162.00233
7001,199.26764
7002,94.97538
7003,81.26337
7004,54.983875
7005,-19.019333
7006,10.265344
7007,-21.513231
7008,-15.406058
7009,-10.429994
7010,5.2121415
7011,-1.1634287
7012,5.675708
7013,5.594187
7014,4.7135487
7015,-11.88584
7016,-11.598769
7017,-13.058932
7018,-1.0493984
7019,25.640882
7020,8.61646
7021,19.173306
7022,107.0353
7023,246.45584
7024,118.25752
7025,85.599525
7026,35.05914
7027,-23.220633
7028,-7.8454733
7029,69.37446
7030,4.797798
7031,31.247751
7032,-8.035382
7033,-5.657328
7034,-1.814102
7035,4.800211
7036,-8.482309
7037,13.136259
7038,-9.863673
7039,-6.636754
7040,10.917101
7041,-7.081951
7042,44.786148
7043,-7.418687
7044,5.0094457
7045,95.91354
7046,-0.15496646
7047,56.517612
7048,127.944305
7049,119.19566
7050,36.259113
7051,60.531258
7052,50.395767
7053,-56.216873
7054,-20.640951
7055,-9.995073
7056,-4.9404716
7057,32.967712
7058,32.967712
7059,25.33535
7060,41.866898
7061,40.453102
7062,54.91146
7063,40.36902
7064,-15.029123
7065,-14.341167
7066,-4.9821696
7067,-20.853094
7068,-20.083843
7069,7.651571
7070,15.412885
7071,168.76617
7072,209.71294
7073,244.96655
7074,208.43866
7075,146.36737
7076,83.94539
7077,46.804386
7078,46.286945
7079,50.745
7080,0.5395185
7081,-2.9967706
7082,0.17446361
7083,-3.1246088
7084,39.792816
7085,1.5724727
7086,37.736588
7087,126.18682
7088,-11.448796
7089,-5.00863
7090,-8.192411
7091,-20.758305
7092,-10.860462
7093,89.69967
7094,280.43842
7095,366.96225
7096,392.40857
7097,309.73752
7098,312.62625
7099,207.76677
7100,179.12473
7101,140.50165
7102,21.467314
7103,3.8895955
7104,-11.484978
7105,-14.182749
7106,-1.1576678
7107,-8.119555
7108,-9.182012
7109,-6.162854
7110,-8.509896
7111,-8.92125
7112,-5.3109713
7113,-10.914656
7114,-4.7412853
7115,-6.247353
7116,29.56071
7117,136.5174
7118,244.31804
7119,356.67508
7120,366.8219
7121,360.60806
7122,295.64496
7123,224.20305
7124,134.86696
7125,112.58026
7126,38.36086
7127,5.5453362
7128,4.8972125
7129,0.6814987
7130,2.0043097
7131,4.7336984
7132,87.52247
7133,-2.5808678
7134,-7.0811725
7135,-8.256007
7136,90.854416
7137,-17.938192
7138,106.6796
7139,14.915922
7140,21.925879
7141,58.955933
7142,144.16171
7143,148.48442
7144,146.40083
7145,148.15813
7146,306.64185
7147,230.14537
7148,155.11816
7149,136.86514
7150,45.467754
7151,7.624004
7152,8.694005
7153,10.522448
7154,7.1390634
7155,1.4684275
7156,6.2212505
7157,-3.6766348
7158,-3.6024592
7159,-3.3539405
7160,0.5499448
7161,-7.901333
7162,1.6356026
7163,6.86412
7164,17.23544
7165,130.46678
7166,290.90372
7167,349.41583
7168,284.76794
7169,280.5978
7170,284.4259
7171,228.60243
7172,142.74968
7173,114.64834
7174,36.704967
7175,2.4447746
7176,-2.4188666
7177,4.6421695
7178,0.14829564
7179,1.4251298
7180,0.17806244
7181,0.64689493
7182,-2.1657667
7183,-2.4582272
7184,-2.5106874
7185,0.053461082
7186,7.4308186
7187,0.31928474
7188,18.433651
7189,121.06538
7190,103.87308
7191,93.049515
7192,116.06676
7193,30.32463
7194,48.559578
7195,63.341774
7196,50.933685
7197,39.71195
7198,-0.48993826
7199,-2.8675785
7200,3.044506
7201,-6.9522424
7202,-9.872309
7203,-3.4207902
7204,69.62039
7205,46.584538
7206,-20.822927
7207,10.1921
7208,45.297382
7209,30.287598
7210,54.667915
7211,4.004898
7212,35.21289
7213,8.853621
7214,106.141365
7215,37.62359
7216,113.185165
7217,194.78436
7218,130.67078
7219,148.01271
7220,71.74966
7221,-7.0197816
7222,-46.94021
7223,14.627838
7224,26.760303
7225,37.372272
7226,-39.483738
7227,12.312547
7228,44.93065
7229,-6.495375
7230,53.61857
7231,21.055923
7232,93.63341
7233,61.33463
7234,82.30382
7235,18.773643
7236,53.361736
7237,51.811314
7238,169.92003
7239,119.44327
7240,96.42779
7241,204.35954
7242,177.37411
7243,68.915184
7244,95.12139
7245,-19.759003
7246,34.042274
7247,-18.714254
7248,-9.254167
7249,-7.6505895
7250,-25.163214
7251,-68.07067
7252,40.469048
7253,-8.829858
7254,45.401134
7255,45.28548
7256,49.53431
7257,50.222267
7258,0.42319953
7259,144.62271
7260,106.88994
7261,10.592484
7262,22.472496
7263,227.8639
7264,135.14162
7265,109.67999
7266,111.7998
7267,8.880504
7268,66.89366
7269,-47.772434
7270,-15.285422
7271,-1.7740179
7272,-2.993883
7273,1.7431401
7274,-1.4130002
7275,52.628036
7276,-13.26018
7277,-10.185139
7278,0.53106916
7279,-3.3008378
7280,8.372008
7281,4.451911
7282,1.057475
7283,8.936304
7284,26.647148
7285,150.21053
7286,101.60681
7287,126.64679
7288,124.220634
7289,258.72076
7290,166.57552
7291,98.38271
7292,42.893227
7293,-26.673733
7294,12.448651
7295,-0.21520737
7296,20.759142
7297,-6.7758565
7298,22.63611
7299,5.9441977
7300,0.30374947
7301,-5.0559726
7302,1.8359303
7303,8.71787
7304,3.247328
7305,-15.871903
7306,3.6394143
7307,4.4708447
7308,29.521904
7309,134.58142
7310,91.95092
7311,134.85904
7312,54.585655
7313,200.6808
7314,228.44458
7315,85.18598
7316,51.87928
7317,-19.459002
7318,-14.004874
7319,-3.7140512
7320,-4.0729566
7321,-8.448613
7322,-5.6581535
7323,-8.89267
7324,1.285603
7325,7.740242
7326,3.63678
7327,5.4369893
7328,0.84297115
7329,1.2658833
7330,-9.980061
7331,26.29109
7332,20.003466
7333,113.40302
7334,217.56407
7335,333.1722
7336,305.32483
7337,271.36807
7338,227.42577
7339,114.89812
7340,32.559708
7341,78.37033
7342,-2.1470103
7343,3.8621864
7344,9.999816
7345,16.974283
7346,3.5350778
7347,14.421133
7348,0.44371802
7349,5.0953975
7350,0.41850418
7351,49.55961
7352,-3.2649388
7353,47.427708
7354,-3.6307821
7355,38.33885
7356,91.88791
7357,16.88925
7358,138.71442
7359,135.08066
7360,206.5522
7361,128.00992
7362,86.36078
7363,87.2736
7364,74.96339
7365,21.076855
7366,-12.335711
7367,-16.861643
7368,6.610257
7369,35.732254
7370,28.908598
7371,-25.989687
7372,5.7843637
7373,28.745308
7374,6.4252443
7375,63.758327
7376,4.957263
7377,-20.16676
7378,0.6125605
7379,8.971735
7380,15.487314
7381,78.10773
7382,45.63297
7383,90.847786
7384,85.360146
7385,169.81569
7386,34.35497
7387,146.26468
7388,119.10159
7389,27.28257
7390,58.449425
7391,-26.764605
7392,-2.063875
7393,2.7999647
7394,30.582127
7395,42.32053
7396,30.35022
7397,23.77866
7398,34.081013
7399,67.93591
7400,21.357025
7401,86.54491
7402,30.199049
7403,21.455204
7404,125.52622
7405,16.981777
7406,83.64291
7407,97.73681
7408,166.59279
7409,241.53648
7410,169.7728
7411,158.68451
7412,138.4136
7413,33.440052
7414,45.50563
7415,18.718653
7416,44.853188
7417,-15.3781
7418,2.6200943
7419,23.593182
7420,-1.4285138
7421,5.691334
7422,-5.8929462
7423,18.780691
7424,22.206459
7425,73.599236
7426,82.160225
7427,59.64409
7428,110.59589
7429,-1.3419356
7430,62.547787
7431,122.14486
7432,185.89317
7433,155.15068
7434,149.12257
7435,97.973175
7436,91.94485
7437,83.79171
7438,38.524834
7439,-7.448118
7440,5.378846
7441,7.4406443
7442,9.066446
7443,7.70899
7444,9.547167
7445,-2.213745
7446,9.860534
7447,-7.336707
7448,-44.907635
7449,-22.018267
7450,-1.8393887
7451,1.5254492
7452,45.568737
7453,131.27936
7454,193.76132
7455,83.35737
7456,32.692154
7457,64.538956
7458,109.139114
7459,98.54888
7460,116.30314
7461,127.42889
7462,58.983086
7463,11.975152
7464,-1.9342918
7465,1.6774206
7466,-0.3083631
7467,5.4348283
7468,4.425327
7469,1.6383605
7470,0.3157466
7471,0.48415262
7472,5.677503
7473,7.8815985
7474,3.8034122
7475,-10.331843
7476,20.908598
7477,168.82784
7478,207.58652
7479,171.02748
7480,127.84413
7481,120.51797
7482,120.548706
7483,101.13104
7484,91.85345
7485,21.344036
7486,21.601439
7487,12.813992
7488,47.98332
7489,22.666826
7490,-12.243719
7491,-1.4553078
7492,4.35887
7493,-4.443654
7494,6.448077
7495,-6.649949
7496,2.5828388
7497,-0.7063042
7498,16.910385
7499,-20.271229
7500,49.673347
7501,221.87563
7502,198.4726
7503,170.97812
7504,147.61263
7505,147.28409
7506,226.40565
7507,177.37343
7508,149.28152
7509,154.04836
7510,55.020752
7511,-4.241444
7512,5.1184955
7513,4.001213
7514,9.996055
7515,9.259576
7516,0.6263029
7517,-0.920328
7518,7.014941
7519,13.238373
7520,8.920777
7521,14.354375
7522,24.837852
7523,-24.23894
7524,20.22883
7525,86.627014
7526,120.03722
7527,147.70651
7528,101.58031
7529,127.64341
7530,64.713455
7531,55.223557
7532,76.724594
7533,38.80459
7534,22.93294
7535,1.7988619
7536,8.046854
7537,-2.3438542
7538,7.4884405
7539,-2.608561
7540,-2.509665
7541,-5.3740425
7542,-0.05749371
7543,1.7502002
7544,-11.400662
7545,3.0151384
7546,8.104689
7547,23.935453
7548,52.461895
7549,79.185875
7550,137.90546
7551,116.35363
7552,90.90951
7553,107.23188
7554,58.50475
7555,64.39002
7556,119.58061
7557,13.200963
7558,98.09712
7559,15.177274
7560,4.506362
7561,0.23781675
7562,4.911156
7563,3.36235
7564,7.4276624
7565,-1.48892
7566,-2.6853724
7567,5.831613
7568,5.831613
7569,13.326741
7570,16.373932
7571,9.416623
7572,26.817715
7573,114.02486
7574,55.715927
7575,90.00135
7576,62.29505
7577,77.190575
7578,85.37267
7579,72.52014
7580,102.44191
7581,34.65152
7582,30.701591
7583,26.949738
7584,-11.331306
7585,-13.946731
7586,19.480812
7587,41.11848
7588,38.396107
7589,38.26353
7590,25.691143
7591,23.590193
7592,19.861555
7593,15.219803
7594,16.834494
7595,15.886364
7596,22.976599
7597,87.598236
7598,93.093285
7599,116.01873
7600,101.44195
7601,76.94564
7602,60.43024
7603,59.715992
7604,81.97604
7605,50.915916
7606,43.363827
7607,3.346175
7608,9.813316
7609,17.835423
7610,9.025972
7611,4.1448154
7612,5.412721
7613,7.3223534
7614,24.502918
7615,22.615408
7616,48.448822
7617,33.872562
7618,39.869633
7619,32.220425
7620,45.92657
7621,72.12507
7622,18.909111
7623,82.20586
7624,75.96802
7625,87.08116
7626,25.75896
7627,92.69138
7628,135.64404
7629,46.80257
7630,43.842552
7631,-11.509547
7632,-5.5361304
7633,-8.143571
7634,-5.478169
7635,-0.5505381
7636,6.1729026
7637,0.6013527
7638,1.3464121
7639,-0.12400516
7640,18.408545
7641,5.5744424
7642,18.708128
7643,17.697979
7644,46.483356
7645,120.84752
7646,102.609634
7647,82.498184
7648,54.099766
7649,77.89484
7650,59.53798
7651,62.39418
7652,65.674805
7653,65.072296
7654,36.378365
7655,-7.718007
7656,-3.8850663
7657,-2.094369
7658,-10.581924
7659,0.2975672
7660,7.380367
7661,1.2446939
7662,-0.34714136
7663,-23.693165
7664,-54.11458
7665,-5.0059543
7666,-2.08275
7667,-3.2878969
7668,41.933537
7669,208.6448
7670,280.29086
7671,359.05658
7672,348.71362
7673,312.02103
7674,201.92702
7675,85.05011
7676,123.748665
7677,184.15771
7678,58.400925
7679,6.2581954
7680,-3.6781828
7681,-12.166956
7682,3.2107024
7683,-3.2339559
7684,4.0584993
7685,1.6784083
7686,-1.2663913
7687,-1.9814948
7688,3.2986865
7689,0.02482795
7690,-1.90263
7691,-1.4367062
7692,39.41135
7693,189.54239
7694,206.96553
7695,161.10243
7696,163.14027
7697,154.21255
7698,317.99796
7699,259.44202
7700,209.4168
7701,134.18613
7702,60.309032
7703,-2.7435036
7704,3.9103885
7705,-3.9948864
7706,1.9785696
7707,-18.746382
7708,-31.516912
7709,-2.233883
7710,-0.93710095
7711,-1.0349808
7712,-3.9623816
