,salinas
3446,872.07355
3447,761.30707
3448,567.9822
3449,173.181
3450,147.28653
3451,135.02162
3452,139.68309
3453,114.6738
3454,115.584915
3455,63.368477
3456,85.62509
3457,85.03683
3458,79.56388
3459,90.471375
3460,103.60863
3461,117.42253
3462,199.91751
3463,374.7555
3464,641.1854
3465,897.8215
3466,1018.5093
3467,992.22565
3468,1065.5502
3469,758.17065
3470,865.7845
3471,721.63727
3472,570.8659
3473,151.09
3474,93.64695
3475,101.08525
3476,115.33831
3477,115.172195
3478,117.58776
3479,73.4419
3480,71.288124
3481,102.01327
3482,91.704155
3483,103.51162
3484,87.634834
3485,104.130264
3486,260.83966
3487,365.28043
3488,675.9591
3489,917.4899
3490,1042.2312
3491,1049.3418
3492,1077.7969
3493,1004.9076
3494,896.404
3495,746.3775
3496,415.48532
3497,151.52666
3498,96.30519
3499,88.026955
3500,114.044495
3501,105.065414
3502,140.86336
3503,78.86517
3504,89.97863
3505,96.14168
3506,100.830315
3507,97.214294
3508,106.76377
3509,126.49392
3510,171.49763
3511,406.01196
3512,659.52924
3513,880.9331
3514,991.1273
3515,952.114
3516,1063.1344
3517,898.0095
3518,787.95685
3519,625.6002
3520,495.51715
3521,115.11601
3522,45.5975
3523,76.84605
3524,79.71976
3525,37.83611
3526,146.86736
3527,-19.170452
3528,37.518536
3529,42.729298
3530,53.03351
3531,51.32093
3532,64.89393
3533,76.968735
3534,169.52074
3535,313.19037
3536,577.78937
3537,812.80054
3538,880.05176
3539,986.52997
3540,983.0041
3541,857.53455
3542,729.23413
3543,613.8749
3544,501.12952
3545,137.61078
3546,97.349266
3547,76.984886
3548,79.94191
3549,74.65179
3550,88.73702
3551,68.671036
3552,66.3219
3553,65.94172
3554,66.45083
3555,75.4803
3556,39.797665
3557,46.80171
3558,157.03513
3559,338.95322
3560,647.2177
3561,825.0865
3562,894.49286
3563,1000.48987
3564,989.4206
3565,842.0179
3566,752.6018
3567,716.94116
3568,500.12894
3569,165.26173
3570,76.090294
3571,72.799194
3572,64.86877
3573,67.37548
3574,66.02607
3575,28.194357
3576,27.414099
3577,30.172445
3578,39.667088
3579,121.87191
3580,110.911514
3581,57.652615
3582,152.62967
3583,317.54156
3584,594.7784
3585,791.6475
3586,933.26105
3587,955.9885
3588,914.10223
3589,874.36145
3590,850.0608
3591,716.34534
3592,482.51425
3593,117.27711
3594,56.548637
3595,44.828453
3596,59.013077
3597,59.59928
3598,14.6428585
3599,23.034578
3600,6.693586
3601,-16.228115
3602,-3.5472183
3603,94.467415
3604,10.435308
3605,28.636683
3606,124.169586
3607,221.71088
3608,534.47766
3609,713.2359
3610,961.92926
3611,936.24713
3612,991.95874
3613,876.45734
3614,822.7537
3615,645.5904
3616,488.15167
3617,152.5717
3618,63.95583
3619,40.99296
3620,32.17585
3621,60.74939
3622,45.919037
3623,58.628727
3624,-24.625957
3625,-10.722527
3626,-6.3269825
3627,-1.1524324
3628,12.9700985
3629,15.93339
3630,145.9067
3631,245.28448
3632,524.377
3633,792.60767
3634,991.42084
3635,842.301
3636,929.7643
3637,872.14606
3638,739.724
3639,620.9097
3640,413.20178
3641,144.44298
3642,121.83118
3643,83.87613
3644,77.513626
3645,56.431263
3646,103.214134
3647,37.480556
3648,31.699467
3649,21.203886
3650,57.96999
3651,49.656025
3652,33.607937
3653,65.23862
3654,198.24226
3655,317.19965
3656,605.656
3657,846.04974
3658,942.2841
3659,966.2191
3660,923.31506
3661,877.80255
3662,797.92175
3663,660.9171
3664,554.5759
3665,156.18074
3666,77.95819
3667,75.16369
3668,84.219246
3669,101.95484
3670,71.27604
3671,101.353
3672,97.8309
3673,109.13377
3674,95.84906
3675,113.157715
3676,113.63872
3677,129.00395
3678,179.23926
3679,302.31354
3680,597.0216
3681,783.0986
3682,876.0675
3683,974.0624
3684,975.6737
3685,831.8001
3686,748.8224
3687,701.203
3688,520.6859
3689,135.58955
3690,83.09941
3691,90.977684
3692,65.76628
3693,100.39244
3694,101.25524
3695,73.00925
3696,63.255573
3697,67.98032
3698,76.07272
3699,76.07272
3700,74.71314
3701,91.86786
3702,181.34428
3703,327.75073
3704,617.83356
3705,819.3421
3706,982.1895
3707,986.5977
3708,1016.27167
3709,890.80963
3710,845.7177
3711,659.08795
3712,532.9464
3713,149.97812
3714,96.43281
3715,81.02716
3716,91.786934
3717,96.12124
3718,98.73624
3719,48.487106
3720,96.89504
3721,78.64861
3722,119.47886
3723,127.72836
3724,48.545464
3725,82.11027
3726,163.20242
3727,326.64594
3728,561.32495
3729,821.49744
3730,997.9077
3731,995.156
3732,970.0497
3733,742.2048
3734,754.3334
3735,777.5549
3736,547.7647
3737,126.000244
3738,40.846466
3739,55.248806
3740,72.070114
3741,87.112755
3742,82.94823
3743,4.5439773
3744,38.898056
3745,68.21257
3746,46.638866
3747,39.387142
3748,34.98377
3749,39.6637
3750,106.33148
3751,274.43185
3752,518.8644
3753,786.87646
3754,836.89844
3755,984.7823
3756,976.29767
3757,838.31494
3758,871.0027
3759,642.6878
3760,449.83603
3761,165.50812
3762,91.59233
3763,70.04623
3764,57.536736
3765,-34.882195
3766,74.994415
3767,54.09281
3768,44.16675
3769,39.886303
3770,71.011444
3771,27.092882
3772,41.38533
3773,77.20322
3774,129.68445
3775,288.4009
3776,540.1122
3777,705.94147
3778,745.0676
3779,921.703
3780,893.498
3781,821.8221
3782,759.59784
3783,653.48694
3784,454.95407
3785,92.66304
3786,67.17608
3787,57.793488
3788,13.858678
3789,61.273613
3790,53.702568
3791,19.52506
3792,11.462363
3793,10.816655
3794,14.777178
3795,27.522543
3796,33.750988
3797,25.769352
3798,110.27216
3799,290.64676
3800,550.0074
3801,701.05096
3802,818.4898
3803,881.442
3804,945.23096
3805,828.2423
3806,740.6231
3807,646.8103
3808,461.2647
3809,124.126
3810,71.4864
3811,82.11695
3812,83.177765
3813,81.047325
3814,81.58078
3815,40.759834
3816,22.834015
3817,8.861166
3818,53.334873
3819,71.19609
3820,67.768295
3821,63.380405
3822,113.462494
3823,290.29593
3824,571.567
3825,831.5808
3826,894.67633
3827,949.37646
3828,980.07324
3829,860.38965
3830,831.5587
3831,684.97534
3832,540.2449
3833,155.56293
3834,104.35595
3835,67.7902
3836,78.075905
3837,106.01176
3838,106.48021
3839,-14.505232
3840,121.208435
3841,123.13193
3842,140.45477
3843,108.68794
3844,65.16838
3845,85.18554
3846,180.82098
3847,354.84094
3848,590.01575
3849,824.6457
3850,1045.4922
3851,907.4219
3852,1000.41864
3853,916.58215
3854,873.97064
3855,662.50397
3856,550.6676
3857,183.10345
3858,116.97429
3859,79.778244
3860,79.55665
3861,72.60237
3862,93.0272
3863,46.39847
3864,52.87314
3865,66.15356
3866,89.24664
3867,121.08886
3868,79.38894
3869,142.54045
3870,232.91606
3871,392.2706
3872,705.8187
3873,779.90045
3874,1105.7217
3875,1081.178
3876,1076.3848
3877,829.12555
3878,655.13806
3879,433.47107
3880,-10.119877
3881,92.61368
3882,83.47331
3883,85.47026
3884,113.26792
3885,83.227844
3886,74.47166
3887,78.011826
3888,98.82471
3889,110.64509
3890,102.514114
3891,107.37727
3892,108.750626
3893,185.96045
3894,358.92502
3895,703.28284
3896,946.69147
3897,1008.9317
3898,1097.3531
3899,975.79584
3900,886.6606
3901,805.72797
3902,703.4748
3903,529.1143
3904,152.50806
3905,110.91033
3906,108.25622
3907,83.01675
3908,68.927315
3909,42.787388
3910,63.180443
3911,78.43142
3912,123.80588
3913,126.538895
3914,78.66419
3915,85.07834
3916,92.2673
3917,221.00148
3918,312.8002
3919,616.64905
3920,834.5632
3921,949.0332
3922,1011.1055
3923,1011.1055
3924,923.72595
3925,836.36127
3926,680.3096
3927,480.71182
3928,118.56186
3929,81.74767
3930,70.651825
3931,71.86527
3932,70.961365
3933,41.716785
3934,56.61707
3935,61.068745
3936,57.259235
3937,69.0572
3938,27.893797
3939,51.275707
3940,63.834255
3941,134.12003
3942,285.82593
3943,588.3214
3944,758.4263
3945,946.9709
3946,1023.6043
3947,993.48224
3948,822.22797
3949,842.20135
3950,752.4667
3951,551.77435
3952,169.39081
3953,112.54554
3954,76.09638
3955,46.51555
3956,42.076355
3957,103.1926
3958,9.446894
3959,72.33046
3960,26.121069
3961,34.166527
3962,17.495872
3963,87.511826
3964,58.25369
3965,163.40126
3966,338.18127
3967,518.8516
3968,806.51
3969,961.03156
3970,996.0877
3971,996.30634
3972,865.1588
3973,762.59625
3974,733.1678
3975,567.38385
3976,177.98018
3977,117.3537
3978,78.46064
3979,59.495243
3980,81.37781
3981,66.00229
3982,41.283085
3983,25.40401
3984,13.354483
3985,-12.6127
3986,35.691822
3987,33.496204
3988,32.8482
3989,133.51357
3990,211.9032
3991,517.5627
3992,779.3344
3993,861.39087
3994,937.8215
3995,984.09033
3996,789.3452
3997,720.919
3998,658.25165
3999,423.39673
4000,73.83831
4001,72.100746
4002,60.60069
4003,37.818672
4004,16.87053
4005,37.818672
4006,39.784298
4007,13.179104
4008,27.633207
4009,31.34293
4010,81.906685
4011,93.60024
4012,33.18166
4013,136.63765
4014,250.87096
4015,547.3031
4016,773.1118
4017,875.3281
4018,979.84314
4019,946.6116
4020,872.22156
4021,801.07855
4022,629.5056
4023,445.1438
4024,79.19684
4025,64.761894
4026,67.593864
4027,46.526608
4028,37.74546
4029,47.68536
4030,20.318808
4031,3.7853622
4032,23.253103
4033,32.961056
4034,47.24426
4035,29.266056
4036,52.236454
4037,138.17528
4038,269.39572
4039,568.5275
4040,695.3885
4041,868.8023
4042,881.1192
4043,912.0273
4044,851.5684
4045,787.133
4046,661.2084
4047,407.4301
4048,67.6501
4049,72.82818
4050,6.9972105
4051,68.91657
4052,43.87377
4053,6.6510315
4054,1.2943668
4055,19.907263
4056,-6.287376
4057,9.981995
4058,30.9211
4059,6.5332937
4060,8.872116
4061,139.26736
4062,264.56332
4063,535.1873
4064,787.3482
4065,898.38025
4066,918.805
4067,867.8761
4068,795.0318
4069,723.8888
4070,552.27985
4071,401.4267
4072,104.81468
4073,25.069874
4074,22.926062
4075,-72.411835
4076,-12.276286
4077,6.6635046
4078,-7.783652
4079,-7.920218
4080,77.93707
4081,60.179066
4082,92.77351
4083,51.89358
4084,76.1517
4085,104.21985
4086,205.60474
4087,518.88934
4088,777.6537
4089,844.0995
4090,868.61816
4091,953.3455
4092,824.18384
4093,666.8726
4094,559.0289
4095,409.02277
4096,74.542244
4097,28.890877
4098,23.494053
4099,20.757296
4100,22.532488
4101,37.757183
4102,21.682516
4103,21.217588
4104,-19.14081
4105,17.953691
4106,4.689946
4107,-8.126411
4108,7.415079
4109,127.21252
4110,245.38316
4111,536.2505
4112,750.0209
4113,884.75195
4114,918.805
4115,864.8347
4116,770.2785
4117,808.04175
4118,668.7633
4119,491.9334
4120,103.5756
4121,31.106953
4122,22.823385
4123,18.218884
4124,47.11712
4125,18.927258
4126,11.473236
4127,13.180899
4128,38.807133
4129,29.887562
4130,40.37611
4131,55.348675
4132,57.650616
4133,160.25294
4134,270.45145
4135,567.6644
4136,770.5066
4137,798.95776
4138,912.1213
4139,973.2896
4140,779.9706
4141,691.40106
4142,664.2536
4143,434.98352
4144,99.488716
4145,60.390247
4146,33.96435
4147,25.742376
4148,20.169504
4149,22.64618
4150,38.652157
4151,-36.036037
4152,34.540386
4153,60.798374
4154,49.512707
4155,54.56513
4156,60.460247
4157,146.87447
4158,275.29065
4159,576.4362
4160,741.8593
4161,898.4335
4162,1000.2145
4163,1042.6738
4164,901.3599
4165,829.1072
4166,640.5666
4167,490.18127
4168,158.59544
4169,87.42305
4170,47.674744
4171,38.09247
4172,48.164043
4173,49.842503
4174,30.58902
4175,41.642868
4176,52.74097
4177,49.980076
4178,50.449505
4179,51.84184
4180,47.657413
4181,152.49203
4182,290.73987
4183,595.5268
4184,755.034
4185,948.3752
4186,996.70496
4187,999.89795
4188,830.7898
4189,756.05493
4190,677.9538
4191,505.1008
4192,158.99854
4193,78.63134
4194,55.236202
4195,54.210724
4196,49.893456
4197,53.06794
4198,39.85072
4199,38.095547
4200,55.32507
4201,-2.0816307
4202,70.51184
4203,93.9436
4204,58.778645
4205,135.95686
4206,280.6706
4207,624.7548
4208,818.09467
4209,970.8698
4210,982.1868
4211,989.15015
4212,820.57874
4213,754.19183
4214,620.9453
4215,448.9594
4216,95.18238
4217,75.96569
4218,35.011063
4219,3.015508
4220,13.926448
4221,-0.2164112
4222,36.50336
4223,16.469564
4224,30.620747
4225,48.683113
4226,45.124905
4227,49.24915
4228,56.873833
4229,134.1818
4230,300.5714
4231,521.285
4232,769.4509
4233,913.5198
4234,966.8952
4235,933.4304
4236,868.5548
4237,776.1067
4238,712.7487
4239,455.48865
4240,136.65779
4241,68.5455
4242,32.147984
4243,32.750553
4244,31.318436
4245,17.612762
4246,31.986143
4247,38.758675
4248,-28.956701
4249,44.447586
4250,43.722744
4251,48.736843
4252,64.239174
4253,161.47118
4254,298.9697
4255,519.4695
4256,772.50146
4257,981.5958
4258,1003.62665
4259,1000.2145
4260,886.6526
4261,806.8238
4262,669.5248
4263,494.982
4264,139.50725
4265,101.99221
4266,74.8363
4267,44.173252
4268,51.05724
4269,38.617516
4270,42.857418
4271,34.05775
4272,33.512043
4273,51.003452
4274,43.524677
4275,46.22336
4276,53.162514
4277,145.69173
4278,296.7816
4279,555.7425
4280,850.35474
4281,964.0872
4282,1015.63605
4283,1003.54095
4284,858.9075
4285,823.26886
4286,702.9904
4287,498.5939
4288,151.30562
4289,36.714565
4290,45.661694
4291,55.09033
4292,60.49319
4293,54.4655
4294,35.410427
4295,52.05568
4296,29.098783
4297,47.247425
4298,50.479332
4299,64.593735
4300,86.956474
4301,149.49232
4302,222.92114
4303,609.53424
4304,800.9965
4305,995.3725
4306,1000.02997
4307,933.61536
4308,812.7857
4309,862.68054
4310,725.58307
4311,453.5784
4312,172.10536
4313,103.26107
4314,82.23337
4315,61.927017
4316,46.29767
4317,54.39927
4318,40.284218
4319,44.155834
4320,46.568836
4321,25.771347
4322,53.42188
4323,48.650776
4324,62.33485
4325,137.92505
4326,247.13667
4327,500.9604
4328,771.6535
4329,907.8887
4330,945.4791
4331,976.31305
4332,834.98895
4333,797.939
4334,618.3309
4335,470.32602
4336,123.11804
4337,52.187237
4338,27.557665
4339,46.80792
4340,5.2784452
4341,21.88541
4342,6.034351
4343,32.155712
4344,25.104368
4345,31.886913
4346,33.831196
4347,90.7436
4348,40.015842
4349,145.61835
4350,219.55493
4351,535.7969
4352,795.18726
4353,941.72675
4354,985.11127
4355,1029.6514
4356,849.6459
4357,840.0639
4358,679.69745
4359,443.56467
4360,112.017296
4361,83.922615
4362,11.31314
4363,10.876416
4364,41.161777
4365,41.80332
4366,49.064392
4367,23.950539
4368,55.438194
4369,95.84347
4370,58.441383
4371,59.954586
4372,118.09787
4373,188.89865
4374,346.40408
4375,606.2938
4376,818.8216
4377,907.4831
4378,926.091
4379,983.9845
4380,929.157
4381,836.53503
4382,545.6751
4383,476.6028
4384,141.07678
4385,94.41088
4386,79.81537
4387,73.97217
4388,79.88306
4389,31.104055
4390,-2.2069128
4391,109.18554
4392,1.3050044
4393,59.211082
4394,101.26981
4395,61.107254
4396,159.07338
4397,133.58394
4398,369.17093
4399,625.43195
4400,719.9915
4401,918.4499
4402,986.079
4403,1002.7874
4404,813.3405
4405,806.9145
4406,666.7958
4407,414.1127
4408,90.48554
4409,54.396553
4410,78.24652
4411,71.91779
4412,79.83081
4413,92.56473
4414,45.879745
4415,33.160576
4416,35.57833
4417,49.163124
4418,52.18701
4419,43.83612
4420,54.28995
4421,64.11263
4422,240.49518
4423,549.4784
4424,871.53296
4425,1010.89124
4426,1014.61176
4427,1047.0911
4428,922.43335
4429,796.3888
4430,629.0778
4431,378.21008
4432,63.82273
4433,52.21953
4434,26.981258
4435,8.107752
4436,57.847195
4437,94.47345
4438,85.39943
4439,96.132256
4440,27.810266
4441,87.50731
4442,83.72019
4443,37.931934
4444,104.11797
4445,152.76561
4446,303.40247
4447,572.95337
4448,772.13617
4449,889.8861
4450,915.94653
4451,955.2031
4452,885.95874
4453,824.4134
4454,669.16595
4455,474.0888
4456,133.45433
4457,119.60362
4458,8.865377
4459,52.41283
4460,56.501423
4461,59.464867
4462,40.34965
4463,30.821684
4464,25.643328
4465,55.31636
4466,49.53458
4467,50.94609
4468,64.4042
4469,132.20102
4470,280.60873
4471,538.18304
4472,810.157
4473,984.7785
4474,987.96576
4475,1030.9415
4476,926.279
4477,859.05994
4478,711.8974
4479,443.32275
4480,92.379364
4481,84.85025
4482,40.450718
4483,37.956814
4484,37.2912
4485,33.936256
4486,30.665596
4487,7.379262
4488,35.60763
4489,58.560497
4490,23.277542
4491,-9.487522
4492,21.34179
4493,147.75157
4494,175.75499
4495,508.86652
4496,740.00464
4497,934.79736
4498,911.0144
4499,977.151
4500,865.1795
4501,782.01495
4502,569.97064
4503,409.30096
4504,78.13673
4505,32.654747
4506,-20.884722
4507,-29.784876
4508,-10.83102
4509,-31.809679
4510,-26.95511
4511,44.914745
4512,112.71582
4513,-63.489864
4514,15.755575
4515,-40.622585
4516,-3.5855088
4517,65.38747
4518,319.34702
4519,540.81006
4520,713.21326
4521,848.6627
4522,909.2886
4523,968.4239
4524,832.503
4525,756.18677
4526,542.2181
4527,374.3083
4528,26.287413
4529,-15.110915
4530,-56.85952
4531,-54.793613
4532,-66.57548
4533,-80.73945
4534,38.528896
4535,30.518414
4536,29.148005
4537,31.610258
4538,12.852636
4539,-26.82365
4540,-23.095133
4541,69.805176
4542,196.5908
4543,518.32904
4544,792.3686
4545,979.81616
4546,995.4948
4547,1024.6559
4548,916.9986
4549,650.2333
4550,701.55066
4551,518.9184
4552,116.43741
4553,12.931701
4554,0.1163764
4555,-27.342531
4556,-10.886961
4557,-11.7185335
4558,88.91384
4559,42.688297
4560,88.6536
4561,21.616323
4562,21.616323
4563,38.222942
4564,178.74222
4565,202.822
4566,363.28387
4567,561.3049
4568,749.9031
4569,938.9995
4570,973.00037
4571,951.28674
4572,869.7474
4573,895.5651
4574,709.70624
4575,476.31985
4576,59.590454
4577,55.23867
4578,-12.154556
4579,9.053184
4580,9.54835
4581,14.25162
4582,62.760075
4583,24.152334
4584,44.309162
4585,71.07208
4586,-18.944534
4587,48.29964
4588,-28.51774
4589,88.440674
4590,339.19247
4591,498.2981
4592,784.26105
4593,937.3689
4594,929.9576
4595,987.07184
4596,776.58136
4597,719.13837
4598,696.725
4599,379.19965
4600,72.77235
4601,6.351325
4602,-25.993696
4603,-74.57124
4604,29.26997
4605,35.441677
4606,37.085865
4607,0.5308142
4608,13.273382
4609,4.965625
4610,16.564917
4611,4.612547
4612,35.24995
4613,154.27277
4614,297.47702
4615,674.2384
4616,807.97546
4617,916.0663
4618,956.0684
4619,959.1583
4620,863.92975
4621,825.6014
4622,555.0752
4623,396.74536
4624,52.225952
4625,30.930763
4626,21.992916
4627,18.798222
4628,19.861378
4629,19.861378
4630,9.183838
4631,33.75529
4632,2.1861897
4633,4.3331833
4634,4.3331833
4635,15.575596
4636,19.695415
4637,135.41972
4638,291.27728
4639,466.20804
4640,732.0866
4641,908.9138
4642,973.6396
4643,1003.9847
4644,871.8618
4645,795.04877
4646,646.35834
4647,447.08408
4648,91.97904
4649,53.576546
4650,26.190115
4651,25.540297
4652,25.506609
4653,30.448433
4654,22.521437
4655,22.278088
4656,5.9828186
4657,21.442238
4658,16.534
4659,24.870804
4660,73.63583
4661,111.06387
4662,266.4839
4663,537.94305
4664,807.0585
4665,922.4595
4666,891.67175
4667,968.66595
4668,810.6985
4669,817.2425
4670,603.4126
4671,371.19287
4672,81.336075
4673,58.84831
4674,40.34432
4675,33.55291
4676,-13.25734
4677,27.358446
4678,10.909479
4679,27.545528
4680,-18.116838
4681,54.19572
4682,40.773884
4683,61.543255
4684,32.355152
4685,128.28911
4686,261.74646
4687,518.82306
4688,730.3509
4689,899.8666
4690,938.661
4691,942.1422
4692,771.61346
4693,751.33246
4694,14.328244
4695,17.975075
4696,10.834421
4697,64.24658
4698,214.50258
4699,470.5447
4700,754.1033
4701,828.69727
4702,909.8743
4703,885.5463
4704,827.0637
4705,756.82904
4706,596.1165
4707,421.78012
4708,120.72472
4709,92.85847
4710,48.744087
4711,48.759148
4712,34.914177
4713,42.93182
4714,-18.449268
4715,-10.2501
4716,-4.8244905
4717,-4.619583
4718,-12.585376
4719,-12.232406
4720,20.459724
4721,55.952484
4722,215.86153
4723,480.23535
4724,740.6055
4725,911.4604
4726,945.03204
4727,963.80255
4728,876.7561
4729,730.33344
4730,641.6221
4731,450.11456
4732,123.13839
4733,68.11708
4734,49.306587
4735,29.001179
4736,34.179543
4737,30.03691
4738,43.18466
4739,39.570145
4740,21.306143
4741,43.757126
4742,49.64824
4743,58.095177
4744,53.887585
4745,86.19255
4746,236.47878
4747,538.0946
4748,752.12134
4749,929.34424
4750,1001.17267
4751,1001.17267
4752,933.06946
4753,874.66205
4754,612.592
4755,506.1976
4756,122.03351
4757,122.623985
4758,66.38029
4759,67.7627
4760,77.742966
4761,51.557495
4762,40.533283
4763,36.556667
4764,34.898956
4765,33.45342
4766,8.633835
4767,32.197514
4768,24.113
4769,204.56721
4770,543.9755
4771,747.70026
4772,930.7447
4773,920.9703
4774,1046.3553
4775,869.05164
4776,685.6962
4777,500.4925
4778,173.93646
4779,112.49313
4780,88.27178
4781,72.355316
4782,90.833275
4783,91.57588
4784,22.923786
4785,22.974136
4786,29.879362
4787,23.462376
4788,17.705317
4789,20.23425
4790,40.17261
4791,90.84276
4792,242.9388
4793,533.46356
4794,723.87195
4795,893.22577
4796,936.8103
4797,963.3958
4798,903.44196
4799,833.53754
4800,638.60846
4801,451.05493
4802,96.572395
4803,104.359726
4804,20.068102
4805,91.807274
4806,60.02937
4807,21.479008
4808,23.078857
4809,13.734725
4810,30.508083
4811,19.705135
4812,35.67149
4813,44.834297
4814,69.48551
4815,240.4489
4816,548.25354
4817,734.24194
4818,904.8006
4819,959.76776
4820,966.9011
4821,863.4465
4822,704.7552
4823,626.9147
4824,501.77115
4825,132.19244
4826,-15.550312
4827,62.133076
4828,52.201546
4829,62.43087
4830,66.417885
4831,26.437645
4832,-2.5930493
4833,-2.5930493
4834,29.962156
4835,9.93212
4836,17.53181
4837,36.877193
4838,70.63551
4839,235.13899
4840,528.4326
4841,736.36285
4842,888.0177
4843,916.42303
4844,976.6766
4845,828.6969
4846,730.6255
4847,577.03217
4848,461.19458
4849,119.958405
4850,80.24926
4851,35.55734
4852,47.80812
4853,57.116318
4854,48.33517
4855,36.5774
4856,15.684052
4857,19.644619
4858,-3.593278
4859,23.458857
4860,14.903188
4861,19.152695
4862,64.74576
4863,224.95872
4864,498.4278
4865,723.9347
4866,949.7437
4867,987.82385
4868,986.7949
4869,889.5972
4870,796.1773
4871,620.23956
4872,481.25058
4873,114.16928
4874,-28.98843
4875,28.084995
4876,61.08375
4877,66.417885
4878,21.948277
4879,11.944528
4880,20.47927
4881,57.86336
4882,58.867207
4883,39.855995
4884,24.221262
4885,28.728388
4886,56.206097
4887,260.7093
4888,491.39862
4889,662.4291
4890,830.241
4891,922.7312
4892,926.7137
4893,872.3893
4894,703.62665
4895,641.19324
4896,473.57843
4897,135.01907
4898,58.789074
4899,50.024284
4900,53.13339
4901,38.145897
4902,42.124855
4903,19.71032
4904,-4.492114
4905,18.002266
4906,12.593308
4907,11.674138
4908,29.751226
4909,35.654346
4910,64.16994
4911,215.85118
4912,507.03314
4913,731.45984
4914,949.52905
4915,965.9624
4916,993.7729
4917,755.8703
4918,625.20337
4919,438.55786
4920,101.42825
4921,64.4152
4922,56.80362
4923,49.441185
4924,26.824022
4925,15.789986
4926,21.837961
4927,8.241339
4928,27.782549
4929,28.862501
4930,22.438786
4931,16.911257
4932,34.321342
4933,34.91508
4934,223.98177
4935,498.03506
4936,747.2468
4937,917.85876
4938,965.07306
4939,980.5104
4940,909.58966
4941,833.0166
4942,657.26807
4943,446.0167
4944,158.00507
4945,70.72184
4946,46.92933
4947,71.51116
4948,44.558468
4949,27.78908
4950,-46.83722
4951,8.420704
4952,13.229125
4953,29.022028
4954,20.356356
4955,17.742973
4956,30.072771
4957,65.41509
4958,222.73793
4959,556.0945
4960,756.3091
4961,961.4235
4962,976.8835
4963,999.26166
4964,953.51685
4965,875.46124
4966,643.8623
4967,486.40012
4968,133.823
4969,142.24123
4970,82.79878
4971,67.19645
4972,58.04363
4973,84.91737
4974,45.193703
4975,51.305336
4976,48.26166
4977,53.74986
4978,47.021633
4979,-27.978796
4980,60.749874
4981,73.464676
4982,212.515
4983,557.49725
4984,732.3161
4985,974.6766
4986,1008.51105
4987,1010.48553
4988,864.5589
4989,809.6893
4990,662.3928
4991,494.99176
4992,151.12854
4993,66.43865
4994,42.571728
4995,21.293276
4996,19.52183
4997,18.671902
4998,7.24165
4999,18.212242
5000,9.13374
5001,7.4608083
5002,4.156532
5003,7.2672677
5004,32.62182
5005,42.774082
5006,210.34233
5007,457.4551
5008,670.966
5009,896.43
5010,939.27277
5011,985.0339
5012,906.94543
5013,819.34796
5014,680.287
5015,457.14594
5016,45.908894
5017,81.12988
5018,54.755207
5019,37.355988
5020,49.86856
5021,53.701378
5022,10.938121
5023,11.717967
5024,5.790955
5025,18.27866
5026,10.044651
5027,11.839282
5028,27.55322
5029,56.856262
5030,203.56853
5031,464.36795
5032,649.1129
5033,900.4815
5034,984.4096
5035,985.16833
5036,875.85626
5037,830.89795
5038,693.40063
5039,457.9249
5040,87.70288
5041,115.33028
5042,74.21
5043,86.7947
5044,45.060623
5045,67.99974
5046,-26.192373
5047,18.186642
5048,17.968987
5049,19.418823
5050,68.326164
5051,26.875845
5052,75.21388
5053,196.13051
5054,528.2906
5055,704.3869
5056,953.9524
5057,986.88654
5058,967.6032
5059,932.06244
5060,867.3573
5061,447.7618
5062,109.36395
5063,9.131636
5064,67.85247
5065,30.448332
5066,47.9994
5067,53.19851
5068,33.47431
5069,32.051765
5070,39.74293
5071,20.548307
5072,17.688189
5073,19.801558
5074,31.46068
5075,177.46114
5076,429.07095
5077,513.8093
5078,703.91693
5079,955.66034
5080,1010.2266
5081,993.58136
5082,938.56714
5083,854.793
5084,664.7979
5085,466.95895
5086,133.37216
5087,104.09645
5088,80.72592
5089,81.27262
5090,81.091805
5091,68.57263
5092,13.05169
5093,9.176545
5094,15.252528
5095,13.02225
5096,25.815271
5097,27.897188
5098,30.140661
5099,79.25928
5100,200.81554
5101,510.5244
5102,703.781
5103,888.1662
5104,894.0148
5105,993.085
5106,897.0046
5107,726.2447
5108,669.57056
5109,455.47504
5110,106.54541
5111,80.861465
5112,48.84746
5113,45.90861
5114,45.90861
5115,46.4766
5116,9.503617
5117,15.746039
5118,22.651268
5119,27.668478
5120,29.18297
5121,31.181162
5122,31.605787
5123,71.45057
5124,242.90416
5125,488.65555
5126,723.87195
5127,907.36304
5128,893.3506
5129,976.6706
5130,846.44006
5131,762.2244
5132,630.21295
5133,468.77408
5134,129.65004
5135,64.69644
5136,84.47097
5137,73.74064
5138,59.179543
5139,61.97242
5140,0.39601907
5141,-11.6879
5142,26.943676
5143,3.03854
5144,-1.6754297
5145,-7.566869
5146,-48.585663
5147,16.873796
5148,293.9191
5149,484.19522
5150,680.75433
5151,835.82855
5152,946.4693
5153,964.25543
5154,878.8746
5155,813.95935
5156,618.566
5157,464.46503
5158,122.2536
5159,58.361565
5160,69.99651
5161,35.429073
5162,10.891679
5163,14.691636
5164,-0.96386087
5165,9.667432
5166,28.656263
5167,29.294657
5168,44.695
5169,49.72698
5170,237.31041
5171,528.22003
5172,722.14655
5173,914.8368
5174,979.1986
5175,970.8825
5176,822.50226
5177,700.7867
5178,631.90546
5179,448.74146
5180,154.42668
5181,110.33664
5182,92.925804
5183,46.03274
