,salinas
17917,-14.716399
17918,-18.269222
17919,-15.914502
17920,-10.066572
17921,-73.95972
17922,0.66282773
17923,3.7556317
17924,-76.0146
17925,-58.20006
17926,-5.4102793
17927,-4.4170856
17928,-15.367653
17929,-9.501596
17930,134.8733
17931,254.01653
17932,590.49
17933,700.70935
17934,696.01544
17935,676.0266
17936,453.72296
17937,271.62558
17938,164.25253
17939,81.14711
17940,76.766365
17941,5.340331
17942,0.8519382
17943,-6.210606
17944,5.1925225
17945,-3.5879302
17946,-10.386896
17947,-7.4588046
17948,-4.160045
17949,16.048624
17950,48.9664
17951,46.671814
17952,-6.435578
17953,-29.379278
17954,268.06192
17955,411.69397
17956,625.03766
17957,655.97473
17958,689.3135
17959,647.6325
17960,444.39868
17961,282.70837
17962,190.83926
17963,21.667074
17964,13.169578
17965,28.508568
17966,27.061687
17967,9.783925
17968,-8.406455
17969,-32.654976
17970,-35.797493
17971,-44.203606
17972,-36.63029
17973,-37.423553
17974,-32.37206
17975,-26.101458
17976,-36.729782
17977,33.283974
17978,280.22943
17979,506.33084
17980,642.6767
17981,663.0117
17982,663.98425
17983,647.6325
17984,464.47537
17985,254.15
17986,187.62904
17987,2.0974498
17988,10.135417
17989,17.154762
17990,5.7434864
17991,-11.674341
17992,5.0199966
17993,-3.9134212
17994,-50.726604
17995,-18.86415
17996,-24.919682
17997,-58.41201
17998,-42.16357
17999,-37.94962
18000,-24.605013
18001,23.41578
18002,280.22943
18003,431.6047
18004,614.0183
18005,691.935
18006,714.943
18007,661.549
18008,479.85876
18009,284.28775
18010,168.016
18011,26.448795
18012,44.686104
18013,-8.948727
18014,-22.368444
18015,-2.6499407
18016,-60.348927
18017,-21.363308
18018,-3.811163
18019,57.38864
18020,89.68104
18021,-3.3979704
18022,144.43045
18023,-6.1360683
18024,28.369184
18025,96.429146
18026,365.19574
18027,484.02698
18028,716.1551
18029,649.5382
18030,736.1571
18031,722.4859
18032,573.3704
18033,338.57095
18034,241.79747
18035,47.290237
18036,17.879812
18037,-46.838997
18038,43.97093
18039,-4.407835
18040,7.8283763
18041,2.0412061
18042,-5.2467175
18043,50.111782
18044,28.207018
18045,31.705143
18046,16.19357
18047,14.221751
18048,68.85067
18049,106.61692
18050,289.36197
18051,403.39307
18052,669.03186
18053,698.62134
18054,627.318
18055,588.5943
18056,397.52924
18057,234.0349
18058,165.55301
18059,32.708755
18060,10.085414
18061,26.013556
18062,-14.241138
18063,16.420506
18064,-3.6756687
18065,3.2894633
18066,8.758246
18067,-19.59098
18068,-13.165069
18069,-1.9495548
18070,15.481254
18071,22.799519
18072,41.57342
18073,48.34309
18074,241.05077
18075,477.92294
18076,588.7602
18077,701.1147
18078,703.27386
18079,663.86566
18080,460.11523
18081,290.16495
18082,169.94228
18083,71.55135
18084,64.25337
18085,69.293686
18086,79.25895
18087,34.42689
18088,17.65921
18089,-38.71667
18090,-39.58611
18091,-31.384607
18092,2.157072
18093,45.614292
18094,145.18306
18095,115.51006
18096,163.94774
18097,28.323368
18098,276.92517
18099,426.22498
18100,729.21826
18101,693.47626
18102,722.52026
18103,605.8816
18104,476.60535
18105,328.96848
18106,169.30054
18107,-41.096542
18108,24.96812
18109,8.4706955
18110,-6.0543585
18111,60.102837
18112,64.105415
18113,-43.749577
18114,-33.937653
18115,-19.319687
18116,-60.747124
18117,-61.492588
18118,-11.931993
18119,-60.895424
18120,-54.77244
18121,11.172962
18122,320.8222
18123,349.4502
18124,633.58636
18125,749.9138
18126,703.6179
18127,653.196
18128,537.25024
18129,325.66177
18130,200.25685
18131,-7.6154084
18132,22.773918
18133,-12.684062
18134,-7.1067038
18135,-4.291091
18136,5.2712364
18137,-39.11447
18138,-50.49938
18139,-48.04736
18140,-37.150257
18141,-45.072384
18142,-38.77185
18143,-58.599075
18144,-61.818043
18145,-20.42881
18146,239.59595
18147,349.48587
18148,520.59045
18149,618.7306
18150,677.41077
18151,637.1168
18152,406.47565
18153,204.52614
18154,126.55226
18155,4.3117156
18156,-21.201067
18157,-32.48183
18158,-23.572205
18159,-17.51166
18160,-2.1969438
18161,3.1589198
18162,-16.614359
18163,90.689476
18164,22.397287
18165,66.86985
18166,4.0076046
18167,-24.1184
18168,7.5093594
18169,128.34973
18170,394.74298
18171,517.22754
18172,628.9494
18173,607.459
18174,649.7754
18175,637.4781
18176,492.64325
18177,265.39877
18178,197.35048
18179,40.1147
18180,12.071435
18181,-5.608288
18182,-89.952156
18183,2.7106295
18184,-2.2108366
18185,-31.630842
18186,10.428748
18187,31.128763
18188,28.802694
18189,37.7686
18190,32.5887
18191,70.66849
18192,75.58256
18193,112.72458
18194,284.5757
18195,400.08176
18196,545.0327
18197,735.3622
18198,737.43524
18199,628.7144
18200,446.3661
18201,291.96158
18202,233.80746
18203,72.93551
18204,44.497665
18205,19.297684
18206,47.078716
18207,29.287474
18208,16.146637
18209,29.159966
18210,0.47788006
18211,9.502036
18212,-3.2283998
18213,-4.4356613
18214,-15.2749
18215,5.615842
18216,11.477002
18217,181.94897
18218,265.13928
18219,431.75797
18220,640.66016
18221,688.92975
18222,668.11945
18223,663.36975
18224,393.31122
18225,249.87605
18226,261.88013
18227,70.42755
18228,41.57628
18229,27.177324
18230,37.8789
18231,25.389345
18232,21.007381
18233,-6.932723
18234,-6.4369135
18235,11.508251
18236,0.6720323
18237,-18.314808
18238,-46.585255
18239,-0.309234
18240,-17.76738
18241,57.515835
18242,367.6095
18243,430.56744
18244,679.98975
18245,694.9568
18246,699.2184
18247,669.2683
18248,467.75943
18249,193.63174
18250,169.48723
18251,2.3934174
18252,18.594036
18253,-15.63851
18254,-70.501656
18255,-4.1290917
18256,47.92154
18257,34.49107
18258,3.261473
18259,71.45529
18260,26.407333
18261,31.5999
18262,27.929176
18263,1.0078434
18264,-8.636581
18265,297.5826
18266,525.1598
18267,658.98755
18268,689.8906
18269,694.81464
18270,647.6566
18271,439.0733
18272,168.64064
18273,196.3293
18274,30.761957
18275,26.80638
18276,46.212883
18277,26.63543
18278,36.315872
18279,25.642889
18280,-38.166428
18281,-15.861458
18282,-2.7173038
18283,-5.9657154
18284,-6.7880516
18285,-28.25082
18286,5.8861055
18287,12.273715
18288,56.2805
18289,312.5044
18290,451.5938
18291,699.4169
18292,686.18915
18293,689.5397
18294,680.0128
18295,514.75415
18296,318.15903
18297,203.71126
18298,143.44739
18299,78.64842
18300,67.686455
18301,118.88858
18302,24.78122
18303,2.3830495
18304,23.358852
18305,-11.405401
18306,-38.465107
18307,5.871813
18308,-15.29838
18309,-29.807293
18310,57.081738
18311,67.2873
18312,119.07511
18313,310.95593
18314,449.4796
18315,642.60864
18316,691.8519
18317,710.45013
18318,599.09503
18319,439.45978
18320,259.0933
18321,200.0243
18322,12.709357
18323,-88.030106
18324,-73.630226
18325,32.57763
18326,52.53651
18327,101.34542
18328,53.67618
18329,116.92437
18330,43.42911
18331,23.971476
18332,10.65201
18333,118.95564
18334,9.898624
18335,36.535137
18336,107.63454
18337,336.00653
18338,428.33
18339,630.9318
18340,643.6209
18341,657.57104
18342,584.1364
18343,427.60825
18344,229.78479
18345,153.27028
18346,-7.948552
18347,15.953509
18348,-1.938373
18349,14.6899805
18350,0.68213373
18351,11.060729
18352,-25.108437
18353,-2.6517217
18354,-26.43476
18355,-18.824282
18356,-2.8904443
18357,13.252397
18358,4.921554
18359,15.517281
18360,72.30268
18361,278.49927
18362,509.95883
18363,789.7923
18364,725.62823
18365,813.31464
18366,834.79016
18367,545.5349
18368,450.0106
18369,337.44595
18370,131.90958
18371,41.284573
18372,91.92626
18373,60.182034
18374,50.47638
18375,47.993927
18376,8.645727
18377,112.08849
18378,10.148183
18379,125.95746
18380,68.2634
18381,33.07908
18382,51.963203
18383,7.105959
18384,100.08393
18385,291.31744
18386,494.54202
18387,737.3423
18388,872.6145
18389,787.55554
18390,794.84717
18391,615.2281
18392,511.97635
18393,288.09152
18394,180.34978
18395,118.12336
18396,29.615818
18397,46.0996
18398,59.254
18399,15.113371
18400,-24.821789
18401,-27.67948
18402,32.979736
18403,0.73157084
18404,-11.946151
18405,-14.6628475
18406,-9.478819
18407,-10.8080635
18408,77.56044
18409,358.53528
18410,525.67615
18411,677.45734
18412,794.414
18413,811.2823
18414,727.6323
18415,568.4147
18416,405.987
18417,284.18274
18418,132.28801
18419,109.275154
18420,50.79054
18421,61.59612
18422,67.079704
18423,51.2898
18424,70.95476
18425,44.56826
18426,83.22547
18427,80.28393
18428,27.236158
18429,-13.401721
18430,41.88243
18431,48.739223
18432,143.45078
18433,354.2725
18434,463.00818
18435,699.1716
18436,785.0681
18437,798.0185
18438,733.4052
18439,485.7553
18440,478.84573
18441,362.09085
18442,164.24507
18443,101.42298
18444,91.57236
18445,74.84897
18446,56.852203
18447,80.336174
18448,46.9635
18449,0.70689833
18450,-7.768651
18451,-4.7182684
18452,37.3978
18453,11.39032
18454,30.044413
18455,38.60281
18456,124.177765
18457,328.02515
18458,430.24112
18459,619.3276
18460,786.09973
18461,797.29816
18462,721.77814
18463,485.6512
18464,355.74844
18465,285.87405
18466,103.14817
18467,41.428177
18468,11.048046
18469,7.8716598
18470,54.65148
18471,35.82828
18472,11.755025
18473,-7.6334753
18474,-6.001376
18475,-59.587955
18476,-59.587955
18477,-4.302213
18478,-79.316635
18479,9.780757
18480,34.316006
18481,240.5606
18482,475.06284
18483,700.6636
18484,747.0883
18485,765.4888
18486,695.116
18487,473.7587
18488,374.79153
18489,264.3797
18490,94.61582
18491,16.395792
18492,-0.31271678
18493,53.2047
18494,12.726685
18495,-10.814858
18496,3.5290968
18497,9.083204
18498,4.5768776
18499,-7.33073
18500,-9.0430155
18501,-8.158214
18502,-16.02911
18503,76.06641
18504,164.82576
18505,388.61053
18506,530.03033
18507,697.91046
18508,791.94293
18509,802.74945
18510,684.539
18511,491.75726
18512,417.25732
18513,371.94717
18514,138.57866
18515,66.34456
18516,53.680435
18517,47.490795
18518,41.53636
18519,41.148605
18520,39.97443
18521,5.154626
18522,41.06417
18523,44.039146
18524,18.735577
18525,19.648912
18526,31.522839
18527,20.860819
18528,93.93494
18529,352.9393
18530,454.60095
18531,678.7875
18532,777.171
18533,794.9176
18534,710.95624
18535,523.324
18536,363.5388
18537,248.8129
18538,124.41148
18539,54.829556
18540,35.872116
18541,20.570072
18542,34.0926
18543,34.07344
18544,49.18789
18545,47.43775
18546,34.52609
18547,14.897525
18548,15.60707
18549,16.386951
18550,26.742151
18551,11.631946
18552,126.55069
18553,330.5087
18554,459.1088
18555,709.11
18556,785.7346
18557,794.0116
18558,709.02356
18559,464.87988
18560,355.22366
18561,333.98154
18562,129.9453
18563,49.045254
18564,35.511463
18565,29.637775
18566,16.897272
18567,18.901787
18568,-18.885452
18569,-13.952553
18570,69.563194
18571,106.68774
18572,106.68774
18573,97.52432
18574,80.39737
18575,99.44205
18576,160.79944
18577,330.3594
18578,618.5147
18579,714.2608
18580,790.88947
18581,786.373
18582,732.0632
18583,514.6791
18584,422.07114
18585,328.14893
18586,137.6454
18587,79.90417
18588,58.14681
18589,82.84995
18590,57.43827
18591,20.813332
18592,13.907681
18593,18.835997
18594,15.171985
18595,-9.923138
18596,-9.258007
18597,-1.5717013
18598,-8.035448
18599,11.009257
18600,177.33456
18601,423.2657
18602,662.8338
18603,678.68744
18604,734.9872
18605,703.6561
18606,534.3088
18607,355.82233
18608,187.25758
18609,46.99677
18610,4.5892196
18611,2.4440315
18612,-19.184685
18613,-6.2496657
18614,31.328524
18615,-28.205122
18616,1.5865153
18617,-1.9254602
18618,5.3999033
18619,-5.550044
18620,5.8588877
18621,5.321912
18622,8.258603
18623,125.25834
18624,180.99629
18625,504.109
18626,715.8705
18627,774.92194
18628,777.38165
18629,724.14984
18630,489.63116
18631,414.00677
18632,330.07114
18633,150.33374
18634,105.27924
18635,99.062706
18636,105.71547
18637,108.050804
18638,84.005226
18639,20.628384
18640,-18.035915
18641,102.64815
18642,68.04685
18643,107.488945
18644,132.83003
18645,120.134155
18646,112.67606
18647,124.58027
18648,236.45161
18649,461.1005
18650,642.6414
18651,753.5614
18652,754.52325
18653,700.9136
18654,436.99472
18655,340.47986
18656,203.5961
18657,65.95025
18658,23.819302
18659,9.717814
18660,6.5655246
18661,6.5655246
18662,6.5655246
18663,1.8192099
18664,-10.064192
18665,-5.288288
18666,-9.554377
18667,-6.9921503
18668,-18.67933
18669,1.0855951
18670,-0.033540245
18671,48.323444
18672,218.48177
18673,460.31226
18674,680.59814
18675,803.98956
18676,819.093
18677,709.91547
18678,429.5383
18679,414.9182
18680,327.03564
18681,57.315308
18682,79.938965
18683,76.43921
18684,59.69621
18685,50.97614
18686,60.086327
18687,66.45887
18688,27.658325
18689,52.8635
18690,7.8413715
18691,30.380547
18692,70.53574
18693,62.90646
18694,52.928402
18695,135.96208
18696,304.32346
18697,559.1662
18698,716.9446
18699,777.71936
18700,792.683
18701,754.7213
18702,494.5178
18703,405.4683
18704,286.1515
18705,48.323647
18706,-32.492
18707,-29.205431
18708,-9.142514
18709,21.989101
18710,44.08396
18711,18.45482
18712,-2.231521
18713,-2.959698
18714,31.582201
18715,20.350546
18716,14.583352
18717,58.97704
18718,84.4263
18719,85.45042
18720,374.47702
18721,542.0411
18722,690.8355
18723,814.9376
18724,805.91034
18725,734.4315
18726,497.54385
18727,363.02786
18728,280.11743
18729,133.95857
18730,56.39115
18731,32.267586
18732,48.37256
18733,42.981056
18734,47.539814
18735,-6.9693155
18736,-2.0187984
18737,2.59651
18738,1.1988581
18739,15.660165
18740,12.248653
18741,14.821235
18742,20.844772
18743,105.29903
18744,335.15472
18745,538.938
18746,708.97186
18747,777.8767
18748,824.53186
18749,720.32825
18750,468.95877
18751,367.5076
18752,211.48274
18753,125.719406
18754,72.994446
18755,65.80452
18756,49.36208
18757,58.758827
18758,30.981997
18759,-2.9181612
18760,-8.375248
18761,27.87874
18762,2.545473
18763,156.35292
18764,105.69078
18765,125.63175
18766,85.63107
18767,299.92834
18768,506.04352
18769,409.25403
18770,629.69824
18771,833.347
18772,873.1392
18773,719.11597
18774,615.2521
18775,458.98523
18776,315.6251
18777,93.85704
18778,17.968199
18779,62.63918
18780,56.685207
18781,74.61483
18782,67.93307
18783,-19.499208
18784,-15.521621
18785,-12.01933
18786,-19.858416
18787,-11.139638
18788,-16.264273
18789,-29.95928
18790,-24.847553
18791,32.77764
18792,246.43573
18793,423.81366
18794,602.66583
18795,691.653
18796,682.9531
18797,656.5834
18798,444.39404
18799,325.30585
18800,198.76529
18801,39.094276
18802,-7.7285705
18803,-10.098367
18804,-9.857953
18805,-6.240481
18806,-10.030675
18807,0.70830023
18808,-12.48571
18809,-5.911279
18810,-4.213135
18811,1.8832811
18812,-3.1610572
18813,2.6405547
18814,-19.103283
18815,93.24693
18816,316.87567
18817,443.16467
18818,583.9895
18819,730.9969
18820,746.1173
18821,714.8541
18822,487.6878
18823,370.71017
18824,240.46246
18825,87.92117
18826,31.25413
18827,15.658586
18828,13.936317
18829,19.212753
18830,2.6929276
18831,-8.568426
18832,2.0392811
18833,-5.4271603
18834,7.454249
18835,-1.8893937
18836,-0.5049817
18837,-2.5639179
18838,2.5896523
18839,109.423164
18840,344.1709
18841,514.1413
18842,706.5281
18843,783.5907
18844,785.52136
18845,731.3969
18846,562.80927
18847,464.5623
18848,322.6023
18849,159.52126
18850,56.48125
18851,82.71495
18852,49.09049
18853,16.63821
18854,43.53088
18855,-50.127842
18856,-16.11821
18857,54.45602
18858,74.14446
18859,189.11317
18860,17.547518
18861,149.11879
18862,144.43549
18863,282.55267
18864,173.02715
18865,474.5145
18866,630.2746
18867,714.6792
18868,726.00073
18869,694.74414
18870,441.05865
18871,336.7528
18872,228.76248
18873,77.96275
18874,74.90928
18875,58.383453
18876,20.257902
18877,-30.402382
18878,11.674899
18879,-39.690945
18880,5.2586455
18881,26.771948
18882,-46.22117
18883,46.437607
18884,-14.003413
18885,-2.3824859
18886,68.96157
18887,97.82222
18888,215.53503
18889,476.10275
18890,658.5589
18891,720.83527
18892,750.3364
18893,722.83527
18894,540.3729
18895,310.5289
18896,189.30772
18897,77.15007
18898,16.560953
18899,16.96184
18900,13.011144
18901,9.439502
18902,2.42815
18903,-5.265589
18904,0.1657902
18905,-3.1152625
18906,-6.1599135
18907,-56.86104
18908,3.6070418
18909,-3.3583267
18910,3.8983505
18911,25.647833
18912,217.94766
18913,407.51926
18914,616.6351
18915,720.9722
18916,772.5687
18917,712.90186
18918,470.6922
18919,374.33725
18920,252.22813
18921,94.66961
18922,18.782484
18923,4.551835
18924,18.781118
18925,27.249731
18926,-3.7018728
18927,-21.36655
18928,-4.7904353
18929,-7.450392
18930,4.0375
18931,0.7499266
18932,-11.921671
18933,1.6881896
18934,39.334724
18935,198.84688
18936,406.4245
18937,620.08594
18938,753.16187
18939,693.0802
18940,734.60864
18941,441.29578
18942,437.88974
18943,366.76205
18944,129.2928
18945,140.86826
18946,107.211586
18947,110.72764
18948,96.06004
18949,-15.680361
18950,57.826218
18951,-0.1897912
18952,-11.575219
18953,-12.637097
18954,-9.6715
18955,22.475302
18956,-12.363596
18957,76.877304
18958,111.25587
18959,294.65503
18960,470.91788
18961,728.9992
18962,797.769
18963,837.4258
18964,773.68494
18965,463.1504
18966,323.50156
18967,207.28677
18968,89.63973
18969,100.04632
18970,54.73221
18971,59.75483
18972,30.018358
18973,53.661003
18974,53.246384
18975,62.21367
18976,41.22616
18977,63.737713
18978,-37.113403
18979,-56.095146
18980,47.9169
18981,-23.949
18982,136.40758
18983,358.6272
18984,503.28955
18985,696.4121
18986,787.6009
18987,803.8506
18988,726.10474
18989,487.3363
18990,380.92627
18991,304.66824
18992,130.31671
18993,94.20288
18994,75.63841
18995,53.2047
18996,56.81831
18997,77.90615
18998,7.717456
18999,30.150883
19000,18.464605
19001,16.332863
19002,7.9520893
19003,-2.6007445
19004,2.0658748
19005,18.833553
19006,108.65181
19007,196.6499
19008,507.0765
19009,724.20325
19010,800.7498
19011,788.10736
19012,760.8686
19013,486.94852
19014,355.95428
19015,293.07666
19016,121.84692
19017,61.40269
19018,39.35654
19019,42.13707
19020,28.66985
19021,25.155788
19022,19.197243
19023,15.40339
19024,21.739206
19025,12.926738
19026,23.59582
19027,20.479528
19028,-7.812071
19029,11.536312
19030,203.60565
19031,581.1711
19032,729.4782
19033,814.4624
19034,896.17676
19035,861.7173
19036,792.85114
19037,516.8166
19038,562.3288
19039,352.0403
19040,234.92711
19041,200.63899
19042,142.05826
19043,115.65231
19044,65.15994
19045,108.69277
19046,71.95408
19047,56.978603
19048,99.66496
19049,86.24897
19050,88.49629
19051,74.20038
19052,83.86304
19053,79.594604
19054,245.65486
19055,562.7629
19056,719.8343
19057,781.9742
19058,858.7007
19059,851.4598
19060,713.9869
19061,566.97363
19062,464.3498
19063,288.2389
19064,130.53816
19065,0.3757763
19066,-7.271867
19067,-16.694231
19068,67.56043
19069,37.604755
19070,28.877573
19071,36.547092
19072,23.065443
19073,72.29265
19074,73.99614
19075,13.037087
19076,45.78567
19077,13.354459
19078,219.917
19079,482.12036
19080,835.2164
19081,835.90906
19082,890.88403
19083,893.2808
19084,750.9009
19085,435.6123
19086,475.65244
19087,298.33466
19088,191.26723
19089,151.80544
19090,115.56627
19091,88.63404
19092,-69.61362
19093,65.556625
19094,24.546694
19095,25.387293
19096,24.59967
19097,23.93611
19098,33.879696
19099,-13.646614
19100,-8.20641
19101,19.119776
19102,229.17188
19103,526.8156
19104,697.03876
19105,859.98157
19106,891.9817
19107,904.1418
19108,746.00134
19109,510.78726
19110,460.38748
19111,259.6139
19112,156.68442
19113,91.35125
19114,79.74664
19115,0.5991076
19116,0.031118095
19117,0.031118095
19118,-9.6581545
19119,64.33086
19120,72.41021
19121,56.403748
19122,17.41459
19123,31.109978
19124,-3.1441185
19125,59.312702
19126,213.82535
19127,521.9371
19128,734.09216
19129,870.2531
19130,901.84625
19131,930.8254
19132,772.0867
19133,534.0892
19134,496.5428
19135,369.83768
19136,157.54933
19137,157.08757
19138,85.36278
19139,84.869194
19140,80.9797
19141,79.612495
19142,45.425064
19143,28.531105
19144,86.52719
19145,51.541008
19146,61.378063
19147,104.75848
19148,40.3532
19149,55.95801
19150,204.30013
19151,379.61264
19152,672.9406
19153,855.56647
19154,876.75946
19155,870.80096
19156,592.2984
19157,543.94507
19158,331.5585
19159,171.69536
19160,141.37123
19161,107.337395
19162,29.686056
19163,63.679966
19164,-30.448011
19165,-8.245754
19166,11.023708
19167,-16.827772
19168,26.3927
19169,55.45792
19170,-4.830753
19171,65.25086
19172,101.16978
19173,273.00104
19174,607.10986
19175,819.435
19176,824.9038
19177,899.7153
19178,872.70825
19179,808.73816
19180,506.34927
19181,375.8641
19182,331.41653
19183,9.824281
19184,84.338844
19185,63.392223
19186,63.71784
19187,47.448574
19188,41.838707
19189,18.170555
19190,55.352993
19191,51.62582
19192,74.4194
19193,90.416214
19194,63.679142
19195,73.61596
19196,73.32182
19197,190.73367
19198,462.3494
19199,727.5035
19200,901.9504
19201,908.81165
19202,950.94653
19203,850.1349
19204,485.1133
19205,534.4727
19206,346.09082
19207,148.77147
19208,-23.912102
19209,109.230934
19210,-37.130127
19211,37.739704
19212,29.757097
19213,-24.312155
19214,60.118034
19215,54.266525
19216,5.373355
19217,111.492744
19218,101.35373
19219,77.07027
19220,50.427265
19221,235.2656
19222,528.88715
19223,677.6238
19224,780.62415
19225,830.21014
19226,836.0627
19227,752.47614
19228,465.92603
19229,509.15933
19230,324.9977
19231,124.190346
19232,113.17445
19233,-52.269165
19234,68.786514
19235,90.53388
19236,78.42458
19237,56.481853
19238,84.089
19239,-36.359646
19240,55.7447
19241,85.123
19242,57.936275
19243,70.88696
19244,77.30382
19245,160.36978
19246,441.44757
19247,669.43787
19248,806.02765
19249,860.71045
19250,862.3608
19251,826.73804
19252,551.74335
19253,515.36743
19254,394.38885
19255,205.60277
19256,111.69159
19257,109.98298
19258,94.320656
19259,94.320656
19260,92.81509
19261,132.54915
19262,132.2085
19263,155.99724
19264,134.46744
19265,128.94476
19266,147.51465
19267,111.50343
19268,308.44067
19269,599.9588
19270,732.8649
19271,877.9839
19272,933.0624
19273,946.8998
19274,868.37634
19275,575.5493
19276,533.83936
19277,421.02057
19278,201.6876
19279,125.71488
19280,95.11842
19281,70.70313
19282,55.3626
19283,93.33802
19284,45.311115
19285,110.23005
19286,132.79494
19287,127.64536
19288,108.76301
19289,82.253815
19290,125.755646
19291,146.73396
19292,326.3241
19293,608.40283
19294,842.41125
19295,867.3219
19296,920.2213
19297,943.8777
19298,859.5242
19299,635.9049
19300,547.5655
19301,379.93146
19302,194.41862
19303,122.31138
19304,76.97484
19305,75.87048
19306,74.27363
19307,70.69661
19308,60.280106
19309,57.057674
19310,66.47086
19311,62.038055
19312,64.49008
19313,108.369255
19314,62.72562
19315,110.84713
19316,260.06482
19317,488.12384
19318,658.8346
19319,818.3709
19320,890.466
19321,906.80725
19322,797.17065
19323,511.6337
19324,478.63528
19325,367.44974
19326,160.31187
19327,118.616104
19328,-37.853867
19329,71.21326
19330,-35.258015
19331,97.61929
19332,127.66758
19333,141.97401
19334,139.87823
19335,115.6907
19336,97.008484
19337,65.185196
19338,90.92945
19339,158.24022
19340,277.33218
19341,551.47253
19342,682.3355
19343,846.55817
19344,879.4486
19345,899.6071
19346,749.913
19347,516.17053
19348,470.5716
19349,372.03885
19350,161.0836
19351,95.57058
19352,70.19277
19353,85.70542
19354,56.272373
19355,69.93257
19356,-11.703937
19357,38.509342
19358,68.86991
19359,83.150795
19360,1.539836
19361,103.560555
19362,75.54914
19363,45.648056
19364,235.33913
19365,582.74805
19366,709.8042
19367,862.2618
19368,887.7078
19369,869.20764
19370,735.8106
19371,603.69037
19372,548.37036
19373,377.20895
19374,159.60582
19375,79.120285
19376,75.22134
19377,66.707954
19378,48.574234
19379,46.138664
19380,80.62608
19381,94.021
19382,99.93055
19383,102.90552
19384,98.34144
19385,109.80172
19386,98.266266
19387,107.51899
19388,238.2798
19389,567.72327
19390,735.78503
19391,857.697
19392,914.4054
19393,897.668
19394,848.5761
19395,587.4397
19396,533.1906
19397,389.34396
19398,165.95103
19399,103.49497
19400,60.29622
19401,49.46949
19402,64.29083
19403,35.408813
19404,20.52107
19405,25.312016
19406,52.757362
19407,53.896645
19408,26.1991
19409,27.973616
19410,128.64014
19411,258.2604
19412,564.84906
19413,717.4185
19414,797.774
19415,884.17847
19416,863.67816
19417,803.13745
19418,522.6661
19419,473.92526
19420,239.85231
19421,39.221405
19422,25.661623
19423,-30.662743
19424,96.15505
19425,6.1924925
19426,70.75273
19427,77.51151
19428,81.67495
19429,75.9651
19430,84.38669
19431,70.918144
19432,70.44351
19433,112.01008
19434,84.02831
19435,244.07576
19436,577.03015
19437,675.4611
19438,823.25726
19439,895.44543
19440,909.541
19441,802.9353
19442,525.6076
19443,490.98633
19444,367.8664
19445,170.1288
19446,123.536964
19447,116.290184
19448,82.384964
19449,6.2996817
19450,-38.404865
19451,-10.51821
19452,57.69003
19453,-18.903982
19454,84.23538
19455,79.91486
19456,93.31267
19457,97.35433
19458,100.86511
19459,262.59888
19460,488.61612
19461,662.4753
19462,823.87286
19463,883.8211
19464,899.30817
19465,794.57526
19466,547.3172
19467,448.8158
19468,233.50218
19469,168.13533
19470,109.33213
19471,81.91732
19472,60.90281
19473,71.927124
19474,-28.85258
19475,-0.7475652
19476,-10.84443
19477,-14.110405
19478,-9.452372
19479,15.745664
19480,83.36228
19481,77.45774
19482,103.36165
19483,170.52463
19484,507.49683
19485,734.8396
19486,788.0443
19487,859.61237
19488,873.44977
19489,727.62524
19490,453.8199
19491,319.10797
19492,146.7295
19493,88.9358
19494,72.44545
19495,69.2981
19496,70.437035
19497,109.79329
19498,56.56063
19499,57.681118
19500,76.089134
19501,64.90058
19502,76.73987
19503,69.28251
19504,74.315636
19505,119.07629
19506,262.5773
19507,569.11816
19508,689.5301
19509,805.6355
19510,856.7013
19511,888.6649
19512,863.90717
19513,595.8588
19514,516.39795
19515,371.2977
19516,179.91301
19517,87.93905
19518,94.468414
19519,94.215775
19520,77.65619
19521,108.31785
19522,105.24877
19523,57.52983
19524,79.628174
19525,77.96943
19526,72.07719
19527,42.47365
19528,71.22261
19529,-23.264141
19530,229.9705
19531,459.61414
19532,614.4109
19533,680.73267
19534,806.43225
19535,866.5242
19536,786.84674
19537,547.9311
19538,468.24994
19539,244.6985
19540,126.625755
19541,97.45847
19542,102.56056
19543,100.6913
19544,78.224976
19545,39.660168
19546,57.96332
19547,52.62451
19548,46.628822
19549,66.51525
19550,-9.4306555
19551,88.88779
19552,-12.007675
19553,2.9593527
19554,280.1431
19555,481.78445
19556,667.72784
19557,820.88934
19558,878.5164
19559,894.87805
19560,764.80316
19561,550.78577
19562,471.54547
19563,220.59026
19564,23.70014
19565,-30.729649
19566,9.956199
19567,54.675564
19568,71.134155
19569,5.4938316
19570,-7.9189525
19571,-9.245274
19572,19.332056
19573,-12.604157
19574,19.647762
19575,-13.663012
19576,-5.0761003
19577,4.3874755
19578,188.70592
19579,516.43317
19580,686.2888
19581,810.68085
19582,880.12976
19583,858.1398
19584,743.6747
19585,528.7117
19586,475.5299
19587,256.67627
19588,80.28139
19589,17.368996
19590,1.0817493
19591,14.432789
19592,37.602585
19593,32.55614
19594,-34.09128
19595,15.757524
19596,33.077076
19597,91.63596
19598,116.56721
19599,151.63533
19600,5.0331936
19601,36.88198
19602,337.36258
19603,712.66675
19604,790.0242
19605,802.15027
19606,795.09576
19607,732.6629
19608,790.994
19609,525.63043
19610,426.08276
19611,392.29453
19612,81.634384
19613,58.178158
19614,34.091354
19615,97.956856
19616,1.7366248
19617,24.848583
19618,53.423424
19619,49.003307
19620,67.05384
19621,75.33897
19622,40.69978
