,fagundo
3897,163.22089
3898,27.564096
3899,7.44927
3900,12.50933
3901,1.8282678
3902,-12.821977
3903,-1.4604312
3904,-10.686587
3905,-7.9626646
3906,-4.65376
3907,-10.871586
3908,0.96395975
3909,26.885187
3910,110.88974
3911,384.29648
3912,714.761
3913,777.7149
3914,865.5924
3915,929.6753
3916,944.234
3917,896.9318
3918,793.3177
3919,608.87274
3920,453.89432
3921,139.342
3922,79.121315
3923,-13.6608715
3924,-5.2814355
3925,-8.837699
3926,-10.416129
3927,-0.9306665
3928,-12.029835
3929,-3.5552914
3930,6.166976
3931,-2.8441577
3932,4.5922513
3933,31.45624
3934,111.894135
3935,280.59946
3936,578.7383
3937,863.20044
3938,726.7724
3939,1017.5167
3940,1021.06396
3941,862.0923
3942,872.19
3943,676.5298
3944,484.15588
3945,151.16013
3946,29.493574
3947,14.870495
3948,-2.7035317
3949,-6.147542
3950,-15.650137
3951,-5.028015
3952,-5.8372808
3953,-24.652355
3954,2.393015
3955,-0.5432126
3956,-0.167209
3957,29.220581
3958,113.630165
3959,374.76025
3960,716.6471
3961,779.09814
3962,708.02405
3963,1022.309
3964,1008.5552
3965,921.90314
3966,823.44385
3967,658.3255
3968,377.6189
3969,199.50183
3970,58.10293
3971,6.0761843
3972,-0.53897566
3973,-8.057368
3974,28.098043
3975,-1.8010757
3976,4.0673027
3977,-2.535127
3978,-17.79246
3979,-2.6438437
3980,0.76952916
3981,28.3095
3982,94.03097
3983,368.62296
3984,652.4346
3985,799.78125
3986,863.84674
3987,843.6995
3988,944.7157
3989,795.2547
3990,763.76385
3991,593.92017
3992,453.6835
3993,156.68076
3994,28.607115
3995,-10.9541445
3996,12.788334
3997,7.068447
3998,16.040699
3999,-0.13773355
4000,-2.9250014
4001,3.7653353
4002,-5.5147214
4003,-2.3631692
4004,1.2349703
4005,23.416872
4006,82.46758
4007,302.01035
4008,603.66315
4009,921.2939
4010,902.653
4011,1016.1055
4012,1022.44336
4013,873.8333
4014,819.39685
4015,701.3568
4016,517.2166
4017,162.58292
4018,30.972168
4019,16.497414
4020,-5.521829
4021,-16.002716
4022,1.0206187
4023,-1.1982268
4024,2.5489678
4025,-2.3014739
4026,3.5600262
4027,-8.4074135
4028,4.6556287
4029,27.882223
4030,130.667
4031,319.5228
4032,590.94055
4033,581.52
4034,651.63
4035,850.65796
4036,807.2257
4037,591.75226
4038,777.11884
4039,521.6982
4040,291.53604
4041,145.60556
4042,17.717964
4043,-7.9929276
4044,-1.3589004
4045,-14.960455
4046,-12.604084
4047,3.8371477
4048,1.1470011
4049,-7.6601562
4050,-4.5625944
4051,38.96121
4052,42.623165
4053,73.33574
4054,151.64618
4055,283.13513
4056,599.02856
4057,822.0057
4058,904.6748
4059,954.16046
4060,1010.36597
4061,843.5455
4062,750.7051
4063,617.94806
4064,499.9338
4065,165.20984
4066,38.82074
4067,1.1588526
4068,0.6363548
4069,-10.809021
4070,3.8604193
4071,-10.460144
4072,-9.528823
4073,-6.8985586
4074,-2.2985525
4075,-2.1793826
4076,0.70909923
4077,36.83606
4078,98.29787
4079,264.82007
4080,643.73676
4081,797.16754
4082,982.8236
4083,899.999
4084,1032.7906
4085,898.3199
4086,806.42554
4087,665.213
4088,487.16403
4089,127.732155
4090,42.20998
4091,-5.5827603
4092,-18.320204
4093,-5.5027275
4094,0.7990529
4095,0.7259696
4096,-4.4354024
4097,-7.789727
4098,-0.93156654
4099,-9.8529625
4100,9.320482
4101,14.848871
4102,92.66017
4103,306.82697
4104,631.26184
4105,774.0518
4106,907.84644
4107,993.20056
4108,1013.4521
4109,971.1163
4110,872.3172
4111,693.5541
4112,462.1664
4113,192.69841
4114,105.020645
4115,29.060225
4116,22.113205
4117,32.36245
4118,42.254543
4119,4.2651343
4120,0.22839507
4121,-2.2240202
4122,-0.33120474
4123,-1.9686141
4124,1.352059
4125,27.68109
4126,105.38744
4127,358.28738
4128,697.07556
4129,797.29443
4130,893.9327
4131,1021.2114
4132,1001.6555
4133,851.9675
4134,823.34607
4135,707.7935
4136,532.07574
4137,196.21284
4138,126.491165
4139,29.829426
4140,25.261509
4141,-2.4850645
4142,24.416061
4143,-0.9589732
4144,4.0143013
4145,0.20570636
4146,-1.3914156
4147,-0.6327949
4148,-4.350332
4149,15.221102
4150,98.20315
4151,373.96692
4152,658.54767
4153,856.1354
4154,906.5541
4155,899.8676
4156,995.5699
4157,856.3443
4158,798.58295
4159,591.6878
4160,407.50616
4161,147.42226
4162,62.758472
4163,41.74608
4164,22.78252
4165,-1.9422055
4166,-0.87427634
4167,0.09751455
4168,-1.5024402
4169,-5.0767446
4170,-7.9957094
4171,13.640786
4172,-2.3225784
4173,23.054699
4174,112.92282
4175,341.50803
4176,588.1833
4177,528.46106
4178,546.2189
4179,675.8434
4180,791.77057
4181,532.5306
4182,439.36746
4183,349.9508
4184,286.00497
4185,143.50003
4186,99.20252
4187,-0.1325399
4188,0.8956223
4189,0.03254131
4190,-5.680242
4191,3.401327
4192,-0.30288264
4193,-2.756563
4194,-11.989795
4195,-4.156878
4196,30.630383
4197,12.078645
4198,125.36277
4199,266.4439
4200,618.0416
4201,758.5588
4202,785.8828
4203,770.70404
4204,756.2687
4205,764.77905
4206,673.1897
4207,499.7218
4208,338.96307
4209,142.42513
4210,11.388456
4211,-1.0890009
4212,-10.33333
4213,-7.944051
4214,2.6352208
4215,-4.273051
4216,25.247406
4217,-0.5093948
4218,3.0740147
4219,5.1557474
4220,4.613428
4221,60.13731
4222,127.12368
4223,426.69772
4224,733.1761
4225,828.6744
4226,893.74805
4227,1068.9921
4228,1048.1206
4229,923.2417
4230,762.1244
4231,689.667
4232,375.48114
4233,164.52199
4234,85.07646
4235,36.902164
4236,11.537606
4237,-3.8996758
4238,-10.575504
4239,13.858864
4240,-7.6791663
4241,1.4264385
4242,32.037224
4243,-0.6966081
4244,17.63757
4245,25.986538
4246,85.875565
4247,265.69153
4248,644.04114
4249,722.64185
4250,859.62384
4251,742.1938
4252,749.3572
4253,734.24835
4254,498.07343
4255,308.98477
4256,167.87976
4257,96.35832
4258,9.305731
4259,8.073314
4260,4.9620476
4261,56.973885
4262,6.8530955
4263,3.1309712
4264,-2.6694949
4265,7.652239
4266,1.104327
4267,8.501651
4268,8.776982
4269,14.029142
4270,112.74419
4271,132.07005
4272,337.71542
4273,417.93314
4274,530.2344
4275,471.13553
4276,533.4694
4277,474.94754
4278,413.81198
4279,360.04556
4280,207.59885
4281,117.745636
4282,44.45418
4283,-3.0560625
4284,-6.785692
4285,-12.790487
4286,-2.1415687
4287,5.800647
4288,-4.0908694
4289,-12.953035
4290,-5.519779
4291,-3.57464
4292,-6.7837477
4293,7.298726
4294,91.231064
4295,235.01138
4296,582.9441
4297,889.6782
4298,855.6625
4299,835.98047
4300,909.5364
4301,728.7688
4302,633.57117
4303,460.5591
4304,373.86133
4305,177.90654
4306,59.91987
4307,32.951626
4308,2.9275403
4309,4.6209292
4310,19.029522
4311,26.90221
4312,24.974073
4313,-3.810088
4314,-4.161174
4315,-7.826128
4316,-0.6835317
4317,-1.1034163
4318,122.01243
4319,245.64853
4320,669.76544
4321,834.5799
4322,878.24786
4323,867.17633
4324,994.80396
4325,861.1473
4326,814.21625
4327,555.871
4328,171.38272
4329,59.01551
4330,20.92064
4331,61.574306
4332,67.92421
4333,36.714375
4334,6.456051
4335,23.686228
4336,-6.388966
4337,17.965908
4338,32.1938
4339,38.787518
4340,38.867916
4341,16.408255
4342,155.83391
4343,298.60513
4344,431.82852
4345,670.43994
4346,831.11975
4347,966.3285
4348,923.4016
4349,874.9154
4350,807.2929
4351,633.1258
4352,460.43222
4353,134.44913
4354,75.326035
4355,40.8987
4356,3.5456202
4357,7.4818974
4358,-10.153164
4359,7.5522885
4360,11.542374
4361,27.565136
4362,26.1838
4363,-3.5578425
4364,-8.770857
4365,12.694102
4366,53.9995
4367,399.62
4368,528.32556
4369,810.0084
4370,897.30414
4371,992.8415
4372,1072.5684
4373,926.6064
4374,834.9937
4375,732.1161
4376,320.53137
4377,113.47995
4378,62.597675
4379,8.368224
4380,-5.333218
4381,22.99461
4382,-6.722511
4383,-2.806211
4384,-2.1930199
4385,-0.18692973
4386,0.77739257
4387,3.3687136
4388,-1.9675202
4389,18.314238
4390,143.1594
4391,404.87445
4392,578.6378
4393,728.8767
4394,724.9627
4395,981.38464
4396,987.8491
4397,911.2554
4398,867.5791
4399,673.8597
4400,480.5309
4401,141.80608
4402,49.5272
4403,7.057601
4404,19.000694
4405,7.175658
4406,5.37438
4407,27.943203
4408,22.987474
4409,13.847104
4410,43.284607
4411,10.325532
4412,4.8398404
4413,19.12067
4414,90.11787
4415,293.41934
4416,601.77216
4417,777.94775
4418,930.00745
4419,942.6892
4420,972.6516
4421,881.0703
4422,834.15234
4423,648.99634
4424,409.03445
4425,58.328766
4426,28.351122
4427,-66.47304
4428,17.839752
4429,17.015236
4430,2.1347008
4431,16.654846
4432,16.600317
4433,25.147066
4434,41.81614
4435,25.854425
4436,22.36199
4437,23.183048
4438,143.94916
4439,271.25827
4440,578.28613
4441,721.67194
4442,884.7274
4443,958.6539
4444,870.79376
4445,872.384
4446,815.7853
4447,676.20746
4448,369.69717
4449,57.2181
4450,1.0512547
4451,-4.3542876
4452,-81.20754
4453,-15.356084
4454,5.630242
4455,-33.23081
4456,2.0120037
4457,-0.012921624
4458,15.0420885
4459,-2.6738071
4460,-0.56735593
4461,15.681949
4462,114.918015
4463,258.86935
4464,516.7297
4465,759.8254
4466,887.8825
4467,966.62415
4468,919.6566
4469,818.1713
4470,807.55945
4471,648.96246
4472,441.98
4473,69.80183
4474,25.336004
4475,-16.21393
4476,-27.13677
4477,-29.575626
4478,-70.91017
4479,6.4566607
4480,0.32771537
4481,4.9185653
4482,5.4277687
4483,4.179452
4484,1.8600259
4485,17.143353
4486,61.907814
4487,270.823
4488,573.0165
4489,784.8187
4490,867.9348
4491,931.6133
4492,1023.1074
4493,838.9461
4494,771.6374
4495,672.60675
4496,499.05905
4497,134.54425
4498,130.36598
4499,64.628494
4500,-25.422466
4501,-63.991085
4502,-44.472183
4503,17.293846
4504,3.3759575
4505,9.82558
4506,-1.0480217
4507,-2.4048967
4508,4.82078
4509,27.271975
4510,132.92639
4511,252.21095
4512,612.2573
4513,837.43744
4514,957.088
4515,957.98706
4516,1003.51605
4517,875.83
4518,831.9148
4519,646.3538
4520,453.457
4521,92.57662
4522,13.28091
4523,3.0253599
4524,-20.432089
4525,68.812195
4526,18.91147
4527,3.1126971
4528,50.180714
4529,13.067954
4530,5.767685
4531,5.767685
4532,7.765875
4533,17.806105
4534,90.39111
4535,297.7206
4536,573.8676
4537,783.5511
4538,962.4187
4539,954.24664
4540,1046.527
4541,943.5482
4542,862.11237
4543,721.34406
4544,564.71796
4545,196.65042
4546,39.796
4547,65.83875
4548,14.663742
4549,23.95601
4550,6.6107626
4551,0.9129127
4552,-1.6491792
4553,-6.530511
4554,-5.5657234
4555,31.072268
4556,45.93526
4557,46.487755
4558,142.84137
4559,530.38214
4560,566.6392
4561,876.5466
4562,1021.7731
4563,1063.6165
4564,993.03625
4565,774.65015
4566,681.2872
4567,680.0107
4568,421.58362
4569,110.601234
4570,82.51456
4571,43.40836
4572,-1.3458852
4573,-1.165319
4574,-5.193304
4575,1.9928129
4576,0.7838631
4577,-0.875729
4578,8.154418
4579,-1.4422272
4580,2.2601593
4581,34.194576
4582,110.897675
4583,294.85907
4584,649.08203
4585,805.31934
4586,966.6146
4587,985.7491
4588,981.3063
4589,842.12683
4590,734.2167
4591,604.089
4592,-4.7240744
4593,32.78473
4594,57.937626
4595,86.70428
4596,267.1087
4597,582.94775
4598,769.44446
4599,843.0301
4600,931.61786
4601,970.9894
4602,821.3096
4603,768.2497
4604,585.48047
4605,448.78162
4606,101.69715
4607,61.262848
4608,25.594105
4609,17.416348
4610,11.183207
4611,-2.4210353
4612,-3.5947616
4613,-6.7272835
4614,0.258407
4615,1.9463328
4616,-4.242092
4617,0.43123746
4618,31.216637
4619,42.886505
4620,255.7487
4621,613.15625
4622,792.5054
4623,863.869
4624,925.4958
4625,848.4217
4626,868.85767
4627,763.2376
4628,678.8999
4629,496.82346
4630,129.08546
4631,45.764503
4632,19.612047
4633,1.2099503
4634,9.189956
4635,3.056566
4636,-5.574282
4637,-6.8279495
4638,0.20649628
4639,-7.8101673
4640,1.3055284
4641,3.270495
4642,20.9956
4643,92.25531
4644,254.54828
4645,653.54865
4646,740.32666
4647,841.74286
4648,942.94604
4649,990.6435
4650,883.6525
4651,809.9144
4652,683.47406
4653,472.32996
4654,130.78917
4655,39.23932
4656,-2.2277348
4657,-5.8766747
4658,-1.883355
4659,-8.561783
4660,-2.6054664
4661,-3.5238354
4662,-1.737189
4663,-0.39068228
4664,-12.646342
4665,2.2855406
4666,18.466812
4667,54.444313
4668,256.2776
4669,517.8676
4670,741.00757
4671,881.1045
4672,907.1724
4673,911.59467
4674,846.2112
4675,748.94885
4676,609.3511
4677,461.05618
4678,125.74375
4679,87.50284
4680,41.07606
4681,34.39448
4682,12.9295845
4683,-2.3384159
4684,15.6199255
4685,0.25492853
4686,-1.081036
4687,-8.890827
4688,-3.9978151
4689,-2.6923063
4690,34.402218
4691,56.22775
4692,255.74652
4693,640.5517
4694,718.6528
4695,919.40906
4696,944.3954
4697,1030.7583
4698,963.38306
4699,800.01166
4700,692.7378
4701,476.24097
4702,126.73132
4703,33.551468
4704,12.243539
4705,-0.46285444
4706,-9.153325
4707,5.3657575
4708,-2.536175
4709,-2.1421995
4710,-1.00522
4711,-7.5067854
4712,-4.86764
4713,-11.688224
4714,24.452784
4715,50.861916
4716,324.7912
4717,596.8192
4718,649.5823
4719,580.59875
4720,660.21545
4721,943.6334
4722,836.52686
4723,814.1627
4724,651.6175
4725,439.86044
4726,106.36799
4727,65.796524
4728,10.776161
4729,7.152155
4730,-3.5328307
4731,-14.771024
4732,-3.8216105
4733,-3.9439507
4734,2.3840976
4735,5.4953837
4736,3.583222
4737,4.7658424
4738,20.328852
4739,57.86965
4740,340.98077
4741,620.3657
4742,803.75287
4743,970.39
4744,676.17755
4745,977.9127
4746,904.2443
4747,810.1945
4748,651.48895
4749,490.93555
4750,144.80432
4751,46.56023
4752,27.353281
4753,11.001394
4754,10.078733
4755,3.83692
4756,-4.1466093
4757,-6.625485
4758,-1.1240984
4759,-2.5121653
4760,1.9365535
4761,-3.6607747
4762,20.281427
4763,62.31691
4764,336.25943
4765,614.8851
4766,762.0464
4767,905.86224
4768,987.0205
4769,1025.296
4770,925.8525
4771,840.4658
4772,695.68463
4773,536.55615
4774,84.84729
4775,33.272118
4776,11.765372
4777,1.1078384
4778,2.9689937
4779,6.166599
4780,5.9785423
4781,0.093156934
4782,5.928611
4783,2.6185243
4784,0.19627635
4785,1.2012099
4786,28.38571
4787,80.87956
4788,267.44955
4789,700.51056
4790,851.13257
4791,975.17395
4792,1014.0921
4793,1007.0108
4794,901.1518
4795,804.0636
4796,668.2142
4797,458.05417
4798,149.68222
4799,44.189922
4800,23.232582
4801,5.1939573
4802,-6.6684904
4803,-4.895988
4804,3.8252301
4805,13.9666195
4806,-10.5148945
4807,1.2719097
4808,-5.235131
4809,-29.71607
4810,12.788352
4811,44.700375
4812,287.42776
4813,589.7497
4814,833.6709
4815,955.56573
4816,982.03766
4817,956.92755
4818,842.89355
4819,790.0178
4820,618.46344
4821,301.51706
4822,140.26997
4823,51.696037
4824,28.793703
4825,28.304728
4826,11.03926
4827,-1.721374
4828,0.8329214
4829,44.731144
4830,0.9220311
4831,-6.307114
4832,-4.056848
4833,1.9292678
4834,38.000893
4835,53.99668
4836,264.2561
4837,619.0067
4838,796.8797
4839,931.3141
4840,941.368
4841,941.41437
4842,870.8685
4843,783.18585
4844,642.5833
4845,489.3287
4846,145.49332
4847,36.462833
4848,4.837304
4849,11.95969
4850,-2.267466
4851,21.384892
4852,-8.107333
4853,2.620962
4854,-4.539249
4855,18.745356
4856,3.0550833
4857,-16.326834
4858,-3.8496313
4859,69.34847
4860,268.59824
4861,571.8916
4862,766.98346
4863,936.274
4864,921.10596
4865,924.2053
4866,878.558
4867,762.7638
4868,667.5335
4869,466.77896
4870,124.85124
4871,80.85035
4872,17.621347
4873,8.515032
4874,14.366993
4875,14.722642
4876,-4.4276056
4877,4.6432586
4878,-2.6882477
4879,-1.1438844
4880,-5.8810453
4881,5.3989987
4882,21.573698
4883,59.000984
4884,336.4265
4885,571.6705
4886,844.7172
4887,927.62695
4888,979.16785
4889,992.6256
4890,880.767
4891,805.86066
4892,683.47406
4893,505.2931
4894,173.23141
4895,66.250374
4896,6.0205274
4897,2.5747852
4898,2.988108
4899,-8.236849
4900,-3.3562295
4901,3.3822424
4902,-0.88227785
4903,-1.1734351
4904,1.0132753
4905,0.24287888
4906,11.286579
4907,43.137123
4908,345.59836
4909,534.30884
4910,813.743
4911,955.6761
4912,992.45306
4913,979.7303
4914,895.17993
4915,772.20294
4916,690.64954
4917,495.61075
4918,114.273575
4919,62.98053
4920,11.92582
4921,1.8982651
4922,2.3300462
4923,-2.221642
4924,0.73375964
4925,-7.207924
4926,-1.890917
4927,0.19542906
4928,0.25648654
4929,-3.5566595
4930,47.033714
4931,53.019432
4932,244.13237
4933,556.8724
4934,801.2541
4935,969.7842
4936,992.15283
4937,977.56415
4938,895.58466
4939,821.4422
4940,715.2383
4941,461.77933
4942,105.87167
4943,29.165833
4944,-8.171198
4945,-24.87328
4946,-5.427747
4947,9.300613
4948,1.9647353
4949,2.820609
4950,11.925719
4951,0.23534572
4952,-5.0547786
4953,2.8095045
4954,14.291543
4955,70.27588
4956,247.81361
4957,542.48846
4958,822.4121
4959,935.14966
4960,951.5349
4961,976.103
4962,895.8633
4963,823.5957
4964,636.1437
4965,422.8994
4966,99.27683
4967,36.79905
4968,27.837183
4969,47.943485
4970,12.736525
4971,-6.9406176
4972,7.0627894
4973,1.5720114
4974,7.898933
4975,10.450804
4976,4.5528116
4977,4.225959
4978,14.735871
4979,79.73416
4980,283.54333
4981,598.2714
4982,744.39606
4983,931.653
4984,975.8994
4985,978.18976
4986,909.4837
4987,840.80316
4988,730.1977
4989,465.94888
4990,117.44919
4991,50.287
4992,92.59409
4993,-6.8135076
4994,1.4525954
4995,-4.907933
4996,0.90479577
4997,-1.2046995
4998,4.0120406
4999,2.3787708
5000,-13.280588
5001,-9.551132
5002,14.61762
5003,96.548874
5004,280.6379
5005,634.4177
5006,772.2582
5007,942.90656
5008,1017.3771
5009,958.2245
5010,893.1754
5011,779.319
5012,695.4833
5013,512.46857
5014,157.89929
5015,74.59734
5016,22.91642
5017,43.637486
5018,30.902927
5019,-3.299049
5020,-7.004566
5021,-5.334092
5022,-9.166423
5023,-9.429112
5024,-5.5350566
5025,2.0574088
5026,20.711977
5027,48.127792
5028,270.16095
5029,676.77814
5030,836.6966
5031,951.0644
5032,992.45306
5033,1027.0476
5034,915.79517
5035,801.253
5036,678.997
5037,494.58115
5038,189.08119
5039,18.851746
5040,6.314257
5041,-0.6136717
5042,4.7175803
5043,-6.0974784
5044,0.56586444
5045,1.2661772
5046,2.8831544
5047,-16.855457
5048,5.9017987
5049,4.8043933
5050,42.486618
5051,59.73745
5052,295.4063
5053,615.6943
5054,803.2991
5055,467.84995
5056,477.46576
5057,968.3015
5058,906.8534
5059,880.2322
5060,489.00763
5061,146.34906
5062,86.002815
5063,53.191814
5064,16.000185
5065,18.498734
5066,13.945825
5067,11.785913
5068,-3.3814666
5069,-2.124877
5070,-1.4589106
5071,4.831988
5072,-3.241075
5073,5.1129117
5074,15.4325
5075,58.90815
5076,285.68063
5077,670.3264
5078,886.3608
5079,566.10065
5080,949.8805
5081,931.8044
5082,861.0627
5083,804.2955
5084,637.3682
5085,460.07135
5086,159.86111
5087,69.13595
5088,22.915325
5089,5.727136
5090,-4.376493
5091,-3.9890094
5092,-5.623047
5093,-1.7751402
5094,3.8359752
5095,6.718849
5096,-4.2263775
5097,-4.1043935
5098,28.7758
5099,44.059895
5100,264.69666
5101,648.38605
5102,831.402
5103,899.3574
5104,958.00165
5105,927.59827
5106,858.9797
5107,678.20874
5108,647.9825
5109,463.69705
5110,118.077774
5111,25.76791
5112,7.2203064
5113,6.361739
5114,6.337735
5115,10.552709
5116,-6.1178546
5117,-21.193838
5118,-7.2295394
5119,-1.228777
5120,-8.344353
5121,-4.035645
5122,19.83422
5123,60.37516
5124,268.23636
5125,612.282
5126,821.8774
5127,920.2858
5128,955.0505
5129,891.7705
5130,839.5817
5131,738.9239
5132,588.5899
5133,435.80322
5134,124.03977
5135,48.95248
5136,27.83851
5137,1.951437
5138,-8.932493
5139,-4.6324267
5140,5.3073707
5141,-0.1398167
5142,-6.2874794
5143,-1.4888004
5144,-2.69348
5145,-1.0366175
5146,21.083761
5147,62.82498
5148,275.50504
5149,656.04724
5150,842.64075
5151,942.8761
5152,993.60846
5153,982.7751
5154,898.3217
5155,820.84247
5156,677.3967
5157,517.5875
5158,145.84836
5159,16.499355
5160,15.514879
5161,-4.4119425
5162,-14.568125
5163,5.4063253
5164,-2.4691095
5165,-2.001615
5166,4.643506
5167,-3.7866914
5168,1.9617282
5169,3.881886
5170,70.576256
5171,110.04068
5172,351.709
5173,649.9818
5174,783.70123
5175,961.95264
5176,900.4727
5177,1021.236
5178,879.7124
5179,764.82324
5180,695.4071
5181,500.15576
5182,157.89929
5183,101.77372
5184,-32.03555
5185,-6.0067754
5186,-13.7890625
5187,-0.86324894
5188,-2.5022678
5189,1.1461172
5190,0.1095413
5191,3.3329716
5192,-0.5547625
5193,3.5495887
5194,13.031943
5195,48.509533
5196,226.77463
5197,566.0135
5198,781.5196
5199,946.8812
5200,929.312
5201,968.5192
5202,839.395
5203,784.7617
5204,645.56006
5205,427.4756
5206,84.84967
5207,32.72046
5208,10.299378
5209,5.0893006
5210,0.73095965
5211,-3.7148044
5212,20.096935
5213,25.236115
5214,28.41995
5215,22.775036
5216,26.392517
5217,28.00338
5218,35.558075
5219,74.90395
5220,272.33762
5221,573.8384
5222,752.4833
5223,829.49036
5224,916.59064
5225,905.6661
5226,819.6748
5227,785.42865
5228,577.1409
5229,454.9249
5230,80.69639
5231,17.31039
5232,2.739338
5233,8.362661
5234,15.14358
5235,17.78259
5236,13.083118
5237,8.563499
5238,-2.5019145
5239,9.072631
5240,17.958796
5241,8.531027
5242,27.362698
5243,96.95478
5244,263.41013
5245,562.84985
5246,709.68646
5247,793.25684
5248,862.51996
5249,962.31775
5250,793.6494
5251,753.9026
5252,617.63696
5253,325.3129
5254,120.07282
5255,42.33148
5256,27.962976
5257,-3.7160294
5258,7.9526467
5259,7.696163
5260,11.9074
5261,5.7944064
5262,11.665129
5263,18.155338
5264,22.699745
5265,11.730579
5266,16.864994
5267,74.89541
5268,245.32799
5269,567.1258
5270,750.36145
5271,847.5379
5272,875.23956
5273,862.29895
5274,799.1385
5275,759.6666
5276,572.65186
5277,431.2115
5278,61.530148
5279,40.107296
5280,16.24046
5281,18.204256
5282,8.221656
5283,5.8828864
5284,-1.0346128
5285,9.114919
5286,6.1880565
5287,-1.6761955
5288,7.4924273
5289,-0.15620166
5290,24.799416
5291,75.477356
5292,244.64365
5293,570.344
5294,757.23334
5295,902.88916
5296,932.0357
5297,937.3769
5298,812.2253
5299,782.90405
5300,627.3582
5301,404.07742
5302,148.64067
5303,36.250614
5304,5.9536605
5305,-26.454758
5306,-16.270456
5307,-4.1419744
5308,-1.8688176
5309,0.8145392
5310,-7.323098
5311,-8.00621
5312,3.1508076
5313,2.2401388
5314,3.2290428
5315,37.738747
5316,385.31113
5317,582.5331
5318,845.80164
5319,943.2361
5320,971.9444
5321,969.0109
5322,951.6036
5323,897.53253
5324,616.9258
5325,296.3254
5326,88.300156
5327,77.66148
5328,59.094822
5329,40.145824
5330,66.46078
5331,35.058407
5332,3.2259135
5333,5.0582757
5334,0.6417854
5335,-1.7748181
5336,3.2756317
5337,-11.420063
5338,-1.1721929
5339,38.404495
5340,301.6624
5341,614.4512
5342,768.2695
5343,833.1993
5344,860.5388
5345,575.5231
5346,513.2338
5347,425.50235
5348,446.28632
5349,442.58832
5350,120.85204
5351,46.01782
5352,36.518444
5353,13.05676
5354,-2.5056877
5355,-3.0787878
5356,1.9093726
5357,4.00842
5358,6.5234303
5359,1.8124826
5360,4.291227
5361,13.699344
5362,8.685348
5363,51.13121
5364,283.28592
5365,398.21542
5366,695.92975
5367,858.4753
5368,847.8288
5369,788.85114
5370,680.13367
5371,280.35077
5372,220.06175
5373,470.06
5374,167.44618
5375,90.47526
5376,47.042088
5377,23.29761
5378,10.794698
5379,6.030429
5380,0.42645067
5381,-4.024743
5382,-6.1141415
5383,2.0444355
5384,-0.7798916
5385,-2.2090905
5386,9.206515
5387,42.81772
5388,327.90396
5389,491.34247
5390,786.68365
5391,817.0968
5392,911.2436
5393,837.04895
5394,772.96466
5395,712.731
5396,635.41534
5397,454.66357
5398,95.44215
5399,29.917076
5400,3.1923635
5401,1.2276963
5402,6.2858553
5403,5.296004
5404,-7.801546
5405,-1.0002826
5406,0.06801583
5407,-3.0216303
5408,20.295027
5409,0.6864835
5410,6.0982037
5411,47.568123
5412,246.73587
5413,533.5182
5414,739.06415
5415,843.9568
5416,955.5946
5417,934.07184
5418,802.5108
5419,730.9007
5420,579.9406
5421,448.61218
5422,110.67953
5423,25.377365
5424,2.9878786
5425,-8.951391
5426,8.233254
5427,-13.77482
5428,6.048109
5429,3.4818037
5430,8.14378
5431,-4.7158813
5432,5.325227
5433,6.4639688
5434,6.09696
5435,43.220295
5436,281.9599
5437,582.4974
5438,760.6705
5439,880.8162
5440,963.42615
5441,948.90765
5442,841.02277
5443,750.7668
5444,194.24446
5445,334.39694
5446,124.11535
5447,25.882198
5448,-3.0106015
5449,-2.230819
5450,-4.222669
5451,-5.8767962
5452,14.12865
5453,4.849854
5454,2.5469782
5455,-3.495357
5456,3.7557302
5457,-4.314195
5458,12.594653
5459,45.465954
5460,293.86148
5461,522.7442
5462,769.7486
5463,891.3069
5464,881.4943
5465,772.66345
5466,849.7713
5467,742.2714
5468,666.06683
5469,491.08966
5470,65.14444
5471,81.695404
5472,76.32799
5473,43.01227
5474,28.080832
5475,36.33523
5476,3.6677094
5477,-1.1386648
5478,5.620303
5479,11.08444
5480,8.073593
5481,8.656917
5482,1.6438164
5483,61.931545
5484,348.67957
5485,580.57117
5486,735.9226
5487,844.2524
5488,926.0999
5489,911.88104
5490,751.35126
5491,678.8423
5492,562.54474
5493,374.61087
5494,66.15683
5495,19.489168
5496,-5.5053554
5497,-17.5106
5498,8.481095
5499,-6.8448024
5500,-7.5884795
5501,1.3239456
5502,-15.486689
5503,-0.30520445
5504,5.9446287
5505,5.765602
5506,9.787653
5507,40.8922
5508,238.54665
5509,531.00336
5510,683.0247
5511,792.64874
5512,838.2343
5513,822.68134
5514,711.72614
5515,680.68005
5516,580.65894
5517,397.58508
5518,87.12087
5519,14.352489
5520,13.366713
5521,12.923319
5522,13.002832
5523,-2.802609
5524,9.161959
5525,7.623365
5526,-6.980681
5527,2.981659
5528,4.001102
5529,-0.6982919
5530,9.30542
5531,38.2831
5532,138.6059
5533,502.00128
5534,685.22217
5535,818.4355
5536,888.6703
5537,893.9775
5538,765.49
5539,724.1742
5540,599.5532
5541,407.95963
5542,80.23628
5543,16.971605
5544,1.5396795
5545,9.265431
5546,-2.692912
5547,4.8477206
5548,2.736078
5549,3.6871455
5550,1.8481886
5551,9.248731
5552,4.015632
5553,4.401629
5554,0.09506869
5555,65.99024
5556,240.04564
5557,497.1145
5558,679.9637
5559,816.22644
5560,911.2744
5561,948.97864
5562,795.0823
5563,740.6742
5564,559.1994
5565,374.9712
5566,80.8473
5567,-0.9473537
5568,6.717788
5569,6.981377
