time,hum,wind,maxwind,winddir,rain,temp,Hour,Month
2016-12-13 13:00:00+00:00,77.8,5.4799999999999995,14.5,262.2,0.0,15.34,13,12
2016-12-13 14:00:00+00:00,75.5,5.883333333333334,14.5,284.8333333333333,0.0,15.383333333333333,14,12
2016-12-13 15:00:00+00:00,71.33333333333333,6.683333333333334,16.1,306.3333333333333,0.0,15.783333333333333,15,12
2016-12-13 16:00:00+00:00,68.66666666666667,3.466666666666667,16.1,284.5,0.0,16.233333333333334,16,12
2016-12-13 17:00:00+00:00,66.16666666666667,5.616666666666667,16.1,251.16666666666666,0.0,15.6,17,12
2016-12-13 18:00:00+00:00,64.16666666666667,4.55,16.1,98.5,0.0,13.683333333333332,18,12
2016-12-13 19:00:00+00:00,64.0,5.883333333333333,16.1,72.83333333333333,0.0,11.75,19,12
2016-12-13 20:00:00+00:00,60.166666666666664,5.333333333333333,16.1,79.66666666666667,0.0,11.4,20,12
2016-12-13 21:00:00+00:00,58.166666666666664,4.8,16.1,81.5,0.0,11.366666666666667,21,12
2016-12-13 22:00:00+00:00,57.333333333333336,6.95,16.1,82.66666666666667,0.0,11.883333333333333,22,12
2016-12-13 23:00:00+00:00,52.5,6.7,16.1,88.0,0.0,11.383333333333333,23,12
2016-12-14 00:00:00+00:00,55.833333333333336,8.316666666666666,14.5,77.0,0.0,11.266666666666666,0,12
2016-12-14 01:00:00+00:00,57.333333333333336,8.583333333333334,14.5,87.5,0.0,11.283333333333333,1,12
2016-12-14 02:00:00+00:00,57.5,7.5,14.5,93.16666666666667,0.0,11.066666666666668,2,12
2016-12-14 03:00:00+00:00,60.333333333333336,7.766666666666667,14.5,83.0,0.0,10.799999999999999,3,12
2016-12-14 04:00:00+00:00,56.333333333333336,8.85,14.5,93.0,0.0,11.016666666666666,4,12
2016-12-14 08:00:00+00:00,58.0,6.4,14.5,76.0,0.0,11.3,8,12
2016-12-14 09:00:00+00:00,55.666666666666664,4.533333333333333,14.5,85.66666666666667,0.0,12.4,9,12
2016-12-14 10:00:00+00:00,70.33333333333333,0.5333333333333333,14.5,218.0,0.0,14.75,10,12
2016-12-14 11:00:00+00:00,84.16666666666667,2.4,14.5,232.33333333333334,0.0,14.35,11,12
2016-12-14 12:00:00+00:00,84.83333333333333,3.466666666666667,14.5,260.8333333333333,0.0,14.866666666666667,12,12
2016-12-14 13:00:00+00:00,82.5,2.4,14.5,287.8333333333333,0.0,15.383333333333333,13,12
2016-12-14 14:00:00+00:00,80.0,5.066666666666667,14.5,273.8333333333333,0.0,15.65,14,12
2016-12-14 15:00:00+00:00,77.0,5.066666666666667,14.5,233.16666666666666,0.0,15.799999999999999,15,12
2016-12-14 16:00:00+00:00,76.5,3.2000000000000006,14.5,221.16666666666666,0.0,16.183333333333334,16,12
2016-12-14 17:00:00+00:00,77.0,2.4,14.5,256.3333333333333,0.0,15.683333333333332,17,12
2016-12-14 18:00:00+00:00,85.66666666666667,0.26666666666666666,14.5,242.83333333333334,0.0,13.983333333333334,18,12
2016-12-14 19:00:00+00:00,88.0,0.8000000000000002,14.5,120.66666666666667,0.0,12.416666666666666,19,12
2016-12-14 20:00:00+00:00,87.16666666666667,0.26666666666666666,14.5,86.83333333333333,0.0,12.116666666666667,20,12
2016-12-14 21:00:00+00:00,85.5,1.6000000000000003,14.5,100.0,0.0,12.383333333333333,21,12
2016-12-14 22:00:00+00:00,87.5,2.6666666666666665,14.5,96.0,0.0,11.966666666666667,22,12
2016-12-14 23:00:00+00:00,86.33333333333333,3.733333333333333,14.5,90.33333333333333,0.0,11.566666666666668,23,12
2016-12-15 00:00:00+00:00,72.5,4.283333333333333,9.116666666666667,89.0,0.0,11.416666666666666,0,12
2016-12-15 01:00:00+00:00,72.0,1.6000000000000003,11.300000000000002,125.0,0.0,12.133333333333333,1,12
2016-12-15 02:00:00+00:00,72.16666666666667,4.0,11.300000000000002,86.33333333333333,0.0,11.866666666666667,2,12
2016-12-15 03:00:00+00:00,70.33333333333333,7.766666666666667,13.700000000000001,82.0,0.0,10.733333333333334,3,12
2016-12-15 04:00:00+00:00,72.66666666666667,7.766666666666667,14.5,82.5,0.0,10.916666666666666,4,12
2016-12-15 05:00:00+00:00,76.0,6.4,14.5,76.0,0.0,10.6,5,12
2016-12-15 08:00:00+00:00,67.0,7.25,14.5,83.0,0.0,10.05,8,12
2016-12-15 09:00:00+00:00,71.83333333333333,5.6000000000000005,14.5,83.83333333333333,0.0,11.083333333333334,9,12
2016-12-15 10:00:00+00:00,78.0,1.3333333333333333,14.5,260.8333333333333,0.0,13.866666666666667,10,12
2016-12-15 11:00:00+00:00,83.83333333333333,0.5333333333333333,14.5,266.3333333333333,0.0,14.016666666666666,11,12
2016-12-15 12:00:00+00:00,85.16666666666667,3.2000000000000006,14.5,290.0,0.0,14.083333333333334,12,12
2016-12-15 13:00:00+00:00,85.33333333333333,7.516666666666667,17.7,54.833333333333336,0.0,14.033333333333333,13,12
2016-12-15 14:00:00+00:00,84.5,4.283333333333334,20.366666666666667,142.66666666666666,0.0,14.25,14,12
2016-12-15 15:00:00+00:00,85.5,4.8,22.5,209.83333333333334,0.0,14.683333333333335,15,12
2016-12-15 16:00:00+00:00,85.66666666666667,2.6666666666666665,22.5,209.16666666666666,0.0,14.666666666666666,16,12
2016-12-15 17:00:00+00:00,86.33333333333333,4.0,22.5,233.16666666666666,0.0,14.950000000000001,17,12
2016-12-15 18:00:00+00:00,88.0,1.5999999999999999,22.5,198.0,0.0,13.783333333333333,18,12
