,cabildo
15681,3.0111406
15682,-0.5313254
15683,28.816753
15684,169.4347
15685,362.8498
15686,524.3515
15687,680.5
15688,693.4183
15689,704.9321
15690,544.38525
15691,445.7456
15692,362.24316
15693,178.33609
15694,29.860731
15695,10.853678
15696,31.117704
15697,-10.2679205
15698,4.160952
15699,-7.1203027
15700,8.125306
15701,12.408312
15702,55.24163
15703,-1.2881465
15704,6.545973
15705,0.52996516
15706,20.806768
15707,55.288113
15708,226.04448
15709,415.38535
15710,572.4901
15711,765.1017
15712,663.28143
15713,695.83966
15714,502.78723
15715,465.9612
15716,378.03717
15717,284.11664
15718,33.68781
15719,20.982637
15720,13.860365
15721,28.081804
15722,-31.840477
15723,9.885945
15724,-3.0452135
15725,18.0955
15726,-5.37119
15727,12.504041
15728,5.9453363
15729,-7.452701
15730,11.071452
15731,37.878304
15732,203.9937
15733,445.92102
15734,539.1746
15735,661.7688
15736,740.60297
15737,781.3447
15738,580.5493
15739,471.8491
15740,402.98477
15741,264.50977
15742,97.57528
15743,10.402371
15744,-10.380439
15745,0.94160616
15746,22.198816
15747,21.59134
15748,13.414965
15749,23.715229
15750,-0.29550374
15751,-8.359947
15752,10.582868
15753,6.700966
15754,35.08498
15755,29.838634
15756,220.11374
15757,413.32465
15758,541.7369
15759,673.48364
15760,743.3149
15761,577.10535
15762,525.2619
15763,470.8742
15764,435.09363
15765,297.31357
15766,116.20376
15767,86.374695
15768,4.557289
15769,67.75392
15770,9.069708
15771,-34.375374
15772,1.4946053
15773,5.825623
15774,-2.7189994
15775,0.96537894
15776,-1.9365817
15777,44.355213
15778,4.9030733
15779,32.349968
15780,220.65703
15781,401.9826
15782,516.6856
15783,690.344
15784,726.5556
15785,762.1669
15786,531.2491
15787,431.92938
15788,348.52692
15789,237.297
15790,102.79517
15791,25.383675
15792,32.086895
15793,-15.319569
15794,-5.929041
15795,-15.604316
15796,2.6259599
15797,0.9317381
15798,6.328725
15799,-5.0384893
15800,-5.1591682
15801,0.958208
15802,-0.45314422
15803,21.213673
15804,186.63452
15805,357.6103
15806,465.0467
15807,658.50903
15808,675.42334
15809,648.96063
15810,538.8384
15811,357.50668
15812,432.42923
15813,300.1132
15814,54.089855
15815,19.972345
15816,59.952484
15817,29.89025
15818,-32.001934
15819,-20.217714
15820,1.0660121
15821,3.78795
15822,17.617609
15823,1.3888767
15824,14.232032
15825,7.6137166
15826,0.96167725
15827,19.133404
15828,180.64592
15829,423.18686
15830,490.5867
15831,669.02057
15832,731.8636
15833,770.2473
15834,607.3589
15835,510.46518
15836,516.21515
15837,273.63742
15838,125.57809
15839,27.22946
15840,-46.569016
15841,-62.62836
15842,-52.946716
15843,-48.96257
15844,90.06535
15845,220.31715
15846,24.428835
15847,346.9628
15848,343.3943
15849,381.80255
15850,620.28613
15851,704.3017
15852,637.9217
15853,656.9082
15854,567.05566
15855,420.74017
15856,354.34668
15857,78.812706
15858,-71.73197
15859,-115.7578
15860,-107.71934
15861,-62.7912
15862,-109.1227
15863,-81.509926
15864,10.346981
15865,-5.8457365
15866,2.2373085
15867,2.8775978
15868,274.3209
15869,382.33896
15870,464.5528
15871,686.9291
15872,728.6574
15873,780.1685
15874,511.9671
15875,375.09485
15876,387.78732
15877,209.56323
15878,-2.302725
15879,11.083265
15880,56.905243
15881,59.644196
15882,-11.06281
15883,23.158344
15884,7.023087
15885,4.433205
15886,20.474895
15887,5.4864116
15888,30.529959
15889,180.12189
15890,384.0974
15891,509.14178
15892,625.5403
15893,751.64307
15894,752.0118
15895,589.1347
15896,477.0862
15897,353.3268
15898,177.1975
15899,16.559515
15900,-19.603508
15901,-8.306721
15902,1.3893815
15903,-4.163787
15904,-18.718775
15905,10.251895
15906,14.609337
15907,-6.6213646
15908,2.663681
15909,216.97345
15910,410.50336
15911,490.2553
15912,607.5769
15913,692.4746
15914,714.8076
15915,507.11197
15916,378.99393
15917,278.62738
15918,205.43095
15919,16.17711
15920,9.681369
15921,27.632406
15922,1.991728
15923,12.385537
15924,-19.477488
15925,4.358651
15926,8.4143095
15927,58.231194
15928,32.191208
15929,7.1371756
15930,80.87429
15931,300.6218
15932,425.27368
15933,576.0232
15934,701.42126
15935,689.6449
15936,572.41785
15937,329.59274
15938,240.6479
15939,103.826996
15940,-26.219316
15941,-30.303434
15942,-20.931671
15943,-37.441254
15944,-1.8080329
15945,-10.757846
15946,10.379204
15947,-16.646564
15948,9.127383
15949,-3.63827
15950,137.29115
15951,332.3067
15952,486.80118
15953,585.1502
15954,657.61084
15955,617.066
15956,522.7711
15957,327.52628
15958,253.6997
15959,94.341866
15960,-30.214235
15961,-41.672028
15962,-21.037733
15963,-34.41242
15964,-16.306042
15965,-35.34198
15966,-22.738007
15967,-22.542593
15968,-29.690449
15969,12.763493
15970,141.38716
15971,335.08258
15972,558.95886
15973,570.8626
15974,675.3209
15975,695.24756
15976,407.66312
15977,379.95648
15978,249.64418
15979,82.600464
15980,-36.825684
15981,-6.9743395
15982,7.1565175
15983,23.179054
15984,18.328396
15985,12.217291
15986,-9.121324
15987,-18.823044
15988,-37.383118
15989,-72.92186
15990,78.77634
15991,303.7385
15992,534.4839
15993,448.55313
15994,668.2456
15995,726.1559
15996,478.88385
15997,435.39
15998,247.18755
15999,171.16573
16000,64.95232
16001,54.035778
16002,24.29893
16003,6.1808667
16004,-60.401978
16005,25.226875
16006,9.585686
16007,17.682383
16008,60.512463
16009,52.83615
16010,113.4222
16011,376.6375
16012,527.8144
16013,630.86383
16014,662.0849
16015,666.4654
16016,544.51715
16017,350.35843
16018,252.11322
16019,172.46024
16020,18.748657
16021,42.14429
16022,40.256943
16023,47.447697
16024,3.379195
16025,15.507686
16026,68.52913
16027,208.01666
16028,210.48375
16029,118.17681
16030,198.93071
16031,329.48657
16032,508.1383
16033,483.38644
16034,704.9762
16035,455.1891
16036,525.5123
16037,351.63828
16038,227.37964
16039,101.46494
16040,-71.77527
16041,-75.405945
16042,-71.118164
16043,-95.142555
16044,-31.807663
16045,-23.087719
16046,-20.477568
16047,-1.783768
16048,34.165833
16049,31.27534
16050,119.71053
16051,335.31046
16052,497.73877
16053,593.9392
16054,654.27014
16055,765.85065
16056,512.0584
16057,348.5058
16058,240.3463
16059,134.86203
16060,45.27164
16061,22.252022
16062,7.64704
16063,10.2933445
16064,-4.9083447
16065,27.054882
16066,57.516045
16067,34.484676
16068,10.266353
16069,3.4262607
16070,-3.7793922
16071,58.1527
16072,263.79086
16073,442.19055
16074,579.5122
16075,601.27435
16076,631.4329
16077,505.65503
16078,369.77365
16079,257.6793
16080,127.11816
16081,-35.80734
16082,-16.413904
16083,3.0411897
16084,7.4042864
16085,-32.991264
16086,19.762953
16087,-5.463885
16088,181.90855
16089,72.864746
16090,65.29013
16091,220.07646
16092,442.10895
16093,511.16946
16094,633.40125
16095,772.5561
16096,697.4136
16097,447.14468
16098,360.86127
16099,277.73718
16100,170.43889
16101,61.037952
16102,-28.137983
16103,-3.2877212
16104,-19.75953
16105,-24.252003
16106,1.2855554
16107,42.105255
16108,36.09642
16109,4.8189454
16110,26.051428
16111,114.27387
16112,329.67404
16113,543.29224
16114,630.104
16115,666.49
16116,674.3888
16117,561.1828
16118,397.25003
16119,222.65826
16120,114.70955
16121,27.60642
16122,10.606025
16123,0.18656172
16124,2.760243
16125,45.133194
16126,23.603304
16127,9.440542
16128,41.42234
16129,24.141914
16130,13.295745
16131,138.06783
16132,362.71146
16133,473.38745
16134,580.471
16135,695.86285
16136,665.21124
16137,535.1148
16138,345.77048
16139,232.00826
16140,87.75561
16141,30.604864
16142,13.220652
16143,7.827064
16144,7.1429887
16145,-30.842129
16146,8.897296
16147,8.58324
16148,15.7598715
16149,7.9450145
16150,-12.228067
16151,104.01516
16152,292.33667
16153,497.61282
16154,590.88293
16155,610.3636
16156,634.6363
16157,442.43088
16158,417.53064
16159,215.15196
16160,132.1259
16161,34.68418
16162,44.97423
16163,-0.8766682
16164,0.47229773
16165,-4.7511315
16166,17.562897
16167,1.0538528
16168,24.640514
16169,15.036258
16170,17.595188
16171,106.07367
16172,323.07465
16173,466.47253
16174,578.63403
16175,669.2279
16176,667.7649
16177,465.2394
16178,409.1904
16179,279.8985
16180,139.92984
16181,12.140563
16182,44.2695
16183,30.982805
16184,27.16237
16185,30.22511
16186,13.582788
16187,11.444255
16188,-0.22397697
16189,19.117287
16190,7.2900567
16191,3.133233
16192,120.3665
16193,321.26804
16194,524.22095
16195,560.90125
16196,705.4145
16197,806.9857
16198,606.9841
16199,413.8683
16200,249.38902
16201,111.29176
16202,2.3979278
16203,9.421314
16204,-48.113556
16205,-6.2477617
16206,5.6794796
16207,-7.910244
16208,-3.6239946
16209,74.641045
16210,13.700197
16211,8.61517
16212,132.55768
16213,390.12448
16214,454.5236
16215,588.053
16216,676.9599
16217,637.0199
16218,471.95184
16219,335.50546
16220,243.07553
16221,32.674942
16222,-13.022247
16223,-20.428644
16224,-12.985097
16225,-6.71198
16226,-7.162231
16227,0.62917364
16228,-3.5739794
16229,9.159604
16230,-2.572277
16231,71.87473
16232,127.88204
16233,331.57605
16234,457.79724
16235,638.275
16236,660.55066
16237,625.28485
16238,465.45184
16239,363.5866
16240,270.71524
16241,90.5703
16242,5.4621377
16243,31.580463
16244,7.900296
16245,15.436097
16246,34.537357
16247,10.641643
16248,14.767537
16249,-0.36573416
16250,2.9391737
16251,30.05045
16252,168.67928
16253,343.25018
16254,288.1065
16255,506.62912
16256,727.871
16257,778.7749
16258,518.79535
16259,386.19254
16260,277.14355
16261,75.377205
16262,-72.6815
16263,-41.598816
16264,-37.608067
16265,-36.201195
16266,-34.350704
16267,-37.663486
16268,9.026626
16269,12.069175
16270,-3.0698783
16271,-2.1214552
16272,63.93672
16273,-2.3672628
16274,-1.0935571
16275,3.4983563
16276,144.90512
16277,341.99768
16278,473.2474
16279,601.29565
16280,613.714
16281,622.17975
16282,533.8597
16283,366.11548
16284,230.55821
16285,53.61031
16286,9.423394
16287,12.775949
16288,13.991333
16289,7.394998
16290,8.597332
16291,13.104841
16292,-3.9333081
16293,-22.260757
16294,1.1998587
16295,-9.463712
16296,-17.110176
16297,-9.37875
16298,-1.6259118
16299,-4.1703267
16300,174.57332
16301,313.84503
16302,467.0902
16303,535.5713
16304,624.8986
16305,612.937
16306,528.74005
16307,344.8212
16308,235.00424
16309,82.16979
16310,-8.645675
16311,-14.089801
16312,17.270216
16313,13.837388
16314,25.28763
16315,12.720143
16316,-2.7702975
16317,2.4865334
16318,8.856174
16319,1.1980253
16320,11.7507105
16321,10.2098
16322,4.622888
16323,14.4695015
16324,104.06222
16325,299.62485
16326,486.3196
16327,579.19745
16328,616.1706
16329,616.9367
16330,510.51743
16331,310.35767
16332,313.268
16333,161.64183
16334,23.261564
16335,11.289297
16336,-1.0772293
16337,-9.340415
16338,46.400692
16339,29.162083
16340,2.1254728
16341,8.128928
16342,4.9428406
16343,24.13737
16344,9.693297
16345,11.193654
16346,18.57693
16347,1.4872428
16348,99.12885
16349,376.8254
16350,377.69348
16351,524.3118
16352,630.5439
16353,333.4711
16354,414.99408
16355,203.24187
16356,209.32953
16357,175.33516
16358,-22.93916
16359,28.652859
16360,-45.924454
16361,-49.835445
16362,-38.858932
16363,1.6430683
16364,-18.528648
16365,26.114134
16366,10.609717
16367,10.0170555
16368,8.879843
16369,-1.8165662
16370,-2.9518857
16371,8.458974
16372,106.27071
16373,377.6035
16374,484.25742
16375,569.1968
16376,651.4279
16377,646.57794
16378,517.4138
16379,415.89008
16380,213.97969
16381,109.88154
16382,-6.0184507
16383,27.476746
16384,-0.05266516
16385,2.030479
16386,6.4021487
16387,-9.438304
16388,-1.4457413
16389,11.071943
16390,60.454617
16391,29.532423
16392,7.2576594
16393,2.2642834
16394,-7.229048
16395,12.783705
16396,97.70266
16397,315.40457
16398,512.7839
16399,700.6952
16400,719.41077
16401,710.37933
16402,599.8969
16403,395.4195
16404,183.1346
16405,103.7046
16406,-28.330568
16407,-25.454065
16408,-23.019896
16409,-28.201803
16410,-49.521812
16411,-24.130507
16412,3.6133862
16413,21.418892
16414,-0.36639297
16415,3.2371974
16416,0.7471659
16417,5.233956
16418,63.959324
16419,22.57686
16420,128.76485
16421,311.99402
16422,522.0705
16423,594.1174
16424,598.4142
16425,595.38275
16426,497.1998
16427,367.4171
16428,249.23592
16429,11.906325
16430,-6.1556435
16431,10.263736
16432,-4.6899614
16433,-11.982392
16434,-7.0233727
16435,-15.938449
16436,12.611823
16437,13.076565
16438,13.943795
16439,-23.199688
16440,15.102424
16441,15.992508
16442,-20.543444
16443,15.585244
16444,63.864803
16445,288.0201
16446,495.38907
16447,635.9666
16448,675.32007
16449,669.28467
16450,577.47656
16451,395.90408
16452,328.43674
16453,154.12805
16454,73.23663
16455,18.01499
16456,-7.253503
16457,28.351303
16458,5.8071985
16459,20.00375
16460,5.874849
16461,10.671395
16462,5.847478
16463,10.894115
16464,10.115197
16465,14.771965
16466,11.548926
16467,7.776008
16468,89.05472
16469,263.98306
16470,455.5918
16471,607.4963
16472,607.9237
16473,638.4958
16474,490.9405
16475,403.86536
16476,378.70334
16477,186.2536
16478,56.036373
16479,-0.932436
16480,18.415918
16481,10.548218
16482,0.2766457
16483,-12.398205
16484,22.663485
16485,17.284147
16486,-10.08687
16487,4.4561057
16488,-3.3298008
16489,13.218966
16490,48.77153
16491,13.294811
16492,134.37721
16493,308.4493
16494,501.61597
16495,680.396
16496,541.3541
16497,593.88794
16498,514.55145
16499,343.46927
16500,229.39655
16501,196.20505
16502,15.375088
16503,20.24926
16504,13.237833
16505,-9.759326
16506,90.282265
16507,44.988834
16508,-1.4913313
16509,72.07074
16510,3.1097744
16511,3.0586727
16512,17.00984
16513,-20.92423
16514,-17.072079
16515,-9.746686
16516,210.01549
16517,357.9296
16518,556.8179
16519,702.52673
16520,738.8764
16521,752.8893
16522,525.38116
16523,358.82712
16524,249.20523
16525,149.5171
16526,34.531868
16527,36.095573
16528,30.829641
16529,-4.8348083
16530,19.973576
16531,-7.4417105
16532,-16.196291
16533,5.343633
16534,-11.318173
16535,10.759063
16536,2.0493655
16537,10.537576
16538,-0.4241919
16539,14.777799
16540,128.06104
16541,306.53052
16542,537.1564
16543,732.909
16544,746.748
16545,733.617
16546,543.44324
16547,439.16257
16548,284.6657
16549,164.43822
16550,5.542056
16551,-0.728505
16552,-45.37378
16553,1.6132402
16554,9.375144
16555,2.03311
16556,7.625989
16557,59.134346
16558,1.9069209
16559,-6.3588977
16560,-24.529373
16561,-12.381072
16562,-10.754959
16563,-14.185865
16564,170.0921
16565,304.6176
16566,497.17075
16567,671.1047
16568,728.4702
16569,730.9752
16570,573.3458
16571,454.98972
16572,247.68152
16573,110.853935
16574,-30.085575
16575,-8.593627
16576,34.902023
16577,36.93532
16578,26.063147
16579,17.085
16580,9.717128
16581,-1.7193576
16582,10.020161
16583,6.8222685
16584,10.439098
16585,-27.703243
16586,5.5775414
16587,37.670128
16588,64.22526
16589,359.03412
16590,520.93726
16591,529.229
16592,643.5466
16593,636.4031
16594,503.11295
16595,426.81003
16596,231.28717
16597,92.77286
16598,18.821539
16599,23.168613
16600,-6.6394644
16601,16.37417
16602,-17.508608
16603,60.412582
16604,-20.942728
16605,50.51709
16606,25.882004
16607,86.41598
16608,15.120594
16609,32.301113
16610,52.35022
16611,-5.7798533
16612,91.59558
16613,323.6167
16614,538.259
16615,561.03534
16616,564.9211
16617,618.52985
16618,525.5917
16619,321.3685
16620,202.73053
16621,83.89912
16622,-16.507805
16623,-28.701221
16624,-50.40473
16625,-30.71735
16626,-35.37586
16627,15.198066
16628,10.029241
16629,44.626274
16630,9.844935
16631,9.394107
16632,8.708507
16633,11.490341
16634,-5.0760446
16635,13.019558
16636,105.90204
16637,319.91608
16638,490.65665
16639,570.7339
16640,610.02094
16641,648.12897
16642,543.3669
16643,393.13837
16644,229.59708
16645,99.73791
16646,31.852844
16647,-2.091513
16648,-4.255433
16649,4.682091
16650,1.5667139
16651,12.249469
16652,22.294659
16653,21.892056
16654,7.5107756
16655,-7.956881
16656,12.619916
16657,2.8350744
16658,-8.973908
16659,23.391104
16660,24.545305
16661,235.73979
16662,545.4402
16663,556.90717
16664,564.6022
16665,690.9282
16666,542.8855
16667,400.0071
16668,256.1837
16669,108.86258
16670,-4.996821
16671,-6.6287875
16672,4.721236
16673,-2.3675973
16674,-12.990924
16675,-19.884848
16676,-6.0627966
16677,-2.0924764
16678,-13.860595
16679,-15.294012
16680,-54.065407
16681,-12.306578
16682,-7.940248
16683,2.5421581
16684,53.799305
16685,331.34348
16686,478.86432
16687,568.98004
16688,652.2922
16689,607.3451
16690,552.83405
16691,392.97647
16692,251.68765
16693,93.666664
16694,-1.5186673
16695,0.36198378
16696,-5.050265
16697,-7.5453634
16698,9.598916
16699,-4.837401
16700,14.009569
16701,11.556956
16702,11.73388
16703,3.5229478
16704,4.9511595
16705,7.2614684
16706,2.151114
16707,16.87619
16708,66.35586
16709,334.34116
16710,517.10046
16711,649.61847
16712,644.3331
16713,667.57117
16714,559.1583
16715,375.3179
16716,238.2441
16717,182.96855
16718,49.2094
16719,19.373734
16720,-28.01883
16721,-5.88485
16722,15.628705
16723,-11.56326
16724,56.435055
16725,-1.8328161
16726,4.559544
16727,1.350644
16728,1.091512
16729,-6.961493
16730,1.7401953
16731,-70.941055
16732,47.46969
16733,322.22076
16734,432.56097
16735,585.13464
16736,658.5298
16737,637.2872
16738,535.78394
16739,441.7164
16740,288.3453
16741,135.08255
16742,62.567707
16743,-0.042474493
16744,30.087072
16745,4.6731186
16746,-2.7345142
16747,10.865305
16748,22.240221
16749,3.7164783
16750,65.30972
16751,45.82054
16752,-0.8146378
16753,2.4967043
16754,-0.2842632
16755,17.330582
16756,123.05265
16757,330.4219
16758,564.96356
16759,686.50476
16760,729.54205
16761,706.8569
16762,525.2431
16763,449.39645
16764,257.36322
16765,204.7234
16766,-18.3424
16767,2.9829385
16768,-9.071831
16769,-20.121632
16770,-13.56958
16771,-4.5496044
16772,69.25475
16773,33.801727
16774,14.952503
16775,17.58891
16776,73.95507
16777,11.964646
16778,10.180896
16779,26.508318
16780,103.766045
16781,351.86697
16782,554.7118
16783,722.0594
16784,694.45825
16785,636.6064
16786,476.28818
16787,332.5016
16788,225.34254
16789,107.45132
16790,23.033752
16791,23.37897
16792,46.98718
16793,10.638307
16794,67.50492
16795,46.70839
16796,-26.525892
16797,41.036983
16798,11.634791
16799,115.81669
16800,47.176712
16801,130.67581
16802,107.84518
16803,180.09328
16804,245.1405
16805,379.81213
16806,565.2485
16807,549.9451
16808,612.5977
16809,608.47675
16810,468.52362
16811,441.2314
16812,375.73715
16813,195.40982
16814,87.44537
16815,-21.113138
16816,16.257208
16817,42.970856
16818,1.016092
16819,1.8006827
16820,22.55645
16821,13.240995
16822,7.8525677
16823,6.901634
16824,15.452722
16825,6.910791
16826,-5.93637
16827,4.4914207
16828,80.06938
16829,325.4981
16830,540.0178
16831,686.51245
16832,697.5233
16833,708.23413
16834,565.17346
16835,461.33243
16836,279.008
16837,174.56966
16838,46.25144
16839,14.163238
16840,6.233123
16841,20.514559
16842,11.351964
16843,-8.1554785
16844,-38.75616
16845,17.96278
16846,33.814953
16847,5.6504617
16848,3.4782655
16849,18.890633
16850,-1.1342183
16851,28.852324
16852,132.94437
16853,310.93298
16854,595.39264
16855,669.60986
16856,728.25275
16857,729.4551
16858,532.971
16859,436.70752
16860,248.30733
16861,206.47003
16862,2.1482594
16863,21.60186
16864,39.761936
16865,31.168653
16866,6.6932807
16867,12.664138
16868,1.4638214
16869,2.5721507
16870,1.971469
16871,7.5309057
16872,9.161639
16873,-0.7127725
16874,4.7977204
16875,3.8427358
16876,77.061714
16877,333.50113
16878,504.9809
16879,772.35645
16880,747.0005
16881,745.25494
16882,561.3563
16883,417.3419
16884,314.42807
16885,147.47478
16886,59.90398
16887,23.54866
16888,3.0757678
16889,5.949931
16890,3.0485995
16891,8.745634
16892,5.7662554
16893,15.496077
16894,8.884921
16895,11.57731
16896,17.159939
16897,20.064238
16898,19.582964
16899,75.50055
16900,97.619286
16901,383.4552
16902,567.7385
16903,684.64954
16904,753.792
16905,768.6699
16906,598.5333
16907,420.213
16908,272.90744
16909,205.27261
16910,13.991603
16911,2.4555926
16912,-6.8655586
16913,-0.9189743
16914,21.213966
16915,25.99031
16916,-9.477012
16917,-4.1042933
16918,1.1351023
16919,10.163063
16920,-8.061698
16921,1.2964125
16922,8.207148
16923,9.708645
16924,92.67976
16925,353.48032
16926,622.3817
16927,686.1572
16928,728.87946
16929,742.4623
16930,596.4691
16931,473.14783
16932,316.37476
16933,163.20924
16934,-21.890873
16935,7.9741554
16936,7.1674404
16937,-9.251793
16938,2.180276
16939,14.841245
16940,6.5608544
16941,16.305294
16942,0.67202556
16943,11.142109
16944,9.556035
16945,8.187152
16946,8.159593
16947,10.602972
16948,96.7241
16949,371.52658
16950,566.0817
16951,652.5351
16952,755.5795
16953,755.93524
16954,617.8131
16955,478.3066
16956,294.75494
16957,155.8004
16958,-19.992975
16959,15.29304
16960,7.9100018
16961,14.897952
16962,40.140713
16963,-3.2364788
16964,3.4547272
16965,-22.79816
16966,-35.31194
16967,5.6026435
16968,-11.4120245
16969,-7.870246
16970,-9.997706
16971,15.020991
16972,106.20421
16973,368.68326
16974,461.8019
16975,537.772
16976,553.1515
16977,566.55536
16978,531.3906
16979,361.32654
16980,271.05304
16981,93.33712
16982,26.04595
16983,0.4287083
16984,-0.26940876
16985,2.0085962
16986,5.8104253
16987,14.710188
16988,7.7292523
16989,-9.76021
16990,-11.715156
16991,-6.7521706
16992,-11.091811
16993,-6.9996786
16994,-11.022096
16995,-37.532284
16996,71.485535
16997,242.42503
16998,416.1248
16999,653.3067
17000,613.8717
17001,733.23914
17002,587.2309
17003,480.52853
17004,315.5497
17005,133.6455
17006,13.259897
17007,21.68463
17008,-14.533657
17009,-3.3546274
17010,-13.082111
17011,0.69740963
17012,-13.435687
17013,8.451194
17014,11.270142
17015,2.0672278
17016,-7.526143
17017,-0.18067354
17018,-2.6435416
17019,6.8178997
17020,102.47873
17021,368.4908
17022,515.00037
17023,689.71405
17024,750.7728
17025,617.80023
17026,516.8935
17027,449.41428
17028,245.6461
17029,163.24132
17030,46.605778
17031,24.852411
17032,8.762294
17033,8.039077
17034,8.5490675
17035,-13.710501
17036,-3.460698
17037,65.660515
17038,-12.96581
17039,5.5984907
17040,3.1008008
17041,8.216688
17042,3.60504
17043,9.18563
17044,82.856064
17045,384.0314
17046,509.95413
17047,644.84125
17048,658.20966
17049,680.68665
17050,548.4827
17051,422.80295
17052,247.37057
17053,157.40465
17054,17.849663
17055,6.296256
17056,40.74488
17057,-15.541421
17058,1.1915907
17059,6.8212857
17060,2.0094042
17061,15.30681
17062,-10.420962
17063,11.403216
17064,11.263429
17065,8.974209
17066,8.829197
17067,6.223102
17068,77.37967
17069,346.35294
17070,503.01242
17071,648.78314
17072,672.55975
17073,623.3578
17074,513.39484
17075,448.4546
17076,262.39438
17077,142.3296
17078,27.678902
17079,-5.2598357
17080,4.704708
17081,-34.724457
17082,-6.5305395
17083,-3.0966053
17084,1.3630134
17085,25.882288
17086,9.836918
17087,4.235433
17088,9.727125
17089,7.213555
17090,11.179881
17091,4.66806
17092,83.83032
17093,371.72977
17094,492.87714
17095,589.5916
17096,639.7752
17097,678.8562
17098,511.82266
17099,402.54514
17100,193.50327
17101,95.673874
17102,-9.7283945
17103,-4.0742044
17104,-21.692606
17105,0.459069
17106,-2.6714492
17107,7.917673
17108,58.90061
17109,-1.6106834
17110,-5.712725
17111,2.1141787
17112,-10.077587
17113,-17.199465
17114,-8.900965
17115,-0.32691023
17116,46.316982
17117,243.5928
17118,401.5248
17119,538.25385
17120,661.6431
17121,607.8078
17122,554.36414
17123,309.04874
17124,233.95334
17125,115.13389
17126,5.2538013
17127,2.6649733
17128,8.559852
17129,4.4183416
17130,5.4132605
17131,-6.7848706
17132,-3.3405585
17133,-13.461504
17134,-0.23046523
17135,-5.008982
17136,5.9537597
17137,12.025316
17138,14.733263
17139,4.4115014
17140,57.58704
17141,249.7706
17142,420.6185
17143,555.99054
17144,678.0598
17145,633.8091
17146,562.768
17147,399.91138
17148,266.6275
17149,85.98239
17150,-20.720358
17151,6.5361767
17152,-1.5249718
17153,17.428522
17154,-1.6075627
17155,13.802906
17156,14.87542
17157,0.8111409
17158,2.7570965
17159,31.048798
17160,8.96097
17161,5.9060454
17162,2.7133799
17163,22.835213
17164,55.43941
17165,313.95505
17166,587.8224
17167,699.17834
17168,702.4841
17169,733.6557
17170,468.85684
17171,452.31937
17172,239.03049
17173,135.83702
17174,24.892681
17175,29.917116
17176,12.661174
17177,15.870618
17178,7.0835986
17179,2.5725424
17180,4.1708355
17181,-11.45975
17182,-3.814622
17183,-60.00257
17184,4.123824
17185,7.929169
17186,5.011527
17187,0.7373682
17188,98.417694
17189,338.42844
17190,497.40964
17191,680.74396
17192,672.8081
17193,637.15924
17194,605.38763
17195,458.7038
17196,306.60553
17197,162.93863
17198,10.889429
17199,19.439476
17200,3.2655995
17201,0.09506227
17202,4.6431856
17203,-2.4575763
17204,-13.629737
17205,-6.128994
17206,-8.901852
17207,-35.048534
17208,2.2264576
17209,-7.7686534
17210,-8.283788
17211,-17.018267
17212,48.046436
17213,262.60532
17214,563.191
17215,580.77747
17216,640.669
17217,653.8566
17218,568.33997
17219,431.64777
17220,240.20549
17221,180.69542
17222,-7.3126874
17223,-12.225774
17224,-23.54822
17225,-25.474024
17226,-3.7210639
17227,-11.956467
17228,-6.454868
17229,-12.051127
17230,-10.958878
17231,-18.973162
17232,-5.468372
17233,-4.472482
17234,-25.241705
17235,-0.25017905
17236,117.299446
17237,358.61572
17238,569.7747
17239,645.65137
17240,712.14954
17241,757.19855
17242,530.68604
17243,440.56946
17244,272.9239
17245,163.91118
17246,42.939304
17247,0.77126324
17248,-20.391113
17249,-15.75847
17250,3.2135475
17251,-6.314489
17252,9.410278
17253,12.144133
17254,2.5167055
17255,-7.651949
17256,59.06884
17257,15.771339
17258,5.6273694
17259,10.47145
17260,45.10076
17261,373.7033
17262,456.5744
17263,622.7211
17264,689.5518
17265,649.03455
17266,549.6055
17267,476.02032
17268,288.76303
17269,148.88878
17270,9.6505
17271,5.035715
17272,17.600113
17273,-18.442066
17274,-7.208881
17275,2.3067162
17276,1.0753558
17277,-14.82764
17278,5.699466
17279,7.5076165
17280,19.698288
17281,2.434366
17282,-4.892011
17283,-1.174645
17284,125.040016
17285,272.25513
17286,440.42953
17287,533.9802
17288,552.7826
17289,577.93976
17290,466.04712
17291,423.83475
17292,210.70105
17293,109.58975
17294,-0.45407635
17295,22.3013
17296,44.38084
17297,19.203463
17298,4.166061
17299,3.408572
17300,-8.122444
17301,-0.53635967
17302,8.38163
17303,-1.2569978
17304,-8.917083
17305,0.42147386
17306,-3.269882
17307,28.503435
17308,61.18418
17309,278.02557
17310,460.8339
17311,663.6485
17312,699.7623
17313,709.7575
17314,575.05115
17315,400.3896
17316,288.3898
17317,81.2888
17318,21.005522
17319,16.741884
17320,6.330399
17321,-0.22779803
17322,7.8694587
17323,-9.566782
17324,-0.23063108
17325,5.714091
17326,3.6986828
17327,7.841319
17328,8.045773
17329,2.10963
17330,-6.144685
17331,26.822594
17332,64.9905
17333,116.383354
17334,491.31677
17335,611.6968
17336,747.53064
17337,664.01276
17338,615.6108
17339,449.17004
17340,312.0395
17341,261.50592
17342,52.95875
17343,25.073591
17344,22.515722
17345,3.1077645
17346,18.186485
17347,19.246603
17348,-10.281215
17349,-6.2131953
17350,-5.5262256
17351,11.257183
17352,24.622313
17353,10.952115
17354,1.9387922
17355,-10.48992
17356,63.799538
17357,195.67935
17358,371.21823
17359,583.43463
17360,721.183
