,cabildo
2963,847.70935
2964,795.5356
2965,795.4991
2966,745.65485
2967,679.7718
2968,512.96796
2969,126.66922
2970,73.194855
2971,4.81075
2972,-17.273216
2973,116.20413
2974,49.175232
2975,16.293575
2976,-39.748703
2977,-1.7660677
2978,-14.751702
2979,-7.5705614
2980,9.41448
2981,27.26538
2982,76.025246
2983,247.07036
2984,455.05286
2985,732.45654
2986,852.83594
2987,841.64166
2988,878.43915
2989,801.5842
2990,687.7312
2991,587.0701
2992,522.6649
2993,147.63669
2994,45.29291
2995,101.59003
2996,51.76989
2997,151.31595
2998,44.757355
2999,81.89384
3000,53.470528
3001,102.40328
3002,27.686705
3003,93.2762
3004,11.011804
3005,108.18026
3006,145.02473
3007,289.45016
3008,639.27325
3009,736.76917
3010,984.9514
3011,1018.42084
3012,950.7883
3013,979.90186
3014,827.84766
3015,777.39606
3016,588.09045
3017,198.89896
3018,144.42642
3019,111.9891
3020,81.55148
3021,121.821526
3022,122.89442
3023,61.04384
3024,64.02135
3025,47.504265
3026,109.63654
3027,96.181046
3028,74.80131
3029,38.314663
3030,156.5961
3031,324.2175
3032,661.3576
3033,963.6662
3034,1060.8314
3035,1049.7449
3036,1085.8124
3037,928.9875
3038,790.18787
3039,687.17224
3040,546.5709
3041,170.87378
3042,112.96689
3043,115.3597
3044,108.31025
3045,126.22901
3046,126.81881
3047,55.208454
3048,45.371384
3049,98.53317
3050,134.02345
3051,64.26573
3052,21.00752
3053,82.699486
3054,141.26845
3055,288.74002
3056,465.91754
3057,757.7887
3058,781.70795
3059,835.4133
3060,886.78503
3061,710.02734
3062,683.59955
3063,581.044
3064,369.69724
3065,62.092182
3066,-3.6366384
3067,37.290043
3068,57.418438
3069,53.07211
3070,57.650288
3071,62.956356
3072,47.553368
3073,10.064229
3074,10.286713
3075,26.432396
3076,57.586823
3077,29.053272
3078,54.538574
3079,241.02426
3080,581.05664
3081,854.22394
3082,981.0118
3083,975.0202
3084,1038.4336
3085,1034.0663
3086,933.8704
3087,779.6725
3088,606.15643
3089,209.83849
3090,140.10683
3091,130.13708
3092,101.66688
3093,37.98957
3094,48.578423
3095,20.69995
3096,56.299908
3097,16.791174
3098,30.46675
3099,-11.44099
3100,36.40496
3101,68.979576
3102,152.41422
3103,329.40955
3104,667.0163
3105,860.36865
3106,1009.054
3107,924.3366
3108,909.3951
3109,871.8379
3110,742.1535
3111,680.2601
3112,575.2668
3113,165.68297
3114,91.75453
3115,115.29313
3116,168.98868
3117,91.00066
3118,43.37059
3119,-5.214744
3120,37.659985
3121,12.502547
3122,44.710052
3123,20.952364
3124,47.337574
3125,16.517311
3126,84.026535
3127,379.02097
3128,686.09296
3129,801.15845
3130,944.9352
3131,1002.157
3132,990.4641
3133,926.57385
3134,789.8289
3135,645.996
3136,551.0341
3137,221.73474
3138,83.01936
3139,96.33455
3140,59.833458
3141,68.54929
3142,44.763683
3143,-2.2448225
3144,-17.526636
3145,41.84045
3146,12.560466
3147,11.230067
3148,66.18163
3149,71.47577
3150,106.163506
3151,370.52808
3152,562.95624
3153,777.2258
3154,846.19476
3155,909.73254
3156,995.52515
3157,886.899
3158,762.91315
3159,593.1233
3160,511.47498
3161,126.31721
3162,15.223371
3163,-4.6531625
3164,92.37817
3165,54.020233
3166,76.53875
3167,20.051788
3168,-1.3888731
3169,75.40345
3170,50.363594
3171,49.348606
3172,74.977165
3173,54.531788
3174,58.714287
3175,296.80673
3176,608.13074
3177,878.7164
3178,1044.8481
3179,994.5974
3180,994.19104
3181,876.18756
3182,776.4697
3183,708.9527
3184,566.5841
3185,149.99313
3186,76.02366
3187,64.350464
3188,27.390282
3189,113.24164
3190,79.38234
3191,107.37294
3192,146.87732
3193,130.3528
3194,128.25827
3195,48.273903
3196,128.24657
3197,269.48343
3198,184.68726
3199,300.47598
3200,513.6855
3201,507.4079
3202,573.05066
3203,839.9775
3204,573.1204
3205,404.1773
3206,34.70409
3207,-12.706184
3208,-80.01366
3209,-78.25374
3210,14.300834
3211,-36.804646
3212,73.26342
3213,189.35132
3214,166.92807
3215,45.180325
3216,36.88932
3217,20.666595
3218,55.691303
3219,130.6077
3220,245.8572
3221,438.70523
3222,780.76196
3223,835.1168
3224,910.5616
3225,904.9027
3226,795.6589
3227,713.13354
3228,615.83496
3229,413.26004
3230,-66.29077
3231,-105.37845
3232,-148.68456
3233,-86.35623
3234,-58.96359
3235,-3.7598724
3236,48.785606
3237,15.758006
3238,27.863913
3239,42.784973
3240,40.479225
3241,40.5138
3242,68.716125
3243,134.79745
3244,304.58447
3245,625.64044
3246,687.90424
3247,898.45917
3248,1040.5231
3249,1006.3002
3250,952.1034
3251,730.4705
3252,752.3697
3253,521.51404
3254,119.092094
3255,-3.4486365
3256,87.25081
3257,73.860565
3258,86.38197
3259,51.900696
3260,37.903038
3261,16.455988
3262,28.325777
3263,31.615135
3264,114.078514
3265,103.42142
3266,70.7577
3267,140.86832
3268,289.2777
3269,618.80676
3270,818.65137
3271,827.8743
3272,914.68225
3273,766.4379
3274,719.03357
3275,596.55273
3276,539.2279
3277,460.21033
3278,104.78734
3279,51.9909
3280,-49.912117
3281,-0.75743675
3282,57.5512
3283,67.41958
3284,102.61678
3285,115.49522
3286,154.07674
3287,-14.051572
3288,63.08497
3289,-6.833003
3290,95.82717
3291,183.89938
3292,459.91998
3293,651.8345
3294,864.1059
3295,1062.8308
3296,1150.1575
3297,1041.3446
3298,889.2194
3299,716.48553
3300,563.9172
3301,379.44086
3302,34.3578
3303,-29.538729
3304,-17.090721
3305,-29.494993
3306,-36.351
3307,-41.470825
3308,80.65496
3309,55.07797
3310,95.828285
3311,73.285225
3312,111.05549
3313,133.26184
3314,131.28581
3315,195.79436
3316,366.60193
3317,639.4078
3318,812.1711
3319,959.90063
3320,908.4575
3321,953.3965
3322,900.65576
3323,798.8695
3324,654.5207
3325,649.5365
3326,235.04002
3327,143.26988
3328,122.36095
3329,117.14499
3330,44.165604
3331,135.70467
3332,16.985817
3333,-24.09425
3334,42.826813
3335,57.565052
3336,75.66036
3337,60.991634
3338,143.11751
3339,143.69754
3340,396.54056
3341,582.2742
3342,698.5582
3343,928.55035
3344,952.7822
3345,938.8682
3346,784.3195
3347,650.8411
3348,572.36896
3349,394.31378
3350,156.38834
3351,72.95576
3352,59.78381
3353,1.2502656
3354,131.14502
3355,54.902153
3356,38.08422
3357,124.16346
3358,27.82027
3359,59.20307
3360,42.971283
3361,32.723812
3362,97.89314
3363,85.1131
3364,228.19115
3365,610.2088
3366,842.3414
3367,976.29694
3368,997.39014
3369,1018.66077
3370,885.32666
3371,742.7256
3372,646.6164
3373,364.65652
3374,64.811195
3375,11.538903
3376,90.69432
3377,66.622665
3378,106.46755
3379,89.2919
3380,34.366337
3381,76.545616
3382,47.2189
3383,50.668583
3384,5.739898
3385,86.90825
3386,77.475746
3387,98.20462
3388,315.87396
3389,581.3723
3390,731.05316
3391,924.10724
3392,882.1539
3393,977.935
3394,937.9554
3395,696.8442
3396,510.19278
3397,487.80667
3398,98.530685
3399,51.05793
3400,35.73073
3401,102.19827
3402,36.740288
3403,36.21834
3404,36.884144
3405,5.0976048
3406,21.398949
3407,61.220066
3408,82.887566
3409,35.229336
3410,85.27219
3411,168.27261
3412,236.11693
3413,538.0304
3414,859.36786
3415,906.13837
3416,757.4739
3417,839.9933
3418,811.131
3419,847.8515
3420,629.70807
3421,380.50507
3422,124.20535
3423,38.808834
3424,81.781715
3425,103.38829
3426,77.30669
3427,70.10098
3428,40.687588
3429,27.181356
3430,4.265283
3431,68.12722
3432,58.39151
3433,114.43939
3434,77.2869
3435,259.24112
3436,293.6888
3437,653.4884
3438,767.8024
3439,914.34393
3440,868.8906
3441,909.0883
3442,821.4564
3443,806.9599
3444,709.5799
3445,529.1387
3446,155.96698
3447,41.85263
3448,165.58032
3449,36.39516
3450,72.196144
3451,10.960535
3452,32.296814
3453,107.76633
3454,59.823006
3455,79.81886
3456,91.8768
3457,37.771915
3458,78.29031
3459,114.310875
3460,211.50333
3461,571.9332
3462,888.2354
3463,888.03986
3464,882.014
3465,759.8356
3466,889.6256
3467,787.0237
3468,697.6278
3469,525.5191
3470,132.07634
3471,104.51599
3472,94.50625
3473,89.15111
3474,77.32486
3475,78.93056
3476,112.25305
3477,63.037663
3478,22.285007
3479,5.602068
3480,30.900694
3481,48.30131
3482,64.4635
3483,86.29962
3484,215.36395
3485,570.4129
3486,833.3679
3487,969.6924
3488,886.76984
3489,884.30115
3490,944.0832
3491,786.2604
3492,626.4307
3493,503.41852
3494,149.14908
3495,148.97469
3496,90.972565
3497,70.148674
3498,74.59925
3499,73.43604
3500,78.86523
3501,102.81439
3502,90.51138
3503,92.64768
3504,80.624664
3505,77.76811
3506,84.14795
3507,156.52556
3508,274.65558
3509,573.70636
3510,849.8281
3511,901.4979
3512,876.99084
3513,1002.2075
3514,934.95184
3515,736.23724
3516,650.71765
3517,379.05734
3518,131.67242
3519,-2.0991898
3520,-0.12151878
3521,119.78165
3522,71.18835
3523,74.84421
3524,51.39453
3525,9.281245
3526,23.224894
3527,76.16126
3528,103.15303
3529,71.3442
3530,80.523865
3531,180.84506
3532,273.4186
3533,592.21387
3534,794.6036
3535,959.30273
3536,990.7325
3537,1040.9042
3538,915.00146
3539,802.7657
3540,577.67487
3541,480.5816
3542,125.69414
3543,0.932679
3544,125.84495
3545,46.01845
3546,82.97221
3547,95.2446
3548,42.719982
3549,-2.6441536
3550,100.912384
3551,73.11078
3552,57.487198
3553,50.281624
3554,126.57077
3555,214.23425
3556,366.71133
3557,671.8698
3558,886.50995
3559,951.79175
3560,1061.2754
3561,1010.13367
3562,887.4095
3563,823.8983
3564,721.22424
3565,542.07434
3566,114.08685
3567,84.429695
3568,71.48541
3569,65.51342
3570,52.557655
3571,10.941746
3572,2.585834
3573,9.003846
3574,17.993542
3575,25.359703
3576,15.686676
3577,61.60299
3578,63.477634
3579,140.62224
3580,219.72896
3581,645.3656
3582,803.8508
3583,821.0641
3584,991.8458
3585,998.8958
3586,885.1945
3587,786.06946
3588,616.2143
3589,469.58682
3590,46.384075
3591,41.702763
3592,14.180492
3593,141.63135
3594,102.46799
3595,90.27495
3596,8.735351
3597,22.453485
3598,11.318734
3599,68.31011
3600,95.99099
3601,23.458355
3602,48.93704
3603,131.28108
3604,309.31436
3605,701.56323
3606,950.26404
3607,1034.8705
3608,1088.151
3609,1114.4448
3610,983.35425
3611,891.3377
3612,792.70166
3613,568.8065
3614,172.58298
3615,179.48083
3616,116.09745
3617,107.50085
3618,12.63753
3619,25.060024
3620,58.71177
3621,49.76913
3622,48.80892
3623,45.103195
3624,98.885956
3625,109.18526
3626,111.38202
3627,180.72255
3628,400.8439
3629,702.37354
3630,821.65985
3631,944.77704
3632,977.0881
3633,999.2391
3634,943.6793
3635,764.0256
3636,729.38794
3637,618.14655
3638,204.94147
3639,142.24557
3640,134.2158
3641,117.60546
3642,93.64466
3643,155.87347
3644,104.93762
3645,49.999565
3646,31.187904
3647,40.393314
3648,98.56823
3649,182.82967
3650,111.10942
3651,116.28082
3652,435.56754
3653,686.08124
3654,904.64844
3655,960.03296
3656,989.1926
3657,1024.958
3658,866.9319
3659,847.5955
3660,744.4203
3661,637.45746
3662,250.38792
3663,56.0745
3664,91.19794
3665,95.05894
3666,10.660369
3667,55.73368
3668,48.84997
3669,39.157722
3670,1.9011649
3671,14.061085
3672,-0.7571618
3673,-14.35481
3674,31.394316
3675,63.29954
3676,300.40985
3677,655.63885
3678,876.0148
3679,987.8783
3680,981.90576
3681,1136.7766
3682,1032.2898
3683,895.02246
3684,756.2342
3685,472.8294
3686,189.17291
3687,135.37599
3688,91.12049
3689,118.712425
3690,84.59709
3691,51.30201
3692,19.26445
3693,2.0738885
3694,32.162956
3695,15.68096
3696,27.975567
3697,14.430808
3698,-8.0265045
3699,123.524124
3700,292.45288
3701,647.1463
3702,948.2762
3703,1026.1306
3704,1114.8281
3705,1052.5316
3706,971.4448
3707,861.1684
3708,727.3913
3709,477.25983
3710,115.09758
3711,28.948498
3712,31.632267
3713,26.967705
3714,20.721222
3715,-2.5717814
3716,57.622147
3717,27.869835
3718,10.985294
3719,38.11153
3720,65.140854
3721,52.03119
3722,67.85086
3723,121.67542
3724,355.24316
3725,643.48627
3726,928.6255
3727,1014.6837
3728,1092.6938
3729,1083.3041
3730,919.93805
3731,871.0552
3732,725.81335
3733,596.4056
3734,142.50462
3735,72.98132
3736,56.556732
3737,53.841232
3738,93.87282
3739,92.14009
3740,92.93079
3741,91.939384
3742,90.55665
3743,86.18834
3744,82.82928
3745,83.04055
3746,98.9223
3747,162.05649
3748,367.48538
3749,671.946
3750,959.953
3751,1042.7943
3752,1135.9862
3753,1107.0878
3754,1031.0613
3755,926.94696
3756,747.81055
3757,556.71106
3758,174.24577
3759,135.97363
3760,104.52827
3761,83.403694
3762,117.47269
3763,120.886925
3764,105.208015
3765,155.45729
3766,92.16369
3767,101.19667
3768,152.54283
3769,113.00937
3770,121.58895
3771,211.81772
3772,362.1864
3773,714.979
3774,927.7188
3775,979.6913
3776,1126.3544
3777,1024.7096
3778,933.0123
3779,791.8856
3780,729.291
3781,549.4857
3782,170.8442
3783,93.88988
3784,100.703445
3785,26.268513
3786,101.97778
3787,67.01114
3788,59.08557
3789,50.126633
3790,-4.9926443
3791,48.151398
3792,-9.595254
3793,62.078274
3794,19.401827
3795,61.19239
3796,360.41168
3797,633.6632
3798,944.6157
3799,1056.0298
3800,1025.0844
3801,1034.52
3802,864.1366
3803,700.7029
3804,699.90857
3805,572.51495
3806,178.65196
3807,99.07378
3808,102.88036
3809,57.979126
3810,97.11365
3811,108.51026
3812,100.54325
3813,80.437614
3814,83.24244
3815,62.819576
3816,62.261154
3817,88.37028
3818,62.608974
3819,123.992775
3820,313.91315
3821,643.65265
3822,879.98346
3823,993.3693
3824,1043.6958
3825,1110.7815
3826,985.902
3827,843.8452
3828,705.5112
3829,504.9796
3830,128.04427
3831,121.51048
3832,76.67696
3833,88.22108
3834,81.604164
3835,91.90322
3836,75.29582
3837,76.79817
3838,73.16142
3839,81.58345
3840,70.6864
3841,74.41049
3842,66.719284
3843,219.62463
3844,319.40552
3845,640.16705
3846,893.2569
3847,994.4809
3848,1034.6853
3849,1016.5183
3850,888.3252
3851,755.9651
3852,749.1473
3853,526.63525
3854,119.12862
3855,126.67965
3856,-34.403927
3857,24.041893
3858,32.07426
3859,56.884815
3860,88.01052
3861,79.68766
3862,23.199717
3863,55.598507
3864,51.83005
3865,35.264503
3866,41.075394
3867,980.8316
3868,1009.2584
3869,999.4552
3870,433.42307
3871,93.864044
3872,89.2355
3873,86.786674
3874,57.301483
3875,52.73686
3876,89.12845
3877,73.24321
3878,98.100876
3879,63.94168
3880,114.81172
3881,87.63462
3882,338.94797
3883,855.38165
3884,991.34595
3885,999.5348
3886,832.30176
3887,779.76587
3888,554.9541
3889,144.4526
3890,100.33619
3891,76.86035
3892,64.40933
3893,83.78424
3894,86.32533
3895,-3.2116
3896,-15.331193
3897,11.899188
3898,20.581022
3899,3.6731045
3900,50.764633
3901,37.422832
3902,68.3635
3903,608.41595
3904,747.3194
3905,1027.2775
3906,916.4494
3907,811.92413
3908,730.9324
3909,101.04954
3910,41.57084
3911,102.90084
3912,117.840576
3913,27.694483
3914,6.055206
3915,19.291441
3916,41.595184
3917,20.167067
3918,93.539345
3919,24.36551
3920,42.857574
3921,934.2217
3922,920.17487
3923,922.1183
3924,827.7711
3925,718.8443
3926,653.90643
3927,382.8494
3928,127.18193
3929,3.194879
3930,-14.736461
3931,70.04751
3932,90.21532
3933,88.39808
3934,66.78078
3935,54.14818
3936,29.874046
3937,43.065113
3938,41.505215
3939,73.816185
3940,40.66315
3941,101.32083
3942,390.59317
3943,701.4011
3944,849.8977
3945,870.883
3946,900.7984
3947,871.34
3948,837.0783
3949,859.1531
3950,667.10645
3951,497.27063
3952,68.60343
3953,108.48403
3954,86.10281
3955,63.710773
3956,-0.7258872
3957,139.94843
3958,116.907715
3959,34.28814
3960,26.91161
3961,117.73114
3962,68.10833
3963,70.7922
3964,134.92545
3965,187.92976
3966,407.75027
3967,685.06683
3968,934.2041
3969,990.3245
3970,1022.9767
3971,1010.28534
3972,956.735
3973,850.10425
3974,718.0484
3975,535.1874
3976,122.5446
3977,56.192177
3978,112.25145
3979,106.53064
3980,91.61682
3981,95.667915
3982,66.385345
3983,63.252953
3984,64.66856
3985,86.9103
3986,38.204197
3987,68.61996
3988,62.980877
3989,175.28311
3990,378.0421
3991,656.87006
3992,916.686
3993,1055.814
3994,1071.4867
3995,1079.1274
3996,962.33057
3997,887.25476
3998,780.09973
3999,574.5865
4000,182.37526
4001,111.46003
4002,96.43813
4003,73.58715
4004,77.06138
4005,84.97661
4006,95.45838
4007,82.033066
4008,2.2453847
4009,63.671417
4010,45.348293
4011,61.66113
4012,110.94622
4013,187.06383
4014,361.68442
4015,629.92773
4016,927.93384
4017,1050.9192
4018,985.9871
4019,1083.064
4020,939.08966
4021,766.64685
4022,761.748
4023,518.07825
4024,144.21255
4025,73.21879
4026,3.1378512
4027,74.68129
4028,86.618576
4029,75.51192
4030,1.356331
4031,14.187239
4032,14.18025
4033,37.807228
4034,29.030165
4035,40.699757
4036,53.732964
4037,133.93698
4038,212.42607
4039,614.0838
4040,824.0193
4041,966.93335
4042,1016.0817
4043,1085.3259
4044,854.67444
4045,661.2428
4046,690.8567
4047,481.45465
4048,113.19688
4049,60.27893
4050,46.40293
4051,51.498474
4052,49.988243
4053,51.176697
4054,-13.676906
4055,5.2069798
4056,6.9749265
4057,21.171694
4058,24.341105
4059,-19.278925
4060,9.841645
4061,98.17919
4062,268.2556
4063,651.6568
4064,832.23047
4065,1001.50916
4066,1037.435
4067,1013.3568
4068,942.62897
4069,869.95245
4070,662.6948
4071,444.1968
4072,98.121346
4073,74.27435
4074,36.67227
4075,56.245747
4076,40.22307
4077,48.57038
4078,42.38812
4079,45.367058
4080,48.023766
4081,77.45686
4082,61.880547
4083,67.25543
4084,91.40285
4085,133.1292
4086,315.83087
4087,607.833
4088,758.3433
4089,953.1129
4090,1063.2137
4091,971.54614
4092,940.827
4093,843.68396
4094,716.0935
4095,463.79544
4096,103.308754
4097,60.493145
4098,32.28136
4099,56.557663
4100,45.7316
4101,83.898125
4102,39.886856
4103,58.464413
4104,34.838867
4105,49.441643
4106,63.076984
4107,65.00254
4108,52.317364
4109,110.7669
4110,312.42694
4111,652.7237
4112,838.7318
4113,948.97955
4114,919.3484
4115,984.8174
4116,841.536
4117,841.642
4118,631.4257
4119,402.56284
4120,150.29301
4121,39.708603
4122,22.302095
4123,0.8942986
4124,19.661774
4125,11.77253
4126,40.267056
4127,36.636
4128,26.559578
4129,48.161366
4130,37.26466
4131,30.51236
4132,55.02984
4133,120.71955
4134,302.62854
4135,620.0842
4136,825.1566
4137,1018.41864
4138,1036.0885
4139,1093.7826
4140,888.0199
4141,768.05273
4142,684.468
4143,471.50467
4144,140.92159
4145,81.91356
4146,-22.402708
4147,61.539604
4148,43.232193
4149,49.23163
4150,51.77269
4151,35.613934
4152,26.917097
4153,97.858154
4154,73.79991
4155,57.94782
4156,74.59528
4157,133.06107
4158,299.8012
4159,563.6889
4160,849.767
4161,987.4804
4162,1041.9609
4163,1031.1793
4164,917.78015
4165,816.78986
4166,732.00726
4167,507.61673
4168,136.93953
4169,81.89253
4170,43.320297
4171,20.942905
4172,43.332375
4173,55.44081
4174,35.12797
4175,42.854782
4176,52.668026
4177,34.459385
4178,84.008736
4179,83.979355
4180,80.531136
4181,291.95282
4182,650.0831
4183,888.18365
4184,967.38965
4185,1097.7687
4186,1062.2599
4187,985.0582
4188,831.4598
4189,730.9296
4190,499.75885
4191,151.90565
4192,90.11149
4193,49.582054
4194,52.30599
4195,48.0145
4196,52.90147
4197,47.52676
4198,67.389854
4199,62.126713
4200,56.00761
4201,45.20562
4202,48.1937
4203,56.51999
4204,157.8697
4205,285.25537
4206,632.07153
4207,859.38666
4208,1001.478
4209,1037.2194
4210,1042.6012
4211,824.01855
4212,833.5136
4213,735.14545
4214,503.58044
4215,161.21101
4216,95.92439
4217,41.135544
4218,45.58946
4219,66.210785
4220,44.193142
4221,47.14742
4222,75.69413
4223,41.885433
4224,48.576973
4225,37.716625
4226,54.499817
4227,77.79911
4228,121.350334
4229,389.19513
4230,687.3069
4231,804.3509
4232,963.4944
4233,1067.8206
4234,1066.7491
4235,920.47864
4236,750.7353
4237,640.84674
4238,398.081
4239,76.70636
4240,55.07145
4241,79.36381
4242,24.56052
4243,26.477121
4244,19.958618
4245,5.8332577
4246,-18.542671
4247,20.046919
4248,17.259699
4249,95.47304
4250,104.437225
4251,83.97339
4252,135.32492
4253,253.30077
4254,605.1822
4255,880.86255
4256,990.35175
4257,1025.3147
4258,1039.2673
4259,955.909
4260,888.81366
4261,676.79456
4262,537.3612
4263,146.54207
4264,69.02035
4265,65.22191
4266,28.819338
4267,7.3624964
4268,57.017986
4269,40.97163
4270,27.71247
4271,9.44137
4272,10.259813
4273,15.75974
4274,6.159525
4275,23.094166
4276,209.02203
4277,270.4729
4278,559.69727
4279,830.0347
4280,1000.17596
4281,1007.2894
4282,1009.1931
4283,921.94086
4284,852.34454
4285,676.0469
4286,464.36942
4287,135.97139
4288,70.78031
4289,58.102
4290,19.665092
4291,52.112827
4292,53.754166
4293,30.634865
4294,13.214028
4295,24.416838
4296,63.574417
4297,55.593666
4298,59.160763
4299,68.95203
4300,134.16188
4301,373.6383
4302,632.19354
4303,880.3037
4304,1038.4985
4305,1027.4927
4306,1081.2363
4307,920.8221
4308,861.4997
4309,661.6232
4310,476.167
4311,142.50981
4312,70.4965
4313,69.02461
4314,27.543024
4315,59.671112
4316,52.072456
4317,26.24332
4318,26.947071
4319,58.52411
4320,10.661397
4321,22.943554
4322,74.95928
4323,23.283607
4324,70.12226
4325,284.71274
4326,671.19556
4327,910.30237
4328,975.95264
4329,1001.87537
4330,1104.3684
4331,931.66406
4332,816.18646
4333,716.29663
4334,478.1856
4335,137.01242
4336,75.02474
4337,69.186264
4338,86.537384
4339,14.230796
4340,73.69311
4341,50.047432
4342,59.14054
4343,42.5953
4344,63.624916
4345,59.96979
4346,112.70089
4347,124.445915
4348,85.65628
4349,322.67978
4350,618.5187
4351,857.81195
4352,1052.5381
4353,1046.0094
4354,1126.3333
4355,978.85016
4356,835.62836
4357,722.8953
4358,466.69153
4359,120.38624
4360,3.5184822
4361,31.387949
4362,35.370193
4363,11.702377
4364,7.7616253
4365,41.680145
4366,20.93169
4367,28.558327
4368,64.3397
4369,28.231144
4370,42.69098
4371,83.98417
4372,156.27602
4373,293.7403
4374,587.8112
4375,721.5539
4376,908.1012
4377,986.5743
4378,979.09143
4379,891.80927
4380,872.28107
4381,670.85785
4382,405.4345
4383,109.15665
4384,46.678474
4385,74.10229
4386,-7.5998907
4387,41.106087
4388,-3.566948
4389,-30.019148
4390,-35.648766
4391,36.244106
4392,6.3958154
4393,-22.932587
4394,110.32294
4395,95.23932
4396,71.94185
4397,210.12906
4398,525.0006
4399,791.1552
4400,894.4632
4401,1008.83997
4402,966.411
4403,874.9567
4404,729.8601
4405,610.8274
4406,430.64346
4407,37.79815
4408,59.23517
4409,-46.141644
4410,31.227608
4411,-15.555484
4412,32.46832
4413,92.59309
4414,42.727966
4415,10.210431
4416,62.915005
4417,39.292446
4418,41.976406
4419,36.034966
4420,71.08368
4421,323.70816
4422,636.7351
4423,776.3194
4424,965.9966
4425,1062.7881
4426,967.7589
4427,979.58215
4428,786.9181
4429,689.767
4430,487.51578
4431,111.30913
4432,115.15416
4433,117.65042
4434,-15.610672
4435,103.706314
4436,62.729218
4437,29.772715
4438,43.695442
4439,68.23882
4440,78.499176
4441,37.85393
4442,30.997763
4443,41.786766
4444,93.49739
4445,243.11603
4446,528.5395
4447,821.1965
4448,777.0987
4449,923.2696
4450,967.1836
4451,824.059
4452,808.52246
4453,592.4844
4454,488.61667
4455,137.67276
4456,61.166683
4457,43.38021
4458,45.982845
4459,43.40307
4460,80.3557
4461,47.400227
4462,46.350487
4463,36.844677
4464,20.602337
4465,21.66401
4466,21.158915
4467,47.940296
4468,73.9748
4469,214.2481
4470,564.1647
4471,812.328
4472,947.91534
4473,913.8045
4474,950.48975
4475,789.47894
4476,719.41046
4477,649.9245
4478,416.9742
4479,43.09879
4480,115.354744
4481,54.424137
4482,24.115326
4483,55.383957
4484,7.263874
4485,44.745445
4486,34.2006
4487,39.691315
4488,36.217297
4489,45.142326
4490,59.219635
4491,71.22802
4492,115.25899
4493,283.80353
4494,566.8801
4495,778.9116
4496,997.00037
4497,1049.6268
4498,1028.6241
4499,825.8963
4500,766.3339
4501,649.893
4502,453.47165
4503,97.99054
4504,46.124485
4505,17.203201
4506,45.19573
4507,27.689999
4508,18.45326
4509,32.02331
4510,59.348137
4511,46.351303
4512,53.876434
4513,57.70922
4514,42.31018
4515,82.09269
4516,148.54308
4517,339.95905
4518,640.41095
4519,277.2764
4520,638.9147
4521,912.3291
4522,964.032
4523,1069.5151
4524,893.5214
4525,916.1082
4526,783.2692
4527,778.25476
4528,545.14496
4529,169.12946
4530,15.212666
4531,-40.272835
4532,95.09584
4533,89.37688
4534,79.29792
4535,54.830017
4536,93.14152
4537,35.68776
4538,115.16506
4539,33.161495
4540,104.18651
4541,121.48251
4542,215.27249
4543,164.62918
4544,615.12897
4545,836.8769
4546,961.422
4547,877.8012
4548,828.70105
4549,695.6439
4550,505.01483
4551,132.91069
4552,77.048836
4553,55.588303
4554,80.17785
4555,13.782492
4556,63.603188
4557,-50.10815
4558,54.09501
4559,34.741932
4560,-0.94345254
4561,38.579212
4562,50.013695
4563,74.405495
4564,120.487526
4565,283.8543
4566,607.6817
4567,903.51935
4568,928.05237
4569,1052.2155
4570,1007.7525
4571,927.9792
4572,694.0043
4573,626.6979
4574,489.83832
4575,141.45663
4576,6.2935047
4577,-5.701311
4578,18.577122
4579,49.601437
4580,-4.2716684
4581,101.58918
4582,169.62692
4583,113.2391
4584,5.5350227
4585,102.019745
4586,47.437298
4587,-1.0421923
4588,-3.2584763
4589,489.6474
4590,684.68085
4591,969.4796
4592,143.97986
4593,-11.499047
4594,19.256533
4595,12.166845
4596,9.4852705
4597,77.561485
4598,24.76206
4599,42.26072
4600,-1.101804
4601,13.892044
4602,24.34948
4603,11.288053
4604,35.88264
4605,126.409134
4606,232.34908
4607,598.1185
4608,774.1596
4609,1050.662
4610,1097.4785
4611,993.5756
4612,953.39813
4613,916.3937
4614,742.5372
4615,461.05127
4616,114.8626
4617,66.36895
4618,16.321474
4619,38.42679
4620,-12.28751
4621,0.8944847
4622,26.159037
4623,47.982525
4624,47.46792
4625,18.02943
4626,74.91291
4627,80.00374
4628,82.18004
4629,107.47559
4630,306.4045
4631,672.15466
4632,955.36273
4633,965.0278
4634,935.1665
4635,1040.8607
4636,1013.2301
4637,841.367
4638,693.1686
4639,486.10385
4640,146.20352
4641,84.558586
4642,74.727806
4643,54.817936
4644,41.5809
4645,46.952473
4646,26.606115
4647,60.736584
4648,45.812496
4649,71.50963
4650,55.362377
4651,62.89888
4652,77.18977
4653,125.256516
4654,265.9233
4655,518.87756
4656,827.8602
4657,922.0156
4658,1064.7646
4659,1021.8263
4660,902.2723
4661,733.62244
4662,683.1917
4663,455.86343
4664,117.83058
4665,15.048059
4666,7.3292465
4667,26.913124
4668,6.848838
4669,51.24621
4670,1.2882997
4671,33.27811
4672,39.10643
4673,-13.370205
4674,-28.97316
4675,33.935326
4676,31.281221
4677,147.79343
4678,302.33957
4679,523.01733
4680,797.7719
4681,837.7793
4682,1032.3937
4683,1047.5455
4684,703.334
4685,613.3993
4686,701.01025
4687,493.65744
4688,140.30376
4689,23.738525
4690,59.958065
